propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108789739,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/79/a2/1356789522.webp,16,1,225000.0,duplex,sale,98.0,True,2,2,Valdemorillo pueblo,Madrid,Valdemorillo,Valdemorillo pueblo,es,40.5011191,-4.0665576,False,https://www.idealista.com/inmueble/108789739/,"FINANCIAMOS EL 100% DEL VALOR DE ESTE INMUEBLE. ¡Descubre tu nuevo hogar en el corazón de Valdemorillo! Te presentamos este fabuloso dúplex, una oportunidad única para vivir con estilo, comodidad y en una ubicación privilegiada. Situado en pleno centro de Valdemorillo, esta luminosa vivienda combina elegancia, funcionalidad y cercanía a todos los servicios que necesitas. Cuenta con dos amplios dormitorios y dos baños completos, ideal tanto para familias como para parejas que buscan un espacio versátil y acogedor. Su distribución en dos plantas ofrece una separación perfecta entre zona de descanso y área social, garantizando confort e intimidad. A pocos pasos encontrarás supermercados, colegios, farmacias, zonas verdes, restaurantes y transporte público, todo lo necesario para una vida cómoda sin necesidad de usar el coche. No dejes escapar esta magnífica oportunidad. ¡Ven a conocerlo y enamórate de tu próximo hogar!",False,good,False,False,2296.0,False,False,False,False,[],False,False,225000.0,€,flat,duplex,"Valdemorillo pueblo, Valdemorillo",Dúplex,,,,,,,
108719002,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/d4/6a/1356274914.webp,28,1,475000.0,flat,sale,124.0,True,5,1,calle de Santa Juliana,Madrid,Madrid,Tetuán,es,40.4539296,-3.7042002,False,https://www.idealista.com/inmueble/108719002/,"MAEX Gestión de Inmuebles pone en exclusiva  ¡Descubre esta amplia vivienda en una ubicación inmejorable! Este piso de 124 m² construidos y 120 m² útiles ofrece un sinfín de posibilidades para reformar y adaptarlo a tu estilo. Con 5 dormitorios, un baño, un acogedor salón-comedor y una cocina, este hogar es perfecto para familias o como inversión. Situado a pocos metros de la calle Bravo Murillo, disfrutarás de la comodidad de tener paradas de autobús y estaciones de metro a un paso, así como todos los servicios esenciales: supermercados, bancos, restaurantes, colegios y farmacias. La propiedad, construida en 1940, se encuentra en la primera planta, lo que facilita el acceso. Las estancias son muy amplias, lo que permite crear espacios únicos y personalizados. La calefacción mediante bomba de frío/calor eléctrica garantiza un ambiente confortable durante todo el año. No dejes pasar esta oportunidad especial para inversores que buscan un proyecto con gran potencial en una zona con alta demanda. ¡Ven a visitarlo y empieza a imaginar tu nuevo hogar! Inspección Tecnica de Edificios pasada el año 2024 Especial inversores.!",False,renew,False,False,3831.0,False,False,False,False,[],False,False,475000.0,€,flat,,"Bellas Vistas, Madrid",Piso en calle de Santa Juliana,Bellas Vistas,,,,,,
94345804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/24/1d/886408768.webp,28,,5500000.0,chalet,sale,1375.0,,7,10,Barrio Ciudad Universitaria,Madrid,Madrid,Moncloa,es,40.4638562,-3.7252514,False,https://www.idealista.com/inmueble/94345804/,"Ubicada en la exclusiva Colonia de Puerta de Hierro, en Moncloa/Aravaca, esta majestuosa residencia en Madrid se encuentra rodeada de exuberantes jardines y con acceso privilegiado a las mejores infraestructuras de la ciudad, esta propiedad ofrece una combinación perfecta de privacidad, elegancia y comodidad. Su estratégica ubicación permite conectar con el corazón de Madrid en pocos minutos, con acceso rápido a Moncloa, Cuatro Caminos y la emblemática Puerta del Sol. Además, la cercanía a la autovía A-6 facilita la comunicación con prestigiosas localidades como Pozuelo, Majadahonda y Las Rozas. En el entorno inmediato, destacan el exclusivo campo de golf del Real Club de la Puerta de Hierro, el Hipódromo de la Zarzuela y una amplia variedad de instalaciones deportivas y de ocio. La propiedad se alza sobre una imponente parcela de 1.447 m2, con una superficie construida total de 1.375 m2, distribuida en tres plantas más un nivel bajo rasante. La residencia ha sido concebida para brindar el máximo confort y bienestar, con un diseño arquitectónico que prioriza la amplitud de los espacios y la integración con el entorno natural. Su magnífico jardín consolidado ofrece un oasis de tranquilidad y privacidad, convirtiéndola en la elección ideal para quienes buscan una vida de exclusividad en la capital española. Al ingresar a la vivienda, un majestuoso vestíbulo da la bienvenida con una elegante escalera y un ascensor que comunica todas las plantas. La planta principal alberga un imponente salón en tres ambientes con chimenea de mármol, inundado de luz natural y con acceso directo a los jardines. A continuación, encontramos un refinado comedor con capacidad para más de 20 comensales, ideal para recepciones privadas y eventos de alto nivel. La cocina, junto con la zona de lavandería y el apartamento de servicio con entrada independiente, completan este nivel. La primera planta está dedicada al descanso y la intimidad, con cinco amplias suites, dos de ellas con sala de estar privada. En la segunda planta, un espacio diáfano con baño propio ofrece múltiples posibilidades, desde una elegante zona de ocio hasta la creación de dormitorios adicionales o un sofisticado despacho privado. El nivel bajo rasante completa la vivienda con zonas de spa, gimnasio y piscina, un auténtico santuario de bienestar y entretenimiento. Aquí se encuentra una vivienda de invitados completamente independiente, con salón, cocina y dormitorio en suite, ideal para alojar a familiares o personal de servicio. El garaje, con capacidad para más de cuatro vehículos, se complementa con una zona wellness que incluye una piscina cubierta convertible en exterior gracias a un diseño paisajístico en dos alturas, gimnasio con vestuarios y sauna. Además, este nivel alberga una espectacular bodega, un amplio trastero y la sala de instalaciones de la propiedad. Esta extraordinaria residencia en Puerta de Hierro ha sido pensada para poder llevar una vida cómoda y relajada en un enclave privilegiado que ofrece una calidad de vida incomparable, en una de las zonas más distinguidas de la capital española.",False,good,False,,4000.0,True,False,False,False,[],False,False,5500000.0,€,chalet,independantHouse,"Ciudad Universitaria, Madrid",Casa independiente,Ciudad Universitaria,True,True,,,,
108551254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/7d/16/1348216088.webp,14,2,1909000.0,flat,sale,220.0,False,3,3,CL PADILLA,Madrid,Madrid,Barrio de Salamanca,es,40.4294373,-3.6724267,False,https://www.idealista.com/inmueble/108551254/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este impresionante piso en venta, ubicado en la calle Padilla, en el exclusivo barrio de Lista, es una joya que combina elegancia y modernidad. Con 220 m² construidos, la vivienda ha sido completamente reformada y está lista para estrenar. Disfruta de tres amplias habitaciones, cada una con armarios empotrados, y tres baños equipados con acabados de alta calidad que aportan un toque de lujo a tu día a día. La cocina, completamente equipada y amueblada, cuenta con electrodomésticos de alta gama y un diseño contemporáneo que hará las delicias de cualquier amante de la gastronomía. El espacioso salón es perfecto para relajarse o recibir a amigos y familiares, mientras que el cuarto de lavado independiente añade un extra de comodidad a tu vida cotidiana. Vivir en el barrio de Lista significa disfrutar de una amplia oferta cultural y de ocio, con lugares emblemáticos como el Parque de El Retiro y el Museo Lázaro Galdiano a pocos pasos. Además, la famosa Calle Serrano, conocida por sus boutiques de lujo y restaurantes de renombre, está a un corto paseo. Esta es una inversión segura en una de las áreas más codiciadas de la capital. ¡No dejes pasar esta oportunidad única!",True,good,False,True,8677.0,True,False,False,False,[],False,False,1909000.0,€,flat,,"Lista, Madrid",Piso en Cl Padilla,Lista,,,,,,
108924683,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/19/d3/1359107516.webp,50,,399000.0,chalet,sale,106.0,,3,3,Perales del Rio,Madrid,Getafe,Perales del Rio,es,40.3193677,-3.6390684,False,https://www.idealista.com/inmueble/108924683/,"¡Descubre tu nuevo hogar en Perales del Río! Este encantador chalet adosado de 106 m² es la opción perfecta para quienes buscan comodidad y estilo. Con una distribución en tres plantas, ofrece un amplio salón-comedor que se abre a un acogedor patio, ideal para disfrutar de momentos al aire libre. La cocina, completamente equipada con muebles altos y bajos, hará las delicias de los amantes de la gastronomía. En la primera planta, encontrarás dos luminosos dormitorios y un baño en el distribuidor, además del dormitorio principal que cuenta con un baño en suite, proporcionando privacidad y confort. La buhardilla, equipada con ventanas Velux, ofrece un espacio versátil que puede convertirse en una cuarta habitación o un estudio, y da acceso a un solárium donde relajarse bajo el sol. La propiedad también dispone de una piscina comunitaria, perfecta para refrescarse en los días calurosos. Con excelentes accesos a las autovías M-50, M-45 y A-4, tendrás todo lo que necesitas a un paso. Además, cuenta con armarios empotrados en todas las habitaciones, aire acondicionado en los dormitorios individuales y calefacción de gas natural para garantizar tu confort en cualquier época del año. No dejes pasar la oportunidad de vivir en este maravilloso chalet adosado, construido en 1987 y en buen estado. ¡Ven a visitarlo y enamórate de tu futuro hogar! Ref- 2563.",False,good,False,,3764.0,False,False,False,False,[],False,False,399000.0,€,chalet,terracedHouse,"Perales del Rio, Getafe",Chalet adosado,,,,2563,,,
108554662,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/6f/9c/1348318971.webp,44,,127000.0,countryHouse,sale,279.0,,4,2,calle Viñas,Madrid,Ambite,,es,40.3265713,-3.1830913,False,https://www.idealista.com/inmueble/108554662/,"¡Oportunidad única en el corazón de la naturaleza! Esta amplia casa de pueblo dispone de 3 plantas, la planta baja con acceso a la calle principal dispone de una cocina dos dormitorios y un baño, la segunda idéntica, con acceso a una calle secundaria y la tercera planta diáfana con múltiples posibilidades de personalización, situada en la tranquila localidad de Ambite, está lista para convertirse en tu hogar ideal. Con una superficie construida de 279 m² y 4 dormitorios, este inmueble ofrece un enorme potencial para personalizar y reformar a tu gusto, ya que no ha sido reformado desde su construcción en 1900.  Disfruta de un jardín privado de 30 m²con un acogedor patio, perfectos para tus momentos de relax al aire libre con vistas a la montaña. La casa cuenta con 2 baños uno por planta y dos cocinas independientes de 12 m², brindando comodidad para toda la familia. Su calefacción eléctrica y agua caliente individuales aseguran un ambiente cálido y confortable.  No dejes pasar esta oportunidad de adquirir una propiedad con tanto espacio y posibilidades. ¡Contacta con nosotros para más detalles y ven a visitar tu futuro hogar en este encantador pueblo! [IW].",False,renew,False,,455.0,False,False,False,False,[],False,False,127000.0,€,countryHouse,casaDePueblo,Ambite,Casa de pueblo en calle Viñas,,,,PUE0001,130000.0,3000.0,2.0
108507724,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/1b/20/1346976634.webp,29,,170000.0,chalet,sale,122.0,,2,1,PZ PEÑON DEL,Madrid,Colmenar del Arroyo,,es,40.4192081,-4.2013457,False,https://www.idealista.com/inmueble/108507724/,"Te presentamos esta acogedora casa en una sola planta con buhardilla acondicionada, situada en el encantador pueblo de Colmenar del Arroyo, en plena Sierra Oeste de Madrid. Distribución: Planta baja: Salón-comedor con cocina americana 2 dormitorios con armarios empotrados 1 baño completo Patio interior privado Patio delantero con espacio para aparcar vehículo Planta superior: Buhardilla acondicionada como tercer dormitorio o espacio multifuncional � Reformas y equipamiento: Instalación eléctrica y fontanería completamente renovadas Calefacción y agua caliente por gasoil (depósito de 700 litros) � Sobre Colmenar del Arroyo: Colmenar del Arroyo es un entorno natural privilegiado, perfecto para quienes buscan tranquilidad sin renunciar a servicios: Polideportivo municipal con piscina, gimnasio y biblioteca Supermercado Alcampo, farmacia, restaurantes, cafeterías y pizzería Parada del autobús 642 frente al Ayuntamiento, con salidas frecuentes a Madrid (cada 10-15 minutos por la mañana y cada hora a partir de las 10:00) Centro educativo completo: colegio de infantil y primaria, y guardería municipal Rodeado de naturaleza, senderos y aire puro: ideal para familias, teletrabajo o escapadas � ¡Lista para entrar a vivir! Ven a conocer esta vivienda única que combina comodidad, ubicación y entorno natural. Contáctanos para concertar una visita. visitas por las mañanas.",True,good,False,,1393.0,False,False,False,False,[],False,False,170000.0,€,chalet,semidetachedHouse,Colmenar del Arroyo,Chalet pareado en Pz Peñon Del,,True,True,,180000.0,10000.0,6.0
108352641,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/1f/29/1341561998.webp,34,,485000.0,chalet,sale,228.0,,4,3,Sector 3,Madrid,Getafe,Sector 3,es,40.3025928,-3.7445385,False,https://www.idealista.com/inmueble/108352641/,"AGENCIA INMOBILIARIA EL BLOQUE OFRECE EN EXCLUSIVA: Amplio chalet adosado con garaje, buhardilla y patio en Sector 3 – Getafe Descubre este fantástico chalet adosado situado en una de las zonas más tranquilas y consolidadas de Getafe, muy cerca del Parque de la Alhóndiga y del centro comercial Getafe 3. Una ubicación perfecta para disfrutar de zonas verdes, todos los servicios a mano y una excelente conexión con la A-42. La vivienda se distribuye en varias plantas y ofrece el espacio ideal para una familia: • 4 dormitorios amplios y luminosos. • 2 baños completos y un aseo para mayor comodidad. • Cocina independiente con acceso directo al patio trasero, perfecto para desayunos al aire libre o cenas en familia. • Salón comedor con salida también al patio trasero, lo que aporta mucha luz natural y sensación de amplitud. • Garaje privado con acceso directo a la vivienda, práctico y seguro. • Pequeño patio delantero que aporta un toque acogedor desde la entrada. • Buhardilla ideal como zona de trabajo, estudio, sala de juegos o dormitorio adicional. • Sótano con múltiples posibilidades: trastero, sala de ocio, gimnasio en casa… La casa está ubicada en una calle tranquila y familiar, rodeada de parques y zonas infantiles, con colegios, supermercados y transporte público a pocos minutos. Un hogar versátil, cómodo y con espacio para adaptarse a tus necesidades. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,renew,False,,2127.0,True,False,False,False,[],False,False,485000.0,€,chalet,terracedHouse,"Sector 3, Getafe",Chalet adosado,,True,True,,,,
106492061,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/b6/4b/1285008106.webp,28,,335000.0,chalet,sale,128.0,,3,2,Centro,Madrid,Colmenar Viejo,Centro,es,40.6595215,-3.7691497,False,https://www.idealista.com/inmueble/106492061/,"Descubre este espectacular adosado que te ofrece una base inmejorable: sus instalaciones de electricidad, fontanería y gas fueron completamente renovadas en 2014, aportando una gran seguridad y valor a la vivienda. Ubicado en una calle tranquila pero en el centro de Colmenar Viejo, esta vivienda combina la serenidad de un hogar con la comodidad de tener todos los servicios a un paso. Una oportunidad única para disfrutar de calidad de vida desde el primer día. Un Interior Diseñado para Disfrutar Cada rincón de esta casa ha sido pensado para la vida moderna, con espacios amplios y funcionales: Tres Habitaciones Dobles y Amplias: Espacios muy versátiles para toda la familia, con un tamaño mínimo de 12 m² en la más pequeña. La habitación mas grande con estilo abuhardillado, perfectamente resuelto con un gran escritorio, añade un toque especial. Cocina Independiente: Moderna, funcional y totalmente equipada. Un espacio práctico donde dar rienda suelta a tu pasión por la cocina. Salón Acogedor: El punto de encuentro ideal para crear recuerdos inolvidables con los tuyos. Dos Baños Completos: La distribución perfecta para la familia, con un baño equipado con bañera para relajarse y otro con una práctica ducha para el día a día. La Joya de la Corona: Tres Patios Privados Este adosado te ofrece algo excepcional en el centro de la ciudad: tres espacios exteriores para disfrutar del aire libre con total privacidad. Patio de Bienvenida: Un encantador recibidor al aire libre que da carácter a la entrada. Patio Interior con Lavandería: Un espacio funcional que además actúa como patio de luces, mejorando la ventilación y aportando claridad a las estancias interiores. Terraza Solárium: Tu oasis privado en la planta superior. Un lugar perfecto para tomar el sol, disfrutar de un café por la mañana o de cenas bajo las estrellas. Te Ayudamos a Hacerlo Realidad: Soluciones de Financiación Para que el dinero no sea un obstáculo, te ofrecemos un servicio de asesoramiento financiero completo y a medida: ¿Necesitas hipoteca? Te ayudamos a conseguirla con más de 20 bancos de manera gratuita hasta el 90%, sin que tengas que ir de banco en banco. ¿Necesitas financiación hasta el 100%? Nuestro bróker podrá ayudarte a estudiar la viabilidad (este servicio tiene coste según la operación). ¿Tienes un buen perfil pero no tienes ahorros para la entrada? No te preocupes, nuestros inversores pueden comprar la casa y ofrecerte un alquiler con opción a compra, ¡para que puedas acceder a tu vivienda sin necesidad de ahorros iniciales! No dejes escapar esta oportunidad única de adquirir una vivienda con una base sólida y un enorme potencial en una de las mejores zonas de Colmenar Viejo. Contacta con nosotros para organizar una visita. ¡Te enamorarás!",True,good,False,,2617.0,True,False,True,False,[],False,False,335000.0,€,chalet,terracedHouse,"Centro, Colmenar Viejo",Chalet adosado,,,,VE00043,,,
107743924,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/bf/37/1322000555.webp,30,,940000.0,chalet,sale,525.0,,6,6,ciencias,Madrid,Brunete,,es,40.4040625,-3.9979833,False,https://www.idealista.com/inmueble/107743924/,"**GRUPO FINCASA dispone a la venta de espectacular vivienda en Brunete*** Descubre el hogar de tus sueños en esta impresionante casa independiente de 525 m², situada en una parcela de 320 m². Construida en 2015, esta joya arquitectónica combina diseño moderno con funcionalidad, ofreciendo un estilo de vida de lujo. La vivienda se distribuye en tres plantas más un sótano, albergando seis amplios dormitorios, dos de ellos con lujosos baños en suite, y un total de cinco baños completos y un aseo.  La cocina es un verdadero paraíso para los amantes de la gastronomía, equipada con una isla central y electrodomésticos de última generación. Disfruta de la comodidad del sistema de aspiración centralizada y las persianas de seguridad que garantizan tranquilidad. La domótica integrada te permite controlar cada rincón de la casa con facilidad, mientras que las ventanas de doble acristalamiento aseguran eficiencia energética y silencio absoluto. El garaje con espacio para dos coches, junto con la instalación fotovoltaica de 12 placas solares, refleja el compromiso con la sostenibilidad.  Relájate en la terraza o en el balcón, disfrutando de vistas espectaculares. Los armarios empotrados y el trastero ofrecen soluciones de almacenamiento inteligentes. Con calefacción por bomba de frío/calor a gas natural, esta casa es un refugio perfecto durante todo el año.  No pierdas la oportunidad de visitar esta maravilla y hacerla tuya.",False,good,False,,1790.0,False,False,False,False,[],False,False,940000.0,€,chalet,independantHouse,Brunete,Casa independiente en ciencias,,True,True,brunete,,,
