propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,externalReference
108107917,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/1a/55/1334062869.webp,1,1,254500.0,flat,sale,87.0,True,2,1,calle Juan Salas,Madrid,Madrid,Usera,es,Pradolongo,40.3812092,-3.7065433,False,https://www.idealista.com/inmueble/108107917/,"Especial Inversores. Se vende ALQUILADO A TERCEROS renta mercado. No podemos dar acceso a la vivienda para visitarla. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación. Práctico piso en Madrid, idóneo para parejas. El inmueble dispone de una superficie de 44 m² salón-comedor, cocina. Cuenta con todos los servicios necesarios a su alrededor, como el University Hospital 12 de Octubre, la escuela IES Pradolongo, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos, la estación de metro Usera y la estación de tren Doce de Octubre. Con fácil acceso a Autovía del Sur. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. Fecha de fin de contrato de alquiler: 12/2027.",False,good,False,False,2925.0,False,False,False,False,[],False,False,254500.0,€,flat,,"Pradolongo, Madrid",Piso en calle Juan Salas,,,5ALQMMADRIDant00030657961JUANSALAS
108658348,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/af/c9/1357741407.webp,22,,420000.0,chalet,sale,184.0,,5,2,Valdemorillo pueblo,Madrid,Valdemorillo,Valdemorillo pueblo,es,,40.5018384,-4.0671574,False,https://www.idealista.com/inmueble/108658348/,"Se ofrece en venta una excelente oportunidad de inversión inmobiliaria en pleno centro de Valdemorillo, en la Sierra de Madrid. Más allá de su valor residencial, esta propiedad destaca por su alto potencial urbanístico y de revalorización, lo que la convierte en una opción muy atractiva para inversores. La parcela permite su segregación y el desarrollo de un edificio de viviendas unifamiliares, aprovechando al máximo su edificabilidad en una zona con creciente demanda. Esta vivienda unifamiliar independiente de 184 m² construida sobre una parcela de 324 m², está ubicada en una zona estratégica dentro del casco urbano. La misma se distribuye en dos plantas y cuenta con 5 dormitorios, 1 baño completo, cocina independiente, salón-comedor y hall de entrada. En la planta baja encontramos un amplio recibidor, la cocina, el salón-comedor, dos dormitorios y un baño completo con acceso directo al exterior. La planta superior alberga tres habitaciones más y una segunda sala de estar, perfecta como despacho, zona de descanso o espacio polivalente. El espacio exterior ofrece múltiples opciones: jardín, zona de recreo, instalación de piscina o incluso ampliación de la vivienda. Además, la parcela dispone de doble acceso por dos calles, lo que aporta una gran ventaja tanto en comodidad como en posibilidades de desarrollo futuro, ya sea mediante subdivisión o nueva construcción. La propiedad se encuentra a escasos metros de la emblemática Iglesia de Nuestra Señora de la Asunción, corazón histórico y punto neurálgico de Valdemorillo. Esta ubicación garantiza una alta visibilidad, cercanía inmediata a todos los servicios —tiendas, colegios, centro de salud, biblioteca, zonas de ocio— y excelente comunicación con Madrid gracias a las líneas de autobús 669, 642 y 641. Todo ello en un entorno con gran demanda residencial, tanto para vivienda habitual como para segunda residencia. En definitiva, una vivienda con carácter, amplitud y proyección, perfecta para quienes valoran la tranquilidad de la Sierra sin renunciar a las ventajas del entorno urbano. Una oportunidad única tanto para vivir como para invertir en el corazón de Valdemorillo.",True,renew,False,,2283.0,False,False,False,False,[],False,False,420000.0,€,chalet,independantHouse,"Valdemorillo pueblo, Valdemorillo",Casa independiente,,,5546-888
108804214,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/32/c4/1355648145.webp,14,2,215000.0,flat,sale,71.0,True,3,1,calle de Puentelarra,Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3807779,-3.6086926,False,https://www.idealista.com/inmueble/108804214/,"Inmobiliaria en Santa Eugenia - Tecnocasa Estudio Nuevo Vallecas 2022 Sl. Vende inmueble de 71 metros cuadrados construidos en la zona de Santa Eugenia, Vallecas, Madrid. Una 2da planta totalmente exterior sin ascensor. Compuesto de 3 dormitorios, un baño completo con ducha, cocina independiente amplia y espaciosa con su tendedero, ventanas de aluminio, salón-comedor muy luminoso. EL PISO SE ENCUENTRA LISTO PARA ENTRAR A VIVIR. Muy buena ubicación y orientación. Orientación Este y Sur. ¡A menos de 10 minutos andando de la RENFE SANTA EUGENIA! Cerca de paradas de autobús, líneas: 58, 35, 14, 29. Excelente ubicación próxima a zonas verdes, parques y áreas de juegos, cerca de centro sanitario, farmacia y supermercados, entre otros. Muy próximo a la Escuela de Educación Infantil Arco Iris. El inmueble se encuentra situado muy cerca del Hospital infanta Leonor. Es una zona muy bien comunicada, con comercios, colegios, zonas verdes, polideportivo. Le buscamos la hipoteca hasta el 100%. Los profesionales Kiron, gracias a un profundo conocimiento del mercado bancario, le ayudan a encontrar la solución hipotecaria que mejor se adapte a sus preferencias"".",False,good,False,False,3028.0,False,False,False,False,[],False,False,215000.0,€,flat,,"Santa Eugenia, Madrid",Piso en calle de Puentelarra,,,
105975463,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/1b/53/1268723596.webp,16,1,241900.0,flat,sale,120.0,True,3,2,calle de los Hermanos Pinzón,Madrid,Móstoles,Este,es,,40.3225395,-3.8466947,False,https://www.idealista.com/inmueble/105975463/,"Piso en Venta en Villafontana II - Grupo Inmobiliario A&D ¡Oportunidad única en Villafontana II! Grupo Inmobiliario A&D presenta esta amplia vivienda de 120 m² construidos, con 105 m² útiles, ideal para familias que buscan espacio y comodidad. Este piso, ubicado en una zona muy tranquila, cuenta con una entrada que da paso a un gran salón independiente, perfecto para disfrutar de momentos en familia o con amigos. Además, dispone de una amplia terraza de 12 m² donde podrás relajarte y disfrutar del aire libre. La cocina es espaciosa y funcional, ideal para los amantes de la gastronomía. El inmueble originalmente tenía cuatro dormitorios, pero se ha reformado para ofrecer tres amplios dormitorios, proporcionando más espacio y confort. También cuenta con una segunda terraza y dos cuartos de baño completos.  La vivienda incluye una plaza de garaje en una urbanización privada con vigilancia y videovigilancia, garantizando la máxima seguridad. La urbanización también dispone de una zona infantil, perfecta para que los más pequeños disfruten al aire libre. Situado junto al Polideportivo Municipal Villafontana y rodeado de comercios como Mercadona, Lidl, Aldi y Alcampo, así como centros de salud y paradas de autobús, tendrás todos los servicios a tu alcance. Construido en 1977 y con calefacción central, este piso en la planta 1ª exterior es una excelente opción para quienes buscan un hogar a reformar a su gusto. No dudes en visitarlo, ¡te encantará!",False,renew,False,True,2016.0,False,False,False,False,[],False,False,241900.0,€,flat,,"Este, Móstoles",Piso en calle de los Hermanos Pinzón,True,True,villafontana
102947976,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/93/02/1216573354.webp,48,,2600000.0,chalet,sale,1386.0,,9,13,Abantos - Carmelitas,Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,,40.5862639,-4.1659754,False,https://www.idealista.com/inmueble/102947976/,"Dream-homes ofrece fantástico y especial chalet en Abantos con bonitas vistas al Monasterio, en una parcela de 3.122 m2 con piscina y con un jardín precioso y consolidado con arbolado variado. La casa tiene 3 plantas comunicadas con una bonita y amplia escalera además dispone de ascensor. En la planta principal encontramos un vestíbulo de entrada, que da acceso por un lado a una gran cocina con office y cuarto de baño de servicio; por otro lado se accede a un gran salón -comedor que cuenta con chimenea y salida a un bonito balcón. En esta planta hay 2 dormitorios: el principal con un gran vestidor y un gran cuarto de baño, y otro dormitorio con cuarto de baño grande también en suite. Además hay un despacho y un cuarto de baño de invitados, así como un aseo de cortesía.  En la 1 ª planta, encontramos una preciosa escalera que da un espacioso distribuidor por el que se accede a una gran biblioteca, y a 2 dormitorios con cuartos de baño en suite, otro gran cuarto de baño en el distribuidor y un gran vestidor. La planta baja tiene una moderna y bonita reciente reforma, con materiales de primera calidad, que podría ser un apartamento independiente. Cuenta con cinco dormitorios, todos con cuartos de baño en suite y vestidor. Cocina con isla integrada en un acogedor y bonito salón que tiene salida al jardín de la casa, además cuenta con habitación de lavado y plancha. Tiene grandes pasillos con armarios empotrados. Cuenta con otro cuarto de baño independiente en el pasillo. En esta planta se encuentra también una mesa de billar. El Garaje de 248m2 tiene acceso desde el exterior de la casa con capacidad para 7 vehículos. La piscina es de agua de sal con calentador y cubierta automatizada. La vivienda cuenta con sistema de alarmas exterior e interior con cámaras de seguridad.",False,good,False,,1876.0,False,False,False,False,[],False,False,2600000.0,€,chalet,independantHouse,"Abantos - Carmelitas, San Lorenzo de El Escorial",Casa independiente,True,True,
108719174,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/49/09/1353089470.webp,9,5,895000.0,flat,sale,115.0,False,3,1,calle de Máiquez,Madrid,Madrid,Retiro,es,Ibiza,40.414539,-3.6732074,False,https://www.idealista.com/inmueble/108719174/,"Luminosa vivienda a reformar al lado de calle Odonnell.  Se trata de una quinta planta interior, con ventanas en todas las estancias a patio comunitario, muy luminoso! Dispone de 3 dormitorios, 1 baño y cocina con despensa.  Uno de los dormitorios tiene acceso a terraza de patio de manzana  El edificio está rehabilitado, muy buen cuidado, con portero y ascensores  La vivienda se encuentra ubicada en Ibiza, a pocos minutos a pie del Parque del Retiro, a unos metros del hospital Gregorio Marañón. Rodeado de servicios necesarios para el día a día.  Para más información y/o coordinar visitas pueden contactar por chat idealista o al seis cuatro cuatro siete uno uno cero siete cero  Les invitamos a realizar las visitas sin compromiso!  Está descripción puede contener errores u omisiones involuntarios.",False,renew,False,True,7783.0,False,False,False,False,[],False,False,895000.0,€,flat,,"Ibiza, Madrid",Piso en calle de Máiquez,,,
108619759,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/10/b6/1350147275.webp,12,,1590000.0,chalet,sale,411.0,,5,5,calle del Camino Ancho,Madrid,La Moraleja,La Moraleja urbanización,es,,40.5095241,-3.607627,False,https://www.idealista.com/inmueble/108619759/,"Ubicado en La Moraleja, este magnífico chalet adosado de 411 m² distribuidos en tres plantas combina diseño contemporáneo, altas calidades y funcionalidad. Construido en 2021, ofrece un estilo de vida sofisticado en un entorno seguro y tranquilo. La propiedad cuenta con 5 dormitorios y 5 baños (4 de ellos en suite). El dormitorio principal cuenta con vestidor y terraza de 20 m2. La zona de día destaca por su luminoso salón con acceso directo al jardín privado. La cocina independiente y de gran tamaño está totalmente equipada con acabados y electrodomésticos de alta gama. El confort está garantizado todo el año gracias al suelo radiante. Dispone de 2 plazas de aparcamiento, piscina, gimnasio, parque infantil y vigilancia 24 horas.",False,good,False,,3869.0,False,False,False,False,[],False,False,1590000.0,€,chalet,terracedHouse,"La Moraleja urbanización, La Moraleja",Chalet adosado en calle del Camino Ancho,True,True,
108808079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/40/3c/1357497936.webp,13,4,210000.0,flat,sale,62.0,True,2,1,calle del Puerto de Balbarán,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3840484,-3.6686734,False,https://www.idealista.com/inmueble/108808079/,"¡Un Nuevo Hogar te Espera en Vallecas! tenemos el placer de presentarte esta fantástica vivienda lista para entrar a vivir, ubicada en la Calle puerto de balbaran, en el barrio de Vallecas. Esta propiedad, se encuentra en una 4ta planta de una buena finca Tiene 2 amplios y luminosos dormitorios y cuenta con aire acondicionado, maximizando el espacio y la organización. La vivienda tiene doble orientación. Todas las estancias tienen ventanas, unas al este y otras al oeste, garantizando la luz y el sol durante todo el dia. La cocina y el baño modernos, lista para que la disfrutes desde el primer dia. La vivienda está equipada con ventanas de aluminio en todas sus estancias. Además, podrás disfrutar de 1 práctica terraza, ideal como tendedero o para relajarte al aire libre. El inmueble se encuentra en excelente estado de conservación y dispone de calefacción individual por aire, asegurando un ambiente cálido y confortable durante todo el año. Ubicación Inmejorable en Vallecas Vivir en la Calle puerto de balbaran te sitúa en una zona con excelentes comunicaciones de renfe, buses y metro con todos los servicios al alcance de tu mano. Tendrás a tu disposición: Centros educativos Supermercados Zonas verdes Centros de salud La estación de Renfe de Entrevías está a solo 6 minutos andando, conectándote directamente con el centro de Madrid y otras áreas clave de la ciudad. Si te desplazas en coche, disfrutarás de un fácil acceso a la M-30 y M-40. ¡No pierdas la oportunidad de visitar esta excelente propiedad!",False,good,False,False,3387.0,False,False,False,False,[],False,False,210000.0,€,flat,,"San Diego, Madrid",Piso en calle del Puerto de Balbarán,,,
108112500,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/ef/52/1334376321.webp,7,2,450000.0,flat,sale,48.0,False,2,1,Barrio Ibiza,Madrid,Madrid,Retiro,es,Ibiza,40.4173403,-3.6753629,False,https://www.idealista.com/inmueble/108112500/,"INMOBILIARIAS ENCUENTRO vende en exclusiva esta increíble vivienda en el barrio de Ibiza, excelente opción para quienes valoran calidad de vida y entorno privilegiado en el distrito Retiro en Madrid. El piso ha sido completamente reformado con materiales de alta calidad y se encuentra listo para entrar a vivir. Cuenta con una distribución muy funcional que incluye dos dormitorios con excelente iluminación natural, un salón acogedor, perfecto para el descanso y el entretenimiento, una cocina independiente totalmente amueblada y un baño moderno en excelentes condiciones. El inmueble está reformado y en perfecto estado, tiene amplias ventanas climalit, puerta blindada, aire acondicionado tipo Split. Certificación energética del inmueble (CEE). Calificación consumo: G. Calificación de emisiones: E La finca en la que se encuentra está en perfecto estado de conservación y cuenta con ascensor. Su ubicación es inmejorable, a dos pasos del parque de El Retiro. Amplia oferta comercial, ocio, gastronómica y servicios. Dispone de todo lo necesario para el día a día al alcance de la mano. Se encuentra perfectamente conectada con las principales redes de transporte público, permitiendo una comunicación perfecta y accesible. Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: \\""CAMBIA Y DESCANSA\\"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! Entra en nuestra web y reserva este piso en tan sólo dos minutos con nuestro servicio iReserva.",False,renew,False,True,9375.0,False,False,False,False,[],False,False,450000.0,€,flat,,"Ibiza, Madrid",Piso,,,IE03-ALCIBIZA11
108566970,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/d8/8f/1348659359.webp,24,,749999.0,chalet,sale,290.0,,6,4,calle de San Fernando,Madrid,Aranjuez,Nuevo Aranjuez-Ciudad de las Artes,es,,40.0296204,-3.5976449,False,https://www.idealista.com/inmueble/108566970/,"En venta inmueble exclusivo en Calle San Fernando (Aranjuez, Madrid), compuesto por una sola finca registral que alberga tres viviendas completamente independientes, ideal para inversores o promotores que buscan rentabilidad inmediata y potencial de desarrollo urbanístico. Datos principales: •Superficie del terreno: 162 m² •Superficie construida total: 290 m² Distribución actual: oVivienda 1 (Planta baja frontal): 63 m² con 1 dormitorio, 1 baño, cocina, salón, patio y despensa. oVivienda 2 (Primera planta frontal): 63 m² con 2 dormitorios, 1 baño, 1 aseo, cocina, salón y terraza. oVivienda 3 (Dúplex posterior): Distribuido en dos plantas, cuenta con 2 dormitorios, 1 baño, 1 aseo, cocina, salón, patio y garaje. Cada vivienda dispone de suministros independientes (contadores de luz y gas), lo que facilita su alquiler o gestión por separado. Zonas exteriores: •Amplio patio de 67 m², dividido para dos de las viviendas. •Terraza privada en la vivienda de la planta superior. •Garaje privado incluido en la vivienda tipo dúplex. Gran potencial urbanístico: La propiedad se encuentra sobre un terreno urbano que permite la edificación de hasta 4 alturas sobre rasante, ofreciendo una excelente oportunidad para promotores que deseen desarrollar un nuevo edificio en el futuro. Ubicación estratégica junto al campus de Aranjuez de la Universidad Rey Juan Carlos, lo que convierte este inmueble en una opción muy atractiva para inversores que quieran destinar las viviendas al alquiler para estudiantes o personal universitario, garantizando una demanda constante. Ideal para: •Inversores que busquen una propiedad con alta rentabilidad desde el primer día. •Familias que deseen vivir en una casa con varias unidades para alquiler o uso familiar. •Promotores interesados en un terreno consolidado y bien ubicado con potencial edificable. No pierdas esta oportunidad de adquirir una finca versátil, en buen estado y con gran proyección en una de las mejores zonas de Aranjuez, junto a todos los servicios y con excelente conexión con Madrid. Llámanos y agenda tu visita hoy mismo con VICMA REAL ESTATE.",False,good,False,,2586.0,False,False,False,False,[],False,False,749999.0,€,chalet,independantHouse,"Nuevo Aranjuez-Ciudad de las Artes, Aranjuez",Casa independiente en calle de San Fernando,True,True,VM-05
104998698,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/ae/ee/1238616258.webp,3,7,175000.0,flat,sale,72.0,True,3,1,"avenida del Oeste, 23",Madrid,Alcorcón,Centro,es,Parque Mayor,40.3399939,-3.8278191,True,https://www.idealista.com/inmueble/104998698/,"CESION DE REMATE NO SE PUEDE VISITAR. NO SE PUEDE HIPOTECAR ¡Oportunidad de inversión única en el corazón de la ciudad! Presentamos esta fabulosa vivienda de 72m² en cesión de remate, ideal para inversores con visión.  Ubicada en un edificio de 10 plantas construido en 1975, esta propiedad cuenta con 3 luminosas habitaciones y 1 baño, ofreciendo todo el potencial para ser transformada en un hogar moderno y confortable.  El edificio dispone de un jardín comunitario, ascensor y portero. Situado en la séptima planta y con una orientación exterior, el piso goza de buena iluminación natural. Aunque la vivienda necesita reformas, su estado ofrece una página en blanco perfecta para personalizar al gusto y maximizando su valor de reventa o alquiler. No dejes pasar esta excelente oportunidad de inversión en una ubicación privilegiada con todos los servicios esenciales al alcance. ¡Contacta ahora y programa tu visita! Nota importante: para cesiones de remate subastas  Celebrada la SUBASTA JUDICIAL, sólo la parte ejecutante o los acreedores posteriores pueden hacer postura reservándose la facultad de CEDER EL REMATE a un tercero.  La cesión se verificará mediante comparecencia ante la Letrada de la Administración de Justicia responsable de la ejecución, con asistencia del cesionario, quien deberá aceptarla, y todo ello previa o simultáneamente al pago o consignación del precio del remate, que deberá hacerse constar documentalmente.  Al no tratarse de una compraventa en escritura pública y ser una Cesión de Remate, la aprobación del remate y la cesión deberá de ser aprobada por el juzgado correspondiente.  El inmueble se transmite libre de cargas hipotecarias.  Todos los gastos de la venta pública y los derivados de la cancelación de cargas, y las deudas que, en su caso graven la finca, tales como, y sin carácter taxativo, gastos de comunidad y de IBI, serán de cuenta y cargo del adjudicatario.  El inmueble no es posible visitarlo, por no tener la posesión del mismo.  No es posible hipotecar ya que hasta que no se dicte la sentencia de adjudicación no se puede visitar y no se puede tasar.",False,renew,False,True,2431.0,False,False,False,False,[],False,False,175000.0,€,flat,,"Parque Mayor, Alcorcón","Piso en avenida del Oeste, 23",,,
108398189,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/85/00/1343006386.webp,16,1,197000.0,flat,sale,66.0,False,3,1,CL PASION,Madrid,Getafe,Getafe Centro,es,,40.3028481,-3.7273019,False,https://www.idealista.com/inmueble/108398189/,"¡Descubre tu nuevo hogar en este encantador piso reformado, listo para entrar a vivir! Con una superficie construida de 66 m² y 60 m² útiles, este espacio ofrece tres amplios dormitorios, perfectos para disfrutar de la tranquilidad y el confort que mereces. Cada habitación cuenta con armarios empotrados, brindando un excelente almacenamiento sin sacrificar el estilo. Ubicado en una zona super tranquila, tendrás la Catedral justo al lado, lo que añade un toque especial a la ubicación. El baño moderno y funcional, equipado con un plato de ducha, es ideal para relajarte después de un largo día. Además, el edificio cuenta con ascensor y acceso a la primera planta, facilitando la movilidad. La calefacción a gas natural garantiza un ambiente cálido y acogedor durante los meses más fríos. Con todos los servicios necesarios a un paso, este piso es perfecto para una vida práctica y cómoda. ¡No dejes pasar esta oportunidad única de vivir en un lugar que combina comodidad y ubicación!",False,good,False,True,2985.0,False,False,False,False,[],False,False,197000.0,€,flat,,"Getafe Centro, Getafe",Piso en Cl Pasion,,,SAN ISIDRO 02
108144879,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/ab/85/1352410411.webp,13,bj,240000.0,flat,sale,61.0,True,3,1,calle de Fuentenebro,Madrid,Madrid,Barajas,es,Aeropuerto,40.4527143,-3.5838403,False,https://www.idealista.com/inmueble/108144879/,"LADY CASA VENDE vivienda totalmente reformada!  Situada en una zona muy tranquila, esta vivienda de 61 m² es perfecta para quienes buscan comodidad y bienestar. Con tres luminosas habitaciones y un baño completo exterior, este espacio se adapta a las necesidades de cualquier familia. La orientación sur garantiza luz natural durante todo el día, creando un ambiente cálido y acogedor. La ubicación es inmejorable, a pocos pasos de paradas de autobuses y muy cerca de la A2, lo que facilita el acceso a la ciudad. Además, el C. C. Plenilunio está a un corto trayecto, ofreciendo una variedad de tiendas y opciones de entretenimiento. También se encuentra próxima a la Comisaría de Policía Municipal, lo que añade un extra de seguridad. La calefacción eléctrica con bomba de frío/calor proporciona un confort adicional durante todo el año. ¡No pierdas la oportunidad de vivir en este excelente piso.",False,good,False,False,3934.0,False,False,False,False,[],False,False,240000.0,€,flat,,"Aeropuerto, Madrid",Piso en calle de Fuentenebro,,,955-V
108696261,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/0b/70/1354812616.webp,7,8,5600000.0,penthouse,sale,340.0,True,4,5,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4330132,-3.6809748,False,https://www.idealista.com/inmueble/108696261/,"ATICO DE 340M2 COMPLETAMENTE REFORMADO A ESTRENAR Atico de 340m2 construidos completamente reformado por arquitecto de muy reconocido prestigio en una finca clásica de la arquitectura de la zona y rodeada de unas impresionantes vista y luz espectacular. Su distribución consiste en amplísimo salón con comedor y cocina abierta con una isla espectacular y todo electrodomésticos de alta gama como Gaggenau, etc (todo con acceso directo a la terraza. Cuarto de baño de invitados. 4 Habitaciones todas ellas con cuarto de baño incorporado y la principal con vestidor y siendo 1 de ellas para el servicio y una zona para lavado y plancha. No podemos publicar en portales inmobiliarios las fotos de la vivienda por expreso deseo de la propiedad, pero estaremos encantado de mostrársela.",False,good,False,True,16471.0,False,False,False,False,[],False,False,5600000.0,€,flat,penthouse,"Castellana, Madrid",Ático,,,
107702381,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/5c/6b/1320289346.webp,2,3,140000.0,flat,sale,78.0,False,3,1,"calle del Lago Iseo, 4",Madrid,Madrid,Vicálvaro,es,Casco Histórico de Vicálvaro,40.4014544,-3.603608,True,https://www.idealista.com/inmueble/107702381/,"*****Refor Servicios Inmobiliarios***** PISO OCUPADO. Oportunidad sólo para inversores. * Calle lago Iseo 4. 3ºE. *Procedimiento de desocupación puesto en marcha. *El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de 78 m², de 3 dormitorios y 1 baños, en venta en Vicálvaro. *Se trata de un piso de 78 m² distribuidos en salón-comedor, cocina, 3 dormitorios y 1 baños. *La vivienda se sitúa en el núcleo de la población, teniendo buenos accesos por carretera. *También ofrece conexión por transporte público al estar cerca de varias paradas de autobús, de metro San Cipriano. *En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. *Por todo ello, la convierten en una propuesta inteligente y una estupenda opción para construir un hogar. *****Refor Servicios Inmobiliarios*****.",False,good,False,True,1795.0,False,False,False,False,[],False,False,140000.0,€,flat,,"Casco Histórico de Vicálvaro, Madrid","Piso en calle del Lago Iseo, 4",,,VICALVARO
105342669,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/a8/29/1249249230.webp,12,5,1179000.0,flat,sale,110.0,False,2,2,Diego de León,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4352548,-3.6727597,False,https://www.idealista.com/inmueble/105342669/,"Este apartamento en venta combina a la perfección el encanto clásico del Barrio de Salamanca con las comodidades modernas. Al entrar, serás recibido por un bonito portal con portero físico, garantizando seguridad y comodidad para ti y tu familia.  Con 98 metros cuadrados de espacio habitable y una distribución inteligente y elegante, este apartamento ofrece una amplia zona de día que incluye una cocina totalmente equipada, ideal para los amantes de la cocina gourmet.   El luminoso salón exterior cuenta con acceso a tres balcones a la calle Diego de Leon, creando un espacio perfecto para relajarse y disfrutar de la vida urbana. La vivienda ha sido reformada completamente por un prestigioso equipo de Diseño & Interiorismo, garantizando los más altos estándares de calidad y estilo en cada detalle. Este distinguido barrio residencial se ha convertido en uno de los más importantes de la capital madrileña.  Ubicación: Calle dDiego de Leon, Barrio de Salamanca, Madrid. Superficie: 98 m². Habitaciones: 2. Baños: 2  3 balcones Diseño contemporáneo y elegante. Amplias estancias con techos altos.",False,good,False,True,10718.0,False,False,False,False,[],False,False,1179000.0,€,flat,,"Guindalera, Madrid",Piso en Diego de León,,,
106330411,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/a3/7e/1279708706.webp,13,9,280000.0,flat,sale,106.0,True,3,2,avenida de Rafael Alberti,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3844244,-3.6428149,False,https://www.idealista.com/inmueble/106330411/,"¡Descubre tu nuevo hogar en la vibrante Calle Rafael Alberti! Este espacioso piso de 106 m², ubicado en la novena planta de un edificio con ascensor, te ofrece una oportunidad única para crear el espacio de tus sueños. Con tres habitaciones amplias y dos baños, es perfecto para familias que buscan comodidad y funcionalidad. La joya de esta propiedad son sus dos terrazas, ideales para disfrutar de las vistas y el aire libre. La ubicación es simplemente inmejorable: tendrás acceso a transporte público, supermercados, colegios y parques a solo unos pasos. Además, el piso cuenta con armarios empotrados y calefacción de gas natural con bomba de frío/calor, asegurando confort durante todo el año. Aunque necesita reformas, esto te permitirá personalizar cada rincón a tu gusto. Y no te preocupes por el aparcamiento, ya que incluye una plaza de garaje en el precio. ¡No dejes pasar esta oportunidad de vivir en una zona privilegiada con todo al alcance de la mano!",True,renew,False,True,2642.0,False,False,False,False,[],False,False,280000.0,€,flat,,"Palomeras sureste, Madrid",Piso en avenida de Rafael Alberti,True,True,
107724938,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/37/48/1320943067.webp,11,1,199000.0,flat,sale,60.0,True,1,1,calle de Ricardo Medem,Madrid,Móstoles,Centro,es,,40.3238325,-3.8653338,False,https://www.idealista.com/inmueble/107724938/,"Piso construido en el 2003 en urbanización privada, para inversores, está alquilado desde hace mas de 4 años, excelente inquilina, 1 dormitorio amplio con armario empotrado, cocina amueblada independiente con electrodomésticos, baño completo, salón independiente con balcón, suelos en parquet, ventanas en climalit, puertas en roble, aire acondicionado, urbanización privada, muy bonito, luminoso, en pardillo, todos los servicios, todos los transportes, excelente zona.",False,good,False,True,3317.0,False,False,False,False,[],False,False,199000.0,€,flat,,"Centro, Móstoles",Piso en calle de Ricardo Medem,,,MV279
