propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108403972,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/c5/4e/1343445896.webp,15434,35,405000.0,chalet,sale,181.0,4,3,Loeches,Madrid,Loeches,es,40.3815439,-3.4140829,False,https://www.idealista.com/inmueble/108403972/,"Espectacular chalet adosado con 181 m² construidos, 160 m² útiles repartidos en 3 plantas, sobre una parcela de 150 m² distribuidos en 40 m² de patio delantero y 50 m² de patio trasero. La vivienda ha sido cuidadosamente mejorada y equipada para ofrecer el máximo confort, funcionalidad y eficiencia energética calificada con la letra ""A"". El acceso principal se realiza a través de un amplio patio solado delantero, cuenta con jardín y porche techado, además el acceso a la vivienda está acristalada. Plaza de garaje privada con puerta automatizada para mayor comodidad. En la planta baja encontramos un dormitorio ideal como oficina o habitación de invitados, cocina independiente totalmente equipada con muebles altos y bajos, baño completo con ducha, una estupenda despensa, espacioso salón-comedor con estufa de pellets de alta eficiencia, capaz de calentar hasta 200 m², el salón con salida directa al patio trasero, totalmente acondicionado, también, con un amplio porche techado, suelo solado, perfecto para disfrutar del exterior todo el año. En la primera planta se encuentran tres dormitorios, el dormitorio principal es tipo suite y dispone de baño propio con plato de ducha. Además, hay un segundo baño completo con bañera grande ubicado en el distribuidor que da servicio al resto de estancias. La buhardilla totalmente acondicionada, como espacio adicional, equipada con armarios empotrados, aire acondicionado frío/calor, estufa de pellets que puedes programar y tener el espacio calentito en el momento que desees, techos y paredes revestidos en madera y piedra, y aislamiento térmico y acústico, además de dos ventanas Velux que aportan una gran luminosidad. En el tejado se han instalado placas solares con dos baterías de almacenamiento, lo que supone un importante ahorro energético. Toda la vivienda dispone de ventanas de aluminio blanco oscilobatientes con doble acristalamiento, rejas de seguridad y mosquiteras en todas las estancias de la primera planta. En toda la vivienda salvo en un dormitorio hay aire acondicionado frío/calor, radiadores eléctricos de pizarra y armarios empotrados completamente terminados. Rejas, termo de agua por wifi, mosquiteras en 1ª planta. Una vivienda ideal para familias que buscan amplitud, confort, eficiencia energética y zonas exteriores para disfrutar durante todo el año. Lista para entrar a vivir, sin necesidad de reformas y con todas las comodidades modernas. Ven y enamórate de su encanto. *Certificación Energética: ""A"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.",False,good,False,2238.0,False,False,False,False,[],False,False,405000.0,€,chalet,terracedHouse,Loeches,Chalet adosado,Destacado,,,,,,True,True,,,
108564497,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/6c/83/1348585266.webp,CHA0320,56,612000.0,chalet,sale,349.0,3,4,Campo Real,Madrid,Campo Real,es,40.3367691,-3.3917204,False,https://www.idealista.com/inmueble/108564497/,"Chalet Independiente del 2007 en Urbanización Montehermoso, Campo Real. Se presenta una oportunidad excepcional para adquirir un chalet independiente de diseño y construcción superior, situado en la exclusiva Urbanización Montehermoso, Campo Real.  Esta propiedad, que combina elegancia, confort y funcionalidad, se ubica en una parcela de 622 m² y ofrece una superficie construida de 350 m², distribuidos en tres plantas.  Planta Principal: Al entrar, encontramos un amplio y bonito recibidor de techo alto.  Desde el hall  a la derecha, accedemos a la zona de invitados, que incluye baño completo con plato de ducha y un dormitorio con armarios empotrados desde el cuál accedemos al jardín delantero.  Precioso cenador de verano con cerramiento acristalado corredero, también con acceso al jardín perfecto para usar en cualquier época del año. Espectacular salón comedor de gran tamaño  y con techos de doble altura.  Cuenta con grandes ventanales que se abren al jardín, una chimenea de diseño, y un acogedor rincón de lectura.  La cocina, amueblada, con acceso directo al jardín y a una pequeña terraza. Planta Superior: Aquí encontramos dos amplios dormitorios, ambos con baño completo incorporado y armarios empotrados.  Uno de ellos cuenta con acceso a una amplia terraza privada, mientras que el otro tiene una doble puerta corredera que conecta con una librería/zona de lectura con vistas al salón.  Planta semi sotano: Accesible tanto por las escaleras del recibidor como por el garaje. En esta planta hay un aseo de cortesía, un distribuidor, una zona amplia de sala de fiestas junto a una cocina independiente equipada con horno de leña. Gran garaje de tres puertas automáticas y capacidad para 4 coches., cuarto de lavandería y caldera. La parcela rodea toda la casa y contiene varios espacios:  - Patio delantero  - Porche y Chill-out  - Comedor de verano - Zona de barbacoa Ubicación Privilegiada: - Urbanización cerrada con seguridad 24 horas y control de acceso, garantizando privacidad y tranquilidad. - Entorno natural con vistas despejadas, ideal para quienes buscan un estilo de vida sereno y conectado con la naturaleza. - Excelente conectividad con Madrid a través de la R-3, facilitando el acceso a servicios y centros de trabajo. Caracteristicas:   - Fachada está revestida con ladrillo toledano.  - Ventanas son oscilobatientes y contraventanas de madera.  - Todas las puertas y ventanas tienen cristal de seguridad, rejas de forja con cerradura para más seguridad. - Suelos de gres rústico porcelánico en la planta baja y de parquet natural en la planta superior aportan un toque cálido y acogedor.  - Aire acondicionado con bomba de calor y calefacción de gasoil y chimenea de diseño. - Servicio de recogida de basura está incluido en la urbanización. - Múltiples accesos: la puerta principal, tres portones automáticos para vehículos y otra puerta en el jardín trasero. ¡No dejes pasar esta oportunidad! Contacta con nosotros para más información o para concertar una visita! [IW].",False,good,False,1754.0,False,False,False,False,[],False,False,612000.0,€,chalet,independantHouse,Campo Real,Casa independiente,Destacado,,,,,,,,,,
108184165,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/39/25/1336397679.webp,11518,72,599000.0,chalet,sale,425.0,5,3,Camarma de Esteruelas,Madrid,Camarma de Esteruelas,es,40.5941035,-3.3710999,False,https://www.idealista.com/inmueble/108184165/,"Camarma de Esteruelas. Urbanización el Practicante. Amplio chalet independiente de 425 m2, distribuido en 2 plantas. Amplia parcela de 1.441 con árboles frutales, pozo para riego, piscina de 10X5, comedor con zona de barbacoa y aseo, cuarto de aperos de 40 m2.  Planta sótano: salón con barra de bar y almacén, cocina americana amueblada, cuarto de caldera, cuarto de bombas, trastero, amplio garaje para más de 4 coches. Planta primera: 5 dormitorios con armarios empotrados, amplio salón con aire acondicionado, cocina amueblada + despensa, 2 baños (1 incorporado al dormitorio principal), aseo, cuarto de plancha. Suelo gres, puertas macizas, ventanas aluminio, calefacción por pellet. MEJOR VER.",False,good,False,1409.0,False,False,False,False,[],False,False,599000.0,€,chalet,independantHouse,Camarma de Esteruelas,Casa independiente,Destacado,,,,,,True,True,,,
108102705,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/73/96/1333926924.webp,15422,34,385000.0,chalet,sale,248.0,4,2,Centro,Madrid,Arganda,es,40.298347,-3.4405231,False,https://www.idealista.com/inmueble/108102705/,"Descubre esta espectacular casa unifamiliar en venta, situada en pleno corazón de Arganda del Rey.  Muy luminosa, amplia y con una distribución ideal para familias que buscan comodidad, espacio y una ubicación privilegiada. La vivienda cuenta con 219 m² útiles y 248 m² construidos, distribuidos en tres plantas llenas de posibilidades. En la planta baja, encontrarás un espacioso distribuidor que da acceso a una amplia cocina office de 24 m², perfecta para compartir momentos en familia. El salón es muy luminoso y cuenta con 30 m² que permiten crear distintos ambientes. También dispone de un baño completo con plato de ducha y acceso a un patio privado y un garaje con capacidad para dos coches. Además, en esta planta se incluye una estancia adicional que puede adaptarse a tus necesidades: despacho, dormitorio, zona de juegos, gimnasio o lo que imagines. En la primera planta, la casa ofrece cuatro dormitorios muy amplios, todos con excelente iluminación natural, ideales para el descanso y la vida familiar. También se encuentra un baño completo con ventana y bañera. La segunda planta sorprende con una impresionante estancia diáfana y en bruto de 53 m², perfecta como sala de estar, zona de ocio, estudio o incluso como un apartamento independiente. La vivienda tiene una magnífica terraza privada de 40 m², ideal para disfrutar del aire libre, tomar el sol o celebrar reuniones con familia y amigos. La ubicación es inmejorable, en pleno centro, con todos los servicios a tu alcance. A solo 10 minutos caminando de la estación de metro (Línea 9), con parada de autobús en la puerta, y rodeada de comercios, colegios, centros médicos, zonas verdes y todo lo que puedas necesitar. ¿Necesitas financiación? ¡Te ayudamos a conseguirla con las mejores condiciones del mercado! ¡Ven a conocer la casa de tus sueños en el corazón de Arganda! *Certificación Energética: ""E"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.",False,good,False,1552.0,False,False,False,False,[],False,False,385000.0,€,chalet,terracedHouse,"Centro, Arganda",Chalet adosado,Destacado,,,Centro,,,True,True,,,
103820520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/98/4f/1201245826.webp,LG-000102,62,1890000.0,chalet,sale,602.0,5,6,Los Satélites - Roza Martín,Madrid,Majadahonda,es,40.4575089,-3.9067074,False,https://www.idealista.com/inmueble/103820520/,"Ubicado en la exclusiva urbanización de Los Satélites en Majadahonda, este chalet individual con una superficie construida de 602 m² se erige majestuosamente sobre una parcela privada de 1040 m² completamente ajardinada que rodea la vivienda en su totalidad, ofreciendo un oasis de lujo y comodidad, esta residencia combina a la perfección el diseño contemporáneo con las últimas innovaciones tecnológicas para ofrecer un estilo de vida sin igual. Al acceder a la propiedad, se encuentra un amplio distribuidor con grandes ventanales que da la bienvenida a los residentes y visitantes, mientras que una habitación/despacho con baño en suite ofrece privacidad y conveniencia. El impresionante salón comedor, amplio y luminoso, invita a la relajación y al entretenimiento, mientras que un aseo de cortesía garantiza la comodidad de los invitados. Todas las estancias son muy amplias y están rodeadas de grandes ventanales en las que la luz se convierte en protagonista. La cocina, el corazón de la casa, está completamente equipada con electrodomésticos de alta gama y muebles de gran capacidad de almacenaje, cuenta con una isla central, un cuarto de despensa y una gran zona de office con vistas al jardín. Desde aquí, se accede a un espacioso porche cubierto que se funde con el cuidado jardín, ofreciendo vistas serenas hacia la piscina climatizada de agua salina que posee un sistema de cerramiento de seguridad y zona de ducha con sistema de agua fría y caliente. En la primera planta, una elegante escalera de madera volada con iluminación integrada conduce a la zona de descanso, un distribuidor que conecta diferentes espacios, incluyendo una sala de lectura con acceso a una terraza, el dormitorio principal cuenta con un despacho con baño, dos vestidores, un lujoso baño en suite y dos terrazas privadas. Otro dormitorio con vestidor y baño en suite completa esta planta. El sótano de la propiedad alberga una variedad de espacios funcionales, que incluyen un distribuidor, un baño completo, dos habitaciones adicionales, una zona de lavandería y una puerta independiente para el personal de servicio. Además, cuenta con una zona dedicada a la instalación de maquinaria, un gimnasio y un amplio garaje con un sistema de carga eléctrica para vehículos. Equipado con tecnología de vanguardia, este chalet ofrece características como aerotermia, suelo radiante y aire acondicionado por conductos para garantizar el máximo confort en todas las estaciones del año. La domótica con pantalla táctil y control remoto, controla de forma inteligente diversas funciones del hogar, mientras que las ventanas y persianas de seguridad brindan tranquilidad y protección. Además, los paneles solares con baterías contribuyen a la sostenibilidad y eficiencia energética de la propiedad. En resumen, este chalet individual en Los Satélites es una verdadera joya que combina elegancia, confort y tecnología punta en un entorno idílico, ofreciendo un estilo de vida de lujo inigualable. Gracias a las empresas del GRUPO LEGEND, aportamos Asesoramiento Fiscal, Financiero y un Arquitecto a su disposición para cualquier consulta o servicio que necesite. Todos estos servicios están incluidos sin coste adicional para nuestros clientes. No cobramos honorarios al comprador. No dejes pasar esta oportunidad, contacta con nosotros para más información y organizar una visita.",True,good,False,3140.0,False,False,False,False,[],False,False,1890000.0,€,chalet,independantHouse,"Los Satélites - Roza Martín, Majadahonda",Casa independiente,Destacado,,,Los Satélites - Roza Martín,,,True,True,,,
108779139,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/96/a9/1354878020.webp,1112,17,250000.0,flat,sale,105.0,3,1,calle Isla de Lobeira,Madrid,Collado Villalba,es,40.6183645,-4.0121174,False,https://www.idealista.com/inmueble/108779139/,"PISO de 100 m², 3 dormitorios, 2 baños completos, uno con ducha, amplio salón muy luminoso con salida a gran terraza. Cocina amueblada con tendedero acristalado. Finca con ascensor. Calefacción de gas natural. Jardines comunitarios muy cuidados, con piscina y zonas polideportivas e infantiles. Se encuentra comunicado con medios de transporte de autobuses y Renfe, y próximo a colegios y comercios.",False,good,False,2381.0,False,False,False,False,[],False,False,250000.0,€,flat,,"Parque de la Coruña - Las Suertes, Collado Villalba",Piso en calle Isla de Lobeira,Destacado,2,True,Parque de la Coruña - Las Suertes,,True,,,,,
108753109,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/85/a6/1354109370.webp,1029,21,199000.0,flat,sale,80.0,3,1,calle Pardo de Santallana,Madrid,Collado Villalba,es,40.6292499,-4.0111485,False,https://www.idealista.com/inmueble/108753109/,"PISO de origen de 80 m² construidos. Gran salón comedor muy luminoso con salida a terraza. Cocina amueblada, 3 dormitorios y 1 baño completo. Calefacción de gas natural. Muy buena orientación. Zona de aparcamiento exterior. Junto a colegios, medios de transporte, ambulatorio y comercios.",False,renew,False,2488.0,False,False,False,False,[],False,False,199000.0,€,flat,,"Carlos Ruiz, Collado Villalba",Piso en calle Pardo de Santallana,Destacado,2,True,Carlos Ruiz,,False,,,,,
108004083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/65/45/1330873265.webp,,62,386900.0,chalet,sale,187.0,4,3,calle María Moliner,Madrid,Loeches,es,40.382921,-3.4169733,False,https://www.idealista.com/inmueble/108004083/,"**Chalet Adosado en Loeches: Tu Nuevo Hogar Espera por Ti** Descubre este impresionante chalet adosado en Loeches, donde la comodidad y el estilo se unen en un espacio de 187 m² construidos. Con una parcela de 150 m², este hogar ofrece un amplio jardín ideal para disfrutar de momentos al aire libre. En la primera planta, la cocina equipada con electrodomésticos y despensa se complementa con un aseo y un salón independiente que cuenta con aire acondicionado, perfecto para relajarse y compartir con familia y amigos. La segunda planta alberga cuatro acogedores dormitorios, destacando el dormitorio principal que cuenta con dos armarios empotrados, un baño completo con bañera de hidromasaje y un pequeño balcón, creando un oasis de tranquilidad. Los otros tres dormitorios también disponen de armarios empotrados, garantizando espacio y organización. Además, un segundo baño completo proporciona comodidad para toda la familia. En la planta buhardilla, completamente acondicionada y equipada con aire acondicionado frío y calor, se encuentran ventanas Velux que aportan luz natural, creando un ambiente cálido y acogedor. Los acabados de calidad, como suelos de tarima y gres, ventanas de aluminio blanco climalit y puertas interiores de madera color roble, hacen de esta vivienda un lugar excepcional. El chalet también incluye un amplio garaje cerrado de 20 m² y está rodeado de servicios esenciales como transporte público, colegios e institutos. Su ubicación cercana a Alcalá de Henares y Torrejón de Ardoz añade aún más valor a esta magnífica propiedad. ¡No pierdas la oportunidad de hacer de este chalet adosado tu nuevo hogar! Ven a visitarlo.",False,good,False,2069.0,False,False,False,False,[],False,False,386900.0,€,chalet,terracedHouse,Loeches,Chalet adosado en calle María Moliner,Destacado,,,,,,True,True,,,
108456228,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/be/33/1345446569.webp,,53,549000.0,duplex,sale,179.0,4,3,Centro,Madrid,Villanueva del Pardillo,es,40.4916815,-3.9608598,False,https://www.idealista.com/inmueble/108456228/,"TECNOCASA Villanueva del Pardillo ofrece, en exclusiva esta propiedad para que usted compre con seguridad y tranquilidad, sin más agencias y otros compradores. Confíe en la inmobiliaria líder en España. Gestionamos cambios de vivienda, valoración inmobiliaria gratuita. Financiación hasta el 100% en esta propiedad. Consúltenos condiciones. Exclusivo Dúplex en Villanueva del Pardillo – 4 Dormitorios, 3 Baños y Vistas Incomparables Te presentamos este precioso dúplex ubicado en una urbanización privada, tranquila y familiar, a la entrada de Villanueva del Pardillo. La vivienda destaca por su excelente distribución, sus calidades de primera y dos terrazas con vistas de ensueño que enamoran a primera vista. Dispone de cuatro amplios dormitorios con armarios empotrados (el principal en suite), tres baños completos con acabados elegantes, y un salón-comedor luminoso y espacioso, ideal para crear varios ambientes y disfrutar en familia o con amigos. Toda la vivienda cuenta con aire acondicionado en salón y dormitorios. La cocina está completamente equipada, con encimeras de piedra, electrodomésticos integrados y una práctica barra para desayunos. Además, tiene un tendedero independiente con espacio para lavadora y secadora. Uno de los mayores atractivos son sus dos terrazas privadas, una en cada planta. La terraza superior, accesible tanto desde un dormitorio como desde el pasillo, ofrece un espacio íntimo y relajante con unas vistas espectaculares que invitan a desconectar. La propiedad cuenta con carpintería exterior de PVC oscilobatiente, puertas lacadas en blanco, paredes de pintura lisa y suelo de tarima de alta calidad, todo en un estado impecable. El edificio dispone de ascensor, rampas y accesos sin barreras arquitectónicas. PLAZA DE GARAJE Y TRASTERO INCLUIDOS EN EL PRECIO. Ubicada en una de las zonas más demandadas del municipio, esta vivienda combina comodidad, diseño y una calidad de vida excepcional. TECNOCASA inmobiliaria líder en España con más de 950 puntos de venta, más de 30 años de experiencia en territorio nacional. Agencia Inmobiliaria Tecnocasa Villanueva del Pardillo, Natura, Villafranca del castillo, Las Vegas, Santa María.",False,good,False,3067.0,False,False,False,False,[],False,False,549000.0,€,flat,duplex,"Centro, Villanueva del Pardillo",Dúplex,Destacado,1,True,Centro,,True,True,True,,,
108692899,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/e8/e9/1352315900.webp,LCM37634,16,300000.0,flat,sale,75.0,3,1,calle de los Mineros,Madrid,Madrid,es,40.3826399,-3.729699,False,https://www.idealista.com/inmueble/108692899/,"¡VIVIENDA DE OPORTUNIDAD! La Casa Agency pone a tu disposición esta vivienda ubicada en una 3º planta sin ascensor Cuenta con salón-comedor y terraza, dispone de tres cómodas habitaciones, un baño con bañera y una cocina completamente equipada. Incluye ventanas climalit, suelos de cerámica y calefacción gas natural. Además, cuenta con la conexión de autobús que facilitan los desplazamientos por toda Madrid. En cuanto a la financiación, nos enfocamos en ofrecer préstamos personales e hipotecarios a nuestros clientes. Adaptamos el porcentaje de financiación (100%, 90% o 80%) según el perfil de cada cliente y contamos con asesores disponibles para brindar más información sobre el asesoramiento financiero. Si estás buscando una casa y aún no la has encontrado, a través de La Casa Agency podemos ayudarte de la mejor manera posible. No dudes en obtener más información y contáctanos para cualquier consulta. Estamos aquí para ayudarte en todo el proceso de gestión. NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",False,good,False,4000.0,False,False,False,False,[],False,False,300000.0,€,flat,,"Abrantes, Madrid",Piso en calle de los Mineros,Destacado,3,True,Carabanchel,Abrantes,False,,,,,
106516696,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/fd/60/1339315272.webp,,24,1360000.0,flat,sale,138.0,3,2,Barrio Goya,Madrid,Madrid,es,40.4276656,-3.6742278,False,https://www.idealista.com/inmueble/106516696/,"Estupendo piso en el barrio de Salamanca, en buen estado de mantenimiento con conserje 24h, trastero, plaza de garaje doble en el edificio con acceso directo y piscina cubierta.  Se distribuye de la siguiente manera: - Hall de entrada. - Salón-comedor. - Cocina independiente completamente equipada con zona para planchero. - 3 dormitorios, uno de ellos en suite y otros 2 que comparten un cuarto de baño. Gastos de Comunidad: 195€ Aire acondicionado por conductos y calefacción individual por caldera de gas.",False,good,False,9855.0,False,False,False,False,[],False,False,1360000.0,€,flat,,"Goya, Madrid",Piso,Destacado,1,True,Barrio de Salamanca,Goya,True,True,True,,,
108383561,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/ae/de/1342484817.webp,EX04163,48,2800000.0,chalet,sale,882.0,7,4,Casco Histórico,Madrid,Alcalá de Henares,es,40.4851111,-3.3631836,False,https://www.idealista.com/inmueble/108383561/,"¡Gran oportunidad de inversión! Actualmente se encuentra dividido en: Dos viviendas y 6 Locales Comerciales, no dispone de División Horizontal.  Exclusivas Alcalá presenta esta magnífica propiedad con un enorme potencial, ideal tanto para familias numerosas como para inversores que buscan rentabilidad. La finca cuenta con dos viviendas independientes: � Primera vivienda: Perfecta para reformar a tu gusto. Dispone de 4 amplias habitaciones, despacho o salita, cocina independiente con despensa, salón, comedor, una terraza / patio de (aprox. 40m2) con encanto y acceso a la buhardilla de 148 m2 más un Patio de 23m2, ideal para ampliar espacios o convertir en zona de ocio. Alguna de las dependencias de la vivienda disponen de aire acondicionado (frio). � Segunda vivienda: Lista para entrar a vivir. Distribuida en 3 cómodas habitaciones, salita, 2 baños completos (uno en suite), un despacho perfecto para teletrabajar, salón-comedor, cocina independiente y una terraza / patio de 34 m2 ideal para disfrutar del aire libre. Alguna de las dependencias de la vivienda disponen de aire acondicionado (frio). Además, la propiedad incluye 6 locales comerciales con múltiples posibilidades: en este momento se encuentran alquilados (excepto uno de ellos) y obtén ingresos desde el primer momento tras la compra. Una oportunidad única que combina vivienda y negocio en un solo lugar. ¡Solicita tu visita y descubre todo lo que esta propiedad puede ofrecerte! Sí estas interesado en conocer mas detalles de esta Inmueble o concertar una visita, no dudes en contactar. Estaremos encantados de enseñarle el inmueble y/o resolver cualquier duda.  EXCLUSIVAS ALCALA, con una dilatada experiencia de más de 30 años, le acompañara en todo el proceso de la Compraventa. disponemos de departamento Jurídico y Financiero. Somos API ( Agentes de la Propiedad Inmobiliaria). Este anuncio no es vinculante y puede contener errores. Se muestra a titulo informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,3175.0,False,False,False,False,[],False,False,2800000.0,€,chalet,terracedHouse,"Casco Histórico, Alcalá de Henares",Chalet adosado,Destacado,,,Casco Histórico,,,True,True,,,
106880383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/9e/c4/1297640536.webp,EX04091,60,354520.0,flat,sale,85.0,2,2,San Isidro - Los Almendros,Madrid,Alcalá de Henares,es,40.4821061,-3.377992,False,https://www.idealista.com/inmueble/106880383/,"Exclusivas Alcalá presenta piso en Alcalá de Henares. La vivienda está situada en una planta alta con ascensor y dispone de 2 habitaciones, 2 baños completos (uno con bañera y otro con plato de ducha), salón-comedor y cocina.  Entre sus características tenemos una terraza con salida desde el dormitorio principal, calefacción de gas natural y aire frío y calor centralizado y tres armarios empotrados. Se encuentra en un complejo residencial que ofrece diversas zonas comunes, como piscina, parque infantil, garaje, trastero y pista de pádel, entre otras.  Además, cuenta con todos los servicios necesarios a su alrededor, lo que permite prescindir del coche.  En sus proximidades se encuentran un Supermercados (Mercadona), Bares, Gasolineras, Transporte Público, entre otros. EXCLUSIVAS ALCALA, con una dilatada experiencia de más de 30 años, le acompañara en todo el proceso de la Compraventa. Disponemos de departamento Jurídico y Financiero. Somos API (Agentes de la Propiedad Inmobiliaria). Este anuncio no es vinculante y puede contener errores. Se muestra a titulo informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,4171.0,False,False,False,False,[],False,False,354520.0,€,flat,,"San Isidro - Los Almendros, Alcalá de Henares",Piso,Destacado,5,True,San Isidro - Los Almendros,,True,True,True,,,
108842067,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/d9/8a/1356706666.webp,RP1842025140265,23,230000.0,flat,sale,70.0,3,1,El Mirador,Madrid,Colmenar Viejo,es,40.6652814,-3.7723375,False,https://www.idealista.com/inmueble/108842067/,"REDPISO VENDE Precioso piso ideal para familias en una de las zonas más demandadas y exclusivas de la localidad: El Mirador. Cerca de todos los servicios (colegios, centro de salud, centros comerciales, transporte público…). La vivienda se distribuye en hall de entrada, cocina independiente, amplio y luminoso salón independiente con acceso a una terraza cerrada acristalada, 3 dormitorios (uno de ellos con armario empotrado), baño con bañera y ventanas de PVC con cristales climalit. La urbanización cuenta con dos piscinas adultos y niños con vestuarios y zonas verdes. ¡No deje pasar esta oportunidad! En el precio de venta indicado no se incluyen impuestos ni gastos de escrituración. Consúltenos al respecto.",False,good,False,3286.0,False,False,False,False,[],False,False,230000.0,€,flat,,"El Mirador, Colmenar Viejo",Piso,Destacado,4,True,El Mirador,,False,,,,,
108129843,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/c5/bc/1334750905.webp,1549,25,249000.0,flat,sale,130.0,1,1,calle de Quijada de Pandiellos,Madrid,Madrid,es,40.3900038,-3.6701785,False,https://www.idealista.com/inmueble/108129843/,"¡Descubre este encantador piso en venta en el corazón de Puente de Vallecas, Madrid! Este fantástico bajo cuenta con un amplio patio privativo, ideal para disfrutar de momentos al aire libre. Con una superficie construida de 130 m² (en los metros construidos entra la vivienda, el gran patio y el amplio trastero), la vivienda ha sido reformada y se presenta amueblada, lista para entrar a vivir. El dormitorio es espacioso y cuenta con un armario empotrado que ofrece un gran espacio de almacenamiento. La cocina, completamente amueblada y equipada con electrodomésticos, es perfecta para los amantes de la gastronomía. El salón, luminoso y acogedor, está equipado con aire acondicionado, garantizando confort en cualquier época del año. Además, el baño completo dispone de bañera, ideal para relajarse después de un largo día. Las calidades son excepcionales: suelos de tarima y gres, ventanas de aluminio blanco climalit y puertas interiores en madera color roble. La finca cuenta con ascensor y la seguridad está garantizada con una puerta de entrada blindada. Incluye un trastero de grandes dimensiones, perfecto para almacenar todo lo que necesites. Ubicado en una zona rodeada de todos los servicios, este piso es una oportunidad única para disfrutar de la vida en Madrid. No dejes pasar la ocasión de visitar este maravilloso hogar que combina comodidad, estilo y funcionalidad. ¡Tu nuevo hogar te espera! No pasen la oportunidad de visitarlo.",False,good,False,1915.0,False,False,False,False,[],False,False,249000.0,€,flat,,"San Diego, Madrid",Piso en calle de Quijada de Pandiellos,Destacado,bj,True,Puente de Vallecas,San Diego,True,,,,,
108540525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/4c/02/1352992332.webp,303,16,250000.0,flat,sale,79.0,3,1,Barrio Casco Histórico de Vallecas,Madrid,Madrid,es,40.3734234,-3.6204802,False,https://www.idealista.com/inmueble/108540525/,"Se vende gran vivienda totalmente exterior de 79 metros construidos y 70 metros útiles, ideal para familias o aquellos que buscan espacio y comodidad. Distribuido en 3 habitaciones luminosas, baño completo, salón comedor y cocina independiente ambos con salida a terraza de 11 m2. Este hogar ofrece todo lo que necesitas para disfrutar de la vida en uno de los barrios más emblemáticos de Madrid. Características: suelo de tarima, calefacción de gas natural con contador individual, aire acondicionado en salón y dos dormitorios, ventanas de climalit y puerta principal blindada.  Se encuentra ubicado cerca del casco histórico de Vallecas, podrás disfrutar de la rica cultura, la gastronomía local y la cercanía a todos los servicios que necesitas. Su excelente conexión de transporte a 5 minutos andando del metro de Villa de Vallecas te permitirá moverte con facilidad por la ciudad.  En el precio de venta no están incluidos los gastos de compra (Impuesto de transmisiones patrimoniales / notaría - gestoría / registro/ intermediación inmobiliaria y/o financiera).  No lo dude más, si busca dar el paso y comprar el que sin duda puede ser su hogar en Villa de Vallecas, solicite una visita a nuestro departamento comercial y su próxima visita puede marcar su vida.",False,good,False,3165.0,True,False,False,False,[],False,False,250000.0,€,flat,,"Casco Histórico de Vallecas, Madrid",Piso,Destacado,3,True,Villa de Vallecas,Casco Histórico de Vallecas,False,,,,,
