propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
108857564,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/54/47/1357929964.webp,,22,2,210000.0,flat,sale,56.0,True,1,1,calle de Carlos Dabán,Madrid,Madrid,Carabanchel,es,San Isidro,40.3989529,-3.7322111,False,https://www.idealista.com/inmueble/108857564/,"Inmobiliaria en Opañel, San Isidro - Tecnocasa Estudio Inm San Isidro S. L Agencia inmobiliaria de Madrid zona Carabanchel Tecnocasa ESTUDIO INM SAN ISIDRO SL EN VENTA Piso Segunda planta exterior CON ASCENSOR muy luminoso de 56 mts, para reformar. -Salón -Cocina -1 Dormitorio -1 Baño Piso muy luminoso con muchas posibilidades de adaptación para la reforma, amplio salón con mirador, un dormitorio doble, un baño con bañera, pasillo con armario empotrado y calefacción de gas individual, todo exterior muy luminoso, suelo de parquet y cocina independiente.  Finca muy tranquila seminueva, calle Carlos Daban muy cercano al parque de San Isidro, cuenta con todo tipo de comercios, farmacias y supermercados a su alrededor, comunicación excelente con autobuses y metro. Conseguimos la mejor hipoteca con nuestro departamento financiero KIRON hasta el 100%.",True,renew,False,True,3750.0,True,False,False,False,[],False,False,210000.0,€,flat,"San Isidro, Madrid",Piso en calle de Carlos Dabán,,,,,,
108168443,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/b7/ab/1209074473.webp,,18,4,2925000.0,flat,sale,300.0,True,4,5,paseo de La Habana,Madrid,Madrid,Chamartín,es,El Viso,40.4512281,-3.6863272,False,https://www.idealista.com/inmueble/108168443/,"Fantástica vivienda exterior y totalmente amueblada en zona Paseo Castellana, la casa dispone de una excelente luz natural con orientación sur-este. Ascensor y portero físico. La vivienda cuenta con PLAZA DE GARAJE y TRASTERO El piso en finca señorial Reformado Recientemente todo, con calidades Premium Cuenta con unos 300 m2 construidos según catastro, muy bien distribuidos, todas las estancias son amplias y luminosas, dichas estancias se pueden independizar entre sí por medio de puertas correderas de panel de madera según las necesidades. Todo el piso es exterior con terrazas corridas en la facha con accesos desde las distintas estancias.  Entramos en este piso que goza de una muy buena distribución. Desde la puerta principal accedemos a un generoso hall recibidor y desde aquí tenemos acceso a los distintos ambientes, el que da acceso al comedor con chimenea y al salón, toda esta zona tiene unos amplios ventanales que permiten tener una luz natural muy agradable y nada de ruido, tanto el comedor como el salón son independientes entre sí, en esta zona también hay un despacho para uso profesional que ahora tiene función de biblioteca. El piso está en perfecto estado de conservación, recientemente reformado a capricho, con unas calidades inmejorables, distribuidos en 3 habitaciones, 3 baños más un aseo de invitados. Todos los dormitorios tienen armarios empotrados dobles y muy amplios, vestidos por dentro, en el principal destacamos un magnífico vestidor realizado en madera noble de roble y con su respectivo baño en suite. Ideal para entrar a vivir en el área residencial más exclusiva y demandada de Madrid. Esta singular propiedad se ubica en una de las mejores calles de la zona norte de la ciudad de Madrid. A lo largo del paseo de la Castellana encontrarás amplias avenidas con zonas verdes donde pasear o hacer deporte. Muy cerca hay una gran oferta gastronómica, con los restaurantes más de moda de la ciudad. Además, a pocos metros de este piso se encuentra uno de los mejores centros comerciales de la ciudad “ El Corte Ingles de Castellana”, con firmas de ropa de diseñadores de prestigio y todo tipo de tiendas de primeras marcas. Sin duda, la localización de este piso es perfecta ya que tendrás conexiones con toda la ciudad y estarás en un barrio lleno de vida. El barrio ofrece las comodidades de vivir en un “barrio con vida” variedad de comercios, farmacias, colegios, iglesias, gimnasios, hospitales, hoteles y multitud de zonas deportivas. Además, alberga varias Embajadas y administraciones públicas importantes. El sistema de transporte público asegura la máxima comodidad para los residentes de este barrio, ya que actualmente dispone de aproximadamente 50 líneas de autobús, 6 líneas de metro y 2 estaciones de cercanías. La estación de Chamartín es también terminal para la mayoría de los trenes de media y larga distancia.",False,good,False,True,9750.0,True,False,False,False,[],False,False,2925000.0,€,flat,"El Viso, Madrid",Piso en paseo de La Habana,True,True,,,,
107719227,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/3c/6d/1348901100.webp,0096-01013,27,,120000.0,flat,sale,37.0,True,1,1,"avenida de la Costa de Madrid, 254",Madrid,San Martín de Valdeiglesias,,es,,40.3897401,-4.3684379,True,https://www.idealista.com/inmueble/107719227/,"301 Apartamento turístico completamente reformado y muy original, situado junto al emblemático Pantano de San Juan, o embalse de Madrid donde está permitido el baño y las actividades náuticas. Esta vivienda combina comodidad, originalidad, naturaleza y una RENTABILIDAD EXCEPCIONAL, debido a la gestión turística, ya en funcionamiento, del mismo. El apartamento, de 37 m2 muy bien aprovechados y con preciosas vistas a la montaña y al pantano de San Juan, está decorado especificamente tipo ""westerm"" convirtiendose en un sitio muy atractivo sobre todo de familias debido a su peculiaridad y excelente ubicación  Ideal para gestión turistica ( ya en funcionamiento), con capacidad para 4 personas, dispone de salón con sofá cama, cocina, baño independiente y habitación con cama doble y cama adicional. Es de destacar el amplio ventanal con vistas, ideal para disfrutar tanto del tiempo soleado como de un día de lluvia. Este apartamento, forma parte de un conjunto de cuatro apartamentos en la misma ubicación que actualmente está gestionado turisticamente con una alta rentabilidad y con posibilidad de incremento mediante intensificación de estrategias de marketing y gestión. Su alta rentabilidad y su ubicación hacen de este apartamento bien de forma individual o incluido dentro del lote de cuatro apartamentos una inmejorable posibilidad de inversión Con alta rentabilidad y en un sitio inmejorable, este apartamento bien de forma individual o incluido dentro del lote de cuatro apartamentos es una inmejorable posibilidad de inversión.",True,good,False,False,3243.0,False,False,False,False,[],False,False,120000.0,€,flat,San Martín de Valdeiglesias,"Piso en avenida de la Costa de Madrid, 254",,,,,,
108869677,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/c1/c3/1357860358.webp,664665,29,,397000.0,chalet,sale,245.0,,4,2,Colmenar de Oreja,Madrid,Colmenar de Oreja,,es,,40.0702393,-3.5051078,False,https://www.idealista.com/inmueble/108869677/,"Una casa pensada para disfrutarla cada día Hay casas que simplemente se sienten bien desde el primer paso. Esta vivienda unifamiliar reúne todo lo que muchas familias buscan: espacio, calidez y un entorno que invita a quedarse. Nada más entrar, te recibe un gran salón-comedor con chimenea, lleno de luz natural y conectado con una cocina abierta que hace que cada comida y cada conversación fluyan con naturalidad. Es ese tipo de espacio donde ocurren las cosas importantes: desayunos tranquilos, celebraciones improvisadas, tardes de película junto al fuego. La casa cuenta con cuatro habitaciones amplias, perfectas para familias, para quienes teletrabajan o simplemente desean tener su rincón propio. Espacios versátiles que se adaptan a lo que necesites hoy y también mañana. Y fuera, el jardín: un espacio cuidado, con una piscina privada, zonas de sombra, árboles y suficiente terreno para crear tu propio huerto o disfrutar al aire libre sin salir de casa. Es ese plus que marca la diferencia entre una casa funcional y un hogar donde realmente apetece estar. Además, la vivienda incluye placas solares, estufa de pellets, garaje, buena orientación y se encuentra en una zona tranquila, pero con buen acceso y rodeada de naturaleza. Si estás buscando algo más que metros cuadrados, si quieres un hogar con alma y posibilidades, esta casa te está esperando NO cobramos honorarios al comprador.",False,good,False,,1620.0,False,False,False,False,[],False,False,397000.0,€,chalet,Colmenar de Oreja,Chalet,True,True,,,,
108412023,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/2e/b8/1344140352.webp,CG-25956-0001,21,,180000.0,flat,sale,69.0,,3,1,calle de los Teatinos,Madrid,Coslada,Barrio de la Estación,es,,40.4426762,-3.5332312,False,https://www.idealista.com/inmueble/108412023/,"Piso de 69 m² ubicado en Coslada. Se trata de un piso de 69 m² distribuidos en salón-comedor, cocina, 3 dormitorios y 1 baño. Piso se sitúa en el núcleo urbano de Coslada, teniendo buenos accesos por la A-2 y M-21. Cuenta con comunicaciones públicas mediante autobuses y la estación de tren cercana, además de la línea 7 del metro de Madrid. En la zona podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas y centros educativos. Entre los puntos de interés cercanos se incluyen el Hospital de Henares y el centro comercial Plenilunio. Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,2609.0,True,False,False,False,[],False,False,180000.0,€,flat,"Barrio de la Estación, Coslada",Piso en calle de los Teatinos,,,,,,
106912281,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/39/0f/1297498680.webp,,53,,790000.0,chalet,sale,392.0,,5,5,Barrio Las Matas- Peñascales,Madrid,Las Rozas de Madrid,Las Matas- Peñascales,es,Las Matas- Peñascales,40.5526449,-3.8922428,False,https://www.idealista.com/inmueble/106912281/,"**NO COBRAMOS HONORARIOS AL COMPRADOR** PRIME REAL ESTATE presenta en venta este chalet pareado de 392 m2 construidos (327m2 útiles) que se desarrolla en 4 plantas con un consolidado jardín y piscina. En la PLANTA BAJA nos encontramos con un hall de entrada, un magnífico salón de casi 50m2 con techo a dos alturas y luces led. El salón se comunica por un lado con una generosa cocina con sala comedor informal y terraza; y, por el otro, con una terraza que da acceso a la piscina y al jardín.  Hay que destacar la chimenea modelo Xemeneia o A/14, fabricada con plancha metálica pintada con pintura termo-resistente, diseño de la obra de Miguel Milá y un referente en la modernización de este elemento arquitectónico desde que apareció en 1976.  En la PLANTA PRIMERA tenemos dos amplísimos dormitorios con baño en suite, aunque en esta planta hay espacio para otros dos dormitorios más, si así se requiriera. En la PLANTA BAJOCUBIERTA con un espacio de 67m2 tenemos el dormitorio principal con amplios ventanales, baño en suite, vestidor y terraza de 16m2 donde disfrutar de las maravillosas vistas despejadas a zonas verdes. Y, por último, tenemos la PLANTA SÓTANO que se distribuye en un amplio espacio de salón (ahora dormitorio), un dormitorio más, dos baños, zona técnica y el acceso al garaje con capacidad para dos coches, aunque es verdad que en la zona no es un problema el aparcar. La zona de jardín está repleta de grandes árboles muy consolidados en todo el acceso a la entrada de la vivienda, además de una zona diáfana a modo de porche, y una piscina con sistema de climatización. Con suelos de tarima de roble, la vivienda es muy eficiente energéticamente (categoría B) gracias a las placas solares situadas en el tejado, con calefacción individual por Gas, A/A frío calor en salón, comedor, y ático, y estufa de pellets en el ático. Al oeste da a la calle Ibiza por donde tenemos la entrada, y al este las vistas son despejadas a plena naturaleza, puesto que da al Monte de El Pardo, con numerosos caminos para pasear, montar en bici o simplemente disfrutar. La situación es inmejorable, en pleno centro de Las Matas, a tan solo 5 min andando a Cercanías Renfe, al Ayuntamiento y Biblioteca municipal y al Centro Comercial con supermercados y todos los servicios de primera necesidad como restaurantes, centro de salud, farmacias, correos…, a 10 min andando al Polideportivo de Las Matas. Al Museo del Ferrocarril. Con una elevada oferta educativa en las cercanías con colegios públicos, concertados y privados. Las Matas es un lugar tranquilo y familiar donde tendrás todo lo que necesitas al alcance de tu mano; muy bien comunicada por su fácil acceso a la A-6. Cuenta con una excelente infraestructura de transporte público como el tren de cercanías y las líneas de autobuses 611, 622 y 686 A que te permiten llegar a la capital en escasos 30 minutos. Las Matas pertenece al municipio de Las Rozas, una de las áreas residenciales más exclusivas de la Comunidad de Madrid, conocida por su excelente calidad de vida, su entorno natural y su oferta de servicios, con colegios de prestigio, centros comerciales como Las Rozas Village, Factory y Heron City, así como una amplia oferta de ocio, restauración y áreas verdes. No dudes en llamarnos para visitar esta magnífica vivienda. Merece la pena verla!",True,good,False,,2015.0,True,True,False,False,[],False,False,790000.0,€,chalet,"Las Matas- Peñascales, Las Rozas de Madrid",Chalet pareado,True,True,,,,semidetachedHouse
108365310,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/bf/51/1341938461.webp,SV JER LLORENTE,18,1,338700.0,flat,sale,85.0,True,3,2,calle de Jerónima Llorente s/n,Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4543529,-3.7072351,True,https://www.idealista.com/inmueble/108365310/,"Piso de 85 m² ubicado en Madrid. Se trata de un piso de 85 m² distribuido en salón-comedor, cocina, 3 dormitorios y 2 baños. El piso se sitúa en el barrio Bellas Vistas, parte del distrito Tetuán, con excelente acceso a través de la calle Bravo Murillo y la cercanía a la vía M-30, lo que facilita la conexión eficiente con distintas zonas de Madrid. La zona cuenta con una amplia red de transporte público, incluyendo varias líneas de autobuses y la estación de metro Estrecho, que garantizan desplazamientos rápidos y cómodos por la ciudad. Además, está próxima a la estación de trenes de Nuevos Ministerios, proporcionando cómodas conexiones nacionales e internacionales. Bellas Vistas ofrece múltiples servicios, como supermercados, restaurantes, centros educativos, instalaciones deportivas y oficinas bancarias. En los alrededores, se encuentran puntos de interés significativos, como el Parque de la Dehesa de la Villa, ideal para disfrutar de actividades al aire libre, y el Hospital Central de la Cruz Roja, asegurando acceso a atención médica cercana. Para compras y ocio, el Centro Comercial La Vaguada está a poca distancia, ofreciendo una amplia variedad de tiendas y opciones de entretenimiento. Con nuestros servicios podrás encontrar el piso que necesitas y asegurar tu inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,renew,False,False,3985.0,False,False,False,False,[],False,False,338700.0,€,flat,"Bellas Vistas, Madrid",Piso en calle de Jerónima Llorente s/n,,,,,,
108891529,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/9a/15/1358103344.webp,C0026-GTRE-01443,3,2,262000.0,flat,sale,95.0,True,3,2,"avenida de Madrid, 43",Madrid,Torrejón de Ardoz,Noreste,es,,40.4636152,-3.4582249,True,https://www.idealista.com/inmueble/108891529/,"Les ofrecemos en exclusiva este piso en edificio residencial, ideal para quienes buscan adquirir una propiedad con buen potencial. El inmueble cuenta con una superficie de 95 m² construidos, distribuido en 3 habitaciones y distintas dependencias. � IMPORTANTE: Este inmueble se encuentra sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo pueden no ajustarse al estado actual. � NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR. � ¿Te interesa? Contáctanos para más información.",False,renew,False,False,2758.0,False,False,False,False,[],False,False,262000.0,€,flat,"Noreste, Torrejón de Ardoz","Piso en avenida de Madrid, 43",,,,,,
108903145,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/66/7d/1358453474.webp,,28,,197000.0,chalet,sale,170.0,,3,2,calle de Guadalajara,Madrid,Brea de Tajo,,es,,40.2312965,-3.1053396,False,https://www.idealista.com/inmueble/108903145/,"¡Descubre tu nuevo hogar con la oportunidad de financiación hasta el 100%! MADRID-BREA DE TAJO  Este maravilloso chalet de 170M2 de 2 plantas de 3 amplias habitaciones con armarios empotrados hechos a la medida con un amplio salón con estufa de leña y gran iluminación, suelos de cerámica, ventanas de climalit dando un toque moderno y un excelente aislamiento térmico y acústico, durabilidad, bajo mantenimiento y eficiencia energética.    Con un gran Patio de 40M2, perfectas para pasar momentos inolvidables con amigos y familiares. 2 Plazas de garaje incluidas en el precio. que esperas llama ya, zona privilegiada con parques, colegios, restaurantes, farmacias todo lo que buscas en 1 solo lugar.  Este piso es una oportunidad única para convertirlo en el hogar de tus sueños. Con la experiencia de más de 11 años en SOLUCIONES INMOBILIARIAS, nuestro equipo de profesionales está listo para ofrecerte el mejor asesoramiento personal. Además, contamos con un departamento jurídico y financiero para facilitar todo el proceso de compra. No pierdas la oportunidad de vivir en un lugar que lo tiene todo: comodidad, ubicación y potencial. ¡Contáctanos hoy mismo y ven a visitarlo!",False,good,False,,1159.0,False,False,False,False,[],False,False,197000.0,€,chalet,Brea de Tajo,Chalet adosado en calle de Guadalajara,True,True,,,,terracedHouse
108254171,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/34/70/1338584619.webp,2337,18,2,2400000.0,flat,sale,245.0,True,3,3,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4246689,-3.6843813,False,https://www.idealista.com/inmueble/108254171/,"� Piso en venta en Calle de Goya� Salamanca, Madrid � 2.400. 000 € � 245 m² construidos � 3 habitaciones | � 3 baños � 2ª planta con orientación sureste ✨ Distribución y características:  Gran salón-comedor  Muy espaciosa y luminosa  Totalmente amueblado y cocina independiente totalmente equipada  3 dormitorios dobles (uno en suite)  3 baños completos  Armarios empotrados  Aire acondicionado y calefacción central  Ascensor  Opción de plaza de garaje � Ubicación premium en plena Milla de Oro, junto a comercios exclusivos, restaurantes y zonas verdes Vivienda ideal para familias o inversores que busquen una propiedad lista para entrar a vivir en el corazón del Barrio de Salamanca. Tu hogar de ensueño en las mejores ubicaciones. En nuestra inmobiliaria boutique, seleccionamos residencias únicas para clientes únicos como tú.",False,good,False,True,9796.0,False,False,False,False,[],False,False,2400000.0,€,flat,"Recoletos, Madrid",Piso en calle de Goya,True,True,,,,
108563902,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/39/46/1348569719.webp,,33,bj,360000.0,flat,sale,110.0,False,3,1,calle Jesús Castellanos s/n,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3851885,-3.7408022,True,https://www.idealista.com/inmueble/108563902/,"¡Te damos la bienvenida a tu próximo hogar en Madrid! Bajo reformado ubicado en el barrio de Vista Alegre, este piso en planta baja es una oportunidad única para quienes buscan comodidad, amplitud y una vida de barrio con todos los servicios al alcance. Con 110 m² construidos, esta vivienda destaca por su distribución funcional, su luz natural y por contar con un espacio exterior privado, algo cada vez más valorado en la ciudad. ¡DISTRIBUCIÓN QUE SE ADAPTA A TI! - Cuenta con tres dormitorios amplios y luminosos, ideales tanto para una familia como para quienes teletrabajan o desean contar con un espacio adicional para invitados, estudio o vestidor. - El salón con cocina americana es un espacio amplio y abierto, perfecto para disfrutar de reuniones, cenas y momentos de relax. La cocina se integra en el espacio de forma práctica, aportando modernidad y facilitando la vida diaria. - Un baño completo equipado y en buen estado. - Además, el piso cuenta con un patio de uso privativo, ideal para disfrutar del aire libre sin salir de casa. Ya sea para desayunar al sol, leer tranquilamente o como zona de juegos para niños o mascotas, este espacio se convertirá en uno de tus favoritos. DETALLES QUE MARCAN LA DIFERENCIA:  -Suelos combinados de tarima y plaqueta, que aportan calidez y resistencia a las estancias. -Ventanas de aluminio, que proporcionan buen aislamiento térmico y acústico. -Vivienda lista para entrar a vivir, aunque ofrece muchas posibilidades si deseas hacer pequeñas mejoras o personalizar algunos espacios. UBICACIÓN PRIVILEGIADA:  Situado en el barrio de Vista Alegre, una zona residencial tranquila, familiar y con mucha vida. A tan solo 5 minutos andando del metro Vista Alegre y 10 minutos de la estación de Oporto, tendrás excelentes conexiones con el centro de Madrid y otras zonas de la ciudad. Un entorno lleno de servicios: comercios de proximidad, supermercados, farmacias, colegios, centros de salud y espacios verdes. Todo lo que necesitas, a un paso. ¿POR QUÉ ELEGIR ESTE PISO? Porque combina lo que más se busca hoy en día: Espacio, luz, conexión con el exterior y buena ubicación. Además, se encuentra en un barrio popular con alma, donde aún se conserva la cercanía entre vecinos y la tranquilidad del día a día. -> Una vivienda con alma, lista para convertirse en tu nuevo hogar. Contacta con nosotros en Miel de Tabatinga para concertar una visita. Te acompañamos en cada paso del proceso, con cercanía, honestidad y compromiso.",True,good,False,False,3273.0,False,False,False,False,[],False,False,360000.0,€,flat,"Vista Alegre, Madrid",Piso en calle Jesús Castellanos s/n,,,370000.0,10000.0,3.0,
107745831,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/65/ed/1322051753.webp,1025,34,4,274000.0,flat,sale,37.0,False,2,1,calle de la Paloma,Madrid,Madrid,Centro,es,Palacio,40.4079163,-3.7135817,False,https://www.idealista.com/inmueble/107745831/,"La luz que no esperas, en el corazón de La Latina. Descubre este acogedor piso ubicado en la calle de la Paloma, una de las zonas más auténticas y castizas de Madrid. Una vivienda interior que sorprende por su luminosidad excepcional, gracias a su ubicación en una cuarta planta con ascensor y que inunda de sol cada rincón de la vivienda. Con dos dormitorios, salón, cocina independiente y baño completo. Todo perfectamente distribuido para aprovechar el espacio al máximo, está situado en una finca muy tranquila, ideal para quienes buscan paz sin renunciar al centro de la ciudad. Ideal para vivir cómodamente o para invertir con rentabilidad asegurada, ya que la zona combina una altísima demanda de alquiler con todo el encanto de vivir a un paso de La Latina, en pleno corazón de una capital con más movimiento y vida cada día.   Una oportunidad única para quienes saben ver el valor donde otros solo ven metros cuadrados. Vivienda silenciosa, en muy buen estado de conservación. Agua caliente por termo eléctrico. Ubicación inmejorable con todo el ocio y las zonas más emblemáticas de Madrid a sólo un paso, Basílica de San Francisco el Grande, Palacio Real, Plaza Mayor….  Todos los servicios a mano con Carrefour, Eroski, galerías de alimentación… Además de farmacias, centro médico de especialidades de Pontones.  Colegios públicos, y concertados como La Salle-La Paloma. También Biblioteca Municipal Pedro Salinas.  El comprador tendrá un coste adicional del 2% más IVA del precio final de venta por los servicios de gestión, asesoramiento y formalización del proceso de compra, no incluido en el precio publicado.  No dudes en agendar tu visita.",True,good,False,True,7405.0,True,False,True,False,[],False,False,274000.0,€,flat,"Palacio, Madrid",Piso en calle de la Paloma,,,,,,
108370963,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/83/db/1342105332.webp,V-1808,29,2,438000.0,flat,sale,80.0,True,3,2,calle Carlos Picabea s/n,Madrid,Torrelodones,Los Ángeles - Jarandilla,es,,40.5765393,-3.930598,True,https://www.idealista.com/inmueble/108370963/,"Coqueto piso integralmente reformado a estrenar en el centro del Casco Antiguo de Torrelodones, con una superficie en planta de 80m2. La vivienda consta de hall-recibidor, amplio y luminoso salón-comedor, cocina americana integrada en el salón totalmente equipada con electrodomésticos y gran espacio de almacenaje. Continuamos con las habitaciones, en este caso contamos con 3 con armarios empotrados vestidos en cada una de ellas y la suite principal con baño completo incorporado. Un segundo cuarto de baño completo para dar servicio al resto de estancias. El inmueble cuenta con trastero y ascensor en tramite. CALIDADES A DESTACAR: Aire acondicionado en salón y dormitorio principal, suelos porcelánicos, pintura blanca lisa, carpintería en PVC y acristalamiento doble y persianas eléctricas. Gas natural por caldera Ferroli para calefacción y agua caliente sanitaria. En sus alrededores contamos con servicios de transporte publico en la puerta, supermercados, farmacias, restaurantes.",True,good,False,False,5475.0,False,False,False,False,[],False,False,438000.0,€,flat,"Los Ángeles - Jarandilla, Torrelodones",Piso en calle Carlos Picabea s/n,,,,,,
108474150,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/4d/2b/1345997508.webp,,34,3,329000.0,flat,sale,115.0,True,4,2,calle Baleares,Madrid,Móstoles,Este,es,,40.3225961,-3.857928,False,https://www.idealista.com/inmueble/108474150/,"Agencia inmobiliaria de MADRID - zona MOSTOLES - METRO PRADILLO - METRO SUR - UNIVERSIDAD DE MOSTOLES Consultoría Inmobiliaria Cortés SL ofrece en venta TERCERA PLANTA CON ASCENSOR ubicada en MOSTOLES.  LAS FOTOS DEL INMUEBLE SE PUBLICARAN EN LOS PROXIMOS DIAS   La distribución de este PISO está compuesta de entrada, salón, 4 dormitorios, cocina independiente y DOS cuartos de baño. El inmueble dispone de terraza, cerrada acristalada. La finca dispone de ascensor. En el precio se incluye trastero y plaza de aparcamiento propia en el parking privado al aire libre que se encuentra en el edificio. Con 115 m² construidos y 100 m² útiles, este piso es perfecto para aquellos que quieran una vivienda cómoda y amplia. La ubicación de la vivienda te permite llegar en menos de 5 minutos andando a la estación de metro línea 12 de Pradillo. Ubicada cerca de todos los servicios que puedas necesitar, supermercados, farmacias, bancos, parques para disfrutar con los más pequeños, colegios, centros de salud, etc. ¡No pierdas la oportunidad de adquirir este maravilloso piso en una de las zonas más demandadas de la Comunidad de Madrid! para facilitarte la compra de la vivienda contamos con un departamento financiero para ayudarte en todo el proceso de compra.",True,good,False,True,2861.0,True,False,False,False,[],False,False,329000.0,€,flat,"Este, Móstoles",Piso en calle Baleares,True,True,,,,
108286752,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/f4/c6/1339580202.webp,PIS_392,18,bj,147260.0,flat,sale,62.0,True,2,1,San Isidro,Madrid,Getafe,San Isidro,es,,40.3002338,-3.734489,False,https://www.idealista.com/inmueble/108286752/,"**Piso en Venta en San Isidro - Oportunidad Única** Descubre este encantador piso bajo en el corazón del barrio de San Isidro, ideal para quienes buscan comodidad y accesibilidad. Con 61 m² construidos, este hogar ofrece un salón independiente que invita a relajarse y disfrutar de momentos especiales. La cocina, completamente amueblada y equipada con vitrocerámica, horno y campana extractora, es perfecta para los amantes de la gastronomía. Además, cuenta con una gran despensa que facilitará el almacenamiento. El piso dispone de dos acogedores dormitorios, uno doble y otro individual, perfectos para descansar. El cuarto de baño ha sido reformado y está equipado con un moderno plato de ducha y mampara. Las ventanas de aluminio blanco con cristales de climalit, instaladas recientemente, garantizan un excelente aislamiento y luminosidad en toda la vivienda. Uno de los grandes atractivos de este inmueble es su acceso exclusivo al patio interior, un espacio perfecto para disfrutar del aire libre sin salir de casa. La ubicación es inmejorable, con acceso a todos los servicios necesarios y excelente comunicación tanto con transporte público como por carretera.  No dejes pasar esta oportunidad de adquirir un piso con mucho potencial en una zona en crecimiento. ¡Ven a visitarlo y déjate enamorar por su encanto!  ref: PIS_392.",True,renew,False,False,2375.0,True,False,True,False,[],False,False,147260.0,€,flat,"San Isidro, Getafe",Piso,,,157260.0,10000.0,6.0,
108463343,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/de/43/1345885049.webp,,27,8,995000.0,flat,sale,203.0,True,5,3,avenida de América,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4416508,-3.6639287,False,https://www.idealista.com/inmueble/108463343/,"""ÁTICO A INMOBILIARIA"" les ofrece en exclusiva la venta de esta fantástica vivienda de 203 m2 construidos (según catastro), situada en la Avenida de América. Se distribuye de la siguiente manera: Hall de entrada, amplio y luminoso salón de 27 m2 con acceso a una magnifica terraza de 11 m2 y zona de comedor independiente. La zona de descanso dispone de tres dormitorios, uno de ellos en suite con bañera y con acceso a la terraza y baño completo con plato de ducha y ventilación natural. Cuenta también con un dormitorio independiente, actualmente se utiliza como despacho.  Amplia cocina totalmente amueblada con acceso a la zona de servicio que dispone de un dormitorio y baño completo con bañera y ventilación natural Vivienda exterior, suelo de parquet, armarios empotrados, carpintería exterior de aluminio y calefacción central. El edificio dispone de conserje e incluye trastero. ¡MAGNIFICA UBICACIÓN! Dispone de todos los servicios de transportes, comercios, centros educativos y de salud. Adjunto plano. No dude ponerse en contacto para ampliar información o concertar una cita. Agente Inmobiliario inscrito en Registro de Agentes de la Comunidad de Madrid 0074/18.",False,renew,False,True,4901.0,True,False,False,False,[],False,False,995000.0,€,flat,"Guindalera, Madrid",Piso en avenida de América,,,,,,
