propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,floor,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,highlight.groupDescription,parkingSpace.parkingSpacePrice
108886001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/54/44/1357943066.webp,,22,230000.0,flat,sale,82.0,True,3,1,calle de la Sagra,Madrid,Leganés,Zarzaquemada,es,40.3340269,-3.7506596,False,https://www.idealista.com/inmueble/108886001/,"¿BUSCAS UN PISO CON UNA TERRAZA PRACTICABLE EN ZARZAQUEMADA? ¡ESTA ES TU OPORTUNIDAD! Progreso vende esta espaciosa vivienda de 82 m², ubicada junto a la estación de metro de “Julián Besteiro” y con todos los servicios a su alrededor.  De la propiedad, cabe destacar su excelente ventilación natural, su luminosidad y su estupenda terraza, en la que podrás disfrutar de bonitos y relajados momentos. La vivienda se encuentra en buen estado a nivel general pero necesita reparaciones de pintura, carpintería y mejoras en la instalación eléctrica. Para quienes no conocen la zona, es importante resaltar que la propiedad se encuentra en un entorno tranquilo y muy próximo a una gran variedad de servicios y comodidades: transporte público (metro, tren y autobuses); zonas verdes y parques infantiles; centros educativos; centros de salud; pequeño comercio; mercados; supermercados; acceso rápido a las principales carreteras; y varios centros comerciales a escasa distancia. Recuerda que Progreso es una empresa multiservicio que te ofrece “todo lo que necesitas en un mismo lugar”, contando con los mejores especialistas en el ámbito jurídico y financiero.",True,renew,False,True,,2805.0,True,False,False,False,[],False,False,230000.0,€,,,flat,"Zarzaquemada, Leganés",Piso en calle de la Sagra,5,Zarzaquemada,,,,,,
105504401,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/3b/99/1254360549.webp,DS-P77412-2B,22,1980000.0,flat,sale,166.0,True,2,2,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,40.4256931,-3.6967259,False,https://www.idealista.com/inmueble/105504401/,"DIZA Consultores les presenta piso en edificio clásico con balcones, en una de las calles más tranquilas de Justicia. En la segunda planta de un edificio con fachada clásica construido a mediados del siglo XX, se encuentra este luminoso piso, de 166 metros cuadrados. El piso consta de salón amplio con mirador y balcón, comedor grande con cocina integrada con isla. La zona de descanso consta de dos dormitorios dobles en suite. La ubicación de la propiedad es inmejorable, se encuentra en la mejor zona de Justicia, junto a la iglesia de Santa Bárbara, muy cerca de la mejor zona de tiendas de moda y galerías de arte de Madrid. El piso actualmente se encuentra para actualizar. El Barrio Justicia es una de las zonas más cosmopolitas y chic de Madrid. Gracias a la amplia oferta cultural y comercial, junto a las cuidadas fachadas de sus edificios, recuerda a sus vecinos a la sensación de estar en un barrio parisino. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,,11928.0,False,False,False,False,[],False,False,1980000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso,2,Chueca-Justicia,,,,,,
107427782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/80/c1/937496579.webp,VT 3.5.1 y VT 3.5.2 ,16,215304.0,flat,sale,117.0,True,3,2,avenida San Isidro s/n,Madrid,Navalcarnero,La Dehesa - El Pinar,es,40.295346,-3.9944543,True,https://www.idealista.com/obra-nueva/107427782/,"¡Viviendas adaptadas disponibles! (*Para cumplir con este requisito, es necesario tener un 33% de discapacidad reconocida) ¡Comenzamos con las obras de Fase III! Diverso Navalcarnero, es una promoción en régimen de cooperativa VPPB y está pensado para ti, por eso tenemos viviendas con terrazas para los días de sol, áticos con increíbles espacios abiertos para que los conviertas en lo que quieras o bajos con patio para esas cenas de verano que se alargan. Viviendas de 2 y 3 dormitorios con plaza de garaje y trastero incluido, para que tu nueva vida sea sobre todo cómoda. Además, para que puedas disfrutar de tu tiempo de ocio en casa, tendrás zonas comunes ajardinadas y área infantil. En Diverso Navalcarnero, tendrás zonas comunes ajardinadas, área infantil para disfrutar con los más pequeños y piscina comunitaria. Tu vivienda, llevara incorporada aerotermia con suelo radiante y refrescante. Si no conoces la zona te encantará, porque es un área en expansión, pero con todos los servicios para el día a día muy cercanos. Además, el acceso a la A5 es muy fácil. Xanadú está a 10min en coche y a escasos minutos andando tendrás un gran pinar donde pasear. De esta forma, tienes al alcance de tu mano la posibilidad de disfrutar del campo y su tranquilidad o del ritmo activo y cosmopolita de la ciudad. ¡Te invitamos a que descubras que puedes tener la casa que siempre has querido al precio que necesitas! Llámanos para más información o para pedirnos una cita y así poder darte todos los detalles acerca de la promoción.",True,newdevelopment,True,True,False,1840.0,True,False,False,False,[],False,False,215304.0,€,True,True,flat,"La Dehesa - El Pinar, Navalcarnero",Piso en avenida San Isidro s/n,,,,,,,,
108889260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/12/6b/1358031694.webp,2201/22010039/265,32,260000.0,flat,sale,66.0,True,3,1,Barrio Puerta del Ángel,Madrid,Madrid,Latina,es,40.4069881,-3.7339325,False,https://www.idealista.com/inmueble/108889260/,"¡ALTA DE SUMINISTROS GRATIS! Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio residencial. No dispone de ascensor. Situado en PUERTA DEL ANGEL en el distrito de Latina. La vivienda se distribuye en tres dormitorios y, salón-comedor con acceso a terraza, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora.  Se encuentra ubicado en Puerta del Angel, Latina. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Lucero y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Paseo de los Jesuitas - Mercado y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 660 metros, el hospital más cercano se encuentra a 560 metros, existen 5 farmacias a menos de 300 metros, el colegio más cercano se encuentra a 270 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados.  La zona cuenta con una amplia oferta de entretenimiento con 12 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Suroeste, Paseo de Extremadura y la Calle de la Huerta de Castaneda.    Requisitos:  - 1 mes de fianza  - Seguro del hogar a la firma del contrato.  - Antigüedad laboral ininterrumpida superior a un año.  - No aparecer en ningún fichero de morosidad.  - Disponer de una ratio de solvencia* de entre un 30% y 35% dependiendo de la zona. *Solo se tendrán en cuenta ingresos demostrables para acreditar el ratio.",True,good,False,False,,3939.0,True,False,True,False,[],False,False,260000.0,€,,,flat,"Puerta del Ángel, Madrid",Piso,3,Puerta del Ángel,,,,,,
108892452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/0c/23/1358764247.webp,MV5875I,44,1700000.0,flat,sale,215.0,True,3,3,avenida del Comandante Franco,Madrid,Madrid,Chamartín,es,40.4678554,-3.6744845,False,https://www.idealista.com/inmueble/108892452/,"PROMORA Inmobiliaria vende magnífica vivienda con terraza y todas las estancias exteriores en excelente urbanización privada con bonitos jardines y piscina, plaza de garaje de acceso directo para coche grande y moto, trastero, ubicada en la zona de Nueva España, distrito de Chamartín, uno de los barrios más exclusivos y tranquilos de Madrid. La propiedad de 215 m² se presenta como una oportunidad única para aquellos que buscan una vivienda espaciosa, con gran potencial de reforma y múltiples posibilidades de redistribución. Con un gran hall de entrada, cuenta por un lado de un gran salón-comedor de generosas dimensiones con ambientes bien diferenciados con acceso a una bonita terraza de aproximadamente 16 m² con vistas a la piscina y jardines; por otro a una amplia cocina independiente con dormitorio de servicio, aseo de invitados y en la zona de descanso, que cuenta con tres amplios dormitorios (el principal en suite con su propio cuarto de baño) y un cuarto de baño grande, para dar servicio al resto de las estancias. La vivienda destaca por su luminosidad natural, gracias a sus grandes ventanales que permiten que la luz inunde cada rincón. Además, la vivienda disfruta de una amplia terraza privada, un lujo en plena ciudad, que ofrece el espacio perfecto para crear un rincón al aire libre, ideal para el descanso, las reuniones o disfrutar de momentos de ocio. La propiedad, que necesita reforma, es perfecta para personalizar a tu gusto y adaptarla a las tendencias y necesidades actuales, desde un moderno espacio abierto hasta una distribución más tradicional, aprovechando al máximo toda su distribución. Con 3 habitaciones de gran tamaño, cada una con suficiente espacio para crear ambientes cómodos y funcionales, la vivienda se ofrece como el lienzo perfecto para diseñar tu hogar ideal.  La propiedad cuenta con una fantástica plaza de garaje para coche grande y moto, incluida en la finca de acceso directo, y con un trastero privado que te permitirá disponer de espacio adicional para almacenamiento. Además, el edificio dispone de calefacción central, ascensor y portero físico, lo que garantiza comodidad y seguridad en el día a día. La finca, bien mantenida y cuidada, cuenta con piscina comunitaria, lo que es un verdadero lujo en una zona tan céntrica como Chamartín, brindando un espacio perfecto para disfrutar durante los meses de calor sin salir de casa. La ubicación es inmejorable. Chamartín es uno de los barrios más demandados de Madrid por su excelente infraestructura, tranquilidad y proximidad a todos los servicios necesarios para el día a día así como comercios, colegios, instalaciones deportivas, hoteles, restauración, hospitales y clínicas y un amplio sistema de transporte público; alberga el Estadio Santiago Bernabéu, varias Embajadas, Administraciones Públicas y la sede de varias de las empresas más importantes de España. Sus límites son al sur la avenida de Alberto Alcocer y la calle de Costa Rica, al Norte con las calles Mateo Inurria y Caídos de la División Azul; al oeste con el paseo de la Castellana y al este con la avenida de la Paz (M-30). El extremo noroccidental de este barrio toca con la plaza de Castilla, que pertenece al barrio vecino de Castilla. Esta vivienda es una oportunidad única para aquellos que deseen crear su propio hogar en una de las mejores zonas de la capital. Con una reforma adecuada, se puede convertir en una vivienda moderna, elegante y funcional, perfecta para disfrutar de una vida cómoda en una de las áreas más cotizadas y tranquilas de Madrid. No dudes en ponerte en contacto con Promora para obtener más detalles o agendar una visita para ver en persona el enorme potencial que ofrece esta propiedad. Puedes ver más inmuebles en nuestra página web. “El distrito de Chamartín se encuentra situado en la zona noreste de Madrid. Distrito muy dinámico que discurre a lo largo del Paseo de la Castellana, eje central y centro neur.",False,renew,False,True,,7907.0,False,False,False,False,[],False,False,1700000.0,€,True,True,flat,"Nueva España, Madrid",Piso en avenida del Comandante Franco,2,Nueva España,,,,,,
107718055,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/f6/52/1320735751.webp,CH-426525 ,25,850000.0,flat,sale,113.0,True,3,2,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,40.4518506,-3.6718591,False,https://www.idealista.com/inmueble/107718055/,"ÚNICA INMOBILIARIA les ofrece esta vivienda en una localización estupenda del barrio de Hispanoamérica. Hablamos de una vivienda con muchas posibilidades, actualmente, distribuida en hall de entrada, cocina independiente, amplio salón, tres dormitorios (uno de ellos con terraza) y dos cuartos de baño. Las instalaciones eléctricas y de fontanería fueron renovadas hace aproximadamente 15 años y los suelos fueron acuchillados recientemente.  Se encuentra integrada dentro de una buena finca con portero físico y video portero, cámaras de seguridad en zonas comunes y acceso a personas con movilidad reducida.  Ubicada cerca del Parque Berlín, con todos los servicios, transportes, comercios, colegios y dotaciones a un paso. Por petición de la propiedad no se pueden publicar fotos reales y les presentamos renders de posibles reformas Hispanoamérica es un barrio del Distrito de Chamartín, situado en la zona noreste de Madrid. Sus límites son al norte la avenida de Alberto Alcocer y la avenida de Costa Rica, al sur con la avenida de Concha Espina, al oeste el paseo de la Castellana y al este con la avenida de la Paz (M-30). Ofrece una amplia gama de servicios, comercios, colegios, instalaciones deportivas, hoteles, restauración, hospitales y clínicas y un amplio sistema de transporte público; y alberga el Estadio Santiago Bernabéu, varias Embajadas, Administraciones Públicas y la sede de varias de las empresas más importantes de España. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,renew,False,True,,7522.0,False,False,False,False,[],False,False,850000.0,€,,,flat,"Bernabéu-Hispanoamérica, Madrid",Piso,2,Bernabéu-Hispanoamérica,,,,,,
108392004,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/b5/57/1342744171.webp,VAL2025MAN,28,420000.0,chalet,sale,250.0,,3,2,"avenida de Madrid, 1 Y",Madrid,Valdemorillo,Cerro Alarcón,es,40.4695437,-4.0792078,True,https://www.idealista.com/inmueble/108392004/,"HOGARES VALDEMORILLO - Agencia inmobiliaria de VALDEMORILLO vende: En exclusiva esta propiedad para que compre con seguridad y tranquilidad. Agencia Inmobiliaria inscrita en el RAIN de la Comunidad de Madrid. Nº 000621/2021 Chalet individual en una sola planta, en la exclusiva urbanización de Cerro de Alarcón II. Esta propiedad destaca no solo por su excelente ubicación, sino también por su distribución en una sola planta, perfecta tanto para familias como para quienes buscan una vivienda cómoda. La vivienda cuenta con una superficie de 148 m2, se distribuyen en una sola planta, aunque tiene la posibilidad de abrir una buhardilla que ahora mismo se encuentra en bruto. Dispone de un acogedor salón-comedor con un buen ventanal y salida directa a la terraza donde se pueden apreciar unas bonitas vistas, cuenta con chimenea que hace que sea más acogedora la casa. La cocina es muy luminosa y cuenta con bastante almacenaje. Tiene 3 dormitorios dobles (uno de ellos en suite, 2 baños reformados y uno de ellos tiene plato de ducha. La vivienda está en muy buen estado de conservación y se puede entrar a vivir. La parcela son 1074 m2 perfectamente con grandes árboles y alguna zona solada, cuenta con piscina (actualmente esta vacía). Ubicado en la urbanización Cerro de Alarcón II, con vigilancia 24 horas. Este chalet está rodeado de tranquilidad, naturaleza y todos los servicios esenciales, supermercado y un restaurante. Valdemorillo es conocido por su entorno natural privilegiado, cercano a la Sierra de Guadarrama y a menos de 40 minutos del centro de Madrid. Además, ofrece puntos de interés como: Pantano de Valmayor: Perfecto para deportes acuáticos y actividades al aire libre. Iglesia de Nuestra Señora de la Asunción, un icono histórico de la localidad. Numerosas rutas de senderismo y ciclismo para disfrutar de la naturaleza. Excelentes conexiones con Madrid y localidades cercanas como El Escorial y Villanueva de la Cañada. ¡Beneficiase de nuestro método de trabajo! Puede visitarnos en nuestra oficina en Calle La paz 61 de Valdemorillo y le informaremos de todas las viviendas de las que disponemos.",True,good,False,,,1680.0,True,False,False,False,[],False,False,420000.0,€,True,True,chalet,"Cerro Alarcón, Valdemorillo","Casa independiente en avenida de Madrid, 1 y",,,450000.0,30000.0,7.0,independantHouse,,
107330143,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/bd/3a/1326286611.webp,2110/21100032/223,33,299000.0,flat,sale,124.0,True,3,2,San José - Buenos Aires,Madrid,Pinto,San José - Buenos Aires,es,40.2415887,-3.7076374,False,https://www.idealista.com/inmueble/107330143/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de tres dormitorios y dos baños. Se encuentra en la 2ª planta de un edificio residencial, y cuenta con garaje y trastero. Dispone de ascensor. ituado en San José Buenos Aires, Pinto. La vivienda se distribuye en tres dormitorios y, armarios empotrados, salón-comedor con acceso a jardín, cocina independiente y dos baños. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de piscina. Se encuentra ubicado en Pinto al Sur de Madrid. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.  La parada de metro más cercana es Pinto y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana se encuentra a menos de 10 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el colegio más cercano se encuentra a 240 metros. La zona cuenta con una amplia oferta de entretenimiento con parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle.  La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Sur, M-506 y la Calle Aguilas.  Estado de la vivienda: vacante"".",True,good,False,True,,2411.0,True,False,True,False,[],False,False,299000.0,€,True,True,flat,"San José - Buenos Aires, Pinto",Piso,2,,310000.0,11000.0,4.0,,,
108562225,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/e0/41/1348521738.webp,16768-2025,1,141000.0,flat,sale,64.0,,4,1,calle Miralparque s/n,Madrid,Arganda,Centro,es,40.3032304,-3.4431827,True,https://www.idealista.com/inmueble/108562225/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO (Antiguo Deudor Hipotecario)ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESLA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADAVivienda de 60 m², según Catastro, y 4 m² de elementos comunes a la venta en el barrio de Arganda del Rey, Madrid. La vivienda está distribuida en salón-comedor, cuatro dormitorios, cocina, cuarto de baño, terraza y recibidor. (La distribución de la vivienda es orientativa y no ha podido ser comprobada). Es una 2ª Planta en un bloque residencial sin ascensor. Muy bien comunicado por carretera (N-III) y transporte público, a menos de cinco minutos andando de la parada de autobús de la Avenida de Andalucía. Próximo a todo tipo de servicios e infraestructuras como centros educativos (CEIP Nuestra Señora de la Milagrosa), comercios, supermercados, farmacias, zonas verdes... SIN COMISIÓN.",False,good,False,False,,2203.0,False,False,False,False,[],False,False,141000.0,€,,,flat,"Centro, Arganda",Piso en calle Miralparque s/n,2,,150000.0,9000.0,6.0,,,
107377320,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/c9/65/1341517825.webp,07008,37,469000.0,flat,sale,132.0,True,4,2,Los Ángeles - Jarandilla,Madrid,Torrelodones,Los Ángeles - Jarandilla,es,40.5783595,-3.9303096,False,https://www.idealista.com/inmueble/107377320/,"Ven a vivir a uno de los Municipios más bonitos de Madrid! Esta vivienda ES ESPECIAL: Por su amplitud, en todas sus estancias y espacios bien aprovechados además de las posibilidades tiene. Y también porque se encuentra en una zona tranquila del centro del pueblo, con todos los servicios en el entorno de la finca. Dispone de ascensor, garaje y trastero en planta sótano. La comunidad dispone de piscina y zonas verdes.  DISTRIBUCIÓN: Entrando en primera planta (dispone de ascensor), tiene un hall de entrada distribuye a cocina (con tendedero-despensa) y a salón. El pasillo distribuye dormitorios y baños y se accede por el salón, ganando espacio de pasillo. Las cuatro habitaciones son amplias, haciendo esquina el último dormitorio. Dos baños muy cómodos (ducha y bañera). Todas las estancias son exteriores a jardines, excepto los baños. CALIDADES: La finca es del año 1976, y se han hecho reformas en los dos baños, puertas (madera de roble) y armarios (forrados y vestidos). La vivienda ha estado bien cuidada y se encuentra en buen estado general.  Dispone de dos equipos de aire acondicionado. Suelos en tarima, puerta blindada. La cocina es espaciosa además de tener anejo un cuarto para tender e instalar la lavadora-secadora. Sería una opción unir cocina y salón dejando un gran espacio a decorar. La calefacción y el agua caliente son centrales para toda la comunidad y se abona en los gastos mensuales en una cuota fija. Se accede directamente al garaje y trastero por ascensor o bien bajando una sola planta. ENTORNO: La vivienda está orientada a los jardines de la comunidad, en una zona apartada de la piscina, por lo que es muy tranquila. Se encuentra a dos minutos a pie de la Plaza del Caño, Ayuntamiento. Farmacias, supermercados, Centro de Salud a diez minutos paseando. Hospital HM Torrelodones. Y todo el ocio tiene este bonito municipio. Autobuses a Moncloa (20 minutos) y Cercanías Renfe en Torrelodones Colonia. Gastos de Comunidad: 351€ (incluida calefacción y agua caliente). IBI: 726,48€ T. Basuras: 41,16€.",False,good,False,True,,3553.0,True,False,False,False,[],False,False,469000.0,€,True,True,flat,"Los Ángeles - Jarandilla, Torrelodones",Piso,1,,,,,,,
108881722,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/a0/ee/1357824931.webp,27_23,22,319999.0,flat,sale,102.0,True,3,2,calle Zenobia Camprubí,Madrid,Getafe,Getafe norte,es,40.3234739,-3.7225053,False,https://www.idealista.com/inmueble/108881722/,"PISO EN VENTA EN GETAFE NORTE CON 3 DORMITORIOS, 2 BAÑOS, ASCENSOR, GARAJE, Y TRASTERO Se vende piso en Getafe Norte, en una tercera planta con ascensor, ubicado en una finca cuidada que dispone de acceso directo tanto al garaje como al trastero. La vivienda tiene una distribución cómoda y funcional, ideal para familias o para quienes buscan un entorno residencial con todos los servicios a mano. Cuenta con tres dormitorios exteriores con buena entrada de luz natural. El dormitorio principal dispone de baño en suite y la vivienda incluye un segundo baño completo. El salón es independiente y espacioso, con capacidad para zona de comedor y zona de estar. La cocina es independiente y está amueblada. Entre sus calidades destacan los suelos de parquet, la calefacción individual por gas natural y el aire acondicionado por split. En el precio se incluye una plaza de garaje y un trastero, ambos ubicados en la misma finca y con acceso desde el ascensor, lo que facilita el día a día y ofrece espacio adicional de almacenamiento. La vivienda se encuentra en buen estado y está lista para entrar a vivir. La zona de Getafe Norte es una de las más consolidadas del municipio, con todos los servicios a pocos minutos a pie: colegios, supermercados, centros de salud, zonas verdes y deportivas. En cuanto a transporte público, la vivienda está muy bien comunicada. A pocos minutos andando se encuentra la estación de metro Los Espartales (Línea 12), y también se puede acceder fácilmente a dos estaciones de Cercanías: Las Margaritas - Universidad, perteneciente a la línea C4, y El Casar, que conecta con la línea C3. Esta última, además, cuenta con enlace directo a la línea 3 de Metro, permitiendo llegar al centro de Madrid sin necesidad de hacer transbordos. La zona también dispone de varias líneas de autobuses y acceso rápido a la A-42 y la M-50. Una vivienda lista para entrar a vivir, bien comunicada y con todas las comodidades para el día a día. ¿Te preocupa la hipoteca? Es cierto que el año pasado se pusieron las cosas más complicadas para la compra de la vivienda, pero este año las entidades bancarias están levantando más la mano en la concesión de hipotecas, concediendo mejores tipos de interés. Si deseas venir a verlo, llámanos ahora, estaremos encantados de resolver cualquier duda que tengas.",True,good,False,True,,3137.0,True,False,False,False,[],False,False,319999.0,€,True,True,flat,"Getafe norte, Getafe",Piso en calle Zenobia Camprubí,3,,,,,,,
105304851,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/1b/1f/1292327276.webp,VM2406080,14,1349000.0,flat,sale,120.0,False,2,3,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4269341,-3.6877345,False,https://www.idealista.com/inmueble/105304851/,"DÚPLEX INTERIOR REFORMADO A ESTRENAR EN RECOLETOS En la calle Goya, junto a Serrano, en una finca clásica y señorial con amplia entrada y un precioso patio interior, encontramos una vivienda exclusiva en dos alturas. Un dúplex singular, bien pensado, con un diseño funcional y un interiorismo elegante, distribuido en una planta baja con un amplio salón y aseo de cortesía, y una planta alta con cocina y comedor, y dos dormitorios dobles en suite, el principal con vestidor y una acogedora terraza. Una vivienda singular, tranquila, luminosa, en el barrio más demandado, a escasos minutos del Parque del Retiro, rodeada de las mejores firmas de moda y restauración de la capital. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,,11242.0,False,False,False,False,[],False,False,1349000.0,€,,,flat,"Recoletos, Madrid",Piso en calle de Goya,1,Recoletos,,,,,,
108017983,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/6a/14/1331353974.webp,4526-06889,29,309900.0,studio,sale,40.0,False,0,1,calle del Limón,Madrid,Madrid,Centro,es,40.4260193,-3.7094008,False,https://www.idealista.com/inmueble/108017983/,"Maravilloso estudio en el barrio de Conde Duque, Madrid. Este acogedor estudio se encuentra en el corazón del barrio de Conde Duque, en pleno centro de Madrid.  La vivienda cuenta con: - Una cocina funcional y equipada con electrodomésticos básicos, perfecta para preparar comidas deliciosas. - Un baño completo con ducha y mampara, que ofrece una zona de relajación privada. - Un salón amplio y luminoso que sirve como espacio principal de la vivienda, ideal para leer, trabajar o simplemente disfrutar del entorno. En este salón hemos incorporado la cama. Lo que hace que este estudio sea especialmente especial es su patio interior antiguo y precioso. Las ventanas de la cocina y el baño dan a un hermoso patio, que aporta una sensación de tranquilidad y conexión con la naturaleza en pleno centro de la ciudad. El patio central, que accedemos desde la entrada, es un verdadero oasis en la ciudad, con su arquitectura antigua y su ambiente relajado. El estudio es perfecto para aquellos que buscan una vivienda céntrica y tranquila, con un toque de historia y encanto. La propiedad está pendiente de reformar vivienda y entregarla nueva a estrenar con unas magníficas calidades. Tan pronto tengamos los planos nuevos de la vivienda, junto con las infografías, las adjuntaremos al anuncio. ¡Ven a visitarlo y haz realidad tus sueños! *Impuestos y gastos NO INCLUIDOS: ITP, Notaría, Registro, gestoría, tasación. Los datos específicos sobre la finca publicada son aproximados y se muestran a título informativo, no siendo vinculantes ni contractuales.",True,good,False,False,,7748.0,True,False,False,False,[],False,False,309900.0,€,,,flat,"Malasaña-Universidad, Madrid",Estudio en calle del Limón,1,Malasaña-Universidad,319900.0,10000.0,3.0,studio,,
107444401,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/56/6b/1312810484.webp,,4,206000.0,flat,sale,72.0,True,2,1,"calle Don Andrés Martínez, 27",Madrid,Aranjuez,Centro,es,40.026744,-3.599719,True,https://www.idealista.com/obra-nueva/107444401/,"Nueva promoción de exclusivas viviendas, ubicadas en la calle Andrés Martinez, con calle del Sol y calle Valencia, donde podrás disfrutar junto a tu familia de la tranquilidad a un paso del centro de Aranjuez. Lujosas viviendas de última generación con la máxima eficiencia energética, fachada exterior en SATE, climatización por suelo radiante y refrescante (aerotermia)independiente en cada vivienda. Cuenta con acabados de altísima calidad y un diseño singular y moderno que imprime un carácter personal e individual a cada uno de los espacios que la componen. Las estancias son amplias y están impregnadas de luz natural, gracias a los grandes balcones que rodean cada vivienda. CARACTERÍSTICAS BASICAS: Climatización por suelo radiante y refrescante (aerotermia), salón y dormitorio principal con persianas enrollables de aluminio térmicas motorizadas, video portero, apagado general de toda la iluminación del circuito eléctrico de alumbrado de la vivienda, grifería termostática en baño principal, amplias terrazas en la mayoría de las viviendas, pintura lisa, trastero incluido en precio. OBSERVACIONES: Garaje opcional.",False,newdevelopment,True,True,False,2861.0,True,False,False,False,[],False,False,206000.0,€,,,flat,"Centro, Aranjuez","Piso en calle Don Andrés Martínez, 27",2,,,,,,,
