propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
107471261,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/ec/9b/1315383344.webp,W-02YCVN,45,13,1250000.0,flat,sale,266.0,True,5,4,Barrio San Pascual,Madrid,Madrid,Ciudad Lineal,es,San Pascual,40.4419676,-3.6548169,False,https://www.idealista.com/inmueble/107471261/,"Exclusivo Piso madrileño: lujo y serenidad en el corazón de Ciudad Lineal. En el corazón del Distrito de Ciudad Lineal en Madrid, se encuentra este excepcional piso de 177 m2 habitables, parte de una propiedad de 266 m2 totales. Con 4 habitaciones y 3 baños, incluyendo un baño principal en suite, se añade una habitación y baño de servicio. Esta residencia ofrece un espacio amplio y confortable, ideal para una familia o para aquellos que aprecian el lujo y la comodidad. Adicionalmente, cuenta con una plaza de garaje doble, a la cual se accede facilmente y directamente desde el ascensor o las áreas comunes, más un amplio y cómodo trastero. Esta propiedad, renovada en el año 2000, conserva un encanto clásico realzado por detalles modernos. La presencia de 3 terrazas, con orientaciones sur, oeste y norte que suman: 30 metros cuadrados en total, un jardín privado que ofrece espacios al aire libre ideales para el relax y el entretenimiento. La piscina añade un toque de lujo inigualable, convirtiendo esta propiedad en un oasis urbano. Además, cuenta con un gimnasio y servicio 24 horas de porteria, ofreciendo seguridad y privacidad a sus vecinos. Cuenta con dos ascensores y uno para carga, lo que facilita el acceso a todos los niveles.  Las magnificas vistas, en sus tres orientaciones, nos ofrecen y regalan una impresionante visión al skyline de Madrid, aprovechando al máximo la luz natural, creando una atmósfera cálida e iluminada en cada rincón, es una característica del inmueble y se remarca: es totalmente exterior. Esta propiedad representa una oportunidad única de adquirir un piso de lujo en una ubicación privilegiada de Madrid, combinando la comodidad moderna con el encanto clásico. Su diseño impecable, sus espacios exteriores privados y sus características exclusivas la convierten en una residencia excepcional, ideal para aquellos que buscan lo mejor. SIN COMISIÓN AL COMPRADOR Descubra un estilo de vida incomparable en una ubicación privilegiada de Madrid. Esta residencia excepcional se encuentra en una zona que atrae a individuos y familias que valoran la sofisticación, la tranquilidad y la proximidad a los principales puntos de interés de la ciudad. La clientela ideal aprecia la discreción, la comodidad y el acceso a una amplia gama de servicios de alta calidad. Disfrute de un fácil acceso a una red de transporte público eficiente, con paradas de autobús y metro a poca distancia, permitiendo desplazamientos rápidos y cómodos al centro de Madrid en aproximadamente poco mas de 30 minutos. El Aeropuerto Adolfo Suárez Madrid-Barajas se encuentra a una distancia de 12 minutos en coche, ofreciendo una conectividad global sin igual.  Para los amantes del ocio, la ubicación ofrece un sinfín de posibilidades. Los amantes del arte y la cultura podrán disfrutar de los museos y galerías de arte del centro de Madrid, accesibles en 12 minutos en coche/taxi. Para los aficionados a las compras, las exclusivas tiendas de Centro Comercial Arturo Soria Plaza, ofrecen una experiencia de compra inigualable. Una de las características especiales de esta ubicación es su ambiente residencial tranquilo y seguro, combinado con la proximidad a la vibrante vida urbana de Madrid. La seguridad de la zona es una prioridad, con medidas de vigilancia y control que garantizan la tranquilidad de los residentes. El Distrito de Ciudad Lineal, esta ubicado en la zona nor-este de Madrid. Le atraviesa la conocida calle de Arturo Soria. Barrio con una excelente ubicación con accesos directos tanto a la M-30, la A-2 y al centro de Madrid entrando por el barrio de Salamanca. Rápido acceso al aeropuerto tanto en coche a 7 km ( 8/15 minutos) como en trasporte público. Zona residencial y verde, de ambiente tranquilo con un nivel de seguridad muy alto, de rentas medio-altas, amplia oferta de colegios nacionales e internacionales y excelentemente bien comunicado. Transportes Metro Concepción + Autobuses 11, 21, 53, 70, 11.",False,good,False,True,4699.0,True,False,True,False,[],False,False,1250000.0,€,flat,"San Pascual, Madrid",Piso,Destacado,,,,,,,
108041775,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/e8/90/1334042930.webp,PR99559334,17,5,370000.0,studio,sale,34.0,True,0,1,"calle de Gaztambide, 73",Madrid,Madrid,Chamberí,es,Gaztambide,40.4383045,-3.7154796,True,https://www.idealista.com/inmueble/108041775/,"Estudio amueblado exterior en la 5ª planta de una finca nueva y moderna (construida en 2007). Muy luminoso. El suelo es de imitación parqué. Aire acondicionado y calefacción individual centralizada, por rejillas de frío/calor. Con ascensor. Ubicado muy cerca de la zona universitaria y de los hospitales del entorno de Moncloa. La parada de metro de Islas Filipinas está a la vuelta de la esquina. También quedan cerca las estaciones de Moncloa y Argüelles. El edificio cuenta con portero físico (horario de 09:00h. a 14:00h. de lunes a viernes).  El edificio dispone de párking subterráneo. NO COBRAMOS HONORARIOS AL COMPRADOR.",False,good,False,True,10882.0,True,False,True,False,[],False,False,370000.0,€,flat,"Gaztambide, Madrid","Estudio en calle de Gaztambide, 73",Destacado,studio,,,,,,
107491402,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/72/90/1314222657.webp,,30,1,189000.0,flat,sale,70.0,True,2,1,"calle de Calderón de la Barca, 12",Madrid,Navalcarnero,Centro,es,,40.2863414,-4.0129023,True,https://www.idealista.com/inmueble/107491402/,"¡OPORTUNIDAD PARA INVERSORES! Se vende piso con inquilinos en activo. Contrato en vigor, renta garantizada y buen historial de pagos. Ideal para inversión con rentabilidad inmediata.  HOGARES NAVALCARNERO VENDE piso muy céntrico, y cerca de la famosa plaza de Segovia. La vivienda se distribuye en una cómoda planta muy acogedora.  La primera estancia que nos encontramos es un salón de buen tamaño con dos puntos de luz natural, un balcón y una ventana amplia, lo que le da mucha luminosidad a la estancia. La cocina la encontramos a mano izquierda al paso de la entrada a la vivienda, de muy buen tamaño en forma cuadrada que nos da posibilidad de tener una mesa auxiliar. También cuenta con una ventana al exterior. Disponemos de dos habitaciones en las que también nos entra bastante luz natural con un balcón en cada una de las estancias, y con un gran armario empotrado en una de ellas.  Un baño completo de buen tamaño que da servicio a las habitaciones. La vivienda cuenta con aire acondicionado y gas natural. Tiene doble orientación facilitando así una magnífica ventilación cruzada y una enorme iluminación a cualquier hora del día. Se encuentra muy bien situado, tiene a 5 minutos andando, el centro del pueblo y todos los servicios alrededor. A 1 minuto de la famosa PLAZA de Navalcarnero, se encuentra en uno de los barrios más prestigiosos del centro, dentro de las mejores zonas del municipio, próximo a todo tipo de servicios, comercios, paradas de autobús, instalaciones deportivas, salidas a carretera, etc. FINANCIACIÓN 100%.",False,good,False,False,2700.0,True,False,False,False,[],False,False,189000.0,€,flat,"Centro, Navalcarnero","Piso en calle de Calderón de la Barca, 12",Destacado,,,,,,,
108871083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/ed/8b/1357546378.webp,,37,,700000.0,chalet,sale,300.0,,7,3,calle Madrid,Madrid,Brunete,,es,,40.4078088,-3.9997132,False,https://www.idealista.com/inmueble/108871083/,"CAPITAL HOME BRUNETE VENDE CHALET INDEPENDIENTE EN CASCO URBANO COMPLETAMENTE REFORMADO Este espectacular inmueble dispone de 300 m² construidos en dos plantas y 500 m² de parcela en una de las zonas más tranquilas de Brunete. Se distribuye de la siguiente manera: En la planta principal, accederás a través de un agradable porche exterior y ya en el interior encontrarás un hall recibidor, el cual conecta con el salón con chimenea y la cocina estilo americano y el pasillo, donde están situadas cinco habitaciones con armarios empotrados y dos baños completos con plato de ducha.  La planta inferior, cuenta con hall recibidor, aseo y un espacio diáfano pensado para salón y cocina. Ademas, cuenta con dos habitaciones más en planta. La zona exterior dispone de 501m² de superficie gráfica con zonas ajardinadas y piscina. La vivienda ha sido reformada en su totalidad mediante interioristas con materiales de calidad. Suelos porcelánicos en el interior de la vivienda y en parte del exterior, paredes en liso tanto en interiores como en exteriores aplicando sate, puertas exteriores acorazadas, ventanas de pvc con doble acristalamientos anti ruidos y de seguridad, fontanería y electricidad cambiados, aires acondicionados en varias estancias, frentes de armarios y puertas lacadas en gris… una joya en pleno casco urbano. La casa perfecta para los amantes de la comodidad y tranquilidad. No dude en consultarnos cualquier duda y estaremos encantados de mostrarle que esta casa podría ser suya. ¡Le esperamos! DEPARTAMENTO DE FINANCIACION, ASESORAMIENTO PERSONALIZADO GRATUITO.",False,good,False,,2333.0,True,False,False,False,[],False,False,700000.0,€,chalet,Brunete,Casa independiente en calle Madrid,Destacado,independantHouse,,,,,,
108665039,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/1c/d4/1351530044.webp,,93,,1825000.0,chalet,sale,480.0,,5,5,CL CASTILLO DE ANTEQUERA,Madrid,Villanueva de la Cañada,Villafranca del Castillo,es,,40.4734503,-3.9418615,False,https://www.idealista.com/inmueble/108665039/,"^**^ESPECTACULAR VILLA DE LUJO DE DISEÑO CONTEMPORÁNEO EN LA PRADERA DE VILLAFRANCA DEL CASTILLO^**^  Presentamos una joya arquitectónica única, casi a estrenar, en una de las zonas más codiciadas del noroeste de Madrid. Esta villa independiente, finalizada en diciembre de 2022, combina a la perfección la elegancia del diseño contemporáneo con las más altas calidades constructivas y tecnológicas. Cada rincón ha sido concebido para ofrecer una experiencia de vida sofisticada, privada y absolutamente exclusiva. Desde el primer paso, esta residencia impresiona por su luminosidad y amplitud. La planta principal se abre con un hall que conecta con un salón-comedor de dimensiones excepcionales, rodeado de ventanales que inundan el espacio de luz natural y ofrecen vistas y acceso directas a un jardín paisajístico de revista. La cocina, equipada con electrodomésticos de alta gama Dietrich, es un verdadero espacio gourmet con zona de desayuno y espacio para comedor informal, ideal para quienes valoran el diseño sin renunciar a la funcionalidad. En esta misma planta encontramos una estancia polivalente pensada como sala de estar, gimnasio o zona de ocio, un dormitorio en suite, aseo de cortesía, cuarto de instalaciones y un garaje cerrado con capacidad para dos vehículos, más un cómodo aparcamiento exterior. La planta superior se convierte en un auténtico santuario de descanso. Aquí se ubican cuatro dormitorios, incluyendo una suite principal que redefine el concepto de lujo: más de 60 m² dedicados al confort, con una chimenea de diseño “Gota”, vestidor tipo “walk-in” y un baño espectacular con bañera y ducha independientes. Todo ello rodeado de silencio, privacidad y una cuidada selección de materiales nobles y acabados de la más alta calidad. La vivienda está equipada con tecnología domótica de última generación, climatización por suelo radiante y refrescante mediante aerotermia, cámaras de seguridad, alarma, preinstalación de placas solares y todos los elementos que garantizan el máximo confort con eficiencia energética (certificado A). En el exterior, el diseño continúa siendo protagonista. Varios porches y terrazas cubiertas permiten disfrutar del jardín en cualquier época del año. La zona posterior de la vivienda, conectada directamente con el salón, ofrece una imponente piscina rodeada de vegetación, iluminación nocturna y un sistema de riego automático que transforma el entorno en un auténtico oasis privado. Ubicada en la prestigiosa urbanización La Pradera de Villafranca del Castillo, esta propiedad garantiza un estilo de vida sereno, seguro y exclusivo. Rodeada de naturaleza y privacidad, la urbanización cuenta con vigilancia 24h, club social privado, colegios internacionales (SEK, Zola), universidad privada, hospital de referencia (Puerta de Hierro), así como todos los servicios esenciales a escasos minutos. Esta villa no es solo una casa. Es una declaración de estilo de vida. Una residencia pensada para quienes buscan lo extraordinario y desean vivir en un entorno de lujo, confort y absoluta privacidad. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.  NO COBRAMOS COMISIÓN AL COMPRADOR.",True,good,False,,3802.0,True,True,False,False,[],False,False,1825000.0,€,chalet,"Villafranca del Castillo, Villanueva de la Cañada",Casa independiente en Cl Castillo De Antequera,Destacado,independantHouse,True,True,,,,
100917854,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/87/59/1319203661.webp,W-02RH70,52,,650000.0,chalet,sale,299.0,,5,3,El Berrueco,Madrid,El Berrueco,,es,,40.8792254,-3.5843276,False,https://www.idealista.com/inmueble/100917854/,"Espectacular casa en El Berrueco Engel & Völkers les ofrece esta original propiedad enclavada en las últimas estribaciones de La Sierra de Guadarrama al norte de la Comunidad de Madrid. Esta propiedad esta construida en una parcela de 1000 m2 con un suelo de granito, lo que hace muy especial la construcción ya que nunca tendrá humedades. La vivienda está distribuida en dos plantas separadas por una preciosa escalera de caracol hecha de hierro y madera. La planta baja consta de tres dormitorios y dos baños uno en suite quedan a la derecha según entras en la vivienda, a la izquierda con una estancia sin paredes se distribuye en una moderna y amplia cocina americana a la que no le falta detalle, seguimos y tenemos un gran salón con amplios ventanales donde podrás disfrutar de la autenticas vistas de la Sierra y contemplar sus atardeceres con coloridos rojos y naranjas. Este Gran salón tiene dos espacios, zona de comedor y una zona de ocio. Subimos a la primera planta por la especial escalera de caracol donde tenemos 50 m2 de dormitorio con baño en suite, las ventanas son unos originales ojos de buey. otro de los detalles de esta segunda planta es la bañera con patas que separa dos ambientes donde podemos convertir esos 50m2 en dos dormitorios. El jardín es super especial todo el suelo es arena de playa y una piscina imitando una relajante cala en el Mediterraneo. el jardín dispone de zona de juegos, barbacoa de diseño muy especial y zona de hamacas para tomar el sol y otra para evadirse debajo de la terraza superior que da vuelta por toda la zona oeste de la casa, terrazas en donde puedes disfrutar de los atardeceres y vistas de la paisajes rocosos de nuestra Sierra de Guadarrama. La casa está construida con piedra natural de la región declarada como zona protegida. El Berrueco es un municipio y localidad española del norte de la Comunidad de Madrid, en la prolongación más oriental del macizo granítico de La Cabrera, entre dos alineaciones montañosas que las separa de las provincias limítrofes de Segovia y Guadalajara y a unos 65 km de Madrid.",False,good,False,,2174.0,True,False,False,False,[],False,False,650000.0,€,chalet,El Berrueco,Casa independiente,Destacado,independantHouse,True,True,,,,
108750746,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/93/bb/1354034729.webp,882213,33,2,449000.0,flat,sale,78.0,False,3,1,calle de San Cayetano,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4096927,-3.7079087,False,https://www.idealista.com/inmueble/108750746/,"Housfy vende piso en Centro, Madrid, un espacio para disfrutar en tu día a día. Detalles del inmueble: -2da planta con ascensor en finca de 1970. - Perfecto piso de 78 m2 en Lavapiés-Embajadores. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Coqueto salón- comedor muy amplio y luminoso, que te proporcionará el relax diario, donde disfrutar de tus días. - Acceso a terraza de 4 m2. - Con una útil cocina con amplias posibilidades de reforma. - Dispone de 3 habitaciones de buen tamaño y baño completo. - Además cuenta con armarios empotrados. - Suelos de parquet. - Sistema de calefacción y aire acondicionado. - Muy bien comunicado, cercano a paradas de transporte público. No lo dudes más y contacta con nosotros para agendar una visita. ¡Te ayudaremos a conseguir la vivienda de tus sueños! Sobre nosotros: Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todos servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión completa de la compraventa y, si lo necesitas, contamos con bróker hipotecario propio para ayudarte a conseguir las mejores condiciones de financiación según tu perfil. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,5756.0,True,True,False,False,[],False,False,449000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de San Cayetano,Destacado,,,,459000.0,10000.0,2.0,
108752417,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/f6/48/1354092469.webp,3248-24926,63,3,600000.0,flat,sale,93.0,True,2,2,CL LUIS VELEZ DE GUEVARA,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4128409,-3.7039106,False,https://www.idealista.com/inmueble/108752417/,"Edificio histórico del siglo XIX, íntegramente rehabilitado en 2013, con fachada y escalera protegida, y un moderno ascensor. Nuestra vivienda se ubica en 3ª planta exterior con 2 balcones a la calle Luis Vélez de Guevara, orientación Este. Vivienda totalmente reformada con diseño profesional y decorada por interiorista. (Mobiliario y decoración de Home Staging no incluidos en el precio) DESCRIPCIÓN VIVIENDA: Calle Luis Vélez de Guevara 12, entre las plazas de Jacinto Benavente y Tirso de Molina. Bonito edificio antiguo con más de 100 años, pero rehabilitado por completo en 2013. Vivienda exterior con 2 grandes balcones a la calle y muchísima luz natural, orientación Este, sol de mañanas. Tan sólo 2 vecinos por planta.  Aire acondicionado en el salón. Ventanas y balcones abatibles de aluminio lacado con doble cristal aislante climalit, con las contraventanas originales de madera en los 2 balcones. Puerta de entrada blindada. Ascensor moderno con parada en las entre plantas, portal, escalera, fachada, estructura y cubierta rehabilitadas integralmente. Edificio protegido del casco histórico. Instalación eléctrica, de gas natural y red de saneamiento totalmente nuevas. Calefacción y agua caliente individual por gas natural, caldera estanca. Suelos de tarima laminada de alta resistencia. Paredes lisas. Cocina totalmente amueblada y equipada con todos los muebles y electrodomésticos en perfecto estado, en tonos cromados: frigorífico, lavadora de carga superior, lavavajillas, horno, vitrocerámica y campana extractora. 2 armarios empotrados de puertas correderas de gran tamaño. Carpintería de madera lacada en blanco.  Distribución:  -Amplísimo recibidor con espacio abierto a la cocina y zona de comedor. -Gran salón muy soleado con 2 balcones a la calle. -Cocina independiente y semiabierta al salón totalmente equipada. -Pasillo distribuidor. -2 grandes dormitorios dobles con armarios, a patio interior tranquilo y sin ruidos. -2 baños completos con plato de ducha con mampara y mueble de lavabo.  DESCRIPCIÓN ZONA: En pleno centro histórico de Madrid, en el corazón del casco antiguo, entre los castizos barrios de las Letras, Embajadores, Puerta del Sol y Plaza Mayor. A escasos 100 metros de las Plazas de Jacinto Benavente y Tirso de Molina. A un paso de los principales centros de interés turístico, cultural e histórico de la capital. Teatros Nuevo Apolo, Calderón, Español, Fígaro, Pavón, La Escalera de Jacob, Cines Yelmo Ideal, Museo de las Ilusiones, Tablao Flamenco de 1911 y muchos más.  COMUNICACIONES: Centro neurálgico de Madrid, con las mejores comunicaciones a pie, en coche y por supuesto, en transporte público: Metros Tirso de Molina y Antón Martín a menos de 200 mts. (línea 1), autobuses EMT líneas 6, 26, 32, 50, 65, M1, L1, N17.",True,good,False,True,6452.0,False,False,False,False,[],False,False,600000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en Cl Luis Velez De Guevara,Destacado,,,,,,,
107401244,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/68/a8/1316539433.webp,W-02WIAJ,25,bj,1930000.0,flat,sale,185.0,True,3,4,calle del Monte Esquinza,Madrid,Madrid,Chamberí,es,Almagro,40.429619,-3.6927355,False,https://www.idealista.com/inmueble/107401244/,"Espectacular propiedad en finca clásica en Monte Esquinza Engel&Völkers tiene el placer de presentarles en exclusiva esta espectacular propiedad ubicada en la calle Monte Esquinza, una de las ubicaciones más demandadas de Almagro. Se trata de un fantástico piso exterior, con una reforma de calidad de hace unos 5 años pero muy bien mantenida y con orientación Oeste lo que le garantiza un precioso sol de tarde. Al acceder a la propiedad nos recibe un amplísimo salón con dos grandes huecos a la calle, llama la atención la altura de techos de 3 metros y los detalles originales mantenidos en algunas de las estancias como los suelos de baldosa hidráulica, radiadores clásicos de hierro, molduras originales y una exquisita iluminación. El dormitorio principal, también exterior, dispone de zona de vestidor y baño en suite. Continuamos con un segundo dormitorio bastante amplio y segundo baño completo. La cocina, de buen tamaño, está dotada de mucho almacenaje y los mejores electrodomésticos. En esta zona encontramos también el tercer dormitorio o dormitorio de servicio con su baño en suite. El piso dispone de un amplio trastero y la finca tiene portero. No dude en venir a conocer esta propiedad tan especial que le conquistará desde el primer momento. El barrio de Almagro es considerado uno de los más elegantes de Madrid ya que en sus arboladas calles se encuentran algunas de las viviendas más lujosas y señoriales de la ciudad. Numerosos palacetes conforman este elegante eje de la capital, como el del Marqués de Casa Riera donde nació y se crió la Reina Fabiola de Bélgica. En la actualidad pertenece al gobierno que cuenta con una sede del Ministerio de Fomento. Además, encontramos la sede de varias Embajadas, como la alemana, sueca y británica. Son numerosas las galerías de arte que apuestan por esta zona, como la prestigiosa Malborough, y los centros culturales internacionales (Instituto Goethe, Fundación Odalys...) que eligen este eje situado en la margen izquierda del Paseo de la Castellana para instalarse. Zona muy acogedora y tranquila a pesar de que se encuentran algunos de los establecimientos hosteleros más conocidos de Madrid aparte de varios hoteles boutique de gran lujo (Santo Mauro y Orfila, perteneciente a la cadena de Relaix Chateaux). La zona dispone de una gran oferta educativa, con colegios concertados y privados. Además, es una zona con mucho encanto para ir de compras ya que destacan las tiendas que ofertan productos gourmet, antiguas carbonerías convertidas en floristerías o de tiendas de ropa con gran selección de artículos.",True,good,False,True,10432.0,False,False,True,False,[],False,False,1930000.0,€,flat,"Almagro, Madrid",Piso en calle del Monte Esquinza,Destacado,,,,,,,
108552765,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/c9/76/1348465252.webp,W-030FZD,60,,1250000.0,chalet,sale,220.0,,5,4,calle del Vizconde de Uzqueta,Madrid,Madrid,Hortaleza,es,Palomas,40.4519246,-3.6105335,False,https://www.idealista.com/inmueble/108552765/,"Chalet pareado en Palomas Engel & Völkers presenta este magnifico Chalet de estilo Toscano, pareada de cinco dormitorios, tres baños y aseo de cortesía, todo ello en una ubicación privilegiada en Madrid cerca del anillo verde. PLANTA PRINCIPAL: Salón-comedor con chimenea de casette, salida al jardín trasero con paisajismo también de estilo toscano con barbacoa y zona de descanso. y acceso independiente al garaje. Cocina con zona de comedor de diario y un aseo de cortesia. PLANTA PRIMERA: Dormitorio principal de quince m2 con una terraza orientada al jardín, zona vestidor y cuarto de baño doble en suite Habitación con baño en suite y terraza privada. PLANTA SEGUNDA: En esta última planta se ubican tres habitaciones de buen tamaño y un cuarto de baño completo. PLANTA SEMISÓTANO: Garaje muy amplio para 2 vehículos calefacción de gas natural   aire acondicionado por Split. Armarios empotrados Reforma actualizada. Este exclusivo chalet se sitúa en La Piovera-Palomas, zona residencial de alto nivel en Madrid, delimitada por la M-40, la Avenida de los Andes y la A-2. Su excelente localización, a escasos minutos del centro urbano por la Avenida de América y próxima a todos los servicios básicos (educativos, de salud, comerciales, deportivos y de ocio), la convierte en uno de los enclaves más deseados por quienes quieren disfrutar de un entorno urbano y a la vez muy tranquilo y muy bien comunicado. Próximos a este bonito chalet se encuentran prestigiosos centros educativos nacionales e internacionales (Lycée Français, Numont, San José del Parque–Maristas, Colegio Bristol, Santa María de la Hispanidad, etc.), escuelas de negocios (ESIC) y varias escuelas infantiles. El barrio de Palomas se sitúa muy próximo a los Parques Juan Carlos I, Juan Pablo II, Quinta de los Molinos, Marqués de Suanzes y El Capricho. La zona cuenta con varios clubs deportivos (AQA Los Prunos y Club de Golf Olivar de la Hinojosa) y Centros Comerciales (El Corte Inglés Campo de las Naciones, HiperCor, Palacio del Hielo, Plenilunio, Arturo Soria Plaza). El barrio también se encuentra próximo a numerosos parques empresariales (Campo de las Naciones, IFEMA, Alameda de Osuna, Barajas, Julián Camarillo, Las Mercedes) y sedes empresariales (Banco Santander, AENA, Vorwek). El área de Palomas ofrece proximidad a las principales vías de circunvalación de Madrid (M-40, M-30) y M-12 (acceso rápido al aeropuerto de Madrid-Barajas y todas las Radiales). Cuenta con Estación de Metro Línea 5 (Canillejas) y Metro Línea 8 (Campo de las Naciones), además de numerosas líneas de autobús (L104-112-122 153).",False,good,False,,5682.0,False,False,False,False,[],False,False,1250000.0,€,chalet,"Palomas, Madrid",Chalet pareado en calle del Vizconde de Uzqueta,Destacado,semidetachedHouse,True,True,1300000.0,50000.0,4.0,
