propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
106791058,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/3c/93/48/1294117964.webp,20,6,330000.0,flat,sale,63.0,True,1,1,avenida de José Hierro,Madrid,Rivas-Vaciamadrid,Rivas Futura,es,40.3439151,-3.5238295,False,https://www.idealista.com/inmueble/106791058/,"¡Descubre tu nuevo hogar en Rivas! Este moderno piso de 63 m², construido en 2023, te ofrece un espacio diáfano donde el salón y la cocina se fusionan en un ambiente acogedor y luminoso. La cocina, amueblada en blanco y equipada con electrodomésticos en inox, perfecta para los amantes de la gastronomía. Disfruta de una terraza con vistas a la calle principal,  ideal para relajarte al final del día. El piso cuenta con un dormitorio con 3 armarios empotrados y aire acondicionado por conducto, garantizando confort durante todo el año, además de calefacción con suelo radiante. Cuenta con  1 baño completo con plato de ducha a medida y mampara, además de toallero. El inmueble cuenta con plaza de garaje y trastero anexo, todo ello en la misma escritura. La ubicación es inmejorable: a un paso del metro, con un gran parking exterior y cerca del nuevo Hospital HM y la residencia geriátrica Valdeluz. Rodeado de restaurantes, zonas de ocio, un centro comercial, parques y centro de salud, tendrás todo lo que necesitas al alcance de tu mano. , La entrada/salida a la A3 está a solo dos minutos. Este piso se encuentra situado en la sexta planta, orientado al norte y este, cuenta con ascensor, piscina, zona de coworking, gimnasio y spa incluido en la cuota de la comunidad, además de conserje 24h. Con una clase energética A, este inmueble es una oportunidad única para vivir en un entorno moderno y sostenible. ¡No dejes pasar esta oportunidad y ven a visitarlo!",False,good,False,True,5238.0,False,False,False,False,[],False,False,330000.0,€,True,True,flat,"Rivas Futura, Rivas-Vaciamadrid",Piso en avenida de José Hierro,,,,,,,
108114743,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/ee/b8/1340631835.webp,29,,328000.0,chalet,sale,187.0,,3,3,calle Miguel Ángel Blanco,Madrid,Colmenar del Arroyo,,es,40.4140671,-4.1972938,False,https://www.idealista.com/inmueble/108114743/,"GreenLife - Vende - **Chalet Pareado en Colmenar del Arroyo - El Lanchar** Descubre este encantador chalet unifamiliar pareado en la tranquila zona de ""El Lanchar"", Colmenar del Arroyo. Con un acceso cómodo desde la M501, esta propiedad de 132m² construidos en 380m² de parcela se distribuye en dos plantas que ofrecen un estilo de vida moderno y funcional. En la planta baja, un amplio salón comedor te da la bienvenida, con salida directa a una parcela diseñada para disfrutar al máximo. La cocina con office es perfecta para los amantes de la gastronomía, y un aseo adicional y un garaje de 23m² completan esta planta. Subiendo a la planta superior, encontrarás tres acogedoras habitaciones dobles, todas equipadas con armarios empotrados; y dos baños completos que garantizan comodidad para toda la familia. La parcela de 389m² está cuidadosamente distribuida en diferentes ambientes, incluyendo un cenador exterior techado y una barbacoa ideal para reuniones familiares y con amigos. Además, la piscina vallada proporciona seguridad a pequeños y mayores, mientras disfrutan del verano. El entorno natural protegido que rodea la vivienda ofrece un refugio de paz y tranquilidad, complementado por zonas ajardinadas que invitan a relajarse. Con calefacción eléctrica, y estufa de pellets para mayor confort así como una orientación que maximiza la luz natural, este chalet es perfecto para quienes buscan calidad de vida en un entorno privilegiado. ¡No pierdas la oportunidad de hacer de este lugar tu nuevo hogar! CONTAMOS CON DEPARTAMENTO FINANCIERO, que ofrece ASESORAMIENTO SIN COMPROMISO NI COSTE Para estudiar tu capacidad real de CRÉDITOS/FINANCIACIÓN. Nuestros Asesores proporcionan todas las garantías en la compraventa con financiación. **ANUNCIO NO VINCULANTE, A TITULO INFORMATIVO Y NO CONTRACTUAL**.",True,good,False,,1754.0,True,True,False,False,[],False,False,328000.0,€,True,True,chalet,Colmenar del Arroyo,Chalet adosado en calle Miguel Ángel Blanco,CC100,terracedHouse,,,,,
106552641,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/65/cc/1286731315.webp,33,2,395000.0,flat,sale,84.0,True,1,1,via de las Dos Castillas,Madrid,Pozuelo de Alarcón,Zona Avenida Europa,es,40.4325366,-3.8056188,False,https://www.idealista.com/inmueble/106552641/,"* DEMANUEL INMOBILIAIRA * tiene el placer de ofrecer en EXCLUSIVA este magnífico piso con plaza de garaje, ¡ideal para inversores!   ¡Los arrendatarios nos han permitido hacer fotos y tour virtual pero no admiten visitas y el que lo compre subrogará al contrato de arrendamiento vigente!  La propiedad es extremadamente luminosa y cuenta con una amplia habitación en suite, equipada con armarios empotrados y baño completo. El salón y la cocina están actualmente separados, pero existe la posibilidad de abrir y fusionar ambos espacios, ofreciendo un gran potencial de personalización. La plaza de garaje es amplia y cómoda, garantizando la comodidad de aparcamiento. Construidos de vivienda 64 m2 Construidos de garaje 20 m2 *El piso se vende en rentabilidad, ya que actualmente se encuentra alquilado a una encantadora pareja, con contrato en vigor hasta el *15 de marzo de 2027*. Si lo desean, los inquilinos están dispuestos a renovar el contrato, lo que proporciona una excelente oportunidad de inversión estable. La comunidad es muy cuidada y ofrece diversas comodidades como piscina, zona infantil y amplias áreas ajardinadas. Además, la urbanización es muy segura, con portero físico y vigilancia 24 horas. Ubicado en la *mejor zona de Pozuelo, en la *Avenida de Europa*, disfrutarás de una amplia oferta de servicios, como restaurantes, comercios, supermercados, la iglesia de Cana y hermosas zonas verdes para pasear.  En cuanto a la comunicación, está perfectamente conectada por carretera con las principales vías M-500, M-503 y M-40. Además, tienes acceso rápido al metro ligero y autobuses, lo que te permitirá desplazarte con facilidad a cualquier punto de Madrid. I. B. I. casa 243,49 I. B. I. Garaje 25,20 Gastos de comunidad vivienda: 105,37 Gasto de comunidad garaje: 14,05 Renta actual: 946,87 €/ Mes (Actualizado en Marzo de 2025) ¡No pierdas esta excelente oportunidad de inversión! Contáctanos para más detalles.",True,good,False,True,4702.0,True,False,True,False,[],False,False,395000.0,€,True,True,flat,"Zona Avenida Europa, Pozuelo de Alarcón",Piso en via de las Dos Castillas,VIADOSCAS,,Zona Avenida Europa,,,,
108084983,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/70/b8/1353630446.webp,38,2,233000.0,flat,sale,67.0,False,2,1,calle Benjamín Palencia,Madrid,Torrejón de Ardoz,Sureste,es,40.4552266,-3.4490976,False,https://www.idealista.com/inmueble/108084983/,"PISO CON INQUILINOS - SOLO INVERSORES - IDEALISTA Propiedad con inquilino construida en el 2009 en Torrejón de Ardoz, Madrid. Es un piso que cuenta con 52,68 m2 útiles, consta de 2 dormitorios, 1 baño, cocina, sala, trastero y garaje. La finca cuenta con ascensor, dispone de piscina como área común el contrato de alquiler se aportara cuando este la oferta aceptada las fotografías corresponden a un piso de la promoción Inviertis es la web de inversión inmobiliaria nº1 en España. En inviertispro. com puedes ver y comparar inmuebles en rentabilidad en todo el país. Todos los activos publicados son en EXCLUSIVA y están alquilados y al día de pago. Si entras en la web tendrás acceso al contrato de alquiler vigente, renta mensual, rentabilidad y un completo análisis financiero del comportamiento de ese inmueble a lo largo del tiempo. Se trata de inmuebles procedentes de propietarios y grandes fondos que no encontrarás en ningún otro sitio porque Inviertis solo trabaja con: Inmuebles en exclusiva Pisos y casas con contrato de alquiler vigente Inquilinos al día de pago Rentabilidades por encima del 5% En Inviertis nos encargamos de todo, para que el inversor solo tenga que comprar y rentar. Así de fácil.",False,good,False,True,3478.0,True,False,False,False,[],False,False,233000.0,€,True,True,flat,"Sureste, Torrejón de Ardoz",Piso en calle Benjamín Palencia,TES005,,,,,,
108381977,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/cc/55/1342435941.webp,7,2,2200000.0,flat,sale,226.0,True,3,4,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,40.4231061,-3.6944404,False,https://www.idealista.com/inmueble/108381977/,"Elegante Apartamento Reformado con Encanto Clásico y Confort Moderno Descubre este magnífico apartamento recientemente renovado, ideal para quienes buscan amplitud, comodidad y estilo en un entorno urbano con gran personalidad. Con una generosa superficie, esta vivienda ofrece tres dormitorios y cuatro baños, proporcionando el espacio perfecto para una vida confortable tanto en familia como en pareja. El edificio, de corte clásico, dispone de ascensor y servicio de portería, lo que añade un toque de distinción y funcionalidad al día a día. La propiedad cuenta con todas las comodidades actuales: aire acondicionado, calefacción individual a gas y una cocina completamente equipada. Además, dispone de una acogedora terraza privada, ideal para relajarse al aire libre sin salir de casa. Este hogar combina con acierto la elegancia de la arquitectura tradicional con las exigencias de la vida moderna, convirtiéndose en una excelente opción para quienes valoran la calidad, la ubicación y el diseño. La zona en la que se encuentra es conocida por su ambiente sofisticado, su vibrante vida cultural y una amplia oferta de ocio y gastronomía. Rodeada de galerías de arte, tiendas exclusivas, restaurantes con encanto y espacios históricos, se trata de un lugar ideal para quienes desean vivir en una de las áreas más atractivas y mejor conectadas de la ciudad. Una oportunidad única para disfrutar de un estilo de vida urbano, cómodo y con personalidad. Contáctanos para más información.",False,good,False,True,9735.0,False,False,False,False,[],False,False,2200000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso,a2d035cb-4b2d-4ddc-a343-33fc584477cd-0,,Chueca-Justicia,,,,
108353946,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/59/c6/1341601678.webp,16,bj,219000.0,flat,sale,65.0,True,1,1,calle de las Islas Vírgenes,Madrid,Madrid,Fuencarral,es,40.4948192,-3.6895117,False,https://www.idealista.com/inmueble/108353946/,"Descubre esta encantadora vivienda situada en la calle Islas Vírgenes, en pleno barrio de Fuencarral Esta vivienda exterior en planta baja, con 64 m² construidos, ofrece una distribución muy funcional y llena de luz natural. Cuenta con:  Un salón-comedor amplio  Cocina independiente con tendedero  1 dormitorio con armario empotrado  1 baño completo con bañera  Acogedor hall de entrada La finca, con tan solo dos alturas, dispone de ascensor y garantiza un entorno tranquilo y privado. La orientación norte-sur aporta luminosidad durante todo el día. El piso necesita reforma, lo que representa una excelente oportunidad para personalizar tu hogar o realizar una inversión con alto potencial de revalorización. Gracias a su distribución eficiente y versátil, cada metro cuadrado está bien aprovechado y ofrece la posibilidad de crear una segunda habitación, adaptándose fácilmente a tus necesidades o a un proyecto de rentabilidad. Para ayudarte a visualizar su potencial, te mostramos imágenes inspiradoras de cómo podría quedar tras la reforma, con propuestas modernas, funcionales y llenas de luz. Servicios y ubicación: Zona residencial consolidada con supermercados, farmacias, colegios, centros médicos y zonas verdes Conexión inmejorable con líneas de autobús, metro y acceso rápido a M-30, M-40 y A-1 Todo tipo de bares, restaurantes y comercios a pocos minutos Precio negociable. Una oportunidad perfecta tanto para parejas que quieran empezar su vida juntos como para inversores en busca de rentabilidad. ¡Ven a verlo! Imagina tu nuevo hogar y hazlo realidad.",True,renew,False,True,3369.0,True,False,False,False,[],False,False,219000.0,€,,,flat,"Tres Olivos - Valverde, Madrid",Piso en calle de las Islas Vírgenes,,,Tres Olivos - Valverde,,,,
108845100,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/63/bf/1356794083.webp,15,1,225000.0,flat,sale,75.0,True,3,1,calle Adrada de Haza,Madrid,Madrid,Puente de Vallecas,es,40.388594,-3.6482349,False,https://www.idealista.com/inmueble/108845100/,"¡SIN COMISIÓN DE INTERMEDIACIÓN PARA EL COMPRADOR! � ¡Excelente oportunidad de adquirir tu nuevo hogar! Ponemos a tu disposición esta espaciosa propiedad ubicada en un edificio residencial, ideal para quienes buscan confort y cercanía a todos los servicios. Desde el primer momento, su cálido ambiente te hará sentir en casa. Distribuida de forma funcional, esta vivienda ofrece múltiples estancias que se adaptan perfectamente a las necesidades de una vida moderna.  Características destacadas: Con grandes posibilidades de reforma o actualización para personalizar a tu gusto. Espacios amplios y muy luminosos, perfectos para disfrutar en familia o con amigos. Suelos de parquet, armarios empotrados y cocina con galería acristalada. Amplio balcón ideal para disfrutar del aire libre desde tu propio hogar. Ubicada en una zona tranquila, pero a escasos minutos del centro de la localidad, donde encontrarás supermercados, comercios, hostelería, plazas y mucho más. Una excelente inversión para crear el hogar de tus sueños o como proyecto de reforma. ¡No dejes pasar esta oportunidad!",False,renew,False,False,3000.0,True,False,False,False,[],False,False,225000.0,€,,,flat,"Portazgo, Madrid",Piso en calle Adrada de Haza,LIRE-03527,,Portazgo,,,,
108302494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/81/ab/1353770800.webp,78,,860000.0,chalet,sale,416.0,,4,5,calle Islas Canarias,Madrid,Boadilla del Monte,Valdepastores - Las Encinas,es,40.4262924,-3.8905071,False,https://www.idealista.com/inmueble/108302494/,"Vivienda en la urbanización Calme House de Boadilla del Monte Exclusiva urbanización con vigilancia 24 horas y servicio de jardinería, ideal para quienes buscan tranquilidad y privacidad en un entorno natural. La casa cuenta con más de 350 m² construidos distribuidos en varias plantas, y se encuentra ubicada en una parcela de 443 m² con zonas ajardinadas tanto delanteras como traseras. Al acceder a la vivienda nos recibe un cuidado jardín delantero con vegetación consolidada que aporta privacidad y encanto desde la entrada. Planta calle: Entrada a través de una imponente puerta que da paso a un distribuidor. Desde aquí accedemos a una cocina con zona de office, un gran salón a doble altura con comedor, y un aseo de cortesía. El salón tiene salida directa a un amplio porche cubierto con jacuzzi, y al jardín trasero con piscina privada, ideal para el descanso y el ocio. Primera planta: 4 dormitorios, 3 de ellos en suite. Todas las habitaciones disponen de acceso a terrazas cubiertas, una de ellas actualmente habilitada como oficina/vestidor. Planta sótano: Espacio ampliado con acceso directo al jardín, ideal para zona de juegos, gimnasio o dormitorio adicional. Garaje con entrada independiente, con capacidad para 2 coches, además de espacio para 2 vehículos en la rampa y uno más en la entrada. La vivienda se encuentra en buen estado, con armarios empotrados, calefacción por gasoil, y una orientación norte-sur que garantiza ventilación cruzada y temperatura agradable durante todo el año. Una casa que combina amplitud, comodidad y privacidad en una de las zonas más demandadas de Boadilla del Monte.",True,good,False,,2067.0,True,True,False,False,[],False,False,860000.0,€,True,True,chalet,"Valdepastores - Las Encinas, Boadilla del Monte",Chalet pareado en calle Islas Canarias,,semidetachedHouse,,,,,
108674250,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/51/d3/1351784560.webp,21,1,214900.0,flat,sale,70.0,True,3,1,calle de Belzunegui,Madrid,Madrid,Carabanchel,es,40.3749908,-3.7406283,False,https://www.idealista.com/inmueble/108674250/,"¡Descubre tu nuevo hogar con la oportunidad de financiación hasta el 100%! Dispone de todos los servicios, farmacias, restaurantes y cercano al metro a pocos minutos caminando, a pocos super mercados, centro de salud, paradas de autobuses y colegios. El inmueble esta ubicado zona residencial muy tranquila. zonas verdes. Rodeado de hermosos jardines. Piso de 70M2 gran salón comedor muy amplio y luminoso cuenta con ventanas climalit abatibles que permiten un fantástico aislamiento térmico y acústico con suelo de tarima. Cuenta con 3 habitaciones amplias con armarios empotrados y armarios hechos a la medida perfecto para todos los gustos. Baño resiente mente REFORMADO con suelos de ceramica y plato de ducha. Este piso es una oportunidad única para convertirlo en el hogar de tus sueños. Con la experiencia de más de 11 años en SOLUCIONES INMOBILIARIAS, nuestro equipo de profesionales está listo para ofrecerte el mejor asesoramiento personal. Además, contamos con un departamento jurídico y financiero para facilitar todo el proceso de compra. No pierdas la oportunidad de vivir en un lugar que lo tiene todo: comodidad, ubicación y potencial. ¡Contáctanos hoy mismo y ven a visitarlo!",False,good,False,False,3070.0,False,False,False,False,[],False,False,214900.0,€,,,flat,"Puerta Bonita, Madrid",Piso en calle de Belzunegui,,,Puerta Bonita,219000.0,4100.0,2.0,
107750037,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/d9/f1/1323686935.webp,35,7,960000.0,penthouse,sale,148.0,True,3,1,calle de Cea Bermúdez,Madrid,Madrid,Chamberí,es,40.4398859,-3.7132873,False,https://www.idealista.com/inmueble/107750037/,"Sin ninguna comisión ni gasto de agencia para el comprador. Magnífico ático con gran terraza de 27 m2. Muy luminoso en todas sus estancias gracias a su orientación este y sur. Amplia plaza de garaje (coche + moto), en el mismo edifico y con ascensor directo, incluida en el precio. Superficies construidas en el Registro de la Propiedad: - Vivienda: 102,42 m2 - Plaza de garaje: 31,27 m2 - Zonas comunes: 14 m2 Fácil reforma y redistribución: - Todas las estancias tienen ventana - Únicamente hay dos pilares y una chimenea de ventilación - Hay bajantes y ventilación para un segundo cuarto de baño en el dormitorio principal Disponemos de propuesta y presupuesto de reforma integral (95.000 €): fontanería, electricidad, ventanas, cerramiento parcial de la terraza y aire acondicionado por conductos, para 3 dormitorios y 2 cuartos de baño completos. En el anuncio se incluyen imágenes de algunas instancias, recreando una posible actualización. Portero físico todos los días (sábados y domingos incluidos) con vivienda en la finca, que presta servicio de recogida de basuras en cada vivienda. Edifico representativo, con gran portal y acceso adaptado para silla de ruedas Gastos: - Comunidad de propietarios: 160 €, que incluyen la calefacción y el agua caliente centrales - IBI: 600 € anuales. No dude en llamarnos para visitarlo, en cualquier horario de lunes a sábado, ambos incluidos.",True,renew,False,True,6486.0,True,False,False,False,[],False,False,960000.0,€,True,True,flat,"Gaztambide, Madrid",Ático en calle de Cea Bermúdez,,penthouse,Gaztambide,,,,
