propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108032853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/4d/4a/1331784927.webp,26,1,565000.0,flat,sale,78.0,True,2,2,calle de Zabaleta,Madrid,Madrid,Chamartín,es,Prosperidad,40.4453628,-3.6730052,False,https://www.idealista.com/inmueble/108032853/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Prosperidad, en Madrid. La vivienda está ubicada en la 1 planta exterior con ascensor. Dispone de una superficie total de 78 m², distribuidos en salón y comedor, cocina abierta amueblada, 2 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y trastero. Situado en el barrio de Prosperidad, en la Calle Zabaleta, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Auditorio Nacional de Música, el Parque de Berlín y del Intercambiador de Avenida de América. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a las estaciones de metro Prosperidad (L4) y Cruz del Rayo (L9). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,7244.0,True,False,False,False,[],False,False,565000.0,€,flat,,"Prosperidad, Madrid",Piso en calle de Zabaleta,Top,CLK00/4872,,,,,,
108160494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/4e/4b/1335667395.webp,26,3,310000.0,flat,sale,80.0,True,3,1,plaza del Doctor Lozano,Madrid,Madrid,Puente de Vallecas,es,Numancia,40.4045383,-3.6594662,False,https://www.idealista.com/inmueble/108160494/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Numancia, en Madrid. La vivienda está ubicada en la 3 planta exterior con ascensor. Dispone de una superficie total de 80 m², distribuidos en salón y comedor, cocina independiente amueblada, 3 dormitorios y 1 baño. Además, cuenta con ascensor, cocina amueblada y aire acondicionado. Situado en el barrio de Numancia, en la Plaza Doctor Lozano, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Puente de Vallecas (L1). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,3875.0,True,False,False,False,[],False,False,310000.0,€,flat,,"Numancia, Madrid",Piso en plaza del Doctor Lozano,Top,CLK00/4966,,,,,,
108406661,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/67/17/1343771599.webp,25,5,525000.0,flat,sale,89.0,True,3,2,calle del Galeón,Madrid,Madrid,Barajas,es,Alameda de Osuna,40.4580516,-3.5852068,False,https://www.idealista.com/inmueble/108406661/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicada en el barrio de Alameda de Osuna, en Madrid. La vivienda está ubicada en la 5 planta exterior con ascensor. Dispone de una superficie total de 89 m², distribuidos en salón y comedor, cocina abierta equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado, jardín y accesibilidad para personas con movilidad reducida. Situado en el barrio de Alameda de Osuna, en la Calle del Galeón, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Parque de Juan Carlos I, y a unos minutos en coche del Aeropuerto Adolfo Suárez Madrid-Barajas, el Centro Comercial Plenilunio y El Corte Inglés Campo de Las Naciones. A su vez. está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Alameda de Osuna (L5). Agenda tu visita y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,5899.0,True,False,False,False,[],False,False,525000.0,€,flat,,"Alameda de Osuna, Madrid",Piso en calle del Galeón,Top,CLK00/4979,,,,,,
106570357,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/43/ed/1316052639.webp,29,1,1350000.0,flat,sale,142.0,True,3,3,calle de Viriato,Madrid,Madrid,Chamberí,es,Almagro,40.4373092,-3.6961896,False,https://www.idealista.com/inmueble/106570357/,"Maravillosa propiedad en Almagro Engel & Völkers presenta esta luminosa propiedad reformada hace siete años con tres dormitorios y tres baños.  Al entrar nos encontramos un amplio salón comedor que da paso a una cocina independiente totalmente equipada con electrodomésticos y con zona de lavandería para la lavadora-secadora. La zona de descanso está conformada por tres dormitorios, ambos con baños en suite y uno independiente. Una propiedad perfecta para familias, profesionales o inversores que deseen una propiedad en una de las áreas con mayor demanda de la ciudad. Hablar del Triángulo de Oro de Almagro (Castellana-Génova-Almagro) es hablar de exclusividad, prestigio y seguridad. Históricamente conocido por albergar las residencias más señoriales de la capital, esta reducida zona dispone asimismo de todos los servicios e infraestructuras imaginables. Alberga también diversas embajadas, organismos oficiales y numerosas galerías de arte. En concreto, esta propiedad se ubica muy cercana a los barrios de Recoletos y Justicia. En el primero de ellos podemos encontrar las firmas de moda internacionales más exclusivas; mientras que Justicia se define por su dinamismo y ambiente bohemio, concentrando los locales de hostelería más influyentes de la capital. La vivienda se encuentra ubicada en una de las vías principales del barrio, teniendo muy buenas comunicaciones y todos los servicios de un barrio consolidado. Próximo a vías principales como Paseo de la Castellana, Santa Engracia, o plazas como la plaza de Colón o plaza de la Villa de Paris, esta propiedad está situada en una ubicación estratégica.",False,good,False,True,,9507.0,True,False,False,False,[],False,False,1350000.0,€,flat,,"Almagro, Madrid",Piso en calle de Viriato,Top,W-02XNIF,,,,,,
104614289,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/86/61/1221015710.webp,19,,1099000.0,chalet,sale,308.0,,4,4,J. Carlos Ureta Saorín s/n,Madrid,Torrelodones,Las Marías,es,,40.5725118,-3.9401607,True,https://www.idealista.com/obra-nueva/104614289/,"LICENCIA CONCEDIDA, INICIO DE OBRA PREVISTO MAYO 2025. Descubre Agara, el nuevo proyecto de Circular Homes en el exclusivo enclave de Las Marías, Torrelodones. Estas 14 viviendas unifamiliares de 4 y 5 dormitorios, con piscina y jardín privado de más de 400 m2 ofrecen la oportunidad de disfrutar de vistas impresionantes hacia la majestuosa sierra gracias a su ubicación privilegiada en la cota más elevada del nuevo ámbito. Además, su lindero con el bosque protegido y no urbanizable garantiza un entorno natural excepcional que promueve la tranquilidad y el bienestar. Su diseño lleva la firma de Burgos&Garrido, autores de proyectos tan reconocidos y premiados internacionalmente como Madrid Río. La imagen de las viviendas es el resultado de una arquitectura sofisticadamente sobria, intemporal, de espacios interiores y paisajismo muy elaborados que se ponen al servicio de una vida confortable y plena, en la que caben serenos rincones íntimos, grandes terrazas y vivos espacios sociales. Las estancias de la casa se ordenan en tres piezas dispuestas para captar simultáneamente el sol y enmarcar las privilegiadas vistas próximas y lejanas.    Estos hogares han sido concebidos bajo los principios de la economía circular. Su construcción busca reducir la huella hídrica, y hace un uso responsable de la energía. Se pretende eliminar la toxicidad de los materiales utilizados y las técnicas de construcción procuran la circularidad y minimizan el consumo de recursos fósiles, tanto en el proceso constructivo como en el uso diario de la vivienda. Sus orientaciones, protecciones solares adecuadas y un sistema de aislamientos y de instalaciones altamente eficaz, hacen de estas viviendas hábitats sostenibles y cuidan la salud de quienes las habitan.   Su ubicación estratégica te permite disfrutar de lo mejor de dos mundos: a tan solo 20 minutos tanto de la ciudad de Madrid como de las verdes montañas de la sierra. Todo ello, disponiendo de los abundantes servicios del municipio de Torrelodones al alcance tu mano. Agara se erige como el lugar ideal para aquellos que buscan una combinación perfecta entre la comodidad urbana y la belleza natural.",True,newdevelopment,True,,False,3568.0,True,False,False,False,[],False,False,1099000.0,€,chalet,terracedHouse,"Las Marías, Torrelodones",Chalet adosado en J. Carlos Ureta Saorín s/n,Top,V08,True,True,,,,
108627715,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/93/5c/1350375920.webp,20,3,169000.0,flat,sale,44.0,True,2,1,calle Castillo de Manzanares,Madrid,Madrid,San Blas,es,Simancas,40.4299406,-3.6263887,False,https://www.idealista.com/inmueble/108627715/,"CONTACTAR CON EXTENSIÓN Nº3 ***VIVIENDA ALQUILADA*** Ofrecemos en exclusiva piso atractivo para inversores, la vivienda cuenta con inquilino con contrato en vigor ofreciendo rendimiento desde el primer día. Piso reformado en el 2020 de 44m2 construidos, en una tercera planta, cuenta con 2 dormitorios amplios, Salón acogedor y exterior con cocina americana, amplio baño completo con plato de ducha y ventana.  Vivienda muy luminosa, cuenta con armarios empotrados, calefacción eléctrica y aire acondicionado en todas las estancias. La vivienda se encuentra a pocos pasos de la estación de Simancas (Línea 7), con conexión directa a Avenida de América y zona noreste de Madrid. Autobuses EMT: Líneas 38, 48, 140 y N6 en las inmediaciones. Fácil acceso a M-40, A-2 y Calle Alcalá, lo que facilita desplazamientos hacia el centro y salidas de Madrid. Comercios y servicios cercanos, Centro comercial Carrefour las Rosas, Supermercados: Mercadona, Ahorramás, Carrefour, Día y pequeños comercios locales muy próximos. Centros educativos: CEIP Ramón María del Valle Inclán, IES Carlos III, colegios concertados y guarderías en el entorno. Salud y servicios: Centro de Salud Simancas, farmacias, centros deportivos municipales y gimnasios. Ocio y zonas verdes: Parques cercanos como el Parque El Paraíso, ideal para pasear o hacer ejercicio al aire libre. Oportunidad para inversores. Esta propiedad representa una excelente oportunidad de inversión en una zona con demanda de alquiler constante. Al contar con inquilino, el nuevo propietario puede obtener rentabilidad inmediata, además de la posibilidad de reformar y revalorizar la vivienda a medio plazo. Solicita más información y descubre esta oportunidad en San Blas.   西亚房产为您服务‼️ 想买房 想贷款 想投资 或者想卖房的朋友们 欢迎大家联系我们讲叙您的需求 我们为您量身打造一个方案帮您实现✔ 添加我们微信号: Bafre2004 关注更多房源  ¿NECESITA HIPOTECA? No dude en contactar con nosotros:  ¿VENDE SU INMUEBLE?  Con oficinas en Madrid y Pekín, BAFRE cuenta con una importante cartera de clientes e inversores internacionales, sobre todo asiáticos. Coordinamos viajes constantes de clientes chinos a Madrid, y les ayudamos en la gestión para obtener el Visado Oro de residencia. Más de veinte años de experiencia en el sector. Valoramos gratuitamente su inmueble y ofrecemos servicios de asesoramiento jurídico y fiscal, además de disponer de un departamento postventa.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual.) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,False,,3841.0,True,True,False,False,[],False,False,169000.0,€,flat,,"Simancas, Madrid",Piso en calle Castillo de Manzanares,Top,BFP-V1422,,,175000.0,6000.0,3.0,
107154653,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/7b/26/1304630851.webp,34,2,875000.0,flat,sale,140.0,True,3,2,"paseo de la Dirección, 161",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4679358,-3.7086742,True,https://www.idealista.com/inmueble/107154653/,"PISO CON TERRAZA EN URBANIZACIÓN CON PISCINA EN VALDEACEDERAS aProperties presenta estupendo apartamento en la exclusiva urbanización Skyline Park (construcción de 2022 con sello BREEAM de Sostenibilidad).    El apartamento se compone de salón-comedor con acceso a una agradable terraza con vistas despejadas a la Sierra de Madrid, cocina con terraza tendedero, 3 dormitorios y 2 baños. Se vende amueblado y la cocina íntegramente equipada.     Disfruta de fantásticas zonas comunes: piscina en planta baja, piscina panorámica en la planta 25, zona coworking, sala celebraciones, jardines, gimnasio, sauna, huerto urbano y conserjería con servicio 24 horas, 365 días al año.     El precio incluye una plaza de garaje de tamaño grande y trastero.   Skyline tiene una ubicación estratégica, en una de las zonas con más proyección de la capital, con vistas panorámicas sobre todo Madrid y La Sierra y a pocos minutos del Paseo de la Castellana, las 4 Torres, Azca, la estación de Chamartín, los accesos norte y nordeste de la M-30 y multitud de zonas verdes y deportivas.   ¿Te imaginas vivir aquí?    Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,,6250.0,True,False,False,False,[],False,False,875000.0,€,flat,,"Valdeacederas, Madrid","Piso en paseo de la Dirección, 161",Top,VM2501052,True,True,,,,
91106420,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/b1/13/1327477636.webp,42,,5500000.0,chalet,sale,1017.0,,8,8,Barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4571352,-3.631768,False,https://www.idealista.com/inmueble/91106420/,"DE SALAS LUXURY HOMES MAV01991 les presenta esta fantástica vivienda. MUCHAS DE NUESTRAS PROPIEDADES NO APARECEN EN IDEALISTA. CONSULTE EN NUESTRA PÁGINA WEB DE “De Salas”, PARA VER MÁS VIVIENDAS EN EXCLUSIVA. Sobre una impresionante parcela de 1.300 m2 se asienta este exquisito chalet independiente de 1.017 m2 construidos. El impecable jardín rodea la espectacular casa y, al entrar en ella, el gran hall de recepción nos da paso a dos grandes salones en distintas alturas y espacios, teniendo salida al porche y jardín por la zona del comedor. La amplia cocina tiene acceso a la zona de servicio con 2 dormitorios y baño. Tenemos también un despacho y un coqueto aseo de cortesía para los invitados. MUCHAS DE NUESTRAS PROPIEDADES NO APARECEN EN IDEALISTA. CONSULTE EN NUESTRA PÁGINA WEB DE “De Salas”, PARA VER MÁS VIVIENDAS EN EXCLUSIVA. En la primera planta se encuentran 4 dormitorios, todos amplios, y 2 baños. El dormitorio principal es fantástico: en suite y con un inmenso vestidor. El baño tiene, además, jacuzzi. El dormitorio de invitados también es en suite y tiene acceso a la gran terraza. Hay otros 2 dormitorios que comparten un baño completo. A ésta planta la bordea la preciosa terraza. La segunda planta tiene otros 2 dormitorios y 2 baños. Hay un formidable cuarto de estar con acceso a otra impresionante terraza de 130 m2. La planta sótano es el enclave que sostiene la vertiente práctica de la casa: otra zona de servicio con lavandería, alguna otra estancia polivalente y un maravilloso spa y gimnasio con acceso al jardín y piscina. Tenemos en ésta planta también el garaje, con capacidad para 6 coches. La calefacción es la más eficiente: gas natural por suelo radiante. En el espectacular jardín podemos disfrutar de la gran piscina en piedra caliza y de la bonita zona de barbacoa. Hay garita de seguridad. Es, sin duda, una maravillosa opción de compra. DESCRIPCIÓN: 8 Dormitorios + 7 Baños + Aseo de cortesía PLANTA PRINCIPAL: Gran hall de entrada - 2 Salones en distintas alturas con gran comedor y salida al porche y piscina - Cocina con acceso a zona servicio con 2 dormitorios y 1 baño - Despacho y aseo de invitados PRIMERA PLANTA: 4 Dormitorios + 3 Baños - Terraza bordeando casa SEGUNDA PLANTA: Cuarto de estar y terraza (130m) - 2 Dormitorios y 2 Baños PLANTA SÓTANO: Cuarto polivalente y baño - Zona servicio con lavandería - Spa y gimnasio con baño y acceso a jardín Calefacción gas natural suelo radiante / A/A Garaje (6 coches) Jardín bordeando la casa Gran piscina de piedra caliza con spa y zona barbacoa Garita seguridad.",True,good,False,,,5408.0,True,False,False,False,[],False,False,5500000.0,€,chalet,independantHouse,"Conde Orgaz-Piovera, Madrid",Casa independiente,Top,MAV01991,True,True,,,,
108662610,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/bf/9d/1351933323.webp,15,,4925000.0,duplex,sale,322.0,True,3,4,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.444137,-3.6833027,False,https://www.idealista.com/obra-nueva/108662610/,"Tres viviendas únicas con jardín, terrazas y piscina privada, donde el diseño contemporáneo se encuentra con la exclusividad. Firmado por el arquitecto Rafael Robledo, este proyecto residencial de obra nueva se sitúa en el corazón de El Viso, próximo a la Fuente de los Delfines, una de las zonas más exclusivas y tranquilas de Madrid, donde la privacidad y el diseño contemporáneo se integran con el entorno residencial más consolidado de la capital. El conjunto está formado por solo tres viviendas singulares, concebidas como un ejercicio de lujo discreto y sofisticación funcional. Con interiores diseñados por Pablo Sepúlveda, los espacios destacan por su estética serena y cálida, con materiales nobles como maderas de alta gama y piedra natural, que aportan armonía, textura y elegancia a cada estancia. La luz natural es protagonista gracias a los grandes ventanales que conectan el interior con amplios espacios exteriores de uso totalmente privado: jardines, terrazas y piscinas que prolongan la vida del hogar hacia el aire libre. Las viviendas, con superficies entre 262 y 573 m², ofrecen amplias zonas sociales, cocinas equipadas con opción abierta o cerrada, dormitorios en suite con vestidores y estancias versátiles adaptables a biblioteca, sala de estar o espacio de trabajo. Con una superficie construida de 322 m², esta vivienda se desarrolla en dos plantas y se abre a un cuidado jardín privado con piscina. La planta baja acoge una amplia zona social —salón, comedor y cocina equipada con opción abierta o cerrada— y una suite principal con vestidor y salida directa al jardín. En la planta superior se encuentran dos dormitorios en suite, ambos con excelentes proporciones y luminosidad. La propiedad incluye dos plazas de garaje con acceso directo y un trastero. Una propuesta única que interpreta el lujo con discreción, diseño y equilibrio, para quienes buscan vivir El Viso desde la autenticidad y la excelencia.",False,newdevelopment,True,False,False,15295.0,True,False,False,False,[],False,False,4925000.0,€,flat,duplex,"El Viso, Madrid",Dúplex,Top,A,True,True,,,,
105598307,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/4b/cf/1257242486.webp,25,5,4100000.0,flat,sale,254.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4311511,-3.6862185,False,https://www.idealista.com/inmueble/105598307/,"Esta vivienda es simplemente espectacular, al entrar nos reciben amplias estancias llenas de luz y con un diseño moderno de línea colonial, en tonos armoniosos.  La decoración minimalista y cuidada resalta la amplitud de cada espacio, haciendo de esta vivienda por proporción en metros, habitaciones y ubicación, el hogar perfecto para vivir.  El salón-comedor se sitúa en el centro del hogar, con una integración perfecta de la cocina. El mobiliario negro en la cocina aporta un toque elegante y vanguardista, La isla central es el lugar ideal para preparar desayunos y comidas.  La zona de descanso se compone de la siguiente forma, el dormitorio principal con su baño en suite y gran vestidor, él segundo dormitorio de gran tamaño, también dispone de vestidor y baño en suite, por último, un tercer dormitorio con su baño incorporado y amplios armarios. La vivienda se vende completamente amueblada.  El edificio se encuentra en perfecto estado de conservación y dispone de servicio de portería.  La zona no puede ser mejor, con tiendas de lujo, restaurantes de renombre y la vibrante vida nocturna de Madrid a pocos pasos de distancia. Un verdadero hogar en el corazón de Madrid.",True,good,False,True,,16142.0,True,False,False,False,[],False,False,4100000.0,€,flat,,"Recoletos, Madrid",Piso,Top,BHHS-MAD-0296,,,4500000.0,400000.0,9.0,
100478694,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/b6/96/1088792996.webp,13,,2455000.0,chalet,sale,504.0,,5,6, del Naranjo de Bulnes s/n,Madrid,Ciudalcampo,,es,,40.6272365,-3.6119637,True,https://www.idealista.com/obra-nueva/100478694/,"En Ciudalcampo, Blossom presenta Qhomes 6. 6 Viviendas independientes en un excepcional emplazamiento, en parcelas desde 2.500 m2 hasta los 4.000 m2  El singular diseño de las viviendas tiene su origen en la unión entre un minucioso análisis del entorno natural en el que se ubica y las excepcionales características que cada Qhome debe atesorar.  El juego flexible de volúmenes que caracteriza esta promoción permite sacar el máximo partido al entorno, consiguiendo unas increíbles vistas desde todas las viviendas y siempre respetando la valiosa arboleda preexistente.  El resultado es una armoniosa composición geométrica, elegante y rotunda, integrada en un paisaje verde donde cada vivienda conserva su privacidad gracias a la orientación y composición de las zonas comunes y zonas privadas. Los grandes ventanales y la orientación de los mismos hacen que la luz natural bañe cada estancia, consiguiendo además una transición interior/exterior única.   La organización interna de la vivienda se genera desde el vestíbulo principal, que es el gran protagonista. Un amplio espacio de entrada con un gran ventanal a doble altura y vistas al jardín divide la zona de día de la zona de noche.  El proyecto ofrece eficiencia energética y sostenibilidad ambiental. Qhomes ofrece la posibilidad de personalización tanto en diseño interior como en los acabados, incluso ampliación del programa de vivienda.",True,newdevelopment,True,,False,4871.0,True,False,False,False,[],False,False,2455000.0,€,chalet,independantHouse,Ciudalcampo,Casa independiente en  del Naranjo de Bulnes s/n,Top,Vivienda F,True,True,,,,
108529079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/c2/9d/1347596555.webp,29,2,385000.0,flat,sale,114.0,True,3,2,alto de San Isidro,Madrid,Madrid,Carabanchel,es,San Isidro,40.3981323,-3.7215384,False,https://www.idealista.com/inmueble/108529079/,"CONTACTAR CON EXTENSIÓN Nº2 ¡LUMINOSO PISO TOTALMENTE REFORMADO CON BALCONES Y TERRAZA EN CAMINO ALTO DE SAN ISIDRO! Descubre esta magnífica vivienda reformada, lista para entrar a vivir, ubicada en Camino Alto de San Isidro (Carabanchel), a escasos minutos del río Manzanares y con excelente comunicación. La vivienda se sitúa en una segunda planta con ascensor de un edificio construido en 1991, con ITE favorable en 2022, y cuenta con una superficie construida de 114 m². DISTRIBUCIÓN INTELIGENTE Y FUNCIONAL: Recibidor acogedor que marca la personalidad cálida del hogar Amplio y luminoso salón-comedor con acceso directo a un balcón exterior privado, perfecto para disfrutar del aire libre Cocina independiente con estilo moderno, paso cruzado hacia el pasillo y salida a una terraza funcional ideal para lavadero o despensa Tres dormitorios bien distribuidos, dos de ellos exteriores con su propio balcón, ideales para aprovechar la luz natural Dos baños completos, reformados con gusto y materiales actuales CALIDADES Y EQUIPAMIENTO: Vivienda totalmente reformada con estilo contemporáneo Suelos de tarima en perfecto estado Aire acondicionado y calefacción por termo eléctrico, para tu confort durante todo el año Armarios empotrados Puerta de entrada acorazada UBICACIÓN ESTRATÉGICA: Vivirás en una zona tranquila, familiar y en plena transformación, a escasos metros del río Manzanares, zonas verdes y áreas deportivas. Perfectamente conectada: A solo 5 minutos andando de la estación de Metro Marqués de Vadillo (Línea 5) Acceso directo a M-30 y principales arterias de Madrid Una vivienda perfecta para familias que buscan comodidad y estilo, o como una inversión con alta rentabilidad en una zona en crecimiento. ¡No pierdas esta oportunidad y ven a visitarlo con nosotros!  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",False,good,False,True,,3377.0,True,True,False,False,[],False,False,385000.0,€,flat,,"San Isidro, Madrid",Piso en alto de San Isidro,Top,BFO-V1401,,,395000.0,10000.0,3.0,
100478726,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/b6/96/1088792996.webp,13,,2545000.0,chalet,sale,504.0,,5,6, del Naranjo de Bulnes s/n,Madrid,Ciudalcampo,,es,,40.6272365,-3.6119637,True,https://www.idealista.com/obra-nueva/100478726/,"En Ciudalcampo, Blossom presenta Qhomes 6. 6 Viviendas independientes en un excepcional emplazamiento, en parcelas desde 2.500 m2 hasta los 4.000 m2  El singular diseño de las viviendas tiene su origen en la unión entre un minucioso análisis del entorno natural en el que se ubica y las excepcionales características que cada Qhome debe atesorar.  El juego flexible de volúmenes que caracteriza esta promoción permite sacar el máximo partido al entorno, consiguiendo unas increíbles vistas desde todas las viviendas y siempre respetando la valiosa arboleda preexistente.  El resultado es una armoniosa composición geométrica, elegante y rotunda, integrada en un paisaje verde donde cada vivienda conserva su privacidad gracias a la orientación y composición de las zonas comunes y zonas privadas. Los grandes ventanales y la orientación de los mismos hacen que la luz natural bañe cada estancia, consiguiendo además una transición interior/exterior única.   La organización interna de la vivienda se genera desde el vestíbulo principal, que es el gran protagonista. Un amplio espacio de entrada con un gran ventanal a doble altura y vistas al jardín divide la zona de día de la zona de noche.  El proyecto ofrece eficiencia energética y sostenibilidad ambiental. Qhomes ofrece la posibilidad de personalización tanto en diseño interior como en los acabados, incluso ampliación del programa de vivienda.",True,newdevelopment,True,,False,5050.0,True,False,False,False,[],False,False,2545000.0,€,chalet,independantHouse,Ciudalcampo,Casa independiente en  del Naranjo de Bulnes s/n,Top,Vivienda E,True,True,,,,
107754214,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/a5/4c/1322348839.webp,18,2,650000.0,flat,sale,78.0,True,2,1,calle del Príncipe,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4143434,-3.6990624,False,https://www.idealista.com/inmueble/107754214/,"CONTACTAR CON EXTENSIÓN Nº2 Contactad extensión nº2 EXCLUSIVA VIVIENDA EN LA PLAZA DE SANTA ANA – Ubicación inmejorable en el corazón de Madrid Vivir en Plaza de Santa Ana es un auténtico lujo. Este exclusivo piso de 78 m² construidos ofrece una combinación perfecta de ubicación privilegiada, diseño moderno y confort, ideal tanto como residencia habitual como inversión. Distribución y características principales Salón de doble altura con cocina americana integrada, aportando amplitud y un diseño sofisticado. 2 habitaciones, ambas espaciosas y bien iluminadas. 1 baño completo, con acabados modernos. Balcón exterior con vistas a la calle Prado, disfrutando de la esencia del centro de Madrid. Detalles y calidades Ventanas Climalit, proporcionando aislamiento térmico y acústico. Suelo de parquet en madera de roble, elegante y duradero. Tres máquinas de aire acondicionado, asegurando confort en todas las estaciones. Calefacción eléctrica. Última reforma hace 8 años, en excelente estado de conservación. Finca con ascensor. Orientación Sur, lo que garantiza una gran luminosidad natural. Ubicación inmejorable Situado en Plaza de Santa Ana, en pleno centro de Madrid, una de las zonas más icónicas y cotizadas de la ciudad: Rodeado de historia, cultura y ocio, con los mejores restaurantes, teatros y bares a pocos pasos. Excelente comunicación con transporte público: metro, autobuses y cercanías a escasa distancia. Cercano a Puerta del Sol, Gran Vía, el Barrio de las Letras y el Parque del Retiro. Un lujo en el centro de Madrid Si buscas una vivienda en la mejor ubicación posible, con un diseño exclusivo y lista para entrar a vivir, esta es una oportunidad única. Sobre zona y transporte: El barrio de las Cortes, ubicado en el distrito Centro de Madrid, limita al norte con la calle Gran Vía y la calle de Alcalá, al este con el paseo del Prado, al sur con la calle de Atocha y al oeste con la calle de la Cruz, la calle de Sevilla y la calle de la Virgen de los Peligros. El barrio toma su nombre del Congreso de Diputados, cámara baja de las Cortes Generales españolas, situado en la carrera de San Jerónimo. Otros de los edificios importantes de la zona son el Círculo de Bellas Artes, el Banco de España y el Museo Thyssen Bornemisza. El barrio cuenta con numerosos bares y restaurantes, así como los pubs de la calle de las Huertas y sus alrededores, muy frecuentados en la noche madrileña. Hay una buena comunicación de autobuses, metro (Antón Martín, Sol, Sevilla, Banco de España y Atocha) y cercanías (Sol y Atocha). ¡No dejes pasar esta joya en Plaza de Santa Ana! Contáctanos para más información o concertar una visita.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual.) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",False,good,False,True,,8333.0,True,False,False,False,[],False,False,650000.0,€,flat,,"Huertas-Cortes, Madrid",Piso en calle del Príncipe,Top,BFO-V1367,,,670000.0,20000.0,3.0,
