propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,floor,exterior,district,hasLift,neighborhood,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107248782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/21/0c/1307362186.webp,NP0602251319,16,172000.0,flat,sale,53.0,3,1,calle de Carlos Martín Álvarez,Madrid,Madrid,es,40.391138,-3.664792,False,https://www.idealista.com/inmueble/107248782/,"NEO Patrimonial vende piso en la zona del Puente de Vallecas. 4º exterior sin ascensor consta de 53m² de superficie construida según catastro de los cuales 50m² pertenecen a la vivienda y 3m² a las zonas comunes. Distribuida en Salón-Comedor, cocina independiente, 3 dormitorios, 1 doble, 2 individuales y un baño completo. La vivienda se encuentra para reformar, con muchas posibilidades diferentes de aprovechamiento. Actualmente cuenta con carpintería exterior en madera, carpintería interior de madera tambien y suelos de parquet, agua caliente mediante termo eléctrico y puerta blindada. Existe en el edificio la posibilidad de instalación de un ascensor ya que cuenta con un hueco habilitado para ello.  Situado en zona céntrica de Vallecas, bien comunicada y dotada de todos los servicios de ocio y primera necesidad. Centros educativos y culturales, Centro médico, Supermercados, Farmacias, rodeado de pequeño comercio y restauración, complejos deportivos y parques como el Parque Azorín y el Cerro del Tío Pio.  A pocos minutos de la estación de tren de cercanías Asamblea de Madrid-Entrevías, muy cercana a la estación de metro de Portazgo y Nueva Numancia ambas Línea 1, además de diferentes líneas de autobús regular de la EMT. *Impuestos ITP o IVA y gastos, notaría, registro, gestoría etc. no incluidos. NEO Patrimonial le ofrece la posibilidad de hacer cualquier tipo de reforma de esta vivienda al mejor precio.",False,renew,False,3245.0,False,False,False,False,[],False,False,172000.0,€,flat,,"Palomeras Bajas, Madrid",Piso en calle de Carlos Martín Álvarez,,,4,True,Puente de Vallecas,False,Palomeras Bajas,,,,
108148155,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/bc/78/1335869636.webp,,18,395000.0,flat,sale,57.0,1,1,calle del Doctor Esquerdo,Madrid,Madrid,es,40.4238256,-3.6680053,False,https://www.idealista.com/inmueble/108148155/,"Rosen Properties pone a la venta este piso en el barrio de Salamanca, totalmente reformado, con dos terrazas de uso privativo. Ubicado en un edificio de 1930, a poca distancia del parque del Retiro, este piso es una muy buena inversión tanto si buscas un piso para vivir como si quieres sacarle rentabilidad en alquiler. Sus dos terrazas, una con acceso desde el salón, y la otra desde el dormitorio, hacen que a pesar de ser un sótano, sea una vivienda muy luminosa. El piso cuenta con una reforma integral hecha en el año 2021. No dude en contactarnos para agendar una visita o para ampliar información.",False,good,False,6930.0,False,False,False,False,[],False,False,395000.0,€,flat,,"Goya, Madrid",Piso en calle del Doctor Esquerdo,,,st,True,Barrio de Salamanca,True,Goya,,,,
108190000,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/b8/f1/e1/1336575547.webp,,25,356000.0,flat,sale,75.0,3,1,calle de la Fuente Carrantona,Madrid,Madrid,es,40.3998707,-3.6363614,False,https://www.idealista.com/inmueble/108190000/,"****ASCENSOR APROBADO****** ¡Descubre tu nuevo hogar en Moratalaz! Este espectacular piso reformado en 2024 ofrece un diseño moderno y acogedor. Con una superficie de 70 m², cuenta con tres luminosos dormitorios que llenarán de vida tus días. El salón, amplio y lleno de luz natural, se convierte en el lugar perfecto para relajarte o recibir a amigos y familiares. La cocina está equipada con electrodomésticos de calidad, ideal para los amantes de la gastronomía. Ubicado en una zona privilegiada, tendrás acceso directo a las M-30 y M-40, facilitando tus desplazamientos. A pocos pasos de la estación e intercambiador de Pavones y con varias líneas de autobús cercanas, la movilidad es inmejorable. Además, la cercanía a colegios, parques y comercios te permitirá disfrutar de una vida cómoda y práctica. Este piso exterior, con orientación sur-este, cuenta con suelos de tarima y ventanas climalite que garantizan un excelente aislamiento térmico. Las elegantes puertas blancas añaden un toque de distinción a cada habitación. También incluye un trastero para mayor comodidad. No pierdas la oportunidad de vivir en uno de los mejores barrios de Madrid. ¡Ven a verlo y enamórate!",False,good,False,4747.0,False,False,False,False,[],False,False,356000.0,€,flat,,"Fontarrón, Madrid",Piso en calle de la Fuente Carrantona,,,2,True,Moratalaz,False,Fontarrón,,,,
108228069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/38/b1/1337745642.webp,1242,29,1100000.0,flat,sale,104.0,3,2,calle de la Infanta Mercedes,Madrid,Madrid,es,40.4650431,-3.6933703,False,https://www.idealista.com/inmueble/108228069/,"INMOSEGUR vende precioso piso CON GRAN TERRAZA en urbanización CON PISCINA Y SEGURIDAD, en EXCELENTE UBICACIÓN, tranquila y muy bien comunicada a zonas de interés, la cual tiene un ambiente residencial, excelente oferta gastronómica y cercana a zonas de negocio, colegios y zonas verdes. Luminoso piso de 104 m2 construidos (se puede segregar en dos viviendas), los cuales se distribuyen de la siguiente manera: - Hall de entrada con armario empotrado de tres puertas. - Salón con zona de comedor con orientación sureste, que recibe una magnífica luz natural gran parte del día. - Cómoda cocina con salida directa a la terraza acristalada - 3 amplios dormitorios (el principal con baño en suite), todos ellos con armarios empotrados, y los 2 dormitorios secundarios con acceso a la terraza acristalada con vistas despejadas. - 2 baños completos (el principal en suite con bañera hidromasaje y el segundo con bañera) OTRAS CARACTERÍSTICAS: - Suelos de parquet en espiga - Calefacción y aire acondicionado por conductos (eléctrico) - Termo individual para agua caliente - Plaza de garaje cómodo y amplio - Trastero - Cuarto de basuras - SE PUEDE SEGREGAR EN 2 VIVIENDAS Para más información no dude en contactarnos.",True,good,False,10577.0,False,False,False,False,[],False,False,1100000.0,€,flat,,"Cuzco-Castillejos, Madrid",Piso en calle de la Infanta Mercedes,True,True,4,True,Tetuán,True,Cuzco-Castillejos,,,,
108530144,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/3d/8e/1347629253.webp,PID-00144,29,2621000.0,flat,sale,408.0,6,5,calle de Alberto Aguilera,Madrid,Madrid,es,40.4296851,-3.7121134,False,https://www.idealista.com/inmueble/108530144/,"¡Descubre el lujo y la elegancia en este espectacular piso en venta en una de las zonas más prestigiosas de Madrid! Situado en la cuarta planta de un edificio con solera y fachada clásica, este inmueble de más de 400 metros construidos te ofrece todo lo que necesitas para vivir con estilo. Con un hall de entrada que da la bienvenida, la propiedad cuenta con 6 amplios dormitorios y 5 baños, incluyendo un impresionante dormitorio principal con un gran vestidor y una relajante bañera de hidromasaje. La luminosidad es uno de los puntos fuertes de este hogar, gracias a sus grandes ventanales que inundan de luz natural cada rincón. La cocina, espaciosa y equipada con office, es perfecta para disfrutar de momentos culinarios en familia. Los materiales de construcción son de primera calidad, con suelos de madera y puertas de maderas nobles que aportan un toque cálido y acogedor. Además, este piso cuenta con todas las comodidades modernas: aire acondicionado, armarios empotrados, alarma y puerta de seguridad. La finca ofrece servicio de portero físico y cámaras de vigilancia, garantizando la seguridad y tranquilidad que buscas. Para mayor comodidad, incluye una plaza de garaje con acceso directo a la vivienda en ascensor y un trastero. Ubicado cerca de las mejores universidades de Madrid y del centro comercial Princesa, este piso se convierte en una opción ideal para quienes buscan un estilo de vida exclusivo. No pierdas la oportunidad de visitarlo y enamorarte de cada detalle. ¡Este es el hogar que siempre has soñado!",False,good,False,6424.0,False,False,False,False,[],False,False,2621000.0,€,flat,,"Arapiles, Madrid",Piso en calle de Alberto Aguilera,True,True,4,True,Chamberí,True,Arapiles,,,,
107642334,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/62/ca/1318521254.webp,,43,605000.0,chalet,sale,194.0,5,3,calle Miralrío,Madrid,Rivas-Vaciamadrid,es,40.3281519,-3.5145298,False,https://www.idealista.com/inmueble/107642334/,"-'Agencia Inmobiliaria Tecnocasa Rivas Vaciamadrid '' Agencia inmobiliaria Tecnocasa Rivas Pueblo - Rivas Futura. Vende en exclusiva chalet en calle Miralrío. Excelente chalet en la zona de Rivas-Vaciamadrid, una de las mejores zonas de Rivas en cuanto a conexiones y servicios. Hay centro comerciales como c. C h2o, además de cadenas de supermercados como Alcampo, dia, ahorramas, farmacia, peluquería, guardería, alimentación, bares, nuevo hospital HM, centro medico Lagos de Rivas auditorio miguel ríos, todo a unos minutos. -Construida en el año 1997. La vivienda tiene 197m construidos, sobre una parcela de 335m2, cuenta con 5 habitaciones y 3 baños, salón, cocina y garaje. En la planta baja nos encontramos: -Cocina equipada, con espacio suficiente para poder poner una mesa y hacer vida completa en ella. -Salón con aire acondicionado y salida directa al jardín trasero - Aseo con ventana. -Habitación en planta. En la primer planta tenemos: - 3 dormitorios individuales, todos con armario empotrado. Todos los dormitorios exteriores. - Dormitorio principal, cuenta con aire acondicionado. - 2 Baños completos, con bañera. Por ultimo la vivienda tiene posibilidad de abrir bohardilla. El garaje tuvo una remodelación, consiguiendo capacidad para hasta 2 coches, y ganando espacio para una habitación en la planta baja. ¡MEJOR VER! FINANCIACIÓN AL 100% CON NUESTRO DEPARTAMENTO FINANCIERO KIRON.",False,good,False,3119.0,False,False,False,False,[],False,False,605000.0,€,chalet,independantHouse,"Casco Histórico, Rivas-Vaciamadrid",Casa independiente en calle Miralrío,True,True,,,Casco Histórico,,,,,,
107211870,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/2f/22/1306297399.webp,MOI53.5,4,6500000.0,chalet,sale,1350.0,10,11,La Moraleja urbanización,Madrid,La Moraleja,es,40.5107654,-3.6173077,False,https://www.idealista.com/inmueble/107211870/,"MO Inmobiliaria presenta esta espectacular Casa independiente con jardín, situada en una de las mejores zonas de La Moraleja, con una distribución muy cómoda en dos plantas principales más el semisótano, con un jardín amplio con piscina privada. Accedemos a la vivienda por la planta principal, que se distribuye a lo largo de 441,79 metros cuadrados, y nos recibe un hall de entrada, aseo de cortesía, gran salón con chimenea y zona de estar, comedor, cocina totalmente equipada con zona de office, lavandería y una zona de servicio completa, acceso a diferentes porches que dan paso a un jardín ya consolidado con piscina y jacuzzi. En esta misma planta hay un dormitorio principal con chimenea, dos baños y dos vestidores. En la primera planta (331,80 m2) hay cuatro dormitorios todos ellos con baño y vestidor, además de una sala con chimenea y acceso a una agradable terraza. La planta semisótano (410,30 m2). En ella se encuentra un amplio salón con proyector de cine, otra sala de 80 metros cuadrados polivalente, y tres dormitorios con tres baños. Además cuenta con acceso a un garaje para cuatro vehículos, con posibilidad de ampliar para seis, sala de máquinas con doble caldera y un trastero acorazado.",False,good,False,4815.0,True,False,False,False,[],False,False,6500000.0,€,chalet,independantHouse,"La Moraleja urbanización, La Moraleja",Casa independiente,True,True,,,La Moraleja urbanización,,,,,,
107519078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/b0/73/1314851321.webp,5028,25,2400000.0,flat,sale,300.0,5,4,calle de Lope de Rueda,Madrid,Madrid,es,40.4199303,-3.676349,False,https://www.idealista.com/inmueble/107519078/,"Piso a reformar en Ibiza, en el Barrio de Salamanca. Muy próximo al parque del Retiro y a la calle de Narváez.   Se ubica en la primera planta de un edificio de mitad del siglo XX. Cuenta con ascensor y portero.   Tiene una superficie de 300m2, y actualmente cuenta con cinco dormitorios y cuatro baños.   La vivienda ofrece una gran oportunidad de reformar y ajustar a sus gustos y necesidades.  .",False,renew,False,8000.0,False,False,False,False,[],False,False,2400000.0,€,flat,,"Ibiza, Madrid",Piso en calle de Lope de Rueda,True,True,1,True,Retiro,True,Ibiza,,,,
108688306,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/9f/d1/1352186832.webp,,14,170000.0,flat,sale,59.0,3,1,San José - Buenos Aires,Madrid,Pinto,es,40.2397889,-3.6984458,False,https://www.idealista.com/inmueble/108688306/,"Agencia inmobiliaria en Pinto con dos puntos de venta a su disposición ofrece vivienda en el corazón de la ciudad. Este encantador piso en la primera planta es ideal para quienes buscan comodidad y ubicación. Con 59 m² construidos y 54 m² útiles, cuenta con tres luminosos dormitorios, perfectos para descansar o crear un espacio de trabajo. El salón dispone de terraza acristalada. El baño principal está equipado con plato de ducha y cuenta con una ventana al exterior para mayor ventilación.  La cocina independiente es un sueño hecho realidad para los amantes de la gastronomía, totalmente equipada y lista para que prepares tus mejores recetas. La vivienda se encuentra en buen estado, lista para entrar a vivir. Ubicada en una zona céntrica, tendrás acceso a todos los servicios necesarios a pocos pasos: supermercados, restaurantes y transporte público. La calefacción mediante bomba de frío/calor garantiza un ambiente acogedor durante todo el año. ¡No dejes pasar la oportunidad de visitar este espectacular piso que combina confort y ubicación!",False,good,False,2881.0,False,False,False,False,[],False,False,170000.0,€,flat,,"San José - Buenos Aires, Pinto",Piso,,,1,True,San José - Buenos Aires,False,,,180000.0,10000.0,6.0
105905205,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/47/9b/1266555448.webp,013/24,79,720000.0,chalet,sale,356.0,6,3,calle Barrasqui,Madrid,San Lorenzo de El Escorial,es,40.6176079,-4.1204005,False,https://www.idealista.com/inmueble/105905205/,"INMOTORRE VENDE ESPECTACULAR CHALET INDEPENDIENTE EN UNA DE LAS MEJORES ZONAS DE SAN LORENZO DE EL ESCORIAL. Independiente de 356 m según catastro sobre parcela de 1.082m en una zona residencial rodeado de naturaleza y con una vistas inmejorables. La distribución es muy cómoda, según entramos nos recibe un amplio hall que da entrada a la zona de los salones, la cocina y un dormitorio con baño completo. Planta calle: Cuenta con dos salones, cada uno con chimenea propia y con salida a la zona de jardín. El jardín no puede ser más bonito, con árboles frutales, zona verde, porche y piscina. La cocina cuenta con zona de office y salida a una terraza delantera con vistas al monte. En esta planta encontramos un dormitorio con baño completo. Primera planta: Distribuida en cuatro dormitorios y dos baños. Los dormitorio cuenta con aire acondicionado y espectaculares vistas. Plata baja: Garaje para tres coches, amplia habitación multiusos y dos grandes trasteros. Zona muy tranquila y residencial, si lo que busca es estar cerca de la naturaleza y tener unas vistas espectaculares no dude en visitar esta vivienda.",False,good,False,2022.0,False,False,False,False,[],False,False,720000.0,€,chalet,independantHouse,"La Pizarra, San Lorenzo de El Escorial",Casa independiente en calle Barrasqui,True,True,,,La Pizarra,,,,,,
108885393,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/c4/d8/1357925940.webp,,21,519000.0,flat,sale,112.0,2,2,calle del Olmo,Madrid,Madrid,es,40.4135651,-3.7021784,False,https://www.idealista.com/inmueble/108885393/,"Estudio Valsain pone a la venta EN EXCLUSIVA fabuloso inmueble en una de las zonas más exclusivas y vibrantes de Lavapiés; la zona de Antón Martín. Esta espectacular vivienda EXTERIOR y con techos altos de más de 4 metros, está reformada hasta el más mínimo detalle y consta de 111 metros que se distribuyen en un amplisimo salón orientado al exterior con cocina americana totalmente amueblada y equipada con electrodomésticos de primeras marcas, dos dormitorios y dos cuartos de baño completos, uno de ellos en suite con espacioso plato de ducha y el otro con bañera, ideales ambos para cubrir las necesidades de cada momento. La reforma,de exquisito gusto, se hizo respetando los elementos originales de la casa recuperando vigas vistas de madera maciza, paredes de ladrillo visto o la base de granito de las propias vigas. En cuanto a la carpintería interior es de doble acristalamiento de climalit lo que hace que esté perfectamente aislada tanto térmica como acústicamente. Es una casa fresca en verano y cálida en el invierno a pesar de lo cual cuenta con radiadores de gas en cada estancia así como de splits de aire acondicionado frío/calor y ventiladores de techo. Los suelos son de tarima en gres y las paredes lisas. En cuanto a la ubicación es inmejorable ya que está situada literalmente a escasos metros de supermercados, farmacias, clínica veterinaria así como de lugares de ocio e interés cultural tales como el archiconocido Mercado de Antón Martín, la filmoteca del mítico cine Doré, el Museo de arte contemporáneo Reina Sofía o el emblemático parque de El Retiro. SIN HONORARIOS AL COMPRADOR. No pierdas la oportunidad de visitar esta maravillosa vivienda, el piso que llevas tanto tiempo buscando te espera! Estudio Valsain exclusively offers for sale a fabulous property in one of the most exclusive and vibrant areas of Lavapiés: the Antón Martín neighborhood. This spectacular exterior-facing home with ceilings over 4 meters high has been renovated down to the smallest detail. It boasts 111 square meters distributed across an extremely spacious living room facing the street, an open-plan kitchen fully furnished and equipped with top-brand appliances, two bedrooms, and two full bathrooms—one of them en-suite with a spacious walk-in shower, and the other with a bathtub, both ideal for meeting all your daily needs. The renovation, carried out with exquisite taste, preserved the home’s original features such as exposed solid wood beams, exposed brick walls, and the granite base of the beams themselves. The interior woodwork includes double-glazed Climalit windows, providing excellent thermal and acoustic insulation. The home stays cool in the summer and warm in the winter, and it also features gas radiators in every room, split air conditioning units with both cooling and heating functions, and ceiling fans. The floors are porcelain tile with a wood finish, and the walls are smooth. As for the location, it’s unbeatable—just steps away from supermarkets, pharmacies, a veterinary clinic, as well as leisure and cultural hotspots such as the renowned Antón Martín Market, the iconic Doré Cinema Film Archive, the Reina Sofía Museum of Contemporary Art, and the famous El Retiro Park. NO COMMISSION FOR THE BUYER. Don't miss the opportunity to visit this wonderful property—the home you’ve been searching for is waiting for you!",False,good,False,4634.0,False,False,False,False,[],False,False,519000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle del Olmo,,,bj,True,Centro,True,Lavapiés-Embajadores,,,,
107209824,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/76/e2/1307220341.webp,Getafe.,3,135000.0,flat,sale,69.0,3,1,calle Valencia,Madrid,Getafe,es,40.3094175,-3.7214789,False,https://www.idealista.com/inmueble/107209824/,"*****Refor Servicios Inmobiliarios***** PISO OCUPADO.  Oportunidad sólo para inversores. *Procedimiento de desocupación puesto en marcha. *El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de 69 m², de 3 dormitorios y 1 baños, en venta en Getafe.  *Se trata de un piso de 69 m² distribuidos en salón-comedor, cocina amueblada, 3 dormitorios y 1 baños.  *La vivienda se sitúa en el núcleo de la población, teniendo buenos accesos por carretera.  *También ofrece conexión por transporte público al estar cerca de varias paradas de autobús, de metro Juan De La Cierva y la estación de tren. *En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. *Por todo ello, la convierten en una propuesta inteligente y una estupenda opción para construir un hogar. *****Refor Servicios Inmobiliarios*****.",False,good,False,1957.0,True,False,False,False,[],False,False,135000.0,€,flat,,"Juan de la Cierva, Getafe",Piso en calle Valencia,,,4,True,Juan de la Cierva,False,,,,,
108716531,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/9b/b5/1353494574.webp,76238,14,255000.0,duplex,sale,129.0,3,2,calle Sol,Madrid,Loeches,es,40.3822186,-3.4134814,False,https://www.idealista.com/inmueble/108716531/,"Fantástico dúplex de 3 habitaciones y 2 baños, en Loeches. 129 m2 construidos. 116 m2 útiles. Orientación Norte. No dispone de ascensor. Salón de paso de 15 m2. Terraza de 8 m2. Cocina amueblada y equipada. Calefacción eléctrica y aire acondicionado. Armarios empotrados y suelo de tarima. Piscina comunitaria. NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",False,good,False,1977.0,False,False,False,False,[],False,False,255000.0,€,flat,duplex,Loeches,Dúplex en calle Sol,,,1,True,,True,,,,,
108441961,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/0a/46/1344984626.webp,,26,1125000.0,flat,sale,169.0,3,3,calle del Eucalipto,Madrid,Madrid,es,40.4559511,-3.663584,False,https://www.idealista.com/inmueble/108441961/,"Estupenda oportunidad, vivienda familiar de 169 m2 construidos, toda exterior, ubicada en el barrio de Chamartín y con varios parques y jardines alrededor.  Muy bien comunicada por metro y autobús:  A 1 minuto andando línea 4 Metro y, líneas 9,72 y 73 de autobús. Se distribuye en un hall de entrada amplio desde donde accedemos al salón comedor con terraza y vistas despejadas.  Cocina amplia con office y baño completo.  La zona de descanso tiene dos dormitorios dobles con un baño a compartir y, una tercera, la habitación principal, con su baño en suite.  Está en un estado impecable y muy cuidado.  En el ático están las piscinas. Dos de niños y una de adultos.  Además en el precio va incluida una plaza de garaje de acceso directo y un trastero.  Hay portero de lunes a sabado por la mañana.",False,good,False,6657.0,False,False,False,False,[],False,False,1125000.0,€,flat,,"Bernabéu-Hispanoamérica, Madrid",Piso en calle del Eucalipto,True,True,2,True,Chamartín,True,Bernabéu-Hispanoamérica,,,,
108681111,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/fa/98/1354721365.webp,,24,239900.0,flat,sale,50.0,3,1,Barrio Simancas,Madrid,Madrid,es,40.4285265,-3.6278835,False,https://www.idealista.com/inmueble/108681111/,"¡Oportunidad única junto al metro de Simancas! Piso reformado con encanto y ubicación inmejorable Si buscas un hogar listo para entrar a vivir, con estilo, comodidad y a un paso del metro… ¡este piso es para ti! Te presentamos esta joya en planta baja, completamente exterior, situada en un edificio sin ascensor pero con la ventaja de tener acceso directo y sin barreras. A menos de un minuto caminando de la boca de metro de Simancas, disfrutarás de una conexión inmejorable con el resto de Madrid. Cuenta con 45 m² útiles, perfectamente aprovechados en cada rincón. La distribución es ideal: 3 habitaciones, una cocina semiabierta al salón que aporta amplitud y luz, y un baño moderno con un diseño cuidado al detalle. Recién reformado con mucho gusto, este piso combina funcionalidad y estética en un espacio cálido y acogedor. Ideal tanto para vivir como para invertir. No dejes pasar esta oportunidad de vivir en una zona tranquila, bien comunicada y con todos los servicios a tu alcance. ¡Ven a visitarlo y enamórate!",False,good,False,4798.0,False,False,False,False,[],False,False,239900.0,€,flat,,"Simancas, Madrid",Piso,,,bj,True,San Blas,False,Simancas,,250000.0,10100.0,4.0
108627553,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/70/8b/1350370935.webp,DUP0008,38,195000.0,duplex,sale,60.0,1,2,Puerto de Navacerrada,Madrid,Cotos de Monterrey,es,40.7951875,-3.6049318,False,https://www.idealista.com/inmueble/108627553/,"B2V InmobiliariA comercializa en EXCLUSIVA 12 LOFTS en Cotos de Monterrey Distribuidos en planta baja y altillo. Hay disponibles 2 tipologias -Planta baja de unos 60m2 útiles con un pequeño patio privado Están distribuidos en 2 alturas Estos disponen de una estancia independiente en planta baja, el resto es diáfano con un aseo de cortesía y zona de almacenaje en el bajo escalera Subiendo la escaleras nos encontramos con una zona de dormitorio, un armario empotrado y un baño completo con plato de ducha -Primera planta: de unos 50m2 útiles con un baño completo en planta superior En la planta baja encontramos una pequeña estancia con instalaciones para poner un baño o lo que se decida Subiendo las escaleras nos encontramos con una zona de dormitorio, un armario empotrado y un baño completo con plato de ducha Disponen de suelo radiante para calentar las estancias Ventanales de climalit Puerta seguridad INCLUYE 2 PLAZAS DE PARKING VENTURADA/COTOS DE MONTERREY Cotos de Monterrey es una Entidad Urbanística sita en la salida 49 de la autovía A1 sentido Burgos. Lugar privilegiado a 20min de Madrid rodeado de vegetación y campo con unas espectaculares vistas a la sierra Norte. Si no deseas mas el ajetreo de la ciudad, buscas tranquilidad y aire limpio pero por trabajo no puedes alejarte del núcleo urbano, entonces este es tu nuevo hogar. Venturada es el municipio más meridional de la comarca de la Sierra de La Cabrera, limitando con Navalafuente y Cabanillas de la Sierra, dentro de la misma comarca, Redueña y El Vellón, pertenecientes a la comarca del Valle del Jarama, y con Guadalix de la Sierra, de la Cuenca Alta del Manzanares. El término municipal de Venturada, uno de los pueblos de Madrid que se asienta entre dos valles, uno al este marcadamente abrupto que se ha formado por la confluencia de los arroyos Sacedón y Cabozo, y al oeste menos accidentado el paisaje está configurado por el Valle del Arroyo Albalá. La vegetación es variada debido a sus diferentes zonas topográficas, bosques de encina y vegetación de ribera en las faldas del valle, y un quejigar que crece sobre yesos que constituye un ejemplo destacado dentro de la botánica de la zona. Una importante red de vías pecuarias cruza el municipio. En transporte público se puede acceder mediante las siguientes líneas de autobús. Seis de ellas inician su recorrido en el intercambiador de Plaza de Castilla (una de ellas es nocturna) y las otras dos conectan el municipio con otros de la zona. PRECIO 195.000 € 3.250 eur/m2 Características básicas 60 m² construidos 1 dormitorio 2 baños Terraza Segunda mano/Buen estado Armarios empotrados Año de construcción: 2007 Plaza de garaje incluida en el precio Certificación energética Consumo: (IPE no indicado) Emisiones: (IPE no indicado) Edificio Bajo, Exterior Con ascensor Equipamiento Número plantas edificio: 2 Terraza: 16m² Calefacción: Individual Combustible calefacción: Gas natural Puerta de seguridad Tipo de suelo: Gres Jardín Ubicación Puerto de Navacerrada 1, Cotos de Monterrey Bajo Urbanización COTOS DE MONTERREY Cotos de Monterrey, Madrid [IW].",False,good,False,3250.0,False,False,False,False,[],False,False,195000.0,€,flat,duplex,Cotos de Monterrey,Dúplex en Puerto de Navacerrada,True,True,,True,,True,,,,,
