propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,newDevelopmentFinished,detailedType.subTypology
108105907,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/5d/c3/1333996804.webp,VM2505018,36,7,1750000.0,penthouse,sale,219.0,True,3,3,Barrio Guindalera,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4334041,-3.6629985,False,https://www.idealista.com/inmueble/108105907/,"ATICO CON TERRAZA DE 70 M2, EN FINCA CON SPA, PISCINA, GIMNASIO, SAUNA, GARAGE Y TRASTERO Presentamos una propiedad verdaderamente excepcional en el distrito de Salamanca: un ático de 219 m² con una terraza privada de 70 m², un auténtico privilegio en esta zona de Madrid. La vivienda, completamente exterior, ofrece una luminosidad inigualable y una distribución ideal para disfrutar de amplitud, confort y privacidad. Dispone de un gran salón-comedor, cocina independiente, tres amplios dormitorios dobles y tres baños completos. Si bien requiere actualización, la distribución del inmueble es perfecta, ya que cada estancia es completamente exterior y luminosa, con acceso directo a la espectacular terraza, perfecta para reuniones al aire libre, momentos de relax o simplemente contemplar las vistas despejadas a la ciudad y a las zonas verdes del edificio. Ubicada en una finca moderna y exclusiva, esta propiedad se distingue por ofrecer servicios poco comunes en Madrid: zonas ajardinadas perfectamente cuidadas, piscina, gimnasio completamente equipado, sauna y servicio de seguridad las 24 horas. Todo ello pensado para brindar una experiencia de vida superior, con todas las comodidades sin salir de casa. Cuenta con plaza de garaje (opcional) y trastero. Una oportunidad única de vivir en un singular ático con una terraza excepcional por su tamaño y privacidad y en un entorno residencial ideal para quienes buscan espacio, tranquilidad y calidad de vida en pleno Madrid. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,7991.0,True,False,False,False,[],False,False,1750000.0,€,,,,True,True,,flat,"Guindalera, Madrid",Ático,Top,,penthouse
108696188,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/d3/6b/1352480048.webp,MV-2140,25,1,348000.0,flat,sale,47.0,True,1,1,calle de Bravo Murillo,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4670407,-3.6922861,False,https://www.idealista.com/inmueble/108696188/,"Grupo EXTRA vende una excelente propiedad en perfecto estado y reformada hace tan solo cinco años, ubicada en calle Bravo Murillo. Actualmente la casa está distribuida en, hall de entrada, cocina independiente y equipada, dormitorios doble con armario, baño completo con plato de ducha y un amplio salón, gracias a que el piso cuenta con ventanas grandes al exterior con vistas al jardín en todas sus estancias, a su buena altura de techos y a su orientación este, la vivienda goza de mucha luz natural y muy buena ventilación. Antiguamente el salón contaba con una terraza, a día de hoy este espacio se añadió a la casa para contar con mucho más espacio en la vivienda. Piso en una primera planta, en una finca en perfecto estado. Comunidad 78€ y 280€ IBI. Aire acondicionado con bomba de calor en salón y calefacción individual con radiadores en todas las habitaciones. Piso de 47 metros construidos. Finca de 1976. Ubicada a 2 minutos de Plaza Castilla y Paseo de la Castellana. El piso está en una zona con una amplia gama de servicios, desde grandes almacenes, comercios, centros médicos, farmacias, supermercados, colegios, iglesias, gimnasios, hoteles, hasta zonas deportivas (Centro Deportivo Triángulo de Oro) y una selección muy amplia de bares y restaurantes. El distrito es especialmente conocido por su centro de negocios AZCA.  En cuanto a las comunicaciones, Castillejos tiene una excelente cobertura de transporte público (49, 66, 122, N22, N23... ) y metros (1, 9, 10... ). Esto se debe a la cercanía de la estación del metro Cuzco, Tetuán y del intercambiador de Plaza de Castilla. El acceso al centro de la ciudad y a las principales salidas Túnel de Sor Angela de la Cruz con comunicación a M30-Av. de la Ilustración (M-30, A-1) es rápido, ya sea por el Paseo de La Castellana o Plaza Castilla.",False,good,False,True,7404.0,True,False,True,False,[],False,False,348000.0,€,,,,,,,flat,"Cuzco-Castillejos, Madrid",Piso en calle de Bravo Murillo,Top,,
108796574,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/a0/04/1355397007.webp,W-030VL1,27,bj,1020000.0,flat,sale,230.0,True,3,2,Norte,Madrid,Alcobendas,Norte,es,,40.5395012,-3.6561181,False,https://www.idealista.com/inmueble/108796574/,"Exclusivo bajo con Jardin Privado en Alcobendas Norte Engel & Völkers presenta esta espectacular vivienda, ubicada en una de las zonas más tranquilas y mejor comunicadas del norte de Madrid. Se trata de una preciosa propiedad de unos 230m² que se dividen de la siguiente manera. Un piso en planta baja de unos 90 m², con un amplio jardín de uso privado de aproximadamente 112 m². Está orientado al noroeste y cuenta con acceso directo a las zonas comunes. En el precio se incluyen dos plazas de garaje con punto de carga para vehículos eléctricos, así como un amplio trastero. La vivienda se presenta de la siguiente manera: un recibidor con armario empotrado separa la zona social de la zona de descanso. Por un lado, encontramos un bonito salón con cocina integrada de unos 31 m². La cocina, de concepto abierto, está completamente integrada con el salón, lo que genera una sensación de amplitud y gran luminosidad en toda la estancia. Por otro lado, se encuentra la zona de dormitorios. El dormitorio principal dispone de baño en suite. Todos los dormitorios dan al jardín exterior y cuentan con armarios empotrados. Cuenta con calidades excelentes: ventanas Climalit, suelo de madera radiante con termostato regulable en cada estancia, aire acondicionado por conductos con sistema frío/calor en toda la vivienda, y persianas eléctricas. Además, dispone de un sistema de domótica inteligente que permite controlar desde el móvil la calefacción por suelo radiante, las persianas, la iluminación e incluso el suministro de agua. La propiedad cuenta con los mejores materiales del mercado, ofreciendo un diseño moderno, funcional y eficiente. El gran jardín privado ofrece acceso directo a una urbanización que cuenta con todas las comodidades: piscina para adultos y niños, zona de columpios y juegos infantiles, sala común para reuniones o celebraciones, y servicio de portería disponible las 24 horas. La urbanización es amplia y está organizada en zonas comunes diferenciadas, pensadas para el disfrute de toda la familia. Gracias a sus características, su alta calidad constructiva y su privilegiada ubicación en una zona con una amplia oferta de servicios y equipamientos, esta vivienda es una oportunidad única para quienes buscan confort, diseño y calidad de vida. Engel & Völkers no cobra comisión al comprador. No dudes en contactarnos para conocer más sobre las opciones de financiación sin coste para el comprador. Para más información o programar una visita, no dudes en ponerte en contacto con nosotros. Descubre todo lo que esta magnífica propiedad puede ofrecerte. Su excelente ubicación permite disfrutar de una conexión inmejorable con el resto de la ciudad. En la puerta de la urbanización se encuentra la parada de autobús con conexión directa a Plaza de Castilla, mientras que las estaciones de metro y cercanías están a tan solo diez minutos caminando. Además, dispone de rápidos accesos a las principales vías de comunicación, como la A-1, M-40 y M-607. Alcobendas Norte está posicionada como una de las localizaciones más atractivas para la implantación de empresas en la Comunidad de Madrid. Es una zona residencial en plena expansión, muy bien comunicada con el Distrito Telefónica y la sede del BBVA, así como con el parque empresarial y residencial La Moraleja, o la Universidad Autónoma. Esta zona es accesible desde la A-1 (Autovía del Norte), la circunvalación M-40 y la carretera de Colmenar (M-607). Cuenta con varias líneas de autobuses, la estación de cercanías Renfe (línea C4) y la línea 10 de Metro. En la zona norte de Alcobendas hay una amplia oferta de colegios, comercios, supermercados, parques infantiles, centros deportivos y centros de salud.",False,good,False,True,4435.0,True,False,False,False,[],False,False,1020000.0,€,,,,True,True,,flat,"Norte, Alcobendas",Piso,Top,,
108844723,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/bc/8e/1356783259.webp,W-030PDW,38,,1150000.0,chalet,sale,322.0,,4,4,El Pastel,Madrid,Boadilla del Monte,El Pastel,es,,40.4177947,-3.9185215,False,https://www.idealista.com/inmueble/108844723/,"Maravilloso pareado en Boadilla del Monte Moderno, eficiente y rodeado de naturaleza Engel&Völkers presenta esta exclusiva vivienda de 322 m² construidos que se alza sobre una parcela privada y ofrece un diseño arquitectónico contemporáneo, con una cuidada fachada revestida en piedra natural y carpintería exterior de PVC. Se distribuye en tres plantas, conectadas tanto por escaleras como por un ascensor interior, que aporta accesibilidad y comodidad en el día a día. ZONA EXTERIOR: La vivienda cuenta con un jardín privado, una piscina y un agradable porche cubierto de 18 m², perfecto para disfrutar al aire libre durante todo el año. Además, dispone de garaje en superficie dentro de la propia parcela. EFICIENCIA Y CONFORT: Equipada con un avanzado sistema de climatización por aerotermia, que proporciona calefacción y refrigeración por suelo radiante y refrescante, con control independiente por estancias. Todo pensado para ofrecer el máximo confort con el mínimo consumo. Planta principal cuenta con amplio hall de entrada, cocina completamente amueblada con zona de office, aseo de cortesía y salón-comedor de generosas dimensiones con salida directa al porche, jardín y piscina.  Primera planta donde encontramos la zona de descanso, que cuenta con dormitorio principal con vestidor, baño en suite y acceso a terraza, dos dormitorios secundarios con armarios empotrados y acceso a terrazas privadas, un segundo baño completo que comparten las dos habitaciones. La planta sótano es zona de múltiples servicios, cuenta con gran salón multiusos, ideal como sala de cine, juegos o gimnasio, cuarto de instalaciones, lavandería, una habitación adicional y baño completo a esta planta se accede también con entrada independiente desde el jardín, lo que permite privatizar esta planta como zona de invitados, despacho o apartamento independiente. La vivienda destaca por su gran luminosidad, amplias vistas al monte y una distribución funcional con espacios diferenciados, ideal para familias que buscan privacidad y amplitud. Se encuentra situada en una zona residencial tranquila y en expansión, conectada con todos los servicios, colegios, transporte público y zonas comerciales. Cuenta con ascensor, piscina, aerotermia, porche cubierto y entrada independiente en sótano. Una oportunidad única de vivir con todas las comodidades en una de las zonas más demandadas del noroeste de Madrid. La casa está ubicada en una de las áreas más exclusivas y nuevas del municipio, El Pastel, junto a Las Lomas, El Olivar de Mirabal y el Parque Boadilla, con grandes zonas verdes, parques infantiles, caminos para bicicletas y peatones, cerca de servicios, tiendas, paradas de autobús y acceso directo a la M-513. A minutos de los prestigiosos colegios St. Michael, Mirabal, EuroCasvi, Virgen de Europa, Endaze School y cerca del Centro Deportivo Municipal Felipe VI. Está a solo 20 minutos en coche del centro de Madrid, cerca del tren ligero que conecta con el Metro de Madrid y prestigiosas universidades en la zona noroeste. Todo lo que necesitas para una vida de calidad.",False,good,False,,3571.0,True,False,False,False,[],False,False,1150000.0,€,,,,True,True,,chalet,"El Pastel, Boadilla del Monte",Chalet pareado,Top,,semidetachedHouse
108612958,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/3f/81/1349949645.webp,pl2.v.052,43,,2900000.0,chalet,sale,480.0,,5,5,"paseo de los Lagos, 2",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.4162972,-3.8007676,True,https://www.idealista.com/inmueble/108612958/,"Realizza La Finca, vende este chalet adosado, en la urbanización La Finca, con excelente ubicación dentro de la urbanización. Nada mas entrar a la vivienda, nos encontramos con el hall de entrada que da acceso a un salón con zona de tv y despacho a un aseo de cortesía. En la siguiente planta un amplio salón en doble altura con acceso directo al jardín con piscina y porche cubierto, en esta misma planta se encuentra la cocina, desde la cual se accede a la zona del comedor. En la segunda planta encontramos tres dormitorios y dos baños y en la planta superior el dormitorio principal con baño en suite y vestidor ademas de una zona para despacho o cuarto de tv. En la planta -1, hay una gran zona de juegos, ademas de un dormitorio de servcio y un baño. La zona de La Finca tiene unas excelentes comunicaciones mediante transporte público, gracias al metro ligero y a los autobuses de línea que paran en los diferentes tramos de la urbanización La Finca. La zona también goza de un gran número de colegios privados como, Kesington Shool American School, British Council, Colegio Internacional, Los Rosales, y Retamar; centros comerciales como El Corte Inglés de Pozuelo, el centro comercial Zielo, El Zoco, y los multiciness de Kinepolis (con los cines más grandes de España); Centros deportivos como Rebook sport La Finca, y campos de golf como el Club de Golf Somosaguas.  Realizza La Finca, es una inmobiliaria de lujo ubicada en La Finca, ofrece una amplia selección de viviendas de lujo (adosados, bajos con jardín, áticos y chalets independientes) en compra y en alquiler, ubicadas en La Finca de Pozuelo, y se caracteriza por ofrecer exclusivamente viviendas ubicadas en esta privilegiada zona residencial de Madrid. Con experiencia de más de 10 años en La Finca y con conocimiento profundo de todas las urbanizaciones que la componen. Contamos para ello se con un equipo de gran experiencia en el mercado inmobiliario de lujo, y con una relación muy directa con La Finca desde sus inicios hasta hoy. Nuestra larga trayectoria profesional nos permite ofrecer una excelente gestión y encontrar soluciones a las necesidades de cada cliente con el objetivo de lograr su satisfacción y confianza.",False,good,False,,6042.0,True,False,False,False,[],False,False,2900000.0,€,,,,True,True,,chalet,"La Finca, Pozuelo de Alarcón","Chalet adosado en paseo de los Lagos, 2",Top,,terracedHouse
103410916,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/ea/ab/1188674076.webp,CDC1757,41,,2450000.0,chalet,sale,475.0,,5,5,arlanza,Madrid,Ciudalcampo,,es,,40.622571,-3.6080682,False,https://www.idealista.com/inmueble/103410916/,"HOUSE AND HOUSE VENDE ( ) Fantástica vivienda con 9 años de antigüedad, con una distribución practica y funcional, grandes ventanales y muchísima luz. Aerotermia con placas solares, suelo radiante frio/calor regulable por estancias, persianas automáticas de bandalux, electrodomésticos de alta gama, espectacular gimnasio con sauna y baño turco.  La casa se distribuye: PLANTA PRINCIPAL: Hall de entrada a doble altura, salón comedor muy amplio con diferentes ambientes y salida al porche y piscina a través de grandes ventanales, cocina con electrodomésticos de primera calidad abierta a una zona del salón con un precioso comedor también con grandes ventanales y salida directa al porche y piscina, en el porche encontramos una zona techada con su zona de horno de leña, parrilla, cocina y barra. Al lado de la cocina tenemos una gran zona de servicio con despensa, lavandería y cuarto de instalaciones. (preparada para sacar un dormitorio de servicio con baño completo). En esta misma planta tenemos un dormitorio de invitados con vestidor y baño en suite y el aseo de visitas. PLANTA PRIMERA: Tres dormitorios con dos baños. El dormitorio principal con gran baño en suite, espectacular vestidor y una segunda estancia actualmente como cuarto de estar. PLANTA BAJA: Junto a la piscina tenemos una planta que cuenta con dormitorio de servicio baño completo y actualmente un gimnasio ( que cuenta con sauna y baño turco) Bonito jardín y piscina desbordante de sal. MEJOR VER! La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización cabe destacar: El club social del RACE, con un campo de golf de 18 hoyos, hípica, piscina, tenis, padel, futbol, gimnasio etc... Además de dos edificios sociales uno de adultos y uno de niños, con zona de ocio, piscina de bolas y unos grandes jardines con columpios y mesas de picnic ideales para celebrar fiestas infantiles. Colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe. La urbanización tiene una línea de autobús que van a Plaza de Castilla y hacen paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Publico Infanta Sofía. Ciudalcampo dispone además de una línea de minibuses internos que recorren toda la urbanización. A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",False,good,False,,5158.0,False,False,False,False,[],False,False,2450000.0,€,,,,True,True,,chalet,Ciudalcampo,Casa independiente en arlanza,Top,,independantHouse
108102572,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/8c/e2/1333894212.webp,VM2404050,31,1,2800000.0,flat,sale,244.0,False,4,5,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.429784,-3.6842297,False,https://www.idealista.com/inmueble/108102572/,"PISO REFORMADO EN UNA DE LAS MEJORES ZONAS DE MADRID Espectacular piso de lujo recién reformado, en una de las mejores zonas de Madrid de unas magníficas calidades.   Tiene 240 m² y techos de más de 3 m² de altura, además, cuenta con un trastero de 10 m².   Muy buena ubicación, en pleno barrio Salamanca, donde se encuentran los restaurantes más de moda de Madrid, tiendas y comercios, una oportunidad única.   ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,False,11475.0,True,False,False,False,[],False,False,2800000.0,€,,,,,,,flat,"Castellana, Madrid",Piso,Top,,
108807015,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/f1/f0/1355716377.webp,PLBUENAVISTA,26,1,230000.0,flat,sale,100.0,True,3,2,"plaza de Buenavista, 10",Madrid,Navalcarnero,El Pijorro,es,,40.2928205,-4.0158933,True,https://www.idealista.com/inmueble/108807015/,"¡Tu nuevo hogar en el Pijorro de Navalcarnero te está esperando! HOGARES NAVALCARNERO VENDE EN EXCLUSIVA este magnífico piso con terraza en El Pijorro, una de las zonas más tranquilas y valoradas del centro del municipio. Un entorno privilegiado donde la comodidad de tenerlo todo a mano se combina con la paz de un barrio residencial rodeado de naturaleza. La vivienda, en excelente estado, se encuentra en una única planta, en un primer piso con altura de segundo, y destaca por su distribución funcional y sus espacios luminosos y acogedores. Cuenta con tres dormitorios, la habitación principal dispone de armario empotrado, doble ventana, y dos baños completos con bañera, ideales para el día a día de toda la familia. El salón-comedor, amplio y con aire acondicionado, te invita a relajarte o disfrutar en compañía, con acceso directo a una terraza privada con vistas despejadas. La cocina independiente es cómoda y práctica, y dispone de una amplia zona de tendedero.  Situado a un paso de supermercados, colegios, parques infantiles, instalaciones deportivas y transporte público, este piso lo tiene todo para convertirse en tu próximo hogar o una excelente inversión.  Posibilidad de financiación al 100 %, es una oportunidad que no puedes dejar escapar. ¡Ven a visitarlo y déjate conquistar!",False,good,False,False,2300.0,True,False,False,False,[],False,False,230000.0,€,,,,,,,flat,"El Pijorro, Navalcarnero","Piso en plaza de Buenavista, 10",Top,,
108618852,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/d5/17/1353431670.webp,VM2506126,30,4,695000.0,flat,sale,84.0,True,2,1,Barrio Guindalera,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4334413,-3.6711497,False,https://www.idealista.com/inmueble/108618852/,"LUMINOSO PISO EXTERIOR CON PISCINA Y GARAJE EN FINCA  ¡Oportunidad única en Guindalera! Se vende estupendo piso en una cuarta planta exterior con orientación sur, lo que garantiza una luminosidad excelente durante todo el día. La vivienda se distribuye en dos dormitorios, un amplio salón comedor, cocina independiente y baño completo. Ideal tanto para vivir como para invertir, gracias a su cómoda distribución y su ubicación privilegiada, a pocos pasos de la Plaza de San Cayetano y con excelentes conexiones de transporte, comercios y servicios. El edificio cuenta con unas zonas comunes muy representativas y cuidadas, que aportan un extra de calidad y tranquilidad. Pero lo mejor está en la azotea: una gran piscina comunitaria con espectaculares vistas sobre Madrid, perfecta para disfrutar del verano en la capital. Cuenta también con garaje en finca, no incluido en el precio.   No dejes pasar esta oportunidad en la zona de Guindalera, dentro del distrito de Salamanca, una de las más demandadas de Madrid, tanto para vivir como para invertir, por su excelente potencial de rentabilidad. Combina un ambiente residencial y tranquilo con una excelente oferta de servicios, comercios y comunicaciones. La proximidad al Instituto de Empresa y a importantes centros empresariales de la ciudad, así como el fácil acceso al intercambiador de avenida de América y a la M-30, hacen de esta zona una opción perfecta.   ¿Te gustaría vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,8274.0,True,False,False,False,[],False,False,695000.0,€,,,,,,,flat,"Guindalera, Madrid",Piso,Top,,
108780870,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/7d/d2/1354929255.webp,MV_2139,44,2,399000.0,flat,sale,57.0,True,2,1,calle Sófora,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4646811,-3.6914876,False,https://www.idealista.com/inmueble/108780870/,"Grupo EXTRA vende una excelente propiedad en perfecto estado y reformada hace tan solo cinco años, ubicada en la zona de Castillejos, en calle Sófora. Piso en una segunda planta, en una finca de cuatro alturas sin ascensor. Al existir hueco y posibilidad en la finca, la comunidad cuenta con un proyecto de instalación del ascensor, pendiente de aprobación. Actualmente la casa está distribuida en, hall de entrada con un armario empotrado, donde se encuentra instalado el calentador y la lavadora, cuenta con dos dormitorios, ambos con armario, la casa tiene doble orientación, sureste a calle Sófora y noroeste a patio interior. , baño con plato de ducha, cocina abierta y equipada a un amplio salón con un ventanal ideal para gozar de mucha luz natural y ventilación. Antiguamente el salón contaba con una terraza, a día de hoy este espacio se añadió a la casa para contar con mucho más espacio en la vivienda.  Gracias a que la casa cuenta con ventanas grandes en todas sus estancias, al tener doble orientación y a sus techos altos, la vivienda goza de mucha luz natural y de excelente ventilación cruzada. Comunidad 57€ y 258€ IBI. Aire acondicionado con bomba de calor en salón y calefacción individual con radiadores en todas las habitaciones. Piso de 57 metros construidos. Finca de 1967. Ubicada a 50mts. de calle Infanta Mercedes, a 5 minutos de Plaza Castilla y Paseo de la Castellana. El piso está en una zona con una amplia gama de servicios, desde grandes almacenes, comercios, centros médicos, farmacias, supermercados, colegios, iglesias, gimnasios, hoteles, hasta zonas deportivas (Centro Deportivo Triángulo de Oro) y una selección muy amplia de bares y restaurantes. El distrito es especialmente conocido por su centro de negocios AZCA.  En cuanto a las comunicaciones, Castillejos tiene una excelente cobertura de transporte público (49, 66, 122, N22, N23... ) y metros (1, 9, 10... ). Esto se debe a la cercanía de la estación del metro Cuzco, Tetuán y del intercambiador de Plaza de Castilla. El acceso al centro de la ciudad y a las principales salidas Túnel de Sor Angela de la Cruz con comunicación a M30-Av. de la Ilustración (M-30, A-1) es rápido, ya sea por el Paseo de La Castellana o Plaza Castilla.",False,good,False,False,7000.0,True,False,True,False,[],False,False,399000.0,€,,,,,,,flat,"Cuzco-Castillejos, Madrid",Piso en calle Sófora,Top,,
106662742,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/d3/1a/1290213067.webp,DS-P66022,28,5,1150000.0,penthouse,sale,92.0,True,2,1,glorieta de Ruiz Giménez,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4298921,-3.7074739,False,https://www.idealista.com/inmueble/106662742/,"DIZA consultores les presenta ático de lujo en Ruiz Giménez. Bienvenido a tu propio oasis de lujo en el corazón de glorieta de Ruiz Giménez. Este ático te ofrece una experiencia de vida única, fusionando elegancia contemporánea con comodidades de primer nivel. Al entrar, serás recibido por una sensación de luminosidad y dos trasteros en la parte lateral. La pieza central de esta residencia es su salón, aquí, podrás disfrutar de cenas íntimas o recibir a tus invitados en un ambiente acogedor. La cocina se encuentra independiente totalmente equipada. Los dormitorios son independientes y compartirían un baño completo. Sin embargo, la verdadera joya de esta propiedad es su magnífica terraza, desde donde podrás contemplar las vistas únicas. Ya sea disfrutando de un café por la mañana o brindando al atardecer, esta terraza se convertirá en tu refugio al aire libre. Con una ubicación privilegiada en una de las zonas más exclusivas de Madrid, este ático te ofrece lo mejor de ambos mundos: la tranquilidad de un hogar privado y la proximidad a una amplia gama de restaurantes, tiendas de lujo y lugares de interés cultural. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla… Convertimos Sueños en Hogares.",False,good,False,True,12500.0,False,False,False,True,[],False,False,1150000.0,€,,,,,,,flat,"Malasaña-Universidad, Madrid",Ático en glorieta de Ruiz Giménez,Top,,penthouse
106788536,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/bd/b0/1294034629.webp,DS-P66023,21,3,820000.0,flat,sale,83.0,True,3,2,avenida de Filipinas,Madrid,Madrid,Chamberí,es,Vallehermoso,40.4395815,-3.7107115,False,https://www.idealista.com/inmueble/106788536/,"DIZA Consultores les presenta este magnifico piso para reformar ubicado en el prestigioso barrio de Chamberí. Este espacioso inmueble de 83m2 con iluminación y ventilación natural esta compuesto de tres habitaciones y dos baños.  El piso es exterior y cuenta con 7 huecos a la calle.  Ubicada en el distrito de Chamberí ofrece una oportunidad única de inversión en una de las zonas más codiciadas de Madrid. Con una ubicación estratégica, los residentes disfrutan de fácil acceso a transporte público, servicios esenciales y una vibrante oferta cultural y arquitectónica, asegurando una alta demanda y potencial de revalorización. Actualmente se encuentra alquilado hasta Junio de 2025 con una renta de 2.400€ mensuales. DIZA Consultores Inmobiliarios. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla… Convertimos Sueños en Hogares.",False,good,False,False,9880.0,False,False,False,True,[],False,False,820000.0,€,,,,,,,flat,"Vallehermoso, Madrid",Piso en avenida de Filipinas,Top,,
108143647,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/5d/66/1337907488.webp,CLK01/4988,9,3,279000.0,flat,sale,29.0,True,1,1,calle de Jorge Juan,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4238451,-3.6643599,False,https://www.idealista.com/inmueble/108143647/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Fuente del Berro, en Madrid. La vivienda está ubicada en la 3 planta orientada a patio de manzana con ascensor. Dispone de una superficie total de 29 m², distribuidos en salón y comedor, cocina abierta, 1 dormitorio y 1 baño. Situado en el barrio de Fuente del Berro, en la Calle Jorge Juan, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Hospital General Universitario Gregorio Marañón, El Corte Inglés Goya, el Movistar Arena y del Parque de la Quinta de la Fuente del Berro. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro O'Donnell (L6). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h.",True,renew,False,True,9621.0,True,False,False,False,[],False,False,279000.0,€,,,,,,,flat,"Fuente del Berro, Madrid",Piso en calle de Jorge Juan,Top,,
