propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,neighborhood,parkingSpace.parkingSpacePrice
108860041,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/31/ab/1357237084.webp,61,,625000.0,chalet,sale,250.0,,6,4,calle Libertades,Madrid,Leganés,Derechos Humanos,es,40.3209016,-3.7594711,False,https://www.idealista.com/inmueble/108860041/,"AGIL Inmobiliaria vende, CHALET UBICADO EN EL CENTRO DE LEGANÉS (Barrio Los Tilos) La vivienda está distribuida:  SÓTANO: En esta planta contamos con un amplio apartamento distribuido en dormitorio, gran salón, cocina, dormitorio, baño, despensa y trastero. Sobre esta planta se encuentra el garaje a pie de calle y parte del salón con chimenea desde este se sale a un gran patio privado y de este la urbanización privada. ya que la vivienda está construida en medias plantas de altura. ENTREPLANTA BAJA: Entrada, hall distribuidor, cocina, aseo, salón comedor con chimenea. También se accede al garaje de la vivienda. PLANTA PRIMERA: Dos dormitorios y baños completos. PLANTA Y MEDIA: Dos dormitorios (uno en suite). BUHARDILLA: Distribuidor, despacho y terraza cubierta. La vivienda se encuentra en perfecto estado de conservación de la vivienda con excelentes calidades: encimeras cocinas, ventanas Velux automáticas, mamparas y platos de ducha, alicatados de porcelanosa, dos chimeneas, instalación de carga para coche eléctrico, pintura en liso, suelos de tarima. Armarios empotrados vestidos en todas las habitaciones. Calefacción individual de gas natural. Patio solado con toldo eléctrico. Aire acondicionado en todas las habitaciones con bomba de calor marca Fujitsu.",False,good,False,,2500.0,False,False,False,False,[],False,False,625000.0,€,True,True,chalet,"Derechos Humanos, Leganés",Chalet adosado en calle Libertades,,,,,terracedHouse,Derechos Humanos,
108841374,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/69/f2/1356687625.webp,43,1,1170000.0,flat,sale,185.0,True,5,3,Barrio Valdemarín,Madrid,Madrid,Moncloa,es,40.4682194,-3.7833667,False,https://www.idealista.com/inmueble/108841374/,"***POSIBILIDAD DE FINANCIAR SU CRÉDITO HIPOTECARIO*** ¡Descubre tu nuevo hogar en esta espectacular urbanización! Este amplio piso de 185 m² construidos ofrece todo lo que necesitas para vivir cómodamente. Con 5 dormitorios y 3 baños, es perfecto para familias que buscan espacio y comodidad. Los armarios empotrados garantizan un almacenamiento eficiente, mientras que el aire acondicionado y la calefacción individual a gas natural aseguran un ambiente agradable durante todo el año. Imagina disfrutar de tus días en la terraza, rodeado de zonas verdes y con acceso a una refrescante piscina. La orientación norte-este permite que la luz natural inunde cada rincón del hogar. Además, contarás con una plaza de garaje, lo que añade aún más valor a esta propiedad. La ubicación es inmejorable, cercana a colegios y comercios, facilitando así tu día a día. La urbanización cuenta con conserje 24 horas, brindando seguridad y tranquilidad. No dejes pasar la oportunidad de visitar este increíble piso en venta, donde cada detalle ha sido pensado para ofrecerte el mejor estilo de vida. ¡Tu nuevo hogar te espera!",False,good,False,True,6324.0,True,False,False,False,[],False,False,1170000.0,€,True,True,flat,"Valdemarín, Madrid",Piso,,,,,,Valdemarín,
103020953,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/db/d5/1175385177.webp,25,6,879000.0,flat,sale,87.0,False,2,2,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,40.4333834,-3.6795025,False,https://www.idealista.com/inmueble/103020953/,"Belton Real Estate ofrece piso en venta en el barrio de Salamanca-Lista que ha sido totalmente reformado por el estudio de arquitectura Arctempus. El inmueble se encuentra en la sexta planta Y es un piso exterior. Tiene 87 metros cuadrados de superficie.  El piso consta de 2 habitaciones y 2 baños, uno de ellos en suite, se entrega totalmente equipado y amueblado con muebles de diseño hechos a medida, acabados en madera y una excelente iluminación mediante luces LED. El piso dispone de aire acondicionado y calefacción individual de gas. Este piso en venta en el barrio de Lista es una propiedad reformada con atención al diseño y acabados de alta calidad. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,10103.0,False,False,False,False,[],False,False,879000.0,€,,,flat,"Castellana, Madrid",Piso,,,,,,Castellana,
108627479,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/bf/1f/1350668357.webp,63,,365000.0,chalet,sale,160.0,,3,2,Eurovillas,Madrid,Eurovillas,,es,40.3434453,-3.2479379,False,https://www.idealista.com/inmueble/108627479/,"Chalet independiente en venta en Eurovillas.  Muy cómodo ya que se distribuye en una sola planta.  Construido en 1990 y reformado posteriormente. Amplio porche abierto con vistas al jardín y piscina.  Hall de entrada que distribuye la vivienda a través de unos bonitos arcos de estilo rústico pintados en blanco.  Salón comedor con chimenea, cocina reformada, con isla y salida al exterior. La cocina se encuentra amueblada y equipada.  En total la vivienda dispone de tres dormitorios y dos baños. El dormitorio principal tiene el baño en suite y un magnífico vestidor.  El baño del dormitorio principal está integrado en la habitación.  Calefacción y agua caliente por gasoil. Ventanas de aluminio lacado en blanco con cristal de climalit, abatibles y oscilobatientes.  Suelos de gres.  Parcela de 992m² ajardinada y con espacio de almacenaje.  Piscina de obra, amplia zona de césped con riego automático. Junto a la piscina una barra de bar con techado para tener los refrescos a mano y disfrutar de las mejores noches de verano.  Gran barbacoa con horno de leña, preparada con luz y agua.  Lavabo exterior con baño y ducha con calentador. Muy práctico para la época de verano. En la parte de atrás tiene mucha zona de almacenaje. Parking para 4 coches.  La Urbanización Eurovillas, ubicada entre los municipios de Nuevo Baztán y Villar del Olmo (al Sureste de la Comunidad de Madrid), es una de las zonas residenciales más grandes de Europa, con alrededor de 3 600–4 000 parcelas distribuidas en 600 hectáreas y casi 80 km de viales Eurovillas está dotada de todos los servicios necesarios sin salir de la urbanización: Centro Comercial La Plaza y otras áreas comerciales con supermercado Eroski y Carrefour Market, farmacia, clínica, óptica, banco, bares, restaurantes, veterinario, peluquerías, gestorías, etc. Educación: Escuela Infantil “La casita de los niños”, Escuela infantil privada Pocholines, Colegio Público Juan de Goyeneche y Colegio Concertado Internacional Eurovillas Ocio y deportes: Casa de la juventud, Centro Cultural Valmores, pabellón, polideportivo, piscina, pistas de pádel, tenis, baloncesto, petanca, hockey, zonas verdes, parques infantiles Servicios municipales: Consultorio médico Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,,2281.0,True,False,True,False,[],False,False,365000.0,€,True,True,chalet,Eurovillas,Casa independiente,01213,,,,independantHouse,,
107219141,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/70/8f/1306516729.webp,41,3,310000.0,flat,sale,123.0,True,4,2,Chorrillo,Madrid,Alcalá de Henares,Chorrillo,es,40.4910032,-3.378979,False,https://www.idealista.com/inmueble/107219141/,"AGENCIA INMOBILIARIA DE ALCALÁ DE HENARES, OFICINA DE TECNOCASA VENDE EXCELENTE PISO REFORMADO EN IVIASA - CHORRILLO. La zona destaca por su cómoda accesibilidad desde la Nacional A-2, además cuenta con numerosas paradas de autobús urbano e interurbano, y la estación de Alcalá de henares a sólo 15 minutos andando. La vivienda cuenta con una superficie de 123 m2 aproximadamente, y está distribuida en: Hall de entrada con armarios empotrados, cocina amueblada y equipada con la terraza tendedero acristalada e incluida a la cocina, gran salón comedor independiente con acceso a una amplia y agradable terraza, cuatro dormitorios amplios, todos ellos con armarios empotrados y dos baños completos, con plato de ducha y uno en suite con el dormitorio principal con bañera. La vivienda está recientemente reformada, contando con numerosas mejoras, como la carpintería exterior de aluminio climalit, suelos de tarima, cocina y baños reformados completamente, contando también con varias zonas de iluminación personalizada. La vivienda cuenta con toldos en la terraza exterior. La finca cuenta con ascensor y calefacción central. Además tiene posibilidad de acceso a zonas deportivas y PISCINA DE IVIASA. NO LO DUDE Y LLÁMENOS PARA VISITARLO! Y RECUERDE QUE PODEMOS CONSEGUIR HASTA EL 100% DE FINANCIACIÓN CON NUESTRO DEPARTAMENTO FINANCIERO KIRON.",True,good,False,True,2520.0,True,True,False,False,[],False,False,310000.0,€,,,flat,"Chorrillo, Alcalá de Henares",Piso,,,,,,,
108877571,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/60/e3/1357696595.webp,56,bj,284900.0,flat,sale,80.0,True,3,1,calle Santa Prisca,Madrid,Madrid,Ciudad Lineal,es,40.4261771,-3.651297,False,https://www.idealista.com/inmueble/108877571/,"Grupo Alameda Inmobiliaria vende fantástico piso completamente reformado en la zona de la Elipa, el piso está para no hacerle absolutamente nada. La vivienda consta de 80 metros según catastro. Está dividido en dos plantas que estarían distribuidas del siguiente modo: En primera planta tiene justo en la entrada, un salón con mucha luz y muchas posibilidades, en el mismo hay aire acondicionado. La cocina está integrada en el salón, totalmente equipada con electrodomésticos a medida. La fontanería está recién cambiada. En la una planta más arriba tenemos 3 habitaciones amplias, con mucha luz, el cuarto de baño completamente reformado, se hizo todo. Además tienen un hueco ideal para aprovechar el hueco de la escalera. Si hablamos de las calidades: tiene las ventanas cambiadas de toda la casa, la fontanería hecha, la electricidad también, puerta de seguridad, tarima y aire acondicionado en la zona. En cuanto a la comunicación, tenemos el metro a escasos 50 metros y todos los autobuses que pasan por Marqués de Corbera, al estar en prácticamente la avenida, tenemos toda clase de negocios. Servicios en general tenemos el CEIP Leopoldo Alas, el CEIP Gustavo Adolfo Becquer o la Biblioteca pública de la Elipa. Si hablamos de acceso, tenemos cerca la Avenida García Noblejas, la M23, la E5 y la M30. La zona de alrededor es ajardinada, por lo que se puede huir un poco de lo que es la gran ciudad. ¡No pierdan la oportunidad de venir a verlo! Prácticamente, coger las llaves y entrar. Financiación de hasta el 95%.",False,good,False,True,3561.0,False,False,False,False,[],False,False,284900.0,€,,,flat,"Ventas, Madrid",Piso en calle Santa Prisca,,,,,,Ventas,
108584587,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/e9/a8/1349155972.webp,33,bj,295000.0,flat,sale,71.0,True,2,1,Centro,Madrid,El Escorial,Centro,es,40.5837232,-4.127657,False,https://www.idealista.com/inmueble/108584587/,"Piso Bajo con Jardín Privado –  Nuevo a Estrenar en el Centro de El Escorial Presentamos esta exclusiva vivienda  nueva, ubicada en planta baja, con un precioso jardín privado y todos los detalles para ofrecer confort, calidad y una excelente ubicación, en pleno centro de El Escorial. � Distribución y Estancias Salón-Comedor: Espacioso, muy luminoso  con vistas  al jardín. Ideal para disfrutar de la luz natural durante todo el día y para conectar interior y exterior en una zona de relax o reunión. Cocina Independiente: Moderna, totalmente amueblada con mobiliario de alta calidad, con salida directa también al jardín. Perfecta para quienes disfrutan cocinar con luz natural y espacio exterior accesible. 2 Dormitorios: Ambos con armarios empotrados vestidos interiormente, lo que aporta orden y funcionalidad desde el primer día. Ventanas al exterior, lo que asegura ventilación cruzada y luminosidad. 1 Baño Completo: Con ventana al exterior, lo que proporciona luz y ventilación natural. Espacio optimizado y materiales modernos. � Exterior: Jardín Privado con Casita Auxiliar El jardín, de uso exclusivo de la vivienda, es un auténtico lujo en esta zona. Ideal para comidas al aire libre, descanso, jardinería o como espacio de juego para niños o mascotas. Además, cuenta con una casita auxiliar dentro del jardín, con múltiples posibilidades: cuarto de herramientas, trastero, despacho, zona de juegos o incluso un pequeño estudio. ⚙️ Calidades y Equipamiento Ventanas de PVC con acristalamiento climalit y oscilobatientes, lo que garantiza aislamiento térmico y acústico. Suelos de tarima flotante de alta resistencia en todas las estancias. Puertas lacadas en blanco que aportan amplitud y luminosidad. Pintura lisa en toda la vivienda, en tonos neutros, lista para decorar al gusto. Instalaciones de fontanería y electricidad completamente nuevas. Cocina completamente amueblada y lista para usar. � Edificio y Entorno Edificio muy tranquilo con tan solo tres vecinos, lo que garantiza privacidad y bajo coste de comunidad. Situado en una zona residencial y céntrica, con todos los servicios a pocos pasos: supermercados, colegios, centros médicos, bancos, tiendas, cafeterías y parques. Excelente conexión con transporte público: parada de autobús a solo 150 metros y estación de tren cercana, ideal para quienes trabajan en Madrid o alrededores.  Ideal para… Parejas o familias que buscan calidad de vida en una zona privilegiada. Personas mayores que valoran la comodidad de una planta baja sin escaleras. Inversores que buscan un inmueble de alta demanda, listo para alquilar. Validez Inmobiliaria no cobra ningún tipo de Honorarios a los compradores. Y te ayudaremos en todo lo relativo a la gestión de postventa, trámites y cambios de suministros totalmente gratis. Al igual que disponemos de un equipo financiero ágil y cómodo en caso de ser necesario totalmente gratuito y si necesitas hacer algún cambio en la vivienda también tenemos un equipo profesional a tu disposición. Tu eres la mejor parte, Validez Inmobiliaria.",False,good,False,False,4155.0,True,False,False,False,[],False,False,295000.0,€,,,flat,"Centro, El Escorial",Piso,1172,,,,,,
107912108,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/1d/f4/1328122989.webp,58,,2100000.0,chalet,sale,534.0,,4,7,Barrio Yucatán- Las Cornisas,Madrid,Las Rozas de Madrid,Yucatán- Las Cornisas,es,40.4847135,-3.8644587,False,https://www.idealista.com/inmueble/107912108/,"Exclusivo chalet independiente en Las Rozas con todas las comodidades para una vida de lujo y confort TE PRESENTAMOS ESTA EXCEPCIONAL VIVIENDA UNIFAMILIAR de tres plantas ubicada en una de las mejores zonas residenciales de Las Rozas, donde el equilibrio entre tranquilidad, privacidad y excelente comunicación se convierte en una realidad. Con una reforma integral realizada hace solo 5 años, el chalet se encuentra en un estado impecable, listo para entrar a vivir sin necesidad de realizar mejoras. ESTA MAGNIFICA PROPIEDAD ofrece todo lo que una familia puede soñar, combinando diseño, funcionalidad y bienestar en cada rincón. La casa se distribuye en tres plantas conectadas por un moderno ascensor interior, que aporta comodidad y accesibilidad en todo momento. LA VIVIENDA CUENTA con cuatro amplios dormitorios tipo suite, cada uno con su propio baño privado, pensados para ofrecer la máxima intimidad y confort a todos los miembros de la familia. Además, dispone de un despacho independiente, ideal para quienes necesitan un espacio tranquilo para teletrabajar o estudiar, y un gran salón principal muy luminoso, con salida directa a una terraza cubierta, perfecta para disfrutar del exterior durante todo el año. EN EL APARTADO DE BIENESTAR Y OCIO, esta propiedad no deja nada al azar. Disfruta de una piscina exterior rodeada de jardín, ideal para los días de verano, y una piscina interior climatizada perfecta para relajarse durante todo el año. Para quienes valoran un estilo de vida saludable, el chalet incluye también un gimnasio privado totalmente equipado y una elegante sauna, convirtiendo tu propia casa en un auténtico spa personal. EL DISEÑO INTERIOR combina materiales nobles y modernos, con acabados de alta calidad y una decoración atemporal que aporta calidez y sofisticación a cada estancia. La reforma reciente ha incorporado mejoras en eficiencia energética, climatización, iluminación y domótica, lo que garantiza el máximo confort con un consumo optimizado. EN CUANTO A LA UBICACION, es simplemente inmejorable. La vivienda se encuentra en una zona muy bien comunicada, a tan solo 5 minutos de la entrada del carril Bus VAO, con autobuses directos a Madrid en las inmediaciones. Está rodeada de colegios de prestigio, supermercados, centros deportivos y todo tipo de servicios, lo que facilita el día a día de toda la familia. Además, se puede llegar caminando en menos de 10 minutos tanto al centro del pueblo de Las Rozas como a Majadahonda, disfrutando así de un entorno residencial tranquilo sin renunciar a la cercanía urbana. ESTE CHALET REPRESENTA una ocasión única para quienes buscan una vivienda de alto nivel en una de las zonas más demandadas del noroeste de Madrid, con todos los espacios y comodidades necesarios para una vida familiar plena, elegante y funcional. UNA PROPIEDAD QUE LO TIENE TODO:UBICACION,CALIDAD,DISEÑO Y BIENESTAR. ¡VEN A DESCUBRIRLA!",False,good,False,,3933.0,False,False,False,False,[],False,False,2100000.0,€,True,True,chalet,"Yucatán- Las Cornisas, Las Rozas de Madrid",Casa independiente,07258,,,,independantHouse,Yucatán- Las Cornisas,
107811302,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/de/8d/1324500052.webp,40,1,580000.0,flat,sale,300.0,True,2,3,calle de Longares,Madrid,Madrid,San Blas,es,40.4333294,-3.6093942,False,https://www.idealista.com/inmueble/107811302/,"MHDB METROPOLITANO vende LOCAL CONVERTIDO A VIVIENDA de 300 m2, en una zona muy bien comunicada con metro línea 7 y línea 2, y varias líneas de autobuses.  se distribuye del siguiente modo: -Sótano diáfano de 60 m2 -Entreplanta donde se encuentra una cocina grande y tres baños, dos de ellos completos. -Planta a pie de calle, salón y dormitorio. -1º planta también de 60m2, actualmente hay un dormitorio y un recibidor amplio -2º planta, totalmente diáfana y por la cual se accede a las dos terrazas, cada una de 60 m2. Una de las terrazas se puede utilizar para poner placas solares. Se encuentra en una zona tranquila de Musas y con todo tipo de servicios a su alrededor (colegios, supermercados, farmacias, parques infantiles, zonas de ocio.. . ) También está cerca del carril bici. Salidas A2 Y M40. En las proximidades tenemos el Centro Comercial Las Rosas, CIVITAS-METROPOLITANO y el Centro Comercial Plenilunio. Además de a 10 minutos en coche del aeropuerto BARAJAS-ADOLFO SUAREZ. Además de asesorar a cada cliente de forma individual, nos encargamos de tramitarle todas las gestiones necesarias para hacer más fácil y rápido el proceso de compra. Para más información nos puede llamar o escribir.  Próximo a dos líneas de metro la 2 y la 7. Te acompañamos en todo el proceso de compraventa.",False,good,False,False,1933.0,True,False,False,False,[],False,False,580000.0,€,,,flat,"Rosas, Madrid",Piso en calle de Longares,,,,,,Rosas,
107741750,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/ea/b9/1347215205.webp,36,3,187000.0,flat,sale,152.0,True,4,2,La Montaña-El Cortijo,Madrid,Aranjuez,La Montaña-El Cortijo,es,40.0580814,-3.5934624,False,https://www.idealista.com/inmueble/107741750/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de cuatro dormitorios y dos baños. Se encuentra en la 3ª planta de un edificio residencial. y cuenta con garaje y trastero. Dispone de ascensor. Situado en La Montaña-El Cortijo. La vivienda se distribuye en cuatro dormitorios y, armarios empotrados, salón-comedor con acceso a terraza, cocina independiente y dos baños. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de gres en cocina, baño y en el resto de estancias. Dispone de calefacción. Se encuentra ubicado al Noreste de Aranjuez. Cuenta con fácil acceso a través de las principales carreteras y buenas comu nicaciones por transporte público.  La parada de autobús más cercana es Av. Amazonas Central - Gta. Valle del Loira y se encuentra a menos de 5 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con to do tipo de servicios básicos La zona cuenta con una amplia oferta de entretenimiento con varios parques, bares, restaurantes y comerc ios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle.  La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Carretera de Chinchon a A-4 y la Carrete ra de Madrid.  Estado de la vivienda: vacante"".",True,good,False,True,1230.0,True,False,True,False,[],False,False,187000.0,€,True,True,flat,"La Montaña-El Cortijo, Aranjuez",Piso,2201/22010007/571,,,,,,
102121692,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/ff/3a/1144980846.webp,24,5,4200000.0,flat,sale,282.0,True,4,4,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.424236,-3.6806347,False,https://www.idealista.com/inmueble/102121692/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece esta exclusiva vivienda en finca señorial de 1910 con fachada clásica y portal representativo.  Destacamos sus techos altos con molduras originales, aportando a la propiedad un carácter especial. La distribución es de salón comedor, cocina integrada con cuatro habitaciones y cuatro baños. Ubicado a pocos metros del Parque del Retiro. El barrio de Salamanca es una de las zonas residenciales y comerciales más apreciadas de Madrid, y con mayor nivel de vida de toda Europa. El barrio toma su nombre de José de Salamanca y Mayol, el Marqués de Salamanca, que promovió y dirigió su construcción a mediados del siglo XIX, llevada a cabo durante el reinado de Isabel II. Se forjó para las clases aristocráticas y burguesas, con grandes avenidas en distribución regular en forma de damero con calles perpendiculares, en torno a las que se articulan tiendas y comercios de lujo, y grandiosos palacetes, en uno de los cuales vivió el escritor sevillano Gustavo Adolfo Bécquer. En la actualidad, hablamos de una zona dinámica y segura, de grandes aceras, con una interesante vida, gracias a que es el epicentro de las tiendas lujo de la capital, conocida también por la “Milla de Oro”, donde tienen su sede las firmas más prestigiosas del mundo. También concentra un elevado número de Embajadas en edificios decimonónicos con gran valor arquitectónico. Y encontramos los establecimientos de hostelería más cosmopolitas de la capital, como el famoso “Platea Madrid” que es el centro de ocio gastronómico más grande de Europa. La cercanía al Parque del Retiro, le proporciona la etiqueta, de ser unos de los mejores barrios para vivir de Madrid. Álvora Capital Properties con más de 20 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",False,good,False,True,14894.0,False,False,False,False,[],False,False,4200000.0,€,,,flat,"Recoletos, Madrid",Piso,,,,,,Recoletos,
106221233,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/81/95/1276322643.webp,47,1,549000.0,flat,sale,230.0,True,5,3,plaza de España,Madrid,Leganés,Centro,es,40.3257069,-3.7651472,False,https://www.idealista.com/inmueble/106221233/,"¿BUSCAS UN PISO DE GRAN TAMAÑO, EN PLENO CENTRO DE LEGANES? ¡ESTA ES TU OPORTUNIDAD!  Progreso Vende, estupenda vivienda en calle Plaza de España, en uno de los edificios más emblemáticos del centro, junto al antiguo ayuntamiento. Se compone de doble entrada (principal y de servicio); amplio salón con terraza; tres habitaciones con baño compartido; habitación principal con baño propio; comedor; cocina con despensa y acceso a patio interior; y habitación de servicio con baño propio. La finca se localiza en una UBICACIÓN PRIVILEGIADA, siendo un punto destacado en la localidad de actividad económica y comercial sin dejar de lado un excelente vecindario que otorga a sus residentes, una vida cómoda, con todos los servicios a su alrededor, entre los que cabe destacar: transporte público (Intercambiador Renfe-Metro, C-5 y L-12); centros de atención sanitaria y hospital “Severo Ochoa”; centros docentes; edificios de atención al ciudadano; pequeño comercio; mercados, centros comerciales y supermercados; y rápido acceso a las principales carreteras (M-40, M-45, A-42, A-4,... ). Recuerda que Progreso es una empresa multiservicio que pone a tu disposición “Todo lo que necesites, en un único lugar”, contando para ello, con despacho jurídico propio con los mejores especialistas y excelentes acuerdos a nivel financiero. ¡LLAMANOS SIN COMPROMISO!",False,renew,False,True,2387.0,True,False,False,False,[],False,False,549000.0,€,True,True,flat,"Casco Antiguo, Leganés",Piso en plaza de España,,,,,,Casco Antiguo,
104167448,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/7d/18/1315115810.webp,22,bj,78000.0,flat,sale,51.0,True,1,1,travesía Alta Perchuela,Madrid,Villamantilla,,es,40.3403351,-4.1332374,False,https://www.idealista.com/inmueble/104167448/,"***INMUEBLE OCUPADO*** ***SOLO PARA INVERSORES*** ***SIN COMISIONES DE AGENCIA INMOBILIARIA*** Oportunidad de inversión: inmueble procedente de ejecución hipotecaria sin posesión. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. Este piso se encuentra en Travesía Alta Perchuela, 28609, Villamantilla, Madrid, en la planta bajo. Es un piso que tiene 51 m2 y dispone de 1 habitaciones y 1 baños. Está situado en el centro de Villamantilla, en las inmediaciones encontramos el Colegio Público San Miguel, supermercados y centros deportivos. Cuidado con fácil acceso a M-530. Soluciones a su medida.",True,renew,False,False,1529.0,False,False,False,False,[],False,False,78000.0,€,,,flat,Villamantilla,Piso en travesía Alta Perchuela,FHOG-2461,86000.0,8000.0,9.0,,,
108254810,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/c9/d0/1358773100.webp,28,1,325000.0,duplex,sale,125.0,True,3,3,calle los Haces,Madrid,Sevilla la Nueva,,es,40.3495261,-4.0321593,False,https://www.idealista.com/inmueble/108254810/,"Grupo inmobiliario Ares vende! Dúplex de 120 m² en una de las mejores urbanizaciones de Sevilla la Nueva. La vivienda esta compuesta por 3 dormitorios (antes 4) 2 cuartos de baño completos y 1 aseo. En la planta principal nos encontramos con el recibidor, con acceso a un amplio salón de diseño de aproximadamente 30 m², una terraza abierta orientada a la urbanización y un pequeño patio de luces. Una cocina individual completamente reformada y un cuarto aseo junto a las escaleras que dan acceso a la planta superior. En la planta superior nos encontramos con 3 dormitorios y 2 cuartos de baño completos. La vivienda está totalmente reformada recientemente y lista para entrar a vivir! Se encuentra en una privilegiada urbanización con grandes zonas ajardinadas, dispone de pista de tenis y piscina comunitaria. Visítelo sin compromiso! ""Esta publicación no es contractual y puede contener errores"" Grupo Inmobiliario Ares, fue fundado hace casi 20 años y dirigido por profesionales del sector inmobiliario con más de 25 años de trayectoria. Desde el inicio nos basamos en una única idea: aplicar las mejores técnicas de venta, haciendo suyas los fundamentos de honradez, integridad y ética. Nuestra política de mejora diaria está en conocer y analizar el grado de satisfacción de cada uno de nuestros clientes. Por eso nuestro compromiso personal es garantizarle su tranquilidad en todas las fases de la compraventa. Confíe la compra de su nueva casa a Grupo Inmobiliario Ares, teniendo a su disposición la empresa más profesional y eficaz del sector, según clientes, con un método de trabajo único e innovador. Bienvenido a casa. [IW].",False,good,False,False,2600.0,False,False,False,False,[],False,False,325000.0,€,,,flat,Sevilla la Nueva,Dúplex en calle los Haces,ALC-0050,,,,duplex,,
106173523,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/91/46/1274793213.webp,23,ss,875000.0,flat,sale,107.0,True,2,2,calle de Argensola,Madrid,Madrid,Centro,es,40.4241795,-3.6940938,False,https://www.idealista.com/inmueble/106173523/,"Exquisito semisótano en el prestigioso barrio de Justicia, actualmente alquilado, en una elegante finca clásica. Donde la luz natural penetra en cada estancia gracias a sus 7 ventanas al exterior. Este impresionante inmueble combina a la perfección el encanto de lo antiguo con la modernidad, gracias a una muy cuidada reforma que ha respetado los materiales originales de la época como los alicatados, ladrillo visto y la piedra, combinándolos con los materiales  contemporáneos como el acero corten, puertas correderas de cristal…creando unos espacios elegantes y llenos de buenas sensaciones. El piso está distribuido en: un amplio salón-comedor con cocina integrada y totalmente equipada, dos dormitorios cada uno con su baño en suite y un aseo de invitados. Situado en un bonito edificio clásico del año 1910 y rodeado de todos los servicios necesarios. "" Reserva ya tu visita con nosotros.",False,good,False,False,8178.0,True,False,False,False,[],False,False,875000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso en calle de Argensola,,,,,,Chueca-Justicia,
