propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108383110,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/f5/b9/1342471155.webp,LCM37040,40,2,390000.0,flat,sale,105.0,False,2,1,calle San Graciano,Madrid,Madrid,Usera,es,Moscardó,40.3934045,-3.7037416,False,https://www.idealista.com/inmueble/108383110/,"Amplio piso de 105 m2 para actualizar interior en finca con ascensor y conserje junto al C. C. Plaza Río 2. Está distribuido en hall de entrada, salón con acceso a terraza, 2 dormitorios (el principal con espacioso vestidor y el otro con gran armario empotrado), cocina independiente con zona de comedor y baño completo. La vivienda se encuentra para actualizar, pero de igual manera, está en perfectas condiciones de habitabilidad por si no te interesa hacer en principio obras de mejoras. El suministro de agua caliente y calefacción es individual a través de caldera de Gas Natural. Disfruta de Aire Acondicionado con bomba frío/calor en el salón. Excelente ubicación junto al parque Madrid Río y al Centro Comercial Plaza Río 2, con todos los servicios y comercios, zonas verdes y de ocio, al alcance de tu mano y sin molestos desplazamientos. La comunicación es inmejorable, próximo a la estación de Metro Usera, a la futura estación de Metro Comillas y a diferentes líneas de autobús. Fácil acceso a M30, M40, A42 y A4 por lo que el desplazamiento, tanto al centro como al extrarradio de la ciudad, se convierte en cómodo y accesible. Por tanto, si buscas vivir en un lugar tranquilo, con todo tipo de comodidades y además disfrutar de un buen entorno verde, con una cómoda y accesible ubicación, ésta es tu elección sin ninguna duda. Para visitar este piso o para más información, ponte en contacto con nosotros: De lunes a viernes: 10:00h-14:00h y 17:00h-20:30h. Sábados: 10:00h-14:00h. ¡En LA CASA Agency estaremos encantados de atenderte! *Además, si quieres conocer el valor de tu vivienda, contáctanos y te haremos una valoración SIN COMPROMISO y SIN COSTE.",False,good,False,True,3714.0,False,False,False,False,[],False,False,390000.0,€,,,flat,"Moscardó, Madrid",Piso en calle San Graciano,Destacado,,,,,
108668353,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/bf/c6/1352289344.webp,TUPIS0036,33,3,219000.0,flat,sale,65.0,False,3,1,calle San Basilio,Madrid,Madrid,Usera,es,Pradolongo,40.3808871,-3.7066355,False,https://www.idealista.com/inmueble/108668353/,"Piso de 3 habitaciones en excelente estado – Zona Usera. Terra Urban ofrece en exclusividad una estupenda vivienda de 3 dormitorios, ubicada en el barrio de Usera, a pocos minutos del Polideportivo de Orcasitas. Se trata de un piso en muy buen estado de conservación, ideal para entrar a vivir sin necesidad de reformas. La vivienda cuenta con suelos de tarima flotante, paredes lisas y una distribución cómoda y funcional. La cocina está totalmente equipada y dispone de una práctica terraza cerrada que aporta un espacio extra muy útil. El baño ha sido renovado y dispone de un moderno plato de ducha. Ubicada en una zona con todos los servicios a tu alcance: múltiples líneas de autobús, gran variedad de bares, restaurantes, comercios, y muy cerca de uno de los parques más grandes y valorados de la zona, ideal para pasear, hacer deporte o disfrutar del aire libre. Una oportunidad perfecta tanto para familias como para inversores. ¡Ven a visitarlo sin compromiso! [IW].",False,good,False,False,3369.0,False,False,False,False,[],False,False,219000.0,€,,,flat,"Pradolongo, Madrid",Piso en calle San Basilio,Destacado,,,,,
108382174,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/a1/ef/1342444223.webp,RP472025138480,26,3,190000.0,flat,sale,74.0,False,3,1,Barrio Villaverde Alto,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3484764,-3.7066632,False,https://www.idealista.com/inmueble/108382174/,"Redpiso Villaverde Alto gestiona la venta de vivienda en tercera planta de 74m2, distribuidos en 3 dormitorios, salón con salida a tarraza, cocina con salida a tendedero y baño.  La vivienda dispone agua caliente por gas natural individual. Suelos de sintasol, ventanas de aluminio, puertas de roble y puerta principal blindada.  Se encuentra a 5 minutos de RENFE de Puente Alcocer. Al lado de todo tipo de comercios y servicios tales como supermercados, tiendas, bancos, centro de salud, farmacias, parques, institutos y colegios.  A 5 minutos de carreteras como M-30; M-40; M-45; Avenida de Andalucía, carretera de Toledo y centro comercial “Westfield ParqueSur”. ¡Visite sin compromiso! Agencia inscrita en RAIN Nº 000596/20 con lo que os ofrecemos servicio completo de personal formado. Profesionales con más de 20 años de experiencia. Además disponemos de seguro de caución y responsabilidad civil para que su señal esté protegida!",False,good,False,False,2568.0,True,False,True,False,[],False,False,190000.0,€,,,flat,"Villaverde Alto, Madrid",Piso,Destacado,,,,,
108515152,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/48/dd/1347218799.webp,,27,6,980000.0,penthouse,sale,100.0,True,1,1,calle de Bravo Murillo,Madrid,Madrid,Tetuán,es,Berruguete,40.4613296,-3.7003254,False,https://www.idealista.com/inmueble/108515152/,"Ático de lujo con terraza y reforma de diseño en Bravo Murillo en HOUX En una de las arterias más dinámicas de Madrid, HOUX presenta este espectacular ático con terraza, completamente reformado con calidades premium y un interiorismo exclusivo a cargo de decorador. La propiedad destaca por su luminoso salón-comedor con grandes ventanales, equipado con estores a medida y una elegante chimenea decorativa eléctrica que, además de aportar estilo, ofrece funcionalidad como fuente de calor. La cocina, de diseño moderno y líneas limpias, está equipada con electrodomésticos de alta gama Pando y Siemens, perfectamente integrados. Dispone de dos dormitorios: el principal, amplio y muy luminoso, y un segundo dormitorio auxiliar ideal como despacho, cuarto de invitados o vestidor adicional. Ambos cuentan con armarios empotrados hechos a medida, y la entrada incluye un fabuloso zapatero, complementado con un segundo zapatero integrado. La joya de la vivienda es su exclusiva terraza, un oasis privado en pleno Madrid, equipada con ducha exterior, armario lavadero y espacio para crear un ambiente chill-out único. Detalles adicionales como el termostato central, la venta amueblada con piezas seleccionadas por decorador y una atmósfera cuidadosamente pensada, convierten esta vivienda en una oportunidad irrepetible para quienes buscan diseño, confort y ubicación privilegiada. La zona – Calle de Bravo Murillo, Madrid Ubicada en el corazón de Tetuán y Chamberí, la calle de Bravo Murillo es una de las más emblemáticas y vivas de Madrid. Combina el sabor tradicional de los barrios madrileños con una creciente oferta de comercios modernos, cafés de autor, tiendas gourmet y servicios de primer nivel. Perfectamente comunicada con el resto de la ciudad gracias a varias líneas de metro y autobuses, Bravo Murillo se ha convertido en una zona estratégica tanto para vivir como para invertir. A pocos minutos de la zona financiera de AZCA, de Cuatro Caminos y de puntos culturales como el Parque de Santander o el Teatro del Canal, ofrece un equilibrio perfecto entre vida urbana, comodidad y calidad residencial.",False,good,False,True,9800.0,False,False,False,False,[],False,False,980000.0,€,True,False,flat,"Berruguete, Madrid",Ático en calle de Bravo Murillo,Destacado,penthouse,,,,60.0
108634511,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/48/ce/1350573904.webp,,10,3,1200000.0,flat,sale,79.0,False,2,2,"calle Velázquez, 45",Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4271107,-3.6844704,True,https://www.idealista.com/inmueble/108634511/,"Ubicada en el emblemático barrio de Salamanca- Recoletos, en Madrid, esta encantadora vivienda en Velázquez 45 combina la elegancia clásica de un edificio construido en 1900 con las comodidades modernas que necesitas. Situada en una tercera planta, la propiedad interior de 79 metros catastrales ofrece un refugio tranquilo y luminoso en el corazón de la ciudad. Este piso, completamente amueblado, cuenta con dos habitaciones y dos baños, ideales para quienes buscan comodidad y estilo en un entorno sofisticado. El interior del piso ha sido diseñado para maximizar el espacio y la funcionalidad. La cocina está completamente equipada, lista para que puedas disfrutar de tus comidas en un ambiente acogedor. Además, el edificio cuenta con ascensor, lo que facilita el acceso a la vivienda, y su orientación interior asegura un ambiente sereno, lejos del bullicio de la calle. La distribución y los acabados de alta calidad crean un ambiente hogareño perfecto para una vida cómoda y sin preocupaciones. Este piso en Velázquez 45 representa una oportunidad única para vivir en uno de los barrios más prestigiosos de Madrid. Con la cercanía a tiendas exclusivas, restaurantes y servicios de alta gama, es una opción ideal para quienes buscan disfrutar de la vibrante vida urbana de la capital.",False,good,False,True,15190.0,True,False,False,False,[],False,False,1200000.0,€,,,flat,"Recoletos, Madrid","Piso en calle Velázquez, 45",Destacado,,,,,
105346321,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/b0/1f/1249341611.webp,1512,33,,1650000.0,chalet,sale,886.0,,6,5,Fuente del Fresno,Madrid,Fuente del Fresno,,es,,40.5856203,-3.5947091,False,https://www.idealista.com/inmueble/105346321/,"Factor Norte servicios inmobiliarios ofrece en venta esta exclusiva y magnífica vivienda independiente en la prestigiosa urbanización Fuente del Fresno, una lujosa urbanización en la zona norte de Madrid. Esta vivienda dispone de 886 m2 edificados y distribuidos sobre una parcela de 2.124 m2 y se sitúa en un enclave excepcional dentro de la urbanización. La vivienda se ubica en la zona alta de la parcela, con vistas a todo el magnífico jardín y zona de piscina. Se trata de una vivienda muy cómoda en su uso, con una planta principal donde se ubican las estancias principales de la vivienda y una planta baja destinada zona de estar y cocina. La vivienda disfruta de unas vistas espectaculares que integran su magnífico jardín con la vivienda gracias a sus grandes ventanales y la gran luz natural de la que dispone. La entrada a la vivienda dispone de un acceso exclusivo de vehículos que da acceso a la zona de garaje en planta sótano, con amplia capacidad de 6 vehículos. La vivienda principal se distribuye en dos plantas habitables: En la planta principal, entrando al chalet nos recibe un gran hall que da acceso una zona de estar y distribución. Desde esta zona accedemos al amplio salón y sala de estar con vistas a la piscina y excepcional jardín. También se accede desde el hall a la escalera de acceso a la zona de dormitorios. Cuenta con un gran salón con una amplia zona de estar, y una zona de comedor. La zona de dormitorios se distribuye con acceso desde el hall de entrada. Con acceso desde el hall principal también nos encontramos una cocina con zona de office, totalmente amueblada con magníficos muebles de cocina y acceso directo al comedor.  La vivienda cuenta con 6 dormitorios y 5 cuartos de baño y aire acondicionado en la vivienda, así como calefacción por suelo radiante. Se completa con una zona de trastero y almacén, y zonas multiusos. En la zona de jardín cuenta con diferentes ambientes, la zona de piscina con un magnifico porche anexo con una zona magnífica de barbacoa. Cuenta, además, con una pista de tenis. La vivienda dispone de un perfecto diseño de iluminación en toda la vivienda y un diseño de iluminación exterior y de diseño del jardín, con grandes espacios y agradable vegetación, con arbolado consolidado. La propiedad se encuentra dentro de la urbanización Fuente del Fresno, zona norte de Madrid, con una cómoda salida a la autovía A-1 y a la vez muy tranquila; con unas zonas zonas comunes deportivas y parque infantil, así como de seguridad 24 horas y control de acceso, y próxima a colegios.",False,good,False,,1862.0,False,False,False,False,[],False,False,1650000.0,€,True,True,chalet,Fuente del Fresno,Casa independiente,Destacado,independantHouse,,,,
108600724,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/34/6b/1349634930.webp,E000177,22,3,179000.0,flat,sale,72.0,True,2,1,Barrio Santos,Madrid,Leganés,Centro,es,Santos,40.3340505,-3.7595284,False,https://www.idealista.com/inmueble/108600724/,"BANCASA INMOBILIARIA LEGANES, vende PISO en barrio los SANTOS. Piso TOTALMENTE EXTERIOR de 72 metros REFORMADA. DISTRIBUIDOS en 2 DORMITORIOS, BAÑO, COCINA, SALON Y TERRAZA. Piso situado en 3º Planta sin ascensor Salón INDEPENDIENTE con aire ACONDICIONADO. Cocina totalmente equipada, muebles altos y bajos con salida directa a TERRAZA/TENDEDERO. DORMITORIO PRINCIPAL de 18 METROS. Baño con suelo de gres, totalmente equipado, con VENTILACION NATURAL. Suelos de la vivienda son de TARIMA. Carpintería interior son puertas LACADAS EN BLANCO. Carpintería exterior son ventanas aluminio blanco CLIMALIT OSCILOBATIENTES. Paredes en LISO. Calefacción Individual de GAS NATURAL. Puerta blindada. Portero automático. Ambulatorio y centro de salud cercano. Autobuses de línea a un minutos. Todo tipo servicios y supermercados y farmacia a un minuto andando Financiación hasta 90% con nuestro propio departamento financiero. Hipoteca fija 30 años desde 2.20% Hipoteca variable 30 años desde euribor + 0.70% Consulta condiciones en bancasa. Es.",True,good,False,False,2486.0,False,False,False,False,[],False,False,179000.0,€,,,flat,"Santos, Leganés",Piso,Destacado,,185000.0,6000.0,3.0,
108091206,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/51/c9/1333676279.webp,ES33199,31,,720000.0,chalet,sale,277.0,,4,3,calle Playa de Loira,Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,El Pinar- Punta Galea,40.5370736,-3.8942516,False,https://www.idealista.com/inmueble/108091206/,"Encantador chalet adosado de esquina, con un bonito jardín privado en un entorno privilegiado. Situado en una de las zonas más demandadas de Las Rozas, la prestigiosa urbanización Punta Galea, ideal para familias que buscan un espacio tranquilo, seguro y familiar y rodeado de zonas verdes sin alejarse de Madrid. Desde el hall de entrada accedemos a un amplio y acogedor salón con chimenea y comedor rodeado de grandes ventanales que aportan calidez y luminosidad, con acceso al porche con barbacoa y un coqueto y cuidado jardín privado donde poder disfrutar de veladas unicas con familia y amigos. La cocina, completamente equipada y con zona de office, combina funcionalidad y diseño, perfecta para el día a día en familia. Un elegante aseo de cortesía. En la primera planta se encuentran dos dormitorios amplios y muy luminosos, cada uno con su propio vestidor y grandes ventanales. Un baño completo que da servicio a esta planta, ofreciendo comodidad y amplitud. En la planta superior tenemos una maravillosa suite principal distribuida en dos alturas, con vestidor, baño en suite y un despacho independiente. El sótano ofrece un espacioso garaje, cuarto de máquinas y una amplia sala multiusos que puede adaptarse como sala de juegos, gimnasio, sala de cine o zona de invitados, según las necesidades de cada familia. Entre sus calidades destacan las dobles ventanas y aire acondicionado. La urbanización es un auténtico oasis rodeado de naturaleza, con extensas zonas verdes, árboles centenarios, piscina, pistas de tenis, baloncesto y fútbol. Todo ello en un entorno seguro, tranquilo y familiar, ideal para disfrutar al aire libre. Su ubicación es inmejorable, rodeada de naturaleza, pero con todos los servicios, colegios de prestigio, supermercados, centros comerciales, instalaciones deportivas y sanitarias. La conexión con el centro de Madrid es excelente, tanto por carretera (A6) como por transporte público, con estaciones de Cercanías (Pinar de Las Rozas y Las Matas) y varias líneas de autobuses interurbanos. Esta vivienda es ideal para familias que buscan calidad de vida en un entorno privilegiado rodeado de naturaleza, sin renunciar a las comodidades y ventajas de una gran ciudad. ¡Un lujo hecho realidad!",False,renew,False,,2599.0,False,False,False,False,[],False,False,720000.0,€,True,True,chalet,"El Pinar- Punta Galea, Las Rozas de Madrid",Chalet pareado en calle Playa de Loira,Destacado,semidetachedHouse,,,,
107703352,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/41/b7/1320321316.webp,,18,bj,355000.0,flat,sale,55.0,False,2,1,calle de la Galería de Robles,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4286239,-3.7063446,False,https://www.idealista.com/inmueble/107703352/,"My Home ofrece exclusivo piso en planta baja ideal como vivienda o rentabilidad! Se vende encantador inmueble ubicado en el barrio de Malasaña, en planta baja, ideal para quienes buscan comodidad y funcionalidad en una de las zonas más vibrantes de Madrid. La propiedad cuenta con una superficie bien distribuida, dos acogedores dormitorios (uno doble y otro individual) salón, cocina independiente equipada y un baño con plato de ducha. El ambiente es cálido y cómodo, perfecto para disfrutar de la vida urbana. El inmueble se encuentra en una ubicación privilegiada, con fácil acceso a comercios, restaurantes, bares y transporte público. Ideal tanto para vivir como para inversión en una de las áreas más demandadas de la ciudad.",True,good,False,True,6455.0,False,False,False,False,[],False,False,355000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de la Galería de Robles,Destacado,,,,,
107181204,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/f4/51/1305407601.webp,,86,,890000.0,chalet,sale,1000.0,,6,4,calle Lope de Vega,Madrid,Robledo de Chavela,,es,,40.5206437,-4.2495482,False,https://www.idealista.com/inmueble/107181204/,"¡NO COBRAMOS HONORARIOS A LA PARTE COMPRADORA! HOUX presenta este exclusivo palacete de diseño contemporáneo con espectaculares vistas en Robledo de Chavela. Con 1000 m² construidos sobre una parcela de 1.400 m², esta vivienda vanguardista combina lujo, amplitud y versatilidad en un entorno natural privilegiado. El inmueble se divide en dos espacios principales: la zona de vivienda y un inmenso estudio. La casa cuenta con aerotermia por suelo radiante y refrescante, garantizando confort durante todo el año. En la zona de vivienda, encontramos un luminoso salón con mobiliario de lujo, una cocina acristalada, un office de gran tamaño y tres dormitorios, uno de ellos en suite. La planta superior dispone de una gran terraza con vistas impresionantes. Además, una amplia sala de estudio puede destinarse a otro salón o a dormitorios adicionales. La planta inferior alberga un taller de escultura con una altura de 8 metros, un dormitorio, un baño completo y una gran sala de exposición, adaptable como salón o más dormitorios. También dispone de una sala de judo, una sala de fisioterapia, dos trasteros y un garaje. En el exterior, la vivienda cuenta con varias terrazas, jardín y zonas de césped, todo ello enmarcado en un diseño arquitectónico único. Ubicada en la Sierra Norte de Madrid, en Robledo de Chavela, se encuentra a solo cinco minutos de la estación de RENFE, ofreciendo una excelente conexión con Madrid. Una propiedad exclusiva, perfecta para quienes buscan un hogar con carácter, diseño y múltiples posibilidades de uso.",False,good,False,,890.0,False,False,False,False,[],False,False,890000.0,€,True,True,chalet,Robledo de Chavela,Casa independiente en calle Lope de Vega,Destacado,independantHouse,,,,
108375293,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/76/43/1342233114.webp,LCM36941,41,3,386000.0,flat,sale,95.0,True,4,1,calle de Luis Gómez,Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3885849,-3.7304906,False,https://www.idealista.com/inmueble/108375293/,"¡La Casa Agency se complace en presentar esta increíble y exclusiva vivienda! Situada en una 3da planta exterior sin ascensor, esta propiedad destaca por su luminosidad. La vivienda se encuentra alquilada hasta el 31/10/27. Con una superficie construida de 95m², cuenta con 4 habitaciones, 1 baño la distribución del inmueble incluye un amplio salón-comedor con balcón, ventilación cruzada con la cocina que es independiente está equipada y baño con plato de ducha. El sistema de calefacció de gas natural, los suelos son de gres y las ventanas son de climalit. La propiedad está excelentemente comunicada por transporte público, con las líneas de autobús 34, 35 y 119, así como la estación de metro Oporto (Líneas 5 y 6), lo que facilita el acceso al centro de la ciudad. Contamos con un departamento financiero, FINANZATE (Intermediación Financiera Eurocredit MAD S. L. ), donde podrás recibir asesoramiento gratuito y sin compromiso para explorar tus opciones y aumentar tus posibilidades al momento de comprar. No pierdas la oportunidad de vivir en este maravilloso piso. ¡Contáctanos hoy mismo para programar una visita! NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",True,good,False,False,4063.0,False,False,False,False,[],False,False,386000.0,€,,,flat,"Puerta Bonita, Madrid",Piso en calle de Luis Gómez,Destacado,,,,,
108522418,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/65/c3/1347415399.webp,,20,4,220000.0,flat,sale,67.0,True,3,1,CL CARLOS FUENTES,Madrid,Madrid,Latina,es,Los Cármenes,40.4032357,-3.7450883,False,https://www.idealista.com/inmueble/108522418/,"¡Descubre tu nuevo hogar en la calle Carlos Fuentes! Este acogedor piso, ubicado en la cuarta planta de un edificio sin ascensor, ofrece una superficie de 77 m² que se distribuyen en 3 luminosos dormitorios. La orientación sur garantiza una entrada constante de luz natural, creando un ambiente cálido y acogedor.  El inmueble, construido en 1960, se encuentra en buen estado de conservación y listo para entrar a vivir desde el primer día. Disfruta de la comodidad de la calefacción por gas natural, perfecta para adaptarse a cualquier estación del año.  Con un baño funcional y amplias estancias, este piso es Ideal tanto para familias como para quienes buscan un espacio cómodo en una ubicación céntrica. ¡No dejes pasar la oportunidad de visitarlo y enamorarte de su encanto!",False,good,False,False,3284.0,False,False,False,False,[],False,False,220000.0,€,,,flat,"Los Cármenes, Madrid",Piso en Cl Carlos Fuentes,Destacado,,235000.0,15000.0,6.0,
108271211,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/48/6e/1339130407.webp,ES33221,31,2,1795000.0,flat,sale,279.0,True,9,9,calle de San Bernardo,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4227392,-3.7061518,False,https://www.idealista.com/inmueble/108271211/,"Espectacular piso en pleno corazón de Madrid, en un emblemático edificio histórico junto a la Gran Vía recién restaurado para conseguir la máxima eficiencia y comodidad, pero manteniendo la preciosa estética de la época y su encanto original. Accedemos a la vivienda por un amplio hall con cocina abierta, desde el que se accede a dos amplios salones, el primero con dos balcones y chimenea, y otro mas amplio de esquina con tres balcones siendo uno de ellos un mirador, todos ellos con vistas a la Gran Vía. Siete habitaciones y siete baños. Seis habitaciones con balcón y la séptima con un amplio y luminoso baño en suite.  Toda la vivienda es exterior y muy luminosa con techos altos rodeada de maravillosos balcones de hierro forjado con vistas a la calle San Bernardo y la Gran Vía, sus vistas privilegiadas combinan lo clásico con la energía vibrante de la ciudad. Se encuentra en una ubicación inmejorable, rodeada de una amplia oferta cultural, de ocio y restauración y con excelentes comunicaciones. A escasos cinco minutos a pie de la emblemática Puerta del Sol, Callao, Gran Vía y Atocha, desde donde podrá acceder las líneas de metro 1, 2 y 3 y C-3, C-3a y C-4 de la red de Cercanías Madrid, así como numerosas líneas de autobús.  ¡No pierdas la oportunidad de vivir en uno de los barrios con más encanto y más cosmopolitas de Madrid, que combina tradición y modernidad!",False,renew,False,True,6434.0,False,False,False,False,[],False,False,1795000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de San Bernardo,Destacado,,,,,
103997732,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/1b/e5/1257810937.webp,IP00015V,46,,2950000.0,chalet,sale,1525.0,,10,9,calle Diecinueve,Madrid,El Escorial,Navalquejigo - Los Arroyos,es,,40.593927,-4.0550563,False,https://www.idealista.com/inmueble/103997732/,"Se vende impresionante mansión de lujo en la Urbanización Los Arroyos, situada en El Escorial a pocos km del embalse Valmayor y de la grandiosa obra del Monasterio del Escorial. La parcela suma en su totalidad 12.254m2 dividida en dos viviendas, la principal con 1.168m2 construidos y la de servicio 368m2 a pocos metros una de otra.  Tiene muchas posibilidades para inversores ya que son varias parcelas unificadas para el proyecto de la mansión original.  Hay entre las dos un laberinto de jardines con elementos arquitectónicos únicos; fuentes, piscina, pista de tenis, pista de patinaje y huerto. Todo ello con un precioso alumbrado digno de admirar. La vivienda principal está dotada de excelentes calidades y detalles únicos; materiales como el granito, madera de nogal y estuco veneciano que te harán sentir que vives en un palacio, sin menospreciar los tallados de sus puertas y cristaleras y esa impresionante doble escalera que te recibe nada mas pasar por el umbral. En su planta principal 6 amplios dormitorios inundados de luz presumen de armarios empotrados y baños con jacuzzi, con detalles cómo intercomunicadores para llamarse entre ellas. Una espectacular casa que cuenta con inmensos salones para eventos, zonas de comedor y chimenea, espacios de servicio, bodega, cuarto de bricolaje, salas de ocio para fiestas. todo con un toque ochenteno de lo mas especial. Apta para todo tipo de proyectos, se ubica a escasos 200 metros del club náutico de Valmayor.  Dispone en toda la finca de conexión mediante fibra a internet en ambas casas. No te pierdas ni un rincón de esta vivienda porque te dejará con ganas de vivir en ella. Somos INMOPLUS, un grupo de asesores inmobiliarios, especializados en acompañar a las personas que se encuentran en la situación de comprar o vender un activo inmobiliario. Para ello, contamos con los mejores profesionales del sector, en las mejores zonas de la Comunidad de Madrid, con especial presencia en la Zona Noroeste de la capital. Son más de 10 años los que llevamos trabajando con un objetivo común No se trata solo de comprar una propiedad, se trata de encontrar el lugar donde puedes ser verdaderamente feliz.",True,good,False,,1934.0,False,False,True,False,[],False,False,2950000.0,€,True,True,chalet,"Navalquejigo - Los Arroyos, El Escorial",Casa independiente en calle Diecinueve,Destacado,independantHouse,,,,
106616569,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/88/d4/1288837684.webp,522-JC,21,4,169990.0,flat,sale,100.0,True,3,1,calle de Ciudad Real,Madrid,Parla,Villayuventus-Renfe,es,,40.2415827,-3.7678215,False,https://www.idealista.com/inmueble/106616569/,"INMOBILIARIA JC TAMAYO, vende estupendo piso en Parla! La vivienda de 100m2 aprox. se distribuye amplia entrada que lleva hacia un grande y luminoso salón independiente con salida a una terraza, tres habitaciones (una de ellas cuenta con armario empotrado y aire acondicionado), una estupenda cocina amueblada con el suficiente espacio para obtener una comodidad perfecta y un baño completo con plato de ducha.  Todo el piso cuenta con suelos de tarima, aire acondicionado, ventanas de aluminio correderas y puertas de madera.  ¡LA VIVIENDA SE ENCUENTRA ALQUILADA!  Para cualquier consulta o duda ponte en contacto con nosotros y te ayudamos!",True,good,False,False,1700.0,False,False,False,False,[],False,False,169990.0,€,,,flat,"Villayuventus-Renfe, Parla",Piso en calle de Ciudad Real,Destacado,,,,,
108881856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/24/ed/1357826577.webp,RP1112025140365,41,3,390000.0,flat,sale,86.0,True,3,2,Casco Antiguo,Madrid,Majadahonda,Casco Antiguo,es,,40.4739546,-3.8736625,False,https://www.idealista.com/inmueble/108881856/,"Redpiso Majadahonda comercializa céntrico piso, en pleno Casco Histórico. La vivienda consta de un hall principal que da acceso a la cocina totalmente equipada con salida a tendedero cubierto, salón comedor amplio con salida a terraza y zona de descanso, que consta de dos baños interiores uno de ellos convertido en despensa, tres habitaciones dos de ellas unidas, y la habitación principal. Incluye en la parte superior del edificio una terraza comunitaria con excelentes vistas, y una plaza de garaje. Previsto instalar ascensor. La vivienda, tiene una estupenda ubicación a escasos pasos de Gran Vía. Majadahonda nos ofrece extraordinarios colegios, centros comerciales, centros médicos de renombre y un sinfín de servicios. Situada a 16 kilómetros del centro de Madrid, cuenta con excelentes comunicaciones con la capital a través de la A6 o de la M-503 además de disponer de una excelente red de transporte público, con estación de Cercanías y acceso directo y rápido de los autobuses a Madrid a través de BUS VAO en menos de 15 minutos ¡Claro! Nuestro método de trabajo está diseñado para maximizar la eficiencia y la colaboración. Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para la escritura pública, tramitación de la hipoteca. Con esto, podrás tener la tranquilidad de contar con una gestión más fluida. Si tienes alguna pregunta específica sobre cómo funciona o cómo puedes aplicarlo ¡estaremos encantados de ayudarte!",False,good,False,False,4535.0,False,False,False,False,[],False,False,390000.0,€,True,True,flat,"Casco Antiguo, Majadahonda",Piso,Destacado,,,,,
