propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107790398,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/14/ec/1323819874.webp,1267,24,2,520000.0,flat,sale,74.0,False,1,1,calle de Apodaca,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4256452,-3.7001205,False,https://www.idealista.com/inmueble/107790398/,"Inmob Homes ofrece un piso reformado en el magnífico barrio de Justicia ubicado entre el triángulo formado por Alonso Martínez, Barceló y la Glorieta de Bilbao. Es un barrio con calles llenas de encanto con mezcla de edificios antiguos con modernas edificaciones llenas de creatividad. Perfecto para disfrutar del ambiente vibrante del centro de Madrid. El acceso al piso cuenta con una antesala privada. Una vez dentro un vestíbulo con vigas vistas da paso al acogedor salón con cocina integrada, amueblada y equipada. El salón da a un patio de manzana ajardinado. Por otro lado se halla el amplio dormitorio con armario, cómoda, librería que también muestra las vigas de madera a la vista en el techo. El dormitorio cuenta con un moderno baño completo con ventanas a dos patios. Este hogar combina encanto clásico con comodidades modernas. Destaca la altura de los techos (de 3 metros), el suelo de madera, aire acondicionado. Destaca este barrio por su gran oferta cultural, de ocio y gastronómica, nacional como internacional. Gracias a su localización se puede acceder paseando a los principales puntos de interés del centro de Madrid y a un paso de la arteria principal de la ciudad, el Paseo del Prado y Paseo de la Castellana. Es una propiedad ideal para aquellos que quieren invertir o para disfrutar de una  de las mejores zonas del centro de Madrid.  .",False,good,False,False,7027.0,False,False,False,False,[],False,False,520000.0,€,flat,"Chueca-Justicia, Madrid",Piso en calle de Apodaca,,,,,,
107941126,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/8c/f9/1349375721.webp,MI-1353,19,,750000.0,chalet,sale,281.0,,3,4,calle Portugal,Madrid,Villalbilla,,es,,40.4489432,-3.3607959,False,https://www.idealista.com/inmueble/107941126/,"Chalet Independiente en Venta en Peñas Albas - Tu Sueño Hecho Realidad Descubre de la mano de Mayor Inmobiliaria este impresionante chalet independiente en la exclusiva urbanización Peñas Albas, donde la naturaleza y el confort se unen. Con una parcela de 645 m², este hogar EN CONTRUCCION te ofrecerá vistas inmejorables rodeadas de vegetación de pinos y arizónicas. La propiedad se distribuye en tres plantas, ofreciendo amplios espacios y una distribución funcional ideal para disfrutar de la vida en familia. En la planta baja, un luminoso salón de 50 m² se conecta con una moderna cocina, dos cómodos dormitorios (uno tipo suite) y dos baños equipados con platos de ducha. Además, un acogedor vestíbulo y una terraza te invitan a disfrutar del aire libre. La planta primera alberga un elegante dormitorio tipo suite con vestidor y baño privado con plato de ducha, con acceso a una terraza de 18 m² perfecta para relajarse.  El sótano, por su parte, cuenta con un aseo, una práctica sala de plancha y una amplia zona de garaje. Disfruta de dos porches (delantero y trasero) con pérgolas decorativas que añaden un toque especial al exterior. Además, la propiedad incluye dos terrazas adicionales de 46 m² y 17 m², así como una zona destinada a jacuzzi de aproximadamente 10 m², ideal para momentos de relax. CON UNAS CALIDADES EXCEPCIONALES: Estructuras de pilares y vigas de hierro y forjado formado a base de semiviguetas de hormigón pretensado conforme a los resultados del estudio geotécnico y la normativa vigente. Cubierta plana provista de aislamiento térmico e hidrófugo, con pendientes según proyecto, acabada con una capa de gravilla en toda la superficie. Ventanas Abatibles de Perfil de PVC Blanco marca Gealan modelo IQ7000 con acristalamiento de doble luna de vidrio y cámara de aire intermedia tipo climalit.  Persianas térmicas de aluminio con relleno de espuma de poliuretano a juego con el perfil de la carpintería. Carpintería de Madera lacada a juego con el resto de la cerrajería. Caldera de Gas Natural. Opción de suelo radiante en planta baja y planta primera, bajo petición expresa de la propiedad. Opción de Aerotermia, bajo petición expresa de la propiedad. Instalación de suelo radiante y/o refrescante en la planta baja y primera.  Instalación individual autónoma de placas solares según ley en la cubierta y acumulador de agua de 100 litros. No pierdas la oportunidad de adquirir este chalet único en Peñas Albas.  La entrega está prevista para mayo de 2026. ¡Haz que tu sueño de vivir en un entorno privilegiado se haga realidad! (IVA no incluido en el precio). Para obtener más información o concertar una visita a la parcela, te esperamos en nuestras oficinas situadas en Calle Mayor, nº 19 de Alcalá de Henares (Madrid).",False,good,False,,2669.0,True,False,False,False,[],False,False,750000.0,€,chalet,Villalbilla,Casa independiente en calle Portugal,True,True,independantHouse,,,
108849524,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/4a/6b/1356920489.webp,,24,4,420000.0,penthouse,sale,65.0,True,1,1,calle del Río Matarraña,Madrid,Madrid,San Blas,es,Salvador,40.43789,-3.6355015,False,https://www.idealista.com/inmueble/108849524/,"Ático exclusivo con dos terrazas privativas de 40 m2 y 8 m2. Cuenta con buenas calidades y se encuentra en una zona muy bien comunicada y con todo tipo de servicios. La vivienda tiene una superficie construida de 63 m2 sin contar las terrazas. Está distribuida en 1 dormitorio doble con un amplio armario-vestidor de cuatro cuerpos, salón comedor de 25 m2, cocina amueblada y totalmente equipada, un baño completo, una terraza de 8 m2 con acceso directo desde el salón, y otra terraza de 40 m2 en la planta superior. Además, la Terraza de la planta superior cuenta con un cerramiento de 8 m2 con posibilidades de diferentes tipos de uso.  La vivienda se encuentra en un estado óptimo y cuenta con buenas calidades. Dispone de suelo de madera, un amplio armario empotrado, calefacción individual por gas natural, aire acondicionado con bomba de calor en el salón. Carpintería exterior de pvc con refuerzo térmico.  Está situada junto a la calle Alcalá, y la zona donde se encuentra cuenta con muy buena comunicación por transporte público y privado. Junto a todo tipo de servicios como supermercados, centro de salud, guarderías, instituto público, zonas verdes, parques, y zonas comerciales como el Centro comercial Alcalá Norte.",False,good,False,True,6462.0,False,False,False,False,[],False,False,420000.0,€,flat,"Salvador, Madrid",Ático en calle del Río Matarraña,,,penthouse,,,
105939302,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/ec/b2/1267588106.webp,ASL30,13,bj,1224000.0,flat,sale,153.0,True,4,4,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.422528,-3.6982835,False,https://www.idealista.com/inmueble/105939302/,"Belton Real Estate ofrece piso totalmente reformado y amueblado, con una superficie de 153 metros cuadrados, en una planta exterior con patio privado. La vivienda consiste en cuatro habitaciones, cuatro baños, cocina, salón y comedor. La finca dispone de ascensor. Se ubica en la zona de Chueca - Justicia, con una arquitectura llena de historia, diversidad cultural, oferta gastronómica, tiendas y buenas conexiones con estaciones de metro y líneas de autobús. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,8000.0,False,False,False,False,[],False,False,1224000.0,€,flat,"Chueca-Justicia, Madrid",Piso,,,,,,
107889047,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/0f/56/1327383485.webp,LCSALP531,38,,632000.0,chalet,sale,213.0,,3,2,Alpedrete,Madrid,Alpedrete,,es,,40.6590005,-4.0253101,False,https://www.idealista.com/inmueble/107889047/,"Inmobiliaria Los Castros XXI vende encantadora vivienda con amplia parcela segregable en un entorno Tranquilo. Descubre esta magnífica propiedad con una extensa parcela de 2.913 m², con la posibilidad de segregación en parcelas de 1.000 m², lo que la convierte en una inversión con gran potencial o en la oportunidad de crear varios hogares independientes. La vivienda cuenta con 213 m² construidos, está ubicada en las Cabezuelas, ofrece un diseño funcional y acogedor. Al entrar, te recibirá un recibidor que da paso al salón comedor con chimenea y amplios ventanales con vistas al jardín. La zona de descanso consta de tres dormitorios dobles con armarios empotrados, proporcionando un amplio espacio de almacenamiento. Cuenta además con dos baños completos. La amplia cocina, con una práctica zona de almacenaje y salida directa al jardín, es perfecta para disfrutar de comidas al aire libre. Un valor añadido es la estancia independiente con acceso privado, ideal para invitados o despacho profesional. Además, esta propiedad singular alberga un aljibe bajo la planta principal, añadiendo un toque de autenticidad y funcionalidad.  Ubicada en una zona tranquila y residencial, esta propiedad te ofrece la serenidad de vivir rodeado de naturaleza sin renunciar a la comodidad de tener fácil acceso a todos los servicios y comodidades necesarios para el día a día y gozando de una excelente conexión de transporte público, con varias líneas de autobús cercanas que facilitan el desplazamiento por la zona. Destacamos especialmente la gran ventaja de la segregación de la parcela, ofreciendo múltiples posibilidades para inversores o familias que deseen construir varias viviendas. ¡No pierdas esta oportunidad de adquirir una propiedad versátil con un enorme potencial en un entorno privilegiado! Contáctanos para más información y para concertar una visita. Encuentra más en:.",True,good,False,,2967.0,True,False,False,False,[],False,False,632000.0,€,chalet,Alpedrete,Casa independiente,,,independantHouse,,,
108073210,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/61/c3/1346804801.webp,236711,39,,1100000.0,chalet,sale,556.0,,7,6,calle del Torreón,Madrid,Galapagar,La Canaleja,es,,40.5676448,-4.0111099,False,https://www.idealista.com/inmueble/108073210/,"Este acogedor hogar sin duda trasmite su encanto.  Unifamiliar muy cerca del casco urbano pero con la tranquilidad que solo puede aportar su entorno natural. Jardín consolidado, cuidando cada detalle, césped natural con riego, piscina climatizada, amplias terrazas, caminitos que desembocan en paisajes con encantos. P. BAJA-Amplio recibidor, suelos de madera y escalera cómoda. Dispone de un amplio dormitorio en planta, diseñado de tal forma que es totalmente independiente, con baño en suite (ventana), amplia encimera y un maravilloso vestidor, dispone de puerta de seguridad. Salon comedor muy amplio con doble entrada, separada por dos peldaños que hacen de el un lugar de encuentro ideal. Ventanas de aluminio dobles con cristal climalit. Cocina con espacio para comer en ella, doble encimera, despensa y salida directa a un amplio porche. Aseo de cortesía. P. PRIMERA- Amplio recibidor, esta planta cuenta con 4 dormitorios, todos ellos con baño en suite, armarios empotrados vestidos y salida a amplias terrazas que deleitan sus vistas. Sala de encuentros. P. SEMISOTANO- Aquí encontraremos una sala de encuentros que dispone de barra, cocina con despensa y una pequeña bodega, ideal para compartir momentos inolvidables. También cuenta con dos dormitorios, uno de ellos con baño (plato de ducha). Aseo de cortesía. Zona de plancha y lavadero. Garaje para cuatro coches con puerta automática. En este hogar se resalta su comodidad, la distribución es ideal, dormitorios amplios con baño en suite, salones amplios, zona de encuentro con barra y cocina, jardín consolidado donde encontraras rinconcitos encantadores.",False,good,False,,1978.0,False,False,False,False,[],False,False,1100000.0,€,chalet,"La Canaleja, Galapagar",Casa independiente en calle del Torreón,True,True,independantHouse,,,
103437965,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/34/0f/1190557943.webp,,14,2,2490000.0,flat,sale,275.0,True,4,4,Barrio Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4271571,-3.6941205,False,https://www.idealista.com/inmueble/103437965/,"Belton Real Estate ofrece piso en venta con reforma de lujo en Almagro: El piso tiene una generosa superficie construida de 275 metros cuadrados, lo que proporciona un amplio espacio para la vida y actividades diarias. La vivienda consta de 4 habitaciones, lo que la hace adecuada para familias o para quienes buscan espacios adicionales para oficinas en casa. Además, dispone de 4 baños, lo que garantiza comodidad y privacidad para los residentes y visitantes. El piso cuenta con una terraza, lo que permite a los residentes disfrutar del aire libre y, posiblemente, de vistas atractivas. La plaza de garaje está incluida en el precio, lo que proporciona un lugar seguro y conveniente para estacionar el vehículo. Incluye armarios empotrados en las habitaciones, lo que facilita la organización y el almacenamiento de ropa y pertenencias. Además, se ofrece un trastero adicional para el almacenamiento. La orientación oeste sugiere que el piso podría recibir abundante luz natural durante las tardes y disfrutar de hermosas puestas de sol. El edificio fue construido en 1957, lo que le aporta un toque de historia y carácter, cuenta con acceso exterior adaptado para personas con movilidad reducida, lo que lo hace adecuado para una variedad de necesidades. El piso se encuentra en la planta 2ª y cuenta con un ascensor, lo que facilita el acceso a la vivienda y la movilidad dentro del edificio. Dispone de calefacción central, lo que asegura una temperatura confortable durante los meses más fríos.",False,good,False,True,9055.0,False,False,False,False,[],False,False,2490000.0,€,flat,"Almagro, Madrid",Piso,True,True,,,,
108821260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/0a/74/1356120389.webp,,45,,220000.0,chalet,sale,160.0,,4,3,CL ALCALA BAJA,Madrid,Carabaña,,es,,40.2602946,-3.2409489,False,https://www.idealista.com/inmueble/108821260/,"**Casa / Chalet Adosado en Venta en Carabaña** Descubre este encantador chalet adosado en Carabaña, un lugar ideal para disfrutar de la tranquilidad y la naturaleza. Con una construcción de 160 m² (y una parcela de 271 metros cuadrados), esta vivienda se distribuye en dos plantas que ofrecen un diseño funcional y luminoso. En la planta baja, encontrarás un acogedor salón-comedor que da acceso a un amplio patio, perfecto para disfrutar de momentos al aire libre. La cocina está equipada y cuenta con un práctico acceso al patio, brindando comodidad en el día a día. La planta baja también incluye una habitación versátil que puede servir como dormitorio o oficina, además de un cuarto de baño y una habitación-bodega con chimenea francesa, ideal para crear un ambiente cálido en invierno. La caldera de gas-oil y el depósito se encuentran convenientemente ubicados en esta planta.  En la primera planta se ubican tres dormitorios, dos de ellos con armarios empotrados, proporcionando amplio espacio de almacenamiento. Además, hay dos baños, uno de ellos en la suite del dormitorio principal, lo que añade un toque de privacidad y confort. La calefacción por bomba de frío/calor asegura un ambiente agradable durante todo el año. Situado a orillas del río Tajuña, este chalet forma parte de una comunidad bien establecida y tranquila, a solo 50 km de Madrid. Carabaña es conocida por su aceite de oliva virgen extra y sus aguas purgantes, lo que la convierte en un lugar atractivo para vivir. Además, la posibilidad de instalar una piscina en el patio añade un valor extra a esta propiedad. ¡No pierdas la oportunidad de hacer de este chalet tu nuevo hogar!",False,good,False,,1375.0,False,False,False,False,[],False,False,220000.0,€,chalet,Carabaña,Chalet adosado en Cl Alcala Baja,True,True,terracedHouse,,,
108095822,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/80/81/1337935127.webp,,25,4,239000.0,flat,sale,89.0,True,3,1,calle del Ártico,Madrid,Leganés,Centro,es,Casco Antiguo,40.3275628,-3.7623104,False,https://www.idealista.com/inmueble/108095822/,"¡OPORTUNIDAD EN EL CENTRO DE LEGANES! PISO DE 3 HABITACIONES CON TERRAZA Se vende piso en Leganés centro, situado en la calle Artico, una ubicación inmejorable con todos los servicios a mano: transporte público, comercios, colegios y zonas verdes. la vivienda se encuentra en una cuarta planta, muy luminosa, con ascensor. Dispone de tres habitaciones, un baño completo, cocina independiente con terraza-tendedero y salón con terraza. El piso requiere actualización. Dispone de calefacción individual por gas natural, aire acondicionado en el salón y el dormitorio principal. Muy buena ubicación, a escasos minutos de la estación de metro Casa del reloj (L-12), próximo a cercanías de Renfe, estación Leganés Central, y varías líneas de autobuses que conectan Leganés con Plaza Elíptica, Oporto o Aluche. Oferta docente, sanitaria, zonas verdes y todo tipo de servicios y comercios.",False,good,False,True,2685.0,False,False,False,False,[],False,False,239000.0,€,flat,"Casco Antiguo, Leganés",Piso en calle del Ártico,,,,,,
108437208,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/0f/13/1344843650.webp,,27,1,227000.0,duplex,sale,115.0,True,3,2,calle del Clavel,Madrid,Meco,,es,,40.5517855,-3.3257869,False,https://www.idealista.com/inmueble/108437208/,"AGENCIA INMOBILIARIA DE TECNOCASA VENDE EXCELENTE DÚPLEX EN EL CENTRO DE MECO. El edificio se encuentra en buena situación con supermercados cercanos y a 5 minutos andando del centro con bancos, en una zona totalmente residencial etc. La vivienda se distribuye de la siguiente forma; Según entramos nos encontramos con un hall distribuidor, nos da acceso a un amplio salón, con un ventanal donde entra bastante claridad por su buena orientación, a continuación tenemos la cocina equipada con electrodomésticos. En la misma planta tenemos habitación con armarios empotrados, y un baño completo con bañera. En la segunda planta, contamos con dos amplios dormitorios con armario empotrado, además baño completo con plato de ducha. La vivienda se encuentra en muy buen estado de conservación. Posibilidad de financiación del 100% con nuestro departamento financiero Kiron.",False,good,False,False,1974.0,False,False,False,False,[],False,False,227000.0,€,flat,Meco,Dúplex en calle del Clavel,True,True,duplex,,,
