propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,highlight.groupDescription
108444911,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/db/e6/1345076186.webp,1277,37,7,3600000.0,penthouse,sale,319.0,True,3,4,calle del General Pardiñas,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4353175,-3.6788155,False,https://www.idealista.com/inmueble/108444911/,"HOMECOLLECTION presenta este amplio ático reformado y amueblado en el barrio de Salamanca de 319 m². Con 2 terrazas, 3 dormitorios, 3 baños, aseo y un salón luminoso. Además, incluye plaza de garaje, 2 trasteros, aire acondicionado y portero físico. La vivienda se encuentra completamente reformada, decorada y amueblada ¡lista para entrar a vivir! Este inmueble, situado en la 7ª planta de un edificio clásico en la calle General Pardiñas, en el exclusivo barrio de Salamanca, ofrece 2 amplias terrazas de 25 m². Una está orientada al sur, ideal para disfrutar del sol durante todo el día, y la otra al oeste, perfecta para contemplar hermosos atardeceres.  La vivienda cuenta con 3 dormitorios, 3 baños, un aseo, un salón-comedor luminoso con acceso a una de las terrazas y una cocina moderna. El edificio, construido en 1946 y en perfecto estado, cuenta con un portal amplio, ascensor y portero físico. La vivienda está equipada con calefacción central de gas, aire acondicionado y un sistema domótico que optimiza la eficiencia energética. Además, incluye una plaza de garaje y 2 trasteros con acceso directo desde el ascensor. Para más información y concertar una visita, no dude en contactar con HOMECOLLECTION.",False,good,False,True,11285.0,True,False,False,False,[],False,False,3600000.0,€,True,True,flat,penthouse,"Lista, Madrid",Ático en calle del General Pardiñas,,,,
108325184,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/95/c9/1340740786.webp,,23,2,189000.0,penthouse,sale,71.0,True,2,1,avenida Salvador Sanchez Frascuelo,Madrid,Moralzarzal,Zona Iglesia - Estación,es,,40.6799403,-3.970426,False,https://www.idealista.com/inmueble/108325184/,"POSIBILIDAD DE FINANCIACION AL 100% DE SU PRÉSTAMO HIPOTECARIO. La agencia inmobiliaria en Moralzarzal - Tecnocasa Estudio Moralzarzal SLU te ofrece este piso ubicado en pleno centro de Moralzarzal; una combinación perfecta entre tranquilidad residencial y acceso inmediato a todos los servicios de la localidad. Situado justo frente a la estación de autobuses y la plaza de toros, permite una conexión directa con el entorno urbano y, al mismo tiempo, regala unas vistas abiertas hacia la sierra, que aportan luz, amplitud y una sensación de aire puro constante. La vivienda se encuentra en una segunda planta, dentro de un edificio construido en 1999, sin ascensor, pero bien conservado y con una comunidad tranquila. Cuenta con 65 metros útiles muy bien aprovechados, distribuidos de manera práctica y cómoda para el día a día. El salón comedor es uno de los espacios protagonistas: amplio, luminoso y con capacidad para crear diferentes ambientes en una misma estancia. La cocina, también de gran tamaño, permite una vida funcional, con espacio de almacenaje y superficie para cocinar con comodidad. Las habitaciones disponen de armarios empotrados, un detalle que aporta orden sin restar espacio. El baño, equipado con plato de ducha, se encuentra en estado original, funcional y cuidado, con posibilidad de actualizarse fácilmente al gusto del futuro propietario. La orientación noreste asegura luz natural durante buena parte del día, especialmente por las mañanas, y unas agradables vistas despejadas hacia las montañas, ideales para quien valora esa conexión visual con la naturaleza. El precio incluye una plaza de garaje subterránea, muy valorada en esta zona, que añade un plus de comodidad tanto para residentes como para quienes consideren esta vivienda como una opción de inversión. La ubicación céntrica, la cercanía a colegios, supermercados, comercios, zonas verdes y transporte, así como su distribución equilibrada, hacen de este piso una oportunidad interesante tanto para quienes buscan su primera vivienda como para inversores que deseen rentabilidad a medio o largo plazo.",True,good,False,False,2662.0,True,False,False,False,[],False,False,189000.0,€,True,True,flat,penthouse,"Zona Iglesia - Estación, Moralzarzal",Ático en avenida Salvador Sanchez Frascuelo,,,,
108480729,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/91/8b/1346233536.webp,,54,1,760000.0,flat,sale,166.0,True,5,3,CL SAAVEDRA FAJARDO,Madrid,Madrid,Latina,es,Puerta del Ángel,40.4164264,-3.722955,False,https://www.idealista.com/inmueble/108480729/,"¿Buscas tu hogar en Madrid Rio? Election Homes te ofrece en exclusiva esta vivienda en una de las mejores ubicaciones del barrio.  Es tu oportunidad si buscas un piso grande, con posibilidades infinitas. Dispone de 166 metros cuadrados que actualmente dan cabida a un espectacular salón comedor, 5 dormitorios, 3 baños y cocina, con 2 terrazas. La vivienda dispone de trastero, parking comunitario y zonas comunes. Acogedora y luminosa, recibe el sol de la tarde, en una calle arbolada y tranquila. Comunidad familiar con buen ambiente, con servicios de conserjería y vigilancia. Actualmente se están instalando placas solares, lo que te supondrá un importante ahorro en tu factura de la luz, además de una mejora en la calificación energética de la vivienda. Para reformar, es como un lienzo en blanco con infinitas posiblidades donde podrás diseñar la casa de tus sueños a tu medida, con estancias con muy buenos espacios para una vida familiar cómoda y sin renuncias. Y es, sobre todo, un valor seguro. Disponemos de una tasación oficial que garantiza tu inversión y te será de gran ayuda para tomar una decisión tan importante como es la compra de una vivienda de estas características. ¿Te imaginas salir de casa directamente a Madrid Rio, disfrutar de atardeceres con vistas al Madrid monumental? o a diario de la Casa de Campo? y que tal dar un paseo en familia junto al Rio después del trabajo? y si gustas de un estilo de vida más cosmopolita, en pleno centro, a dos pasos del vibrante barrio de Puerta del Angel o Puente de Segovia, caminando al Palacio de Oriente, Plaza de España o la mismísima Gran Vía. Un oasis en Madrid en un entorno único, que combina a la perfección un estilo de vida urbano y natural, dentro de un proyecto urbanístico y de transformación que cada día se revaloriza más.  En un barrio muy consolidado y tradicional que se renova cada día con la llegada de jóvenes familias, con todo tipo de servicios para una vida cómoda: colegios, centros médicos, restauración y multitud de pequeños comercios para que encuentres de todo... y si prefieres el shopping en centros comerciales estás a un paso del CC Príncipe Pío.  Te olvidarás del coche en el día a día, la facilidad de transporte es excepcional, con la estación de metro Puerta del Ángel y de cercanías Príncipe Pío a pocos minutos, varias paradas de bús en la esquina y salida directa a la M30 para una conexión fluida con el resto de la ciudad.  No dejes pasar esta oportunidad y consúltanos cualquier duda, estaremos encantados de atenderte.",True,renew,False,True,4578.0,True,False,False,False,[],False,False,760000.0,€,True,True,flat,,"Puerta del Ángel, Madrid",Piso en Cl Saavedra Fajardo,790000.0,30000.0,4.0,
108688468,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/af/7e/1352194503.webp,,58,1,630000.0,flat,sale,123.0,True,5,3,Barrio Adelfas,Madrid,Madrid,Retiro,es,Adelfas,40.3976148,-3.6715366,False,https://www.idealista.com/inmueble/108688468/,"Agencia inmobiliaria de MADRID - zona AVDA. CIUDAD DE BARCELONA - DR. ESQUERDO. CLICKHAUS. VENDE estupendo PISO en la zona de Adelfas en CALLE SECO con todos los servicios cerca. Se trata de una planta PRIMERA exterior, 5 DORMITORIOS y 3 BAÑOS COMPLETOS. La vivienda cuenta con: -Un salón-comedor muy amplio. -5 habitaciónes amplias, exteriores y con armarios empotrados. -3 Cuartos de baño con plato de ducha muy amplios. -Armarios empotrados. Características de la vivienda: -Suelo de parquet. -Calefaccion central individualizada -Ventanas de aluminio de climalit Datos de la finca: -Piscina. -Portero -Zonas comunes. El barrio de Adelfas se caracteriza por la reciente construcción de sus viviendas, se pueden encontrar modernas viviendas con garaje, piscina, etc. Es la zona mejor comunicada del distrito, teniendo salidas por carretera (A3 Valencia, M30…) y por calles principales (Doctor Esquerdo, Avenida de Mediterráneo…). Además cuenta con diversidad de comercios como supermercados, farmacias, hospitales, hoteles, etc. Las líneas de metro que dan servicio a este barrio son la 1 y la 6 con la estación de Pacífico (L1 y L6 circular). ¡GRAN OPORTUNIDAD, MEJOR VER! . CONTACTO Asesor: 6/8/9/6/7/8/8/7/0.",True,good,False,True,5122.0,True,False,False,False,[],False,False,630000.0,€,,,flat,,"Adelfas, Madrid",Piso,650000.0,20000.0,3.0,
108730078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/7f/db/1353435332.webp,,10,bj,144500.0,flat,sale,59.0,True,2,1,"CL PUENTE DE VIZCAYA, 5",Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3459065,-3.7097335,True,https://www.idealista.com/inmueble/108730078/,"Vivienda alquilada hasta 30/12/2026 renta 758,18.",False,good,False,False,2449.0,True,False,False,False,[],False,False,144500.0,€,,,flat,,"Villaverde Alto, Madrid","Piso en Cl Puente De Vizcaya, 5",151000.0,6500.0,4.0,
108605550,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/2c/34/1349772371.webp,9271362,40,4,344000.0,penthouse,sale,130.0,False,2,2,CL CARMEN CONDE,Madrid,Parla,La Ermita,es,,40.2328189,-3.7823079,False,https://www.idealista.com/inmueble/108605550/,"Ático en la zona de la Ermita en urbanización privada con piscina, garaje y trastero. Cerca del centro, parada de bus, colegios, Hospital y todo tipo de servicios. Fácil y rápido acceso a la A-42. Ático amplio de 69,53 m2 en vivienda y 61.27m2 en terrazas, funcional en una planta distribuido en zona de día y noche, con 2 dormitorios amplios, 2 baños, cocina, salón y 2 terrazas. Zona de día con orientación noreste, recibido, baño completo con ducha, salón comedor, cocina, zona de lavandería y terraza descubierta. Zona de noche con orientación sureste, 2 dormitorios dobles uno en suite, baño con bañera, salón y zona de estar de 40 m2. Dispone de aire acondicionado en el salón y los dos dormitorios.",True,good,False,True,2646.0,True,False,False,False,[],False,False,344000.0,€,True,True,flat,penthouse,"La Ermita, Parla",Ático en Cl Carmen Conde,349000.0,5000.0,1.0,
108719938,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/82/0f/1353113580.webp,,26,1,875000.0,duplex,sale,156.0,True,3,3,"CL ALMANSA, 8",Madrid,Pozuelo de Alarcón,Zona Estación,es,Zona Estación,40.4479358,-3.8025854,True,https://www.idealista.com/inmueble/108719938/,"Te presentamos este exclusivo dúplex de 3 dormitorios y 3 baños, situado en una de las zonas residenciales más tranquilas y valoradas de Pozuelo de Alarcón, en la calle Almansa 8 a tan solo 5 minutos de la estación de cercanías.  Con una superficie construida de 156 m², esta vivienda exterior destaca por su distribución funcional, estancias luminosas y espacios bien aprovechados. El salón-comedor, amplio y acogedor, conecta de forma fluida con una cocina moderna totalmente equipada, que combina estilo y funcionalidad a la perfección. Los tres dormitorios ofrecen el equilibrio ideal entre confort e independencia, todos ellos con armarios empotrados que maximizan el almacenamiento sin sacrificar espacio. La vivienda cuenta además con dos baños completos y un aseo, diseñados con materiales de calidad para ofrecer la máxima comodidad. El inmueble está equipado con aire acondicionado (aerotermia), suelo radiante, plaza de garaje y trastero, todo ello ya incluido en el precio, lo que refuerza su excelente relación calidad-precio. En cuanto a zonas comunes, el edificio dispone de piscina, solárium y un espectacular rooftop con zona chillout y barbacoa, ideal para relajarse y disfrutar del entorno. Este dúplex representa una oportunidad única de vivir en una de las mejores zonas de Pozuelo, combinando tranquilidad, servicios y un entorno cuidado. Ideal para familias o quienes valoran el espacio y la calidad sin renunciar a una excelente ubicación. **No dejes pasar esta oportunidad. Contáctanos para más información y agenda tu visita. Tu nuevo hogar te espera en Pozuelo de Alarcón. **.",True,good,False,True,5609.0,True,False,False,False,[],False,False,875000.0,€,True,True,flat,duplex,"Zona Estación, Pozuelo de Alarcón","Dúplex en Cl Almansa, 8",,,,
108788807,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/e6/73/1355154367.webp,108788807,18,3,95000.0,flat,sale,88.0,True,3,1,"CL POSTAS, 19",Madrid,Ciempozuelos,Cuevas - Ilustración,es,,40.153848,-3.6279368,True,https://www.idealista.com/inmueble/108788807/,"INMUEBLE CON CONTRATO DE ALQUILER VIGENTE. NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, su población es de 3 416 771 habitantes (INE 2024), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,good,False,False,1080.0,False,False,False,False,[],False,False,95000.0,€,,,flat,,"Cuevas - Ilustración, Ciempozuelos","Piso en Cl Postas, 19",,,,
108555831,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/44/52/1348353473.webp,VPIS_4365,35,2,895000.0,flat,sale,90.0,True,2,2,"calle de Galileo, 102 -108",Madrid,Madrid,Chamberí,es,Vallehermoso,40.4395853,-3.7098717,True,https://www.idealista.com/inmueble/108555831/,"Home Select vende un maravilloso piso de rehabilitación integral hecho por Impar Group en el 2023. Es un edificio moderno de arquitectura neoyorquina. Esta situado en una zona muy tranquila y agradable Listo para estrenar. La vivienda cuenta con dos habitaciones, dos baños en suite y una moderna cocina abierta. El salón y la habitación principal da a un amplio patio interior con luz que da a las zonas comunes. Tiene una agradable piscina para los meses de verano y una plaza de garaje. Esta totalmente amueblado y listo para entrar a vivir. Es una gran oportunidad tanto para quienes vivir o hacer una inversión para alquilar por temporadas. Se estima que se alquila por 3.750€) Características Entorno: Comercio, Farmacia, Transportes públicos Equipamientos: Ascensor Instalaciones: Garaje  ref: VPIS_4365.",True,good,False,True,9944.0,False,False,False,False,[],False,False,895000.0,€,True,True,flat,,"Vallehermoso, Madrid","Piso en calle de Galileo, 102 -108",920000.0,25000.0,3.0,
108364733,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/7a/06/1341922081.webp,,37,2,284000.0,duplex,sale,81.0,True,3,2,calle de Velázquez,Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,,40.5967898,-4.141776,False,https://www.idealista.com/inmueble/108364733/,"¡ATR Project Inmobiliaria, Vende este estupendo duplex en San Lorenzo de El Escorial   Situado en una de las principales calles y mas tranquilas a tan solo 5 minutos de la estación de autobuses, la vivienda cuenta con 3 habitaciones, dos baños, cocina y salón-comedor con salida a dos balcones con unas vistas preciosas al Monte Abantos. El piso se encuentra en muy buen estado debido a su cuidado y los materiales son de gran calidad; suelo de parquét, ventanas oscilobatientes de PVC con doble cristal, carpintería de roble.. . El baño principal fue reformado recientemente y se sustituyó la bañera por un amplio plato de ducha. La habitación principal cuenta con armarios empotrados. La vivienda cuenta con una plaza de garaje situada en la planta -1 del edificio, el cual cuenta con ascensor. No dude en ponerse en contacto con nosotros para concretar una visita, o para más información.",False,good,False,True,3506.0,True,False,False,False,[],False,False,284000.0,€,True,True,flat,duplex,"Abantos - Carmelitas, San Lorenzo de El Escorial",Dúplex en calle de Velázquez,290000.0,6000.0,2.0,
