propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,exterior,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108406022,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/3c/39/1343671671.webp,04182,14,3,163470.0,flat,sale,50.0,2,1,Barrio Portazgo,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.3861656,-3.6480075,False,https://www.idealista.com/inmueble/108406022/,"Piso en Madrid zona Portazgo, 50 m. de superficie, propiedad Para reformar, 2 habitaciones, un baño con ducha, cocina vacía, salón de paso con acceso a terraza, suelo de gres, carpinteria exterior de aluminio / climalit, puertas y suelos de origen. Extras: ascensor autobuses, centros médicos, colegios, metro, parques, supermercados, zonas infantiles.",False,renew,False,3269.0,False,False,False,False,[],False,False,163470.0,€,flat,,"Portazgo, Madrid",Piso,True,True,,,,,
108640577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/c4/9e/1350758371.webp,,5,2,164000.0,flat,sale,40.0,1,1,Torrejón de la Calzada,Madrid,Torrejón de la Calzada,,es,,40.1997323,-3.8017972,False,https://www.idealista.com/inmueble/108640577/,"Se vende apartamento de 1 dormitorio, aire acondicionado, ascensor, para entrar a vivir.",False,good,False,4100.0,False,False,False,False,[],False,False,164000.0,€,flat,,Torrejón de la Calzada,Piso,True,True,,,169000.0,5000.0,3.0
108703406,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/67/a4/1352619331.webp,,11,,1395000.0,chalet,sale,325.0,6,5,Barrio Zona norte,Madrid,Pozuelo de Alarcón,Zona norte,es,Zona norte,40.4519096,-3.8059216,False,https://www.idealista.com/inmueble/108703406/,"Estupendo pareado en la mejor zona de Pozuelo de Alarcón, muy cerca del límite con Aravaca, estado impecable, recientemente actualizado. Suelos de madera, puertas lacadas, ventanas de aluminio, baños recientemente actualizados, fantástica cocina, terraza-solarium, bonito jardín cpn piscina privada.",False,good,False,4292.0,False,False,False,False,[],False,False,1395000.0,€,chalet,semidetachedHouse,"Zona norte, Pozuelo de Alarcón",Chalet pareado,,,True,True,,,
108745005,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/13/28/1353860103.webp,491,10,5,239700.0,flat,sale,80.0,3,1,Suroeste,Madrid,Móstoles,Suroeste,es,,40.3159508,-3.8743414,False,https://www.idealista.com/inmueble/108745005/,"Inmejorable ocasión en venta en Móstoles/Hospital, vivienda de 80 metros con excelente ubicación rodeado de todos los servicios y transportes, 5º planta con ascensor muy luminosa con amplio salón, tres dormitorios y 1 baño. Dispone de calefacción centralizada y aire acondicionado, suelos de tarima, puertas de roble, ventanas de aluminio blanco y puerta blindada de entrada. Vivienda con muchas posibilidades. PARA ENTRAR A VIVIR.",False,good,False,2996.0,False,False,False,False,[],False,False,239700.0,€,flat,,"Suroeste, Móstoles",Piso,True,True,,,,,
108861100,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/c3/95/1357275063.webp,CAN0000185633,1,,341000.0,studio,sale,113.0,0,2,calle de Marcelo Usera,Madrid,Madrid,Usera,es,Moscardó,40.3846063,-3.70785,False,https://www.idealista.com/inmueble/108861100/,"Piso en venta ubicado en calle marcelo usera, madrid. Superficie de 113 m2.",False,good,False,3018.0,False,False,False,False,[],False,False,341000.0,€,flat,studio,"Moscardó, Madrid",Estudio en calle de Marcelo Usera,,,,,,,
107887982,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/98/8f/1327350925.webp,31032026,20,,225000.0,chalet,sale,213.0,4,2,Nuevo Baztan,Madrid,Nuevo Baztan,,es,,40.3682952,-3.2668827,False,https://www.idealista.com/inmueble/107887982/,Chalet independiente de 213 metros en parcela de 1.000 metros con piscina de obra de 10x5 barbacoa y garaje. La vivienda necesita de reforma completa. No deje de visitarlo.,False,good,False,1056.0,False,False,False,False,[],False,False,225000.0,€,chalet,independantHouse,Nuevo Baztan,Casa independiente,,,True,True,,,
107759199,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/44/58/1164438253.webp,A786574009MN9,7,bj,165000.0,flat,sale,55.0,2,1,Barrio Abrantes,Madrid,Madrid,Carabanchel,es,Abrantes,40.3830366,-3.7300397,False,https://www.idealista.com/inmueble/107759199/,"MADPISO SERVICIOS INMOBILIARIOS S. L. les ofrece esta vivienda en Madrid zona Abrantes, 65 m. de superficie, 2 habitaciones, un baño, propiedad reformada, cocina independiente. Para mas información y visitas contacte con nuestro equipo comercial.",False,good,False,3000.0,False,False,False,False,[],False,False,165000.0,€,flat,,"Abrantes, Madrid",Piso,True,False,,,,,
108702278,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/e6/d3/1353591340.webp,1211,6,5,1450000.0,flat,sale,115.0,2,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.422381,-3.6788497,False,https://www.idealista.com/inmueble/108702278/,"Vendre&Archeter Real State vende piso con agradables vistas orientación en sur. Es una quinta planta con ascensor. Dispone de dos dormitorios y dos baños con aseo de cortesia. Finca clasica portal muy bien conservado. todo tipo de servicios por la zona. Se entrega amueblado y equipado con electrodomestico, Excelentes comunicaciones todo tipo de servicios Soluciones que facilitan SueñosTe acompañamos en este viaje de principio a fin.",False,good,False,12609.0,False,False,False,False,[],False,False,1450000.0,€,flat,,"Goya, Madrid",Piso,True,True,,,1500000.0,50000.0,3.0
108463859,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/64/53/1345704833.webp,CSDBRE0625,8,1,1220000.0,flat,sale,137.0,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4274587,-3.6724225,False,https://www.idealista.com/inmueble/108463859/,Reforma integral 2024. Salon muy luminoso y tranquilo orientación oeste 3 amplios dormitorios con baño privado en suite 4 baños completos (3 en suite + 1 aseo de cortesía) Materiales y acabados de calidad premium. Comodidad y privacidad: Cada dormitorio con su propio baño privado Aseo adicional para invitados Espacios diseñados para el máximo confort Acabados de lujo en todos los ambientes.,False,good,False,8905.0,False,False,False,False,[],False,False,1220000.0,€,flat,,"Goya, Madrid",Piso,True,True,True,True,,,
108112525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/d3/b8/1334205961.webp,5462,14,3,235000.0,flat,sale,94.0,3,1,Coslada Pueblo,Madrid,Coslada,Coslada Pueblo,es,,40.4244156,-3.5685504,False,https://www.idealista.com/inmueble/108112525/,"ALTACASA gestiona de forma exclusiva fantástica vivienda muy luminosa, la vivienda cuenta con salón  independiente, 3 habitaciones, 2 terrazas, cocina y baño.   El piso esta ubicado cerca de diferentes medios de transporte publico como Cercanías Renfe, Metro y autobuses, además de estar en zona con amplia oferta comercial y de ocio.",False,good,False,2500.0,False,False,False,False,[],False,False,235000.0,€,flat,,"Coslada Pueblo, Coslada",Piso,True,False,,,,,
108602169,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/91/cd/1349681596.webp,4PEDREZUELACRSIL,2,,247000.0,chalet,sale,130.0,3,2,Pedrezuela,Madrid,Pedrezuela,,es,,40.7436246,-3.6026098,False,https://www.idealista.com/inmueble/108602169/,"Vivienda de 2 plantas con una superficie de 130 m2.  Especial inversionistas la venta se hará a través de una Cesión de Remate en el Juzgado en el que ya se ha celebrado la subasta. Se recomienda que el cliente interesado antes de la compra tenga asesoramiento profesional sobre el tipo de operación, aunque nuestros comerciales especializados le informarán debidamente de todo el proceso y procedimiento. No se puede visitar. No se puede hipotecar.",False,good,False,1900.0,False,False,False,False,[],False,False,247000.0,€,chalet,semidetachedHouse,Pedrezuela,Chalet pareado,,,,,,,
108448421,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/8d/6c/1351477434.webp,Aravacaático,1,2,1420000.0,duplex,sale,200.0,3,4,Barrio Aravaca,Madrid,Madrid,Moncloa,es,Aravaca,40.4609626,-3.7920571,False,https://www.idealista.com/inmueble/108448421/,"Ático dúplex listo para entrar a vivir, con terraza en planta salón y azotea con piscina privada. Preciosas vistas. Silencio y tranquilidad total. Tres dormitorios en suite y aseo de cortesía. Cocina integrada en salón. Cuarto de lavado y terraza tendedero. Urbanización exclusiva de pocos vecinos con piscina comunitaria. Solo un vecino por planta. Para más información no dude en contactar con nosotros.",False,good,False,7100.0,False,False,False,False,[],False,False,1420000.0,€,flat,duplex,"Aravaca, Madrid",Dúplex,True,True,True,True,,,
96387260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/8a/7f/1150550334.webp,,7,,145000.0,countryHouse,sale,90.0,1,0,Mataelpino,Madrid,Mataelpino,,es,,40.7368171,-3.9443848,False,https://www.idealista.com/inmueble/96387260/,Pajar 90m2 con 50m2 de patio y parcela edificable  de 120m2.  Metros total 260m2 con edificación de 90m2 para reformar como vivienda. Todo en casco urbano.  NO COBRAMOS COMISIÓN AL COMPRADOR.,False,renew,False,1611.0,False,False,False,False,[],False,False,145000.0,€,countryHouse,casaDePueblo,Mataelpino,Casa de pueblo,,,,,,,
107810642,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/10/e0/1324471381.webp,6762,5,,60000.0,chalet,sale,69.0,1,0,El Molar,Madrid,El Molar,,es,,40.7320848,-3.582948,False,https://www.idealista.com/inmueble/107810642/,"Esta especial propiedad se encuentra en El Molar y cuenta con una superficie total de 69 m² con un jardín de 15 m². Imagina una reforma integral de este inmueble, que permitiría tener una casa independiente, es un antiguo pajar construido en piedra con muchas posibilidades. Sin gastos de comunidad ideal además, para construir viviendas en altura y vender o alquilar. Inmueble único, esta propiedad especial podría ser la opción perfecta para ti.",False,renew,False,870.0,False,False,False,False,[],False,False,60000.0,€,chalet,,El Molar,Chalet,,,,,,,
103745469,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/81/31/1339423463.webp,,14,6,8000000.0,flat,sale,480.0,4,5,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4239645,-3.6891797,False,https://www.idealista.com/inmueble/103745469/,"Para más información y fotos del piso escribir por mail o llamar. Las imágenes del anuncio por deseo expreso de la propiedad no son fotos de la vivienda son similares y fotos de los alrededores. Tenemos más pisos sin anunciar en la zona de estas características, más grandes o más pequeños también, mas información de los mismos por privado.",False,good,False,16667.0,False,False,False,False,[],False,False,8000000.0,€,flat,,"Recoletos, Madrid",Piso,True,True,,,,,
108119174,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/04/d5/1334417763.webp,PORTAZGO,10,2,194000.0,flat,sale,68.0,2,1,Barrio Portazgo,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.3880072,-3.6493225,False,https://www.idealista.com/inmueble/108119174/,"RJ ESTUDIO INMOBILIARIO Vende piso REFORMADO INTEGRALMENTE, de dos dormitorios (antes tres), baño completo, cocina amueblada con electrodomésticos, salón con salida a terraza, suelos de tarima, ventanas de chimalli, aire acondicionado, amueblado, todo exterior, muy luminoso, buenas comunicaciones. MEJOR VER.",False,good,False,2853.0,False,False,False,False,[],False,False,194000.0,€,flat,,"Portazgo, Madrid",Piso,True,False,,,,,
108766207,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/62/1d/1354506220.webp,,12,bj,160000.0,flat,sale,80.0,2,1,Loeches,Madrid,Loeches,,es,,40.3824822,-3.4110815,False,https://www.idealista.com/inmueble/108766207/,"Piso en Loeches a escasos metros de la plaza de la Villa. A ESTRENAR, RECIEN REFORMADO! Vivienda de un dormitorio, salón, un wc y cocina en planta primera. Si deseas ampliar información o concretar una visita 610*425*949 Mejor ver!",False,good,False,2000.0,False,False,False,False,[],False,False,160000.0,€,flat,,Loeches,Piso,True,False,,,,,
108134475,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/d0/a9/1334897792.webp,1438,16,bj,184400.0,flat,sale,90.0,3,1,Zona Centro,Madrid,Moralzarzal,Zona Centro,es,,40.6828925,-3.971495,False,https://www.idealista.com/inmueble/108134475/,"Ref 1438 Disponemos de dos casas de piedra con encanto, de 100 años, para reformar completamente (tuberías, suelos, ventanas, electricidad, tejados, etc. ) Las dos casas están sobre una parcela total de 240 m2 aproximados. La vivienda primera mide 70 m2 aproximados y la vivienda segunda mide 40 m2 aproximados.  Muy buena ubicación zona residencial a 5 minutos de comercios, monte publico.",False,renew,False,2049.0,False,False,False,False,[],False,False,184400.0,€,flat,,"Zona Centro, Moralzarzal",Piso,True,False,,,,,
108558693,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/0c/ed/1348433256.webp,25062301V,1,1,625000.0,flat,sale,111.0,3,2,Barrio Adelfas,Madrid,Madrid,Retiro,es,Adelfas,40.3999508,-3.6691427,False,https://www.idealista.com/inmueble/108558693/,"Piso muy espacioso de 111 m2 distribuidos en 3 habitaciones, 2 baños completos, salón comedor, cocina independiente con tendedero, salón comedor con salida a terraza de 8 m2, calefacción por gas natural. Edificio con ascensor. Muy buena distribución y espacios amplios. A reformar.  Excelente ubicación, muy próximo a la M30, para de de metro Pacífico a 4 minutos caminando, a 8 minutos en coche de Atocha y de Retiro.",False,good,False,5631.0,False,False,False,False,[],False,False,625000.0,€,flat,,"Adelfas, Madrid",Piso,True,True,,,,,
