propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.parkingSpacePrice
108356857,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/53/84/1341682761.webp,RP1452025138314,12,4,228000.0,flat,sale,70.0,False,3,1,Barrio Santos,Madrid,Leganés,Centro,es,Santos,40.3276705,-3.7578937,False,https://www.idealista.com/inmueble/108356857/,"Te presentamos esta bonita y luminosa vivienda de 3 dormitorios, perfecta para familias que buscan comodidad y una ubicación privilegiada. La propiedad cuenta con un amplio salón, ideal para disfrutar de momentos en familia o con amigos, y una cocina espaciosa con zona de office, diseñada para hacer de las comidas una experiencia agradable y práctica. Una de las grandes ventajas de esta vivienda es su impresionante terraza, que ofrece un espacio perfecto para relajarse, tomar el sol o disfrutar de cenas al aire libre. Parte de la terraza está acristalada, permitiéndote aprovecharla durante todo el año y creando un ambiente acogedor y versátil. La finca cuenta con ascensor, facilitando el acceso a la vivienda y aportando comodidad en el día a día. Además, su ubicación en plena Avenida de la Mancha te permite tener a mano todos los servicios, transporte y comercios que necesitas para una vida cómoda y dinámica. ¿Te gustaría conocer más detalles o visitar esta maravillosa vivienda? No dudes en contactarme, estaré encantado de ayudarte a encontrar tu nuevo hogar en Los Santos.",False,good,False,True,3257.0,False,False,False,False,[],False,False,228000.0,€,flat,"Santos, Leganés",Piso,Destacado,,,,,,,
108682382,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/e7/2f/1352007098.webp,RP502025139725,1,5,338500.0,flat,sale,90.0,True,3,2,Barrio Santa Eugenia,Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3780774,-3.60606,False,https://www.idealista.com/inmueble/108682382/,"Magnífica vivienda en Santa Eugenia con terraza, garaje y vistas despejadas (Pendiente reportaje fotográfico) Se vende estupenda vivienda de 3 dormitorios y 2 baños, situada en una de las zonas más tranquilas y residenciales del barrio de Santa Eugenia. La propiedad cuenta con una amplia terraza, ideal para disfrutar del aire libre y las vistas despejadas. Incluye plaza de garaje en el precio, un valor añadido en la zona, Ubicada en una urbanización con conserje, rodeada de zonas ajardinadas que aportan un entorno verde, familiar y acogedor. Cuenta con 3 amplios dormitorios con armarios empotrados, 2 baños completos y Terraza privada, esta Situada en el corazón del barrio de Santa Eugenia, muy bien comunicada mediante RENFE y varias líneas de autobús, y con acceso a todo tipo de servicios y comercios a pie. Una excelente oportunidad para vivir en un entorno tranquilo sin renunciar a la comodidad de tener todo a mano. Contáctanos para agendar una visita!",False,good,False,True,3761.0,False,False,False,False,[],False,False,338500.0,€,flat,"Santa Eugenia, Madrid",Piso,Destacado,True,True,,,,,
108582740,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/60/69/1349101009.webp,294733,6,,167000.0,chalet,sale,90.0,,2,2,Mejorada del Campo,Madrid,Mejorada del Campo,,es,,40.3977001,-3.4879213,False,https://www.idealista.com/inmueble/108582740/,"DONPISO Torrejón de Ardoz pone en exclusiva a su disposición  Gran oportunidad en el centro de Mejorada del Campo! Ponemos a la venta una vivienda con muchísimas posibilidades, situada en pleno centro de Mejorada, a un paso de todos los servicios y bien comunicada. La casa se encuentra actualmente en bruto por dentro, ideal para reformar a tu gusto y distribuir según tus necesidades. El proyecto ya contempla:  ( El PVP indicado no incluye impuestos ni gastos de Escritura ).  PARA PROPIETARIOS:  ¿Necesitas vender para comprar? te ayudamos coordinándolo todo y con hipoteca cambio de casa. ¿Tienes prisa en vender? te ofrecemos una venta rápida con todas las garantías. ¿Necesitas una hipoteca? en donpiso la encuentras y en condiciones preferentes. ¿Herencias? , ¿Divorcios? , te ayudamos y coordinamos todo. Infórmate:.",False,good,False,,1856.0,False,False,False,False,[],False,False,167000.0,€,chalet,Mejorada del Campo,Chalet pareado,Destacado,,,176000.0,9000.0,5.0,semidetachedHouse,
108088140,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/7a/1a/1333454141.webp,RP1382025137253,12,2,139900.0,flat,sale,79.0,True,3,1,Villayuventus-Renfe,Madrid,Parla,Villayuventus-Renfe,es,,40.2417995,-3.7719923,False,https://www.idealista.com/inmueble/108088140/,"REDPISO VENDE: Vivienda de 79m², perfecta para quienes buscan comodidad y bienestar. La vivienda consta de terraza incorporada al salón, con 3 dormitorios, 1 baño completo con bañera. La cocina es funcional. Los acabados incluyen suelos de gres, paredes de gotelé, aportando calidad y calidez a cada estancia. Rodeada de todos los servicios necesarios: parque infantil, colegios, comercios y transporte público. ¡No pierdas la oportunidad de visitarla! Estaremos encantados de atenderle. Para más información sobre esta y otras propiedades, visite nuestra página web.",False,renew,False,True,1771.0,False,False,False,False,[],False,False,139900.0,€,flat,"Villayuventus-Renfe, Parla",Piso,Destacado,,,,,,,
108502966,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/3a/66/1346820451.webp,RP882025136437,10,1,129900.0,flat,sale,78.0,True,2,1,Calle Pinto-San Roque,Madrid,Parla,Calle Pinto-San Roque,es,,40.2357531,-3.7639795,False,https://www.idealista.com/inmueble/108502966/,"Redpiso vende excelente vivienda ideal para inversores. El inmueble se encuentra actualmente alquilado hasta febrero de 2026, lo que lo convierte en una magnífica oportunidad de inversión con rentabilidad asegurada a corto plazo. Dispone de una superficie de 78 m² distribuidos en: 2 amplias habitaciones con buena iluminación natural. Salón independiente, perfecto para crear un espacio cómodo y acogedor. Cocina equipada con todos los electrodomésticos necesarios. Terraza que aporta un espacio extra para disfrutar al aire libre. La vivienda cuenta con excelentes calidades: Ventanas de aluminio, que aportan aislamiento térmico y acústico. Suelos de gres, resistentes y de fácil mantenimiento. Puertas de roble, que añaden un toque cálido y elegante. Ubicada en una zona privilegiada, con todos los servicios al alcance: Próxima a paradas de autobús, que facilitan la comunicación con el resto de la ciudad. Cercana a comercios, supermercados, colegios y todo tipo de servicios que garantizan comodidad en el día a día. No dude en visitarlo, estaremos encantados de atenderle y proporcionarle toda la información que necesite.",False,good,False,False,1665.0,False,False,False,False,[],False,False,129900.0,€,flat,"Calle Pinto-San Roque, Parla",Piso,Destacado,,,,,,,
108517935,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/bf/9e/1348330570.webp,,1,7,750000.0,flat,sale,89.0,False,2,2,Barrio Arapiles,Madrid,Madrid,Chamberí,es,Arapiles,40.431419,-3.709395,False,https://www.idealista.com/inmueble/108517935/,"Inmo Arapiles Ofrece Amplio piso de 2 dormitorios y 2 baños en última planta con vistas despejadas en Arapiles, Chamberí ¡Disponible para entrar a vivir de inmediato! o si deseas actualizar su diseño se puede reformar completamente.  Este luminoso y acogedor piso se encuentra en la última planta de un edificio bien cuidado en el barrio de Chamberí, específicamente en la zona de Arapiles. Disfruta de vistas despejadas en un tranquilo patio de manzana. La propiedad cuenta con dos dormitorios amplios y dos baños completos, perfecta para familias o quienes buscan espacio y comodidad. La finca cuenta con conserje, dos ascensores y solo cuatro vecinos por planta, garantizando tranquilidad y seguridad. Ubicado en un barrio con un ambiente familiar, cercano a parques y zonas de ocio, es la opción ideal para quienes desean vivir. Próximamente fotos Agendemos Visita! Móvil:.",False,good,False,True,8427.0,False,False,False,False,[],False,False,750000.0,€,flat,"Arapiles, Madrid",Piso,Destacado,True,False,,,,,50000.0
108265760,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/47/87/1338971224.webp,,6,,1500000.0,chalet,sale,538.0,,5,5,Los Satélites - Roza Martín,Madrid,Majadahonda,Los Satélites - Roza Martín,es,,40.454195,-3.9170457,False,https://www.idealista.com/inmueble/108265760/,"¡Descubre tu nuevo hogar en la exclusiva urbanización Los Satélites, en Majadahonda! Esta magnífica vivienda ofrece seguridad las 24 horas y cuenta con una única entrada y salida, garantizando tranquilidad y privacidad. La urbanización dispone de amplias zonas deportivas, incluyendo pistas de pádel, baloncesto y fútbol, así como planes para una futura zona comercial y un colegio. La propiedad es individual y cuenta con una espectacular piscina privada, además de una piscina comunitaria. Con un diseño pensado para el confort y la funcionalidad, cuenta con 5 habitaciones y 5 baños, además de una magnífica cocina ideal para los amantes de la gastronomía, que tiene acceso directo a la piscina y a una encantadora zona de barbacoa. En la planta baja, encontrarás un cine, una despensa y un garaje, así como un espacio multiusos de aproximadamente 100 m², perfecto para adaptarse a tus necesidades. La ubicación es inmejorable, con hospitales, colegios públicos y privados, y universidades a tu alcance. ¡No pierdas la oportunidad de vivir en este excepcional hogar! Para más información y fotos, no dudes en contactarnos por privado.",False,good,False,,2788.0,False,False,False,False,[],False,False,1500000.0,€,chalet,"Los Satélites - Roza Martín, Majadahonda",Casa independiente,Destacado,True,True,,,,independantHouse,
108364450,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/8e/bc/1341921186.webp,RP882025138456,11,1,189000.0,flat,sale,81.0,False,3,1,Reyes,Madrid,Parla,Reyes,es,,40.2324254,-3.7675681,False,https://www.idealista.com/inmueble/108364450/,"REDPISO VENDE: Les presentamos esta excelente oportunidad: una amplia y luminosa vivienda de 81 metros cuadrados. El salón-comedor, amplio y acogedor, se convierte en el corazón del hogar, perfecto para reuniones familiares o momentos de descanso. Cuenta con aire acondicionado, al igual que el dormitorio principal, garantizando el confort durante todo el año. La propiedad cuenta con tres generosos dormitorios, todos ellos con un magnífico aprovechamiento del espacio, ideales para dormitorios principales, habitaciones juveniles, o incluso para destinar uno de ellos a despacho u oficina en casa. Cada estancia ha sido diseñada pensando en la comodidad, con excelente iluminación natural y ventilación. El baño completo está equipado con plato de ducha, ofreciendo practicidad y un diseño moderno. La distribución es funcional, facilitando la circulación y el aprovechamiento de cada metro cuadrado del inmueble. Entre sus calidades destacan los suelos de tarima, que aportan calidez y elegancia a todas las estancias; ventanas de aluminio blanco, que ofrecen un excelente aislamiento térmico y acústico; y puertas interiores de pino, que complementan con armonía el estilo del inmueble. Además, la vivienda dispone de una terraza cerrada, perfecta como espacio adicional para relajarse, crear una zona de lectura o incluso como rincón verde urbano. La finca dispone de ascensor, lo que añade un valor añadido de accesibilidad y comodidad para todos los residentes y está ubicada en una zona residencial privilegiada, ideal tanto para familias como para quienes buscan confort, funcionalidad y calidad de vida. Zona bien comunicada, con acceso a todo tipo de servicios (centros educativos, transporte público, comercios, zonas verdes y de ocio), esta propiedad reúne todas las características para convertirse en su próximo hogar o en una inversión segura y rentable. No deje pasar esta oportunidad. Contacte con nosotros para más información o para agendar una visita.",False,good,False,True,2333.0,False,False,False,False,[],False,False,189000.0,€,flat,"Reyes, Parla",Piso,Destacado,,,,,,,
108611899,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/3a/41/1349923097.webp,RP172025139400,9,bj,149000.0,flat,sale,49.0,True,2,1,calle Lele del Pozo,Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3727498,-3.6608597,False,https://www.idealista.com/inmueble/108611899/,"PISO EN PLANTA BAJA PARA ENTRAR A VIVIR, de 62 m2, Con 2 dormitorios, salón, cocina y 1 baño. Cuenta con aire acondicionado, en el salón y habitación. Buena ubicación, cercano a transportes, comercios y parques.",False,good,False,False,3041.0,False,False,False,False,[],False,False,149000.0,€,flat,"Entrevías, Madrid",Piso en calle Lele del Pozo,Destacado,,,158000.0,9000.0,6.0,,
103940382,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/bd/55/1204909053.webp,RP197202190159,14,,98000.0,chalet,sale,295.0,,4,2,Villaconejos,Madrid,Villaconejos,,es,,40.1029206,-3.4867984,False,https://www.idealista.com/inmueble/103940382/,"Magnífica propiedad, casa rustica unifamiliar sobre la carretera M320, situada muy cerca de Titulcia a menos de 2 km, a 13 minutos del núcleo urbano donde dispone de todos los servicios en CIEMPOZUELOS Y TITULCIA. Tenemos 4 habitaciones, 2 baños completo, cocina, salón amplio, con una pequeña nave que se utiliza de trastero, amplia plaza de garaje cuenta con pozo de agua. Además tiene unas vistas inmejorables a toda la zona de Los Cohonares. Venga y se lo mostramos sin ningún compromiso. EN REDPISO TENEMOS departamento financiero propio y convenios con numerosos bancos, consiguiendo la mejor financiación. SOLICITA YA nuestro estudio financiero, es completamente gratuito. En el precio de venta no incluyen gastos de escrituración, ni honorarios por la intermediación inmobiliaria. EXCELENTE OPORTUNIDAD, CONSULTENOS SIN COMPROMISO. CON GUSTO LO ATENDEREMOS.",False,good,False,,332.0,False,False,False,False,[],False,False,98000.0,€,chalet,Villaconejos,Casa independiente,Destacado,True,True,,,,independantHouse,
