propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108978084,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/a8/20/1360693183.webp,7aa1d74c-980f-476b-8767-714c338a6e88,40,6,780000.0,penthouse,sale,93.0,True,2,2,calle de Cartagena,Madrid,Madrid,Chamartín,es,Prosperidad,40.4405146,-3.6742673,False,https://www.idealista.com/inmueble/108978084/,"¡Sin comisión al comprador! Descubre este encantador piso tipo ático en venta en el vibrante barrio de Prosperidad.  Con una superficie de 93 m², este inmueble en buen estado ofrece dos dormitorios y dos baños completos, ideal para familias o parejas que buscan espacio y confort. Disfruta de aire acondicionado para los días calurosos y una amplia terraza perfecta para tus momentos de relax al aire libre. Además, cuenta con un práctico trastero. El edificio dispone de ascensor, facilitando el acceso a todas las plantas.  Vivir en la calle Cartagena, en el barrio de Prosperidad (Madrid), es disfrutar de un entorno residencial tranquilo pero muy bien conectado. Con todos los servicios al alcance —comercios, colegios, restaurantes y transporte público—, ofrece una combinación perfecta entre comodidad urbana y vida de barrio. Ideal para quienes valoran la calidad de vida en el corazón de la ciudad. Con una vista exterior, este piso garantiza luminosidad y un ambiente acogedor. No pierdas la oportunidad de hacer de este piso tu nuevo hogar.",True,good,False,True,8387.0,False,False,False,False,[],False,False,780000.0,€,flat,penthouse,"Prosperidad, Madrid",Ático en calle de Cartagena,,,,,,,
98046325,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/73/5f/1047658658.webp,PIS1984,49,4,2950000.0,flat,sale,335.0,True,4,5,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4367973,-3.6795157,False,https://www.idealista.com/inmueble/98046325/,"Fortuny Real Estate ofrece en venta propiedad de 335 m2, excelente ubicación, situada en la 3era planta exterior de una finca en el Barrio de Salamanca. Se trata de una vivienda recién reformada con acabados de lujo. Estará distribuida por un amplio salón comedor con cocina estilo americana completamente amueblada y equipada con electrodomésticos de alta gama. Acabados de madera natural, luces LED de ambiente y juegos de luces que permitirán mantener una excelente iluminación de la vivienda. Se entregará totalmente amueblado. Se distribuye en su zona de descanso por 4 dormitorios y 4 cuartos de baños en suite, 2 de ellos con tanto bañera como ducha y los restantes con ducha, un aseo de cortesía adicional. Destaca por su exclusiva reforma de diseño y confort. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,8806.0,True,False,False,False,[],False,False,2950000.0,€,flat,,"Lista, Madrid",Piso,,,,,,,
107850291,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/0c/e3/1326185583.webp,303024,15,,417000.0,flat,sale,60.0,True,1,1,calle del Doctor Juan José López Ibor,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4733676,-3.7283205,False,https://www.idealista.com/obra-nueva/107850291/,"NUEVO LANZAMIENTO- VIVIENDAS EXCLUSIVAS JUNTO A PUERTA DE HIERRO Neinor Panoramic Homes II, es conjunto residencial de arquitectura icónica y singular, formado por dos torres de 16 plantas de altura que albergan 100 exclusivas viviendas de obra nueva de 1,2 y 3 dormitorios con amplias terrazas y estudios de 1 dormitorio. Las viviendas disponen de GARAJE y TRASTERO INCLUIDO EN EL PRECIO, algunas viviendas de 2 y 3 dormitorios incluyen dos garajes. En una urbanización cerrada con zonas comunes y una ubicación privilegiada, en el noreste de Madrid, en Peñagrande - Junto a puerta de Hierro.  Ubicación privilegiada en Madrid La tranquilidad y las excelentes conexiones de la zona hacen de Neinor Panoramic Homes II, un enclave idóneo para residir, rodeado de espacios verdes, con las ventajas de una zona de nueva construcción y a escasos 15 minutos del centro de la ciudad. Viviendas de obra nueva de 1,2 y 3 dormitorios La arquitectura elegante e innovadora de este proyecto firmado por el prestigioso estudio Cano y Escario, así como la cuidada selección de materiales, hacen de Neinor Panoramic Homes II un proyecto distinguido, orientado a clientes exigentes que buscan calidad para disfrutar del máximo nivel de confort en su vida diaria. Las viviendas cuentan con un diseño interior práctico y funcional, amplios ventanales permiten aprovechar la luz natural en cada momento del día y extienden sus luminosos salones hacía las terrazas, donde disfrutar de las vistas de Madrid. Para los amantes del aire libre, en planta baja disponen de viviendas con jardín privado, así como áticos con terrazas de hasta 60m2. El residencial se enmarca en una urbanización privada con piscina y solárium, zona de juegos infantil y sala gourmet. Esta zona nueva y en expansión de Peñagrande se beneficia de todas las facilidades y servicios de Madrid, así como de un importante tejido empresarial y de un entorno que dispone de todo tipo de servicios educativos, deportivos y comerciales. Todo ello hace que se convierta en un enclave único para una vida urbanita a la par que tranquila, donde poder respirar aire puro y disfrutar de toda la oferta cultural y comercial que ofrece la capital.",False,newdevelopment,True,True,6950.0,True,False,False,False,[],False,False,417000.0,€,flat,,"Peñagrande, Madrid",Piso en calle del Doctor Juan José López Ibor,False,,,,,,
108764620,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/d9/de/1356376122.webp,8a81496d-189c-494d-a684-91f185602f8d,91,,635000.0,chalet,sale,492.0,,7,3,callejón del Plantío,Madrid,Griñón,,es,,40.215196,-3.8547933,False,https://www.idealista.com/inmueble/108764620/,"Una joya arquitectónica de 1897 ubicada en el tranquilo Callejón del Plantío, Griñón, a solo 27 km de Madrid. Esta villa neomudéjar, catalogada con protección ambiental A1, combina la elegancia histórica del siglo XIX con un enorme potencial para convertirse en una casa rural de lujo, un espacio para eventos o un retiro cultural. Con una parcela de 1.901 m², un cuidado jardín protegido y una edificación bien conservada de 492 m², esta propiedad ofrece exclusividad, versatilidad y conectividad, ideal para inversores que buscan un proyecto único en el creciente mercado del turismo rural. Proyecto de alojamiento boutique: Villa histórica de 492 m² con posibilidad de ampliar hasta 1.028 m² adicionales, ideal para crear un hotel rural exclusivo con 6-8 habitaciones y zonas comunes. Espacio para eventos: Parcela de 1.901 m² con jardín protegido, perfecta para bodas, retiros o eventos culturales en un entorno neomudéjar único. Turismo cultural: Ubicada en Griñón, destino en auge por su valor patrimonial, ideal para integrarse en rutas culturales de la Comunidad de Madrid. Excelente ubicación: A solo 27 km de Madrid, bien comunicada por la M-404 y la A-42, lo que la convierte en una opción atractiva para turismo de fin de semana. Apoyo institucional: Posibilidad de acceder a subvenciones regionales para la rehabilitación de inmuebles protegidos.",True,good,False,,1291.0,False,True,False,False,[],False,False,635000.0,€,chalet,independantHouse,Griñón,Casa independiente en callejón del Plantío,,,,,,,
109168554,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/2e/28/1366298403.webp,,35,4,1100000.0,flat,sale,71.0,True,1,1,calle de Fernando VI,Madrid,Madrid,Centro,es,Chueca-Justicia,40.427623,-3.6968488,False,https://www.idealista.com/inmueble/109168554/,"Sotomora Real Estate vende en EXCLUSIVA lujoso piso en la mejor zona de Madrid. Fantástico piso en edificio clásico con balcones y techos muy altos, en una de las calles más representativas de Justicia, Madrid. En la cuarta planta de un edificio con fachada clásica construido a finales del siglo XIX, se encuentra este luminoso piso de 71 m2 construidos, totalmente renovado y con un amplio trastero. Actualmente consta de salón con un amplio balcón, comedor y la cocina que está semiintegrada al salón con una cristalera. La zona de descanso se compone de un dormitorio con mucha luminosidad gracias al balcón del que dispone y cuenta con numerosos armarios. El dormitorio es en suite, con un baño completo con ventana. La ubicación de la propiedad es inmejorable, se encuentra en la mejor zona de Justicia, muy cerca de la mejor zona de tiendas de moda y galerías de arte de Madrid. El Barrio Justicia es una de las zonas más cosmopolitas y exclusivas de Madrid.",False,good,False,True,15493.0,True,False,False,False,[],False,False,1100000.0,€,flat,,"Chueca-Justicia, Madrid",Piso en calle de Fernando VI,,,,,,,
108681581,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/04/fe/1351977945.webp,VT-1(2P),15,,401908.0,flat,sale,135.0,True,3,2,"avenida del Mayorazgo, 80",Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3648332,-3.6197671,True,https://www.idealista.com/obra-nueva/108681581/,"¡Tu hogar te está esperando en uno de los nuevos barrios con más proyección de Madrid!  Ubicado en el nuevo desarrollo urbano de Valdecarros (Madrid), dotado de buenas conexiones por transporte público, en un entorno tranquilo, residencial y bien planificado. Un edificio de obra nueva con viviendas de 2 y 3 dormitorios, con zonas comunes, piscina, plaza de garaje y trastero incluidos. Las viviendas destacan por su diseño actual, la claridad espacial y el aprovechamiento eficiente de la superficie útil, con líneas limpias, amplios ventanales y terrazas privadas que aportan luminosidad y una sensación de amplitud que se disfruta todos los días. Como Vivienda Protegida de Precio Limitado (VPPL), representa una gran oportunidad para acceder a una vivienda moderna con condiciones ventajosas. La entrega de llaves está prevista para el 2029. Este moderno edificio residencial es la opción ideal para las personas que buscan su primera vivienda: funcional, cómoda, bien ubicada y con una excelente relación calidad-precio. Se situará a pocos minutos a pie de la estación de metro de La Gavia, este proyecto te conecta directamente con el corazón de la ciudad, sin renunciar a la tranquilidad de un entorno residencial en desarrollo. Este nuevo barrio se desarrolla con una visión urbana y sostenible: rodeado de zonas verdes, parques, comercios de proximidad y todos los servicios esenciales como centros educativos, instalaciones deportivas y supermercados. Aquí tendrás todo lo que necesitas a tu alcance, en un entorno pensado para hacerte la vida más fácil.",False,newdevelopment,True,True,2977.0,True,False,False,False,[],False,False,401908.0,€,flat,,"Ensanche de Vallecas - La Gavia, Madrid","Piso en avenida del Mayorazgo, 80",False,True,True,,,,
109195912,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/34/58/1367119677.webp,486809-M,13,1,3900000.0,flat,sale,233.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4256663,-3.6868331,False,https://www.idealista.com/inmueble/109195912/,"ÚNICA INMOBILIARIA presenta propiedad ubicada a escasos pasos de la prestigiosa calle Serrano, en un elegante edificio con servicio de portería, este inmueble se encuentra en una primera planta con altura real de segundo piso. Actualmente en proceso de reforma integral, la vivienda se entregará completamente renovada con calidades de alto nivel. La fotos corresponden a un proyecto similar.  El proyecto contempla una distribución moderna y funcional: •Amplia zona social con salón en tres ambientes y comedor de concepto abierto •Cocina semi-integrada en el comedor •Tres dormitorios en suite, cada uno con su propio baño •Aseo de cortesía •Cuarto de lavado independiente Una oportunidad única de estrenar una vivienda de lujo en una de las zonas más codiciadas de Madrid. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,good,False,True,16738.0,False,False,False,False,[],False,False,3900000.0,€,flat,,"Recoletos, Madrid",Piso,,,,,,,
108526804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/a7/90/1347547496.webp,07569,20,10,499000.0,flat,sale,158.0,True,5,3,calle Jacobinia,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3776956,-3.7517483,False,https://www.idealista.com/inmueble/108526804/,"Elephant comercializa en exclusiva este estupendo piso de 5 dormitorios y 3 baños completos en la calle Jacobinia, en el consolidado y demandado distrito de Carabanchel. DESCRIPCIÓN DE LA VIVIENDA:  La propiedad dispone de una superficie útil de 132 m², perfectamente distribuida para ofrecer amplitud y comodidad: 5 amplios dormitorios con buena iluminación natural. 3 baños completos, funcionales y bien conservados. Salón comedor espacioso con salida directa a una agradable terraza exterior. Cocina independiente, completamente equipada y con espacio para zona de office. Calefacción individual por gas natural y aire acondicionado. El edificio cuenta con dos ascensor y acceso sin barreras arquitectónicas lo que le aporta un plus de confort y accesibilidad. UBICACIÓN Y COMUNICACIONES:  Situado en una de las zonas más tranquilas y consolidadas de Carabanchel, el piso se encuentra rodeado de todo tipo de servicios y equipamientos: centros de salud, colegios, supermercados, zonas verdes, instalaciones deportivas y una variada oferta comercial y gastronómica. La comunicación es excelente, tanto en transporte público como privado: A escasos minutos de la estación de Metro Eugenia de Montijo. Varias líneas de autobús en las inmediaciones. Fácil acceso a las principales vías de circunvalación: M-30, M-40 y A-42. Una oportunidad ideal para quienes buscan una vivienda amplia, bien comunicada y en una zona con alta calidad de vida. Nota: Algunas de las imágenes están generadas por inteligencia artificial. Las fotografías no tienen valor contractual. El precio de venta no incluye gastos de Notaria, Registro, impuestos, ni honorarios de la agencia por la compra.",False,good,False,True,3158.0,True,False,False,False,[],False,False,499000.0,€,flat,,"Vista Alegre, Madrid",Piso en calle Jacobinia,,,,,,,
102509169,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/92/69/1157963518.webp,425694,34,6,879000.0,flat,sale,87.0,False,2,2,calle de Diego de León,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4335361,-3.6823529,False,https://www.idealista.com/inmueble/102509169/,"En el distrito de Salamanca ÚNICA Inmobiliaria comercializa esta bonita vivienda recientemente reformada y totalmente amueblada. De diseño funcional y moderno, se ubica en una sexta planta interior a patio de manzana, con mucha luminosidad. Portal representativo de la época.  87 m² distribuidos en hall de entrada, salón con cocina incorporada, dos dormitorios, el principal con baño en suite, y otro baño completo más.  Todos los detalles se han cuidado mucho y se han optimizado los espacios, que gracias a la distribución, dan la sensación de amplitud.  En el sistema de iluminación también se han esmerado, con cantidad de luces indirectas para dar sensación de calidez. Esta vivienda representa la oportunidad de residir en una de las zonas más demandadas de la ciudad o una gran inversión por la exclusividad del Barrio de Salamanca.  En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,good,False,True,10103.0,False,False,False,False,[],False,False,879000.0,€,flat,,"Castellana, Madrid",Piso en calle de Diego de León,,,,,,,
108445515,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/e4/10/1346505459.webp,5ad99cff-b7fd-4fa0-968a-a2820b21b5cc,52,,585000.0,chalet,sale,180.0,,4,3,calle el Hórreo,Madrid,Mataelpino,,es,,40.7305815,-3.9565068,False,https://www.idealista.com/inmueble/108445515/,"Sin comisión al comprador! Un Refugio entre Montañas: Tu nuevo hogar en la urbanización El Bosque de Mataelpino  A tan solo 45 km de Madrid y a 35 minutos del aeropuerto, se encuentra esta joya escondida entre la majestuosidad de la Sierra de Guadarrama. Una casa independiente en una urbanización privada de solo 47 chalets, rodeada de naturaleza en estado puro, caminos de montaña, y el murmullo sereno del río, visible y audible desde tu propio jardín. Aquí, la tranquilidad se convierte en un lujo diario. Este encantador chalet de dos plantas ofrece una distribución funcional y acogedora: Planta baja: un amplio salón-comedor con chimenea y grandes ventanales que conectan interior y paisaje, una cocina con isla central, un dormitorio y un baño completo. Ideal para vivir cómodamente sin necesidad de subir escaleras. Planta alta: tres dormitorios, incluyendo una luminosa habitación principal con baño en suite, además de un segundo baño completo y acceso a una gran terraza exterior techada. Este espacio, con vistas abiertas al entorno natural, ofrece la posibilidad de ampliación, permitiendo añadir una o dos habitaciones más con baño si así lo deseas. En el exterior, el jardín es una auténtica prolongación del entorno natural, con sistema de riego por goteo, iluminación nocturna, cenador y una magnífica barbacoa. Todo ello acompañado por la presencia constante del río cercano, cuya vista y sonido envuelven el ambiente de paz y frescura. Garaje exterior incluido y una excelente conservación general: lista para entrar a vivir. Un hogar perfecto para quienes buscan calidad de vida, aire puro y conexión con la naturaleza sin alejarse de la ciudad. Las estaciones de esquí de Navacerrada y Valdesquí están a pocos kilómetros, así como innumerables rutas de senderismo, miradores y rincones únicos por descubrir. Ubicación inmejorable Naturaleza que se respira, se escucha y se vive Espacios cálidos, versátiles y con posibilidad de expansión Vivir aquí no es solo una elección de casa, es una elección de vida. ¿Quieres conocerla?",True,good,False,,3250.0,False,False,False,False,[],False,False,585000.0,€,chalet,independantHouse,Mataelpino,Casa independiente en calle el Hórreo,,True,True,,,,
108626592,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/f2/a1/1350344461.webp,07651,15,bj,215000.0,flat,sale,45.0,True,1,1,calle del Canal del Bósforo,Madrid,Madrid,San Blas,es,Canillejas,40.4397254,-3.6105762,False,https://www.idealista.com/inmueble/108626592/,"Oportunidad en Canillejas: Piso luminoso de 1 dormitorio. Se vende acogedor y luminoso apartamento en la zona de Canillejas, ideal para familias, parejas o como inversión. ESTA PROPIEDAD ES ESPECIAL PORQUE: Se trata de un apartamento recién reformado, en la zona de Canillejas, ideal para familias, parejas o como inversión.  DISTRIBUCION Y CARACTERÍSTICAS: Acogedor piso reformado de 45m², con un diseño moderno y funcional, ideal para quienes buscan comodidad y buena ubicación.  La vivienda se distribuye en un luminoso salón-comedor con cocina americana totalmente equipada con electrodomésticos y armarios de almacenamiento.  Consta de un dormitorio con ventana al exterior y armarios empotrados equipados por dentro.  ES IMPORTANTE SABER QUE: Entre sus comodidades, la vivienda dispone de bomba de calor, con función frío/calor, así como ventanas de climalit, oscilobatientes, que garantizan un buen aislamiento térmico y acústico. Además la puerta de entrada es blindada. SERVICIOS Y COMUNICACIONES: La vivienda se encuentra junto a la Avenida de Canillejas a Vicálvaro, una zona muy consolidada de Canillejas. Muy cerca del estadio Riyadh Metropolitano, la zona ofrece una amplia variedad de comercios, colegios, servicios y zonas verdes. Además, disfruta de excelentes comunicaciones tanto en transporte público (estación de metro Torre Arias a 8 minutos andando), como por carretera, con fácil acceso a la M-30, R-3 y N-II. A tan solo 10 minutos de IFEMA y del Aeropuerto Adolfo Suárez Madrid-Barajas. El precio de venta no incluye los gastos de Notaria, registro, impuestos ni honorarios de la agencia por la compra.",False,good,False,False,4778.0,True,False,False,False,[],False,False,215000.0,€,flat,,"Canillejas, Madrid",Piso en calle del Canal del Bósforo,,,,,,,
105360069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/c3/1c/1245729061.webp,P3-2ºF,11,2,228791.0,flat,sale,106.0,True,3,2,calle Los Cerros s/n,Madrid,Madrid,Vicálvaro,es,Los Cerros,40.40734,-3.53571,True,https://www.idealista.com/obra-nueva/105360069/,"SOLAMENTE DISPONIBLES VIVIENDAS PARA PERSONAS CON MOVILIDAD REDUCIDA. ¡NUEVA OPORTUNIDAD DE VIVIENDA PROTEGIDA EN MADRID! La Cooperativa tiene suscrito un contrato privado de compraventa de la parcela VPPB/A-OC-2D del proyecto de reparcelación de Los Cerros, donde se desarrollará el proyecto. Viviendas con un precio asequible en LOS CERROS, nuevo desarrollo al lado de El Cañaveral! Te presentamos Residencial Meissa, un proyecto de Vivienda Protegida de Precio Básico, 185 viviendas de 2 y 3 dormitorios con unas estupendas zonas comunes.  Ubicación Los Cerros es uno de los cinco barrios que componen los nuevos desarrollos del sureste de Madrid. Este nuevo ámbito está situado en la parte norte de estos desarrollos, junto a El Cañaveral y los municipios de Coslada y San Fernando  Es una zona muy bien comunicada por la M-50, R-3 y M-45. Además, está planteado el desdoblamiento de la Línea 7 de Metro a partir de la estación de Ascao y con un ramal hacia Los Cerros-Ensanche de San Fernando y la ejecución de intercambiador modal.  Sostenibilidad La principal diferencia con otro desarrollo urbanístico es que tiene una menor ocupación del suelo para las edificaciones, solo el 12%, lo que lo convierte en un PROYECTO SOSTENIBLE Y VOLCADO HACIA LA NATURALEZA.  Será EL BARRIO MÁS VERDE DE MADRID que formará parte del Bosque Metropolitano, ese gran cinturón verde que el ayuntamiento de la capital planea construir bordeando la ciudad.  Se van a tomar todas las medidas necesarias para poder optar a una alta calificación energética.  Viviendas Una promoción de viviendas VPPB de 2 y 3 dormitorios en urbanización cerrada con plaza de garaje y trastero incluidos en el precio.  Desecamos el diseño moderno y funcional, cada vivienda ha sido cuidadosamente diseñada para ofrecer espacios cómodos y luminosos, maximizando el aprovechamiento de cada metro cuadrado. Sostenibilidad, diseño y calidad son elementos principales en Residencial Meissa.  Para los momentos de ocio, Meissa dispone de una estupenda piscina, zonas verdes, área infantil y local comunitario para que puedas disfrutar de tu tiempo libre sin salir de casa.  Precio y calidad se unen en este proyecto destinado a personas que quieran comprar su primera vivienda.",False,newdevelopment,True,True,2158.0,True,False,False,False,[],False,False,228791.0,€,flat,,"Los Cerros, Madrid",Piso en calle Los Cerros s/n,False,True,True,,,,
108710026,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/52/c6/1367839355.webp,01297,28,1,270000.0,flat,sale,35.0,False,2,1,calle de Treviño,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4449661,-3.7019023,False,https://www.idealista.com/inmueble/108710026/,"� ¡Invierte o vive en Ríos Rosas! Te presentamos este piso en una de las zonas más estratégicas de Madrid: a unos minutos de Nuevos Ministerios, Ríos Rosas y semi esquina a Raimundo Fernández Villaverde y Cuatro Caminos. Vivienda de 2 dormitorios (uno doble y uno individual), salón-comedor, cocina y baño. � Rentabilidad desde el primer día: Alquila ya! Obten ingresos inmediatos con un pequeño lavado de cara, sin necesidad de reformas. � ¿Prefieres algo a tu gusto? También es una excelente opción para reformar y diseñar a medida, creando un espacio moderno, funcional y con alta proyección de revalorización en el mercado. � Ubicación privilegiada, bien comunicada y con todos los servicios, ideal tanto para residentes como para inquilinos. � Ya sea para invertir o para vivir, esta es una oportunidad que no querrás dejar pasar. ¡Contáctanos y descubre su potencial en persona! � ¡No dejes pasar esta oportunidad y agenda tu visita! El comprador tendrá un coste adicional correspondiente al servicio de gestión, asesoramiento y acompañamiento en todo el proceso de compra. Dicho importe, el mobiliario, la decoración y los impuestos no están incluidos en el precio publicado.",False,good,False,True,7714.0,True,False,True,False,[],False,False,270000.0,€,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Treviño,,,,285000.0,15000.0,5.0,
109190008,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/3c/f0/1366943031.webp,71f73ad7-1eac-423d-9ca9-deb0037d4c7e,5,10,1550000.0,penthouse,sale,60.0,True,1,1,Gran Vía,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4217898,-3.7066278,False,https://www.idealista.com/inmueble/109190008/,"Descubre este encantador piso tipo ático en el vibrante barrio de Malasaña-Universidad.  Con 60 m², este hogar nuevo ofrece un espacio acogedor y moderno, ideal para quienes buscan un estilo de vida dinámico en el corazón de la ciudad.  Disfruta de una distribución eficiente con 1 dormitorio y 1 baño. La propiedad cuenta con aire acondicionado, armarios empotrados y una terraza privada, perfecta para relajarse al aire libre.  Este piso exterior garantiza luz natural y vistas agradables. El edificio dispone de ascensor y acceso adaptado, brindando comodidad para todos.  Clasificado con certificado energético D, es una oportunidad ideal para quien valora la eficiencia energética.  El barrio de Malasaña-Universidad es una de las zonas más vibrantes de Madrid, con ambiente alternativo, oferta cultural, vida nocturna y excelente conexión al centro. No pierdas la oportunidad de vivir en una de las zonas más deseadas de Madrid.  Contacta para más detalles y para programar una visita. ¡Tu nuevo hogar te espera!",False,good,False,True,25833.0,False,False,False,False,[],False,False,1550000.0,€,flat,penthouse,"Malasaña-Universidad, Madrid",Ático en Gran Vía,,,,,,,
108407999,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/62/41/1345569011.webp,a16070d4-40d0-4e8a-9b72-3577036097a8,40,2,1950000.0,duplex,sale,157.0,True,2,2,calle de Fernando VI,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4238159,-3.6972737,False,https://www.idealista.com/inmueble/108407999/,"¡Vive en un hogar de ensueño! Se vende espectacular ático dúplex súperluminoso en el Edificio Lamarca, la antigua Fábrica de Carruajes de Madrid, un edificio emblemático construido en 1902 y completamente restaurado en 2017. Ubicado en el barrio de Chueca, una de las zonas más vibrantes y exclusivas de la ciudad, a pocos minutos de las estaciones de metro Alonso Martínez y Tribunal. Originalmente de 3 dormitorios, ha sido reformado para ofrecer un espacio más amplio y luminoso con 2 dormitorios, uno de ellos en la planta alta. Dispone de armarios empotrados, 2 baños completos y una cocina de diseño completamente equipada con electrodomésticos Miele a estrenar, una firma de primerísima calidad, reconocida por su excelencia en innovación, rendimiento y durabilidad. Además, cuenta con una plaza de garaje muy amplia y de excelente acceso, disponible de manera opcional por 70.000 €, un valor añadido en una zona donde el aparcamiento es un bien escaso. Un hogar donde el lujo y la comodidad van de la mano Esta vivienda destaca por sus acabados de máxima calidad, combinando elegancia y tecnología para un confort inigualable: •Suelos de tarima, que aportan calidez y sofisticación a cada estancia. •Sistema domótico integral, permitiendo el control inteligente de la iluminación, climatización y seguridad. •Estores eléctricos, que regulan la luz con un solo toque, brindando privacidad y confort en cualquier momento del día. •Carpintería de aluminio en puertas de paso y armarios, una fusión de diseño contemporáneo y durabilidad. •Calefacción por suelo radiante y aire acondicionado, para disfrutar de la temperatura perfecta en todas las estaciones. Extras que marcan la diferencia •Ascensor, para un acceso cómodo y sin barreras. •Amplio trastero, ideal para almacenamiento adicional sin renunciar al espacio en la vivienda. •Servicio de portería, que garantiza seguridad y atención personalizada. •Vídeoportero de última generación, controlado desde el panel domótico, para una gestión sencilla y segura de las visitas. Ubicado en un enclave único en la segunda planta, este ático ofrece un diseño exclusivo, una luminosidad excepcional y una atmósfera de sofisticación en un entorno privilegiado. Para más información o concertar una visita, ¡contáctanos!",True,good,False,True,12420.0,False,False,False,False,[],False,False,1950000.0,€,flat,duplex,"Chueca-Justicia, Madrid",Dúplex en calle de Fernando VI,,True,False,,,,70000.0
108824079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/1e/54/1357737125.webp,d009c7cf-faa3-43bc-a55b-20dfc114e2c2,36,3,1000000.0,flat,sale,122.0,True,3,1,calle de Lope de Vega,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4131793,-3.6956739,False,https://www.idealista.com/inmueble/108824079/,"Vivienda luminosa con balcones en edificio clásico en el centro de Madrid Se ofrece a la venta una amplia y luminosa vivienda de 122 m² ubicada en el corazón del barrio de Cortes, en pleno centro de Madrid. Una propiedad con gran potencial, ideal para quienes buscan un espacio personalizable en una de las zonas más emblemáticas de la ciudad. Distribución y características interiores La vivienda cuenta con tres dormitorios, un baño completo y un amplio salón que ofrece múltiples posibilidades de distribución. Destaca por sus techos altos y por sus cuatro balcones al exterior, que inundan cada estancia de luz natural y aportan una sensación de mayor amplitud. Extras y equipamiento El inmueble incluye un trastero, perfecto para almacenamiento adicional, así como una plaza de garaje, un gran valor añadido en una zona céntrica. Se encuentra en un edificio clásico con ascensor, lo que garantiza accesibilidad y comodidad. Ubicación Situado a pocos pasos del Paseo del Prado y del histórico barrio de Las Letras, este hogar goza de una localización privilegiada, rodeada de oferta cultural, gastronómica y comercial. Perfectamente comunicado por transporte público, es una opción ideal tanto como residencia habitual como inversión. Una oportunidad única para diseñar un hogar a tu medida en pleno centro de Madrid.",True,renew,False,True,8197.0,False,False,False,False,[],False,False,1000000.0,€,flat,,"Huertas-Cortes, Madrid",Piso en calle de Lope de Vega,,True,True,,,,
