propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
109176005,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/1b/6b/1366519869.webp,19,3,395000.0,flat,sale,72.0,True,3,1,calle del Lago Constanza,Madrid,Madrid,Ciudad Lineal,es,40.4299547,-3.6453708,False,https://www.idealista.com/inmueble/109176005/,"VOhome Quintana, vende piso totalmente reformado, de 72 m2, tercera planta en calle Lago Constanza, zona de Pueblo Nuevo, distrito de Ciudad Lineal. Piso muy luminoso, con grandes estancias, consta de pasillo distribuidor, tres dormitorios con armarios empotrados, amplio salón con cocina americana y salida a terraza, baño completo con plato de ducha y ventana. Dispone de calefacción individual gas natural, aire acondicionado en el salón, suelo cerámico, pintura lisa, ventanas climalit y puerta exterior blindada. Excelente ubicación junto a calle Alcalá, zona muy comercial, con todos los servicios cerca y medios de transporte tanto de metro línea 5 y 7, como de autobuses 38 y 113. A 10 minutos en transporte público del centro. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. Tipo de interés fijo: desde 2.29 % Tipo de interés variable: desde Er+0.50 % Para más información, llamar al teléfono gratuito "" Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar Tlno. fijo / móvil /.",False,good,False,False,5486.0,False,False,False,False,[],False,False,395000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en calle del Lago Constanza,QUIN1200031,Pueblo Nuevo,,,,,,
109135746,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/ff/92/1365404094.webp,24,4,620000.0,flat,sale,125.0,True,4,2,calle de Alejandro Ferrant,Madrid,Madrid,Arganzuela,es,40.3941229,-3.6945819,False,https://www.idealista.com/inmueble/109135746/,"Gran Vivienda 4 habitaciones Agencia inmobiliaria de MADRID – zona DELICIAS – PASEO DELICIAS - ATOCHA – EMBAJADORES - TECNOCASA - VENDE - OPORTUNIDAD -REFORMADO -Aire acondicionado en todas las estancias Vende en la zona de Delicias, ubicado en una de la calles principales del barrio con todo tipo de servicios por la zona (supermercados, gimnasios, centro de salud, restaurantes.. . ). Muy bien comunicado con el transporte público, comercios, bibliotecas y un ambiente muy agradable. A solo escasos minutos de la estación de metro de pacifico. La vivienda cuenta con: - Salón muy amplio con balcón  - Cocina independiente - 4 Habitaciones con mucha luz - 2 Baños completos con ducha y bañera - Cuarto lavadora y secadora - Aire acondicionado en todas las estancias La vivienda es muy tranquila. A 10 minutos de la estación de atocha, no dude en concertar una visita. Es la zona mejor comunicada del distrito, teniendo salidas por carretera (A3 Valencia, M30…) y por calles principales (Paseo Delicias, Embajadores, …). Además cuenta con diversidad de comercios como supermercados, farmacias, hospitales, hoteles, etc. Las líneas de metro que dan servicio a este barrio son la 3 y la 6.",False,good,False,True,4960.0,False,False,False,False,[],False,False,620000.0,€,flat,"Delicias, Madrid",Piso en calle de Alejandro Ferrant,,Delicias,,,,,,
109076175,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/41/86/1363685420.webp,42,,280000.0,chalet,sale,100.0,,3,2,camino del Cementerio,Madrid,Lozoyuela-Navas-Sieteiglesias,,es,40.9104212,-3.5876287,False,https://www.idealista.com/inmueble/109076175/,"BREM GLOBAL INMOBILIARIA PRESENTA CHALET PAREADO con marcado estilo rústico situado en Siete Iglesias, municipio a menos de 50 minutos de Madrid. La vivienda construida en el año 2008 cuenta con unos 100m2 construidos sobre una parcela de unos 200m2. El chalet está incluido dentro de una comunidad cerrada, donde encontraremos una tranquilidad añadida. En la planta principal encontramos un acogedor y luminoso salón comedor con cocina abierta, además de un aseo de cortesía. En la primera planta podemos disfrutar dos habitaciones dobles con armarios empotrados con un baño completo. En la última planta se ubica una buhardilla totalmente aprovechada como habitación y un pequeño salón. En el apartado de calidades destacaríamos las siguientes: •Suelo de gres cerámico. •Ventanas de aislamiento térmico. •Techos de barro cocido y madera con ventanas de tipo cenital VE-LUX. •Chimenea con cassette. •Cocina estilo rústica amueblada y equipada. •Armarios empotrados. La parcela cuenta totalmente plana, cuenta con una zona totalmente ajardinada, una zona de solada destinada para comer/cenar y realizar una barbacoa y un cuarto trastero y de caldera. Si deseas disfrutar de esta pieza única, no lo dudes y …. ¡ LLAMANOS!",True,good,False,,2800.0,True,False,True,False,[],False,False,280000.0,€,chalet,Lozoyuela-Navas-Sieteiglesias,Chalet pareado en camino del Cementerio,22082025,,semidetachedHouse,,,,,
109005541,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/39/d1/1367839802.webp,31,,630000.0,chalet,sale,275.0,,4,4,calle Villa Adriana,Madrid,Fuenlabrada,Fuenlabrada II - El Molino,es,40.2892963,-3.8129168,False,https://www.idealista.com/inmueble/109005541/,"¡Te presentamos el mejor chalet pareado de esquina de Las Villas de Fuenlabrada, parcela única de 243m2, no vas a encontrar ninguna mayor en toda la zona!  275 m² construidos en 4 plantas, patio de 243 m², 4 habitaciones dobles, 3 baños y 1 aseo. Orientación Este-Oeste �, piscina cubierta, todo exterior y con vistas. ¡Listo para entrar a vivir! � Ubicado en la tranquila y cuidada zona de Las Villas de Fuenlabrada, los Molinos, esta propiedad es perfecta para disfrutar en familia. Con 275 m² construidos �distribuido en 4 plantas y un impresionante patio de 243 m², tendrás espacio para reuniones, juegos y momentos al aire libre. Cuenta con cuatro amplias habitaciones dobles �, tres baños completos y un aseo �. Su orientación Este-Oeste garantiza luz natural durante todo el día ☀️�. Disfruta de tu piscina cubierta, ideal tanto en los días soleados como en las noches estrelladas ⭐✨. Además, dispone de puerta blindada para mayor seguridad � y vistas fantásticas desde cualquier rincón �. Todo exterior y rodeado de chalets bien cuidados, ¡es el lugar perfecto para crear recuerdos inolvidables! ❤️ Ven a visitarlo, te encantará. El precio publicado no incluye el mobiliario, la decoración, impuestos ni el coste del servicio de gestión, asesoramiento y acompañamiento durante la compra.",False,good,False,,2291.0,True,False,True,False,[],False,False,630000.0,€,chalet,"Fuenlabrada II - El Molino, Fuenlabrada",Chalet pareado en calle Villa Adriana,01301,,semidetachedHouse,,,,True,True
98621351,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/eb/02/1018310669.webp,15,5,859000.0,flat,sale,90.0,True,3,3,Barrio Sol,Madrid,Madrid,Centro,es,40.4193739,-3.7029933,False,https://www.idealista.com/inmueble/98621351/,"Fortuny Real Estate ofrece en venta inmueble de 90 m2 de superficie, actualmente en proyecto de reforma, situado en la 5ta planta de una finca de fachada Clásica en la zona centro de Madrid. La obra esta programada para finalizar en octubre del año en curso. Bonitas vistas al reloj de la Puerta del Sol y a Callao. Se trata de una vivienda muy luminoso ya que cuenta con un gran numero de ventanas que dan a dos calles diferentes y dos de ellas a un patio interior. Estará distribuida por 3 habitaciones y 3 cuartos de baño. Se entrega totalmente amueblado con muebles de diseño hechos a medida, acabados en madera y una excelente iluminación mediante luces LED. La finca dispone de servicio de portería y ascensor. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,9544.0,True,False,False,False,[],False,False,859000.0,€,flat,"Sol, Madrid",Piso,PIS2059,Sol,,,,,,
100803946,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/d6/f6/1252552344.webp,41,,389000.0,chalet,sale,420.0,,8,4,"avenida de la Cabrera, 6",Madrid,La Cabrera,,es,40.866881,-3.6114763,True,https://www.idealista.com/inmueble/100803946/,"BREM GLOBAL Inmobiliaria presenta conjunto de tres casas independientes con vistas inmejorables al pie del Pico de la Miel y la cuerda de La Sierra de La Cabrera, situado en el municipio de La Cabrera a 60 Km de Madrid. Se trata de un urbano diseminado en el que en 1970 se protocolarizo en el catastro, pero se empezaron a construir cinco años antes. Se trata de una vivienda unifamiliar en dos plantas de cada y una buhardilla de aproximadamente 59 m² de bajo cubierta. La planta principal, destinada a uso de vivienda, con varias habitaciones y servicios, y con una superficie construida también de 87 m². La planta semisótano, con la misma superficie destinada a uso de almacén y garaje. Otra casa situada de 54 m² y otra casa al lado del camino de 62 m² en una sola altura. Una de ellas con una habitación y un baño, está totalmente para reformar. 81 m² bajo rasante de garaje con lo que podríamos los 480 m² catastrales construidos sin contar la superficie ocupada por la piscina y todo ello sobre una parcela de casi 4700 m².  Aunque las propiedades están para reformar, los tejados se encuentran en perfecto de conservación y a nivel estructural son construcciones de gran solidez y robustez características de la época. La parcela está totalmente vallada en piedra, con tres accesos tanto peatonales como para vehículos a motor. Además de la citada piscina, tiene una construcción que podría utilizarse como almacén, una caseta en piedra para proteger el pozo y una pista multifunción, todo ello rodeado de árboles frutales. La Cabrera es un municipio ubicado en la Sierra Norte de la Comunidad de Madrid, el cual se localiza en las faldas del Pico de la Miel, reserva natural de la Comunidad de Madrid. El inmueble se encuentra en un lugar tranquilo, pero no está lejos de todos los servicios del municipio, tales como centro de salud, farmacias, supermercados y líneas de autobús con Madrid.  Aunque se construyó sobre suelo rústico, está todo perfectamente escriturado, registrado y legalizado. Hoy en día esto sería un proyecto totalmente inviable. Si estás buscando tanto para vivir como para invertir, reformando para actualizar y personalizar una casa antigua, esta es una oportunidad única. ¡NO DUDES EN PONERTE EN CONTACTO CON NOSOTROS Y VENIR A VISITARLO!",False,renew,False,,926.0,True,False,False,False,[],False,False,389000.0,€,chalet,La Cabrera,"Casa independiente en avenida de la Cabrera, 6",100803946,,independantHouse,,,,True,True
109185223,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/05/db/1366797418.webp,39,3,940000.0,flat,sale,75.0,True,2,2,calle de Lombía,Madrid,Madrid,Barrio de Salamanca,es,40.4260071,-3.6720946,False,https://www.idealista.com/inmueble/109185223/,"¡Piso en venta en la codiciada zona de Goya, barrio Salamanca. � ✨ Totalmente reformado y amueblado | 2 habitaciones | 2 baños (1 en suite) Fantástica oportunidad para vivir o invertir en una de las mejores zonas de Madrid. Este piso se encuentra en una ubicación privilegiada en el barrio de Goya, rodeado de comercios, transporte público, restaurantes y todos los servicios necesarios. Características destacadas: � 2 dormitorios amplios y luminosos � 2 baños completos, uno de ellos en suite � Reformado recientemente con acabados de alta calidad � Totalmente amueblado — ¡listo para entrar a vivir! � Ubicado en una finca tranquila y bien cuidada Ideal tanto para residencia habitual como para inversión (alta demanda en la zona).",False,good,False,True,12533.0,True,False,False,False,[],False,False,940000.0,€,flat,"Goya, Madrid",Piso en calle de Lombía,,Goya,,,,,,
109158270,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/2a/0c/1365982405.webp,32,,530000.0,chalet,sale,185.0,,5,2,CL SOLICAMPO,Madrid,Griñón,,es,40.2181014,-3.8577807,False,https://www.idealista.com/inmueble/109158270/,"Presentamos esta magnífica propiedad ubicada en una de las zonas más tranquilas de Griñón, ideal para quienes buscan calidad de vida, privacidad y un entorno apacible. Sobre una amplia parcela con árboles frutales, piscina y espacios de ocio exterior, se levanta esta casa de estilo funcional, reformada íntegramente en 2010 (fontanería, electricidad, carpintería y suelos), y con la fachada renovada en 2021. La vivienda principal se distribuye en una planta principal y una habitación en el torreón. En la planta baja principal encontramos un luminoso y amplio salón principal, una cocina con salida directa a la piscina, una suite con baño privado, dos dormitorios adicionales con armarios empotrados, un baño completo, y otra habitación o sala de estar con acceso a la planta superior. En el torreón, al que se accede mediante escalera de caracol, encontramos una habitación muy amplia que ofrece múltiples posibilidades: dormitorio, despacho, sala de juegos o gimnasio. La propiedad cuenta también con garaje en planta, trastero con caldera y espacio de almacenaje, así como una caseta para la depuradora con leñera. La piscina, de grandes dimensiones, dispone de depuradora en superficie (actualmente averiada). El exterior está diseñado para disfrutar al máximo: barbacoa de obra con fregadero, zona de árboles frutales y un espacio perfecto para reuniones familiares o sociales. En cuanto a calidades, la casa dispone de ventanas de aluminio con climalit, suelo de gres en toda la vivienda y un excelente estado de conservación. Ubicada en un entorno residencial muy tranquilo y bien comunicado con Madrid, esta propiedad combina el encanto de vivir en Griñón con la comodidad de disponer de todas las prestaciones necesarias para el día a día.",True,good,False,,2865.0,True,False,False,False,[],False,False,530000.0,€,chalet,Griñón,Casa independiente en CL Solicampo,GRIÑON,,independantHouse,,,,,
109174433,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/02/15/1366466544.webp,25,1,510000.0,flat,sale,115.0,True,3,2,travesía Isla de Formosa,Madrid,Madrid,Fuencarral,es,40.4979945,-3.6887686,False,https://www.idealista.com/inmueble/109174433/,"Globalpiso Fuencarral pone a su disposición en exclusiva estupendo dúplex de 100 m² útiles, con la posibilidad de obtener de forma opcional una plaza garaje, este inmueble está distribuido en 3 dormitorios, dos de ellos con terraza, amplio salón, cocina reformada y con acceso al patio de uso privativo, 2 baños completos. La vivienda está en muy buen estado, completamente exterior y muy luminosa gracias a su orientación. Destacan las molduras en techos, ventanas velux, paredes lisas, armarios empotrados en los dormitorios, puerta blindada, aire acondicionado con bomba de calor en salón y dormitorio principal, termo eléctrico de 80 l para agua caliente, rejas en las ventanas de la primera planta, puertas macizas en roble claro, calefacción eléctrica, suelos de tarima, cerramientos dobles de aluminio con climalit, teniendo la cocina y baños los suelos con revestimientos cerámicos. Uno de los baños con plato de ducha y el otro con cabina de ducha. Fontanería y electricidad actualizadas. Ubicación inmejorable por su cercanía a Tres Olivos, en una zona muy tranquila y consolidada con todos los servicios. Comunicaciones: autobuses 66, 137, N26, SE704; cercanías Fuencarral; línea de metro 10 (Estaciones Fuencarral y Tres Olivos); acceso directo a las principales carreteras. Próximo a hospitales, centros comerciales y zonas ajardinadas. La zona Tres Olivos – Fuencarral ofrece la tranquilidad de un barrio residencial sin perder cercanía al centro de Madrid gracias a sus excelentes conexiones. No dejes pasar la oportunidad de vivir en la zona norte y solicita una visita.",False,good,False,False,4435.0,False,True,False,False,[],False,False,510000.0,€,flat,"Tres Olivos - Valverde, Madrid",Piso en travesía Isla de Formosa,FUE1717,Tres Olivos - Valverde,,,,,,
107300162,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/4e/df/1326357573.webp,74,,879000.0,chalet,sale,490.0,,8,4,"calle Vitoria, 9",Madrid,Villalbilla,,es,40.4535933,-3.3729567,True,https://www.idealista.com/inmueble/107300162/,"¡Espectacular chalet independiente en la urbanización Zulema! Si buscas amplitud, comodidad y un entorno tranquilo, esta es tu oportunidad. Se vende chalet independiente de 3 plantas con excelentes calidades y una distribución ideal para disfrutar en familia. � Características principales:  8 amplios dormitorios para mayor comodidad.  4 baños completos, diseñados con estilo y funcionalidad.  Salón principal con chimenea con acceso a un acogedor porche, ideal para reuniones y momentos especiales.  Salón en el semisótano con chimenea, perfecto como zona de ocio o reuniones familiares.  Última planta abuhardillada, con un encanto especial y muchas posibilidades.  Piscina privada y gran jardín con barbacoa, para disfrutar al aire libre.  Garaje con capacidad para 3 coches y facilidad de aparcamiento en la calle.  Ubicación inmejorable: urbanización tranquila, con parada de autobús a solo 50 metros. Además, sus vistas despejadas y la calidad de los materiales hacen de esta vivienda un hogar único. � ¡No dejes pasar esta oportunidad! Contáctanos para más información o para concertar una visita.",False,good,False,,1794.0,True,True,False,False,[],False,False,879000.0,€,chalet,Villalbilla,"Casa independiente en calle Vitoria, 9",C0026-02336,,independantHouse,,,,True,True
107944837,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/ca/84/1329083183.webp,33,1,1770000.0,flat,sale,197.0,True,2,2,calle de Narváez,Madrid,Madrid,Barrio de Salamanca,es,40.4234381,-3.6773106,False,https://www.idealista.com/inmueble/107944837/,"HousinGo presenta este exclusivo piso, completamente a estrenar, como una joya del lujo en pleno corazón de Ibiza, ideal para quienes buscan una vivienda sofisticada y con todas las comodidades. Ubicado en una primera planta exterior, el apartamento ha sido diseñado y amueblado con un gusto exquisito, ofreciendo una atmósfera de elegancia y confort en cada rincón. Desde el hall recibidor, los detalles de calidad y los acabados premium se hacen evidentes, marcando la pauta para lo que se encuentra en el resto del inmueble. El piso cuenta con dos amplios dormitorios, ambos con baños completos que incluyen modernas duchas y bañeras. El dormitorio principal destaca por integrar un despacho privado, ideal para quienes trabajan desde casa, así como un walking closet que añade un toque de distinción y funcionalidad. El salón y el comedor, generosamente iluminados por la orientación oeste, se integran perfectamente en la distribución del hogar, ofreciendo un espacio perfecto para el descanso y el entretenimiento. La cocina semi integrada, complementada con una cocina auxiliar y una zona de lavandería, está equipada para satisfacer las más altas exigencias culinarias. El edificio, de carácter señorial y construido en 1962, mantiene su porte clásico y está dotado con las comodidades modernas, como un ascensor y un portero físico, que garantizan seguridad y servicio de alta calidad a los residentes. Con una superficie construida de 220 m², el piso también cuenta con aire acondicionado por conductos y calefacción a gas, asegurando un ambiente confortable durante todo el año. Este es, sin duda, un piso que combina la historia y el lujo con la modernidad y el confort en una de las zonas más deseadas de Ibiza. Se distribuye en las siguientes estancias: -Hall recibidor. -Salón comedor exterior. -Cocina semi-integrada con zona de lavandería. -Dormitorio doble con baño en suite y walking closet. -Dormitorio doble. -Baño 2. El barrio de Retiro gira en torno al Parque del Buen Retiro, que incluye arbolados senderos, fuentes y un lago con barcas. A poca distancia de sus puertas, las calles están repletas de refinados hoteles y cafeterías con terraza. El prestigioso Museo del Prado expone pinturas clásicas de Goya, Velázquez y el Bosco. El ayuntamiento se ubica en el Palacio de Cibeles, un edificio de estilo neogótico que ofrece exposiciones regulares de arte y vistas panorámicas de la ciudad desde la azotea.    HousinGo, by David de Gea.    Somos una agencia inmobiliaria especializada en la venta y alquiler de activos residenciales en zonas Prime de Madrid. Contamos con tres oficinas de atención al público, una en CALLE AYALA 62, otra en CALLE SERRANO 81, y otra en CALLE VELÁZQUEZ 117, en el Barrio de Salamanca. Por petición de algunos clientes, no publicamos una gran parte de nuestros inmuebles en portales inmobiliarios. Aunque la mayoría de nuestra cartera está en nuestra página web, frecuentemente tenemos nuevas oportunidades de inversión que se comercializan totalmente off-market.  Si está interesado en alquilar, vender o comprar, puede contactarnos a través de nuestro teléfono fijo enviarnos un WhatsApp a o visitarnos en una de nuestras oficinas. Disponemos de un servicio de Call Center 24 horas al día, 365 días al año, para poder atenderles de manera ininterrumpida.",False,good,False,True,8985.0,True,False,False,False,[],False,False,1770000.0,€,flat,"Goya, Madrid",Piso en calle de Narváez,5836,Goya,,,,,,
108849147,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/76/02/1356908347.webp,14,2,1909000.0,flat,sale,220.0,False,3,4,calle de Padilla,Madrid,Madrid,Barrio de Salamanca,es,40.4306838,-3.6715097,False,https://www.idealista.com/inmueble/108849147/,"Álvora Capital Properties, estudio de arquitectura y consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece esta magnífica vivienda reformada, situada en una calle tranquila de Lista. El acceso a la vivienda se realiza a través de un recibidor que conduce a un amplio salón-comedor, donde destacan grandes ventanales La cocina, separada del comedor mediante una elegante cristalera de hierro negro con arcos. Dispone de encimeras de mármol veteado, mobiliario en acabados sobrios y electrodomésticos integrados de alta gama. Cuenta también con un aseo de cortesía y cuarto de lavado.  La zona de descanso cuenta con tres dormitorios, todos con vestidor y baño en suite, garantizando comodidad y privacidad. Los baños revestidos en piedra natural de tonos cálidos crean un ambiente elegante, con espejos retroiluminados y duchas con mamparas de perfilería en negro mate. Esta propiedad interior con 220m2 construidos actualmente en obras, ha sido renovada con materiales de alta calidad y una distribución diseñada para proporcionar un entorno acogedor y sofisticado Las molduras decorativas en las paredes y la iluminación indirecta en los techos genera un efecto envolvente, resaltando la sensación de amplitud.  El edificio cuenta con ascensor y portero físico.",False,good,False,True,8677.0,True,False,False,False,[],False,False,1909000.0,€,flat,"Lista, Madrid",Piso en calle de Padilla,79109,Lista,,,,,,
107309068,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/25/f5/1309119125.webp,26,2,1729000.0,flat,sale,150.0,True,3,3,calle de Montesa,Madrid,Madrid,Barrio de Salamanca,es,40.4270972,-3.6737325,False,https://www.idealista.com/inmueble/107309068/,"Domus Aurea Capital presenta este precioso piso exterior, aún en reforma, en el barrio de Lista. Vivienda de 150m² situada en una segunda planta exterior, se encuentra actualmente en proceso de reforma integral. Se compone de salón-comedor con cocina integrada, zona de comedor y tres dormitorios y tres cuartos de baño. Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,True,11527.0,True,False,False,False,[],False,False,1729000.0,€,flat,"Goya, Madrid",Piso en calle de Montesa,4854,Goya,,,,,,
108350284,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/28/f9/1341524770.webp,28,,995000.0,chalet,sale,208.0,,3,2,calle de Francisco Luján,Madrid,Madrid,Ciudad Lineal,es,40.4409494,-3.6455568,False,https://www.idealista.com/inmueble/108350284/,"¡Oportunidad única en una de las zonas más exclusivas de Madrid! Chalet adosado completamente reformado, ideal para familias o profesionales que buscan comodidad, diseño y funcionalidad. Descubre este original chalet ubicado en la prestigiosa zona residencial de Arturo Soria dentro de la histórica Colonia se San Vicente, zona de Arturo Soria, en Ciudad Lineal. Una vivienda única, luminosa y con múltiples espacios para disfrutar en familia o teletrabajar con comodidad Chalet Reformado zona en Arturo Soria – 3 habitaciones con la buhardilla incluida + 2 terrazas � Ubicación: Zona de Arturo Soria � Distribución: Planta baja: Espaciosa habitación diáfana con baño en suite, ideal como despacho, oficina, salón privado o habitación doble. Mucha luz natural gracias a sus amplios ventanales. Tiene su entrada independiente. Primera planta: Salón-comedor con cocina integrada totalmente equipada y acceso directo a una encantadora terraza perfecta para desayunos, comidas o cenas al aire libre.  Segunda planta: Dormitorio principal muy luminoso por sus ventanales con balcón y baño en suite. La bañera es de hidromasaje. Tercera planta: Acogedora buhardilla multifuncional (zona de juegos, sala de estar o habitación infantil). � Confort y equipamiento: Calefacción por suelo radiante.  Aire acondicionado por conductos salón de abajo, comedor, cocina y Splits en dormitorio principal y buhardilla. Aislamiento térmico en toda la casa. Persianas motorizadas y ventanas abatibles. Alarma instalada con su sistema de seguridad. Patio delantero con su ambiente chill out, perfecta para disfrutar las noches de verano � Un hogar con estilo moderno, excelente distribución y conexiones: Cercano al metro (Línea 5), paradas de autobús, colegios, parques, ubicado a escasos metros del centro comercial de Arturo Soria, es decir tiene todo tipo de servicios. La vivienda se vende amueblada.",False,good,False,,4784.0,True,False,False,False,[],False,False,995000.0,€,chalet,"Concepción, Madrid",Chalet adosado en calle de Francisco Luján,,Concepción,terracedHouse,1025000.0,30000.0,3.0,True,True
107487508,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/ba/b7/1314092247.webp,11,1,645000.0,flat,sale,92.0,False,2,1,Barrio Ibiza,Madrid,Madrid,Retiro,es,40.4195865,-3.672009,False,https://www.idealista.com/inmueble/107487508/,"Encantador piso en el prestigioso barrio de Ibiza, junto al Parque del Retiro. Este luminoso y tranquilo apartamento de 90 metros cuadrados cuenta con dos habitaciones, un cuarto de baño y un amplio salón comedor con cocina americana equipada con electrodomésticos de alta gama.  La vivienda ofrece vistas a un patio de manzana muy grande, lo que garantiza una abundante entrada de luz natural y absoluta serenidad. Recientemente reformado con excelentes acabados, este piso es una verdadera joya en una ubicación inmejorable. Muy cercano al hospital Gregorio Marañón. Ideal para Cuerpo Médico. Alta rentabilidad. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,7011.0,True,False,False,False,[],False,False,645000.0,€,flat,"Ibiza, Madrid",Piso,3258,Ibiza,,,,,,
109210393,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/72/96/1367560474.webp,16,,235000.0,chalet,sale,262.0,,4,2,Robledo de Chavela,Madrid,Robledo de Chavela,,es,40.5036796,-4.2357789,False,https://www.idealista.com/inmueble/109210393/,"GARSIERRA. Finca Rústica en Robledo de Chavela, Madrid. Uso principal: Residencial. Superficie construida: 262 m2 Año construcción: 2001 Todo ello, además, con excelentes comunicaciones por transporte público como Estación de tren Robledo de Chavela y carreteras.",False,good,False,,897.0,False,False,False,False,[],False,False,235000.0,€,chalet,Robledo de Chavela,Casa independiente,,,independantHouse,,,,True,True
103160721,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/8b/f9/1180239941.webp,18,3,919000.0,flat,sale,112.0,False,3,3,calle de la Montera,Madrid,Madrid,Centro,es,40.4172737,-3.7032785,False,https://www.idealista.com/inmueble/103160721/,"Domus Aurea Capital presenta inmueble recién reformado en pleno corazón de Madrid, próximo a la Gran Vía y de Sol. La vivienda de 112 m2 se sitúa en la tercera planta de un edificio con ascensor construido en el año 1905 y conservado de forma excelente. El salón cuenta con dos ventanales verticales que llenan la estancia de luz natural. La casa tiene orientación este proporcionando mucha luz natural sobre todo por la mañana y en las primeras horas de la tarde. La vivienda tiene tres habitaciones, una de ellas en suite, y tres baños. Las tres habitaciones tienen orientación este y ventanas amplias por lo que gozan del mismo horario de luz natural que el salón, están decoradas y completamente amuebladas a medida. La vivienda se entrega completamente amueblada. Se entrega totalmente equipado y amueblado con muebles de diseño hechos a medida, acabados en madera y una excelente iluminación mediante luces LED.",False,good,False,True,8205.0,True,False,False,False,[],False,False,919000.0,€,flat,"Sol, Madrid",Piso en calle de la Montera,3933,Sol,,,,,,
