propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108261376,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/13/59/1338818646.webp,W-02ZT69,24,3,1680000.0,flat,sale,170.0,True,3,3,calle de Menorca,Madrid,Madrid,Retiro,es,Ibiza,40.4177084,-3.676642,False,https://www.idealista.com/inmueble/108261376/,"Amplio piso exterior junto al Retiro Amplio y luminoso piso exterior en una tercera planta con orientación sur, a dos pasos del Retiro en la mejor zona del Barrio de Ibiza. Se trata de una vivienda que cuenta con 170m2 construidos distribuidos en un amplio hall de entrada, gran salón con dos ventanales, tres dormitorios y tres cuartos de baño, el principal en suite y una gran cocina con zona de despensa, Ademas dispone de una cuarta habitación que puede hacer de despacho o cuarto de servicio. Cuenta con puerta principal y de servicio, es luminoso, amplio y perfecto para una familia que quiera vivir muy cerca del Retiro en uno de los barrios más demandados de la capital. Puede hacerse una actualización o si prefiere una reforma con muchas posibilidades ya que todas las estancias tienen ventanas. Dispone de aire acondicionado por splits y calefacción central La finca es de los años 40 con vidrieras protegidas, trastero y guarda bicis. El barrio de Ibiza en el distrito de Retiro es un barrio residencial tranquilo, rodeado de todo tipo de servicios y con todas las comodidades para el día a día; supermercados, colegios, instalaciones deportivas, centros de salud y el prestigioso Hospital Universitario Gregorio Marañón, con una situación privilegiada junto a la zona comercial de Goya, la Plaza Felipe II, la Puerta de Alcalá o el Barrio de Salamanca. Además, el barrio de Ibiza es uno de los grandes referentes culinarios de la ciudad convertido en un paraíso gastronómico con grandes referencias en el sector. Pero sin duda, el auténtico protagonista de este barrio de Madrid es El Parque del Buen Retiro, uno de los lugares preferidos de madrileños y turistas, considerado como uno de los mayores referentes de la capital y un oasis verde en pleno centro, que ofrece también cultura, ocio y deporte. Las comunicaciones y medios de transporte son excelentes con varias estaciones de metro como las de Ibiza, Retiro o Sainz de Baranda y con salida rápida y directa a la M-30.",True,good,False,True,9882.0,False,False,True,False,[],False,False,1680000.0,€,flat,"Ibiza, Madrid",Piso en calle de Menorca,,,,,,,,
108709736,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/da/5b/1352766601.webp,2ºE,13,2,329000.0,flat,sale,106.0,True,3,2,"calle Calvario, 4",Madrid,Los Molinos,,es,,40.7119445,-4.0755545,True,https://www.idealista.com/obra-nueva/108709736/,"La promoción FUENTE DEL LEÓN, está ubicada junto al centro urbano de los Molinos, a tan sólo 40 min de Madrid, con muy buena comunicación: Cercanías y A-6 y M-622 o M-614 en coche. Un lugar perfecto para disfrutar de la tranquilidad de la naturaleza, con todas las comodidades a tu disposición.   Es un proyecto de obra nueva formada por 8 viviendas en altura de 2 y 3 dormitorios y 10 despachos profesionales con plaza de garaje, trastero y zonas comunes con piscina, diseñado para ofrecer espacios confortables.   Viviendas con máxima eficiencia energética y sostenibilidad.",False,newdevelopment,True,True,3104.0,True,False,False,False,[],False,False,329000.0,€,flat,Los Molinos,"Piso en calle Calvario, 4",False,True,True,,,,,
108828956,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/3a/67/1356338904.webp,31256,12,bj,434000.0,flat,sale,103.0,True,2,2,"Doctor Rafael Gómez Cuevas, 35",Madrid,Villanueva del Pardillo,Ibiza - San Pedro,es,,40.4864534,-3.9570885,True,https://www.idealista.com/obra-nueva/108828956/,"42 Viviendas de 2, 3 y 4 dormitorios Bajos con amplios jardines y Duplex con terraza Licencia de obra concedida. Expediente 2743/2024 Próximo inicio de obra  Descubre esta exclusiva promoción de 42 viviendas en régimen de cooperativa. VIVE Villanueva del Pardillo es una promoción de viviendas de 2, 3 y 4 dormitorios donde se ha cuidado al máximo cada detalle para ofrecer un hogar cómodo, con espacios amplios, luminosos y versátiles, adaptados a tus necesidades y estilo de vida. Todas las viviendas disponen de plaza de garaje y trastero incluido en el precio de venta. El proyecto cuenta con Calificación Energética A, por lo que disfrutarás de un hogar confortable, ahorrando en tus facturas de calefacción y contribuyendo al cuidado del medio ambiente. VIVE Villanueva del Pardillo dispondrá de unas magníficas zonas comunes, un lugar perfecto para coleccionar momentos inolvidables gracias a sus zonas verdes, piscina para refrescarte en los días más calurosos, área infantil para que disfruten los más pequeños, gimnasio para ponerte en forma sin salir de casa, parking para bicicletas, y sala gourmet entre otros. Ubicación Privilegiada Villanueva del Pardillo es el lugar perfecto para quienes buscan tranquilidad sin renunciar a estar bien conectados con Madrid. A tan solo 25 minutos en coche de la capital y con acceso a todos los servicios que necesitas en tu día a día: colegios, supermercados, centros de salud y transporte público.  Además, si disfrutas de actividades al aire libre, su entorno natural te ofrece la posibilidad de practicar senderismo, ciclismo o simplemente pasear por sus alrededores. Si buscas un hogar donde la calidad, el confort y la sostenibilidad se unan, este es el lugar para ti. Llámanos y reserva una visita con nuestro comercial en nuestra oficina de Villanueva del Pardillo para conocer todos los detalles del proyecto.  Estás a un paso de conocer tu nuevo hogar.",False,newdevelopment,True,True,4214.0,True,False,False,False,[],False,False,434000.0,€,flat,"Ibiza - San Pedro, Villanueva del Pardillo","Piso en Doctor Rafael Gómez Cuevas, 35",False,True,True,,,,,
107729729,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/81/60/1322221272.webp,VILLA 1,28,,1740000.0,chalet,sale,737.0,,5,6, de Atenas s/n,Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,El Pinar- Punta Galea,40.5308893,-3.9101904,True,https://www.idealista.com/obra-nueva/107729729/,"Vivienda de 5 dormitorios en Las Rozas, Villa-Licabeto, con diseño moderno, amplios jardines privados, terrazas solárium y piscina. Lucas Fox presenta esta exclusiva promoción de obra nueva en Las Rozas, que ofrece viviendas de diseño contemporáneo con acabados de alta calidad y la posibilidad de personalizar tanto las distribuciones como los acabados según las preferencias del comprador. En la planta baja se encuentra un amplio salón-comedor, que se integra con la cocina independiente, creando un espacio ideal para el día a día. Desde el salón, se accede al porche y al jardín privado, perfecto para disfrutar del aire libre. Además, en esta planta se encuentra un dormitorio doble en suite, un aseo de cortesía y una lavandería, lo que añade comodidad a la vivienda. La planta primera alberga los otros 4 dormitorios, todos ellos amplios y luminosos. Los dos dormitorios dobles cuentan con vestidor y baño en suite, mientras que los dos dormitorios individuales también tienen baño propio, proporcionando privacidad y confort a todos los miembros de la familia. La planta cubierta dispone de una amplia terraza, perfecta para disfrutar del sol y las vistas del entorno natural que rodea la propiedad. Este espacio adicional brinda una zona ideal para relajarse o para el ocio al aire libre. El sótano incluye un trastero y una amplia zona de ocio, ideal para almacenamiento o para actividades recreativas. Villa-Licabeto se caracteriza por su arquitectura moderna y materiales de alta calidad. Los residentes podrán disfrutar de la piscina privada, los jardines y el porche, todo ello en una ubicación privilegiada cerca de Madrid. Por un precio adicional, ofrecemos la posibilidad de ampliar la vivienda. Para más información, no dude en ponerse en contacto con nosotros.",False,newdevelopment,True,,2361.0,True,False,False,False,[],False,False,1740000.0,€,chalet,"El Pinar- Punta Galea, Las Rozas de Madrid",Casa independiente en de Atenas s/n,False,True,True,independantHouse,,,,
107551222,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/e6/95/1315895073.webp,,23,,216000.0,chalet,sale,100.0,,3,1,"calle de la Cuesta del Águila, 23",Madrid,Navalcarnero,Centro,es,,40.2896503,-4.0172252,True,https://www.idealista.com/inmueble/107551222/,"Este encantador chalet se encuentra en pleno centro del municipio, lo que lo convierte en una opción ideal para quienes buscan vivir cerca de todos los servicios y comodidades. La propiedad cuenta con tres acogedores dormitorios, cada uno de ellos con suficiente espacio para garantizar el descanso y la privacidad. El chalet dispone de un cuarto de baño completo, bien distribuido y con acabados. Además, incluye un pequeño patio, perfecto para disfrutar del aire libre, organizar una pequeña reunión o simplemente relajarse en la tranquilidad de tu hogar. La ubicación, en pleno centro, te permite tener fácil acceso a tiendas, restaurantes, transporte público y otras instalaciones importantes. Es una vivienda práctica, cómoda y muy bien situada, ideal para familias o personas que aprecian vivir en un entorno céntrico sin renunciar a la tranquilidad de un chalet.",False,good,False,,2160.0,True,False,False,False,[],False,False,216000.0,€,chalet,"Centro, Navalcarnero","Chalet pareado en calle de la Cuesta del Águila, 23",,,,semidetachedHouse,,,,
104857667,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/60/33/1234857429.webp,SG197528,17,9,1349000.0,flat,sale,152.0,True,3,4,paseo de la Castellana,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4597398,-3.6920265,False,https://www.idealista.com/inmueble/104857667/,"En la exclusiva zona de Castellana-Orense, en el distrito de Tetuán en Madrid, se encuentra este lujoso apartamento en venta. Situado en un edificio de altura, este piso ofrece una oportunidad única para aquellos que buscan vivir en un entorno elegante y sofisticado. Construido en 1959, este apartamento ha sido renovado con las mejores calidades y cuenta con una superficie construida de 152 metros cuadrados. La distribución de este inmueble se compone de tres dormitorios principales, todos ellos con baño privado, y un baño secundario. Cada habitación ha sido cuidadosamente diseñada para ofrecer el máximo confort y privacidad. La vivienda destaca por su luminosidad, gracias a sus amplios ventanales que permiten la entrada de luz natural en todas las estancias. El suelo de porcelanico y los armarios empotrados en todas las habitaciones son solo algunas de las características de lujo que se pueden encontrar en este apartamento. Además, el edificio cuenta con todas las comodidades que se esperan de una propiedad de alta gama. Dispone de ascensor, aire acondicionado, puerta blindada y portero, para garantizar la seguridad y el confort de los residentes. El barrio de Castellana-Orense es conocido por su exclusividad y por ser uno de los lugares más deseados para vivir en Madrid. Aquí se pueden encontrar una gran variedad de servicios y comodidades, como restaurantes de lujo, tiendas de diseño y parques. Además, el barrio cuenta con excelentes conexiones de transporte público, con varias líneas de metro, cercanías y autobuses cercanas. En cuanto a la ubicación, este apartamento se encuentra a poca distancia de prestigiosos colegios, como el Colegio Agustinos, que se encuentra a menos de 1 kilómetros de distancia. Para aquellos que disfrutan de las compras, el centro comercial ABC Serrano se encuentra a poca distancia, ofreciendo una amplia selección de tiendas de moda, restaurantes y cines. En resumen, este lujoso apartamento en Castellana-Orense es una oportunidad única para aquellos que buscan vivir en un entorno exclusivo y sofisticado. Con sus acabados de lujo, su excelente ubicación y sus comodidades, este apartamento es el hogar perfecto para aquellos que buscan lo mejor de la vida en Madrid. GILMAR es una reconocida compañía inmobiliaria que lleva desde 1983 ayudando a sus clientes a encontrar la casa de sus sueños. Con una amplia experiencia en el mercado inmobiliario, GILMAR se ha ganado una sólida reputación por su profesionalidad y compromiso con la satisfacción del cliente. Si desea obtener más información sobre este inmueble, no dude en ponerse en contacto con nuestro equipo en la oficina de Castellana-Orense. Facilítenos la referencia del inmueble (197528) y estaremos encantados de proporcionarle todos los detalles que necesite. Puede visitarnos en nuestra oficina en la calle Orense, 28, esquina con General Perón, o ponerse en contacto con nosotros por teléfono al o por correo electrónico a. Esperamos poder ayudarle a encontrar la casa de sus sueños.",False,good,False,True,8875.0,False,False,False,False,[],False,False,1349000.0,€,flat,"Cuzco-Castillejos, Madrid",Piso en paseo de la Castellana,,,,,,,,
107680346,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/a1/cc/1319600940.webp,DS-P77693B,21,2,5000000.0,flat,sale,311.0,True,4,5,paseo de la Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4299925,-3.6891189,False,https://www.idealista.com/inmueble/107680346/,"DIZA Consultores les presenta esta magnífica vivienda con vistas únicas en pleno Barrio Salamanca. En la cuarta planta de un edificio con fachada muy representativa construido a principios del siglo XX, encontramos este magnífico piso de techos altos de 311 metros cuadrados. La zona social destaca por su amplitud y diseño diáfano, con un salón-comedor que recibe abundante luz natural con grandes ventanales que aportan un toque de distinción y elegancia. La cocina, completamente equipada con electrodomésticos de alta gama, está semi integrada en la zona social. La zona privada se compone de cuatro habitaciones en suite. Además, cuenta con aseo de cortesía junto a la zona social. El Barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,16077.0,False,False,False,False,[],False,False,5000000.0,€,flat,"Castellana, Madrid",Piso en paseo de la Castellana,,,,,,,,
104554408,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/71/39/1223445107.webp,V17,17,7,969500.0,penthouse,sale,187.0,True,4,2,calle Joaquín Lorenzo s/n,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4747779,-3.7302159,True,https://www.idealista.com/obra-nueva/104554408/,"Obras iniciadas VÍA ÁGORA PEÑAGRANDE es un proyecto residencial ubicado entre Mirasierra y Puerta de Hierro, rodeado de un entorno natural único junto al Pardo. VÍA ÁGORA Peñagrande ofrece viviendas de 1 a 4 dormitorios en diferentes tipologías, como bajos con jardín, viviendas en altura y áticos con amplias terrazas, para disfrutar del aire libre desde tu propio hogar. Todas las viviendas incluyen plaza de garaje y trastero, con la opción de acceder a una plaza adicional según disponibilidad. Además, el proyecto cuenta con cuidadas zonas comunes totalmente equipadas, incluyendo: - Piscina de cloración salina - Ágora Club: espacio gourmet totalmente equipado para convivencia y coworking - Minigolf - Ágora Lounge y Roof Top - Zonas verdes Allergy Friendly con especies hipoalergénicas que mejoran la calidad de vida de los residentes con alergias respiratorias Situado en la tranquila calle Joaquín Lorenzo, VÍA ÁGORA Peñagrande se desarrolla en un entorno residencial totalmente consolidado, con todos los servicios y perfectamente comunicado para disfrutar de la ciudad. ¡Tu nuevo hogar te espera en VÍA ÁGORA Peñagrande!",True,newdevelopment,True,True,5184.0,True,False,False,False,[],False,False,969500.0,€,flat,"Peñagrande, Madrid",Ático en calle Joaquín Lorenzo s/n,False,True,True,penthouse,,,,
108437972,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/b4/6f/1347417718.webp,DS-P77747B,23,1,1395000.0,flat,sale,71.0,True,2,2,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.425475,-3.6836177,False,https://www.idealista.com/inmueble/108437972/,"DIZA Consultores les presenta luminoso piso haciendo esquina en edificio clásico, en Recoletos. En la primera planta de un edificio construido a principios del siglo XX, encontramos este luminoso piso de 71 metros cuadrados. Se distribuye en recibidor, salón-comedor con cocina integrada totalmente equipada con ventilación, dos dormitorios y dos baños, siendo el de la habitación principal en suite. Desde su salón, se pueden disfrutar de vistas parcialmente despejadas. La cocina está completamente equipada con electrodomésticos de gama alta. Todas las estancias tienen ventana, por lo que se trata de una vivienda muy luminosa y acogedora. La calefacción es individual por gas mientras que el aire acondicionado es por conductos regulable en cada estancia. El piso ha estado alquilado en Airbnb dando una rentabilidad bruta de casi el 7%, teniendo en cuenta que los propietarios lo han utilizado de vez en cuando. El Barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,19648.0,False,False,False,False,[],False,False,1395000.0,€,flat,"Recoletos, Madrid",Piso en calle de Lagasca,,,,,,,,
107818555,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/bf/4d/1359573085.webp,MAD58189,28,5,3845000.0,flat,sale,261.0,True,3,4, Castellana,Madrid,Madrid,Chamartín,es,El Viso,40.4393301,-3.6915261,False,https://www.idealista.com/obra-nueva/107818555/,"Exclusiva vivienda reformada de 3 dormitorios en venta en El Viso, Madrid Proyecto de viviendas rehabilitadas a personalizar, el precio publicado no incluye los gastos de ITP ni de IVA sujetos a la transmisión, ni obras de personalización. Lucas Fox presenta Castellana Residences, una exclusiva promoción de viviendas reformadas en el paseo de la Castellana, una de las ubicaciones más prestigiosas y emblemáticas de Madrid. Este excepcional proyecto ofrece un concepto residencial único, donde la elegancia atemporal y el diseño vanguardista se fusionan a la perfección. El edificio se presenta cuidadosamente restaurado, pero se ha conservado su histórica fachada protegida, un elemento arquitectónico de gran valor patrimonial. Mientras en su interior, alberga viviendas sofisticadas diseñadas para garantizar el máximo confort y exclusividad. Se ofrecen pisos de 2, 3 y 4 dormitorios, que ofrecen espacios diáfanos y luminosos, con grandes ventanales y amplias terrazas que permiten disfrutar de la abundante luz natural durante todo el año. Cada vivienda se podrá personalizar según los gustos y necesidades de su propietario, con una selección de acabados de las firmas más prestigiosas y materiales de la más alta calidad. En su interior, destacan los suelos de madera natural y porcelánico de Gunni & Trentino, carpinterías de altas prestaciones para una eficiencia energética óptima y un sistema de climatización por suelo radiante con tecnología de aerotermia centralizada. Además, los baños y cocinas están equipados con los mejores materiales y marcas internacionales como Villeroy & Boch, Cristina e Hidrobox. Esta vivienda en concreto se sitúa en la quinta planta, ofrece 3 dormitorios y 4 baños, con una superficie de 261 m² y un espacio exterior privado de 6 m². Los residentes de Castellana Residences podrán disfrutar de exclusivas zonas comunes diseñadas para elevar su experiencia de vida. Desde su impresionante lobby de acceso, que cuenta con recepción, seguridad y un elegante salón de espera con vistas a un patio inglés, hasta sus modernas áreas de coworking y coliving, ideales para reuniones o eventos privados. Asimismo, el edificio dispone de un servicio de aparcamiento de vehículos, un gimnasio completo con sala para entrenamientos personales, un lujoso spa con área de masajes y un espacio gourmet diseñado para la celebración de ocasiones especiales. Castellana Residences representa una oportunidad única para quienes buscan una vivienda de lujo en una ubicación inmejorable, con la posibilidad de personalizarla a su medida en un edificio histórico renovado con las comodidades más avanzadas. No dude en ponerse en contacto con nosotros para más información o para organizar una visita.",False,newdevelopment,True,True,14732.0,True,False,False,False,[],False,False,3845000.0,€,flat,"El Viso, Madrid",Piso en Castellana,False,True,True,,,,,
