propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107682624,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/25/92/737620856.webp,2,10,bj,237000.0,flat,sale,106.0,True,2,2,"calle Arganda, 17",Madrid,Loeches,es,40.382764,-3.410161,True,https://www.idealista.com/obra-nueva/107682624/,"Obra nueva Residencial “LOS JARDINES DEL CONDE DUQUE” Sagelliv Obras y Construcciones. Pisos de 1, 2 y 3 dormitorios.  Desde 192.000 €. NUEVA PROMOCIÓN OBRA NUEVA 24 VIVIENDAS DE VENTA LIBRE EN LOECHES, CENTRO DEL CASCO. Obras en curso, en fase de terminación de estructura y cerramiento de fachada. Fecha de entrega de llaves: enero 2026. 38 plazas de garaje individuales, de coche y moto, con piscina, pádel, parque y piscina infantil, jardines, incluido en el precio. Calle Arganda, 17 con vuelta a calle Coso, 1. La promoción se encuentra en el centro del casco urbano a 100 m. del ayuntamiento. Con todos los servicios, farmacia, centro de salud, transporte público en zona residencial y muy tranquila. Viviendas de 1, 2 y 3 dormitorios bajos con jardín y dúplex con terraza amplia. Video portero, cocina amueblada, climatización por Aerotermia frio/calor, con suelo refrescante, jardín comunitario, con piscina, pádel, parque infantil, piscina de niños, totalmente cerrado, en urbanización privada. Las viviendas incluyen garaje y trastero. Con excelentes relación calidad precio. SAGELLIV, con más de 25 años de experiencia, es fiel a su filosofía de trabajo: “CON DEDICACIÓN, CREANDO HOGARES. ” Ponemos a su disposición nuestro equipo de trabajo en nuestra oficina: Plaza de la Villa, 14 - 1º Loeches – Madrid.",False,newdevelopment,True,False,False,2236.0,True,False,False,False,[],False,False,237000.0,€,True,True,flat,,Loeches,"Piso en calle Arganda, 17",,,,,,
108338512,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/e1/0a/1341156081.webp,1.2,7,1,365000.0,flat,sale,74.0,True,2,1,"calle Mendívil, 44",Madrid,Madrid,es,40.3993959,-3.6635208,True,https://www.idealista.com/obra-nueva/108338512/,"Descubre un proyecto innovador en un barrio en plena renovación a 15 minutos del centro de Madrid. La zona cuenta con excelentes conexiones de transporte, espacios verdes y gran variedad de servicios a su alcance. Esta promoción combina la comodidad de la vida urbana junto con un diseño moderno y sostenible. Mendivil 44 es un exclusivo proyecto de 8 viviendas de 1 y 2 dormitorios combinando diseño funcional y acabados de alta calidad. Esta promoción, es la opción perfecta para convertirse en su hogar o en una magnífica inversión inmobiliaria.  En las viviendas desarrolladas el confort se construye desde los materiales.  Cada rincón, detalle y espacio ha sido diseñado pensando en el bienestar, combinando estilo, durabilidad y eficiencia. Suelos de tarima laminada de alta resistencia que aportan calidez a todas las estancias, cocinas funcionales y sofisticadas con mobiliario de alta gama, baños de diseño moderno que incluyen toalleros eléctricos, mamparas y espejos a medida, son algunas de las singularidades incluidas en el proyecto. Su innovador diseño garantiza un consumo energético mínimo al combinar un gracias al sistema de aerotermia con aislamiento térmico (y acústico) de alto rendimiento. El proyecto, diseñado por la arquitecta Isabel de Arellano del prestigioso estudio de arquitectura Gaztelu, cuenta con generosas zonas comunes diseñadas para albergar una sala multiusos, aparca bicis y trasteros para todas las viviendas.  ¡Haz de Mendívil 44 tu nuevo hogar!  Contáctanos a través del formulario o teléfono de contacto.",False,newdevelopment,True,True,False,4932.0,True,False,False,False,[],False,False,365000.0,€,,,flat,,"Numancia, Madrid","Piso en calle Mendívil, 44",Puente de Vallecas,Numancia,,,,
97260308,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/43/37/1272292122.webp,,16,,470000.0,chalet,sale,183.0,,4,2,"avenida De los Canteros, 3",Madrid,Cerceda,es,40.6988723,-3.9315891,True,https://www.idealista.com/obra-nueva/97260308/,"Chalets en Régimen Autopromotor. Frente al parque regional del Guadarrama, la nueva urbanización de Cerceda supondrá la llegada de viviendas económicamente asequibles, ecosostenibles, tecnológicamente dotadas, pensadas para un consumo responsable y eficientes energéticamente. • Atractivas, durables, funcionales, accesibles, confortables y enclavadas en un entorno saludable. Pensadas para respirar en ellas. • Eficientes en relación al uso de recursos energéticos, materiales y naturales. • Respetuosas con su entorno y la ciudad. • Competitivas económicamente, especialmente cuando se toma en consideración el largo ciclo de vida asociado a los edificios, en costes de mantenimiento, durabilidad por la calidad de sus materiales y precios de reventa por la alta demanda de este tipo de viviendas.",False,newdevelopment,True,,False,2568.0,True,False,False,False,[],False,False,470000.0,€,True,True,chalet,semidetachedHouse,Cerceda,"Chalet pareado en avenida De los Canteros, 3",,,,,,
107682594,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/02/d7/727054685.webp,8,10,bj,234000.0,flat,sale,99.0,True,2,2,"calle Arganda, 17",Madrid,Loeches,es,40.382764,-3.410161,True,https://www.idealista.com/obra-nueva/107682594/,"Obra nueva Residencial “LOS JARDINES DEL CONDE DUQUE” Sagelliv Obras y Construcciones. Pisos de 1, 2 y 3 dormitorios.  Desde 192.000 €. NUEVA PROMOCIÓN OBRA NUEVA 24 VIVIENDAS DE VENTA LIBRE EN LOECHES, CENTRO DEL CASCO. Obras en curso, en fase de terminación de estructura y cerramiento de fachada. Fecha de entrega de llaves: enero 2026. 38 plazas de garaje individuales, de coche y moto, con piscina, pádel, parque y piscina infantil, jardines, incluido en el precio. Calle Arganda, 17 con vuelta a calle Coso, 1. La promoción se encuentra en el centro del casco urbano a 100 m. del ayuntamiento. Con todos los servicios, farmacia, centro de salud, transporte público en zona residencial y muy tranquila. Viviendas de 1, 2 y 3 dormitorios bajos con jardín y dúplex con terraza amplia. Video portero, cocina amueblada, climatización por Aerotermia frio/calor, con suelo refrescante, jardín comunitario, con piscina, pádel, parque infantil, piscina de niños, totalmente cerrado, en urbanización privada. Las viviendas incluyen garaje y trastero. Con excelentes relación calidad precio. SAGELLIV, con más de 25 años de experiencia, es fiel a su filosofía de trabajo: “CON DEDICACIÓN, CREANDO HOGARES. ” Ponemos a su disposición nuestro equipo de trabajo en nuestra oficina: Plaza de la Villa, 14 - 1º Loeches – Madrid.",False,newdevelopment,True,False,False,2364.0,True,False,False,False,[],False,False,234000.0,€,True,True,flat,,Loeches,"Piso en calle Arganda, 17",,,,,,
108715448,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/cb/bd/1282268999.webp,Viv-11,6,,508000.0,chalet,sale,184.0,,3,3,calle Sancho II s/n,Madrid,Alcalá de Henares,es,40.5136004,-3.3605271,True,https://www.idealista.com/obra-nueva/108715448/,"Licencia solicitada.  Dryas pone a tu disposición 56 exclusivos chalets adosados de 3 dormitorios, en Espartales Norte, un barrio residencial al norte de Alcalá de Henares. Cada chalet cuenta con planta baja, planta primera y gran bodega iluminada naturalmente por un patio inglés. Todas las viviendas disponen de jardín privativo posterior, donde existe la posibilidad de añadir una piscina (opcional con coste), así como aparcamiento en superficie en la parte delantera de la casa para hasta dos coches. Las viviendas destacan por su sostenibilidad, incorporando aerotermia y suelo radiante refrescante, lo que garantiza un alto nivel de confort y eficiencia energética. Además, el barrio ofrece todo tipo de servicios y dotaciones. Dryas, en el corazón de Espartales Norte, a un paso de Madrid.   El equilibrio en el metraje de cada estancia, junto con el gran espacio en la bodega, hace que cada vivienda sea versátil y funcional, ideal para familias que buscan diferentes espacios para disfrutar. En Espartales, a un paso de Madrid La excelente ubicación de Dryas, en Alcalá de Henares, muy cerca del centro histórico, pone a tu alcance todos los servicios que necesitas: desde colegios hasta supermercados, pasando por superficies deportivas, centros de salud y una gran oferta de ocio. La promoción se sitúa en Espartales, una tranquila zona residencial a menos de 10 minutos en coche al centro de la ciudad. Los traslados a Madrid y otros municipios de la zona te resultarán comodísimos a través de una rápida conexión con la A-2, R-2.",False,newdevelopment,True,,False,2761.0,True,False,False,False,[],False,False,508000.0,€,True,True,chalet,terracedHouse,"Espartales, Alcalá de Henares",Chalet adosado en calle Sancho II s/n,Espartales,,,,,
107923686,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/50/ee/1328582681.webp,2A,6,2,295000.0,flat,sale,80.0,True,2,1,"avenida SAN DIEGO, 59",Madrid,Madrid,es,40.3873188,-3.6685995,True,https://www.idealista.com/obra-nueva/107923686/,"Se vende vivienda de obra nueva, a estrenar en el corazón de Vallecas    LICENCIA CONCEDIDA. Inicio de obras junio 2025.    Edificio singular, con diseño y calidades superiores a cualquiera de la zona. Con fachada ventilada, trastero en planta baja y terraza en la azotea para disfrute de todos los vecinos. Todas las viviendas son exteriores y cuentan con balcón a la calle.    El edificio consta de 10 viviendas de 2 dormitorios en planta y dos estupendos áticos de 1 y 2 dormitorios con una amplia terraza de mas de 20 metros cuadrados  La Avenida de San Diego, calle que da nombre al barrio donde se ubica, es la más ancha de la zona y une la zona nueva de Méndez Álvaro con la plaza de la Asamblea de la Comunidad de Madrid, siendo el centro neurálgico del barrio. En sus aledaños esta la parroquia de San Diego, el colegio Raimundo Lulio, la parada de autobús de la EMT de la línea 24 y multitud de tiendas y servicios.  No deje pasar esta oportunidad.",False,newdevelopment,True,True,False,3688.0,True,False,False,False,[],False,False,295000.0,€,,,flat,,"San Diego, Madrid","Piso en avenida San Diego, 59",Puente de Vallecas,San Diego,,,,
108326708,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/9e/df/1340775281.webp,P.3 2ºC,6,2,239000.0,flat,sale,80.0,True,2,2,"calle San Antón, 23",Madrid,Valdemoro,es,40.1927923,-3.6774153,True,https://www.idealista.com/obra-nueva/108326708/,"""Residencial San Antón"" está situado en pleno centro de Valdemoro, entre las calles Doctor Jiménez Díaz y San Antón, es una promoción de 103 viviendas de 1, 2 y 3 dormitorios con garaje.  Está situada en una plaza ajardinada de uso general y en todos los casos cuentan con plaza de garaje incluida en precio. Las viviendas contarán con calefacción/refrigeración por suelo radiante mediante AEROTERMIA, puertas lacadas en blanco, suelos de gres imitación madera, puerta blindada, cocinas completamente amuebladas, INCLUIDOS TODOS LOS ELECTRODOMÉSTICOS.  El plazo de entrega de las viviendas esta previsto para el 4º Trimestre del próximo año 2026.",False,,True,True,False,2988.0,True,False,False,False,[],False,False,239000.0,€,True,True,flat,,"Centro, Valdemoro","Piso en calle San Antón, 23",Centro,,,,,
109009138,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/71/ec/1361574845.webp,,40,1,550000.0,flat,sale,108.0,True,4,1,calle del Olmo,Madrid,Madrid,es,40.4126507,-3.7009959,False,https://www.idealista.com/inmueble/109009138/,"""Agencia inmobiliaria de MADRID zona TIRSO DE MOLINA - HUERTAS - ANTÓN MARTÍN - LAVAPIES. Oficina Tecnocasa. VENDE EN EXCLUSIVA! ¡EXCEPCIONAL VIVIENDA EXTERIOR MUY LUMINOSA! , TRES BALCONES A LA CALLE. Muchas posibilidades de reforma, 108 metros construidos distribuidos en: salon, comedor, sala de estar, 4 dormitorios, cocina con terraza, baño y despensa. No dude visitarlo sin compromiso! Muy bien comunicado: metro Anton Martin (L1) a 2min, Tirso de Molina (L1) a 5 min; metro Sol (L1,2, 3 y cercanías) a 10 min ¡Excelente zona! Antón Martín es sin dudas uno de los barrios más alternativos de Madrid. En él conviven comercios tradicionales con locales modernos de ambiente cosmopolita y pequeñas tiendas donde encontrar moda y objetos curiosos. Punto de encuentro de gente diferente de todas las edades que tienen en común el gusto por descubrir el encanto de los barrios peculiares. Centros culturales, teatros y museos, así como mercados, restaurantes y bares, ofrecen a visitantes y locales una variada propuesta cultural, de ocio y gastronómica. Gracias por confiar en nosotros! Nos avalan 15 años de experiencia en la zona, formando parte de esta gran empresa, líder en España y Europa en el sector de la intermediación inmobiliaria. ¿Quiere conocer el valor real de su inmueble? Ofrecemos a nuestros vecinos VALORACIONES GRATUITAS y sin ningún compromiso de viviendas, locales y plazas de garaje. Asesoramiento y gestión en: COMPRAVENTA, ARRENDAMIENTO, CAMBIO de VIVIENDA, HERENCIAS, CAMBIO de USO, CERTIFICADO ENERGÉTICO. Nuestro departamento KIRON, expertos en intermediación financiera, le ayudarán a encontrar la solución hipotecaria que mejor se adapte a sus necesidades. Estamos a su disposición para cualquier consulta. '.",False,renew,False,False,,5093.0,True,False,False,False,[],False,False,550000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle del Olmo,Centro,Lavapiés-Embajadores,625000.0,75000.0,12.0,
108326667,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/11/9c/1340775295.webp,P.2 PLAZA A,6,bj,245000.0,flat,sale,96.0,True,2,2,"calle San Antón, 23",Madrid,Valdemoro,es,40.1927923,-3.6774153,True,https://www.idealista.com/obra-nueva/108326667/,"""Residencial San Antón"" está situado en pleno centro de Valdemoro, entre las calles Doctor Jiménez Díaz y San Antón, es una promoción de 103 viviendas de 1, 2 y 3 dormitorios con garaje.  Está situada en una plaza ajardinada de uso general y en todos los casos cuentan con plaza de garaje incluida en precio. Las viviendas contarán con calefacción/refrigeración por suelo radiante mediante AEROTERMIA, puertas lacadas en blanco, suelos de gres imitación madera, puerta blindada, cocinas completamente amuebladas, INCLUIDOS TODOS LOS ELECTRODOMÉSTICOS.  El plazo de entrega de las viviendas esta previsto para el 4º Trimestre del próximo año 2026.",False,,True,True,False,2552.0,True,False,False,False,[],False,False,245000.0,€,True,True,flat,,"Centro, Valdemoro","Piso en calle San Antón, 23",Centro,,,,,
106306810,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/59/16/1277249213.webp,Narváez 2º,9,2,985000.0,flat,sale,104.0,False,2,2,"calle Narváez, 30",Madrid,Madrid,es,40.4209801,-3.6762057,True,https://www.idealista.com/obra-nueva/106306810/,"Narváez 30 es una promoción de solo 15 exclusivas viviendas de 2 a 4 dormitorios a escasos metros de Parque del Retiro. Piscinas privadas en bajos y áticos dotados de grandes terrazas y jardines. Edificio con fachada protegida que conserva su estilo clásico y señorial con balcones y paso de carruajes combinado con un diseño vanguardista que fusiona de manera natural clasicismo y modernidad mimetizándose por completo con la elegancia propia del Barrio. Las viviendas cuentan con climatización mediante aerotermia individual, dotando a las viviendas de suelo refrescante y radiante. Los interiores funcionales y espaciosos están dotados de los más altos estándares de calidad, donde la luz juega un papel principal, teniendo todas las viviendas, terrazas, jardines o balcones. Dispone además de una zona deportiva/gimnasio comunitaria y parking de bicicletas.",False,newdevelopment,True,True,False,9471.0,True,False,False,False,[],False,False,985000.0,€,,,flat,,"Ibiza, Madrid","Piso en calle Narváez, 30",Retiro,Ibiza,,,,
108903422,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/bd/cd/1358455727.webp,W-030ID6,12,2,3350000.0,duplex,sale,339.0,True,4,5,Barrio La Finca,Madrid,Pozuelo de Alarcón,es,40.4065815,-3.8011215,False,https://www.idealista.com/inmueble/108903422/,"Sky Villas, exclusivo dúplex con piscina privada en La Finca Descubra con Engel & Völkers una joya arquitectónica única. Diseñada para quienes valoran la exclusividad, el diseño y la rentabilidad a largo plazo, esta vivienda ofrece un estilo de vida inigualable y un atractivo producto patrimonial en uno de los enclaves más prestigiosos de Madrid. Vivir a otro nivel: diseño funcional y arquitectura que emociona. Contacte con nosotros para conocer en detalle esta nueva promoción de obra nueva ya finalizada, existen diversas tipologías, tamaños y precios. Disfrute de nuestro servicio 360 pensado para que usted y su familia sientan la máxima comodidad y seguridad durante el proceso hacia esta nueva etapa. Esta vivienda dispone de zona de día y de noche perfectamente diferenciadas con una terraza de cubierta que cuenta con piscina privada, una gran área de chill out y unas vistas inigualables. Las plantas quedan unidas entre sí por una espectacular escalera y ascensor privado. La innovadora y exclusiva configuración arquitectónica del edifico en su conjunto, logra dotar a esta vivienda de total privacidad y garantiza tranquilidad de no ser visto desde arriba. Zona de día y de noche: La vivienda cuenta con el aprovechamiento y disfrute exclusivo de las terrazas y balcones situadas en fachada norte y fachada sur. Un amplio salón-comedor de 37mª, cómoda cocina de 22mª abierta al comedor y zona de servicio, que está compuesta por cuarto de servicio, baño de servicio, y tendedero. Damos paso a los dormitorios a través de un amplio distribuidor, donde se encuentra un aseo de cortesía y un armario extra. La superficie destinada al dormitorio principal, que incluye vestidor y cuarto de baño con ducha y bañera, tocador y cabina de wc, es de 44m. Tiene terraza propia de 3m con magníficas vistas a sur. Los dos dormitorios secundarios cuentan con baño en suite. Zona chill out: Se accede a la terraza de cubierta desde la escalera y el ascensor situados en el hall de entrada. La terraza cuenta con una superficie de 247 m2, con zona de chill out para relajarse en cualquier estación del año, piscina privada, aseo y maravillosas vistas a la zona sur. En los últimos años Madrid se consolida como uno de los destinos más sólidos de Europa para la inversión inmobiliaria, gracias a su estabilidad, crecimiento económico y atractivo internacional. Madrid ha reforzado su posición combinando calidad de vida, seguridad y alta rentabilidad. En este contexto destaca La Finca en Pozuelo de Alarcón como uno de los complejos preferidos por quienes eligen Madrid para residir o invertir.  Las Sky Villa están situadas en La Finca, en el corazón de Pozuelo, una de las zonas más exclusivas y cotizadas de Madrid; cuentan con acceso inmediato a los mejores colegios internacionales como el British Council School, American School, Kensington School entre otros. Igualmente, la zona está dotada de centros médicos de referencia como el Hospital Quirón, Hospital Puerta de Hierro o la Zarzuela. Con conexiones rápidas a través de la M-40, M-50, A-5, A-6 y transporte público directo a Madrid centro, esta ubicación garantiza una conectividad excepcional sin renunciar a la tranquilidad. Un entorno diseñado para elevar la calidad de vida y el valor de su inversión Vistas privilegiadas al nuevo campo de golf La Finca, más de 40.000 m² de jardines comunitarios —sin tráfico rodado— se suman a los jardines privados, en un entorno donde la naturaleza, la luz y el agua dialogan con la arquitectura de forma armoniosa. A escasos 200 metros se encuentra La Finca Grand Café, el futuro epicentro de la restauración de alta gama en España. Una experiencia gastronómica y comercial que elevará aún más el valor y el atractivo de esta inversión. Sky Villas en La Finca no es solo una propuesta residencial: es una inversión en bienestar, calidad de vida, patrimonio y futuro.",False,good,False,False,,9882.0,True,False,False,False,[],False,False,3350000.0,€,True,True,flat,duplex,"La Finca, Pozuelo de Alarcón",Dúplex,Zona Prado de Somosaguas - La Finca,La Finca,,,,
107943954,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/93/2b/1329053003.webp,PRIMERO A,10,1,252097.0,flat,sale,87.0,True,2,1,"calle de Pinto, 20",Madrid,Fuenlabrada,es,40.2808421,-3.7964191,True,https://www.idealista.com/obra-nueva/107943954/,"Residencial Theon consta de 26 viviendas libres de 1, 2 y 3 dormitorios, con trastero y plaza de garaje(opcional). Desde Theon Residencial estamos comprometidos a ofrecerte mucho más que una vivienda, queremos entregarte el hogar con el que siempre soñaste. Nuestro propósito es transformar tus ideas en espacios únicos, donde calidad, diseño y funcionalidad se unen para adaptarse a tu estilo de vida.",False,newdevelopment,True,True,False,2898.0,True,False,False,False,[],False,False,252097.0,€,,,flat,,"Centro, Fuenlabrada","Piso en calle de Pinto, 20",Centro,,,,,
108959246,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/28/1c/1360098324.webp,LPH-1-D,9,1,822500.0,duplex,sale,106.0,True,2,1,"calle López de Hoyos, 247",Madrid,Madrid,es,40.455309,-3.662551,True,https://www.idealista.com/obra-nueva/108959246/,"La nueva promoción de viviendas en López de Hoyos 245 te ofrece el equilibrio perfecto entre comodidad, diseño y calidad de vida. Disfruta de espacios amplios y luminosos con viviendas de 1, 2 y 3 dormitorios que incorporan grandes terrazas en todas las plantas. Desde los bajos con jardín privado hasta los espectaculares áticoscon vistas panorámicas, cada vivienda ha sido diseñada para que el confort sea el protagonista. Además, el proyecto incluye las mejores zonas comunes para que tu día a día sea más fácil y placentero:  Piscina privada para refrescarte y relajarte.  Gimnasio completamente equipado para mantenerte en forma sin salir de casa.  Sala comunitaria para eventos y celebraciones.  Trastero  Plaza de garaje incluida.",False,newdevelopment,True,True,False,7759.0,True,False,False,False,[],False,False,822500.0,€,True,True,flat,duplex,"Colina, Madrid","Dúplex en calle López de Hoyos, 247",Ciudad Lineal,Colina,,,,
108387642,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/b0/ec/1342303572.webp,V24,8,2,239000.0,flat,sale,78.0,True,2,2,"calle San Isidro, 20",Madrid,Valdemoro,es,40.1938008,-3.6774849,True,https://www.idealista.com/obra-nueva/108387642/,"Tenemos el placer de presentarles este nuevo proyecto cooperativo de obra nueva en el centro de Valdemoro.   Residencial Pomarada es una promoción de 48 viviendas con opciones de uno a cuatro dormitorios, incluyendo bajos con jardín, áticos dúplex y viviendas con terrazas para disfrutar del buen tiempo. Podrás disfrutar de una piscina comunitaria dentro de un residencial privado y cerrado, con acceso único a través de conserjería.   Destacamos que es una promoción económica con una ubicación excelente. Goza de una situación inmejorable en el corazón de Valdemoro, cerca de la Avenida de Andalucía y el Ayuntamiento. Estará a un paso de la principal zona comercial de la ciudad, así como de espacios verdes y las principales conexiones de transporte: tren, autobuses y la cercanía a la A4. En sus proximidades para ir andando podrás encontrar una amplia gama de servicios, incluyendo un centro de salud, parques, colegios, supermercados y todo tipo de comercios.   Todas las viviendas son exteriores y están diseñadas para que la luz sea protagonista de los hogares. Son viviendas pensadas para aprovechar los espacios primando el confort y la economía de consumo. El suelo radiante con aerotermia es un ejemplo de ello.   Cada vivienda incluye una plaza de garaje.   Si deseas obtener más información sobre los planos, precios o concertar una visita, no dudes en ponerte en contacto con nosotros. ¡Tu nuevo hogar te espera!",False,newdevelopment,True,True,False,3064.0,True,False,False,False,[],False,False,239000.0,€,True,True,flat,,"Guardia Civil - Zona Industrial, Valdemoro","Piso en calle San Isidro, 20",Guardia Civil - Zona Industrial,,,,,
108351724,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/b0/ec/1342303572.webp,V22,8,2,244000.0,flat,sale,78.0,True,2,2,"calle San Isidro, 20",Madrid,Valdemoro,es,40.1938008,-3.6774849,True,https://www.idealista.com/obra-nueva/108351724/,"Tenemos el placer de presentarles este nuevo proyecto cooperativo de obra nueva en el centro de Valdemoro con los mejores áticos de la localidad.   Residencial Pomarada es una promoción de 48 viviendas de uno a cuatro dormitorios, incluyendo bajos con jardin, espectaculares aticos dúplex de 4 dormitorios  y viviendas con terrazas para disfrutar del buen tiempo. Podrás disfrutar de una piscina comunitaria dentro de un residencial privado y cerrado, con acceso único a través de conserjería.   Destacamos que es una promoción económica con una ubicación excelente. Goza de una situación inmejorable en el corazón de Valdemoro, cerca de la Avenida de Andalucía y el Ayuntamiento. Estará a un paso de la principal zona comercial de la ciudad, así como de espacios verdes y las principales conexiones de transporte: tren, autobuses y la cercanía a la A4. En sus proximidades para ir andando podrás encontrar una amplia gama de servicios, incluyendo un centro de salud, parques, colegios, supermercados y todo tipo de comercios.   Todas las viviendas son exteriores y están diseñadas para que la luz sea protagonista de los hogares. Son viviendas pensadas para aprovechar los espacios primando el confort y la economía de consumo. El suelo radiante con aerotermia es un ejemplo de ello.   Cada vivienda incluye una plaza de garaje.   Si deseas obtener más información sobre los planos, precios o concertar una visita, no dudes en ponerte en contacto con nosotros. ¡Tu nuevo hogar te espera!",False,,True,True,False,3128.0,True,False,False,False,[],False,False,244000.0,€,True,True,flat,,"Guardia Civil - Zona Industrial, Valdemoro","Piso en calle San Isidro, 20",Guardia Civil - Zona Industrial,,,,,
108575600,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/25/62/1353576025.webp,5132,34,,3300000.0,chalet,sale,790.0,,7,6,Barrio Monteclaro,Madrid,Pozuelo de Alarcón,es,40.4372458,-3.8457602,False,https://www.idealista.com/inmueble/108575600/,"Marta Gómez Faiña de GV | MONTECLARO comercializa el siguiente inmueble: En Monteclaro, zona residencial de lujo en Madrid, se encuentra esta bonita vivienda de 790 metros cuadrados construidos sobre una parcela de 4.140 metros, de las de mayor tamaño de la zona, con vegetación muy ""consolidada"" y muy bien iluminado. Piscina de agua caliente en invierno, mediante placas termosolares y pista de tenis homologada. Cenador y caseta de jardinero. La vivienda destaca por su cómoda distribución en dos plantas y gran luminosidad. Materiales de calidad, suelo de mármol.  Muy bien conservada, se ha reformado continuamente, última reforma en 2.024. Muy bien aislada. Placas Térmosolares. Aerotermia. Aire acondicionado. Persianas automáticas. Garaje con capacidad para 3 coches con enchufe para coche eléctrico. Alarma día y noche. Vigilancia 24 horas. Distribución: Planta principal:  Recibidor con acceso directo a un gran salón comedor que da a un porche frontal y otro trasero. Cuarto de dormir principal con vestidor y baño en suite con un gran ventanal con vistas al jardín. Cocina de gran tamaño y dormitorio de servicio con baño. Dos cuartos de baño. Primera planta:  7 cuartos de dormir que comparten 4 cuartos de baño. Esta información no tiene carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,,,4177.0,False,False,False,False,[],False,False,3300000.0,€,True,True,chalet,independantHouse,"Monteclaro, Pozuelo de Alarcón",Casa independiente,Urbanizaciones,Monteclaro,,,,
109198612,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/ec/be/1367213662.webp,28-02306,16,bj,240000.0,studio,sale,55.0,True,0,1,calle Jazmines,Madrid,Collado Villalba,es,40.6430829,-4.0094055,False,https://www.idealista.com/inmueble/109198612/,"ALQUILER PROTEGIDO/ VENTA GARANTIZADA REAL ESTATE vende estupendo estudio en Collado Villalba, este se encuentra en una Urbanización cerrada con zonas comunes. En la actualidad se distribuye en amplia sala, con dos ambientes: Habitación con armario y Salón Comedor con salida a la gran Terraza. Cocina independiente amueblada y equipada. Calefacción individual de gas natural. Cuarto de baño completo con plato de ducha, suelos de tarima, puertas de madera, ventanas de climalit. Plaza de garaje y Piscina comunitaria. No lo dudes y llama para visitarlo! Somos Alquiler Protegido/ Venta Garantizada-Real Estate, con más de 15 años de experiencia. Contamos con más de 13,000 propietarios, 24,000 inquilinos satisfechos y hemos alquilado más de 8,000 inmuebles. Tenemos un equipo humano de profesionales altamente cualificado.",False,good,False,False,,4364.0,False,False,False,False,[],False,False,240000.0,€,,,flat,studio,"Los Valles, Collado Villalba",Estudio en calle Jazmines,Los Valles,,,,,
