propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107145320,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/f6/c8/1305961494.webp,VP22608,43,2,7900000.0,flat,sale,473.0,True,4,4,calle de José Ortega y Gasset,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4319046,-3.6879101,False,https://www.idealista.com/inmueble/107145320/,"AMBASSADOR ofrece este piso vanguardista reformado en su totalidad con calidades de alta gama de 473 m2, situado en una de las calles más emblemáticas del barrio de Salamanca, José Ortega y Gasset, cerca de Castellana. Entramos a la casa a través de un gran hall distribuidor. Todas las estancias principales - salón, dos comedores y zona de estar con chimenea - están separadas por puertas correderas.  Todas estas zonas son especialmente agradable por su luminosidad con orientación sur y sus 5 balcones a la calle. Tiene tres amplos dormitorios en suite el principal con un gran vestidor y balcón. Cocina, entrada de servicio, dormitorio de servicio, cuarto de lavado. Aseo de visitas y un gabanero muy amplio. Calefacción central. Conserje. Trastero. Posibilidad de garaje.",True,good,False,True,16702.0,True,True,False,True,[],False,True,7900000.0,€,True,True,flat,"Castellana, Madrid",Piso en calle de José Ortega y Gasset,Top+,,,,,
106611139,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/a9/bf/1288665721.webp,W-02XRG1,43,2,1335000.0,flat,sale,195.0,True,3,3,calle del Carril de los Caleros,Madrid,Madrid,Moncloa,es,Aravaca,40.4603645,-3.7993322,False,https://www.idealista.com/inmueble/106611139/,"Bonito piso con terraza en Aravaca Engel&Völkers presenta esta espectacular vivienda en segunda planta, con una impresionante terraza perimetral de más de 130 metros, uno de los mayores atractivos de la casa. Este generoso espacio exterior, que rodea la propiedad, le ofrece a los nuevos propietarios la posibilidad de personalizarla a su gusto. Con una distribución pensada para aprovechar al máximo cada metro cuadrado, la casa cuenta con 3 dormitorios: la habitación principal cuenta con un amplio vestidor y baño en suite, y dos habitaciones adicionales que comparten un espacioso baño familiar. Además, dispone de un aseo de cortesía. Al entrar, un gran hall abierto da acceso al resto de las estancias, sin apenas pasillos, lo que aporta amplitud y luminosidad. La cocina, con isla y zona de comedor integrada, es perfecta para recibir a familia y amigos. Además, cuenta con un área de tendedero y lavado, para mayor comodidad. En origen parte de la cocina albergaba el dormitorio y cuarto de baño de servicio. La terraza, que envuelve la vivienda, aporta una sensación de continuidad con el entorno natural. Desde el hall, el salón y el dormitorio principal, se accede a este espacio exterior único. Ubicada en la codiciada zona de Aravaca, a tan solo 10 minutos de Moncloa, esta casa se encuentra rodeada de todos los servicios esenciales: prestigiosos colegios, centros de salud, farmacias, supermercados y una variada oferta gastronómica, convirtiéndola en una de las zonas más deseadas de Madrid. La urbanización se sitúa en una tranquila calle rodeada de parques, ideal para disfrutar de la calma y el bienestar, sin renunciar a la proximidad de la ciudad. No deje pasar la oportunidad de visitar esta propiedad. En una zona con tan poca oferta de viviendas listas para entrar a vivir, esta es una ocasión única para convertirse en propietario de una vivienda exclusiva.",True,good,False,True,6846.0,True,True,False,True,[],False,True,1335000.0,€,True,True,flat,"Aravaca, Madrid",Piso en calle del Carril de los Caleros,Top+,,,,,
108721036,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/9c/7a/1355035430.webp,W-030PKU,33,5,770000.0,flat,sale,134.0,True,4,2,calle de Valderribas,Madrid,Madrid,Retiro,es,Pacífico,40.4052245,-3.6743831,False,https://www.idealista.com/inmueble/108721036/,"Piso exterior en Pacífico, con terraza Engel & Völkers presenta este fantástico piso exterior ubicado en Pacífico, cerca del Parque del Retiro. Con 134 m2 construidos, la propiedad ofrece un gran potencial de reforma, permitiéndote crear el hogar de tus sueños. Ubicado en una 5ª planta, el inmueble cuenta con un amplio salón-comedor, ideal para reuniones familiares o momentos de relajación, y un recibidor que conecta los espacios de manera armoniosa.  La cocina independiente con área de comedor destaca por su funcionalidad y acceso a una zona de lavado que puede convertirse en una terraza privada. Tiene 4 dormitorios, el principal con terraza privada, aporta luminosidad y un espacio exclusivo para relajarse al aire libre. Los dos secundarios son amplios y versátiles, mientras que el cuarto, situado en la zona de servicio, incluye baño en suite y acceso independiente para mayor privacidad.  Todas las habitaciones tienen armarios empotrados, optimizando el espacio disponible. Además, dispone de un segundo baño completo que da servicio al resto de las habitaciones. El piso cuenta con calefacción central, aire acondicionado en salón y habitación principal, se encuentra en un edificio en excelentes condiciones, con hall reformado, dos ascensores, acceso adaptado para personas con movilidad reducida y portería los siete días de la semana. Esta propiedad ofrece un amplio espacio y múltiples posibilidades para adaptarla a tu estilo de vida, situada en una de las zonas más privilegiadas de la ciudad. La propiedad está estratégicamente ubicada en el barrio de Pacífico, combinando la tranquilidad residencial con una vibrante actividad comercial. Se encuentra a pocos minutos del Parque de El Retiro, un lugar clave para el ocio y la relajación gracias a sus amplias zonas verdes. Su proximidad a la estación de Atocha y a la Plaza Mariano de Cavia con múltiples paradas de autobús y metro garantiza una conectividad excepcional en transporte público. La zona ofrece una amplia variedad de opciones gastronómicas, servicios médicos, comercios locales y franquicias reconocidas. También cuenta con acceso a colegios públicos y concertados, lo que aumenta aún más el atractivo del barrio. Sin duda, Pacífico ha experimentado un auge en popularidad en los últimos años. Su alta calidad de vida, junto con una excelente conectividad, lo convierten en una ubicación muy deseable gracias a su accesibilidad, infraestructura moderna y carácter dinámico.",True,good,False,True,5746.0,True,True,False,True,[],False,True,770000.0,€,,,flat,"Pacífico, Madrid",Piso en calle de Valderribas,Top+,,,,,
107346813,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/1b/25/1310243316.webp,,137,,9000000.0,chalet,sale,1674.0,,9,10,calle Eibar s/n,Madrid,Madrid,Moncloa,es,El Plantío,40.4710567,-3.8119848,True,https://www.idealista.com/inmueble/107346813/,"La Florida, increíbles VISTAS a EL PARDO. Dentro de calle PRIVADA con garita de seguridad. Gran proyecto de arquitectura con las 1º calidades del mercado.  28 placas solares SPA Paddle Suelo radiante Ascensor Fachada de piedra caliza Madera de Iroco Gran altura de techos La propiedad está distribuida de la siguiente manera: Planta de acceso: Gran hall con gran altura de techos. Gran salón en 2 ambientes con chimenea y salida al jardín. Comedor con doble altura de techos y salida al jardín. Cocina perfectamente equipada, con comedor de diario. Despacho de gran tamaño. 1 Dormitorio de invitados con vestidor y baño completo Aseo de cortesía. El jardín está en esta planta y tiene buenas vistas 1º Planta: Dormitorio principal con gran vestidor, baño completo y salida a una terraza de 80m2 5 dormitorios para cama de matrimonio + mesa de estudio, cada uno con su vestidor y baño completo. Cuarto de estar Cuarto de plancha ó trabajos. Roof Top: En esta planta nos encontramos 2 grandes salas con salida a la terraza de 245m2 desde donde se tienen unas impresionantes vistas Sótano: SPA, con piscina climatizada y nado a contracorriente Sauna GYM Vestuario Salida al jardín Cocina Gran sala de estar Apartamento de servicio con 2 dormitorios cocina y baño. Vivienda de 2º línea con el monte de El Pardo, pero al estar en una cota más alta que la de 1º línea, goza de una vistas muy buenas; vivienda construida en el 2012.",True,good,False,,5376.0,True,True,False,True,[],False,True,9000000.0,€,True,True,chalet,"El Plantío, Madrid",Casa independiente en calle Eibar s/n,Top+,independantHouse,,,,
108336058,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/36/86/1341072699.webp,W-03047G,40,4,760000.0,penthouse,sale,95.0,True,2,2,calle de Luis Mitjans,Madrid,Madrid,Retiro,es,Adelfas,40.4037863,-3.6687112,False,https://www.idealista.com/inmueble/108336058/,"Exclusivo ático con piscina y terraza en Retiro Bienvenido a un exclusivo ático en el corazón de Madrid, donde el lujo y la comodidad se encuentran en perfecta armonía. Con una superficie total de 95 metros cuadrados, este elegante hogar ofrece un espacio habitable de 73 metros cuadrados, cuidadosamente diseñado para brindar una experiencia de vida sofisticada. Construido en el año 2000 y mantenido en excelentes condiciones, este apartamento cuenta con dos amplios dormitorios y dos baños, lo que lo convierte en el refugio ideal para quienes buscan un estilo de vida urbano de alta gama. Al entrar, se revela un ambiente acogedor y contemporáneo, realzado por suelos de laminado y una distribución que maximiza la luz natural. El salón, amplio y bien iluminado, se abre a una terraza de 35 metros cuadrados que ofrece vistas abiertas y verdes, creando un oasis de tranquilidad en medio de la vibrante ciudad. La cocina está equipada con electrodomésticos y armarios empotrados, diseñados para satisfacer las necesidades de los más exigentes. Entre las características que distinguen a esta propiedad se encuentran su piscina privada, perfecta para relajarse y disfrutar del sol madrileño, y un ático completo que añade un toque de exclusividad. Además, el apartamento cuenta con un balcón orientado al oeste, ideal para disfrutar de impresionantes atardeceres. El edificio ofrece servicio de conserje garantizando tranquilidad para sus residentes. Descubra la esencia del lujo urbano en este apartamento único que combina modernidad y confort en una ubicación privilegiada. Con su atención al detalle y su diseño impecable, esta propiedad es una oportunidad excepcional para quienes buscan un hogar que refleje estilo y sofisticación en una de las ciudades más vibrantes del mundo. Ubicada en el prestigioso barrio de Adelfas, en el distrito de Retiro de Madrid, la propiedad en Calle de Luis Mitjans, se encuentra en una de las zonas más codiciadas por compradores de alto nivel. Este enclave es conocido por su tranquilidad y exclusividad, ofreciendo una perfecta combinación de vida urbana sofisticada y espacios verdes. A tan solo 10 minutos a pie del icónico Parque del Retiro, los residentes pueden disfrutar de uno de los pulmones verdes más importantes de la ciudad, ideal para paseos relajantes o actividades al aire libre. La infraestructura de la zona es impecable, con excelentes conexiones de transporte. La estación de metro más cercana, Pacífico, se encuentra a solo 5 minutos a pie, brindando fácil acceso al resto de la ciudad. Además, la Estación de Atocha, el principal nudo ferroviario de Madrid, está a menos de 15 minutos en coche, facilitando viajes nacionales e internacionales. La oferta de ocio y cultura es amplia y variada, con museos de renombre como el Museo del Prado y el Museo Reina Sofía a escasa distancia. Además, la proximidad a la animada zona de Retiro ofrece una diversidad de restaurantes gourmet, boutiques exclusivas y cafés elegantes que enriquecen la experiencia de vida. Este rincón de Madrid se distingue por su equilibrio entre modernidad y tradición, ofreciendo a sus residentes un estilo de vida sofisticado y cosmopolita. Adquirir una propiedad aquí es no solo una inversión en lujo y confort, sino también en una calidad de vida inigualable.",True,good,False,True,8000.0,True,True,False,True,[],False,True,760000.0,€,True,False,flat,"Adelfas, Madrid",Ático en calle de Luis Mitjans,Top+,penthouse,20000.0,,,
103291475,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/d6/01/1316909576.webp,W-02MV09,34,,3950000.0,chalet,sale,2034.0,,7,10,calle Línea,Madrid,Pozuelo de Alarcón,Zona Pueblo,es,Zona Pueblo,40.4473664,-3.8185042,False,https://www.idealista.com/inmueble/103291475/,"Exclusivo chalet unifamiliar en Bularas. Singular vivienda unifamiliar en la exclusiva urbanización ""Álamos de Bularas"" en Pozuelo de Alarcón, que destaca por su amplia parcela de 5.900m2, su excelente ubicación dentro de la urbanización y su cómoda distribución en tres plantas con ascensor. En planta principal, dispone de hall de entrada y dos aseos de cortesía, distribuidor central con piscina interior climatizada, salón, comedor, cocina y zona de servicio (dormitorio con cuarto de baño y zona de plancha y lavandería), cuatro amplios dormitorios todos ellos con vestidor y baño en suite y zona de gimnasio, comunicada con la habitación principal, con vestuarios, duchas, sauna, y baño turco. En la primera planta, se encuentra otro dormitorio con vestidor y baño en suite, que dispone de terraza privada, y otras estancias diáfanas de biblioteca y despacho. Esta planta dispone además de aseo de cortesía y terrazas accesibles (preparadas para posibles ampliaciones, tanto estructuralmente como con preinstalación de todo tipo de instalaciones (agua, luz, telefónica, etc.) Y por último en planta sótano, nos encontramos con una sala polivalente con barra de bar, bolera profesional y galería de tiro con arco (preparado con bunker, con todas las acometidas), un dormitorio de servicio y baño completo y taller de reparaciones, laboratorio fotográfico y cuarto de instalaciones. Esta magnífica propiedad dispone además de parking exterior cubierto para ocho vehículos y de un gran jardín arbolado, piscina exterior, barbacoa, horno de piedra y cenador. La urbanización dentro de la cuál se encuentra ubicada esta magnífica propiedad, cuenta con vigilancia 24h y dos accesos vigilados, con garita de seguridad. Uno de ellos en Avenida del Monte y el otro al final de la Avenida Bularas, justo enlazando con Avenida Bellas Artes, por lo que su situación dentro de Pozuelo es excelente, ya que se encuentra también a escasos minutos de Camino de las Huertas, otro de las arterías principales del municipio. Está excelente situación dentro de Pozuelo, permite aunar el vivir en un chalet unifamiliar, con gran jardín, sin perder la practicidad de tenerlo todo a mano, tanto a pie como por carretera, ya sea mediante transporte público, ya que dispone de parada de autobús a escasos metros de la salida de la urbanización, o en coche. La zona cuenta además con algunos de los mejores colegios, Escolapios, Liceo Sorolla y Kensington, además de numerosas zonas verdes, deportivas, culturales y de ocio.",True,good,False,,1942.0,True,True,False,True,[],False,True,3950000.0,€,True,True,chalet,"Zona Pueblo, Pozuelo de Alarcón",Casa independiente en calle Línea,Top+,independantHouse,,,,
105521069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/4b/ff/1335231495.webp,W-02TIZD,34,2,1495000.0,flat,sale,164.0,True,3,3,calle de Noblejas,Madrid,Madrid,Centro,es,Palacio,40.4167224,-3.7109739,False,https://www.idealista.com/inmueble/105521069/,"Exclusiva propiedad en el corazón del Madrid de los Austrias Engel & Völkers presenta esta exclusiva propiedad situada en el corazón del Madrid de los Austrias. A su excelente ubicación, en un edificio clásico de 1.834 con fachada de sillería íntegramente restaurado en 1.989, se suman el confort y la elegancia de su reforma integral de acabados de alta calidad.  Traspasando el umbral nos encontramos con la espaciosa zona pública, dividida en cuatro ambientes diferenciados. En primer término, nos encontramos con la cocina abierta. De un blanco inmaculado en su mobiliario, el contraste lo aporta la elegante encimera en porcelánico con vetas en tonos negros. Está completamente equipada con electrodomésticos de última generación y cuenta con una práctica península y numeroso espacio de almacenaje. Frente a ella, se abren las zonas destinadas a comedor y salón, iluminados naturalmente por los tres grandes balcones. El área se completa con la zona al abrigo de una chimenea, perfecta para albergar una biblioteca, además de un aseo de invitados. A partir de este punto arranca el distribuidor que nos lleva a la zona privada. Esta zona de noche está compuesta por tres espaciosos dormitorios que se abren a un soleado patio de luces, lo que les aporta una gran tranquilidad. Todos ellos están dotados de cómodos armarios empotrados, y el principal, incluye con un amplio baño en suite. Un segundo baño, es el encargado de dar servicio a los otros dos dormitorios. La propiedad cuenta con suelo radiante, que garantiza una perfecta conductividad térmica, gran capacidad de retención de calor y durabilidad, ofreciendo a la vez una estética atractiva y facilidad de mantenimiento. Además de aire acondicionado por conductos, persianas eléctricas, luces regulables en intensidad o puertas en altura que aportan gran amplitud, entre otras comodidades.   Una propiedad en suma, tremendamente atractiva tanto para inversores, como para quienes quieran vivir en pleno casco histórico de Madrid, en un entorno tranquilo, a escasos minutos andando de algunos principales centros de interés de la capital, y próximo a zonas verdes de vistas despejadas. La propiedad se encuentra en el caso histórico del Barrio de los Austrias, muy próxima a la Catedral de la Almudena y el Palacio Real de Madrid, y a vías emblemáticas de la ciudad como la calle Mayor o la calle Bailén. Una área de Madrid que cuenta con agradables espacios verdes de vistas despejadas, que la dotan de gran calidad para vivir. Su excelente ubicación dispone de varias líneas de autobuses, de metro en las cercanías y de numerosas paradas de taxi. El barrio cuenta con una variada dotación comercial, en la que predominan los establecimientos tradicionales de todo tipo y también otros de más reciente factura, y en la que no falta la importante dotación hotelera, con establecimientos de lujo y otros más modestos. La oferta gastronómica y de ocio es igualmente amplia, con locales tradicionales y otros de perfil más internacional. Trás un agradable paseo, nos encontramos con algunas de las principales opciones culturales de la ciudad, cómo los mencionados, la Catedral de la Almudena y el Palacio Real, a los que se unen la Plaza de la Villa, la Plaza Mayor o la Plaza de Oriente. En definitiva, una ubicación imbatible para disfrutar del Madrid histórico.",True,good,False,True,9116.0,True,True,False,True,[],False,True,1495000.0,€,,,flat,"Palacio, Madrid",Piso en calle de Noblejas,Top+,,,,,
107719614,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/85/e6/1326650636.webp,ST1930,65,,1565000.0,chalet,sale,485.0,,5,8,calle de Atalayuela,Madrid,Santo Domingo,,es,,40.6262156,-3.5767976,False,https://www.idealista.com/inmueble/107719614/,"HOUSE AND HOUSE VENDE.- Vivienda reformada integralmente en 2001, ubicación excelente a 5' andando del centro comercial con parcela totalmente plana de 1.800m2 con jardín totalmente consolidado, piscina climatizada, baño de piscina y vestuario, sauna y preciosa zona de barbacoa con horno de leña y cenador. Cuenta con climatización por suelo radiante frío/calor con aerotermia y placas fotovoltaicas. Garaje para dos coches con cargador para coche eléctrico. La vivienda se distribuye:  PLANTA PRINCIPAL: Hall de entrada, salón comedor a doble altura con grandes ventanales, cocina con zona de office e isla central con salida directa al jardín, zona de barbacoa y piscina, aseo de cortesía, despacho y dormitorio muy amplio con vestidor y baño en suite. PLANTA PRIMERA: Tenemos dos amplias habitaciones con vestidor y baño en suite y un espacio ideal como zona de estar, biblioteca o despacho. PLANTA BAJA: Segundo salón muy amplio (perfecto como zona de juegos, gimnasio, etc.) con entrada independiente desde el jardín, dos dormitorios de muy buen tamaño ambos con su baño en suite, cuarto de lavandería y almacenaje, despensa y cuarto de instalaciones. Precioso jardín muy amplio, piscina climatizada, zona de barbacoa con horno, cenador, garaje con cargador para coches eléctricos. HOUSE AND HOUSE.- EMPRESA ESPECIALIZADA EN LAS URBANIZACIONES DE SANTO DOMINGO, CIUDALCAMPO, FUENTE DEL FRESNO Y VALDEALGUA DESDE HACE MÁS DE 16 AÑOS. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, con seguridad privada las 24 horas los 365 días del año. Además está controlada con cámaras perimetrales de video-vigilancia. Dispone de una zona comercial que cuenta con todo tipo de servicios; supermercado, farmacia (abierta los 365días del año), zona de restauración, tiendas de regalos, banco, gimnasio, oficina de correos, veterinario, peluquería. Junto a la zona comercial, se encuentra el centro de Salud, con botiquín y asistencia las 24 horas del día. Tiene un Club Social, totalmente reformado, con campo de entrenamiento de Golf, piscina, escuela de Tenis, zona de ocio para niños y adultos. Junto a la Iglesia, hay un colegio-público bilingüe, con primaria y secundaria. En la urbanización de enfrente (Ciudalcampo) está el Colegio privado bilingüe SEK, y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe, ambos colegios con oferta hasta el bachillerato. La urbanización dispone de un autobús privado que recorre la urbanización y con parada final en Plaza de Castilla y paradas intermedias en Alcobendas y San Sebastián de los Reyes.  A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,,3227.0,True,True,False,False,[],False,True,1565000.0,€,True,True,chalet,Santo Domingo,Casa independiente en calle de Atalayuela,Top+,independantHouse,,,,
88932630,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/81/03/1349957614.webp,MOV03014,39,,1795000.0,chalet,sale,358.0,,5,6,calle de la Azalea,Madrid,La Moraleja,El Soto de la Moraleja,es,,40.5284114,-3.6412025,False,https://www.idealista.com/inmueble/88932630/,"Exclusivo chalet pareado en esquina en el corazón del Soto de La Moraleja. Presentamos este magnífico chalet pareado de más de 350 m² construidos con 100 m² de jardín privado, ubicado en una de las calles más representativas del Soto de La Moraleja. La propiedad forma parte de una urbanización privada con piscina comunitaria y amplias zonas verdes, ofreciendo un entorno seguro, tranquilo y muy familiar. Su excelente ubicación permite acceder fácilmente a colegios internacionales, comercios, restaurantes y transporte público, convirtiéndolo en una opción ideal tanto para familias como para quienes buscan calidad de vida sin renunciar a la comodidad. Distribuido en dos plantas más un semisótano, este chalet destaca por su amplitud, luminosidad y privacidad. La planta baja cuenta con un elegante hall de entrada que da paso a un espacioso salón-comedor con chimenea y techos altos, articulado en tres ambientes conectados pero diferenciados gracias a una bonita escalera central. Desde aquí se accede al porche cubierto y al jardín, que a su vez tiene acceso directo a la piscina comunitaria. La cocina, de generosas dimensiones, es muy luminosa y funcional, y en esta planta también se encuentra un aseo de cortesía, el dormitorio de servicio con baño y el acceso directo al jardín privado de esquina. En la primera planta se encuentran tres dormitorios, incluyendo el dormitorio principal con baño en suite y un amplio vestidor, así como otros dos baños completos. El semisótano alberga un acogedor salón con chimenea y cocina abierta, un dormitorio adicional, un baño completo, garaje con capacidad para dos vehículos y dos trasteros, proporcionando espacio adicional y múltiples posibilidades de uso. DE SALAS. Ref. MOV03014 DISTRIBUCIÓN PLANTA BAJA - Amplio hall, salón (21 m2) comedor y sala de estar (28 m2) - Aseo de invitados - Cocina (20 m2) - 1 Dormitorio de servicio y baño - Porche (14 m2) y jardín privado de esquina (100 m2) PRIMERA PLANTA - 3 Dormitorios (Dormitorio principal con baño en suite y amplio vestidor) - 2 Baños SEMISÓTANO - Salón con chimenea y cocina abierta al salón (36 m2) - 1 Dormitorio - 1 Baño - Garaje (2 plazas 35 m2) y 2 trasteros - Calefacción de gasóleo y aire acondicionado por conductos URBANIZACIÓN - Piscina y zonas verdes.",True,renew,False,,5014.0,True,True,False,False,[],False,True,1795000.0,€,True,True,chalet,"El Soto de la Moraleja, La Moraleja",Chalet pareado en calle de la Azalea,Top+,semidetachedHouse,,,,
108505570,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/92/52/1346904840.webp,W-02XQXM,28,8,2050000.0,penthouse,sale,158.0,True,3,2,calle de Manuel González Longoria,Madrid,Madrid,Chamberí,es,Trafalgar,40.4295939,-3.696783,False,https://www.idealista.com/inmueble/108505570/,"Magnífico ático con garaje junto a Alonso Martínez Engel & Völkers les ofrece este magnífico ático con terraza y amplia plaza de garaje en finca, ubicado a escasos metros de la Plaza de Alonso Martínez, donde se juntan tres de los barrios más prestigiosos de Madrid; Almagro, Justicia y Trafalgar. Este elegante espacio, con una superficie de 158 metros cuadrados construidos, está para actualizar y actualmente su distribución es bastante moderna. Construido en 1991 y mantenido en condiciones óptimas, ofrece tres amplias habitaciones y dos baños, diseñados para el confort y la elegancia. Esta propiedad se distingue por su amplia terraza de aproximadamente 20 metros cuadrados, abierta al salón comedor y por la luz natural y vistas abiertas en todas las estancias. La finca en perfecto estado con la ITE/IEE favorable, dispone de portero y amplia plaza de garaje en finca de 60 metros cuadrados catastrales incluida en el precio. Es un magnífico producto tanto como hogar familiar como para inversión, dada la gran rentabilidad de la zona en alquiler. La propiedad está situada en la zona de Trafalgar más cercana a los prestigiosos barrios de Almagro y Justicia, a pocos metros de la popular plaza de Alonso Martínez. Zona en la que hoy podemos disfrutar de bellos edificios singulares de finales del siglo XIX y principios del XX, creados por arquitectos de renombre como Eduardo Reynals, Joaquín Saldaña, Antonio Palacios, Martínez Zapata, característicos de la alta Burguesía y la aristocracia que vivió aquí en otros tiempos. El edificio está en perfecto estado y las vistas son despejadas a los edificios clásicos más bellos de Trafalgar. La amplia red de transporte público, el rápido acceso a la autovía A6 y a la Castellana y todos los servicios de la zona, completan el valor de esta propiedad haciéndola irresistible. Este prestigioso barrio cuenta con todo tipo de tiendas de proximidad y mercado de abastos, así como una buena dotación de otros servicios, tanto educativos públicos, privados y concertados, así como centros sanitarios y hospitalarios, espacios culturales, museos, teatros, entre otros, sin olvidar la magnífica oferta gastronómica a través de los innumerables restaurantes y bares de moda de Madrid establecidos en sus calles.",True,good,False,True,12975.0,True,True,False,True,[],False,True,2050000.0,€,True,True,flat,"Trafalgar, Madrid",Ático en calle de Manuel González Longoria,Top+,penthouse,,,,
