propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108525562,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/c6/81/1347492138.webp,59543,51,9,4000000.0,penthouse,sale,372.0,True,5,5,calle del Marqués de Urquijo,Madrid,Madrid,Moncloa,es,Argüelles,40.4296558,-3.7162448,False,https://www.idealista.com/inmueble/108525562/,"Ana Gómez de la Serna de GV | ROSALES comercializa el siguiente inmueble: En una de las calles más representativas de Rosales, con vistas privilegiadas sobre Casa de Campo y en edificio representativo de la zona, espectacular ático de 372 metros cuadrados lleno de luz natural gracias a sus enormes ventanales que le aporta una enorme energía, y es además único en su planta lo que le da absoluta privacidad.  Asimismo cuenta con una excelente distribución, que hace de este ático un hogar muy confortable. Las estancias son muy amplias, destacando el salón y el cuarto principal con salida directa a la espaciosa terraza. Sin duda. reúne privacidad y exclusividad! **CON INQUILINO HASTA SEPTIEMBRE 2026**  SE ADJUNTA PLANO Distribución: Entrada con aseo de cortesía. Salón, comedor y despacho.  Cuarto de dormir principal en suite con vestidor y cuarto de baño incorporados.  Cuarto de dormir con baño incorporado y otros dos cuartos comparten un baño. Cocina con office, cuarto de servicio con cuarto baño.  Plaza de garaje y trastero.  Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,True,10753.0,True,False,False,False,[],False,False,4000000.0,€,True,True,flat,penthouse,"Argüelles, Madrid",Ático en calle del Marqués de Urquijo,Top,,,,,
107746806,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/cb/06/1339386852.webp,14255,45,,1800000.0,chalet,sale,283.0,,4,5,calle la Pinilla,Madrid,Madrid,Moncloa,es,Aravaca,40.4549651,-3.776508,False,https://www.idealista.com/inmueble/107746806/,"Alejandra López de GV | ARAVACA comercializa el siguiente inmueble: Pareado en venta en la prestigiosa colonia Diplomáticos.  283 metros cuadrados construidos distribuidos en 4 plantas y 198 metros cuadrados de parcela con piscina. Reforma realiza por un prestigioso estudio de arquitectura utilizando materiales inmejorables y consiguiendo el máximo aprovechamiento de la vivienda. Muy luminoso. Chimenea. Suelo radiante y aire acondicionado Aerotermia. Distribución: Planta principal: Cuarto de baño de invitados. Cocina integrada al salón con chimenea. Comedor, todo abierto a una terraza que da a la piscina. Primera planta: Tres cuartos de dormir con cuarto de baño en suite. Planta bajo cubierta: Diáfana. Amplia terraza con vistas espectaculares. Planta sótano: Cuarto de dormir con cuarto de baño en suite. Cuarto de lavandería. Trastero. Garaje con capacidad para 2 coches. Esta información no tiene carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,,6360.0,True,False,False,False,[],False,False,1800000.0,€,True,True,chalet,semidetachedHouse,"Aravaca, Madrid",Chalet pareado en calle la Pinilla,Top,,,,,
107680388,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/dd/37/1352483632.webp,10,12,,1095000.0,chalet,sale,317.0,,5,5,"calle Cosme Damián Churruca, 2",Madrid,Boadilla del Monte,Cortijo Sur,es,,40.4259397,-3.9202067,True,https://www.idealista.com/obra-nueva/107680388/,"Nueva Promoción en El Pastel, Boadilla Infinity II  Presentamos Boadilla Infinity II, la nueva promoción de Asentis en Boadilla del Monte, tras el éxito de Boadilla Infinity I. Esta exclusiva promoción consta de 14 chalets pareados, diseñados para ofrecer el máximo confort y privacidad a toda la familia.  Ubicada en la prestigiosa zona de El Pastel, en Boadilla Infinity II podrás disfrutar de una vida rodeada de naturaleza y con una amplia oferta de servicios a tu disposición: farmacias, supermercados, colegios y zonas verdes, garantizando una vida cómoda y práctica.  Cada chalet, cuenta con una superficie construida de más de 315 m² y amplias zonas exteriores privadas de más 240 m², que incluyen una piscina privada, ideal para disfrutar de momentos inolvidables con familiares y amigos en total privacidad.  Estos hogares de lujo cuentan con 5 dormitorios distribuidos en tres plantas, maximizando el espacio y la funcionalidad. Destaca su salón de doble altura que conecta visualmente con la planta superior, ofreciendo un diseño contemporáneo y elegante.  No podemos olvidar el espacio multifuncional de más de 65 m² en la tercera planta. Gracias al patio inglés, disfrutarás de abundante luz natural, ideal para crear una oficina, un gimnasio o una sala de juegos, donde toda la familia podrá disfrutar. Llámanos y reserva tu cita para descubrir todos los detalles de esta exclusiva promoción.",True,newdevelopment,True,,3454.0,True,False,False,False,[],False,False,1095000.0,€,True,True,chalet,semidetachedHouse,"Cortijo Sur, Boadilla del Monte","Chalet pareado en calle Cosme Damián Churruca, 2",Top,False,,,,
106461589,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/a4/cb/1283594705.webp,100003,54,,2990000.0,chalet,sale,700.0,,6,6,paseo del Embajador,Madrid,Ciudalcampo,,es,,40.6175996,-3.5974181,False,https://www.idealista.com/inmueble/106461589/,"Cristina Torras de GV | CIUDALCAMPO comercializa el siguiente inmueble:  Descubre el Hogar de Tus Sueños.. . Espectacular casa de lujo en Ciudalcampo, diseñado para ofrecer el máximo confort y sofisticación en cada rincón. Con una extensión de 700 m² construidos, esta propiedad es el epítome de la elegancia moderna. Ubicación: Ciudalcampo, una de las zonas más exclusivas y seguras, rodeada de naturaleza y a un paso de la ciudad. ¡No dejes pasar esta oportunidad única de vivir en una casa que combina lujo, tecnología y comodidad en un entorno privilegiado! Contáctanos para más información y concertar una visita privada. Distribución:  Planta Principal: Impresionante Hall de entrada. Aseo de invitados. Amplio salón-comedor, ideal para reuniones familiares. Despacho, perfecto para trabajar desde casa. Dormitorio de invitados con baño completo. Cocina de alta gama con electrodomésticos Gaggenau y office. Despensa. Habitación de servicio con baño privado. Primera Planta: Dormitorio principal con baño en suite y vestidor amplio. Tres habitaciones adicionales. Dos baños completos. Planta Baja: Gran garaje con capacidad para varios vehículos. Trastero espacioso. Habitación polivalente, ideal para un gimnasio o un cine en casa. Tecnología y Confort: Casa domotizada (Smart House) para un control eficiente de todas las funciones del hogar. Sistema de aerotermia con suelo radiante frío/calor para el máximo confort durante todo el año. Exteriores: Extenso jardín privado. Piscina con sistema de clorado salino. Pool House, el complemento perfecto para tus días de verano. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,,4271.0,True,False,False,False,[],False,False,2990000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en paseo del Embajador,Top,,,,,
108728742,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/b1/a5/1353384732.webp,3ºE,14,3,980000.0,flat,sale,83.0,True,2,2,"calle Andrés Mellado, 90",Madrid,Madrid,Chamberí,es,Gaztambide,40.4384955,-3.7139324,True,https://www.idealista.com/obra-nueva/108728742/,"Viviendas de 1 y 2 dormitorios en Andrés Mellado 90. Creado para quienes buscan la máxima calidad, confort y distinción en cada detalle. Esta exclusiva vivienda de 83 m² se encuentra en la tercera planta y cuenta con 2 dormitorios. La vivienda es muy luminosa gracias a sus grandes ventanales orientados al jardín de la urbanización El acceso a la vivienda se realiza a través de un amplio hall que nos conduce al salón, muy luminoso por sus ventanales con vistas al jardín comunitario. Al otro lado del salón encontramos la cocina abierta que proporciona amplitud a la estancia. Un distribuidor nos lleva a la zona de noche donde se ubican dos dormitorios, ambos con baño en suite. Pero eso no es todo. La vivienda también ofrece acceso a zonas comunes de alta calidad, incluyendo: - Portal de acceso - Ascensores - Escaleras - Garaje comunitario - Trasteros - Zonas ajardinadas con piscina - Gimnasio - Portería Disfruta de la mejor calidad de vida en el corazón de Madrid. Contáctanos para obtener más información y programar una visita. ¡Andrés Mellado 90, la vivienda de lujo que siempre has soñado!",False,,True,True,11807.0,True,False,False,False,[],False,False,980000.0,€,True,True,flat,,"Gaztambide, Madrid","Piso en calle Andrés Mellado, 90",Top,False,,,,
108816794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/21/7c/1357892302.webp,2904ecfa-0c78-44ae-9141-330430452123,32,bj,314900.0,flat,sale,80.0,True,2,1,plaza Mariano Lanuza,Madrid,Madrid,Latina,es,Puerta del Ángel,40.4068176,-3.7410469,False,https://www.idealista.com/inmueble/108816794/,"Descubre este encantador piso en venta en Puerta del Ángel. Con una superficie de 80 m², este hogar ofrece un espacio cómodo y bien distribuido. Dispone de 2 dormitorios acogedores y 1 baño, ideal para familias o parejas. En buen estado, el piso cuenta con aire acondicionado y bomba de calor/frío, asegurando un ambiente confortable durante todo el año. La orientación exterior garantiza abundante luz natural, creando un ambiente cálido y acogedor. Perfectamente ubicado cerca de servicios, transporte público y áreas verdes, este piso es una oportunidad única para aquellos que buscan comodidad y accesibilidad en un entorno urbano. No pierdas la oportunidad de visitar este magnífico hogar. Contacta a Artem para más detalles y concertar una visita.",True,good,False,False,3936.0,True,True,False,False,[],False,False,314900.0,€,,,flat,,"Puerta del Ángel, Madrid",Piso en plaza Mariano Lanuza,Top,,325000.0,10100.0,3.0,
108728731,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/d9/0c/1353384444.webp,2ºE,14,2,970000.0,flat,sale,83.0,True,2,2,"calle Andrés Mellado, 90",Madrid,Madrid,Chamberí,es,Gaztambide,40.4384955,-3.7139324,True,https://www.idealista.com/obra-nueva/108728731/,"Viviendas de 1 y 2 dormitorios en Andrés Mellado 90. Creado para quienes buscan la máxima calidad, confort y distinción en cada detalle. Esta exclusiva vivienda de 83 m² se encuentra en la segunda planta y cuenta con 2 dormitorios. La vivienda es muy luminosa gracias a sus grandes ventanales orientados al jardín de la urbanización El acceso a la vivienda se realiza a través de un amplio hall que nos conduce al salón, muy luminoso por sus ventanales con vistas al jardín comunitario. Al otro lado del salón encontramos la cocina abierta que proporciona amplitud a la estancia. Un distribuidor nos lleva a la zona de noche donde se ubican dos dormitorios, ambos con baño en suite. Pero eso no es todo. La vivienda también ofrece acceso a zonas comunes de alta calidad, incluyendo: - Portal de acceso - Ascensores - Escaleras - Garaje comunitario - Trasteros - Zonas ajardinadas con piscina - Gimnasio - Portería Disfruta de la mejor calidad de vida en el corazón de Madrid. Contáctanos para obtener más información y programar una visita. ¡Andrés Mellado 90, la vivienda de lujo que siempre has soñado!",False,,True,True,11687.0,True,False,False,False,[],False,False,970000.0,€,True,True,flat,,"Gaztambide, Madrid","Piso en calle Andrés Mellado, 90",Top,False,,,,
108686359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/d2/3f/1353440858.webp,Tauro 112,6,,599000.0,chalet,sale,261.0,,3,3,"calle Tauro, 120",Madrid,Móstoles,Sur,es,,40.3085724,-3.8501153,True,https://www.idealista.com/obra-nueva/108686359/,"Promoción de chalets individuales y pareados en el PAU Sur de Móstoles. Entrega prevista en el tercer trimestre de 2026. Obras ya iniciadas. Estas viviendas destacan por su alto confort, suelo refrigerado y calefactado mediante aerotermia, máxima eficiencia energética y excelentes calidades. Cuentan con parcelas de 250 m2 hasta 350 m2, tres dormitorios, dos baños y un aseo. La cocina se entrega amueblada e incluye horno, microondas y placa de inducción. El salón es amplio y muy luminoso. Disponen de un sótano con trastero, cuarto de instalaciones y zona de plancha. Incorporan ventanas de PVC bicolor con vidrios bajo emisivos, ladrillo klinker destonificado que requiere poco mantenimiento, suelos porcelánicos, preinstalación para la carga de coche eléctrico y terraza solárium. La ubicación es excelente, cerca del Parque Nelson Mandela y rodeada de zonas verdes, con colegios y todos los servicios cercanos. La promoción está desarrollada por una constructora con más de 50 años de experiencia, garantía de calidad y confianza. Se ofrecen facilidades de pago. Las imágenes publicadas son simulaciones orientativas que pueden sufrir modificaciones por motivos técnicos, comerciales o legales. También se incluyen algunas fotografías de nuestra última promoción en Móstoles, Villa Parque Liana, con calidades similares aunque diseño diferente. Solicite más información, planos y memoria de calidades sin compromiso.",False,newdevelopment,True,,2295.0,True,False,False,False,[],False,False,599000.0,€,True,True,chalet,semidetachedHouse,"Sur, Móstoles","Chalet pareado en calle Tauro, 120",Top,False,,,,
109007221,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/4b/05/1361520100.webp,82602,43,3,229900.0,flat,sale,65.0,True,3,1,"calle de Enciso, 10",Madrid,Madrid,Vicálvaro,es,Ambroz,40.4064809,-3.6144662,True,https://www.idealista.com/inmueble/109007221/,"TengoTuCasa presenta esta vivienda con ascensor en Vicálvaro, situada en una zona con todos los servicios a tu alcance: comercios, supermercados, zonas verdes y una variada oferta gastronómica. Se distribuye en un salón muy luminoso, amplia cocina, tres dormitorios (uno doble y dos individuales) y un baño completo con bañera y toallero calefactable. Es totalmente exterior, lo que garantiza luz natural durante todo el día. Cuenta con agua caliente eléctrica, suelos de tarima, ventanas de aluminio y paredes con pintura lisa. Necesita actualización, lo que te permitirá adaptarla a tu estilo y necesidades. Ubicada en un entorno residencial tranquilo, próxima al casco histórico de Vicálvaro, dispone del Centro Comercial Vicálvaro y parques como el de la Maceta y el de la Vicalvarada a pocos minutos. También cuenta con supermercados como Mercadona y Lidl, y restaurantes como el Mesón El Candil, Cervecería La Sureña, 100 Montaditos, Burger King o KFC. Además, está a tan solo cinco minutos de la Universidad Rey Juan Carlos. Las comunicaciones son excelentes: estación de metro Vicálvaro (Línea 9), varias líneas de autobús (4, 100, 106, 130 y E3 exprés al centro), rápido acceso a la M-40, A-3 y R-3, y estación de Cercanías Vicálvaro (líneas C2 y C7) con conexión directa a Atocha. No pierdas la oportunidad de conocer esta vivienda. Llama ahora y solicita tu visita. TengoTuCasa, La Inmobiliaria de las 3.000 reseñas.",False,renew,False,True,3537.0,True,False,False,False,[],False,False,229900.0,€,,,flat,,"Ambroz, Madrid","Piso en calle de Enciso, 10",Top,,,,,
104379389,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/df/ee/1225679573.webp,,16,,2950000.0,chalet,sale,447.0,,4,3,"calle de Bueso de Pineda, 76",Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4565199,-3.6514741,True,https://www.idealista.com/obra-nueva/104379389/,"Obras iniciadas a comienzos de febrero de 2025. En el corazón de Arturo Soria, una de las zonas más tranquilas y exclusivas de Madrid, se despliega Bueso Pineda Collection, un enclave donde el arte de vivir alcanza una nueva dimensión. Tres villas únicas, diseñadas para quienes buscan un espacio que va más allá de la vivienda tradicional, invitándote a un viaje sensorial y emocional, donde cada detalle es un reflejo de la excelencia.  Con una ubicación privilegiada que combina la serenidad de un entorno residencial con la comodidad de una conexión inmejorable al centro de la ciudad, estas residencias se erigen como un símbolo de sofisticación y bienestar. Alrededor, la vida se facilita con colegios de renombre, hospitales de prestigio y servicios esenciales, poniendo al alcance de la mano lo mejor de Madrid.  Cada villa, un refugio de diseño exclusivo, ofrece la intimidad de un jardín privado, la frescura de una piscina propia y la amplitud de un solárium con opción a jacuzzi, creando un escenario perfecto para momentos inolvidables. La vida aquí es una obra de arte, desde el amanecer hasta el anochecer, en espacios que celebran la doble altura, la luz y la armonía.  Los interiores, donde la grandeza se encuentra con el detalle, presentan acabados de máxima calidad. Suelos de gres porcelánico de gran formato y cocinas equipadas con lo último en tecnología se complementan con un sistema de domótica, creando un hogar que no solo es seguro y conectado, sino también un santuario de confort y estilo.  En Bueso Pineda Collection, la sostenibilidad se une al confort a través de un innovador sistema de climatización por suelo radiante/refrescante y aerotermia para agua caliente, garantizando un ambiente acogedor con un impacto reducido en el medioambiente.  Descubre un mundo donde cada detalle es una invitación a vivir tus sueños. Bueso Pineda Collection no es solo un lugar para vivir; es un espacio para ser, para crecer y para maravillarte. Te invitamos a explorar estas villas exclusivas, donde cada elemento te acerca más a la casa de tus sueños.  Bienvenido a Bueso Pineda Collection, tu próximo hogar.",False,newdevelopment,True,,6600.0,True,False,False,False,[],False,False,2950000.0,€,True,True,chalet,semidetachedHouse,"Conde Orgaz-Piovera, Madrid","Chalet pareado en calle de Bueso de Pineda, 76",Top,False,,,,
