propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108199229,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/a1/d4/1336888467.webp,,32,1,460000.0,flat,sale,73.0,True,3,2,"calle de Palermo, 28",Madrid,Madrid,Hortaleza,es,Canillas,40.459072,-3.6488675,True,https://www.idealista.com/inmueble/108199229/,"Vivienda de unos 73 m2 de tres dormitorios y dos cuartos de baño completos ubicada en zona inmejorable, muy cerca de Avenidas de nivel como Arturo Soria, la Calle Silvano o Calle Moscatelar. La vivienda en primera planta sin ascensor consta de tres dormitorios muy amplios, uno principal y dos dobles con espacio para dos camas y un escritorio, los tres dormitorios con armarios empotrados completamente revestidos y con puertas de diseño exclusivo, completamente integradas en la habitación.  La carpintería exterior es de PVC con gran cámara de aire y oscilobatientes, proporcionando a la vivienda gran aislamiento térmico y acústico. Ahorrando así, en calefacción, la cual es por caldera de gas independiente y por radiadores de aluminio.  El suelo de la vivienda es laminado mientras que en los baños y cocina es suelo porcelánico tanto en el suelo como en paredes. Paredes lisas, instalación eléctrica completamente renovada, instalación de fontanería y gas también renovadas. La vivienda cuenta con mucha luz natural gracias a sus grandes ventanales.   La cocina con un diseño muy moderno tiene una gran encimera de silestone, campana decorativa, placa de inducción y electrodomésticos de alta gama. Los dos baños cuentan con plato de ducha y de diseño muy actual y acorde al conjunto de la vivienda. En el salón comedor tenemos aire acondicionado mientras que las tres habitaciones disponen de ventilador de techo, cuyas aspas se ocultan mientras está apagado. La vivienda está para entrar a vivir no hay que retocar nada, tan solo amueblarla, ya que se entrega vacía de mobiliario. Aunque es un primero sin ascensor, solo tiene un tramo de escalera, con lo cual no supone ningún esfuerzo acceder a la vivienda. El edificio en sí solo tiene un vecino en la planta superior. La vivienda se encuentra en una zona residencial muy tranquila, con todo tipo de servicios y muy bien comunicada, con acceso a 10 minutos de la M-30 y de la M-40. El metro más cercano que está a cinco minutos caminando es el Metro Esperanza y a 12 minutos andando el Metro Arturo Soria y varios autobuses: Línea 11 (Marqués de Viana – Barrio Blanco) Linea 70 (Plaza Castilla – Alsacia) Linea 73 (Diego de León – Feria de Madrid) Tenemos a 5 minutos andando Carrefour Market, Supermercado Dia, a 5 minutos en coche el Centro Comercial Palacio de Hielo y a 10 minutos el Hipercor Campo de las Naciones Muy próximo se encuentran colegios como el Liceo Francés, el Colegio Enseñanza e Instituto Esperanza y Colegio Internacional Británico Hastings Nexus - MM8. A 10 minutos andando Gimnasios como My Time, Basic Fit y Centro de Pilates Studio Zonna, varios Restaurantes, Farmacia, etc. Es una zona en constante desarrollo ya que hay casas bajas que se están convirtiendo en promociones nuevas, lo que le da un valor añadido a dicha zona.  El piso actualmente se encuentra alquilado con contratos de temporada que vencen a finales de Agosto de 2025, aportando a la vivienda una renta mensual de entorno a los 2.000 €, siendo muy rentable para inversores. Igualmente es una vivienda ideal para la familia de dos o tres hijos por su ubicación, servicios en la zona y distribución de la misma.",True,good,False,False,6301.0,True,False,True,False,[],False,False,460000.0,€,,,flat,"Canillas, Madrid","Piso en calle de Palermo, 28",,,,,,
108482782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/2a/d7/1346266623.webp,,33,,325000.0,chalet,sale,117.0,,4,3,calle Mesón,Madrid,Moralzarzal,Zona Centro,es,,40.6818728,-3.9728686,False,https://www.idealista.com/inmueble/108482782/,"POSIBILIDAD DE FINANCIACION AL 100% DE SU PRÉSTAMO HIPOTECARIO. La agencia inmobiliaria en Moralzarzal - Tecnocasa Estudio Moralzarzal SLU te ofrece situado en el corazón de la localidad, a escasos metros de la plaza del Ayuntamiento, la estación de autobuses y todos los servicios, este chalet pareado de 117 m2 construidos y 114 m2 útiles que ofrece una oportunidad única para quien busca una vivienda sólida, bien cuidada y con muchísimas posibilidades de actualización. La casa se organiza en dos plantas y cuenta con un amplio patio delantero de unos 20 m2 completamente solado, desde donde se accede a una terraza exterior que precede la entrada principal. Al ingresar, encontramos un recibidor con acceso al aseo de cortesía y la escalera a la planta superior. Desde allí, se abre paso al salón: un espacio amplio, muy luminoso, con estufa de leña y salida directa al jardín trasero mediante ventanal. El jardín, también totalmente solado, cuenta con casi 60 m2 y con zona de almacenaje. El mismo se conecta con el patio delantero a través de un pasillo lateral, rodeando la casa y aportando una fantástica sensación de amplitud y funcionalidad. La cocina, alargada y con gran capacidad de almacenaje, recorre toda la longitud del salón dando mucha comodidad en el día a día, así como favoreciendo una posible redistribución abierta si se desea una reforma más moderna. En la planta superior, un pasillo distribuye cuatro dormitorios dobles, todos exteriores, con armarios empotrados y excelente entrada de luz natural. Dos de los dormitorios se sitúan a cada lado del pasillo, perfectos para familias numerosas o para quienes buscan espacio adicional para despacho o invitados. Completan esta planta dos baños completos con ventana y bañera. La vivienda fue construida en 1978 y se conserva en muy buen estado de mantenimiento. Aunque se encuentra en su estado original, cuenta con importantes mejoras realizadas: se instalaron ventanas de PVC con doble acristalamiento tipo Climalit sobre las originales de aluminio, y se dotó a toda la vivienda de calefacción mediante caldera de gas propano canalizado, con radiadores instalados en todas las estancias. Una casa con alma, con buena base estructural, excelente distribución y una ubicación privilegiada, ideal para quienes valoran el espacio exterior, la tranquilidad de una zona residencial y la cercanía a todo.",True,renew,False,,2778.0,True,False,False,False,[],False,False,325000.0,€,,,chalet,"Zona Centro, Moralzarzal",Chalet pareado en calle Mesón,,,,semidetachedHouse,,
108999062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/aa/ff/1361283825.webp,,30,bj,235000.0,flat,sale,65.0,True,2,2,calle de Alejandro Morán,Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3873269,-3.7332295,False,https://www.idealista.com/inmueble/108999062/,"Nueva Lega Servicios Inmobiliarios les ofrece esta ocasión de inversión, con la rentabilidad garantizada desde el primer día. También con la opción de la venta sin inquilinos.    Renta actual por las dos apartamentos, son 1.500€ mensual.  Se encuentra en la planta baja, altura más alta del nivel de suelo, no al ras de la calle. Cuenta con 65m2 de superficie construida, 59m2 del piso. Suelo de tarima flotante y gres, paredes en gotele, ventanas de climalit normal, el piso cuenta con techos altos, de unos 3m, originalmente era de 3.6m. Actualmente está dividido en dos apartamentos independientes, con la entrada compartida.  Ambos con la misma distribución, cocina abierta, baño independiente, dormitorio con cama de matrimonio, aire acondicionado, armario y mesa de escritorio. Finca con sistema de cámara de seguridad, aportando la tranquilidad para todos los vecinos. Ubicación excelente, a un paso de las calles más concurridas como Calle Oca, General Ricardos, Valle de Oro, donde están todo tipo de comercios alrededor. Oficina de Correos en frente. Conexión con el medio de transporte inmejorable, está a 450m del Metro L5 y L6 Oporto, diversas líneas de autobuses como: 34, 35, 55, 81, 108, 118, las interurbanas 481, 484, 486, y Búho N16, N17, N26. Ven a conocerlo, te ayudamos con la financiación. Cuota de Comunidad: 55€ Cuota de IBI: 270€ aprox. Próxima ITE: 31-12-2028.",True,good,False,False,3615.0,True,False,False,False,[],False,False,235000.0,€,,,flat,"Puerta Bonita, Madrid",Piso en calle de Alejandro Morán,,,,,,
106223682,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/7a/e3/1327366280.webp,,19,3,290000.0,flat,sale,44.0,False,1,1,"calle de Isabel la Católica, 11",Madrid,Madrid,Centro,es,Palacio,40.4213297,-3.7093026,True,https://www.idealista.com/inmueble/106223682/,"¡Descubre tu nuevo hogar en pleno corazón de la ciudad! Vendemos dos apartamentos mas en la misma finca. (Segunda y primera planta) Este increíble piso, ubicado en la tercera planta y a tan solo 30 metros de la famosa Gran Vía, te ofrece todo lo que necesitas para disfrutar de la vida urbana con máximo confort y estilo.  Con 45 m² de espacio perfectamente distribuido, este luminoso apartamento cuenta con un acogedor dormitorio independiente, un salón comedor ideal para relajarte y una cocina completamente equipada. El baño, moderno y funcional, ha sido diseñado para tu comodidad. Además, el apartamento está amueblado con gusto y cuenta con electrodomésticos de alta calidad, incluyendo una pantalla de TV de 50"" para tus momentos de ocio.  Para que disfrutes todo el año, el aire acondicionado en el salón y el dormitorio garantiza el clima perfecto en cualquier estación. El edificio, con una fachada remodelada en 1981, está en excelentes condiciones y cuenta con ascensor, facilitando tu acceso al hogar.  Los armarios empotrados ofrecen un práctico almacenamiento, mientras que la calefacción por bomba de frío/calor y gas natural asegura que siempre te sientas cómodo. Esta es la oportunidad perfecta tanto si buscas una inversión rentable como si deseas un hogar donde empezar tu nueva etapa.  ¡No dejes pasar la oportunidad de vivir en una ubicación inmejorable, con todas las comodidades que necesitas! ¡Ven a visitarlo y empieza a imaginar tu vida aquí!",True,good,False,True,6591.0,True,False,False,False,[],False,False,290000.0,€,,,flat,"Palacio, Madrid","Piso en calle de Isabel la Católica, 11",,,,,,
108828212,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/e0/ce/1356312594.webp,15945,16,5,1239000.0,flat,sale,95.0,True,2,2,calle de Hermosilla,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4272351,-3.6729868,False,https://www.idealista.com/inmueble/108828212/,"BARRIO SALAMANCA / GOYA  Ubicado en la codiciada zona de Salamanca, este piso en la quinta planta de un edificio con ascensor es la combinación perfecta de diseño y funcionalidad. Con 95 m² construidos (75 m² útiles), este espacio ha sido pensado para maximizar la comodidad y el estilo. Al entrar, te recibirán dos dormitorios luminosos, ideales tanto para descansar como para trabajar desde casa. Los armarios empotrados optimizan el espacio, y cada detalle ha sido cuidadosamente seleccionado para garantizar un ambiente acogedor y acogedor. La habitación principal cuenta con su baño en suite, ofreciendo privacidad y confort. El segundo baño, igualmente moderno, está situado estratégicamente para mayor comodidad. La cocina, completamente amueblada y equipada. Con suficiente espacio de almacenamiento. El día a día en el barrio de Salamanca es todo un lujo, rodeado de comercios exclusivos y restaurantes de primer nivel. Esta zona no solo se caracteriza por su elegancia, sino también por su vitalidad cultural, con museos y espacios artísticos a pocos pasos. No faltan las plazas y parques donde relajarte después de un ajetreado día.   En cuanto a la conectividad, las excelentes conexiones de transporte te permiten moverte con facilidad por la ciudad. Ya sea que necesites ir al trabajo, visitar amigos o explorar otras áreas de Madrid, la ubicación es insuperable. En el precio están excluidos el impuesto sobre transmisiones patrimoniales y los gastos sobre notaria y registro de la propiedad.",False,good,False,True,13042.0,True,False,False,False,[],False,False,1239000.0,€,,,flat,"Goya, Madrid",Piso en calle de Hermosilla,,,,,,
108729703,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/9f/0d/1353423608.webp,10544,23,2,318000.0,flat,sale,103.0,True,3,2,calle Teresa de Calcuta,Madrid,Valdemoro,Hospital,es,,40.2023868,-3.690424,False,https://www.idealista.com/inmueble/108729703/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. ¿Te imaginas disfrutando de tu hogar en propiedad en una excelente ubicación en Valdemoro? ¡Testa Homes lo hace realidad! *La vivienda y fotos publicadas corresponden a una vivienda tipo, para más información consulte a su gestor comercial. Amplia vivienda sin amueblar de 103 m² construidos en Valdemoro, ideal para familias que buscan espacio, seguridad y comodidad. Consta de 3 dormitorios con armarios empotrados en cada estancia, 2 baños completos con muebles y mamparas, y una cocina totalmente amueblada y equipada con electrodomésticos de primeras marcas. Los suelos de tarima y la puerta de seguridad aportan calidez y tranquilidad. Incluye plaza de garaje y trastero en el precio. Vivienda apta para mascotas, pensada para que cada miembro del hogar tenga su espacio. La finca privada ofrece zonas comunes modernas y renovadas que elevan la experiencia residencial. Piscina comunitaria de agua salada, amplias zonas verdes, área de juegos infantiles, pista de pádel, ascensor y servicio de portería física, todo cuidadosamente diseñado para el bienestar diario de sus residentes. Ubicada en la zona norte de reciente creación en Valdemoro, perfectamente comunicada con la A-4. En sus alrededores encontrarás supermercados, locales de ocio y restauración, centros educativos, centros de salud y zonas deportivas. Un enclave residencial completo y funcional que combina calidad de vida y conectividad. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Viviendas sujetas a disponibilidad y viviendas no amueblada. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,True,3087.0,False,False,False,False,[],False,False,318000.0,€,True,True,flat,"Hospital, Valdemoro",Piso en calle Teresa de Calcuta,,,,,,
106805359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/1b/fe/1294558001.webp,,15,6,200000.0,penthouse,sale,34.0,False,1,1,calle de la Princesa s/n,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4292119,-3.7151702,True,https://www.idealista.com/inmueble/106805359/,"¡Oportunidad única en Calle Princesa Argüelles! Descubre este encantador piso de 34 m², actualmente alquilado, ideal para quienes buscan un espacio acogedor en una ubicación privilegiada. Situado en una tranquila calle, este apartamento es perfecto tanto para estudiantes como para profesionales que desean disfrutar de la vida urbana. Características del piso: - Superficie: 34 m² bien distribuidos. - Habitaciones: Espacio luminoso y versátil que se puede adaptar a tus necesidades. - Cocina: Cocina equipada con lo esencial, perfecta para preparar tus comidas favoritas. - Baño: Baño completo, funcional y cómodo. - Estado: Actualmente alquilado, lo que lo convierte en una excelente opción para inversores. Descripción de la zona: La Calle Princesa Argüelles se encuentra en un barrio vibrante y lleno de vida. La zona cuenta con una amplia oferta de servicios, incluyendo supermercados, cafeterías y restaurantes, donde podrás disfrutar de la gastronomía local. Además, está bien comunicada con el transporte público, facilitando el acceso a otras partes de la ciudad. Los parques cercanos ofrecen un espacio ideal para relajarse y disfrutar del aire libre. Este piso es una excelente opción para quienes buscan un hogar práctico y cómodo en una ubicación inmejorable. ¡No pierdas la oportunidad de visitarlo! Para más información o para agendar una visita, ¡contáctanos!",False,good,False,True,5882.0,True,False,True,False,[],False,False,200000.0,€,,,flat,"Malasaña-Universidad, Madrid",Ático en calle de la Princesa s/n,,,,penthouse,,
108440359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/60/5f/1344935543.webp,LF122,34,2,500000.0,flat,sale,139.0,True,4,2,calle de Troya,Madrid,Madrid,San Blas,es,Canillejas,40.4388914,-3.6109193,False,https://www.idealista.com/inmueble/108440359/,"Se VENDE piso exterior con terraza ubicado en Canillejas. Características: - 4 habitaciones con armarios empotrados. - 2 baños completos. - Orientación este y oeste. - Terraza de 4m². - Cocina con tendedero. - Calefacción individual de gas natural. - Agua caliente: gas natural. - Plaza de garaje para coche grande. - Trastero de 12m². La finca dispone de portero automático. Zona con todos los servicios (supermercados, farmacia, centro cultural, ferretería, colegios, iglesia, biblioteca, entre otros). Vivienda con muy buena comunicación. A 15min. andando del Estadio Metropolitano. A 10min. del Metro Estación Las Musas / Línea 7 y a menos de 15min. de la estación Torre Arias / Línea 5. Dispone de diferentes líneas de autobús EMT a su servicio (Líneas: 28-38-48-140-153-167-N5) e interurbanos. Contáctanos para visitarlo sin compromiso.",True,good,False,True,3597.0,True,False,False,False,[],False,False,500000.0,€,True,True,flat,"Canillejas, Madrid",Piso en calle de Troya,,,,,,
108944599,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/4e/32/1359670200.webp,,49,2,1200000.0,flat,sale,140.0,True,3,3,calle de San Vicente Ferrer,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4268499,-3.7053116,False,https://www.idealista.com/inmueble/108944599/,"TERESA ELIAS OFRECE VIVIENDA DE LUJO REFORMADA CON SIETE BALCONES EN FINCA CLASICA EN ESQUINA EN MALASAÑA! En pleno corazón del vibrante y cosmopolita barrio de Malasaña, se encuentra esta espectacular vivienda exterior, completamente reformada, ubicada en una elegante finca clásica de esquina con ascensor. Su privilegiada posición y sus siete balcones distribuidos en dos fachadas con orientación suroeste le otorgan una luminosidad excepcional y un encanto único. La zona de día está diseñada en concepto abierto, con un salón-comedor que combina líneas modernas con materiales cálidos, como sus suelos de madera y una cuidada paleta de tonos neutros. La cocina, completamente equipada con electrodomésticos premium, se integra armónicamente al espacio gracias a una isla central que permite delimitar ambientes sin perder amplitud. Los acabados en blanco y madera refuerzan la sensación de diseño y funcionalidad. La zona de noche se compone de un dormitorio principal en suite con vestidor independiente y baño privado, y dos amplios dormitorios exteriores, ambos con balcones a la calle y armarios empotrados, que comparten un baño completo. La vivienda incluye además un aseo de cortesía y un práctico cuarto de lavado independiente con lavadora y secadora. Entre sus calidades destacan la climatización individual por aire acondicionado y radiadores, carpintería de calidad, y un trastero incluido en el precio. El edificio, con solo dos viviendas por planta, garantiza privacidad y tranquilidad en una de las zonas más auténticas y con mayor personalidad de Madrid. Gastos de comunidad: aprox. 150 € IBI anual: 936 € ITE del edificio aprobada: Sí No tiene licencia turística  No hay derramas.",False,good,False,True,8571.0,True,False,False,False,[],False,False,1200000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de San Vicente Ferrer,1230000.0,30000.0,2.0,,,
108497225,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/06/b4/1347561338.webp,XBMADOOO24C,35,bj,229500.0,flat,sale,80.0,True,3,1,calle de Francia,Madrid,Fuenlabrada,Fuenlabrada II - El Molino,es,,40.2859284,-3.8100812,False,https://www.idealista.com/inmueble/108497225/,"Piso en venta en Fuenlabrada – Zona Parque Europa  Agencia Inmobiliaria Xanadú by Jesús Heredia -zona Madrid-Fuenlabrada-Parque Europa-Hospital de Fuenlabrada. VENDE piso en buen estado, ideal para familias, junto al Parque de la Solidaridad, una de las zonas verdes más destacadas de Fuenlabrada. Bien comunicado, con servicios, colegios, centros comerciales y transporte público en las inmediaciones. � Distribución: Recibidor-hall 3 dormitorios Salón con acceso a terraza cerrada Cocina 1 baño completo Trastero � Características: Vivienda para entrar a vivir Suelos de parquet (excepto cocina y baño, que son de gres) Agua caliente y calefacción por gas natural Ventanas del salón de aluminio lacado en blanco con doble acristalamiento Resto de ventanas en aluminio gris con cristal simple Puerta exterior sencilla con varias cerraduras de seguridad Puertas interiores de madera lacadas en sapelli Instalación eléctrica de origen Tuberías del agua cambiadas hace aproximadamente 25 años � Comunicaciones: Autobuses interurbanos (líneas 492 y 497 – Empresa Martín) Renfe Cercanías Fuenlabrada Central (Línea C-5) MetroSur – Estación Parque Europa Acceso rápido a M-50, A-42 y A-5 �️ A un paso de dos grandes centros comerciales: Plaza de la Estación y Fuenlabrada II � Vive junto a uno de los principales pulmones verdes de la ciudad: el Parque de la Solidaridad � Para más información o visitas, no dude en contactarnos. En Xanadú Inmobiliaria le atenderá un equipo profesional, con experiencia y disponibilidad en un amplio horario comercial.",False,good,False,False,2869.0,True,False,False,False,[],False,False,229500.0,€,,,flat,"Fuenlabrada II - El Molino, Fuenlabrada",Piso en calle de Francia,,,,,,
108533779,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/d6/3d/1352333542.webp,3250-04542,17,-1,185000.0,flat,sale,37.0,False,1,1,"CL ACACIAS, 9",Madrid,Madrid,Arganzuela,es,Acacias,40.4039698,-3.7042122,True,https://www.idealista.com/inmueble/108533779/,"Atención pareja joven, single, estudiante, quieres vivir en el centro de Madrid? No necesita reforma. Para entrar a vivir. Típica Corrala Madrileña. Piso bajo. Justo en el patio. Descubre este acogedor piso de 36 m², completamente reformado, ubicado en el Paseo de las ACACIAS, en una de las zonas más auténticas, vibrantes y con mayor proyección del centro de Madrid. Ubicado en una AUTÉNTICA CORRALA MADRILEÑA, la vivienda cuenta con 1 dormitorio, 1 baño completo con ventana, plato de ducha y mampara, lo que garantiza una excelente ventilación natural y entrada de luz. La cocina está totalmente amueblada y equipada, lista para entrar a vivir. Dispone de calefacción y aire acondicionado por split, lo que asegura confort durante todo el año. A pesar de estar situada en planta baja, la vivienda es luminosa, gracias a sus ventanas oscilobatientes. � Ubicación privilegiada y excelente comunicación: A solo unos pasos del metro Embajadores (L3 y Cercanías Renfe). A 8 minutos andando de la estación de Atocha Renfe, con conexión AVE y larga distancia. Muy cerca de Madrid Río, Matadero Madrid, Casa Encendida, Mercado de San Fernando y el entorno cultural y gastronómico de Lavapiés. Perfectamente comunicado mediante metro, cercanías y autobuses. Fácil acceso a la M-30 y principales vías de entrada/salida de la ciudad. La rentabilidad media del alquiler en el distrito de Arganzuela supera la media nacional, ofreciendo excelentes retornos. Alquiler, ofreciendo una rentabilidad del 5,12%. Actualmente, el precio de la vivienda en Arganzuela crece a un ritmo de entre +18 % y +19 % anual (junio–mayo 2025). Este nivel lo sitúa entre los distritos de mayor revalorización de Madrid.  Reformado | Aire acondicionado y calefacción | Excelente ubicación | Luminoso | Alta rentabilidad. � ¡Contacta conmigo! SOLICÍTAME UNA VISITA personal. FINANCIACIÓN a tu alcance.",False,good,False,True,5000.0,False,False,False,False,[],False,False,185000.0,€,,,flat,"Acacias, Madrid","Piso en CL Acacias, 9",194000.0,9000.0,5.0,,,
107826848,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/22/eb/1325197941.webp,W-02ZFQK,10,3,1640000.0,flat,sale,135.0,True,2,2,de la Castellana,Madrid,Madrid,Chamartín,es,El Viso,40.4394441,-3.6884595,False,https://www.idealista.com/obra-nueva/107826848/,"Exclusivo proyecto residencial en El Viso Engel & Völkers presenta un exclusivo proyecto residencial en El Viso, en un edificio icónico de Gutiérrez Soto con fachada protegida, en una de las zonas más cotizadas de Madrid. Este desarrollo ofrece un concepto único de lujo, diseño y personalización. Las viviendas, de 2 a 4 dormitorios, destacan por sus grandes ventanales y amplias terrazas, que aportan luminosidad y una conexión constante con el exterior. Cada residencia es personalizable, permitiendo a los propietarios diseñar su hogar a medida, con acabados de Gunni & Trentino en la cocina y Villeroy & Boch en los baños, todo pensado para ofrecer el máximo confort y elegancia. El edificio cuenta con una amplia oferta de servicios, Valet parking, garantizando comodidad y eficiencia. Zona Wellness, un refugio de tranquilidad donde sumergirte en un mundo de relajación pudiendo disfrutar de masajes, tratamientos corporales, sala de yoga y saunas donde liberar el estrés revitalizando cuerpo y mente. Gourmet Experience Space, para los amantes de la gastronomía y disfrutar en compañía de amigos o familia. Gran salón para la recepción de visitas con iluminación natural a través de grandes ventanales que ofrecen unas magníficas vistas a un exquisito patio inglés. Conserjería 24 horas, para un servicio de primera calidad. Ubicado en Paseo de la Castellana, este proyecto une historia, exclusividad y vanguardia, convirtiéndolo en una de las mejores opciones para vivir en Madrid. La propiedad se ubica en el barrio residencial de El Viso, dentro del distrito de Chamartín, al norte de la capital. El Viso es uno de los barrios residenciales más lujosos de Madrid. Su población de alto poder adquisitivo se compone de empresarios, diplomáticos, ejecutivos, etc., lo cual se expresa en la tipología de las viviendas que se encuentran entre las mejor valoradas en el centro de Madrid. Es una zona muy tranquila, bien cuidada con espacios verdes cercanos y disfruta de una excelente comunicación con el resto de la ciudad. Además el barrio está regulado como zona de aparcamiento S. E. R. lo cual supone más comodidad para los residentes. El distrito Chamartín ofrece una amplia gama de servicios desde grandes almacenes, comercios, farmacias, colegios, iglesias, gimnasios, hoteles, zonas deportivas, hasta una selección de los mejores bares y restaurantes de Madrid. Chamartín alberga varias embajadas y administraciones públicas importantes. El sistema de transporte público asegura la máxima comodidad para los residentes de sus barrios, ya que actualmente disponen de aproximadamente 50 líneas de autobús, 7 líneas de metro y dos estaciones de cercanías. La estación de Chamartín es también terminal para la mayoría de los trenes de media y larga distancia hacia el norte de España. Otros puntos de interés son el Auditorio Nacional de Música, el estadio de fútbol Santiago Bernabéu, varios museos y el Parque de Berlín.",False,newdevelopment,True,True,12148.0,False,False,False,False,[],False,False,1640000.0,€,,,flat,"El Viso, Madrid",Piso en de la Castellana,,,,,False,
108499090,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/a6/8d/1346716854.webp,NUDA PROPIEDAD VIRGEN DE AFRICA ,35,2,400000.0,flat,sale,129.0,True,5,2,calle de la Virgen de África,Madrid,Madrid,Ciudad Lineal,es,San Pascual,40.4409762,-3.6537588,False,https://www.idealista.com/inmueble/108499090/,"SÓLO VENTA NUDA PROPIEDAD CON USUFRUCTO VITALICIO, PROPIETARIO DE 82 AÑOS. La propiedad desea exclusivamente la venta de la nuda propiedad del inmueble, conservando el usufructo vitalicio para la usufructuaria, de 82 años.  Magnífico piso totalmente exterior, con cinco habitaciones, gran cocina con terrarza tendedero grande, amplio salón y dos baños, uno con bañera y otro con plato de ducha. Armarios empotrados en cuatro habitaciones. Segunda planta exterior, con altura de tercero, orientación este y oeste, excelente luz natural durante todo el día, con gran ventanal en el salón y ventanas grandes en todas las estancias.  No dispone de ascensor. Bloque con plazas de parking privativas para los vecinos, con posibilidad de aparcar dos coches en el recinto. Excelente ubicación en calle tranquila junto a Avda. de Badajoz, Metro Barrio de la Concepción, fácil acceso a M-30 y zona Guindalera.",False,good,False,False,3101.0,True,False,False,False,[],False,False,400000.0,€,True,True,flat,"San Pascual, Madrid",Piso en calle de la Virgen de África,,,,,,
