propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
109213699,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/1c/75/1367634838.webp,PLA_415,31,bj,880000.0,flat,sale,168.0,True,7,3,calle de Jesús y María,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4133485,-3.7039967,False,https://www.idealista.com/inmueble/109213699/,"| PISO - EMBAJADORES | MADRID | HOME EXPERIENCE | Un fantástico piso de 114m2 en el multicultural y vanguardista barrio de Lavapiés a escasos metros de la Plaza de Tirso de Molina. Alta rentabilidad en alquiler, multitud de posibilidades, amplio y céntrico.  ____________________ DISTRIBUCIÓN DE LA PROPIEDAD: El piso se encuentra perfectamente optimizado para lograr la mayor rentabilidad. Está formado por dos apartamentos, cada uno de ellos con 2 habitaciones, baño y cocina propios; 1 habitación doble de 18m2 con salón privado; 1 habitación doble de 9,38m2; 1 baño y una cocina ubicada en uno de los pasillos para dar servicio a las habitaciones dobles.  En total, 7 dormitorios, 3 baños y 3 cocinas.  DESGLOSE DE ESTANCIAS:  Apartamento 1. Con 2 habitaciones, baño y cocina. Apartamento 2. Con 2 habitaciones, baño y cocina. Habitación doble con 9,38 m2. Habitación doble con salón y 18 m2. Baño y cocina en pasillo. Además, gracias a las características de esta fantástica propiedad, existe la posibilidad de hacer piso dúplex, con 3 habitaciones más, una cocina, un baño y un salón. Se adjunta plano con la siguiente distribución: Habitación 1. En suite con baño y vestidor y más de 20 m2. Habitación 2. Con vestidor y más de 18 m2. Habitación 3. Con más de 9 m2. Cocina, con más de 8 m2 Baño, con más de 9 m2. Salón con más de 37 m2. ENTORNO: Tendrá acceso a todo tipo de servicios y atracciones, como teatros, tiendas, mercados, restaurantes.. . Madrid en todo su esplendor. Además, estará en uno de los barrios más históricos y turísticos del centro de la ciudad, una zona con gran variedad cultural, gastronómica y comercial. COMUNICACIONES: Excelentemente comunicado a tan sólo 2 minutos de la parada de metro Tirso de Molina (L. 1) y a 5 minutos del metro de Lavapiés (L. 3), además de cercanía con las paradas de Renfe de Sol, Atocha o Embajadores.  ESTANCIAS Y CALIDADES: | Recibidor | 7 Dormitorios | 2 salones | 3 cocinas | 3 Baños completos |  Póngase en contacto y descubra el que podría ser su próximo y soñado hogar o el lugar perfecto para su negocio. Contacte con nosotros para más información, sin ningún compromiso. NO COBRAMOS NINGUNA COMISIÓN AL COMPRADOR Y CONSEGUIMOS EL 100% DE LA FINANCIACIÓN. En exclusiva en WillCoSpain.  ** Le recordamos que, como es habitual, el ITP y los gastos de la adquisición no están incluidos en el precio y que en WillCoSpain no cobramos al comprador.  ref: PLA_415.",False,good,False,False,5238.0,True,False,False,False,[],False,False,880000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de Jesús y María,,,,,,,
109042912,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/f3/38/1364822507.webp,3396-13034,33,,236000.0,chalet,sale,129.0,,3,3,CL MADROÑO,Madrid,San Martín de Valdeiglesias,,es,,40.3654462,-4.3946498,False,https://www.idealista.com/inmueble/109042912/,"¡Descubre este encantador chalet adosado en venta, ideal para quienes buscan comodidad y estilo! Con 129 m² construidos y una distribución en dos cómodas plantas, este hogar ha sido actualizado recientemente, ofreciendo un ambiente moderno y acogedor. En la planta baja, encontrarás una habitación que originalmente era un garaje, un aseo de cortesía y un amplio salón comedor que se conecta con una cocina totalmente equipada. Desde aquí, accedes a una terraza porche y a un jardín privado perfecto para disfrutar del aire libre. En la planta primera, se ubican tres amplias habitaciones, destacando la habitación suite con un gran armario empotrado y un baño completo exterior y con ducha. Además, hay otro completo que da servicio a las otras 2 habitaciones. Este chalet cuenta con calefacción de gas natural y aire acondicionado con bomba de calor/frio, asegurando un ambiente agradable durante todo el año. Las zonas comunes son otro de los grandes atractivos de esta propiedad, con una piscina y solárium donde podrás relajarte y disfrutar del sol. La orientación Este-Oeste permite que la luz natural inunde cada rincón del hogar. Con una parcela de 50 m², este chalet es la opción perfecta para quienes buscan un hogar en perfecto estado y listo para entrar a vivir. ¡No dejes pasar esta oportunidad!",False,good,False,,1829.0,True,False,True,False,[],False,False,236000.0,€,chalet,San Martín de Valdeiglesias,Chalet adosado en CL Madroño,True,True,terracedHouse,,,,
106684366,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/eb/bb/1291692245.webp,,29,2,379000.0,duplex,sale,154.0,True,4,3,calle de Velázquez,Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,,40.5955708,-4.1446503,False,https://www.idealista.com/inmueble/106684366/,"Descubre tu nuevo hogar en CASSA Inmobiliaria! Presentamos este exclusivo y encantador dúplex, ubicado en una de las zonas más deseadas de San Lorenzo de El Escorial. A tan solo 5 minutos del centro ya 2 minutos de todos los servicios: estación de autobuses, colegios, guarderías, centros médicos privados, farmacias. Al entrar, serás recibido por un cálido y acogedor recibidor que te lleva a una amplia cocina con tendedero. Desde aquí, se accede a un luminoso salón con orientación sur, el lugar perfecto para relajarse. En esta misma planta, encontrarás una cómoda habitación y un baño de servicio con ducha. Sube por la elegante escalera de mármol, iluminada por un hermoso ojo de buey, y accede a la planta superior abuhardillada. Un vestíbulo te lleva a los tres dormitorios: la habitación principal es un verdadero refugio, con dos velux y un ojo de buey que la llenan de luz natural. Además, cuenta con un amplio armario empotrado y un baño en suite con ducha y lavabo doble. Las otras dos habitaciones también son espaciosas, con armarios empotrados y velux, y comparten un b. Esta vivienda está equipada con un sistema de suelo refrescante radiante y aerotermia (renovado en diciembre de 2023), garantizando el máximo confort y eficiencia energética durante todo el año. El diseño de la propiedad fusiona lo clásico y lo moderno, con carpintería blanca, suelos de madera y ventanas de PVC Climalit, seguro ¡Y eso no es todo! También incluye una plaza de garaje para tu comodidad y seguridad, además de una piscina común en la urbanización.  Una propiedad única que destaca por su ubicación, calidad y confort. ¡No pierda la oportunidad de visitarla y enamorarse de ella! Visitas con cita concertada. Muchas Gracias.",False,good,False,True,2461.0,True,False,True,False,[],False,False,379000.0,€,flat,"Abantos - Carmelitas, San Lorenzo de El Escorial",Dúplex en calle de Velázquez,True,True,duplex,,,,
107329050,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/0f/e5/1309731369.webp,,26,1,1675000.0,flat,sale,158.0,True,3,3,"Avenida de Luis García Cereceda, 9",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.4056432,-3.7981778,True,https://www.idealista.com/obra-nueva/107329050/,"•PRIMERA PLANTA 3 DORMITORIOS SUPERFICIES 158 m2 +45 m2 de jardín/terrazas PRECIO: 1.675. 000 € Vivienda de 3 dormitorios en planta primera. Cuenta con el disfrute exclusivo de las terrazas situadas en fachada norte y sur, perfectas para estar en cualquier estación del año. ZONA DE DÍA Y DE NOCHE: Se accede a la vivienda a través del recibidor, en donde encontramos un aseo de cortesía y un cuarto de ropa, que a su vez, se comunica con el tendedero. Damos paso a un amplio salón-comedor orientado a sur, en donde también se encuentra la cocina, abierta al comedor, y con salida a la terraza. La zona de noche se compone por tres dormitorios, a los cuales se accede a través del distribuidor. El dormitorio principal, con terraza privada, cuenta con vestidor y un cómodo cuarto de baño con ducha, doble lavabo. Los dos dormitorios secundarios tienen cuarto de baño compartido y terraza privada en norte. La vivienda cuenta con 2 plazas de garaje y trastero.",False,newdevelopment,True,True,10601.0,True,False,False,False,[],False,False,1675000.0,€,flat,"La Finca, Pozuelo de Alarcón","Piso en Avenida de Luis García Cereceda, 9",True,True,,False,,,
108032491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/ed/f6/1331772401.webp,1556-MC607,33,2,550000.0,flat,sale,171.0,True,4,2,calle del Padre Wigfrido,Madrid,El Escorial,Jardín de los Reyes - Parque Real,es,,40.5900501,-4.1391839,False,https://www.idealista.com/inmueble/108032491/,"Piso en Urbanizacion Los Abetos, con 171 m² construidos, 122 m² útiles, 4 dormitorios, 2 baños, 1 garaje/s, buen estado, exterior, planta 2, 1 terraza(s), 30 m² de terraza, trastero, ascensor, orientación sureste, más de 30 años, piscina comunitaria, calefacción individual, combustible gas natural, aire acondicionado frío, gastos de comunidad/mes de 390 €, suelo de parquet, tenis, cuota ibi: 429,36€. Cornejo Inmuebles ofrece estupenda y exclusiva vivienda en El Escorial, mas concretamente en la urbanización Los Abetos en Jardín de los Reyes - Parque Real.  Cuenta con cuatro dormitorios, dos baños completos, cocina independiente totalmente equipada y un gran salón con salida a una extensa terraza con vistas al bello y verde paisaje de la sierra. Incluye plaza de garaje privada y un trastero de 20m2. El edificio tiene ascensor, lo que aporta una gran accesibilidad. En la urbanización se encuentra una gran piscina para el verano, un parque infantil, pista de tenis, cancha de baloncesto, y un club social estupendo para celebrar reuniones y eventos.  Además, la tranquilidad esta garantizada con su seguridad 24 horas y un portero físico.",False,good,False,True,3216.0,True,False,True,False,[],False,False,550000.0,€,flat,"Jardín de los Reyes - Parque Real, El Escorial",Piso en calle del Padre Wigfrido,True,True,,,,,
106985077,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/71/5e/1355076100.webp,1533,18,bj,359000.0,flat,sale,154.0,True,4,2,"calle Virgen de las Viñas, 17",Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3802011,-3.6086683,True,https://www.idealista.com/inmueble/106985077/,"* La propiedad se encuentra actualmente alquilada, gestionado contrato por la Comunidad de Madrid, se ofrecerá información precisa a quién le interese. La renta mensual actual es de aproximadamente 1.130€. Vivienda amplia, reformada en planta baja, resultado de la unión de dos pisos previamente independientes, ahora transformada en un hogar amplio y funcional. Reformada íntegramente hace 4 años, esta propiedad ofrece una distribución moderna que incluye cuatro habitaciones, ideales para familias o quienes busquen espacios versátiles, y dos baños completos diseñados para el confort diario. * DETALLE DE SUPERFICIES:. - Según ficha catastro: 149m2 de los que 135 corresponden a vivienda y 14 a elementos comunes. - Según Nota Simple Registral: 154m2. - Superficie útil aproximada, 129,8m2 Ubicada en una finca que dispone de portero físico, asegura comodidad y seguridad. Además, su situación es inmejorable: se encuentra próxima a la Parroquia de Santa Eugenia y bien comunicada mediante transporte público, con líneas de autobús y estación de Renfe que conectan rápidamente con Madrid. La vivienda cuenta con una cocina amplia y práctica, complementada por una despensa para maximizar el almacenamiento. Gracias a su orientación y diseño, disfruta de abundante luz natural y sol durante todo el día, creando un ambiente cálido y acogedor. * DETALLE DE GASTOS, entre las dos viviendas:. - IBI, aproximadamente 430€. - TASA BASURA: 134€ aproximadamente. - COMUNIDAD aproximadamente: 111€/MES . - DERRAMA POR TRABAJOS EN LA CUBIERTA 20/ MES (PENDIENTE DE DEFINIR DURACIÓN) *Nuestros honorarios serán por cuenta de la parte compradora por el 2% del importe de la venta final, aumentando el IVA correspondiente (21%), mediante factura de curso legal. Su tranquilidad, nuestra preocupación.",False,good,False,True,2331.0,True,False,True,False,[],False,False,359000.0,€,flat,"Santa Eugenia, Madrid","Piso en calle Virgen de las Viñas, 17",,,,,,,
107329078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/bb/7e/1309731789.webp,,26,2,1700000.0,flat,sale,158.0,True,3,3,"Avenida de Luis García Cereceda, 9",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.4056432,-3.7981778,True,https://www.idealista.com/obra-nueva/107329078/,"•SEGUNDA PLANTA 3 DORMITORIOS SUPERFICIES 158 m2 +63 m2 de jardín/terrazas PRECIO: 1.700. 000 € Vivienda de 3 dormitorios en planta segunda. Cuenta con el disfrute exclusivo de las terrazas situadas en fachada norte y sur, perfectas para estar en cualquier estación del año. ZONA DE DÍA Y DE NOCHE: Se accede a la vivienda a través del recibidor, en donde encontramos un aseo de cortesía y un cuarto de ropa, que a su vez, se comunica con el tendedero. Damos paso a un amplio salón-comedor orientado a sur, en donde también se encuentra la cocina, abierta al comedor, y con salida a la terraza. La zona de noche se compone por tres dormitorios, a los cuales se accede a través del distribuidor. El dormitorio principal, con terraza privada, cuenta con vestidor y un cómodo cuarto de baño con ducha, doble lavabo. Los dos dormitorios secundarios tienen cuarto de baño compartido y terraza privada en norte. La vivienda cuenta con 2 plazas de garaje y trastero.",False,newdevelopment,True,True,10759.0,True,False,False,False,[],False,False,1700000.0,€,flat,"La Finca, Pozuelo de Alarcón","Piso en Avenida de Luis García Cereceda, 9",True,True,,False,,,
109175715,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/73/5d/1366507799.webp,LHV3282,25,5,750000.0,flat,sale,96.0,True,3,2,calle de Enrique Larreta,Madrid,Madrid,Chamartín,es,Castilla,40.4677486,-3.6845662,False,https://www.idealista.com/inmueble/109175715/,"Tu piso reformado con terraza y en el en corazón Chamartín. Vivienda luminosa y con excelente distribución, compuesta por 3 dormitorios, 2 baños completos, un salón-comedor con salida directa a una agradable terraza, cocina independiente amueblada y hall recibidor con armario gabanero. Dispone de buenas calidades: suelos de tarima, carpintería interior lacada en blanco, ventanas climalit, armarios empotrados, aire acondicionado por splits y calefacción central. La terraza cuenta con toldo. El edificio ofrece ascensor y servicio de portería.  Gastos de comunidad: 250€/mes Ubicación privilegiada, en pleno Castilla–Chamartín: a solo 6 minutos de Plaza Castilla (Metro L1, L9 y L10, intercambiador de autobuses), a 7 minutos de Chamartín (Cercanías y AVE) y con varias líneas de autobús en la puerta. Un piso reformado, con terraza y en una de las mejores zonas para vivir en Madrid.",False,good,False,True,7813.0,False,False,False,False,[],False,False,750000.0,€,flat,"Castilla, Madrid",Piso en calle de Enrique Larreta,,,,,,,
109173941,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/34/51/1353096187.webp,PR-C-799@TipoB,20,1,434000.0,flat,sale,167.0,True,4,2,"calle 1 el Postiguillo, 111",Madrid,Valdemoro,Hospital,es,,40.20177,-3.69531,True,https://www.idealista.com/obra-nueva/109173941/,"Nocedal II  Vive en Valdemoro: Espacios Modernos para Familias Actuales  En Valdemoro se alza una nueva promoción de viviendas que combina estilo, funcionalidad y bienestar. Se trata de una urbanización privada que ofrece pisos de 2, 3 y 4 dormitorios, diseñada pensando en la comodidad diaria de sus residentes. Ubicada en una zona joven y completamente desarrollada, se sitúa cerca del Hospital Infanta Elena y rodeada de centros escolares, servicios y zonas de ocio.  Tu Hogar con Terraza o un Ático  Las viviendas están pensadas para aprovechar al máximo los espacios exteriores. Disfruta de terrazas amplias con vistas despejadas y áticos con terrazas ideales para relajarse o compartir en familia. La mayoría de los pisos incluye dos plazas de aparcamiento y trastero, aportando funcionalidad y confort desde el primer día.  Entorno Residencial con Servicios Exclusivos  Este residencial ha sido concebido para cubrir las necesidades de toda la familia, con zonas comunes que marcan la diferencia: piscina s para adultos y niños, pista polideportiva, sala multifuncional y áreas recreativas infantiles. Un espacio donde el bienestar y el disfrute de cada miembro del hogar están garantizados.  Conexión Directa con Madrid y el Sur  Gracias a su excelente acceso a la A-4 y a la R-4, y a las líneas de autobús que lo conectan con la capital, vivir en esta promoción significa tener Madrid a solo unos minutos sin renunciar a la tranquilidad de un e ntorno más relajado. Una ubicación perfecta para quienes valoran la movilidad sin sacrificar calidad de vida.  Tecnología, Eficiencia y Confort  La construcción apuesta por la sostenibilidad y la innovación. Las viviendas cuentan con certificación energética A, ventilación mecánica, suelo radiante y refrigerante mediante aerotermia, sistema domótico y grandes ventanales que llenan los espacios de luz natural. Todo ello garantiza un consumo energético eficiente y una temperatura confortable todo el año.  Una Inversión Inteligente para Vivir o Rentabilizar  Valdemoro ofrece una excelente calidad de vida, con servicios completos, zonas verdes y una comunidad en constante crecimiento. Comprar aquí es una apuesta segura tanto para establecer tu hogar como para invertir con visión a largo plazo. Cercanía a Madrid, entorno familiar y buenas comunicaciones hacen de esta propuesta una opción muy atractiva en el sur de la Comunidad.  Entrega de llaves: Septiembre a diciembre 2027.",False,newdevelopment,True,True,2599.0,True,False,False,False,[],False,False,434000.0,€,flat,"Hospital, Valdemoro","Piso en calle 1 el Postiguillo, 111",True,True,,False,,,
101463400,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/6f/8c/1231726694.webp,3367-04289,48,,1450000.0,chalet,sale,565.0,,8,7,Barrio Molino de la Hoz,Madrid,Las Rozas de Madrid,Molino de la Hoz,es,Molino de la Hoz,40.5344453,-3.9337331,False,https://www.idealista.com/inmueble/101463400/,"VIVIENDA UNIFAMILIAR en MOLINO DE LA HOZ, con 565 m2 construidos y parcela de 1.717 m2 con excelentes vistas, todo ello según ficha catastral, la parcela totalmente llana, cuenta con piscina.  Vivienda con excelentes calidades tanto constructivas como de acabados interiores y servicios, lo que la hace habitable desde el primer momento sin necesidad de costosas reformas. Ubicada en una de las mejores urbanizaciones de la comunidad de Madrid, MOLINO DE LA HOZ, urbanización de lujo de Las Rozas de Madrid, a 23 km de Madrid, con seguridad privada 24 h, dispone de un excelente club social con pistas de tenis, pádel, piscina olímpica, zonas ajardinadas, supermercados, restaurantes, colegios de prestigio como el Bérriz y el Logos, ideal para la comodidad y tranquilidad de los padres, ya que los niños pueden crecer en un ambiente muy seguro y familiar cerca de sus colegios y sus amigos, autobús privado (gratis) y excelente comunicación también mediante autobuses de línea con comunicación directa con Las Rozas (varios puntos), estación de tren y el intercambiador de autobuses de Moncloa-Madrid.  La vivienda consta de tres plantas distribuidas de la siguiente forma:  Planta principal donde se encuentran, amplio recibidor-distribuidor, gran salón-comedor, cuarto de estar (ambos con salida al porche terraza exterior), despacho, cocina con salida al jardín/piscina, habitación de servicio, baño completo y aseo de cortesía.  Planta primera, a la que se accede por una llamativa escalera con barandilla artesanal, distribuida en 6 dormitorios, dormitorio principal muy luminoso con baño en suite y amplio vestidor, con salida a gran terraza con vistas inmejorables, compartiendo dicha terraza con otra de las habitaciones, los otros 5 dormitorios amplios y luminosos con sus correspondientes armarios, comparten tres amplios baños completos.  Planta semisótano, cuenta con salón ideal para cuarto de juegos, cuarto de lavado y plancha, baño completo, gimnasio y gran garaje con garaje ventanas exteriores con capacidad para 5 coches.  La parcela consta de unos 1750 m2 de parcela con piscina y zona de barbacoa.  Esta espectacular vivienda está muy bien conservada debido al excelente mantenimiento practicado por la actual propiedad, siendo su construcción del año 1989, su aspecto general es extraordinario gracias a sus excelentes calidades constructivas.  Dentro de sus acabados tanto exteriores como interiores conviene resaltar; la fachada en ladrillo cerámico de gran calidad evitando su envejecimiento, los suelos de tarima maciza así como el extraordinario mármol y su diseño, carpintería exterior de PVC Kommerling, con vidrio doble Climalit y mecanismos oscilobatientes, baños con cerámica Porcelanosa.  Instalaciones: Calefacción por suelo radiante mediante caldera de gas alimentada por gas propano centralizado de la comunidad general (existiendo la posibilidad de enganchar a la red de gas natural), además la vivienda dispone de instalación centralizada de aire acondicionado por conductos con apoyo en todas las dependencias mediante Split independientes.  Gastos: - IBI 1.750 € - COMUNIDAD 108 €./mes.",True,good,False,,2566.0,True,False,True,False,[],False,False,1450000.0,€,chalet,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente,True,True,independantHouse,,,,
