propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,status,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108102363,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/8c/5d/1328250843.webp,T.08.2 1B,13,1,287000.0,flat,sale,76.0,True,2,2,"calle Ferrocarril del Tajuña, 5",Madrid,Arganda,Centro,es,40.3053924,-3.4485625,True,https://www.idealista.com/obra-nueva/108102363/,"A114+ es una promoción de nueva construcción VIVIENDA LIBRE localizada en Arganda del Rey, uno de los municipios históricos y con mayor expansión de la Comunidad de Madrid, y está situada en el Area de Centralidad de Arganda del Rey.  Arganda es un municipio muy bien comunicado tanto por carretera como por Metro, estando la estación del metro a escasos 2 minutos de la promoción.  A114+ consta de 114 viviendas de 1, 2, 3 y 4 dormitorios, todas ellas con al menos 1 plaza de garaje y un trastero incluidos. La urbanización dispone de amplias zonas comunes ajardinadas, piscina y cuarto bicicletas. Las viviendas destacan por sus soluciones arquitectónicas y calidades, así como por sus terrazas y/o jardines, así como por la calidad contrastada del promotor delegado Constructora Los Álamos empresa con más de 50 años de experiencia en la construcción de viviendas.  La promoción está situada en la calle Ferrocarril del Tajuña 5 de Arganda del Rey. Dotado zonas verdes y amplia oferta de servicios: comercio, centros deportivos (Ciudad deportiva Principe Felipe), restaurantes, supermercados, centros educativos y sanitarios etc. NOTA: El IVA de aplicación actualmente es el 10% de IVA que es el tipo vigente actualmente en Enero del 2025 (o el que está vigente en su momento en caso de cambio), que habrá que añadir al precio de venta.",False,True,True,False,3776.0,False,False,False,False,[],False,False,287000.0,€,True,True,flat,"Centro, Arganda","Piso en calle Ferrocarril del Tajuña, 5",,,,,,
107939578,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/6e/eb/1328920133.webp,W-02ZOVJ,24,3,1484835.0,flat,sale,117.0,True,2,2,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,40.4112138,-3.6953525,False,https://www.idealista.com/inmueble/107939578/,"Luminosa vivienda a estrenar en edificio clásico rehabilitado Engel & Völkers presenta esta preciosa vivienda a estrenar en un edificio clásico totalmente rehabilitado. La vivienda de 117m2 construidos con una zona espectacular formada por un bonito espacio de zonas ajardinadas, además de un área de piscina climatizada, spa y gimnasio. Las obras han comenzado ya y está prevista la entrega a partir de enero de 2026. La vivienda consta de un salón, comedor y cocina, que se funden en un amplio y acogedor espacio para compartir con familiares y amigos. Cuenta además con dos dormitorios y dos baños, para ofrecer el máximo confort y privacidad. La vivienda cuenta con acabados de madera cálida en pasillos, con tonos neutros y cuidada iluminación y decoración en todas las estancias. Ubicado en el barrio de Cortes, su nombre oficial se debe a que dentro de este barrio se encuentra el Congreso de los Diputados, cámara baja de las Cortes Generales de España. El sobrenombre, más popular entre la población, se debe a las ""Huertas del Prado"" que se encontraban en el siglo XVII en el actual Paseo del Prado, que forma parte del Patrimonio Mundial de la UNESCO y que también dan nombre a la principal calle del barrio: la calle de las Huertas, muy próxima a la Plaza Neptuno y a la plaza Platería Martínez. La situación de la vivienda es excelente, no sólo por estar en el centro de Madrid, junto a los grandes museos, sino porque está dentro del circuito con más oferta gastronómica y de servicios de la ciudad. Una de las zonas de visita obligada a Madrid para disfrutar el ambiente que ofrece la ciudad. En la zona se ubican los museos del Prado y Thyssen-Bornemisza y en sus inmediaciones se halla el Centro de Arte Reina Sofía, promocionados turísticamente bajo la denominación de Paseo o Triángulo del Arte. Está rodeado de zonas verdes como el Jardín Botánico, y muy próximo al parque del Retiro, lo que lo hace perfecto para quienes quieren vivir en el centro de Madrid pero sin dejar de lado el contacto con la naturaleza. También se encuentra en el nuevo área del lujo del Centro Canalejas, Four Seasons y JW Marriott. Es el barrio simbólico donde se funde tradición y vanguardia, el foco cultural de la ciudad El nivel de infraestructuras y servicios en la zona es excelente. Está muy bien comunicada por transporte público. Posee una amplia dotación de pequeños locales de moda: restaurantes, bares, cafés, librerías, tiendas, galerías de arte y talleres coworking. También colegios, cines, teatros y salas de espectáculos se pueden encontrar por la zona.",False,False,True,,12691.0,False,False,False,False,[],False,False,1484835.0,€,,,flat,"Huertas-Cortes, Madrid",Piso,Huertas-Cortes,good,,,,
107213734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/ba/4e/1306350627.webp,,39,,499900.0,chalet,sale,257.0,,4,3,"calle Río Tajuña, 81",Madrid,Arroyomolinos,Zona el Caño,es,40.2755233,-3.9249533,True,https://www.idealista.com/inmueble/107213734/,"¡Descubre el hogar de tus sueños en Arroyomolinos! Este chalet adosado es una joya por descubrir, ofreciéndote la oportunidad de reformarlo a tu gusto y convertirlo en el espacio ideal para tu familia. Con 257 m² construidos, cuenta con 4 amplios dormitorios y 3 baños, perfectos para acomodar a todos con comodidad. Los armarios empotrados y el trastero proporcionan un almacenamiento extra que siempre es bienvenido. Construido en 2004, este chalet se encuentra en buen estado. La orientación sur y oeste asegura una excelente iluminación natural en todas las estancias. Además, disfrutarás de una plaza de garaje para tu vehículo. La comunidad ofrece una piscina y zonas de parque, ideales para relajarte y disfrutar del aire libre. La ubicación es inmejorable, rodeada de numerosos servicios que facilitan el día a día. No pierdas la oportunidad de hacer realidad tus ideas en este espacio lleno de potencial. ¡Ven a conocerlo y enamórate de su encanto!",True,False,,,1945.0,True,True,False,False,[],False,False,499900.0,€,True,True,chalet,"Zona el Caño, Arroyomolinos","Chalet adosado en calle Río Tajuña, 81",,good,terracedHouse,,,
109212103,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/c6/89/1367597158.webp,getafe_vta,20,4,490000.0,flat,sale,102.0,True,3,2,El Rosón - Kelvinator,Madrid,Getafe,El Rosón - Kelvinator,es,40.3191718,-3.7320621,False,https://www.idealista.com/inmueble/109212103/,"FINANCIAMOS HASTA EL 100% Exclusiva y luminosa vivienda en una de las mejores zonas de Getafe de 102m2 distribuidos en gran Salón-Comedor con Terraza, Cocina con tendedero cerrado, 3 Dormitorios (el principal con vestidor y baño en suite), 2 Baños completos (1 plato de ducha y 1 con bañera).  Piscina comunitaria en la azotea, Garaje y Trastero (4m2) Tarima A-C5 gris en toda la casa, Ventanas de Climalit oscilobatientes con rotura de puente térmico y cierre de seguridad, puertas y rodapiés lacados en blanco, persianas automatizadas de seguridad, preinstalación de a/a por conductos, calefacción central con contador individual con termostato inteligente, armarios empotrados vestidos y forrados, grifo auxiliar en baño y puerta principal acorazada. Comunidad 90€ IBI 535€ A tan solo 11 Minutos de Madrid en coche. Conexión directa con A-42, M-45 y M-40 Está situado muy cercano al metro de Juan de la Cierva, cercano a la UNIVERSIDAD con conexión a una parada con la parada de Renfe Getafe central C-4 y a una parada de la estación de Renfe El casar Línea C-3, parada de autobús, con todo tipo de servicios tales como: supermercados, centro de salud, colegios, centros deportivos, comercios...",False,False,True,,4804.0,False,False,False,False,[],False,False,490000.0,€,True,True,flat,"El Rosón - Kelvinator, Getafe",Piso,,good,,520000.0,30000.0,6.0
106771343,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/71/18/1318133912.webp,W-02XSWA,22,4,499000.0,flat,sale,71.0,True,1,1,Barrio Palacio,Madrid,Madrid,Centro,es,40.415804,-3.7113983,False,https://www.idealista.com/inmueble/106771343/,"Propiedad a estrenar con reforma de calidad en el corazón del Madrid de los Austrias Engel & Völkers presenta esta propiedad a estrenar en el corazón del centro histórico del barrio de Palacio. Ubicada en un edificio de 1880 característico de la zona, ha sido completamente reformada cuidando cada detalle. Cuenta con cuatro ventanas en esquinas con bonitas vistas de los tejados de la zona y de la hermosa cúpula de la vecina iglesia de Santiago.  Tras cruzar el umbral de entrada, nos espera la cálida cocina, completamente equipada con electrodoméstico BOSCH y amueblada con frentes en madera de cerezo americano y revestimientos de acero inoxidable, combinados con acabados en espejo y detalles en porcelánico. Cuenta con una gran barra de desayunos, un espacio multifuncional que también puede hacer la función de área de trabajo, y que la separa visualmente del salón al que se abre. Un luminoso espacio este último, con dos ventanales, en el que la modernidad de los materiales utilizados, cómo el suelo porcelánico, se funde con elementos originales del edificio, en forma de vigas de madera y de travesaños recuperados, presentes en numerosos lugares de la propiedad o las contraventanas de pino Flandes que la protegen del sol. Y es que la madera es el material que define esta propiedad, presente también en el cabecero de cerezo que delimita visualmente el área destinada a dormitorio anexa a la zona pública, y que se encuentra iluminado por dos ventanales en esquina. Un pasillo enmarcado por varios armarios, que se unen a los que se encuentran en la entrada, la dotan de un buen espacio de almacenamiento, y nos conduce al baño. Un amplio espacio en el que la madera vuelve a ser la protagonista, en las vigas que se han conservado a la vista y en el armario con el que cuenta.  Las tonalidades beige y una cuidada iluminación indirecta se encarga de aportar una gran calidad a una propiedad única a estrenar en pleno centro histórico de Madrid. Además, cuenta con suelo radiante por aerotermia y alarma. Una propiedad tremendamente atractiva, tanto para inversores como para quienes quieran vivir en pleno casco histórico de Madrid a escasos minutos andando de algunos principales centros de interés de la capital, con la tranquilidad que aporta su localización inmejorable. La propiedad se encuentra en el caso histórico del Barrio de los Austrias, muy próxima a la Catedral de la Almudena y el Palacio Real de Madrid, y a vías emblemáticas de la ciudad como la calle Mayor o la calle Bailén. Una área de Madrid que cuenta con agradables espacios verdes de vistas despejadas, que la dotan de gran calidad para vivir. Su excelente ubicación dispone de varias líneas de autobuses, de metro en las cercanías y de numerosas paradas de taxi. El barrio cuenta con una variada dotación comercial, en la que predominan los establecimientos tradicionales de todo tipo y también otros de más reciente factura, y en la que no falta la importante dotación hotelera, con establecimientos de lujo y otros más modestos. La oferta gastronómica y de ocio es igualmente amplia, con locales tradicionales y otros de perfil más internacional. Trás un agradable paseo, nos encontramos con algunas de las principales opciones culturales de la ciudad, cómo los mencionados, la Catedral de la Almudena y el Palacio Real, a los que se unen la Plaza de la Villa, la Plaza Mayor o la Plaza de Oriente. En definitiva, una ubicación imbatible para disfrutar del Madrid histórico.",False,False,True,,7028.0,False,False,False,False,[],False,False,499000.0,€,,,flat,"Palacio, Madrid",Piso,Palacio,good,,,,
108192040,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/58/2e/1336646661.webp,UNI3646,22,1,291000.0,flat,sale,37.0,False,1,1,calle de la Ballesta,Madrid,Madrid,Centro,es,40.422891,-3.7017453,False,https://www.idealista.com/inmueble/108192040/,"Oportunidad única en Malasaña – Piso reformado en Calle Ballesta GLOBALPISO MALASAÑA ofrece fantástica vivienda reformada, situada en el corazón de Malasaña, junto a las emblemáticas calles Fuencarral, Gran Vía y Corredera. Características principales:  Ubicación inmejorable: En una de las zonas más vibrantes de Madrid, con acceso a comercios, restaurantes, bibliotecas y tiendas de todo tipo.  Reforma moderna: Piso de 37m² en una primera planta, con suelos de tarima, ventanas de climalit blanco, calefacción eléctrica y agua caliente por termo (50L).  Distribución funcional: Luminoso salón comedor, cocina totalmente equipada, dormitorio independiente con almacenamiento y baño moderno con plato de ducha.  Altura y espacio: Techos de 2.80m, proporcionando amplitud y comodidad. Además, trastero de 5m² en la misma planta.  Comunidad asequible: 35€ mensuales, con un IBI anual de 208€.  Edificio en mejora: La finca está en proceso de reforma y próximamente contará con ascensor.  Excelentes conexiones: A solo 5 minutos de las estaciones de Gran Vía (L1, L5) y Callao (L3, L5), y a menos de 10 minutos de Tribunal (L1, L10), Santo Domingo (L2) y Noviciado (L2). ¡No dejes pasar esta oportunidad! Para más información o concertar una visita, ¡contacta con nosotros! Para poder ver todos nuestros inmuebles puede visitar nuestra página web o si lo desea puede descargarse nuestra APP Globalpiso totalmente gratuita. *Globalpiso nunca solicitará documentación ni dinero sin haber realizado antes una visita a la vivienda. *Ofrecemos financiación del 100% a través de nuestro departamento financiero, H2b Hipotecas. La aprobación de la financiación está sujeta a las condiciones de la entidad financiera y se evaluará el perfil y solvencia del cliente. *De conformidad con el Artículo 6 del RD 515/1989, de 21 de abril, informamos a los clientes que los gastos notariales, registrales, Impuesto de Transmisiones Patrimoniales (I. T. P. ) gastos financieros e intermediación inmobiliaria y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. ""Se cumplen todos los requisitos y derechos referidos en la Ley 12/2023 por el Derecho a la Vivienda"" Tu hogar, nuestra prioridad!",True,False,False,,7865.0,True,False,True,False,[],False,False,291000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de la Ballesta,Malasaña-Universidad,good,,,,
107321573,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/57/bb/1309579572.webp,,41,,469900.0,chalet,sale,282.0,,4,4,"calle de Almería, 147",Madrid,Arroyomolinos,Las Castañeras - Bulevar,es,40.279546,-3.9088999,True,https://www.idealista.com/inmueble/107321573/,"Agencia inmobiliaria en Arroyomolinos INMOBILIARIA TECNOCASA NUEVO ARROYOMOLINOS VENDE ESPECTACULAR CHALET DE RENTA LIBRE EN UNA DE LAS MEJORES ZONAS DE ARROYOMOLINOS. ¡Descubre el hogar de tus sueños en este impresionante chalet adosado! Con 282 m² construidos, esta joya arquitectónica ofrece todo el lujo y confort que buscas. La propiedad cuenta con cuatro amplios dormitorios, cada uno con armarios empotrados, y cuatro baños, asegurando espacio y privacidad para toda la familia. La buhardilla, con su baño completo y terraza, es el lugar perfecto para relajarte y disfrutar de las vistas. El exterior no se queda atrás: un patio muy grande te invita a disfrutar del aire libre, mientras que el garaje permite aparcar en paralelo con facilidad. La ubicación es inmejorable, rodeada de negocios y servicios que facilitan tu día a día. Construido en 2009 y mantenido en excelente estado. ¡Ven a visitarlo y enamórate de tu futuro hogar!",True,False,,,1666.0,True,True,False,False,[],False,False,469900.0,€,True,True,chalet,"Las Castañeras - Bulevar, Arroyomolinos","Chalet adosado en calle de Almería, 147",,good,terracedHouse,,,
108941024,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/f7/86/1359558971.webp,W-0464BP,11,,880000.0,chalet,sale,242.0,,4,3,Guadarrama,Madrid,Guadarrama,,es,40.6823551,-4.1037341,False,https://www.idealista.com/inmueble/108941024/,"Urbanizacion de obra nueva, villa independiente **Chalet de ensueño en Guadarrama: lujo, naturaleza y exclusividad**  **Eficiencia y sostenibilidad**  Con certificado energético A, esta vivienda no solo cuida de ti, sino también del planeta. Aislamientos de última generación, climatización inteligente y materiales ecológicos garantizan confort térmico todo el año y un ahorro energético notable.  **Calidades que marcan la diferencia**  Cada detalle ha sido pensado para ofrecer lo mejor: suelo radiante, carpintería de alta gama, grifería de diseño, cocina equipada con electrodomésticos premium y domótica integrada. Todo respira elegancia, funcionalidad y buen gusto. **Piscina privada: tu oasis personal**  En el exterior, una piscina de diseño moderno te espera para refrescarte, relajarte o disfrutar de veladas inolvidables bajo las estrellas. Rodeada de jardín y zona chill-out, es el lugar perfecto para desconectar sin salir de casa. Engel & Volkers presenta una joya inmobiliaria que redefine el concepto de vivir bien. Este chalet independiente, recién construido en una nueva urbanización privada, no es solo una propiedad: es una experiencia de vida. **Vistas que enamoran**  Imagina despertar cada mañana con el perfil majestuoso de la Sierra de Guadarrama frente a ti. Desde cada rincón de la casa, las vistas panorámicas te conectan con la naturaleza, regalándote amaneceres dorados y atardeceres que parecen pintados a mano.",False,False,,,3636.0,True,False,False,False,[],False,False,880000.0,€,True,True,chalet,Guadarrama,Casa independiente,,good,independantHouse,,,
107939454,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/20/48/1328917699.webp,W-02ZOV3,24,2,1341325.0,flat,sale,136.0,True,2,1,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,40.4109426,-3.6946739,False,https://www.idealista.com/inmueble/107939454/,"Luminosa vivienda a estrenar en edificio clásico rehabilitado Engel & Völkers presenta esta preciosa vivienda a estrenar en un edificio clásico totalmente rehabilitado. La vivienda de 136m2 construidos con una zona espectacular formada por un bonito espacio de zonas ajardinadas, además de un área de piscina climatizada, spa y gimnasio. Las obras han comenzado ya y está prevista la entrega a partir de enero de 2026. La vivienda consta de un salón, comedor y cocina, que se funden en un amplio y acogedor espacio para compartir con familiares y amigos. Cuenta además con dos dormitorios y un baño, para ofrecer el máximo confort y privacidad. La vivienda cuenta con acabados de madera cálida en pasillos, con tonos neutros y cuidada iluminación y decoración en todas las estancias. Ubicado en el barrio de Cortes, su nombre oficial se debe a que dentro de este barrio se encuentra el Congreso de los Diputados, cámara baja de las Cortes Generales de España. El sobrenombre, más popular entre la población, se debe a las ""Huertas del Prado"" que se encontraban en el siglo XVII en el actual Paseo del Prado, que forma parte del Patrimonio Mundial de la UNESCO y que también dan nombre a la principal calle del barrio: la calle de las Huertas, muy próxima a la Plaza Neptuno y a la plaza Platería Martínez. La situación de la vivienda es excelente, no sólo por estar en el centro de Madrid, junto a los grandes museos, sino porque está dentro del circuito con más oferta gastronómica y de servicios de la ciudad. Una de las zonas de visita obligada a Madrid para disfrutar el ambiente que ofrece la ciudad. En la zona se ubican los museos del Prado y Thyssen-Bornemisza y en sus inmediaciones se halla el Centro de Arte Reina Sofía, promocionados turísticamente bajo la denominación de Paseo o Triángulo del Arte. Está rodeado de zonas verdes como el Jardín Botánico, y muy próximo al parque del Retiro, lo que lo hace perfecto para quienes quieren vivir en el centro de Madrid pero sin dejar de lado el contacto con la naturaleza. También se encuentra en el nuevo área del lujo del Centro Canalejas, Four Seasons y JW Marriott. Es el barrio simbólico donde se funde tradición y vanguardia, el foco cultural de la ciudad El nivel de infraestructuras y servicios en la zona es excelente. Está muy bien comunicada por transporte público. Posee una amplia dotación de pequeños locales de moda: restaurantes, bares, cafés, librerías, tiendas, galerías de arte y talleres coworking. También colegios, cines, teatros y salas de espectáculos se pueden encontrar por la zona.",False,False,True,,9863.0,False,False,False,False,[],False,False,1341325.0,€,,,flat,"Huertas-Cortes, Madrid",Piso,Huertas-Cortes,good,,,,
109155497,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/e1/3e/1365927665.webp,,23,3,520000.0,flat,sale,130.0,True,3,2,avenida Pablo Iglesias,Madrid,Rivas-Vaciamadrid,Rivas Futura,es,40.3488757,-3.5222434,False,https://www.idealista.com/inmueble/109155497/,"¡Descubre tu nuevo hogar en esta espectacular urbanización privada! Este luminoso piso exterior de 130 m² cuenta con tres amplias habitaciones, con aire acondicionado y bomba de calor, perfectas para disfrutar de la comodidad y el espacio que mereces. La habitación principal incluye una pequeña terraza, ideal para relajarte al aire libre. Con dos baños, uno de ellos en suite, y un salón comedor acogedor con aire acondicionado, este piso es perfecto para vivir momentos inolvidables. La cocina está completamente equipada con electrodomésticos modernos y cuenta con una terraza tendedero, perfecta para las tareas del hogar. Además, tendrás acceso a increíbles instalaciones como dos piscinas, pistas de pádel, gimnasio y un parque infantil, todo dentro de la urbanización.  La ubicación es inmejorable, con todos los servicios a tu alcance: transporte público, restaurantes, colegios, hospitales y supermercados. Y para mayor comodidad, el edificio cuenta con conserje 24 horas. dos plazas de garaje y trastero, incluidos en el precio. No dejes pasar esta oportunidad única de vivir en un entorno privilegiado. ¡Ven a visitarlo y enamórate de tu nuevo hogar!  ¿Sueñas con tu casa propia? ¡Nosotros hacemos que sea posible! � ¡Hipoteca 100%! Con nuestra financiación: ✔ Hasta el 100% del valor de la vivienda ✔ Asesoramiento personalizado ✔ Respuesta rápida y sencilla � Contáctanos hoy mismo y empieza el camino hacia tu nuevo hogar. ¡Hacemos realidad tu sueño de comprar casa!",False,False,True,,4000.0,True,False,False,False,[],False,False,520000.0,€,True,True,flat,"Rivas Futura, Rivas-Vaciamadrid",Piso en avenida Pablo Iglesias,,good,,550000.0,30000.0,5.0
