propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,parkingSpace.parkingSpacePrice,newDevelopmentFinished
109184924,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/b3/e3/1366780809.webp,PRADO CAMACHO,17,1,249900.0,flat,sale,89.0,True,2,2,"calle Prado Camacho, 11",Madrid,Guadarrama,,es,,40.6714264,-4.0911505,True,https://www.idealista.com/inmueble/109184924/,"Se VENDE piso céntrico en Guadarrama, una oportunidad única para quienes buscan comodidad, modernidad y ubicación privilegiada. La vivienda, de 60 m² construidos, está lista para entrar a vivir y se encuentra en un edificio de construcción reciente (2008), lo que garantiza materiales de calidad, buen aislamiento y un estilo actual. El piso cuenta con dos habitaciones amplias y luminosas, diseñadas para ofrecer el máximo confort, y dos baños completos, lo que lo convierte en una opción ideal tanto para parejas que buscan espacio extra como para familias que valoran la comodidad en su día a día. El salón-comedor es un espacio acogedor y funcional, perfecto para relajarse o disfrutar de momentos en compañía, mientras que la cocina, práctica y bien distribuida, se adapta perfectamente a las necesidades de la vida moderna. Uno de los grandes atractivos de esta vivienda es que incluye plaza de garaje y trastero, aportando un plus de comodidad y almacenamiento difícil de encontrar en pleno centro. Su excelente ubicación permite disfrutar de todos los servicios a pie: supermercados, transporte público, colegios, farmacias y zonas de ocio, sin renunciar a la tranquilidad de un hogar pensado para vivir con calidad. En definitiva, se trata de un piso moderno, funcional y con todas las comodidades, listo para entrar a vivir y empezar a disfrutarlo desde el primer día. No dudes en ponerte en contacto con nosotros para poder ver la vivienda y ver condiciones de FINANCIACIÓN 100%. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,True,2808.0,False,True,False,False,[],False,False,249900.0,€,,,,True,True,flat,Guadarrama,"Piso en calle Prado Camacho, 11",Destacado,,,
109190185,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/3d/5b/1367391703.webp,,37,,1695000.0,chalet,sale,267.0,,5,4,calle de las Begonias,Madrid,Majadahonda,Golf - El Carralero,es,,40.4463756,-3.8566664,False,https://www.idealista.com/inmueble/109190185/,"Exclusivo chalet independiente en Monteclaro. NO COBRAMOS HONORARIOS AL COMPRADOR Descubre esta magnífica vivienda independiente ubicada en una de las urbanizaciones más prestigiosas y seguras del noroeste de Madrid: Monteclaro, con vigilancia privada 24 horas, rodeada de naturaleza y con excelentes comunicaciones con la capital y las principales vías de acceso. Sobre una amplia parcela de 1.617 m², llana y con infinitas posibilidades de diseño, se alza este chalet de 250 m² útiles, distribuidos en dos plantas, que combinan comodidad, amplitud y luminosidad.  Planta principal (zona social): Espectacular salón principal con diferentes ambientes y dos salidas al jardín. Dos comedores, perfectos para reuniones familiares y celebraciones. Distribución, que se puede modificar fácilmente, creando un espacio totalmente adaptado a tu gusto y a las necesidades de tu familia. Amplio y abierto al jardín, a la cocina, a lo que se te antoje. Aseo. Cocina independiente de gran tamaño. Dormitorio de servicio con baño, ideal para invitados o personal interno. Zona de lavadero independiente. Garaje privado con acceso directo a la vivienda, lo que da la posibilidad de integrar esos metros a la casa, poner un despacho profesional, o hacer un apartamento independiente. Creando el aparcamiento en una parte del jardín delantero, como han hecho muchos vecinos.  Planta superior (zona de descanso): Impresionante suite principal, con tres ventanales que inundan la estancia de luz natural, baño completo y vestidor. Tres dormitorios adicionales, todos amplios, luminosos y con generosos armarios empotrados. Baño completo para dar servicio a estas estancias.  Exteriores: Parcela ajardinada, llana y versátil, con espacio para piscina, zona de juegos o jardín paisajístico. Porche delantero y trasero, ideales para disfrutar al aire libre en cualquier época del año. Club social Monteclaro Uno de los grandes atractivos de vivir aquí es su fantástico club social exclusivo para residentes y sus invitados, un espacio de encuentro para toda la familia con: Restaurante y cafetería. Pistas de tenis, pádel y fútbol. Piscina semiolímpica, perfecta para disfrutar del verano. Actividades y espacios donde los más pequeños pueden socializar y crecer en un entorno seguro, mientras los adultos disfrutan de ocio y deporte sin salir de la urbanización.  Comunidad: 217 €/mes, que incluye la seguridad, el mantenimiento y el acceso a todas estas instalaciones exclusivas. Un entorno único donde la privacidad, la calidad de vida y la comunidad se unen para ofrecerte el hogar ideal. Además, la vivienda se encuentra para reformar, lo que la convierte en un auténtico lienzo en blanco donde dar forma a la casa de tus sueños. Podrás adaptarla a tu estilo de vida, personalizar cada estancia a tu gusto y aprovechar todo el potencial que ofrece su magnífica parcela. La normativa urbanística permite ampliar la superficie construida, lo que la hace ideal para familias que buscan más espacio o para quienes desean proyectar una vivienda única y a medida en una de las urbanizaciones más exclusivas de Madrid.   Excelentes comunicaciones con M40, M50 y M503. Zona cercana a áreas comerciales como El Carralero, Hipercor de Pozuelo, destacados Colegios públicos y privados, universidad privada pegada a la urbanización, así como Hospitales como Puerta de Hierro, Montepríncipe.",True,renew,False,,6348.0,True,False,False,False,[],False,False,1695000.0,€,,,,True,True,chalet,"Golf - El Carralero, Majadahonda",Casa independiente en calle de las Begonias,Destacado,independantHouse,,
108015000,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/1c/c8/1331254458.webp,4621,11,1,236500.0,flat,sale,89.0,True,2,1,avenida de Roma,Madrid,Coslada,Ciudad 70,es,,40.4202514,-3.5406131,False,https://www.idealista.com/inmueble/108015000/,"OPORTUNIDAD DE INVERSIÓN - INMUEBLE ALQUILADO Renta actual: 737 €/mes - Fecha de fin de contrato: 07/2027 Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. Piso ubicado en la primera planta de un edificio con ascensor. Vivienda de 89 m² distribuidos en el salón-comedor con terraza, 2 habitaciones, cocina con lavadero y 1 baño con bañera. Le pertenece como anejo inseparable un cuarto trastero situado en el semi-sotano del edificio. El piso es muy céntrico, situado cerca de colegios, un centro de salud, comercios y servicios básicos. Fácil acceso en transporte público parada de metro San Fernando y diversas líneas de autobuses. Tiene la M-50 como principal acceso por carretera. Llámenos e infórmese de las condiciones especiales de venta.",False,renew,False,True,2657.0,True,False,False,False,[],False,False,236500.0,€,247500.0,11000.0,4.0,,,flat,"Ciudad 70, Coslada",Piso en avenida de Roma,Destacado,,,
104597197,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/39/1a/1329800915.webp,W-02VEJT,25,1,290000.0,flat,sale,45.0,True,1,1,Barrio Palacio,Madrid,Madrid,Centro,es,Palacio,40.4104891,-3.7130741,False,https://www.idealista.com/inmueble/104597197/,"Propiedad reformada y amueblada en el corazón de La Latina Engel & Völkers presenta esta especial propiedad en el corazón de La Latina, en el Barrio de Palacio. Ubicada en un cuidado edificio de 1880 tradicional de la zona, sus aproximadamente 45 metros cuadrados construidos han sido reformados para darle una distribución que ha sabido aprovechar al máximo su tamaño, dotándola de todas las comodidades.  Se distribuye en un baño completo, una cocina independiente, una salón comedor y un dormitorio doble en el que también tiene cabida una zona de estudio o trabajo. La propiedad se entrega íntegramente amueblada y equipada con electrodomésticos de gama alta, y constituye una oportunidad única de inversión en este demandado barrio de origen medieval. Tiene la particularidad de contar con un acceso directo y privado a través de una terraza abierta a un cuidado patio que recuerda las características corralas de este histórico barrio de Madrid. La propiedad se encuentra en una de las zonas más demandadas, el barrio de Palacio en el distrito Centro de Madrid, cuyas plazas, calles y edificios han sido testigos de la historia. De hecho, el barrio de La Latina debe su nombre al apodo de la humanista castellana Beatriz Galindo, un personaje relevante del siglo XV, ya que fué dama de compañía y consejera de Isabel La Católica, además de preceptora de sus hijos. En el barrio se alternan la tradición y la modernidad, lo castizo y las últimas tendencias. Una variedad que encontramos también en su amplia dotación comercial, hotelera y de ocio. En la misma línea, la zona ofrece una enorme oferta gastronómica que abarca desde establecimientos tradicionales madrileños a otros de perfil más internacional y cosmopolita, cuyos ejemplos podemos encontrar en lugares cómo la Cava Baja o la Plaza de la Paja.  A escasos minutos andando de la vivienda, se encuentran, entre otros puntos de interés, la basílica de San Francisco, el Teatro de La Latina o el Museo de San Isidro. Cuenta con todo tipo de servicios, que incluyen diversas opciones de transporte público, paradas de taxi y varios aparcamientos subterráneos. Un entorno, en definitiva, bien dotado, vibrante y moderno y, a la vez, lleno de historia.",True,good,False,False,6444.0,False,False,True,False,[],False,False,290000.0,€,,,,,,flat,"Palacio, Madrid",Piso,Destacado,,,
109155792,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/f8/80/1366691738.webp,1º PLANTA ASCENSOR ,22,1,189900.0,flat,sale,74.0,True,3,1,calle Río Tajo,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,San Nicasio,40.3317816,-3.7724571,False,https://www.idealista.com/inmueble/109155792/,"¡HOGARES LEGANES SAN NICASIO VENDE! Fantástica PRIMERA planta en el barrio de San Nicasio. A tan solo 4 minutos del Metro San Nicasio y a 7 minutos de Renfe Leganés Central. Con una superficie de 74m2, esta vivienda cuenta con un hall de entrada, un amplio salón comedor, una cocina, tres dormitorios, un baño y terraza. La zona cuenta con servicios cercanos como centro de salud, el Centro Comercial Plaza Nueva, paradas de autobús y diversas opciones de ocio y hostelería. Destacamos la posibilidad de financiación hasta el 100% gracias a FINANHOGAR, así como la opción de concertar una cita para visitarlo sin compromiso. Debido a la alta recepción de llamadas, iremos contactando con los interesados por la vivienda con la mayor brevedad posible.",False,renew,False,True,2566.0,True,False,False,False,[],False,False,189900.0,€,,,,,,flat,"San Nicasio, Leganés",Piso en calle Río Tajo,Destacado,,,
109201628,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/73/90/1367319944.webp,P--691,47,5,650000.0,flat,sale,55.0,False,1,1,calle de Sagasta,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4266015,-3.7011664,False,https://www.idealista.com/inmueble/109201628/,"¡Descubre esta exclusiva vivienda a estrenar en el corazón del barrio de Justicia! Situada en una elegante finca señorial de 1910, este luminoso piso en la 5ª planta ofrece un espacio de 55 m² que combina el encanto histórico con las comodidades modernas.  El salón-comedor, perfectamente integrado con una cocina equipada y electrodomésticos de calidad, se convierte en el lugar ideal para disfrutar de momentos inolvidables. El dormitorio cuenta con un amplio vestidor y una ventana que inunda de luz natural el espacio. (posibilidad de hacer un segundo dormitorio)  Además, el baño destaca por su suelo porcelánico de alta calidad, brindando un toque de elegancia.  Con su calefacción por bomba frío/calor y agua caliente por termo eléctrico, la vivienda asegura un ambiente acogedor durante todo el año.  Este inmueble se entrega sin amueblar, lo que te permite personalizarlo a tu gusto.  Incluye un trastero de 6 m² en la parte superior, con la posibilidad de conectarlo directamente a la vivienda, ofreciendo una gran comodidad.  La finca cuenta con portero físico y ascensor, garantizando seguridad y confort en tu día a día.  No dejes pasar la oportunidad de vivir en un lugar que combina historia y modernidad. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,True,11818.0,True,False,True,False,[],False,False,650000.0,€,,,,,,flat,"Chueca-Justicia, Madrid",Piso en calle de Sagasta,Destacado,,,
109067765,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/92/81/1363417907.webp,3454-07178,63,,998000.0,chalet,sale,301.0,,5,5,CL SITIO DEL MARILLEJO,Madrid,Torrelodones,Centro Comercial - Hospital,es,,40.5641656,-3.9186973,False,https://www.idealista.com/inmueble/109067765/,"**Casa Pareada en Torrelodones: Modernidad y Comodidad en un Solo Lugar** Descubre esta impresionante casa pareada en Torrelodones, donde la modernidad se une a la funcionalidad. Con una parcela de 510 m² y 301 m² construidos distribuidos en tres plantas, este chalet es perfecto para quienes buscan espacio y confort. Al entrar, serás recibido por un amplio hall que da acceso a un elegante salón luminoso, equipado con chimenea y acceso directo al jardín, ideal para disfrutar de momentos al aire libre. La cocina, también luminosa, cuenta con un amplio comedor que invita a compartir deliciosas comidas en familia. En la planta superior, la zona de noche alberga cuatro dormitorios amplios, todos con armarios empotrados. Dos de ellos son dormitorios en suite, cada uno con su propio baño completo, ofreciendo privacidad y comodidad. Además, hay un baño adicional en esta planta para mayor conveniencia. El sótano es un espacio multifuncional que incluye un garaje para dos coches, una gran sala que se puede adaptar a diferentes usos, un dormitorio de servicio y un baño completo. También cuenta con una sala de lavandería, lo que añade funcionalidad a este hogar. Construido con materiales de alta calidad, el chalet ofrece suelo radiante, aire acondicionado y ventanas de aislamiento térmico y acústico de grandes dimensiones, garantizando una gran luminosidad en todos los espacios. La orientación sur asegura luz natural durante todo el día, creando un ambiente cálido y acogedor. Además, la propiedad forma parte de una comunidad con piscina, perfecta para relajarse durante los meses más cálidos. Este chalet pareado es una oportunidad única en el mercado inmobiliario de Torrelodones. ¡No dejes pasar la ocasión de visitarlo!",False,good,False,,3316.0,True,False,False,False,[],False,False,998000.0,€,,,,True,True,chalet,"Centro Comercial - Hospital, Torrelodones",Chalet pareado en CL Sitio Del Marillejo,Destacado,semidetachedHouse,,
108350301,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/b0/d0/1341499865.webp,,16,1,1100000.0,flat,sale,115.0,True,3,2,calle de Ventura de la Vega,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4138493,-3.6985301,False,https://www.idealista.com/inmueble/108350301/,"Vivienda de carácter único, ubicada en el exclusivo y vibrante Barrio de las Letras, esta propiedad de 115 m² en la primera planta de un majestuoso edificio clásico ofrece una oportunidad excepcional para aquellos que buscan residir en el corazón cultural de Madrid. Su distribución, que incluye 3 generosas habitaciones y 2 baños completos, ha sido cuidadosamente pensada para ofrecer una armoniosa combinación de confort y funcionalidad. Cada rincón de esta vivienda destila el encanto de la arquitectura tradicional madrileña, con techos altos y suelos de madera que aportan una cálida elegancia. Meticulosamente renovada y diseñada, está preparada para entrar a vivir.  La ubicación es, sin duda, uno de sus mayores atractivos. A tan solo unos minutos de la Plaza Mayor, el Museo del Prado y el Parque del Retiro, esta vivienda permite disfrutar de la riqueza histórica, cultural y gastronómica de uno de los barrios más emblemáticos y codiciados de Madrid. Una propiedad única en un enclave incomparable, perfecta para quienes buscan una residencia que combine la sofisticación de la tradición madrileña con la comodidad de vivir en el epicentro de la ciudad.",False,good,False,False,9565.0,True,False,False,False,[],False,False,1100000.0,€,,,,,,flat,"Huertas-Cortes, Madrid",Piso en calle de Ventura de la Vega,Destacado,,,
109196392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/b9/9f/1367230225.webp,P-3037,58,3,599000.0,duplex,sale,156.0,True,5,2,calle de Vicente Espinel,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4337443,-3.6399126,False,https://www.idealista.com/inmueble/109196392/,"LINKCASA PASEO EXTREMADURA VENDE un dúplex de 156 m² construidos en la calle Vicente Espinel (barrio de Pueblo Nuevo), a escasos metros de la arteria principal y comercial de la zona como es la calle Alcalá. La vivienda se distribuye en 2 plantas:  *Primera: consta de 1 habitación, un amplio salón, comedor, una cocina espaciosa, baño completo con bañera y terraza descubierta.  *Segunda: dispone de 4 habitaciones (3 de ellas doble), baño completo con bañera, trastero y terraza descubierta. El inmueble es exterior, muy luminoso, se trata de una tercera planta, está para entrar a vivir y dispone de calefacción individual de gas natural, bomba de calor y aire acondicionado. La propiedad se encuentra a 5 minutos de los metros Pueblo Nuevo (L-5 y L-7) y Ascao (L-7) y de varias líneas de autobuses de la EMT (38, 109, 113 y N5). La finca tiene la ITE favorable (año 2015). La vivienda se encuentra ubicada en una zona muy tranquila y bien comunicada, con todo tipo de servicios y comodidades a su alrededor (supermercados, restaurantes, entidades bancarias, farmacias, colegios, instalaciones deportivas, zonas verdes.. . etc), lo que hace de la compra del inmueble una buena oportunidad. Para más información, visítanos en nuestra web: linkcasa. es. No dejes de visitarlo.",True,good,False,False,3840.0,True,False,True,False,[],False,False,599000.0,€,,,,,,flat,"Pueblo Nuevo, Madrid",Dúplex en calle de Vicente Espinel,Destacado,duplex,,
108779835,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/c5/fb/1356303924.webp,BFO-V1422,62,,349000.0,chalet,sale,177.0,,5,3,calle Olivar de Ayllón,Madrid,Pelayos de la Presa,,es,,40.3618987,-4.3427456,False,https://www.idealista.com/inmueble/108779835/,"CONTACTAR CON EXTENSIÓN Nº2 Se vende estupenda vivienda en Pelayos de la Presa, a solo unos pasos del Pantano de San Juan, en un entorno natural privilegiado, perfecto para quienes buscan tranquilidad sin renunciar a la cercanía de Madrid. Pelayos de la Presa es un lugar único para quienes buscan tranquilidad y disfrutar de la naturaleza en estado puro. Aquí podrás pasear por senderos rodeados de bosque, bañarte en las playas del Pantano de San Juan, practicar paddle surf o simplemente relajarte junto al agua. Además, el pueblo ofrece una buena oferta de restaurantes y espacios para disfrutar al aire libre, perfectos para desconectar y saborear la vida rural sin renunciar a las comodidades. La vivienda tiene una superficie construida de 177 m² sobre una parcela de 507 m², con espacio exterior ideal para jardín o zona de descanso. Distribución en dos plantas: Planta baja: – Salón con comedor – Cocina totalmente equipada – 2 habitaciones – 1 baño completo – Espacio adicional ideal como bodega o trastero Planta superior: – 3 habitaciones con armarios empotrados – 2 baños completos, uno de ellos en suite dentro del dormitorio principal Dispone de calefacción por gas natural y está lista para entrar a vivir. A escasos 10 metros se encuentra una piscina comunitaria, perfecta para disfrutar del verano sin preocuparse del mantenimiento. Pelayos de la Presa se encuentra a menos de una hora de Madrid por la M-501. Es una zona ideal tanto para vivir todo el año como para escapadas de fin de semana, muy valorada por familias, parejas jóvenes y amantes del entorno natural.   (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,,1972.0,False,True,False,False,[],False,False,349000.0,€,,,,,,chalet,Pelayos de la Presa,Casa independiente en calle Olivar de Ayllón,Destacado,independantHouse,,
108595094,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/54/39/1366518896.webp,1-1628,61,3,2200000.0,duplex,sale,361.0,True,8,5,avenida de Pío XII,Madrid,Madrid,Chamartín,es,Nueva España,40.4653819,-3.6756376,False,https://www.idealista.com/inmueble/108595094/,"Agencia inmobiliaria DS Realtors ofrece SIN HONORARIOS AL COMPRADOR este magnífico Ático situado en Avenida Pío XII, Nueva España. Piso totalmente exterior, con dos terrazas y disposición cuadrangular. Muy luminoso gracias a su doble orientación. Ubicado en tercer y última planta de finca de 1975, ubicada en urbanización privada con acceso desde la calle, con servicio de conserje y garaje privado bajo rasante, así como un magnífico equipamiento de zonas comunes incluyendo piscinas, salas de juegos, gimnasios y trastero en finca. El entorno goza de mucha tranquilidad gracias a el entorno ajardinado y la distancia a eje principales de circulación rodada. La vivienda se ubica en tercera planta, siendo la planta dúplex la cuarta del edificio. Se distribuye: En planta baja, con acceso desde gran hall de entrada a mano derecha amplio salón comedor orientado a sudeste, el distribuidor igualmente da acceso a dos dormitorios, uno de ellos habilitado actualmente como despacho y un baño, así como a amplia cocina con office y zona de lavandería con aseo y terraza secundaria.  La planta superior, ligeramente abuhardillada, destacada por su amplitud y sus dos terrazas laterales, favoreciendo una estupenda ventilación cruzada en toda la superficie de la vivienda. Al acometer a la planta superior desde el hueco de escaleras encontramos un distribuidor central con acceso a cinco dormitorios (uno de ellos con baño en suite) y otros dos cuartos de baño completos.  La vivienda tiene calefacción central, así como bomba frío calor en todas las estancias de la casa vía aparatos tipo “split”. Cuenta con armarios empotrado a medida en cada dormitorio, así como en hall de entrada y pasillo.  La zona destaca por su tranquilidad, ideal para familias, con conexión en transporte público muy ágil con el resto de la ciudad, cercanía a hospitales, farmacias y colegios y perfecta comunicación en coche gracias a la salida a la m30 en la Cta. del Sagrado Corazón. Te invitamos a conocerlo sin compromiso con uno de nuestros expertos, para que te ayude a encontrar tu casa ideal, con un asesoramiento personalizado adaptado a tus gustos y necesidades. DS Realtors no cobra honorarios a la parte compradora. En caso de estar interesado, desde DS Realtors ponemos también a tu disposición a nuestro equipo técnico de expertos en reformas e interiorismo -formado por arquitectos, arquitectos técnicos e interioristas-. Puedes consultarnos sin compromiso.",False,renew,False,True,6094.0,True,False,False,False,[],False,False,2200000.0,€,,,,True,True,flat,"Nueva España, Madrid",Dúplex en avenida de Pío XII,Destacado,duplex,,
109185699,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/99/66/1366805904.webp,RP1292025141360,25,4,565000.0,flat,sale,80.0,True,2,2,calle del Noviciado,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4268123,-3.7079339,False,https://www.idealista.com/inmueble/109185699/,"Redpiso Malasaña vende increíble piso ubicado en una de las zonas más codiciadas y de moda de Madrid: la calle Noviciado, en pleno corazón de Malasaña.  Se trata de una cuarta planta sin ascensor (con posibilidad de instalarlo en el edificio), con una superficie total de 81 m² (70 m² construidos + 11 m² de elementos comunes), divididos actualmente en dos viviendas independientes, lo que lo convierte en una excelente oportunidad tanto para inversión como para uso personal.  La primera vivienda, exterior y muy luminosa, cuenta con 32 m² útiles distribuidos en un dormitorio con cama doble tipo canapé, un salón acogedor con sofá, cocina reformada y completamente equipada, baño con plato de ducha, y un práctico vestidor junto al baño.  La segunda vivienda, de 25 m² útiles, es interior pero da a un amplio patio, lo que le proporciona tranquilidad y una agradable entrada de luz natural. Dispone de dormitorio independiente, cocina equipada, salón con sofá amplio, escritorio, espacio de almacenaje, aire acondicionado y baño con plato de ducha.  El piso está situado en una de las calles más emblemáticas de Madrid, rodeado de una oferta gastronómica, cultural y de ocio inmejorable, con excelente conexión a transporte público y a solo unos minutos a pie del centro histórico.  IBI: 441,48€. COMUNIDAD: 55,52€  Una propiedad versátil, con mucho encanto y un enorme potencial. ¡Ven a visitarla, te va a enamorar! HASTA EL 17 DE SEPTIEMBRE SOLO ES POSIBLE VISITAR LA VIVIENDA EXTERIOR. A PARTIR DE ESA FECHA, SE PODRÁN VISITAR AMBAS VIVIENDAS: LA EXTERIOR Y LA INTERIOR.  Ponemos a tu disposición nuestro departamento financiero que obtendrá las mejores condiciones de financiación. ***GASTOS DE ITP 6% Y GESTIÓN NO INCLUIDOS*** Más inmuebles en nuestra página web.",False,good,False,False,7063.0,True,False,False,False,[],False,False,565000.0,€,,,,,,flat,"Malasaña-Universidad, Madrid",Piso en calle del Noviciado,Destacado,,,
109199296,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/1b/14/1367236034.webp,4676,10,2,202000.0,flat,sale,53.0,True,2,1,calle de Isidro Fernández,Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4833718,-3.6861191,False,https://www.idealista.com/inmueble/109199296/,"OPORTUNIDAD DE INVERSIÓN - INMUEBLE OKUPADO! Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Piso a la venta en Fuencarral Vivienda de 53 m2 distribuidos en 2 dormitorios, 1 baño, salón y cocina. Vivienda ubicada en la segunda planta de un edificio sin ascensor Situado en Fuencarral muy cerca del parque de Begoña y del Hospital de la Paz. Rodeado de todos los servicios necesarios en el día a día Fácil comunicación por M30 - M11 y A11, además cuenta con diversas paradas de autobús cerca Llámenos e infórmese de las condiciones especiales de venta.",False,renew,False,False,3811.0,False,False,False,False,[],False,False,202000.0,€,,,,,,flat,"Tres Olivos - Valverde, Madrid",Piso en calle de Isidro Fernández,Destacado,,,
109185865,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/a8/06/1366811020.webp,915560,59,,580000.0,chalet,sale,310.0,,5,4,calle Italia,Madrid,Villalbilla,,es,,40.446892,-3.368781,False,https://www.idealista.com/inmueble/109185865/,"Housfy vende encantador piso en Villalbilla. Una vivienda luminosa y ubicada en un entorno idóneo para disfrutarlo. Este piso fue construido en el año 1900. Características:  Exclusiva casa independiente de 310 m² en Villalbilla (Los metros cuadrados están verificados por la Dirección General del Catastro) Esta casa a cuatro vientos ofrece amplitud, privacidad y todas las comodidades modernas, en una de las zonas más tranquilas y mejor comunicadas de Villalbilla.  Distribución y espacios interiores -5 habitaciones luminosas -3 baños completos + 1 aseo -Gran salón-comedor, amplio y acogedor -Cocina práctica y bien distribuida -Buhardilla con múltiples posibilidades (despacho, sala de juegos, gimnasio, etc.) -Sótano habilitado como apartamento independiente, con salida directa al exterior y conexión interior a la vivienda -Aparcamiento con capacidad para 3 coches  Zona exterior -Jardín privado de 317 m² -Piscina privada de 10 x 5 m -Bodega y asador en el jardín, perfectos para celebraciones  Equipamiento y sostenibilidad -Placas solares con bancos de batería, para utilizar la energía acumulada las 24 horas -Cargador para vehículo eléctrico -Aire acondicionado en todas las habitaciones de primera y segunda planta -Sauna de vapor  Entorno y servicios -La vivienda se ubica en una urbanización cerrada con seguridad privada, que cuenta con club deportivo, colegio y guardería. -Además, está muy cerca de supermercados como Mercadona, Lidl y Ahorramás, facilitando la vida diaria. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. El precio de venta no incluye gastos de la compraventa como notaría, registro, impuestos, ni tampoco honorarios agencia. Esta publicación no es vinculante. Consulta siempre la nota simple con Housfy antes de formalizar la compraventa. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Para tu seguridad, nunca cobramos honorarios ni reservas de inmuebles en alquiler antes de la firma del contrato de reserva Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy.com.",False,good,False,,1871.0,True,False,False,False,[],False,False,580000.0,€,,,,True,True,chalet,Villalbilla,Chalet en calle Italia,Destacado,,,
