propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
108369777,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/67/5f/1342067151.webp,DS-P33082,29,2,1359000.0,flat,sale,141.0,True,3,3,calle del Cardenal Cisneros,Madrid,Madrid,Chamberí,es,40.4350047,-3.7041141,False,https://www.idealista.com/inmueble/108369777/,"DIZA Consultores les presenta luminoso piso con terraza en Chamberí. En la segunda planta de un edificio construido a mediados del siglo XX, se encuentra este luminoso piso de 141 metros. La zona noble goza de muchísima luz durante todo el día gracias a los grandes ventanales y altura. Está compuesta por un salón-comedor con cocina integrada totalmente equipada y acceso directo a la terraza. La zona de descanso está compuesta por tres dormitorios, el principal con vestidor y baño en suite. Los otros dos dormitorios tienen también un tamaño muy bueno. Además los dos cuentan con su propio baño completo. También, contamos con zona de lavandería independiente.  Las calidades de construcción son excelentes, aire acondicionado por conductos, cerramientos con aislamiento térmico y acústico y electrodomésticos de primera. La finca es señorial y dispone de portero físico. El barrio de Almagro, perteneciente al distrito de Chamberí, se trata de uno de los más lujosos y tranquilos de Madrid. Cerca de los mejores restaurantes, tiendas, colegios y universidades de la ciudad, es uno de los mejores barrios para vivir en la capital. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,9638.0,True,False,False,False,[],False,False,1359000.0,€,,,,flat,"Trafalgar, Madrid",Piso en calle del Cardenal Cisneros,Top,Trafalgar,,,,,
108730120,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/46/aa/1353781026.webp,5260119c-8c33-4889-a2cd-85bfab4e4bcc,54,6,860000.0,flat,sale,112.0,True,3,2,paseo de los Olmos,Madrid,Madrid,Arganzuela,es,40.4029708,-3.7113744,False,https://www.idealista.com/inmueble/108730120/,"Huspy te ofrece, SIN HONORARIOS al comprador, una luminosa vivienda en sexta planta, situada en el Paseo de los Olmos, en el codiciado barrio de Acacias (Arganzuela). La propiedad se encuentra en una finca moderna con servicios premium, ideal para quienes buscan confort, seguridad y una excelente ubicación en Madrid. El piso que cuenta con 112m2 construidos (93m2 útiles) se distribuye en: •3 dormitorios con armarios empotrados •2 baños completos, uno de ellos en suite •Amplio salón comedor exterior con grandes ventanales y vistas despejadas  •Cocina independiente amueblada •Cuarto de lavandería independiente  •Persianas eléctricas en las estancias principales  •Recién pintado Zonas comunes y extras: •Piscina comunitaria •Zonas ajardinadas •Área de juegos infantiles •Plaza de garaje incluida en el precio •Trastero de doble altura •Ascensor •Portero físico y vigilancia nocturna La vivienda goza de una excelente orientación y ventilación natural, lo que garantiza luminosidad durante todo el día. Cuenta con aire acondicionado por medio de conductos y la calefacción es de Gas Natural individual a través de radiadores. Lista para entrar a vivir.  Ubicación privilegiada – Barrio de Acacias (Arganzuela) Una de las zonas más valoradas del distrito por su ambiente tranquilo, excelente comunicación y cercanía a puntos estratégicos de Madrid: •A tan solo 10 minutos de la estación de Atocha y del Paseo del Arte (Museo Reina Sofía, Prado y Thyssen). •Próximo al Parque Madrid Río, el Matadero Madrid (centro cultural) y el Centro Comercial Plaza Río 2. •Excelente conexión por transporte público: •Metro Acacias (L5 y L6) y Pirámides •Cercanías Renfe (Pirámides y Embajadores) •Múltiples líneas de autobús •Acceso rápido a la M-30 y a la autovía de Toledo (A-42) Además, la zona cuenta con supermercados, colegios, centros de salud, instalaciones deportivas, restaurantes, pequeños comercios y una gran oferta de servicios. Una propiedad completa y bien ubicada, perfecta como vivienda habitual o inversión en una de las zonas con mayor proyección de Madrid con excelente calidad de vida.  El CEE tipo E está estimado por el Ministerio de Transición Ecológica y Reto Demográfico ¡No dudes en contactar para más información o concertar una visita!",True,good,False,True,7679.0,True,True,False,False,[],False,False,860000.0,€,True,True,,flat,"Acacias, Madrid",Piso en paseo de los Olmos,Top,Acacias,,,,,
108637452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/68/eb/1358669044.webp,5115773b-d818-4449-84ec-73ba0ca89b57,41,6,795000.0,flat,sale,71.0,True,1,1,calle de Núñez de Balboa,Madrid,Madrid,Barrio de Salamanca,es,40.4362143,-3.6799508,False,https://www.idealista.com/inmueble/108637452/,"Luminoso piso reformado en el corazón del barrio de Salamanca – Ideal para vivir o invertir. La vivienda cuenta actualmente con 1 dormitorio amplio y 1 baño reformado recientemente (hace menos de dos años). Gracias a su distribución, existe la posibilidad de obtener una segunda habitación con una pequeña reforma, lo que aumentaría notablemente su funcionalidad y valor. Dispone de calefacción central, aire acondicionado y buenas calidades generales. Es una propiedad lista para entrar a vivir o comenzar a rentabilizar desde el primer día. Su cercanía al IE y a múltiples conexiones de transporte la convierte en una excelente oportunidad de inversión, con una alta demanda de alquiler en la zona. El inmueble se encuentra en un edificio representativo de 1980, con servicio de conserjería y seguridad 24 horas, lo que añade comodidad y tranquilidad. Además, la finca dispone de plazas de garaje, aunque la vivienda no incluye una plaza propia. Ubicado en la cotizada confluencia de Calle Núñez de Balboa con María de Molina, presentamos este piso de 71 m² construidos en buen estado, situado en una de las zonas más demandadas de Madrid, a escasos pasos del Instituto de Empresa (IE Business School). En definitiva, una propiedad versátil, bien ubicada y con potencial de revalorización, perfecta tanto para residencia habitual como para inversores que busquen rentabilidad garantizada en una ubicación prime de Madrid.",True,good,False,True,11197.0,True,True,False,False,[],False,False,795000.0,€,,,,flat,"Castellana, Madrid",Piso en calle de Núñez de Balboa,Top,Castellana,,,,,
107259098,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/03/a7/1345881123.webp,4c4fa274-5682-40cc-8a7f-bfcc5d562d07,54,3,1550000.0,flat,sale,187.0,True,4,3,calle de la Princesa,Madrid,Madrid,Moncloa,es,40.4355359,-3.7204439,False,https://www.idealista.com/inmueble/107259098/,"HUSPY le ofrece en exclusiva este magnífico piso reformado en la calle de la Princesa, en el barrio de Argüelles, Moncloa-Aravaca, Madrid. Este espacioso piso exterior de 187 m² ha sido recientemente reformado, ofreciendo un diseño moderno y funcional. Dispone de cuatro amplios dormitorios y tres baños completos, garantizando comodidad y espacio para toda la familia. La vivienda cuenta con aire acondicionado, ideal para los días calurosos, y calefacción a gas, proporcionando un ambiente acogedor en invierno. La cocina, completamente equipada, está diseñada para inspirar sus mejores creaciones culinarias. Los numerosos balcones exteriores permiten la entrada de abundante luz natural, creando un ambiente luminoso y agradable en todas las estancias. Además, las habitaciones están equipadas con armarios empotrados, proporcionando un amplio espacio de almacenamiento. También dispone de una práctica sala adicional para almacenaje. Ubicado en un edificio con ascensor, este apartamento combina confort y funcionalidad en una de las zonas más dinámicas de Madrid. Su excelente ubicación le permite disfrutar de una amplia oferta de comercios, restaurantes, transporte público y zonas verdes cercanas. La calle de la Princesa, en el barrio de Argüelles, es una de las arterias más emblemáticas de Madrid. Con una excelente conexión de transporte, ofrece acceso rápido al centro y a múltiples servicios. Rodeada de tiendas, restaurantes y centros comerciales, es una zona vibrante y llena de vida. Además, se encuentra cerca del Parque del Oeste y el Templo de Debod, perfectos para el ocio y la relajación. Su combinación de historia, elegancia y modernidad la convierte en una ubicación ideal para vivir. Oportunidad única: La vivienda está en proceso de reforma. Las imágenes muestran la calidad de proyectos anteriores realizados por la empresa encargada de la reforma. ¡No pierda esta oportunidad! Agende su visita y sea el primero en descubrir su próximo hogar.",True,good,False,True,8289.0,True,True,False,False,[],False,False,1550000.0,€,,,,flat,"Argüelles, Madrid",Piso en calle de la Princesa,Top,Argüelles,,,,,
108537734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/fb/ff/1347842516.webp,7ccd4479-679c-48d9-8590-c8e907b08262,20,3,398000.0,flat,sale,49.0,False,1,1,calle de Murcia,Madrid,Madrid,Arganzuela,es,40.4072203,-3.6950589,False,https://www.idealista.com/inmueble/108537734/,"Esta acogedora propiedad de 49 m² ha sido recientemente reformada, ofreciendo un diseño moderno y funcional. Dispone de un dormitorio de generosas dimensiones y un amplio baño, ideal para quienes buscan confort y practicidad en un espacio cuidadosamente distribuido. La cocina está completamente equipada con electrodomésticos actuales y se entrega amueblada, lo que permite instalarse de inmediato sin necesidad de inversión adicional. Los armarios empotrados aprovechan al máximo el espacio de almacenamiento, manteniendo la estética limpia y ordenada. Extras y confort Equipada con aire acondicionado, calefacción central y bomba de calor, la vivienda garantiza una climatización óptima durante todo el año. Su diseño sin barreras arquitectónicas facilita la accesibilidad, haciéndola adecuada también para personas con movilidad reducida. Características del edificio Ubicada en una finca con ascensor, ofrece todas las comodidades necesarias para una vida tranquila y funcional en una comunidad bien mantenida. Ubicación privilegiada en Arganzuela, Madrid Situada en el barrio de Palos de la Frontera, dentro del distrito de Arganzuela, esta propiedad se encuentra en una zona vibrante, con excelente conexión a transporte público, servicios, zonas verdes y una amplia oferta cultural y gastronómica. Es una oportunidad ideal para quienes desean vivir en el centro de Madrid con todas las ventajas de un entorno bien conectado y con personalidad propia.",True,good,False,True,8122.0,True,True,False,False,[],False,False,398000.0,€,,,,flat,"Palos de la Frontera, Madrid",Piso en calle de Murcia,Top,Palos de la Frontera,,,,,
108745726,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/03/58/1353881534.webp,8e6c0080-b514-4439-aa8b-cb848da3ab3c,37,4,574500.0,flat,sale,82.0,False,2,1,calle de Felipe Campos,Madrid,Madrid,Chamartín,es,40.4434404,-3.6781486,False,https://www.idealista.com/inmueble/108745726/,"Descubre este encantador piso de 82 m², en una de las zonas que más de moda está de toda la capital.  La zona de Gabriel Lobo es una zona muy exclusiva, que se ha revalorizado mucho en los últimos años, con comercios y negocios locales de calidad. Además está muy bien ubicada en el barrio de El Viso, distrito Chamartín, y pegada al barrio Salamanca. Es una de las zonas más prestigiosas de Madrid. Es tranquila pero con ambiente, y la mayoría de vecinos con una franja de edad entre 30-50 años.  El edificio NO tiene ascensor, pero en el hall sí hay espacio para dejar carritos de bebé y la comunidad está buscando proyectos para instalarlo.  La vivienda está situada en una cuarta planta y cuenta con 2 dormitorios y 1 cuarto de baño muy grande (antes dos), y es ideal para una persona soltera, una pareja o una pequeña familia.  Como se puede ver en las fotos, se reformó hace poco y se encuentra en perfectas condiciones.  Cuenta con calefacción central con contadores individuales, aire acondicionado y ventilador en la habitación principal.  También tiene armarios repartidos por toda la casa para almacenaje y trastero en la planta -1 del edificio. Es un interior pero con muy buena luz y evidentemente más silencioso que los exteriores de la finca. La cocina es independiente y tiene la zona de lavado separada. Es una excelente oportunidad para quienes buscan un hogar acogedor y funcional en una ubicación privilegiada, muy segura y rodeada de restaurantes, colegios y centros de salud/hospitales.  Además está muy bien comunicado mediante transporte público y con fácil acceso a las principales vías de la ciudad, lo que facilita la movilidad y mejora la calidad de vida. ¡Ya disponible! ¡Lista para entrar a vivir!",True,good,False,False,7006.0,True,False,False,False,[],False,False,574500.0,€,,,,flat,"El Viso, Madrid",Piso en calle de Felipe Campos,Top,El Viso,,,,,
106970345,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/0c/8c/1354009178.webp,f9ab3973-3384-421f-a81a-e7cb3f35ae4c,48,3,1600000.0,flat,sale,150.0,True,2,3,calle del Molino de Viento,Madrid,Madrid,Centro,es,40.4229438,-3.7025078,False,https://www.idealista.com/inmueble/106970345/,"HUSPY presenta este exclusivo piso ubicado en el prestigioso y vibrante barrio de Malasaña.  Este inmueble combina diseño moderno con acabados de alta calidad, pensado para ofrecerte el máximo confort y estilo. Distribución: Gran salón-comedor: Espacioso y luminoso, con dos balcones que ofrecen vistas encantadoras del barrio. Cocina americana con isla: Diseñada para inspirar a los amantes de la gastronomía, perfecta para compartir momentos inolvidables. Cuarto de lavado: Práctico y funcional, pensado para tu comodidad. Aseo de cortesía: Elegancia y funcionalidad para recibir a tus invitados. Habitación principal: Con baño en suite y vestidor, un refugio perfecto para relajarte después de un largo día. Habitación secundaria: También con baño en suite, ideal para familiares o invitados. Reforma integral con materiales de primera calidad y diseño contemporáneo que combina estilo y funcionalidad. Entrega en junio, ideal para aquellos que buscan estrenar un hogar personalizado en una ubicación inmejorable. Ubicado en Malasaña, uno de los barrios más deseados de Madrid, conocido por su ambiente bohemio, cafés únicos, boutiques y una vibrante vida cultural. No dejes pasar esta oportunidad única. Contacta con nosotros hoy mismo para más información o para programar una visita.  ¡Este piso tiene todo lo que necesitas para vivir la vida que siempre soñaste!",True,renew,False,True,10667.0,True,True,False,False,[],False,False,1600000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso en calle del Molino de Viento,Top,Malasaña-Universidad,,,,,
109155093,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/b9/c5/1366134193.webp,V7000I,44,,9800000.0,chalet,sale,1000.0,,6,8,calle de las Liebres,Madrid,La Moraleja,La Moraleja urbanización,es,40.5154077,-3.6138816,False,https://www.idealista.com/inmueble/109155093/,"Venta. Casa independiente. La Moraleja. Espectacular propiedad de 1.000 metros cuadrados construidos aproximados sobre bellísima parcela de esquina y de 2.500 metros cuadrados, totalmente privada, orientada a sur y distribuida en tres cómodas y amplias plantas. 4 dormitorios principales en suite, cine, gimnasio y despacho. Se encuentra en perfecto estado y en su construcción se han empleado sistemas y materiales de la máxima categoría. La vivienda se plantea en forma de H, generando dos alas completamente diferenciadas. Zona social y zona de descanso. Se accede a la vivienda a través de una galería de estilo balinés que conecta ambas alas, y a través de la cual tenemos vistas al gran porche exterior ubicado junto a la piscina. Planta de acceso: - Gran salón en doble altura, con una acogedora chimenea.  - Comedor independiente - Amplia cocina con una gran isla central y comedor de diario - Aseo de invitados - Sala de estar - 3 amplios dormitorios en suite Planta alta:  - Espectacular cine - Dormitorio principal Planta baja: - Zona de oficina con acceso independiente - Garaje para 4 coches - Gimnasio con jacuzzi - Gran zona de almacenaje - Dos habitaciones de servicio con su propia cocina La vivienda está equipada con calefacción por suelo radiante y aire acondicionado por conductos, garantizando una temperatura óptima durante todo el año. Dispone además de un avanzado sistema de domótica que permite gestionar la iluminación, la climatización y la seguridad con total comodidad. Todas las estancias cuentan con persianas motorizadas, y la propiedad incorpora un completo sistema de alarma tanto interior como perimetral para ofrecer la máxima tranquilidad. Probablemente La Moraleja sea la urbanización residencial de lujo más conocida de España. Los muchos personajes famosos que la han elegido como residencia habitual son responsables de su importante presencia mediática. Situada al norte de Madrid, en el término municipal de Alcobendas, tiene una extensión de 950 hectáreas. Cuenta con 1050 viviendas independientes sobre parcelas de 1.500, 2.500 y 10.000 m2 y con 400 adosados en 9 urbanizaciones diferentes. Tanto su estratégica ubicación -a un paso del centro de la capital (12km) y a escasos kilómetros del aeropuerto de Barajas (5km)- como sus férreas medidas de seguridad y sus muchas opciones de escolarización privada, ocio, deporte y salud, han convertido La Moraleja en un referente residencial en nuestro país.  Junto a las urbanizaciones de El Soto y El Encinar, conforman un núcleo geográfico de similares características demográficas. Su código postal es el 28109. Es aquí, en la plaza de La Moraleja (junto a la farmacia), donde Promora atiende a los clientes que quieren acceder a las viviendas de la zona norte de Madrid. Puedes ver más inmuebles en nuestra página web.",False,renew,False,,9800.0,False,False,False,False,[],False,False,9800000.0,€,True,True,,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente en calle de las Liebres,Top,,independantHouse,,,,
106445492,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/f3/df/1283122418.webp,tipo-3d-0103C,12,2,776500.0,flat,sale,139.0,True,3,2,Miguel Ángel Cantero Oliva s/n,Madrid,Boadilla del Monte,Viñas Viejas,es,40.4145643,-3.8946673,True,https://www.idealista.com/obra-nueva/106445492/,"Residencial INBISA Viñas Viejas es una nueva promoción de viviendas exclusivas que se emplaza en la confluencia de las calles Francisco Tomás y Valiente y Miguel Ángel Cantero Oliva en Boadilla del Monte (Madrid), uno de los municipios de España mejor valorados para vivir, gracias a su excepcional calidad de vida y entorno natural. Residencial INBISA Viñas Viejas presenta una exclusiva selección de 48 viviendas, con calificación energética ‘A’, en una urbanización cerrada con amplia dotación de aparcamiento y trasteros. La promoción se compone de viviendas en planta baja con magníficos jardines privados y bodegas, dos plantas de viviendas con amplias terrazas y planta ático con terraza y gran solárium.  Su diseño innovador con un atractivo juego de terrazas, su luminosidad y la amplitud de espacios, la convierten en una promoción exclusiva, única en la zona. Mientras, la disposición escalonada de los edificios le dotan de un carácter especial y permite que todas las fachadas cuenten con la mejor orientación y vistas. Residencial INBISA Viñas Viejas ofrece una amplia variedad de servicios habiendo sido estudiados con detalle y proyectados con la máxima calidad que la promoción merece. Entre sus exclusivas zonas comunes, encontrarás una piscina infinity con cloración salina, sala fitness, club social, zona solárium y área de juegos especialmente diseñada para los más pequeños, entre otros.  Dando importancia a la seguridad, la urbanización se encuentra en un recinto cerrado y vallado perimetralmente con acceso a través de una garita de vigilancia y control de accesos y cuenta con instalación de sistema de videovigilancia. Residencial INBISA Viñas Viejas se ha concebido pensando en la comodidad, el bienestar y el lujo de vivir donde siempre habías soñado, donde disfrutar de la tranquilidad de vivir en una urbanización privada, en la que tendrás todo lo que necesitas sin salir de casa.",False,,True,True,5586.0,True,False,False,False,[],False,False,776500.0,€,True,True,,flat,"Viñas Viejas, Boadilla del Monte",Piso en Miguel Ángel Cantero Oliva s/n,Top,,,,,,False
109172655,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/20/49/1366415723.webp,,42,3,390000.0,flat,sale,42.0,False,1,1,"calle de Jorge Juan, 55",Madrid,Madrid,Barrio de Salamanca,es,40.4236276,-3.6794476,True,https://www.idealista.com/inmueble/109172655/,"OPORTUNDAD. Propiedades Pozuelo ofrece encantador Apartamento en venta en una de las zonas más exclusivas de Madrid, a un paso del Retiro. Con una superficie de 42 m², este inmueble se encuentra en un estado impecable y es ideal tanto para vivir como para invertir, dada la alta demanda de alquiler en la zona. La vivienda cuenta con un salón dividido en dos estancias,  perfecto para disfrutar de momentos de relax o trabajo.  La cocina abierta está completamente equipada con electrodomésticos modernos, y el baño ha sido reformado recientemente con un práctico plato de ducha. El dormitorio doble, ofrece un espacio acogedor y funcional. Además, los techos altos aportan una sensación de amplitud. El edificio, con una bonita fachada y un portal bien cuidado, dispone de ascensor y cámaras de vigilancia, garantizando seguridad y comodidad. Los gastos de comunidad son muy bajos, lo que añade un atractivo extra a esta propiedad. Con aire acondicionado y calefacción por bomba de frío/calor, disfrutarás de un ambiente agradable durante todo el año. ¡No pierdas la oportunidad de visitar este maravilloso apartamento y hacer de él tu nuevo hogar o inversión!",False,good,False,True,9286.0,True,False,False,False,[],False,False,390000.0,€,,,,flat,"Goya, Madrid","Piso en calle de Jorge Juan, 55",Top,Goya,,,,,
106445465,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/9a/0f/1283122447.webp,atico-3d-0203B,12,3,882600.0,penthouse,sale,221.0,True,3,2,Miguel Ángel Cantero Oliva s/n,Madrid,Boadilla del Monte,Viñas Viejas,es,40.4145643,-3.8946673,True,https://www.idealista.com/obra-nueva/106445465/,"Residencial INBISA Viñas Viejas es una nueva promoción de viviendas exclusivas que se emplaza en la confluencia de las calles Francisco Tomás y Valiente y Miguel Ángel Cantero Oliva en Boadilla del Monte (Madrid), uno de los municipios de España mejor valorados para vivir, gracias a su excepcional calidad de vida y entorno natural. Residencial INBISA Viñas Viejas presenta una exclusiva selección de 48 viviendas, con calificación energética ‘A’, en una urbanización cerrada con amplia dotación de aparcamiento y trasteros. La promoción se compone de viviendas en planta baja con magníficos jardines privados y bodegas, dos plantas de viviendas con amplias terrazas y planta ático con terraza y gran solárium.  Su diseño innovador con un atractivo juego de terrazas, su luminosidad y la amplitud de espacios, la convierten en una promoción exclusiva, única en la zona. Mientras, la disposición escalonada de los edificios le dotan de un carácter especial y permite que todas las fachadas cuenten con la mejor orientación y vistas. Residencial INBISA Viñas Viejas ofrece una amplia variedad de servicios habiendo sido estudiados con detalle y proyectados con la máxima calidad que la promoción merece. Entre sus exclusivas zonas comunes, encontrarás una piscina infinity con cloración salina, sala fitness, club social, zona solárium y área de juegos especialmente diseñada para los más pequeños, entre otros.  Dando importancia a la seguridad, la urbanización se encuentra en un recinto cerrado y vallado perimetralmente con acceso a través de una garita de vigilancia y control de accesos y cuenta con instalación de sistema de videovigilancia. Residencial INBISA Viñas Viejas se ha concebido pensando en la comodidad, el bienestar y el lujo de vivir donde siempre habías soñado, donde disfrutar de la tranquilidad de vivir en una urbanización privada, en la que tendrás todo lo que necesitas sin salir de casa.",False,newdevelopment,True,True,3994.0,True,False,False,False,[],False,False,882600.0,€,True,True,,flat,"Viñas Viejas, Boadilla del Monte",Ático en Miguel Ángel Cantero Oliva s/n,Top,,penthouse,,,,False
108441502,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/f1/ea/1344972111.webp,AAA000209202,32,3,1100000.0,flat,sale,161.0,True,3,3,paseo de la Castellana,Madrid,Madrid,Fuencarral,es,40.4742795,-3.6862974,False,https://www.idealista.com/inmueble/108441502/,"Exclusiva vivienda reformada en Paseo de la Castellana Ubicada en una tercera planta de un edificio representativo en el Paseo de la Castellana, esta espectacular vivienda de 160 m² ha sido completamente reformada con materiales de primerísima calidad y diseñada para ofrecer el máximo confort. Destaca su impresionante salón-comedor con cocina integrada, un espacio abierto de 60 m² con tres grandes ventanales que inundan la estancia de luz natural y ofrecen vistas directas al Paseo de la Castellana. La cocina cuenta con una elegante y funcional encimera de cuarzo Perla Venata, que aporta sofisticación y resistencia. La distribución incluye tres amplios dormitorios, todos con armarios empotrados completamente vestidos, y tres baños completos, pensados al detalle para combinar diseño y funcionalidad. Las ventanas son de PVC con cristales térmicos y persianas motorizadas, garantizando un excelente aislamiento térmico y acústico. Además, la vivienda dispone de una plaza de garaje, un valor añadido en esta zona. Situada a pocos pasos de las Cuatro Torres y del intercambiador de Plaza de Castilla, la ubicación ofrece todos los servicios y comodidades a su alrededor: transporte público, comercios, colegios y zonas verdes. Una vivienda única, lista para entrar a vivir, en una de las arterias más exclusivas y bien conectadas de Madrid.",False,good,False,True,6832.0,True,False,False,False,[],False,False,1100000.0,€,True,True,,flat,"La Paz, Madrid",Piso en paseo de la Castellana,Top,La Paz,,,,,
108462782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/1f/7b/1346524585.webp,c74bc89d-588f-4993-8fed-3800c14da3a1,58,3,699000.0,flat,sale,131.0,True,5,1,plaza de la Beata María Ana de Jesús,Madrid,Madrid,Arganzuela,es,40.3955838,-3.6958624,False,https://www.idealista.com/inmueble/108462782/,"Oportunidad para inversión o coworking. Descubre este encantador piso de 131 m² ubicado en el corazón de La Chopera. Con 5 amplios dormitorios y 2 salones, esta propiedad es perfecta para quienes buscan espacio y comodidad.  El edificio cuenta con un práctico ascensor, ideal para facilitar el acceso. Entre las comodidades del piso, encontrarás aire acondicionado para los cálidos veranos, calefacción a gas para los inviernos fríos y un trastero que maximiza el espacio de almacenamiento. Además, la unidad es accesible para personas con movilidad reducida, añadiendo un plus de accesibilidad. Este piso es una joya en bruto esperando a ser transformada en el hogar de tus sueños. No pierdas la oportunidad de vivir en una zona vibrante y bien conectada. ¡Visítalo y visualiza su potencial!",True,renew,False,True,5336.0,True,True,False,False,[],False,False,699000.0,€,,,,flat,"Chopera, Madrid",Piso en plaza de la Beata María Ana de Jesús,Top,Chopera,,,,,
107216060,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/e4/1b/1306415289.webp,e870ddcd-11f7-4268-987a-af99018752eb,53,3,3600000.0,flat,sale,379.0,True,5,5,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4236984,-3.6713694,False,https://www.idealista.com/inmueble/107216060/,"PISO CON TERRAZA, CUENTA CON EXCLUSIVIDAD, CONFORT Y DISEÑO EN EL CORAZÓN DE GOYA. En una de las zonas más selectas de Madrid, te presentamos este impresionante piso de 379 m², un oasis de lujo y confort en el barrio de Goya. Totalmente reformado con un diseño moderno y funcional, este hogar ofrece una combinación perfecta de elegancia y bienestar. � Características destacadas: ✔ 5 dormitorios amplios y luminosos, cada uno con su propio estilo y privacidad. ✔ 5 baños de diseño, con acabados de alta gama. ✔ Cocina de ensueño, totalmente equipada, con armarios empotrados que maximizan el espacio. ✔ Climatización de última generación: suelo radiante, aire acondicionado y calefacción a gas, garantizando confort en cualquier estación. ✔ Espacios exteriores: disfruta del aire libre en su terraza y balcón, ideales para relajarte o compartir momentos especiales. � Un edificio con carácter y exclusividad: Ubicado en una finca clásica con un portal señorial, este piso cuenta con ascensor y servicio de portería, brindando seguridad y comodidad. Se vende amueblado con acabados de lujo, listo para entrar a vivir. � Ubicación inmejorable en el distrito de Salamanca Vivir en Goya es disfrutar de un entorno de prestigio y comodidad. A pocos pasos de las emblemáticas calles Alcalá y Príncipe de Vergara, rodeado de boutiques exclusivas, restaurantes de alta cocina, centros comerciales y espacios culturales. � Conectividad perfecta: múltiples líneas de metro y autobuses, fácil acceso a la M-30 y cercanía a colegios, hospitales y parques. Una oportunidad única para vivir con estilo en Madrid. ¡Ven a conocer tu próximo hogar!",True,good,False,True,9499.0,True,False,False,False,[],False,False,3600000.0,€,,,,flat,"Goya, Madrid",Piso en calle de Goya,Top,Goya,,,,,
