propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished,detailedType.subTypology
109119639,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/5b/60/1258552980.webp,Vivienda 4-C,22,,1539000.0,chalet,sale,406.0,,4,5,"Severo María Agustín, 4",Madrid,Pozuelo de Alarcón,Zona Estación,es,Zona Estación,40.4479506,-3.8032204,True,https://www.idealista.com/obra-nueva/109119639/,"ÚLTIMA VIVIENDA ENTREGA DE VIVIENDAS: Último Trimestre 2026”  Kavak Homes presenta SMA4, su nuevo proyecto de 4 exclusivas viviendas unifamiliares en la mejor zona de Pozuelo de Alarcón, a pocos metros de los parques que configuran el bulevar verde del municipio, la estación Renfe Pozuelo de cercanías y numerosas paradas de autobuses. Pozuelo de Alarcón y en especial el perímetro Norte-Estación, donde está ubicado nuestro proyecto, es una de las zonas más exclusivas del noroeste de Madrid, al encontrarse rodeada de naturaleza y contar con gran cantidad de servicios comerciales, deportivos, sanitarios y escolares, incluyendo colegios internacionales.  DISEÑO EXCLUSIVO Las viviendas han sido diseñadas con un gusto exquisito, destacando sus espacios amplios de gran luminosidad y una cuidadosa selección de materiales de la más alta calidad. Constan de 4 plantas, incluyendo el Sótano. En la Planta Baja se encuentra el amplio salón-comedor, dotado de chimenea, baño de cortesía y acceso directo al porche, que conecta con el jardín de la vivienda. La cocina está totalmente equipada, con muebles modernos, amplia isla centtral y electrodomésticos de primeras marcas. Ésta puede estar abierta al salón o encontrarse en un espacio independiente, según sea tu preferencia. A través de unas escaleras de cuidado diseño, accedemos a la Primera Planta que, en su versión original, cuenta con 3 habitaciones con baño privado en suite cada una y, en la versión opcional de personalización, puedes disfrutar de una gran habitación principal, con amplio baño en suite y un generoso vestidor. En la Segunda Planta disfrutamos de un amplio salón diáfano, para que puedas personalizarlo a tu gusto, con salida a un espectacular solárium donde disfrutar de tu privacidad al aire libre. En la Planta Sótano encontramos un gran salón multifuncional, con excelente iluminación y ventilación al exterior a través de un amplio patio inglés visitable, cuarto de instalaciones, lavandería, habitación-bodega y baño completo. El exterior de la vivienda cuenta con un cómodo Garaje para dos coches, Porche cubierto por una gran pérgola integrada al Salón y la Cocina, Jardín y Piscina individual. El diseño exterior es moderno, con acabados lujosos en materiales nobles, amplias ventanas correderas que conectan el área de porche y jardín con el interior de la vivienda, permitiendo integrarlos todos en un solo ambiente.  Con las últimas y más eficientes tecnologías de construcción, incluyendo aerotermina y suelo radiante-refrescante, el buen gusto en la selección de sus materiales y la elegancia de un diseño único, SMA4 satisface los deseos de los más exigentes.  UBICACIÓN PRIVILEGIADA Las viviendas tienen acceso directo a las principales vías de comunicación, como la M-40, A-6 y M-503, que conectan Pozuelo de Alarcón con sus periferias y el núcleo urbano de la Ciudad Capital, a tan solo 11 minutos de distancia. A muy pocos minutos en coche, se encuentran la concurrida Avenida de Europa, el muy completo Centro Comercial Zielo, el Ayuntamiento y sus instalaciones, centros de salud, deportivos y cantidad de lugares atractivos.  Rodeada de zonas verdes, circuitos de carril bici, parques, plazas y estanques, SMA4 es el lugar perfecto donde vivir y disfrutar de todo lo que Pozuelo de Alarcón puede ofrecer, en pleno centro urbano y a la vez inmersos en su frondoso cinturón verde. Visita nuestra web.",True,newdevelopment,True,,3791.0,True,False,False,False,[],False,False,1539000.0,€,,,,chalet,"Zona Estación, Pozuelo de Alarcón","Chalet pareado en Severo María Agustín, 4",Top,True,True,False,semidetachedHouse
106700206,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/9c/fb/1325047822.webp,W-02XJYC,42,,2990000.0,chalet,sale,770.0,,6,6,paseo del Embajador,Madrid,Ciudalcampo,,es,,40.6188862,-3.5980297,False,https://www.idealista.com/inmueble/106700206/,"Espectacular chalet en Ciudalcampo Engel & Völkers les presenta en exclusiva esta propiedad de lujo, diseñada con una atención excepcional a cada detalle y construida con materiales de la más alta calidad con un concepto de arquitectura muy moderno, con espacios amplios y abiertos, grandes ventanales de luz natural en el que se disfruta del contacto con la naturaleza y buscando la máxima eficiencia energética utilizando en su construcción los mejores materiales con inmejorables cerramientos exteriores Esta vivienda cuenta con lo último en tecnología y comodidad: carpintería de alta gama de Cortizo, puertas de suelo a techo, electrodomésticos Gaggenau, sistema de domótica en toda la casa, y una piscina de agua salina con regulador de pH y clorador automático. Además, está equipada con un sistema de aerotermia de última generación, que proporciona suelo radiante y refrigerante para un confort absoluto en cualquier época del año. Distribución de la vivienda: * Planta Principal: Desde el elegante hall de entrada accedemos a un amplio salón comedor con diferentes ambientes, ideal para recibir a familiares y amigos. La cocina, de gran tamaño y equipada con zona de office y despensa, cuenta además con un dormitorio de servicio y zona independiente de lavandería. También se encuentran en esta planta un despacho, un dormitorio de invitados con baño completo, amplias zonas de almacenaje y un aseo de cortesía. * Primera Planta: Cuenta con cuatro amplios dormitorios con baño, incluyendo una impresionante suite principal que dispone de chimenea y un gran baño privado con vistas y un amplio vestido, proporcionando un espacio de intimidad y comodidad. * Planta Baja: Este nivel alberga un garaje cerrado con espacio para varios coches, una bodega ideal para los amantes del vino, una sala polivalente perfecta para cine en casa o gimnasio, además de una sala de instalaciones y zona de almacenaje. La vivienda se sitúa en una preciosa parcela de casi 4000m², con una elegante y moderna piscina, área de chillout todo rodeado de jardines cuidadosamente diseñados para lograr un espacio al aire libre confort y privacidad exclusivo. Ciudalcampo ofrece una vida en plena naturaleza sin sacrificar la seguridad y los servicios de la ciudad. Situada en el excepcional Parque Regional de la Cuenca Alta del Manzanares, situada en los municipios de San Sebastián de los Reyes y Colmenar Viejo destaca por su entorno privilegiado con vistas impresionantes a la sierra norte de Madrid. Con un cómodo acceso en el Km 28 de la N-1 y cercanía al aeropuerto de Madrid Barajas, IFEMA y a un parque empresarial con múltiples empresas multinacionales, Ciudalcampo combina la comodidad de la vida urbana con la tranquilidad de la naturaleza. Las propiedades independientes en parcelas con una media de 3.200 m2 ofrecen total intimidad, mientras que las urbanizaciones de pisos, chalets adosados e independientes cuentan con amplias zonas verdes y servicios comunes. Destacan el prestigioso Colegio Internacional SEK y el Club Deportivo RACE, que ofrece una amplia gama de instalaciones deportivas y sociales. Además, los residentes pueden disfrutar de 6.5 km de circuito físico para la práctica de deportes al aire libre y 41 km de viales con tráfico limitado, ideales para paseos en plena naturaleza. La seguridad es primordial en Ciudalcampo, con un sistema de cámaras, vallado perimetral y servicio de seguridad 24 horas. Además, el servicio regular de autobuses que comunica con Plaza Castilla y Alcobendas/San Sebastián de los Reyes, junto con una línea de minibuses internos, garantizan una excelente movilidad dentro y fuera de la urbanización. En resumen, Ciudalcampo es una zona residencial en auge, similar a la Moraleja, donde se demanda cada vez más privacidad y seguridad, pero sin renunciar a los servicios y comodidades de la ciudad. Su equilibrio entre desarrollo urbanístico y conservación del medio natural la convierte en una opción.",False,good,False,,3883.0,True,False,False,False,[],False,False,2990000.0,€,,,,chalet,Ciudalcampo,Casa independiente en paseo del Embajador,Top,True,True,,independantHouse
107873965,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/77/bf/1357732703.webp,CLK00/4673,19,6,550000.0,flat,sale,90.0,True,3,2,calle de Sangenjo,Madrid,Madrid,Fuencarral,es,La Paz,40.4850022,-3.6972184,False,https://www.idealista.com/inmueble/107873965/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de La Paz, en Madrid. La vivienda está ubicada en la 6 planta exterior con ascensor. Dispone de una superficie total de 90 m², distribuidos en salón y comedor, cocina abierta equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y accesibilidad para personas con movilidad reducida. Situado en el barrio de La Paz, en la Calle Sangenjo, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Hospital Universitario Ramón y Cajal, el Centro Comercial La Vaguada y el Parque Norte - Carmen Tagle. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús, a la estación de metro Herrera Oria (L9) y a la estación de tren Ramón y Cajal (C7 y C8). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h.",False,good,False,True,6111.0,True,False,False,False,[],False,False,550000.0,€,,,,flat,"La Paz, Madrid",Piso en calle de Sangenjo,Top,,,,
108494665,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/fa/de/1346588719.webp,W-02WFYM,26,3,615000.0,penthouse,sale,146.0,True,2,1,calle de Juan del Risco,Madrid,Madrid,Tetuán,es,Berruguete,40.4578186,-3.7016173,False,https://www.idealista.com/inmueble/108494665/,"Fantástico Ático reformado en Tetuán Engel & Völkers comercializa este fantástico ático, completamente renovado en 2019, donde ofrece una oportunidad única de disfrutar de un estilo de vida cómodo y relajado en una ubicación privilegiada. Con una superficie total de 143.85 metros cuadrados, este espacio incluye una encantadora terraza de 50 metros cuadrados, perfecta para disfrutar de momentos al aire libre y vistas preciosas de la sierra de Madrid. Con 2 habitaciones luminosas, se garantiza el máximo confort y privacidad para los residentes. El baño amplio, luminoso y con muy buena ventilación al exterior. La orientación noroeste de la propiedad asegura una luminosidad incomparable durante todo el día, mientras que la calefacción a gas mantiene el ambiente cálido y acogedor durante los meses de invierno. El salón cuenta con aire acondicionado asegurando un clima perfecto durante todo el año. La cocina tipo americana integrada en el salón está diseñada para el disfrute y la practicidad de todo el día, creando un espacio central para la vida y el entretenimiento. Con luz natural inundando todas las habitaciones, esta propiedad ofrece espacios llenos de vida y energía positiva, invitando a los residentes a disfrutar de una experiencia de vida excepcional. Un piso estratégicamente ubicado en el céntrico y acogedor barrio de Berruguete, Distrito de Tetuán, situado al noroeste de Madrid. La zona ofrece una excelente oferta de supermercados, restaurantes, comercios variados, colegios, así como hospitales, centros comerciales, parques e instalaciones deportivas en sus alrededores inmediatos. Un barrio que combina arquitectura clásica con modernos servicios y en el que la gente joven ha ido llegando en los últimos años a convivir con los vecinos de siempre. Todo esto dentro del perímetro del proyecto urbanístico Madrid Norte. A pocos pasos tiene dos estaciones de metro de la Línea 1, Tetuán y Estrecho y en la línea 7, la estación Francos Rodríguez. Además, tiene gran cobertura con diferentes líneas de autobús (L. 11, 44, 66, 126, 177). Por su ubicación clave y sus características esta propiedad es una excelente opción para vivir y disfrutar, o como inversión para alquiler con un excelente rendimiento.",False,good,False,False,4212.0,True,False,False,False,[],False,False,615000.0,€,,,,flat,"Berruguete, Madrid",Ático en calle de Juan del Risco,Top,,,,penthouse
108655012,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/50/83/1351224016.webp,W-02YZY9,45,3,5190000.0,flat,sale,307.0,True,4,6,calle de José Ortega y Gasset,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.429232,-3.6836218,False,https://www.idealista.com/inmueble/108655012/,"Exclusiva Propiedad Recién Renovada con Terraza en el Corazón del Barrio Salamanca. Engel & Völkers presenta este extraordinario apartamento de lujo ubicado en el corazón de Madrid. Este impresionante espacio cuidadosamente modernizado en 2025, ofrece un diseño impecable que combina la herencia arquitectónica de 1967 con las comodidades más modernas. Al entrar, descubrirá un ambiente lleno de luz y amplitud, donde cada una de las cuatro habitaciones está diseñada para proporcionar el máximo confort y estilo. Con seis baños perfectamente equipados, la comodidad está garantizada para todos los residentes y sus invitados. La amplia terraza de 37.78 metros cuadrados es el lugar perfecto para relajarse y disfrutar del vibrante entorno urbano que Madrid ofrece. Un elegante sistema de chimenea añade calidez y encanto, mientras que armarios empotrados y un aseo para invitados aseguran funcionalidad y sofisticación.  En resumen, este es un refugio urbano que encapsula lo mejor del lujo contemporáneo en una de las ciudades más vibrantes del mundo. Con cada detalle meticulosamente cuidado, este apartamento es una oportunidad única para aquellos que buscan una vida de lujo en el corazón de Madrid. Descubra un estilo de vida inigualable en el exclusivo barrio de Salamanca, en Madrid. Este enclave prestigioso es ideal para aquellos que buscan una combinación de lujo, cultura y comodidad en el corazón de la capital española. Salamanca es conocido por su ambiente sofisticado y su vibrante oferta comercial, donde se encuentran boutiques de alta gama y renombradas marcas internacionales, lo que lo convierte en un paraíso para los amantes de la moda. La infraestructura del área es excepcional, con acceso a una red de transporte público eficiente que incluye varias líneas de metro y autobuses, facilitando el desplazamiento por toda la ciudad. La estación de metro más cercana, Núñez de Balboa, se encuentra a solo cinco minutos a pie, conectándote rápidamente con el resto de Madrid. Además, el aeropuerto Adolfo Suárez Madrid-Barajas está a solo 20 minutos en coche, proporcionando conexiones internacionales con facilidad. Para el ocio, el Parque del Retiro, uno de los pulmones verdes más emblemáticos de Madrid, está a un corto paseo, ofreciendo un espacio perfecto para el relax y la recreación. La zona también alberga una rica oferta cultural, con museos y galerías de arte a poca distancia, como el Museo Nacional del Prado, que se encuentra a solo 15 minutos en transporte público. Salamanca es famoso por su arquitectura majestuosa, con edificios de estilo neoclásico y calles arboladas que ofrecen un entorno residencial tranquilo y seguro. Este barrio no solo es un lugar donde vivir, sino una declaración de estilo y exclusividad. Vivir aquí es experimentar lo mejor de Madrid, con una mezcla perfecta de tradición y modernidad. En Salamanca, cada día es una invitación a descubrir lo extraordinario, haciendo de este lugar un hogar verdaderamente único y deseado.",False,good,False,True,16906.0,True,False,False,False,[],False,False,5190000.0,€,,,,flat,"Castellana, Madrid",Piso en calle de José Ortega y Gasset,Top,True,True,,
109190694,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/3e/ac/1367811333.webp,20104,47,4,329900.0,flat,sale,40.0,True,1,1,de Arespacochaga y Felipe,Madrid,Madrid,San Blas,es,Simancas,40.4346894,-3.6264488,False,https://www.idealista.com/inmueble/109190694/,"Precioso apartamento REFORMADO en Urb. Privada, compuesto por un amplio salón-comedor, cocina americana reformada y equipada con electrodomésticos, un luminoso dormitorio y baño en suite con plato de ducha y sistema hidromasaje. Dispone de suelos de tarima flotante de alta calidad, sistema de agua caliente y calefacción central, ventanas Climalit y aire acondicionado con bomba de calor por conductos. Esta magnífica finca cuenta con dos ASCENSORES, zonas comunes como patio ajardinado, GIMNASIO y sala de lavandería comunitaria. Carece de barreras arquitectónicas. La vivienda viene con plaza de garaje incluida. La vivienda está ubicada en el tranquilo polígono empresarial de Julián Camarillo, a pocos minutos de la calle de Alcalá, con todos los servicios en sus inmediaciones, tales como varios supermercados, sucursales bancarias y varios colegios e institutos, a escasos metros del metro de Suances Línea 5 y con acceso a la M-40 y A2.",False,good,False,True,8248.0,False,False,False,False,[],False,False,329900.0,€,,,,flat,"Simancas, Madrid",Piso en de Arespacochaga y Felipe,Top,True,True,,
109126583,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/3e/68/1365119970.webp,BFO-V1430,25,,349000.0,chalet,sale,103.0,,3,1,via Carpetana,Madrid,Madrid,Latina,es,Los Cármenes,40.3989858,-3.7370782,False,https://www.idealista.com/inmueble/109126583/,"CONTACTAR CON EXTENSIÓN Nº2 Casa adosada reformada con patio y terraza en zona Vía Carpetana – lista para entrar a vivir Si estás buscando un hogar lleno de luz, con espacio para disfrutar en familia y en una ubicación privilegiada, esta casa adosada de dos plantas en Vía Carpetana puede ser justo lo que estabas esperando. Con 103 m² distribuidos en dos plantas, esta vivienda te ofrece una combinación perfecta de comodidad y funcionalidad. En la planta baja, encontrarás una cocina amueblada amplia, un baño completo y un salón de 30 m² con acceso directo a un acogedor patio, ideal para relajarse al aire libre, leer o compartir momentos especiales. Las escaleras de mármol te conducen a la segunda planta, donde se ubican tres dormitorios y una terraza que añade aún más encanto y posibilidades. La casa ha sido reformada y está lista para entrar a vivir, aunque también ofrece muchas posibilidades para adaptarla a tu gusto y necesidades. Su orientación este-oeste garantiza luz natural durante todo el día, creando un ambiente cálido y acogedor. Ubicada en una zona tranquila y bien comunicada, a pocos pasos del Parque de San Isidro y con fácil acceso al centro de Madrid, esta casa es una excelente opción tanto para vivir como para invertir.   西亚房产为您服务‼️ 想买房 想贷款 想投资 或者想卖房的朋友们 欢迎大家联系我们讲叙您的需求 我们为您量身打造一个方案帮您实现✔ 添加我们微信号: Bafre2004 关注更多房源  ¿NECESITA HIPOTECA? No dude en contactar con nosotros:  ¿VENDE SU INMUEBLE?  Con oficinas en Madrid y Pekín, BAFRE cuenta con una importante cartera de clientes e inversores internacionales, sobre todo asiáticos. Coordinamos viajes constantes de clientes chinos a Madrid, y les ayudamos en la gestión para obtener el Visado Oro de residencia. Más de veinte años de experiencia en el sector. Valoramos gratuitamente su inmueble y ofrecemos servicios de asesoramiento jurídico y fiscal, además de disponer de un departamento postventa.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",False,good,False,,3388.0,True,False,False,False,[],False,False,349000.0,€,,,,chalet,"Los Cármenes, Madrid",Chalet adosado en via Carpetana,Top,,,,terracedHouse
108910322,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/2e/b1/1358658073.webp,35261,41,en,249900.0,flat,sale,63.0,True,2,1,calle de San Fidel,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4262316,-3.6394068,False,https://www.idealista.com/inmueble/108910322/,"Fantástico piso de 63m2. Compuesta por 2 dormitorios, salón, cocina y baño. Al entrar a la vivienda nos acoge un recibidor decorado con un banco y un perchero en madera nos dirigimos hacia el salón comedor INDEPENDIENTE, muy luminoso. Ambos dormitorios disponen de armario a media, el principal ha sido amueblado con piezas únicas restauradas en color rosa. El baño despejado, con plato de ducha de gran formato mampara de cristal columna de doble salida de agua, mediante ducha de mano y rociador efecto lluvia, mampara de cristal, toallero térmico y bajo lavabo. La cocina amueblada en color blanco brillo y equipada con electrodomésticos. Climatizada con calefacción individual de gas natural. Suelos de tarima AC5 8MM en color GRIS. Su ubicación es excepcional, nos encontramos en Barrio Bilbao, en el distrito de Ciudad Lineal, zona repleta de servicios, con amplia oferta educativa entre los centros que destacan son el Colegio San José – Salesianas, Colegio Santo Domingo el Savio Salesianos, Colegio Jesús y María. A cinco minutos de la biblioteca Municipal Pablo Neruda. Si lo que te gusta es estar al aire libre y los paseos en esta zona gozaras a 4 minutos de Parque Arriaga provisto de jardines, canchas de baloncesto, zonas infantiles… Excelente comunicación de transporte público, Metro La Almudena (línea 2) o Ascao (línea 7), autobuses regulares 109-28 y fácil acceso a M30, M40 autopista de Circunvalación.",False,good,False,False,3967.0,True,False,False,False,[],False,False,249900.0,€,,,,flat,"Pueblo Nuevo, Madrid",Piso en calle de San Fidel,Top,,,,
108089544,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/94/e5/1353931959.webp,35687,50,1,264000.0,flat,sale,55.0,True,2,1,calle de María Teresa Sáenz de Heredia,Madrid,Madrid,Ciudad Lineal,es,Ventas,40.423735,-3.651256,False,https://www.idealista.com/inmueble/108089544/,"PISO EN VENTA DE 55M2 EXTERIOR, 2 DORMITORIOS CON TRASTERO EN LA ELIPA. Compuesto por un dormitorio principal con armario a medida en tonos roble claro y uno individual. Amplio salón con gran ventana que aporta luz natural a todo el entorno. Baño con plato de ducha con mampara y cocina. La finca cuenta con gas natural acceso desde la fachada, la calefacción es eléctrica por acumuladores, el aire con bomba de calor es un complemento. El suelo es gres moderno imitación madera. Con excelente ubicación junto a la Av. Marqués de Corbera, fácil acceso por M30. Junto al Metro La Elipa línea 2. Rodeada de distintos comercios y Frente a biblioteca pública municipal de La Elipa, Centro cultural, Parque de la Elipa y fuente del berro. Inmejorable comunicación con líneas de autobuses 28, 110, 210, N6.",False,good,False,False,4800.0,True,False,False,False,[],False,False,264000.0,€,,,,flat,"Ventas, Madrid",Piso en calle de María Teresa Sáenz de Heredia,Top,,,,
108572821,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/27/4b/1348814067.webp,W-02DV96,44,,1980000.0,chalet,sale,478.0,,6,6,calle Méntrida,Madrid,Madrid,Hortaleza,es,Canillas,40.466181,-3.652222,False,https://www.idealista.com/inmueble/108572821/,"Espacioso chalet individual con Piscina Interior Engel & Völkers les presenta en exclusiva una magnífica vivienda con sólida construcción de lujo y primeras calidades en la zona residencial de Canillas, a un paso de la calle Gran Vía de Hortaleza y a escasos cuatro minutos del Metro Pinar del Rey.  La propiedad, que dispone de 478 m², destaca por sus amplios espacios y su luminosidad. De construcción reciente y en perfecto estado de conservación, ofrece una imagen moderna y funcional. La casa se distribuye en cuatro plantas, tres destinadas a vivienda y el sótano utilizado como garaje para 6 vehículos y local oficina con acceso independiente desde la calle. En la planta principal encontramos un vestíbulo que da acceso a la izquierda al salón, de frente a la escalera y a la derecha a la cocina y zona de servicio con cuarto de lavado y planchado y un cuarto de baño. En la primera planta encontramos el dormitorio principal equipado con baño en suite, además de otros tres dormitorios y otro baño con amplios armarios o vestidores. La segunda planta consta de una gran habitación con una piscina interior en una sala con cubierta móvil que permite disfrutar del sol y la piscina en total intimidad, una sauna, mesa de billar, además de un cuarto de baño y dos estancias más. Consta de un garaje con ascensor para coches y toda la casa está dotada de las máximas medidas de seguridad como ventanas antibalas, y cámaras de seguridad. Este chalet se encuentra situado en el barrio de Canillas (distrito de Hortaleza), en la zona noreste de Madrid, estratégicamente ubicado entre cuatro vías rápidas: La Avenida de Azaña (M-11) al norte, la autopista M-40 al este, la Avenida del Nordeste (A-2) al sur y la vía de circunvalación M-30 al oeste, lo que le hace muy accesible desde cualquier punto de Madrid. En cuanto a medios de transporte público, en el barrio se encuentran las estaciones de Metro de Pinar del Rey (línea 8, Nuevos Ministerios-Aeropuerto T4) y de Esperanza (línea 4, Argüelles-Pinar de Chamartín), además de contar con las líneas de autobuses urbanos: 9, 72, 73, 87, N2 y N3. Como equipamientos adicionales, Pinar del Rey dispone de los centros comerciales Arturo Soria Plaza, Palacio de Hielo y Gran Vía de Hortaleza, además de contar con el Hospital Vhitas Nuestra Señora de América, el centro de salud Benita de Ávila, los centros culturales Federico Chueca y Carril del Conde, el centro deportivo municipal Luis Aragonés y diversas guarderías infantiles, colegios públicos y privados, institutos de enseñanza secundaria, oficinas bancarias, farmacias, restaurantes, cafeterías y tiendas diversas, entre otros muchos servicios.  Los edificios de especial interés son el auditorio Pilar García Peña, que se encuentra situado dentro del parque urbano Pinar del Rey, y la iglesia ortodoxa de santa María Magdalena.",False,good,False,,4142.0,False,False,False,False,[],False,False,1980000.0,€,2050000.0,70000.0,3.0,chalet,"Canillas, Madrid",Casa independiente en calle Méntrida,Top,True,True,,independantHouse
108615511,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/d9/0d/1359883735.webp,36891,53,2,297900.0,flat,sale,60.0,True,3,1,calle de Santa Tecla,Madrid,Madrid,San Blas,es,Canillejas,40.4432404,-3.6143152,False,https://www.idealista.com/inmueble/108615511/,"TengoTuCasa presenta este piso con muchísimas posibilidades, ideal para actualizar a tu gusto. La vivienda cuenta con tres amplios dormitorios, un salón luminoso con salida a una terraza descubierta, cocina independiente también con acceso a la terraza, baño completo y un recibidor que da amplitud a la entrada. Dispone de calefacción central y plaza de parking comunitario, un valor añadido muy poco habitual en la zona. Se encuentra en una ubicación excelente, en una calle tranquila con fácil aparcamiento, rodeada de jardines y zonas verdes. A pocos minutos caminando de la calle Alcalá y con puntos de interés cercanos como el parque de Torre Arias, el Auditorio de Canillejas y el estadio Cívitas Metropolitano, una zona perfecta para quienes valoran el entorno residencial sin renunciar a tener todos los servicios a mano. La comunicación es muy cómoda tanto en transporte público como en vehículo privado. La parada de autobús 48 está justo en la puerta, y a escasa distancia también circulan las líneas 53 y el nocturno N5. A menos de 5 minutos andando se encuentra la estación de metro Torre Arias (línea 5), que conecta rápidamente con el centro de Madrid y otros puntos clave de la ciudad. Una oportunidad para vivir en una zona consolidada, bien comunicada y con espacios verdes, con el valor añadido del aparcamiento y el potencial de personalizar la vivienda a tu medida. TengoTuCasa, la inmobiliaria de las 3.000 reseña.",False,renew,False,False,4965.0,True,False,False,False,[],False,False,297900.0,€,,,,flat,"Canillejas, Madrid",Piso en calle de Santa Tecla,Top,,,,
108445746,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/54/8b/1345102022.webp,67008,43,3,249900.0,flat,sale,80.0,True,3,1,calle la Prensa,Madrid,San Sebastián de los Reyes,Centro Urbano,es,,40.5441495,-3.6289715,False,https://www.idealista.com/inmueble/108445746/,"Encantadora vivienda de 80m² con 2 terrazas en San Sebastián de los Reyes, junto a la Calle Real. Este luminoso piso cuenta con tres amplios dormitorios dobles. El acogedor salón, bañado por la luz natural que entra a través de la terraza abierta. La cocina tipo office, totalmente equipada y con acceso a la segunda terraza, un práctico espacio de tendedero. El baño completo, de generosas dimensiones, incluye plato de ducha con mampara de cristal. El inmueble cuenta con armarios empotrados para un óptimo almacenamiento. Su ubicación privilegiada brinda una cómoda accesibilidad tanto por transporte privado, con conexión directa a la autopista A1, como por transporte público, a 10 minutos de la estación de metro Reyes Católicos, línea 10; a 15 minutos de la estación de tren de Alcobendas- San Sebastián de los Reyes, Disfruta de una amplia oferta de comercios y servicios en la zona, a 15 minutos del Centro Comercial Plaza Norte 2, el hospital Infanta Sofia se encuentra a 7 minutos en transporte privado. Todos los servicios que ofrecen las intermediaciones de la vivienda la convierten en un lugar perfecto para vivir cómodamente y disfrutar de todo lo que San Sebastián tiene para ofrecer.",False,good,False,False,3124.0,True,False,False,False,[],False,False,249900.0,€,,,,flat,"Centro Urbano, San Sebastián de los Reyes",Piso en calle la Prensa,Top,,,,
109186246,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/03/9f/1366822672.webp,2304,28,1,339900.0,flat,sale,60.0,True,2,1,calle de Elfo,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.436663,-3.642127,False,https://www.idealista.com/inmueble/109186246/,"Fabuloso piso en venta de dos dormitorios, completamente reformado hace menos de un año, que combina comodidad y funcionalidad. La vivienda dispone de una cocina equipada, un baño completo y un amplio y luminoso salón. Dispone de aire acondicionado y calefacción tipo eléctrica. Su ubicación es excelente, a tan solo cinco minutos de la Calle de Alcalá, con fácil acceso a todo tipo de comercios, servicios y zonas de ocio, incluyendo el Centro Comercial Alcalá Norte. La zona cuenta además con buena comunicación mediante transporte público, lo que facilita el acceso al resto de Madrid.",False,good,False,False,5665.0,False,False,False,False,[],False,False,339900.0,€,,,,flat,"Quintana, Madrid",Piso en calle de Elfo,Top,,,,
