propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished
107718267,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/86/56/1320741340.webp,vivienda 3,15,,795000.0,chalet,sale,304.0,,4,3,"camino de los Malatones, 65",Madrid,Algete,,es,,40.6136428,-3.538991,True,https://www.idealista.com/obra-nueva/107718267/,"¡Descubre tu nuevo hogar en Algete! Exclusiva promoción de 8 viviendas unifamiliares de obra nueva, diseñadas para garantizar el máximo confort. Situadas en Camino de los Malatones 65, Algete. Con una superficie construida de 304m2, cada vivienda cuenta con 3 amplios dormitorios y un dormitorio en suite con vestidor, ideal para adaptarse a tus necesidades familiares. También, dispone de una cocina moderna amueblada y un amplio y luminoso salón-comedor donde podrás relajarte y compartir momentos. Además, cada vivienda dispone de 3 baños completos diseñados con acabados de alta gama. Podrás disfrutar de un generoso jardín privado, perfecto para el ocio al aire libre, además de una amplia zona ajardinada común con piscina y área de merendero de 1.392 m2. La comodidad también está garantizada gracias al acceso directo a un garaje comunitario subterráneo con 3 plazas de aparcamiento por vivienda equipadas con preinstalación para puntos de recarga de vehículos eléctricos. Se dispone de un espacioso cuarto de lavandería y de un trastero. Acceso directo desde el garaje a la vivienda. Este chalet cuenta con calificación energética A en consumo de energía y emisiones de CO2, lo que lo convierte en una opción sostenible y eficiente. Esta promoción combina confort, modernidad y calidad de vida en un entorno tranquilo, pero bien conectado con Madrid. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de Algete. ¡Ven a conocer tu futuro hogar! La entrega de la vivienda está prevista para el segundo trimestre del 2027. Precios sin IVA.",False,,True,,2615.0,True,False,False,False,[],False,False,795000.0,€,chalet,Algete,"Casa independiente en camino de los Malatones, 65",Destacado,,,,True,True,independantHouse,False
106585546,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/f0/e5/1287607825.webp,3248-24278,190,,750000.0,chalet,sale,788.0,,20,8,"calle Prado de la Venta, 3",Madrid,Guadarrama,,es,,40.6874846,-4.1151301,True,https://www.idealista.com/inmueble/106585546/,"**********por favor solo contacto por correo electrónico******* ¡Descubre una oportunidad única en Guadarrama!  Este complejo multifamiliar, situado en una extensa parcela de 1.477 m², ofrece un total de 788 m² construidos, distribuidos en cuatro viviendas independientes, perfectas para familias numerosas o como inversión. disponemos de el vídeo 3d de todas las viviendas (si quieres verlos solo tienes que pedirlo) -La primera vivienda. Esta amplia propiedad en Guadarrama cuenta con 13 dormitorios y 4 baños distribuidos en 189 m² en dos plantas. El interior presenta una mezcla de estilos, desde techos rústicos de madera hasta modernos baños con azulejos. Varias salas de estar, incluyendo una gran sala y salas de estar y comedor independientes, ofrecen amplio espacio para la relajación y el entretenimiento. La propiedad cuenta con tres cocinas, una notablemente larga y estrecha con suelos de color amarillo brillante. Los dormitorios varían en diseño, algunos con colores cálidos y otros con una decoración más neutra. Entre los elementos únicos se incluyen vidrieras, estanterías empotradas y diversos detalles arquitectónicos en todo el espacio. -La segunda vivienda,. Este apartamento de una sola planta de 70 m² en Guadarrama ofrece una distribución elegante con 3 dormitorios y 1 baño. La sala de estar combina un acogedor salón-comedor, decorado con una artística decoración en las paredes y con luz natural procedente de grandes ventanales. La cocina, aunque compacta, cuenta con armarios blancos y papel pintado estampado. Los dormitorios son amplios, y el principal mide 12 m². Una terraza acristalada ofrece espacio adicional con vistas panorámicas. El distintivo suelo de baldosas hexagonales y los detalles en madera le aportan carácter. El baño luce azulejos circulares únicos. En general, el espacio combina funcionalidad con un diseño encantador. -La tercera vivienda. Esta casa de dos plantas y 65 m² en Guadarrama, Madrid, luce un interior vibrante y ecléctico. La planta baja (28 m²) cuenta con una sala de estar con una llamativa lámpara de araña inspirada en un diente de león, una pared de piedra decorativa y una estufa de leña. En la planta alta (36 m²), los dormitorios lucen una paleta de colores vibrantes y toques artísticos. La casa presume de una gran variedad de elementos decorativos, como máscaras, obras de arte y textiles coloridos. Una cocina compacta y un moderno baño con bañera completan -Por último, la cuarta vivienda. Esta residencia de una sola planta de 93 m² en Guadarrama presume de un diseño interior ecléctico. Las salas de estar lucen paredes revestidas de madera, amplios ventanales y una singular chimenea de piedra, creando un ambiente acogedor. La cocina luce un vibrante papel pintado amarillo y armarios blancos, mientras que los dormitorios varían en estilo, desde coloridos dormitorios infantiles hasta espacios más sobrios para adultos. Los suelos de baldosas y las soluciones de almacenamiento integradas maximizan la funcionalidad de la casa. Con 6 dormitorios, 2 salones y varios pasillos, la distribución ofrece espacios comunes y privados, lo que la hace ideal para una familia numerosa -Además, hay un piso adicional que incluye Apartamento compacto de 36 m² con 1 dormitorio y 1 baño. Cuenta con sala de estar revestida de corcho, suelos de baldosas y riel de iluminación. Su eficiente distribución incluye entrada, pasillos y múltiples espacios funcionales, lo que añade aún más valor a este increíble conjunto. El gran jardín compartido es perfecto para disfrutar de momentos al aire libre, mientras que la zona de barbacoa promete inolvidables asados en familia. Con un garaje que tiene capacidad para varios vehículos, el acceso es cómodo y práctico. Este entorno tranquilo en las afueras de Guadarrama te permitirá disfrutar de la naturaleza sin renunciar a la proximidad a los servicios del pueblo.",True,renew,False,,952.0,True,True,False,False,[],False,False,750000.0,€,chalet,Guadarrama,"Casa independiente en calle Prado de la Venta, 3",Destacado,,,,True,True,independantHouse,
109217763,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/9c/af/1367769425.webp,RP702025141469,26,10,296000.0,flat,sale,54.0,True,2,1,avenida Donostiarra,Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4351295,-3.6584942,False,https://www.idealista.com/inmueble/109217763/,"¿Buscas un piso en la misma Avenida Donostiarra? Pues tenemos lo que buscas, REDPISO EL CARMEN VENDE piso de 54 m² ( según catastro ) 45 m² útiles que consta de salón con mirador, 2 dormitorios un dormitorio doble con armario empotrado y una pequeña terraza abierta y el otro dormitorio es individual, el cuarto de baño cuenta con plato de ducha, suelos de gres, ventanas de climalit oscilobatientes, puerta de madera, aire acondicionado con bomba de frio/calor en todas las estancias, orientación sur, 10º planta muy luminoso, puerta de entrada blindada. Finca con ascensor, portero físico y acceso a personas de movilidad reducida. Situado en una de las principales calles de El Carmen y a menos de 3 minutos a la calle Alcalá zona muy comercial con todo tipo de establecimientos de primera necesidad a su alcance ( supermercados farmacias, gimnasios, entidades bancarias, colegios, comisaría etc. ) con acceso a la M30 y A2 y con buena comunicación con el transporte público Metro El Carmen Línea 5 y Autobuses en la misma puerta. IDEAL COMO 1ª VIVIENDA o INVERSION ¡ NO DUDES EN VISITARLO.",False,good,False,True,5481.0,False,False,False,False,[],False,False,296000.0,€,flat,"Concepción, Madrid",Piso en avenida Donostiarra,Destacado,,,,,,,
108667556,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/d4/7e/1351604369.webp,4657,30,1,151000.0,flat,sale,81.0,True,3,1,calle de Francisco Pizarro,Madrid,Alcalá de Henares,Reyes Católicos,es,,40.4719557,-3.3817334,False,https://www.idealista.com/inmueble/108667556/,"OPORTUNIDAD DE INVERSIÓN - INMUEBLE ALQUILADO Renta actual: 687€/mes - Fecha de fin de contrato: 06/2029 Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. Piso en Alcalá de Henares, zona Reyes Católicos. La vivienda dispone de una superficie de 83 m² construidos distribuidos en tres habitaciones, salón-comedor, cocina y un baño. El edificio no dispone de ascensor. Está situado en el centro de Alcalá de Henares, en sus alrededores encontramos la escuela CEIP Santos Niños, supermercados, bancos, bibliotecas, farmacias, oficinas de correos y centros deportivos. Cuenta con fácil acceso a NII y R2. VIVIENDA DE VPO de Promoción Privada por un período de 50 años desde la fecha de calificación definitiva (04/11/1977), aunque son libres de precio de venta y renta. No obstante, ha de tener en cuenta que la vivienda es libre de precio pero no de protección, con las obligaciones que conlleva adquirir una vivienda protegida, como por ejemplo, el comprador de esta vivienda no puede tener otra vivienda protegida, los contratos de arrendamientos de vivienda protegida se tienen que visar por la comunidad de Madrid, aunque el precio de renta sea libre. Los propietarios de viviendas protegidas, podrán realizar obras o reformas en las mismas, si bien deberán obtener previamente la autorización de la Dirección General de la vivienda y Rehabilitación. Llámenos e infórmese de las condiciones especiales de venta.",False,renew,False,False,1864.0,True,False,False,False,[],False,False,151000.0,€,flat,"Reyes Católicos, Alcalá de Henares",Piso en calle de Francisco Pizarro,Destacado,158000.0,7000.0,4.0,,,,
90716637,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/10/11/1338667034.webp,,56,,595000.0,chalet,sale,387.0,,3,3,Centro,Madrid,Arganda,Centro,es,,40.2989827,-3.4449648,False,https://www.idealista.com/inmueble/90716637/,"¡Vive en la casa de tus sueños! Este chalet independiente en venta en Arganda del Rey es la oportunidad que estabas esperando. Con 376 m2 edificados en una parcela de  980 metros, esta vivienda cuenta con una ubicación privilegiada en la zona alta del pueblo, rodeada de tranquilidad y excelentes vistas. En su interior, encontrarás suelos en mármol blanco Macael en toda la vivienda y pintura blanca lisa, lo que le da un toque de elegancia y luminosidad. En la planta sótano, se encuentra el garaje y la bodega, mientras que en la planta baja, podrás disfrutar de un amplio distribuidor, un salón de aproximadamente 50 m2, una cocina de 22 m2, aseo, dos amplias habitaciones y un baño. La planta alta cuenta con una habitación principal, vestidor y baño, además de un despacho con posibilidad de convertirlo en habitación. Además, cuenta con una edificación de aproximadamente 50 m2 con tres habitaciones independientes en el exterior. El jardín es otro de los puntos fuertes de esta propiedad, con un 80% solado en hormigón impreso y una piscina de obra de 12x4 metros. La zona está consolidada, con colegios privados y públicos, Hospital del Sureste, Pabellón deportivo, zonas verdes y excelente comunicación, con salida directa a la A3, R3, Metro L9, Bus urbano e interurbano. En la zona encontrarás servicios como colegios públicos, concertados, institutos, centro de salud, centro médico privado, supermercado, restaurantes y cafeterías, peluquerías, Ciudad Deportiva y campos de fútbol, zonas verdes, zonas parque infantil, Estación de metro L9, Bus urbano, interurbano, salida directa A3 y R3. Todo lo que necesitas a tu alcance. No pierdas la oportunidad de vivir en esta maravillosa casa. ¡Ven a verla! Contáctanos y te daremos toda la información que necesitas. Además, ofrecemos servicio financiación. No incluye los gastos de ITP, IVA, IAJD, Notaría, Registro, gestoría, tasación, honorarios de agencia, estudio de arquitectura para personalizar tu vivienda y servicios adicionales como mudanzas, limpieza y servicio integral y exclusivo con profesionales expertos. ¡No esperes más!",True,good,False,,1537.0,False,False,True,True,[],False,False,595000.0,€,chalet,"Centro, Arganda",Casa independiente,Destacado,,,,True,True,independantHouse,
108356148,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/24/41/1341702860.webp,,35,,498500.0,chalet,sale,421.0,,7,2,Centro,Madrid,Arganda,Centro,es,,40.2991542,-3.4403101,False,https://www.idealista.com/inmueble/108356148/,"¡Descubre la casa adosada de tus sueños en el corazón de la ciudad! Este  impresionante inmueble cuenta con 421  m² construidos y 410 m² útiles, ofreciendo un espacio ideal para disfrutar en familia. Al entrar, te recibe un vestíbulo luminoso que da paso a un amplio salón con grandes ventanales que inundan de luz natural el ambiente. La cocina es un verdadero lujo, con zona de office y grandes ventanas que permiten disfrutar de vistas al jardín. En la planta baja, también encontrarás un segundo salón con acceso a la escalera y una despensa ingeniosamente ubicada. Además, el baño de esta planta ofrece comodidad para tus visitas. El exterior es un oasis privado, con un jardín que incluye un patio solado, una fantástica terraza de 23 metros y un área perfecta para celebraciones, todo complementado por una piscina refrescante. Subiendo a la primera planta, se encuentran cuatro dormitorios, todos con grandes ventanales y balcones que aportan luminosidad. Un baño completo con bañera completa esta planta. En la  segunda planta, hay dos dormitorios adicionales y dos cuartos que ofrecen múltiples posibilidades de uso.  Este hogar cuenta con acabados de calidad, como ventanas de aluminio y carpintería de roble, además de calefacción y agua caliente a gasoil. Gastos de ibi 1.400€. Su ubicación es inmejorable, rodeada de servicios como supermercados, farmacias, colegios y fácil acceso a las principales vías como la A3 y R3. No incluye los gastos de ITP, IVA, IAJD, Notaría, Registro, gestoría, tasación, honorarios de agencia, estudio de arquitectura para personalizar tu vivienda y servicios adicionales como mudanzas, limpieza y servicio integral y exclusivo con profesionales expertos. ¡No esperes más. Comercial asignado María No pierdas la oportunidad de vivir en esta maravillosa casa adosada!",True,good,False,,1184.0,False,False,True,True,[],False,False,498500.0,€,chalet,"Centro, Arganda",Chalet adosado,Destacado,,,,True,True,terracedHouse,
109193016,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/67/c2/1367029828.webp,02536,21,bj,170000.0,flat,sale,79.0,True,3,1,calle de San Juan,Madrid,Aranjuez,Nuevo Aranjuez-Ciudad de las Artes,es,,40.0327953,-3.5960115,False,https://www.idealista.com/inmueble/109193016/,"[NO COBRAMOS COMISION AL COMPRADOR] Fysol Inmobiliarias, vende en exclusiva. ¡Oportunidad única en Aranjuez! Este encantador piso en la Calle San Juan es ideal para quienes buscan confort y una ubicación inmejorable. Con 79 m² distribuidos en tres amplios dormitorios, este hogar ofrece el espacio perfecto para una familia o para aquellos que desean disfrutar de una vida cómoda. El baño, grande, cuenta con un práctico plato de ducha y ventana, garantizando ventilación. La cocina, completamente amueblada, tiene acceso a un pequeño patio, ideal para disfrutar de momentos al aire libre. El salón, acogedor y equipado con bomba de calor, es el lugar perfecto para relajarse después de un largo día. Además, el trastero con termo eléctrico añade un extra de comodidad y almacenamiento. Este piso está diseñado para ser accesible, con una finca que cuenta con ascensor y rampa para personas con movilidad reducida. Las ventanas de climalit y la pintura lisa en toda la casa aportan modernidad y eficiencia energética. Con calefacción y aire acondicionado por bomba de calor, estarás cómodo durante todo el año. Ubicado a solo 1 minutos del Centro de Salud y a 5 minutos del Ayuntamiento, este inmueble combina la tranquilidad de una zona residencial con la cercanía a servicios esenciales. ¡No dejes pasar esta oportunidad y ven a conocer tu nuevo hogar en Aranjuez!",False,good,False,True,2152.0,False,False,False,False,[],False,False,170000.0,€,flat,"Nuevo Aranjuez-Ciudad de las Artes, Aranjuez",Piso en calle de San Juan,Destacado,,,,,,,
106267982,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/0b/f2/1277714935.webp,Tipo 6,7,,695000.0,flat,sale,125.0,True,3,2,"avenida Isabel Farnesio, 7",Madrid,Boadilla del Monte,Sector S,es,,40.4095859,-3.8856812,True,https://www.idealista.com/obra-nueva/106267982/,"¡Nueva promoción en Boadilla del Monte, Avenida Isabel de Farnesio! Descubre tu nuevo hogar en una de las zonas más exclusivas de Boadilla del Monte. Esta promoción cuenta con pisos de 2 y 3 habitaciones, diseñados para ofrecer el máximo confort y funcionalidad.  Cada vivienda dispone de 2 a 3 baños completos, ideales para familias o aquellos que buscan mayor espacio y comodidad. Las viviendas están pensadas para aprovechar al máximo la luz natural y cuentan con acabados de alta calidad, cocinas modernas y amplias terrazas donde disfrutar de momentos de tranquilidad. Ubicada en una zona privilegiada, la Avenida Isabel de Farnesio ofrece fácil acceso a servicios, colegios, zonas verdes y transporte público, sin renunciar a la tranquilidad y el bienestar que caracteriza a Boadilla del Monte. Características principales: •Pisos de 2 y 3 habitaciones. •2 o 3 baños completos. •Amplias terrazas. •Excelentes acabados. •Zona tranquila con todos los servicios a mano. No pierdas la oportunidad de vivir en uno de los mejores entornos residenciales de Madrid. ¡Llámanos y agenda tu visita!",False,newdevelopment,True,True,5560.0,True,False,False,False,[],False,False,695000.0,€,flat,"Sector S, Boadilla del Monte","Piso en avenida Isabel Farnesio, 7",Destacado,,,,True,True,,False
108921069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/14/eb/1359800476.webp,4553173b-5ba2-4e32-81fe-fe43df6a7fb8,134,,280000.0,chalet,sale,180.0,,4,2,avenida Kiel,Madrid,Eurovillas,,es,,40.3543945,-3.2621158,False,https://www.idealista.com/inmueble/108921069/,"Tasada el 7 de agosto de 2025 en 298.755€.  Vivienda en una sola planta con tres dormitorios salón cocina y un baño, la zona de garaje ha sido convertida en apartamento con un dormitorio y salón con cocina americana.  La vivienda cuenta con caldera de gasoil a estrenar. En la parte posterior hay otra vivienda de dos dormitorios baño y salón con cocina americana la cual dispone de caldera de gasoil propia así como un sistema de aire acondicionado con bomba de calor. La parcela tiene numerosas encinas y está situada frente a una zona verde muy amplia donde poder pasear.  La organización cuenta con dos colegios, dos centros comerciales, carrefour, Eroski, farmacia, centro de salud, oficina de correos, oficina de caixa, y numerosos locales dedicados a la hostelería. Asimismo el transporte público disponible en esta urbanización comunica con el intercambiador de avenida de América pasando por Torrejón de Ardoz, Loeches, Torres de la Alameda, así como otra línea que comunica con Arganda del Rey pasando por Campo Real. Es una vivienda muy cómoda y muy bien situada a 300 metros del centro comercial de Eurovillas.",False,good,False,,1556.0,True,False,False,False,[],False,False,280000.0,€,chalet,Eurovillas,Casa independiente en avenida Kiel,Destacado,295000.0,15000.0,5.0,True,True,independantHouse,
108033840,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/5c/71/1358420711.webp,CLK00/4848,20,bj,365000.0,flat,sale,50.0,False,2,1,calle de Anastasio Aroca,Madrid,Madrid,Chamartín,es,Prosperidad,40.4389653,-3.6737092,False,https://www.idealista.com/inmueble/108033840/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Prosperidad, en Madrid. La vivienda dispone de una superficie total de 50 m², distribuidos en salón y comedor, cocina abierta, 2 dormitorios y 1 baño. Además, cuenta con ascensor y patio. Situado en el barrio de Prosperidad, en la Calle Anastasio Aroca, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Auditorio Nacional de Música, el Parque de Berlín y del Intercambiador Avenida de América. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a las estaciones de metro Cartagena (L7) y Prosperidad (L4). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h.",True,good,False,True,7300.0,True,False,False,False,[],False,False,365000.0,€,flat,"Prosperidad, Madrid",Piso en calle de Anastasio Aroca,Destacado,372000.0,7000.0,2.0,,,,
108910373,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/7a/16/1358658438.webp,CLK00/4894,21,1,799000.0,flat,sale,97.0,True,3,2,calle de Castelar,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4326518,-3.6665337,False,https://www.idealista.com/inmueble/108910373/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicada en el barrio de Guindalera, en Madrid. La vivienda está ubicada en la 1 planta exterior con ascensor. Dispone de una superficie total de 97 m², distribuidos en salón y comedor, cocina independiente amueblada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado, parking y accesibilidad para personas con movilidad reducida. Situado en el barrio de Guindalera, en la Calle Castelar, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como la Plaza de Toros de Las Ventas, el Movisar Arena, El Corte Inglés Goya y a unos minutos en coche del Hospital General Universitario Gregorio Marañón. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a las estaciones de metro Ventas (L2 y L5) y Manuel Becerra (L2 y L6). Agenda tu visita y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,8237.0,True,False,False,False,[],False,False,799000.0,€,flat,"Guindalera, Madrid",Piso en calle de Castelar,Destacado,820000.0,21000.0,3.0,True,True,,
108148895,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/ee/a0/1335314243.webp,RP1402025137418,34,,695000.0,chalet,sale,160.0,,4,3,Barrio Ventilla-Almenara,Madrid,Madrid,Tetuán,es,Ventilla-Almenara,40.4722994,-3.6935964,False,https://www.idealista.com/inmueble/108148895/,"Redpiso ofrece a la venta un producto exclusivo en Almenara, a 5 minutos de las 4 Torres y de la Torre Caleido. Hablamos de un unifamiliar de 4 plantas que consta de 160 m2 distribuidos en: 4 dormitorios, 2 baños ( uno con bañera y otro con plato de ducha), 1 aseo, 4 armarios empotrados, cocina amplia, salón comedor, patio y 2 terrazas ( una abierta y otra cerrada ). Los suelos son de cerámica, la calefacción es de gas natural y posee aire acondicionado en la terraza cerrada. Tiene 2 orientaciones, este y oeste. En el precio se incluye una plaza de parking.  Ubicación inmejorable, en el corazón de la ciudad, a pocos metros del Intercambiador de Plaza de Castilla y de la Estación de Chamartín. Por más información te esperamos en nuestra oficina ….",True,good,False,,4344.0,True,False,True,False,[],False,False,695000.0,€,chalet,"Ventilla-Almenara, Madrid",Chalet adosado,Destacado,,,,True,True,terracedHouse,
108910422,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/42/8e/1358663123.webp,CLK00/4935,22,2,650000.0,flat,sale,92.0,True,2,2,calle de Brescia,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4381212,-3.6636583,False,https://www.idealista.com/inmueble/108910422/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Guindalera, en Madrid. La vivienda está ubicada en la 2 planta exterior con ascensor. Dispone de una superficie total de 92 m², distribuidos en salón y comedor, cocina independiente amueblada, 2 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y portero. Situado en el barrio de Guindalera, en la Calle Brescia, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como la Plaza de Toros de Las Ventas y del Parque de las Avenidas. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Parque de las Avenidas (L7). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h.",True,good,False,True,7065.0,True,False,False,False,[],False,False,650000.0,€,flat,"Guindalera, Madrid",Piso en calle de Brescia,Destacado,670000.0,20000.0,3.0,,,,
108837380,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/c4/63/1356590390.webp,0947,91,,450000.0,chalet,sale,208.0,,3,3,avenida de Juan Carlos I,Madrid,Ajalvir,,es,,40.5318698,-3.4832229,False,https://www.idealista.com/inmueble/108837380/,"RF0947 - CHALET ADOSADO DE 208m² EN VENTA EN AJALVIR AV. JUAN CARLOS I. El chalet cuenta con una escalera de 7 m² adaptada para personas con movilidad reducida, que permite acceder a un hall de 5,75 m², con puerta de madera sólida y cerradura blindada, dando paso directo a un distribuidor externo cerrado de 1,90 m². En esta planta baja encontramos un salón de 32,35 m², luminoso y acogedor, equipado con aire acondicionado y con acceso directo al porche y al jardín. También hay una escalera adaptada para personas con movilidad reducida, con el mando de silla correspondiente, que facilita llegar a la planta superior. El jardín, de aproximadamente 60 m², cuenta con césped artificial, riego automático y árboles como una higuera y un peral, creando un entorno ideal para relajarse o compartir momentos en familia. La cocina, de 10,25 m², está equipada con muebles altos y bajos, horno, vitrocerámica y campana extractora. En esta planta baja también se encuentra un aseo de 1,40 m² con lavabo, inodoro y ventana, para mayor comodidad. En la primera planta, un distribuidor de 5 m², (donde también encontramos un mando automático de silla), conecta con las habitaciones y baños. Destaca el dormitorio en suite de 14,50 m², con armarios empotrados forrados y vestidos, aire acondicionado y un baño reformado de 4,90 m² con ducha de hidromasaje, mampara, lavabo con mueble, WC y bidet, todo adaptado para facilitar la movilidad. Además, hay otro dormitorio de 14,50 m² con pared forrada en madera y aire acondicionado, y un tercer dormitorio de 11,50 m², también con armarios forrados y vestidos. La buhardilla, de 28 m², con ventanas Velux y estores, permite crear un espacio de ocio, despacho o lo que prefiera. La planta se completa con un baño de 4,80 m², equipado con bañera, lavabo y WC. El garaje, de 50 m², ofrece espacio para 2 o 3 coches, con toma de agua, facilitando el acceso y la movilidad. Este chalet ha sido reformado recientemente en varias áreas: aseo, suelos, escaleras y ventanas del salón y del dormitorio principal, que cuenta con baño adaptado, garantizando comodidad y accesibilidad en toda la vivienda. Las puertas de roble, los suelos de gres y tarima, y las ventanas de aluminio aportan un acabado moderno y duradero. La piscina comunitaria invita a disfrutar del verano, y su orientación oeste garantiza sol en las tardes, creando un ambiente cálido y agradable. En cuanto a la zona, Ajalvir ofrece un entorno tranquilo, con servicios cercanos y una comunidad activa. **NO DUDES EN CONTACTARNOS PARA REALIZAR UNA VISITA** **NO COBRAMOS HONORARIOS A LA PARTE COMPRADORA**.",False,good,False,,2163.0,False,False,True,False,[],False,False,450000.0,€,chalet,Ajalvir,Chalet adosado en avenida de Juan Carlos I,Destacado,,,,True,True,terracedHouse,
