propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107887229,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/3c/9e/1327323795.webp,W-02ZFXZ,29,1,1200000.0,flat,sale,147.0,True,3,3,calle de Garibay,Madrid,Madrid,Retiro,es,Adelfas,40.4054855,-3.6707261,False,https://www.idealista.com/inmueble/107887229/,"Exclusivo y moderno piso en Retiro con piscina y 2 plazas de Garaje. Engel & Völkers presenta en exclusiva este moderno apartamento de lujo ubicado cerca del parque del Retiro. Con una superficie total de 147 m2, diseñado por el reconocido arquitecto Rafael De La Hoz, este impresionante inmueble ofrece tres amplias habitaciones con armarios empotrados, tres baños, un salón muy amplio que es la joya de la casa, hall de entrada, cocina equipada con electrodomésticos de alta gama y un área de servicio separada. Con un trastero y dos plazas de garaje subterráneas incluidas en el precio. Construido en 2018, este apartamento de primera categoría combina modernidad y elegancia en cada rincón. Al entrar, se percibe una atmósfera de sofisticación y amplitud. Diseño interior y exterior meticulosamente cuidado. Los espacios están bañados de luz natural, gracias a sus enormes ventanales con doble acristalamiento asegurando el máximo confort térmico y acústico. La climatización es domotizada. Con vistas abiertas y verdes que rodean el edificio, creando un ambiente de serenidad en pleno centro urbano que reflejan el compromiso con el lujo y la funcionalidad, asegurando el máximo confort y privacidad para sus residentes. Entre las características más destacadas de esta propiedad se encuentran un precioso jardín y 2 piscinas, una de ellas infantil, ideales para disfrutar de momentos de relax. Tiene accesibilidad para personas con movilidad reducida, portero 24h, además, el edificio cuenta con ascensor, calefacción individual a gas, bomba de calor y frio, suelos radiantes, así como un sistema de seguridad de última generación con vigilancia 24 horas, alarmas y puerta de seguridad.  Esta propiedad es una verdadera joya y una oportunidad única para quienes buscan combinar el confort moderno con la ventaja de vivir en una de las ciudades más vibrantes del mundo. No deje pasar esta oportunidad. ¡Contáctanos y venga a visitarlo! Ubicada en el barrio de Adelfas-Retiro, a tan solo 10 minutos a pie se encuentra el emblemático Parque del Retiro, un oasis de tranquilidad ideal para paseos matutinos o tardes de ocio. Esta es una zona con infraestructura excepcional, con múltiples opciones de transporte público que incluyen estaciones de metro de Pacífico y Conde de Casal, líneas 1 y 6, autobuses que conectan eficientemente con el resto de la ciudad. Rodeada de servicios como supermercados, colegios, parques infantiles, biblioteca, agencias bancarias, hotel y restaurantes. Proximidad a algunos de los destinos más codiciados de la ciudad. Este enclave privilegiado ofrece a los compradores de alto nivel un equilibrio perfecto entre la vida urbana vibrante y la serenidad de espacios verdes.  Para los amantes de la cultura, el Triángulo del Arte, compuesto por el Museo del Prado, el Museo Reina Sofía y el Museo Thyssen-Bornemisza, se encuentra a menos de 20 minutos en transporte público. Asimismo, la oferta gastronómica es inigualable, con restaurantes de alta cocina y acogedores cafés que invitan a disfrutar de la auténtica experiencia madrileña. Vivir aquí es disfrutar de un estilo de vida exclusivo, rodeado de cultura lo que convierte a esta propiedad en una oportunidad única para los compradores más exigentes.",True,good,False,True,8163.0,True,False,True,False,[],False,False,1200000.0,€,True,True,flat,"Adelfas, Madrid",Piso en calle de Garibay,,,,,,
109205394,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/7c/bc/1367436571.webp,,22,1,669900.0,flat,sale,150.0,True,3,2,calle Ventura Rodríguez,Madrid,Boadilla del Monte,Sector B,es,,40.4051384,-3.8916071,False,https://www.idealista.com/inmueble/109205394/,"AGENCIA INMOBILIARIA HOGARES BOADILLA DEL MONTE presenta este EXCELENTE PISO de 150 m² construidos y tres habitaciones en el corazón del SECTOR B. Ubicado en una urbanización privada con zonas comunes que incluyen piscina, pista de pádel, parque infantil, conserje y todos los servicios a un paso. Este piso destaca por su excelente distribución, gran luminosidad y comodidad en un entorno familiar. La vivienda de 3 dormitorios se distribuye en una sola planta de forma cómoda y práctica: Nada más entrar en la vivienda, nos recibe un hall recibidor que conecta de forma práctica con la cocina, el salón y el pasillo que da acceso a la zona de descanso. A la derecha, encontramos una amplia y luminosa cocina, equipada y funcional, desde ella accedemos a una zona de lavandería independiente que comunica con la terraza principal. El salón comedor, muy luminoso y de gran tamaño, cuenta con salida directa a una terraza de aproximadamente 9 m², perfecta para disfrutar del buen tiempo, comidas al aire libre o momentos de relax. La zona de descanso se distribuye de manera independiente. El pasillo conduce a dos habitaciones secundarias, ambas con armarios empotrados, que comparten un baño completo y tienen acceso a una terraza común que aporta aún más luz y amplitud. Por último, la habitación principal destaca por su tamaño, luminosidad y su baño en suite, garantizando privacidad y confort. El piso dispone de plaza de garaje y trastero, así como climatización para todo el año. Una vivienda que combina amplitud, luminosidad y una distribución muy funcional, ideal para familias que buscan calidad de vida en una de las mejores zonas de Boadilla del Monte. La vivienda cuenta con aire acondicionado por split, calefacción individual de gas natural y se encuentra en excelente estado de conservación, lista para entrar a vivir. Situado en una de las zonas mejor comunicadas de Boadilla del Monte, con fácil acceso a la M-50, M-40, A-6, A-5 y M-501, muy cerca de transporte público, supermercados, restaurantes y una amplia oferta educativa, con centros como Mirabal International School, St. Michael’s, Virgen de Europa, EuroCasvi y Endaze School, entre otros. ¡Una oportunidad única para vivir en uno de los mejores entornos residenciales de Boadilla! ¡No dudes en visitar tu nuevo hogar!",True,good,False,True,4466.0,False,True,False,False,[],False,False,669900.0,€,True,True,flat,"Sector B, Boadilla del Monte",Piso en calle Ventura Rodríguez,,,,,,
109218781,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/da/e1/1367800879.webp,MYRE-01304,8,bj,68200.0,flat,sale,80.0,True,2,1,carretera de Canencia,Madrid,Miraflores de la Sierra,,es,,40.8165601,-3.7657441,False,https://www.idealista.com/inmueble/109218781/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR Excelente oportunidad de adquirir en propiedad esta vivienda distribuida en 2 amplias habitaciones, salón, cocina y 1 baño, con amplios ventanales, se encuentra ubicada en la localidad de Miraflores de la Sierra, provincia de Madrid. Necesita una reforma integral, es un lienzo en blanco sobre el que realizar tu proyecto a medida. Situada en entorno tranquilo, pero a poca distancia del centro de la localidad dónde disponer de servicios cómo supermercados, comercios, hostelería, plazas, etc. Por lo tanto la vivienda disfruta de un entorno tranquilo, pero sin renunciar a todos los servicios, equipamientos y atractivos necesarios para una gran calidad de vida. Sus accesos, comunicaciones y transportes harán que tengas todo a tu alcance. Tanto para establecer tu nuevo hogar, o bien como inversión inmobiliaria, el inmueble que te ofrecemos se trata de una apuesta segura.",False,renew,False,False,853.0,False,False,False,False,[],False,False,68200.0,€,,,flat,Miraflores de la Sierra,Piso en carretera de Canencia,,,,,,
109181347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/2b/af/1366681012.webp,ONM2509002,29,3,1500000.0,flat,sale,261.0,True,3,4,Barrio Cuzco-Castillejos,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4668817,-3.692056,False,https://www.idealista.com/obra-nueva/109181347/,"Descubre CANAL 65, un proyecto residencial único formado por 7 viviendas exclusivas de 3 dormitorios, diseñadas con una arquitectura contemporánea y elegante. El edificio cuenta con zonas ajardinadas, gimnasio privado y un espectacular solárium con piscina en la azotea, pensado para disfrutar del skyline de Madrid. Ubicado en la calle Bravo Murillo 65, en pleno barrio de Ríos Rosas (distrito de Chamberí), el proyecto destaca por una localización inmejorable. Una zona residencial consolidada, con todos los servicios y comodidades al alcance, entre el Paseo de la Castellana y la vibrante calle Ponzano, epicentro gastronómico de la capital. Además, está perfectamente conectada mediante metro (Alonso Cano y Gregorio Marañón a pocos minutos a pie), Cercanías y múltiples accesos a las principales arterias de la ciudad desde Nuevos Ministerios. Cada vivienda ha sido concebida con altos estándares de calidad, cuidando hasta el último detalle: espacios amplios y luminosos, distribuciones funcionales y materiales nobles como piedra natural, vidrio o madera. Todo ello con un diseño atemporal que refleja un estilo urbano, sofisticado y cosmopolita. ¿Te imaginas vivir aquí?  Situado en el distrito de Chamberí, este barrio es uno de los más conocidos de la capital. Se encuentra en la manzana delimitada por el Paseo de la Castellana, las calles Raimundo Fernández Villaverde, Agustín de Betancourt y la plaza de San Juan de la Cruz. En la actualidad acoge la sede de los Ministerios de Fomento, Empleo y Seguridad Social y una sección del Ministerio de Agricultura y Medio Ambiente. Se halla plenamente integrado en el conjunto de la Castellana y del complejo de AZCA, uno de los centros de negocios y oficinas más importantes de la ciudad.",False,newdevelopment,True,True,5747.0,True,False,False,False,[],False,False,1500000.0,€,True,True,flat,"Cuzco-Castillejos, Madrid",Piso,False,,,,,
107491783,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/5f/94/1314231971.webp,ONM2411005,23,1,1850000.0,flat,sale,210.0,True,4,4,Barrio Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4239652,-3.6643265,False,https://www.idealista.com/obra-nueva/107491783/,"El exclusivo bloque de 10 viviendas de lujo en Jorge Juan 171, en pleno centro de Madrid. Este proyecto ofrece 2 áticos con impresionantes vistas y amplias terrazas, 2 bajos con jardín privado y 6 elegantes apartamentos con balcones. - Viviendas con Calefaccion y refrigeracion por Geotermia - Cocinas completamente equipadas con electrodomésticos y muebles de alta gama. - Planta superior con piscina y solárium como parte de sus zonas comunes. - Cada vivienda tiene incluido en el precio 2 plazas de Garaje y un Trastero. Vive la excelencia en un entorno privilegiado, rodeado de todas las comodidades y con acabados de vivienda de primera calidad. ¿Te imaginas vivir aquí? Fuente del Berro es muy similar a la Urbanización “La Finca”, aunque con una ubicación más céntrica en pleno corazón de Madrid. Su ubicación no puede ser más perfecta, se encuentra en plena Barrio de Salamanca, entre la Calle Goya y la Calle de Doctor Esquerdo y es la zona elegida como residencia de muchos políticos y artistas. Es un barrio residencial, tranquilo y seguro, con zonas ajardinadas ideales para familias con niños.",False,newdevelopment,True,True,8810.0,True,False,False,False,[],False,False,1850000.0,€,True,True,flat,"Fuente del Berro, Madrid",Piso,False,,,,,
108798216,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/65/b9/1362725093.webp,T5-BAJA,16,bj,206096.0,flat,sale,66.0,True,2,2,"calle Eras Altas, 2",Madrid,El Álamo,,es,,40.2300164,-3.993096,True,https://www.idealista.com/obra-nueva/108798216/,"Residencial El Álamo, pisos de 2 y 3 dormitorios, en Comercialización en El Álamo - ¡Tu nuevo hogar te espera!  Descubre esta obra nueva en el corazón de El Álamo, a solo 30 minutos de Madrid. Estas viviendas cuenta con 2 y 3 luminosos dormitorios y 2 baños completos equipados con sanitarios de alta gama. La distribución es perfecta para disfrutar de cada rincón, con armarios empotrados que ofrecen un amplio espacio de almacenamiento.  El piso incluye una plaza de garaje y acceso a zonas comunes que cuentan con una refrescante piscina, ideal para relajarte en los días soleados. La climatización por aerotermia garantiza un ambiente confortable durante todo el año. Además, la carpintería exterior de PVC y el sistema de aislamiento térmico aseguran un hogar eficiente y acogedor. Ubicado en una excelente zona, este inmueble ofrece la posibilidad de personalización para que puedas adaptarlo a tu estilo. Las zonas comunes están diseñadas para el disfrute familiar, rodeadas de vegetación y espacios abiertos. No pierdas la oportunidad de vivir en un entorno natural, ideal para familias. ¡Contáctanos y agenda tu visita!",False,,True,True,3123.0,True,False,False,False,[],False,False,206096.0,€,True,True,flat,El Álamo,"Piso en calle Eras Altas, 2",False,,,,,
108801180,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/00/87/1287529982.webp,PR-C-781@TipoH1,19,,374000.0,flat,sale,92.0,True,2,2,"avenida de la Democracia, 26",Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3878046,-3.621928,True,https://www.idealista.com/obra-nueva/108801180/,"Viviendas de 2 y 3 dormitorios que destacan por su diseño moderno y sostenible. Bajos con jardín y áticos. Con plaza de garaje y trastero incluido en el precio. Las zonas exteriores están pavimentadas y ajardinadas con especies arbóreas y arbustivas autóctonas y de bajo consumo hídrico. La zona infantil-recreativa cuenta con suelo amortiguado y está equipada con juegos infantiles. Las zonas comunes también incluyen dos salas comunitarias equipadas, que se destinarán a sala gourmet y sala fitness, y espacios reservados para bicicletas. El garaje cuenta con puerta de acceso motorizada y accionable mediante mando a distancia. Incluye zona con carritos para facilitar la carga y descarga de los vehículos. La piscina se ha proyectado con iluminación nocturna, zonas verdes y sistema de cloración mediante electrolisis salina. Este sistema es respetuoso con el medio ambiente, desinfecta con elementos naturales, no contamina y protege la salud de sus usuarios. El edificio cuenta con una estructura y cimentación realizadas según el Código Técnico de la Edificación, con aislamiento térmico y acústico que garantiza eficiencia energética y confort. Los pisos en Valdebernardo están equipados con suelos laminados de alta resistencia y baños con platos de ducha de resina o bañeras de acero, según el proyecto. La carpintería exterior es de PVC con ventanas de doble acristalamiento para un óptimo aislamiento. Las cocinas, entregadas amuebladas, cuentan con encimeras impermeables y electrodomésticos modernos como placa de inducción y campana extractora. En cuanto a los sistemas de climatización, las viviendas incluyen calefacción y refrigeración mediante suelo radiante refrescante, lo que proporciona un ambiente confortable y un ahorro energético significativo. Además, cada vivienda dispone de ventilación mecánica controlada para garantizar aire limpio y saludable en todo momento.",False,,True,True,4065.0,True,False,False,False,[],False,False,374000.0,€,True,True,flat,"Santa Eugenia, Madrid","Piso en avenida de la Democracia, 26",False,,,,,
109022426,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/61/49/1361937509.webp,6fb86307-9232-462e-a355-d4e5b1d90fbc,35,3,204000.0,flat,sale,70.0,True,3,1,calle de Nazaret,Madrid,Fuenlabrada,Centro,es,,40.2865585,-3.7994635,False,https://www.idealista.com/inmueble/109022426/,"Vivienda con gran potencial y terraza en Cerro - El Molino, Fuenlabrada Esta propiedad de 67 m² construidos, ubicada en una finca con ascensor, es ideal para quienes buscan un hogar funcional con posibilidades de personalización. Construida en 1971, se encuentra lista para entrar a vivir, aunque también ofrece la opción de realizar una nueva distribución según tus necesidades. El inmueble cuenta con tres dormitorios y un baño completo, lo que la convierte en una opción perfecta tanto para familias como para quienes necesitan espacio adicional para teletrabajo, estudio o invitados. La distribución actual es cómoda, pero su versatilidad permite adaptarla a nuevos proyectos con facilidad. Entre sus extras, destaca una terraza de 8 m² que ofrece un espacio exterior privado ideal para disfrutar del aire libre. También dispone de aire acondicionado, calefacción individual por gas natural y armarios empotrados que optimizan el espacio de almacenamiento. Ubicación La vivienda se encuentra en la zona de Cerro - El Molino, en Fuenlabrada, una zona consolidada con todos los servicios necesarios a poca distancia: supermercados, centros educativos, transporte público, zonas verdes y comercios. Una ubicación tranquila y bien conectada con el resto de la ciudad. No pierdas la oportunidad de transformar este espacio en el hogar que estás buscando. Para más información o concertar una visita, no dudes en contactarnos.",True,good,False,True,2914.0,True,True,False,False,[],False,False,204000.0,€,,,flat,"Centro, Fuenlabrada",Piso en calle de Nazaret,,,,,,
108437814,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/4f/47/1344863386.webp,,34,1,1200000.0,flat,sale,269.0,True,5,4,calle Solano,Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,Prado de Somosaguas,40.4125914,-3.793038,False,https://www.idealista.com/inmueble/108437814/,"Piso orientación SUR situado en urbanización privada, con vigilancia 24 horas, de Prado de Somosaguas, Pozuelo de Alarcón. Distribución: -Hall de entrada con armario gabanero -Amplio salón-comedor, con acceso a la terraza (orientada a la urbanización).  -Gran cocina independiente con zona de office y tendedero cubierto. -Master suite -Tres dormitorios dobles  -Baño independiente -Aseo -Dormitorio de servicio -Baño de servicio Incluye dos amplias plazas de garaje y un trastero La urbanización, de 27.000m2 cuenta con portero 24h y conserje. Las zonas comunes destacan por su gran extensión e incluyen tres pistas de tenis, una pista deportiva multiusos, una piscina y amplias áreas ajardinadas. Se encuentra muy próxima al Centro Comercial Somosaguas, que ofrece variedad de comercios, servicios y opciones de restauración. Prado de Somosaguas, en Pozuelo de Alarcón, es una de las zonas residenciales más exclusivas de Madrid, conocida por su entorno tranquilo, amplias zonas verdes y urbanizaciones de alto nivel con seguridad privada. Ofrece una excelente conexión con la M-40 y la A-6, además de proximidad a colegios internacionales y servicios de primer nivel. A pocos minutos se encuentra el nuevo centro comercial de La Finca, que amplía la oferta de ocio y restauración en la zona.",False,renew,False,True,4461.0,True,False,False,False,[],False,False,1200000.0,€,True,True,flat,"Prado de Somosaguas, Pozuelo de Alarcón",Piso en calle Solano,,,,,,
103341523,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/67/66/1228908759.webp,,32,,595000.0,chalet,sale,350.0,,8,8,Cercedilla,Madrid,Cercedilla,,es,,40.7378465,-4.0502183,False,https://www.idealista.com/inmueble/103341523/,"Excelente Inversión, Chalet Independiente en plena Sierra de Madrid dividido en 7 Apartamentos. Todos los apartamentos están alquilados con una rentabilidad bruta entorno al 7 %. Enclavado en una parcela de 776 m2 con excepcionales vistas de la Sierra de Madrid, en una Colonia de Chalets muy tranquila. Chalet Independiente de 350 m2 construidos, en 3 plantas, dividido en 7 Apartamentos de aproximadamente de unos 45 m2 cada uno con entrada, cocina y baño independientes. Armarios empotrados. Calefacción individual con radiadores eléctricos y estufa de  pellets.  - Centro Urbano de Cercedilla a 10 minutos caminando. - Autobús A 7 minutos de la parada de bus más cercana  - Supermercados Día a 8 minutos caminando - Tiendas y Restaurantes a 10 minutos caminando. - Centro de Salud a 6 minutos caminando.",False,good,False,,1700.0,True,False,True,False,[],False,False,595000.0,€,True,True,chalet,Cercedilla,Casa independiente,,independantHouse,,,,
