propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished
109186766,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/bf/13/1366840375.webp,mena2,27,5,309000.0,flat,sale,60.0,True,3,1,"calle de San Roberto, 12",Madrid,Madrid,Latina,es,Lucero,40.4033227,-3.7589315,True,https://www.idealista.com/inmueble/109186766/,"Oportunidad única en ubicación inmejorable. Piso en zona de alta revalorización. Exterior y muy luminoso con bonitas vistas. Cuenta con una muy buena distribución y aprovechamiento del espacio. Características:  * Tres dormitorios.  * Salón con balcón.  * Un baño reformado con ducha.  * Cocina amueblada y equipada.  * Calefacción y agua caliente individual por gas natural.  * Carpintería interior de madera con pomos nuevos y carpintería exterior de aluminio.  * Trastero de 5 m² recién pintado y reformado. Edificio y alrededores:  * El edificio y las zonas comunes han sido reformadas y el ascensor es nuevo.  * Situado en una zona residencial muy tranquila (Urbanización Nuestra Señora de Lourdes) con una calle sin apenas tráfico.  * A solo 100 metros del metro de Casa de Campo y de una parada de autobús. No dudes en contactar para concertar una visita. Te ayudamos con la financiación de la vivienda, si lo deseas.",False,good,False,True,5150.0,False,False,False,False,[],False,False,309000.0,€,329000.0,20000.0,6.0,flat,"Lucero, Madrid","Piso en calle de San Roberto, 12",Destacado,,,,
108603045,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/43/1a/1364175353.webp,3248-24881,46,1,430000.0,flat,sale,53.0,True,1,1,calle de Francisco Silvela,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4332648,-3.6742815,False,https://www.idealista.com/inmueble/108603045/,"FINCA con PISCINA y SOLARIUM. Piso en buen estado. Orientación sur a calle cortada. La finca dispone de dos sótanos con plazas de garajes, si requiere alquilar o comprar plaza. Conserjería y Video-Vigilancia de lunes a domingo. VISITAS: Contactar SOLO POR ESCRITO a través del anuncio, indicando nombre, email y móvil. Responderé a la brevedad posible, para concretar visitas. DISTRIBUCIÓN de la VIVIENDA:  -Recibidor con amplio armario de 2 puertas correderas.  -Salón Comedor con balcón, orientado a calle cortada (peatonal). -Balcón con espacio para tendedero  -Cocina independiente, amueblada y equipada con los siguientes electrodomésticos: frigorífico, vitrocerámica de 2 fuegos, campana extractora y horno microondas dual con grill. -Dormitorio amplio con armario empotrado. Espacio para otro armario, o cómoda, o mesa despacho, si se requiere. -Baño con mueble lavabo, váter, plato de ducha y lavadora 6 kgs. Espacio para ampliar, si se requiere. -El apartamento se encuentra en buen estado, pero se recomienda alisar paredes de salón y actualizar baño. Con un amueblado moderno de color blanco, el piso lucirá moderno. DETALLES de la VIVIENDA:  -Aire acondicionado central (Torre de Refrigeración para toda la finca), con control individual desde cada equipo. Suministro de a/a en julio y agosto durante las 24 horas, y tu decides tu horario de a/a. Los pisos con balcón como éste, si lo prefieren pueden instalar máquina exterior del a/a en este lugar. -Calefacción central todo el invierno, sin contadores individuales (coste incluido en gastos de comunidad). -Gastos de Comunidad: 136,50 €/mes -Consumo de agua fría y caliente con contador individual. Factura consumo se incluye en gastos comunidad, cada 2 meses. -Ventanas de aluminio con doble ventana y persianas, tanto en Salón Comedor como en Dormitorio; para mejor aislamiento térmico y acústico. -Suelos de parquet espiga. -Paredes lisas en Dormitorio y con gotelet en Salón-Comedor. -Telefonillo. -Puerta de seguridad. FINCA: Por sus prestaciones, una de las mejores fincas del barrio Lista. -Piscina en 5ª planta con amplio Solarium.  -Conserjería de lunes a domingo. Video-Vigilancia 24 horas. -4 ascensores por planta. -Finca adaptada a personas con movilidad reducida, con silla elevadora para acceder de calle al portal de la finca. -Antigüedad 1980 (45 años).  -ITE favorable en 2021. Próxima ITE en 2031. -Finca adaptada a movilidad reducida, con silla elevadora para salvar escaleras hasta portal. -Este apartamento no tiene garaje, pero la finca tiene 2 sótanos con 56 plazas de garaje. Se alquilan a 120-150€. COMUNICACIONES:  -Metro Diego de León (L4, L5 y L6) a 200 mts, el cual conecta con Metro Av. América. -Metro Manuel Becerra (L2 y L6) a 300 mts -6 líneas de autobuses en la manzana -Fácil acceso a M-30, A-2, Calle Alcalá y Paseo de la Castellana. SERVICIOS y OCIO: -Farmacia a 100 mts. -Supermercados a 200-300 mts: Alcampo, Aldi, Carrefour, Ecoasia, SuperSol y PrimaPrix.  -Amplia oferta de restauración en los alrededores -Wifit Gym Guindalera a 200 mts. -O2 Centro Wellness en Plaza Manuel Becerra a 300 mts. Club Deportivo con salas fitness, piscina verano-invierno, solárium y otros (de lunes a domingo) -Parque María Eva Duarte de Perón a 300 mts -Hospital Universitario Gregorio Marañón a 200 mts, y Hospital La Princesa a 300 mts. -Plaza de Toros de Las Ventas y Museo Taurino a 600 mts. Esta plaza está considerada Bien de Interés Cultural desde 1994, en la categoría de Monumento Histórico-Artístico.",False,good,False,True,8113.0,True,False,False,False,[],False,False,430000.0,€,,,,flat,"Lista, Madrid",Piso en calle de Francisco Silvela,Destacado,,,,
109095134,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/32/a6/1364216601.webp,CLK00/4959,24,2,565000.0,flat,sale,82.0,True,2,1,calle del Ferrocarril,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.3997083,-3.6970785,False,https://www.idealista.com/inmueble/109095134/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Delicias, en Madrid. La vivienda está ubicada en la 2 planta exterior con ascensor. Dispone de una superficie total de 82 m², distribuidos en salón y comedor, cocina abierta, 2 dormitorios y 1 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y portero. Situado en el barrio de Delicias, en la Paseo Ferrocarril, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como El Museo del Ferrocarril de Madrid o la Estación de Atocha. A su vez, está próximo a supermercados, gimnasios, restaurantes y centros comerciales. Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. *Algunas de las estancias de la vivienda están siendo reformadas.",True,good,False,True,6890.0,True,False,False,False,[],False,False,565000.0,€,,,,flat,"Palos de la Frontera, Madrid",Piso en calle del Ferrocarril,Destacado,,,,
106978384,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/74/ea/1299411537.webp,3248-24380,95,,558000.0,chalet,sale,315.0,,5,4,"calle Granado y Naranjo, 36",Madrid,Valdemorillo,Mojadillas - Parque de las Infantas - El Paraiso,es,,40.5268448,-4.0654015,True,https://www.idealista.com/inmueble/106978384/,"Si lo que estas buscando es un entorno residencial tranquilo, rodeado de naturaleza, con buenas comunicaciones y servicios que garantizan una calidad de vida elevada. La Urbanización El Paraíso en Valdemorillo es una opción a tener muy en cuenta. La Urbanización El Paraíso, situada en Valdemorillo, Madrid, es una comunidad residencial que combina tranquilidad y naturaleza. Ubicada junto al Pantano de Valmayor, ofrece a sus residentes un entorno natural privilegiado con vistas panorámicas y acceso a diversas rutas de paseo.  Desarrollada a partir de 1967, la urbanización ha evolucionado para adaptarse a las necesidades de sus habitantes. En 1978, debido a la construcción del embalse de Valmayor, se realizaron modificaciones significativas en su planificación, incluyendo la reestructuración de zonas verdes y la construcción de una estación depuradora de aguas residuales.  El Paraíso cuenta con una variedad de viviendas, desde chalets independientes hasta casas pareadas, muchas de ellas con parcelas amplias que permiten disfrutar de jardines privados y piscinas. La comunidad ofrece servicios como seguridad privada y club social, proporcionando un ambiente seguro y confortable para sus residentes.  La urbanización se encuentra bien comunicada, a solo 30 minutos de Madrid y cerca de localidades como Villanueva de la Cañada y El Escorial. Recientemente, se han llevado a cabo mejoras en los accesos, como la adecuación del tramo de conexión entre la M-510 y la urbanización, finalizada en febrero de 2023.  En este maravilloso entorno tenemos en venta la siguiente propiedad, consta de tres alturas. En las dos primeras dispone actualmente de 2 dormitorios, 3 baños, un almacén y un despacho que podrían ser utilizados de dormitorios si fuera necesario. Ambos dormitorios son grandes de unos 20m2 y 25m2, con armarios empotrados y el principal con uno de los baños tipo suite, proporcionando comodidad y privacidad. Una cómoda escalera de dos tramos conecta las dos plantas, aportando un toque arquitectónico. Las múltiples áreas de estar, junto con oficinas y dormitorios, convierten esta casa en un hogar versátil, adaptable a diversas necesidades. La cocina, con muebles de madera y electrodomésticos modernos, combina paredes blancas de azulejos y un práctico suelo azul. Desde ella podemos acceder a la parte trasera de la parcela donde se ha instalado una agradable piscina donde refrescarnos en los días más cálidos del año. El salón comedor dispone de chimenea y de grandes ventanales con vistas al pantano de Valmayor y a la sierra de Guadarrama. Desde el podemos acceder a la cómoda terraza para disfrutar mejor de los atardeceres.  Así mismo tenemos una escalera de caracol que nos permite llegar al ático bajo cubierta que añade 86 m² útiles a los 175 m² de las dos primeras plantas, combina diseño y funcionalidad en un espacio versátil. Con una planta abierta y techos inclinados, se aprovecha al máximo la luz natural gracias a múltiples tragaluces.  El uso inteligente de soluciones de almacenamiento a medida bajo los aleros optimiza el espacio, creando un espacio adicional eficiente y adaptable a diversas necesidades. La instalación realizada en 2024 de placas solares nos permite reducir el consumo eléctrico durante los meses de invierno e incluso eliminarlo durante los estivales. Si le ha gustado lo que ha visto y desea profundizar más en lo que puede ser su hogar o su casa de vacaciones contácteme y concierte una cita.",False,good,False,,1771.0,True,True,False,False,[],False,False,558000.0,€,,,,chalet,"Mojadillas - Parque de las Infantas - El Paraiso, Valdemorillo","Casa independiente en calle Granado y Naranjo, 36",Destacado,True,True,independantHouse,
109027697,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/f4/26/1362097662.webp,97067f4b-137f-4c60-9e08-aee534d09889,61,,364000.0,chalet,sale,202.0,,4,3,calle Barranco Picote,Madrid,Titulcia,,es,,40.1392593,-3.5675362,False,https://www.idealista.com/inmueble/109027697/,"Se vende precioso chalet independiente en Titulcia, una de las zonas más tranquilas y exclusivas del sur de Madrid, ideal para quienes buscan calidad de vida, espacio, privacidad y una vida rodeada de naturaleza libre de contaminación. La vivienda cuenta con: 4 dormitorios amplios y luminosos 3 baños completos Piscina privada Parcela ajardinada  Muy buen estado, lista para entrar a vivir Situado en uno de los pueblos más tranquilos y acogedores de Madrid, ideal para los amantes de la naturaleza este chalet ofrece una excelente calidad de vida a solo 25 minutos de la capital, con fácil acceso por carretera y cerca de servicios, colegios y comercios. Perfecto para familias que desean desconectar del ruido de la ciudad y respirar aire puro mientras disfrutas de su entorno protegido sin alejarse de la capital. Según diferentes guías inmobiliarias, Titulcia es un municipio muy valorado para vivir, especialmente por su tranquilidad, seguridad y entorno natural.  Destacado por amplios espacios naturales protegidos para pasear y hacer deporte, es ideal para familias y amantes de la vida al aire libre. ¡No dejes pasar esta oportunidad! Solicita más información o una visita sin compromiso.",True,good,False,,1802.0,True,True,False,False,[],False,False,364000.0,€,,,,chalet,Titulcia,Chalet pareado en calle Barranco Picote,Destacado,True,True,semidetachedHouse,
109099825,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/03/a5/1364336070.webp,CLK00/5060,21,5,470000.0,flat,sale,41.0,True,1,1,avenida de la Reina Victoria,Madrid,Madrid,Chamberí,es,Vallehermoso,40.4475553,-3.7054069,False,https://www.idealista.com/inmueble/109099825/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Vallehermoso, en Madrid. La vivienda está ubicada en la 5 planta patio de manzana con ascensor. Dispone de una superficie total de 41 m², distribuidos en salón y comedor, cocina abierta, 1 dormitorio y 1 baño. Además, cuenta con ascensor, cocina amueblada, armarios empotrados, aire acondicionado y accesibilidad para personas con movilidad reducida. Situado en el barrio de Vallehermoso, en la Calle Reina Victoria, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como El Corte Inglés Castellana, el Mercado de Maravillas y del Parque del Tercer Depósito. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús, a la estación de metro Cuatro Caminos (L1, L2 y L6) y a la estación de tren Nuevos Ministerios (C1, C2, C3, C4, C4a, C4b, C7 y C10). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,11463.0,True,False,False,False,[],False,False,470000.0,€,,,,flat,"Vallehermoso, Madrid",Piso en avenida de la Reina Victoria,Destacado,,,,
109095219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/cc/44/1364218819.webp,CLK00/4992,24,1,379000.0,flat,sale,83.0,True,3,1,plaza de la Orotava,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4319051,-3.6363425,False,https://www.idealista.com/inmueble/109095219/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Pueblo Nuevo, en Madrid. La vivienda está ubicada en la 1 planta exterior con ascensor. Dispone de una superficie total de 83 m², distribuidos en salón y comedor, cocina independiente, 3 dormitorios y 1 baño. Además, cuenta con ascensor, cocina amueblada, armarios empotrados y aire acondicionado. Situado en el barrio de Pueblo Nuevo, en la Plaza Plaza Orotava, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como parques, hospitales y las estaciones de metro García Noblejas y Ascao (L7) a pocos minutos. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios y paradas de autobús. Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,4566.0,True,False,False,False,[],False,False,379000.0,€,,,,flat,"Pueblo Nuevo, Madrid",Piso en plaza de la Orotava,Destacado,,,,
108307882,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/cd/a0/1340227180.webp,W-02ZX0V,37,2,9500000.0,duplex,sale,805.0,True,4,5,calle de Alfonso XII,Madrid,Madrid,Retiro,es,Jerónimos,40.4094397,-3.6890596,False,https://www.idealista.com/inmueble/108307882/,"Espectacular vivienda con vistas al Retiro Ubicado en una de las zonas más exclusivas y cotizadas de Madrid, este imponente palacete de 1910 combina el encanto de la historia con las más altas calidades contemporáneas. Completamente reformado en 2019 y actualizado en 2024, se presenta como una propiedad única e irrepetible. Más allá de su ubicación excepcional, esta residencia destaca por su relevancia histórica: la segunda planta fue hogar del prestigioso científico Santiago Ramón y Cajal, Premio Nobel de Medicina. Las molduras originales, diseñadas por encargo del propio Ramón y Cajal a un escultor de la época, han sido cuidadosamente conservadas, aportando un valor patrimonial incalculable y una personalidad única a la vivienda. Distribuida en tres plantas conectadas entre sí, ofrece una experiencia residencial de lujo y amplitud. Destaca un gran salón lleno de luz natural, con espectaculares vistas abiertas al Parque del Retiro. Dispone de cuatro dormitorios generosos, tres de ellos en suite, un amplio comedor y dos cocinas totalmente equipadas: una cocina principal de diseño contemporáneo y una segunda cocina profesional de estilo industrial, ideal para chefs o amantes de la gastronomía. Además, cuenta con cinco plazas de garaje robotizado con acceso directo desde la vivienda y dos trasteros para mayor comodidad. Su orientación Este y Sur garantiza una luminosidad constante durante todo el día. El edificio, con un excelente estado de conservación, dispone de portero físico y una comunidad muy cuidada. El barrio de Jerónimos es, seguramente, el barrio más representativo y exclusivo de Madrid, situándose en el centro de la capital. Limita al este con las dos zonas verdes más conocidas de la capital: el Real Jardín Botánico y el parque del Retiro, con su lago, sus múltiples paseos interiores, estanques y frondosas arboledas. Son numerosos los monumentos y centros artísticos que encontramos en la zona, desde la puerta de Alcalá, pasando por las famosas plazas de Cibeles, Neptuno y de la Lealtad, hasta llegar al célebre Museo del Prado. Son también muchas las instituciones públicas que tienen su sede en este barrio, como el bellísimo Palacio de Comunicaciones del Ayuntamiento de Madrid, la Bolsa de Madrid o el Cuartel General de la Armada. La zona cuenta de igual forma con establecimientos hoteleros y de restauración del máximo nivel, como el Hotel Ritz o el conocido restaurante Horcher. El barrio dispone de las mejores comunicaciones, sumando al gran servicio de transportes de la ciudad (con el Metro y las líneas de autobús) la estación de Atocha, central del servicio de trenes de alta velocidad AVE así como de trenes de cercanías.",False,good,False,True,11801.0,True,False,False,False,[],False,False,9500000.0,€,,,,flat,"Jerónimos, Madrid",Dúplex en calle de Alfonso XII,Destacado,True,True,duplex,
108398534,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/53/42/1350559706.webp,,21,4,1050000.0,flat,sale,85.0,False,2,2,"calle de Santa Teresa, 14",Madrid,Madrid,Centro,es,Chueca-Justicia,40.425192,-3.6954912,True,https://www.idealista.com/inmueble/108398534/,"Extraordinaria vivienda en proceso de reforma en uno de los mejores barrios de Madrid. Este piso ubicado en la cuarta planta de una finca clásica de Justicia del año de 1905.  Con una cómoda distribución, el piso consta de 2 habitaciones y 2 baños, una de ellas con baño en suite. Su área social esta diseñada para disfrutar con plena comodidad de la vivienda.  Con las mejores calidades, la vivienda se entrega amueblada lista para entrar a vivir.",True,good,False,True,12353.0,True,False,True,False,[],False,False,1050000.0,€,,,,flat,"Chueca-Justicia, Madrid","Piso en calle de Santa Teresa, 14",Destacado,,,,
103179735,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/0b/17/1345886292.webp,W-02U03I,25,2,1119000.0,flat,sale,139.0,True,3,3,calle de Tetuán,Madrid,Madrid,Centro,es,Sol,40.4189909,-3.7039355,False,https://www.idealista.com/inmueble/103179735/,"Amplia propiedad junto a la Puerta del Sol Engel & Völkers presenta esta amplia propiedad en el epicentro del barrio de Sol. Ubicada en un edificio de 1880 bien conservado característico de la zona, ha sido completamente reformada con calidades de lujo. Se ofrece íntegramente equipada con electrodomésticos de alta gama y amueblada con muebles de diseño realizados a medida. Traspasando el umbral de entrada, nos encontramos la diáfana zona que ocupa la cocina, separada visualmente de la entrada por una práctica barra de desayunos, ideal igualmente como área de trabajo. Las tonalidades claras protagonizan este espacio en el que la madera aporta igualmente calidez a un espacio en el que no faltan detalles de calidad, como los revestimientos de piedra de la encimera y el frente, en la misma tonalidad cromática. Comunicada con ella nos encontramos en primer término el acogedor comedor y encadenado a este último espacio, el área que ocupa el salón, que cuenta con un soleado balcón a la calle gracias a su exposición oeste y lo despejado de sus vistas. La misma exposición con la que cuenta uno de los tres dormitorios de la propiedad, con baño en suite, situado junto al salón. En todos los ambientes impera la misma tonalidad de colores cálidos. La zona privada de la propiedad, que arranca hacia el extremo opuesto desde la entrada, nos lleva a estancias más tranquilas dedicadas al descanso, el dormitorio principal con baño en suite, en el que se encuentra una bañera exenta además de la ducha, y su amplio vestidor, y el tercer dormitorio, así como el baño completo de invitados.  Esta espaciosa propiedad dispone de aire acondicionado por conductos, calefacción individual de gas con radiadores y de un sistema de iluminación a base de luces led, que aportan gran calidez a cada una de sus estancias. Una propiedad muy atractiva, tanto para inversores como para quienes quieran vivir rodeados con todo tipo de servicios en pleno casco histórico de Madrid a escasos minutos andando de algunos principales centros de interés de la capital. La propiedad se encuentra situada a un minuto andando de la emblemática Puerta del Sol y a escasos minutos de la Gran Vía o el nuevo complejo de lujo Canalejas, entre otras zonas de interés. Su excelente ubicación está rodeada de numerosas líneas de autobuses, así como de estaciones tanto de la red de metro como de Cercanías, además de varias paradas de taxi. El barrio cuenta con una variada dotación, tanto a nivel comercial, con grandes almacenes y tiendas de las principales marcas nacionales y extranjeras, como hotelero, con establecimientos entre los que se incluyen varios hoteles de gran lujo y otros más económicos. La oferta gastronómica y de ocio es igualmente amplia, con locales tradicionales y otros de perfil más internacional. Trás un agradable paseo, nos encontramos con algunas de las principales opciones culturales de la ciudad, cómo el Teatro Real o el Museo del Prado, entre otras. En definitiva, una ubicación imbatible para disfrutar de Madrid.",False,good,False,False,8050.0,True,False,False,False,[],False,False,1119000.0,€,,,,flat,"Sol, Madrid",Piso en calle de Tetuán,Destacado,,,,
