propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,district,neighborhood,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
105170748,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/8f/a6/1351617023.webp,15,2,295000.0,flat,sale,50.0,False,2,1,costanilla de San Andrés,Madrid,Madrid,es,40.4120874,-3.7109979,False,https://www.idealista.com/inmueble/105170748/,"Urbalor inmobiliaria gestiona en venta vivienda en el barrio de La Latina, en la Plaza de la Paja. La vivienda se sitúa en un edificio historico en una segunda planta con ascensor. El piso cuenta con 46 metros cuadrados construidos, distribuidos en 2 dormitorios con armarios empotrados, salón-comedor con cocina americana equipada con vitrocerámica, microondas, lavadora, lavaplatos y horno Cuarto de baño completo con plato de ducha. Calefacción individual de gas natural,suelos de tarima flotante,puertas de paso en roble y amplios ventanales verticales para suministrar luz y ventilacion.  Inmueble reformado. Es ideal para alquilar debido a la alta demanda de en la zona, pudiendo obtener un alquiler con una excelente rentabilidad. Se entrega completamente amueblado y equipado, no requiriendo por tanto de una gran inversion inicial. Una situación magnifica de la casa en plena Plaza de la Paja, ya que está en pleno Barrio de La Latina. Plaza De La Paja 0,132 km Parada de autobús Las Vistillas 0,18 km Parada de autobús Bailén - Yeseros 0,185 km Parada de autobús San Francisco El Grande 0,188 km Parada de autobús Pza. San Francisco - Bailén 0,251 km Parada de autobús Palacio Real 0,255 km Parada de autobús Bailén - Mayor 0,261 km Parada de autobús Gran Vía San Francisco - Pza. San Fco. 0,315 km Parada de autobús Plaza De La Villa 0,357 km Parada de autobús Plaza De La Cebada 0,357 km Parada de autobús Educación Colegio De Educación Infantil Y Primaria San Ildefonso - Calle de Alfonso VI 0,053 km Escuela/Instituto · Tel: · Web: Centro Privado De Educación Secundaria Santa Barbara - Plaza de la Paja 0,07 km Escuela/Instituto · Tel · Web: Centro Privado De Educación Infantil, Primaria Y Secundaria Sagrado Corazón - Calle de Don Pedro 0,125 km Escuela/Instituto · Tel · Web: Colegio De Educación Infantil Y Primaria Nuestra Señora De La Paloma - Calle Tabernillas 0,164 km Escuela/Instituto · Tel · Web: Escuela Infantil La Paloma - Calle Tabernillas 0,19 km Educación infantil · Tel: · Web: Centro Privado De Formación Profesional Específica Afuera Ii - Carrera de San Francisco 0,204 km Escuela/Instituto · Tel: · Web: Colegio De Educación Infantil Y Primaria Vázquez De Mella - Calle de Bailén 0,218 km Escuela/Instituto · Tel · Web: Biblioteca Pública Municipal Iván De Vargas - Calle de San Justo 0,259 km Biblioteca · Tel: · Web: Seminario Menor De La Inmaculada Y San Dámaso 0,276 km Escuela/Instituto Kaizen - Calle Humilladero 0,36 km Academía idiomas Salud Don Pedro 0,178 km Veterinario La Latina - Calle Humilladero 0,237 km Veterinario Botica Real De Almudena - Calle Mayor 0,283 km Farmacia Farmacia La Herbolería - Calle Calatrava 0,285 km Farmacia Cliladent - Calle Humilladero 0,294 km Dentista Los Austrias 0,374 km Veterinario Clínica Veterinaria Ópera - Calle de los Señores de Luzón 0,384 km Veterinario · Tel:.",True,good,False,True,5900.0,False,False,False,True,[],False,False,295000.0,€,flat,"Palacio, Madrid",Piso en costanilla de San Andrés,Destacado,Urbalor/CostanilladeSanAndres/Dani,Centro,Palacio,,,,
108261439,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/c6/44/1338823539.webp,18,2,260000.0,flat,sale,91.0,True,2,2,calle de las Procesiones,Madrid,Galapagar,es,40.5732422,-4.0049804,False,https://www.idealista.com/inmueble/108261439/,"¡GRUPO IMBILIARIO TIZONA vende en EXCLUSIVA este FANTÁSTICO PISO/DUPLEX, ¡ EL MEJOR PISO DE ESTAS CARACTERISTICAS; POR PRECIO, UBICACIÓN Y ESTADO! , de toda Galapagar! Rodeado de todos los servicios; supermercados, transporte público (buses), colegios, institutos, centros de salud, bancos, tiendas de barrio, zona comercial, deportiva y de ocio. Situado en una de las mejores zonas de la localidad, se caracteriza también por su tranquilidad y buena comunicación. En la planta alta, nos encontramos DOS dormitorios dobles, ambos con armarios empotrados revestidos, ventanas Velux con persianas, aire acondicionado (bomba de frio y calor) y cuarto de baño completo. En la planta baja, hall de entrada, cocina con salida a tendedero, aseo y un amplísimo salón comedor también con aire acondicionado (bomba de frio y calor). ¡MUY LUMINOSO! nos hace ahorrar en la factura de la luz y gas. PLAZA DE GARAJE INCLUIDA EN EL PRECIO. ¡NO PIERDA ESTA GRAN OPORTUNIDAD QUE LE OFRECEMOS! HONORARIOS DE INTERMEDIACIÓN INCLUIDOS EN EL PRECIO. Posibilidad de financiación 100 %, dependiendo del perfil de trabajo y económico del comprador, hágase un estudio sin compromiso alguno!",True,good,False,True,2857.0,False,False,False,False,[],False,False,260000.0,€,flat,"Casco Antiguo, Galapagar",Piso en calle de las Procesiones,Destacado,VICENTES-GALAPAGAR,Casco Antiguo,,,True,True,
107459646,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/fe/11/1340221134.webp,34,1,619000.0,flat,sale,125.0,True,3,2,calle Castillo de Atienza,Madrid,Las Rozas de Madrid,es,40.5084221,-3.8917443,False,https://www.idealista.com/inmueble/107459646/,"! OPORTUNIDAD! Piso muy luminoso, recién pintado y acuchillado en perfecto estado de 125m² en urbanización cerrada con piscina, pádel, zonas infantiles, cerca de tiendas, comercios, supermercados, restaurantes, colegios, en una de las mejores zonas de Europolis. La vivienda tiene una superficie útil de 95m ², situada en la primera planta con orientación suroeste, distribuido en un hall de entrada, salón- comedor de 25m² con acceso a una terraza de 7 m², cocina amueblada de unos 12 m² con salida a terraza, 3 dormitorios el principal tipo suite con baño y otro baño queda servicio a los restantes dormitorios. La carpintería exterior es aluminio con rotura de puente térmico y climalit y la interior en madera, todos los armarios están vestidos. Los suelos son de parquet de roble y gres. La calefacción es por radiadores por gas natural. Dispone de aire acondicionado centralizado en toda la vivienda. Tiene 2 plazas de garaje para 2 coches amplios y un tratero de 6m². La zonas comunes tiene una piscina, una cancha de pádel, zona infantil y césped. Los gastos de comunidad son 125€ al mes y de Ibi se paga 675€ al año.",True,good,False,True,4952.0,False,False,False,False,[],False,False,619000.0,€,flat,"Europolis, Las Rozas de Madrid",Piso en calle Castillo de Atienza,Destacado,616,Europolis,Europolis,,True,True,
108305991,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/6f/56/1363723052.webp,18,,807000.0,chalet,sale,594.0,,5,6,Hoyo de Manzanares,Madrid,Hoyo de Manzanares,es,40.6123969,-3.9444098,False,https://www.idealista.com/inmueble/108305991/,"EXCLUSIVO CHALET INDEPENDIENTE EN LA BERZOSA – HOYO DE MANZANARES – 594 m² CONSTRUIDOS SOBRE PARCELA AJARDINADA DE 1.794 m² – OBRA SINGULAR DE INGENIERÍA CON DISEÑO FUNCIONAL Y CALIDAD ESTRUCTURAL – UBICACIÓN PRIVILEGIADA A UN PASO DE MADRID Vivir rodeado de naturaleza en una de las urbanizaciones más seguras y prestigiosas de la sierra madrileña es posible. Te presentamos este extraordinario chalet independiente, diseñado por un ingeniero para su propio uso, con materiales de alta calidad, espacios amplios y pensados para el confort familiar, el disfrute social y la privacidad. En su planta principal destaca un salón de más de 60 m² bañado por luz natural, gracias a los grandes ventanales que conectan visual y físicamente con el jardín, acompañado de una elegante chimenea central y baño de cortesía. La suite principal ofrece máximo confort con vestidor, baño completo en suite y terraza privada con vistas abiertas al entorno natural. La planta superior alberga varias habitaciones adicionales, dos baños completos y una amplia sala polivalente, perfecta como despacho, zona de juegos o espacio de ocio. La planta baja cuenta con entrada independiente, cocina secundaria, baño completo y varias estancias versátiles, ideales para invitados, servicio o incluso como vivienda separada. Garaje cerrado para cuatro vehículos y amplio espacio exterior para más aparcamiento. El jardín que rodea a la vivienda, es funcional y muy aprovechable, con zonas verdes consolidadas, piscina privada, zonas de descanso y mucho espacio para disfrutar de la vida al aire libre en un entorno natural incomparable. La urbanización de La Berzosa ofrece vigilancia privada 24h, club social, universidad, centros educativos y deportivos, así como excelente comunicación por carretera y transporte público con Madrid. Ideal para quienes desean una vida tranquila, con calidad, privacidad y conexión urbana. Una propiedad con alma, con presencia, con luz, con diseño y con proyección. No es solo una casa, es un estilo de vida. Ven a conocerla. Contacta con nosotros para agendar tu visita.",False,good,False,,1359.0,False,False,True,False,[],False,False,807000.0,€,chalet,Hoyo de Manzanares,Casa independiente,Destacado,PR99558988-2,,,independantHouse,True,True,
107340320,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/18/17/1310079801.webp,14,,195000.0,flat,sale,60.0,True,1,1,Centro,Madrid,Fuenlabrada,es,40.2811448,-3.7906331,False,https://www.idealista.com/inmueble/107340320/,"Gestión 3 te ofrece este encantador apartamento con una superficie total de 60.04 m² construidos. La vivienda, a estrenar, está diseñada para ofrecer confort, modernidad y funcionalidad en cada uno de sus espacios. Con un dormitorio con armario empotrado, un baño completo con plato de ducha y radiadores-toalleros eléctricos, amplio salón comedor con cocina americana totalmente amueblada y equipada. Detalles que marcan la diferencia: Ventanas abatibles oscilo batientes con micro ventilación y doble acristalamiento acústico 4-16-5 Argón, garantizando un hogar tranquilo y bien aislado. Suelos de gres porcelánico, calefacción mediante emisores eléctricos de la marca Haverland con crono-termostato PID incorporado, que optimiza el uso correcto del emisor, para calentar el hogar con el menor gasto energético. Aislamientos térmicos y acústicos que aseguran el máximo confort durante todo el año. Puerta de entrada blindada y carpintería interior lacada en blanco, con puertas abatibles y correderas, aportando elegancia y seguridad, la vivienda cuenta con preinstalación de aire acondicionado en todas las estancias. Este apartamento cuenta con una excelente orientación suroeste, lo que te permitirá disfrutar de la luz natural a lo largo del día,  Se encuentra en una zona totalmente consolidada, a tan solo cinco minutos de la parada de metro y rodeado de todos los servicios esenciales: supermercados, colegios, institutos y un centro de salud. ¡No pierdas la oportunidad de vivir en un entorno único, con todo lo que necesitas al alcance de tu mano! ¡ VISITALA TE ENCANTARA!",False,good,False,True,3250.0,True,False,False,False,[],False,False,195000.0,€,flat,"Centro, Fuenlabrada",Piso,Destacado,008470,Centro,,,,,
103457372,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/62/29/1190113758.webp,30,1,1339000.0,flat,sale,115.0,True,3,3,calle de Jorge Juan,Madrid,Madrid,es,40.4221419,-3.6750036,False,https://www.idealista.com/inmueble/103457372/,"Este inmueble es una joya situada a poca distancia del emblemático parque del retiro. Ha sido reformado íntegramente por el prestigioso estudio de arquitectura Arctempus. Dispone de 3 amplias habitaciones con todos ellos baños en suite y un aseo de cortesía. La cocina cuenta con electrodomésticos de última generación, y se vende totalmente amueblado con muebles de diseño personalizados, acabados en madera y una iluminación óptima con luces LED y decoración.",False,good,False,True,11643.0,False,False,False,False,[],False,False,1339000.0,€,flat,"Goya, Madrid",Piso en calle de Jorge Juan,Destacado,RP922023121746,Barrio de Salamanca,Goya,,,,
108954443,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/24/03/1359968462.webp,52,1,550000.0,flat,sale,82.0,True,3,2,calle Divino Vallés,Madrid,Madrid,es,40.3957979,-3.6969031,False,https://www.idealista.com/inmueble/108954443/,"La Casa Agency, vende vivienda situada en la calle Divino Vallés, en una de las zonas más cotizadas y bien comunicadas de Madrid. Ubicada en una primera planta, esta propiedad destaca por su reforma integral de diseño, pensada para ofrecer confort, funcionalidad y estilo en cada rincón. Inmueble con una superficie de 82 m² construidos distribuidos de forma óptima en tres dormitorios y dos baños completos, uno de ellos en suite. Todas las habitaciones disponen de armarios empotrados a medida, maximizando el almacenamiento sin sacrificar espacio. Consta de un amplio salón con cocina integrada en concepto abierto, creando un espacio moderno, acogedor y muy luminoso gracias a su doble orientación. La vivienda es exterior y, además, disfruta de una impresionante terraza de aproximadamente 20 m², con vistas al patio de manzana y acondicionada como zona chill out, perfecta para relajarse o disfrutar con invitados en un entorno privado y tranquilo. Entre sus calidades destacan las ventanas con doble acristalamiento Climalit, que garantizan un excelente aislamiento térmico y acústico, y un completo sistema de aislamiento en todas las paredes, pensado para maximizar la eficiencia energética y el confort interior. La vivienda dispone de calefacción por suelo radiante, que proporciona una temperatura homogénea y agradable durante todo el año, así como de aire acondicionado por conductos, que permite una climatización eficiente en todas las estancias. Además, cuenta con un cuarto de lavandería independiente, equipado con lavadora, secadora y un termo inteligente de última generación. Esta propiedad está lista para entrar a vivir, con una distribución funcional, acabados de alta calidad y una ubicación privilegiada que combina tranquilidad, servicios y excelente comunicación. Precio de salida: 550.000 € Oportunidad ideal tanto para familias como para quienes buscan una vivienda con personalidad, lista para disfrutar desde el primer día y con todas las comodidades de una reforma cuidada al detalle.",True,good,False,True,6707.0,False,False,False,False,[],False,False,550000.0,€,flat,"Chopera, Madrid",Piso en calle Divino Vallés,Destacado,LCM38032,Arganzuela,Chopera,,,,
108311544,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/e9/29/1340349768.webp,27,7,310000.0,flat,sale,70.0,True,2,1,avenida de Castilla y León,Madrid,Tres Cantos,es,40.6156305,-3.7252751,False,https://www.idealista.com/inmueble/108311544/,"¡EXCELENTE OPORTUNIDAD DE INVERSIÓN EN TRES CANTOS!  Detalles de la inversión:  RENTA: Entre 850-1.150€/Mes  FIN DE CONTRATOS: Desde inicio de 2027 hasta 2031  GASTOS COMUNIDAD: Alrededor 77€/Mes  GASTOS IBI: Sobre 280€/Año  Piso en venta actualmente alquilado a inquilino con alta solvencia, garantizando rentabilidad inmediata desde el primer día.  Ideal para inversores que buscan un activo seguro y con ingresos estables.  La vivienda cuenta con 2 amplios dormitorios exteriores con grandes ventanales, un baño completo y una cocina americana totalmente equipada integrada en un salón luminoso y acogedor. Dispone de calefacción individual por gas natural, ventanas climalit en aluminio, puertas de madera clara y suelo de gres. Incluye plaza de garaje y trastero. Ubicada en una urbanización privada y cerrada, con conserje, piscina, pista de pádel, mesa de ping pong y parque infantil. Se ubica en la zona mas nueva de la ciudad de Tres Cantos, en plena expansión de viviendas y servicios. Cerca de paradas de autobús de lineas urbanas e interurbanas. Acceso muy próximo a la M607, en ambos sentidos, Madrid y sierra. Consultar detalles de la rentabilidad y demás información.",False,good,False,True,4429.0,False,False,False,False,[],False,False,310000.0,€,flat,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso en avenida de Castilla y León,Destacado,TC10401,Primera Fase - Nuevo Tres Cantos,,,,,
108975912,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/8f/4a/1360609135.webp,19,1,251990.0,flat,sale,114.0,True,3,2,calle Capitán Antonio de Oro,Madrid,Ciempozuelos,es,40.1610202,-3.6168185,False,https://www.idealista.com/inmueble/108975912/,"EN VENTA: IMPRESIONANTE PISO CON VISTAS PRIVILEGIADAS, TERRAZA AMPLIA – CIEMPOZUELOS Desde la oficina de HOGARES CIEMPOZUELOS – SAN MARTÍN DE LA VEGA te presentamos esta espectacular vivienda ubicada en una de las zonas más demandadas de Ciempozuelos. Cercano a zonas verdes, colegios, estación de tren, transporte público y todo tipo de servicios, este piso destaca por su comodidad, luminosidad y prestaciones exclusivas. Diseño y Confort en cada Rincón Este maravilloso piso te ofrece una distribución práctica y cómoda, ideal para familias o quienes buscan un espacio amplio y moderno. La luz natural baña cada estancia, y desde sus ventanales y su amplia terraza se disfrutan unas vistas despejadas que invitan al descanso. Cuenta con tres amplios dormitorios, todos ellos pensados para ofrecer privacidad y confort. La vivienda dispone además de dos baños, lo que aporta una comodidad extra para el día a día. Cocina independiente y salón con encanto La cocina, independiente y totalmente equipada, es perfecta para el uso diario y para quienes disfrutan cocinando con espacio y funcionalidad. El salón-comedor, amplio y acogedor, se convierte en el corazón del hogar: un lugar perfecto para relajarse o compartir momentos con familia y amigos, con acceso directo a una terraza privada que regala unas vistas increíbles. También incluye plaza de garaje, un valor añadido que garantiza comodidad y seguridad para tu vehículo. ¡Recién renovadas las instalaciones de fontanería y electricidad! Esta mejora garantiza tranquilidad y eficiencia en el uso diario del hogar. Su enclave en un entorno tranquilo y bien comunicado con el resto del municipio, especialmente a muy pocos minutos de la estación de tren, hace de esta vivienda una oportunidad excepcional. ¡Financiación 100% Disponible! No pierdas esta oportunidad de hacerte con un piso único, moderno, luminoso y con una calidad de vida inmejorable. Te ofrecemos financiación hasta el 100%, para que dar el paso a tu nuevo hogar sea más fácil que nunca. Contáctanos para más información o para agendar tu visita. ¡No dejes escapar esta ocasión! Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,True,2210.0,False,True,False,False,[],False,False,251990.0,€,flat,"Casco Antiguo norte, Ciempozuelos",Piso en calle Capitán Antonio de Oro,Destacado,,Casco Antiguo norte,,,True,True,
108398584,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/e4/43/7a/782091588.webp,23,4,159000.0,flat,sale,54.0,True,2,1,"calle Marianistas, 15",Madrid,Madrid,es,40.3689627,-3.7595387,True,https://www.idealista.com/inmueble/108398584/,"¡Descubre este acogedor piso exterior de 54 m², ideal para quienes buscan un hogar funcional y luminoso! Con un salón que inunda de luz natural cada rincón, este espacio se convierte en el lugar perfecto para relajarse o recibir a amigos. La cocina, completamente equipada con vitrocerámica, horno y nevera, hará las delicias de los amantes de la gastronomía. Este inmueble cuenta con dos dormitorios bien distribuidos, perfectos para descansar después de un largo día. El baño moderno añade un toque de elegancia y confort. Los suelos de parqué y la pintura gotelé aportan calidez al ambiente, mientras que el aire acondicionado garantiza un clima agradable durante todo el año. Ubicado en una zona consolidada, tendrás acceso a una variedad de servicios, como supermercados, tiendas y restaurantes, a solo unos pasos. Además, la cercanía al transporte público, con la estación de metro Carabanchel Alto y varias líneas de autobús, facilita tus desplazamientos diarios. Este piso está actualmente arrendado hasta agosto de 2027, con una renta mensual de 661,88 €, lo que lo convierte en una excelente opción para inversores. Además, cuenta con un seguro de protección de pagos que ofrece tranquilidad en caso de impago. ¡No pierdas la oportunidad de adquirir este inmueble en rentabilidad! Ven a visitarlo, no te arrepentirás.",False,good,False,False,2944.0,False,False,False,False,[],False,False,159000.0,€,flat,"Buena Vista, Madrid","Piso en calle Marianistas, 15",Destacado,,Carabanchel,Buena Vista,,,,
109192902,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/c0/fb/1367027176.webp,1,,254990.0,chalet,sale,104.0,,2,2,calle del Puerto de Balbarán,Madrid,Madrid,es,40.3814054,-3.6670566,False,https://www.idealista.com/inmueble/109192902/,"INMOBILIARIA JC TAMAYO pone a la venta OPORTUNO CHALET ADOSADO REFRORMADO en la zona céntrica de ENTREVÍAS, MADRID! El chalet cuenta con 104m2, de los cuales 32m2 pertenecen al patio y los otros 72m2 pertenecen a la casa. La vivienda se distribuye en entrada a una cocina, salón y aseo, en la planta baja. Y en la planta primera contamos con dos habitaciones, una doble y la otra individual, y un baño. Además cuenta con dos terrazas, una en cada uno de los cuartos.  Calidades: PANELES SOLARES, aire acondicionado en toda la casa, calefacción eléctrica, termo eléctrico, suelo de gres, puertas de madera y ventanas climalit.  ¡ PRONTO SE PUBLICARÁN LAS IMÁGENES! Y la localización no puede ser mejor! Se encuentra a pocos minutos de la estación de ENTREVÍAS, cerca también de mercados, centros educativos, farmacias.. . Para cualquier consulta o duda contáctanos y te ayudamos!",False,good,False,,2452.0,False,False,False,False,[],False,False,254990.0,€,chalet,"Palomeras Bajas, Madrid",Chalet pareado en calle del Puerto de Balbarán,Destacado,610-JC,Puente de Vallecas,Palomeras Bajas,semidetachedHouse,,,
109146617,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/2d/4b/1365659830.webp,25,1,296000.0,flat,sale,82.0,True,2,1,paseo del Radar,Madrid,Paracuellos de Jarama,es,40.5027433,-3.5267872,False,https://www.idealista.com/inmueble/109146617/,"JCB ASESORES vende piso con garaje (aparte, 15.000€) La vivienda consta de cocina con balcón, 2 habitaciones (la principal con balcón), cocina con balcón tendedero, 1 baño y hall de entrada. El inmueble dispone de calefaccion individual a gas natural, aire acondicionado, suelos cerámicos, puertas lacadas en blanco, puerta de seguridad, armarios empotrados, paredes lisas, ventanas con rotura de puente térmico/acústico y toldos. La cocina se encuentra totalmente amueblada incluida electrodomesticos (segun aparece en las fotografias). La ubicacion del inmueble es inmejorable en el centro del pueblo. Por tratarse de una zona absolutamente consolidada, en las cercanias se dispone de todo tipo de servicios, educativos, medicos, culturales, comerciales, de ocio, etc. A 200m del inmueble se dispone de las líneas de autobuses interurbanos de ""AVANZA"" 212 y N204 Pago IBI anual 360 € apx (piso+garaje). Pago comunidad mensual 80 €. Medidas del inmueble: -Piso 70 m2 -Garaje 24 m2 (Catastro) 12,65 m2 (Registro) -Elementos comunes 12 m2 Honorarios de agencia: vendedor 1,5% + IVA y comprador 1,5% + IVA. Solicite una visita. SI NECESITAS FINANCIACIÓN, PONEMOS A TU DISPOSICIÓN  UN BROKER HIPOTECARIO PARA AYUDARTE A  CONSEGUIR HASTA EL 100% DE LA HIPOTECA MÁS GASTOS.",True,good,False,True,3610.0,False,False,False,False,[],False,False,296000.0,€,flat,"Casco Urbano, Paracuellos de Jarama",Piso en paseo del Radar,Destacado,1237 PARACUELLOS DE JARAMA,Casco Urbano,,,True,False,15000.0
107698974,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/5f/d6/1320170054.webp,13,1,269900.0,flat,sale,36.0,True,1,1,Barrio Quintana,Madrid,Madrid,es,40.4359808,-3.6402582,False,https://www.idealista.com/inmueble/107698974/,"¡Piso con ubicación inmejorable junto a la calle Alcalá y Arturo Soria! Presentamos este fantástico piso en Ciudad Lineal, situado en una primera planta con ascensor, con una distribución funcional y todas las comodidades que necesitas. La vivienda cuenta con un salón muy luminoso, gracias a su gran ventanal y balcón integrado, además de una cocina americana amueblada y equipada con electrodomésticos. Dispone de una habitación espaciosa y un baño completo con plato de ducha. Para mayor confort, el piso incluye aire acondicionado por conducto, controlado mediante termostato, y una plaza de garaje amplia y de fácil acceso, permitiendo subir directamente desde el garaje a casa sin salir del portal. Ubicado en una zona estratégica, rodeado de transporte público (metro y autobuses), comercios, tiendas, bares y todos los servicios esenciales para el día a día. ¡No dejes pasar esta oportunidad! Contáctanos para más información o para concertar una visita.",False,good,False,True,7497.0,False,False,False,False,[],False,False,269900.0,€,flat,"Quintana, Madrid",Piso,Destacado,CL,Ciudad Lineal,Quintana,,True,True,
107905494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/b8/95/1334040239.webp,37,2,350000.0,flat,sale,136.0,True,4,2,avenida de Pablo Neruda,Madrid,Madrid,es,40.3911879,-3.6394622,False,https://www.idealista.com/inmueble/107905494/,"ROLMA SERVICIOS INMOBILIARIOS vende inmueble exterior en el barrio de PALOMERAS SUROESTE. Estupenda vivienda de 4 dormitorios, con dos baños completos, dos terrazas con vistas a la avenida Pablo Neruda. La vivienda, que se encuentra situada en una zona fantástica de Vallecas, tiene una superficie de 136 metros cuadrados construidos, cocina con terraza y 2 baños completos, uno de ellos en suite en el dormitorio principal. En un edifico con doble portal, 2 ascensores, y otro con ACCESO DIRECTO AL GARAJE. La plaza de garaje es doble, tiene espacio para 2 coches y algún vehículo tipo moto o bici, son escrituras independientes, y puede adquirirse por 22.000€  Su salón, luminoso y amplio, tiene acceso directo a la terraza principal, que es posible incluir a la estancia. Tiene espacio suficiente para dividir entre una zona de estar y otra de comedor y cuenta con aire acondicionado. La terraza te permitirá disfrutas de las horas de luz en un amplio espacio donde también dispones de una zona de trastero. Tiene una maravillosa cocina independiente con terraza tendedero muy luminosa durante todo el día. En cuanto a sus dormitorios la vivienda actualmente dispone de tres dormitorios dobles, y uno simple. Te encantará la amplitud y luminosidad de sus habitaciones, y su acceso a la terraza desde ellas. Todo el inmueble esta cuidado y en buen estado, si bien precisaría alguna actualización en cocina y uno de sus baños. La ubicación del piso es excelente, ya que se encuentra en un barrio cercano al centro de la ciudad, con muchísimas zonas verdes. Además, cuenta con instalaciones deportivas cercanas, hospitales y colegios. Y una buena comunicación en transporte público (metro, y autobuses), fácil acceso a la A3, lo que permite llegar a la zona centro de Madrid en apenas 15 minutos. ROLMA SERVICIOS INMOBILIARIOS, GANAMOS EN CONFIANZA.",True,good,False,True,2574.0,False,False,True,False,[],False,False,350000.0,€,flat,"Palomeras sureste, Madrid",Piso en avenida de Pablo Neruda,Destacado,9-2025,Puente de Vallecas,Palomeras sureste,,True,False,22000.0
108628704,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/a2/16/1350405324.webp,24,1,299000.0,flat,sale,50.0,False,1,1,costanilla de San Andrés,Madrid,Madrid,es,40.4133598,-3.7136411,False,https://www.idealista.com/inmueble/108628704/,"DS Realtors presenta este acogedor piso interior en el corazón de La Latina – Costanilla de San Andrés. � Ubicación inmejorable Situado en pleno barrio de La Latina, junto a la histórica Plaza de la Paja, este inmueble te sitúa en uno de los rincones con más encanto y vida del centro de Madrid. Rodeado de calles peatonales, terrazas, restaurantes tradicionales, bares con carácter, comercios de proximidad y excelentes conexiones (estación de Metro La Latina y múltiples líneas de autobús), disfrutarás de lo mejor de la vida urbana a solo unos pasos.  � Características principales 50 m² construidos (46 m² útiles), distribuidos en un dormitorio, un baño completo, salón y cocina independiente. Ubicado en una primera planta interior, lo que garantiza tranquilidad y privacidad. Edificio con ascensor y bien conservado.  � Estado de conservación y equipamiento Vivienda en buen estado, lista para entrar a vivir o alquilar. Calefacción individual por gas natural y aire acondicionado, para un confort óptimo durante todo el año.  Finca completamente reformada, que combina la esencia histórica con la comodidad moderna.  � Oportunidad ideal para inversión o primera vivienda Zona con alta demanda de alquiler turístico y residencial, perfecta para una inversión rentable. Ideal para profesionales, parejas o amantes de vivir en el centro, disfrutando de la cultura y la historia de Madrid. 1 � Precio y condiciones Precio de venta: 300.000 € ( 6.000 €/m²).  Gastos aproximados de hipoteca (variable): cuota estimada de 3.120 €/mes según simulación en Idealista.   Ventajas destacadas Ubicación privilegiada en una de las zonas con más carisma del centro de Madrid. Finca y vivienda listas para habitar. Ideal tanto para uso propio como inversión. ¿Te interesa? No dejes pasar esta oportunidad única: un hogar con historia, encanto y todas las comodidades a tu alcance, en pleno Madrid.",False,renew,False,True,5980.0,False,False,False,False,[],False,False,299000.0,€,flat,"Palacio, Madrid",Piso en costanilla de San Andrés,Destacado,1-1630,Centro,Palacio,,,,
