propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107076315,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/f4/9a/1302241044.webp,2563,64,1400000.0,chalet,sale,601.0,6,5,calle del Oso,Madrid,Ciudalcampo,es,40.6153938,-3.6124154,False,https://www.idealista.com/inmueble/107076315/,"¡Vivienda de lujo estilo Toscano, en la prestigiosa Urbanización Ciudalcampo! Este magnífico hogar de 601m2, repartido en tres plantas, reposa sobre una parcela de 2.803m2 según catastro, ofreciendo un entorno espacioso y luminoso que fusiona elegancia y comodidad. La distribución funcional de la propiedad destaca por sus amplios espacios llenos de luz, con una calefacción por suelo radiante que asegura el confort en todas las estaciones. En la planta principal, un impresionante hall con armarios empotrados conduce a un amplio salón con chimenea y acceso al porche, jardín y zona de piscina. La cocina, muy amplia y equipada, se conecta a otra zona del jardín, mientras que un dormitorio de servicio con baño completo y un cuarto de estar o despacho complementan esta planta. En la primera planta, cinco dormitorios espaciosos con armarios empotrados, tres baños completos y un dormitorio principal con vestidor y baño en suite ofrecen privacidad y confort. Dos dormitorios comparten un baño, mientras que los otros dos tienen acceso a sus respectivas áreas. La planta baja alberga un garaje para tres coches, cuarto de instalaciones, trastero, almacén, dos cuartos de juegos o gimnasio y un baño adicional. La Urbanización Ciudalcampo se sitúa en un entorno natural protegido, ofreciendo vistas impresionantes a la Sierra Norte de Madrid. Perfecta para actividades al aire libre como senderismo, ciclismo y paseos. Con acceso rápido en el Km 28 de la A1 y cercanía al aeropuerto de Madrid Barajas, IFEMA y el Hospital Infanta Sofía, esta zona también alberga servicios excepcionales: colegios internacionales, clubes deportivos, transporte regular a Madrid y un centro comercial. Además, la urbanización cuenta con un sistema de seguridad 24 horas, cámaras y vallado perimetral para brindar tranquilidad y protección a sus residentes. ¡Un hogar de lujo en un entorno privilegiado te espera en Ciudalcampo! Póngase en contacto con nosotros para coordinar una visita.",False,good,False,2329.0,False,False,False,False,[],False,False,1400000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en calle del Oso,Destacado,,,,,,,,,
108841789,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/b8/d6/1356697638.webp,LCM37875,63,599000.0,flat,sale,78.0,3,2,paseo de la Infanta Isabel,Madrid,Madrid,es,40.405619,-3.6867612,False,https://www.idealista.com/inmueble/108841789/,"La Casa Agency Embajadores presenta esta exclusiva vivienda exterior ubicada en el prestigioso Paseo de la Infanta Isabel, una de las zonas mas bonitas del distrito Retiro-Pacífico, a escasos minutos del Parque del Retiro y de la estación de Atocha. Se encuentra en una 1ª planta exterior, dentro de una finca señorial de 1914, que dispone de ascensor y cuenta con la Inspección Técnica del Edificio (ITE) favorable, lo que asegura su excelente estado estructural. Con una superficie construida de 78 m², la vivienda conserva el estilo clásico madrileño, con techos altos y conserva detalles originales que le aportan un estilo señorial y auténtico, difícil de encontrar en propiedades modernas, buena luz natural y una distribución funcional. Se encuentra distribuida en 3 habitaciones con armarios empotrados, una de ellas exterior y otra con acceso a un pequeño aseo privado, ideal como dormitorio principal, 1 baño completo independiente, equipado con plato de ducha amplio y doble lavabo. Su encanto principal es el salón-comedor muy luminoso, con gran ventanal a la calle. Cocina independiente equipada. Cuenta con balcones exteriores con vistas despejadas. Un piso con carácter, estilo y elegancia, ideal para quienes valoran la arquitectura tradicional sin renunciar a la funcionalidad moderna. Ubicado en el Paseo de la Infanta Isabel, en el barrio de Pacífico, una zona residencial con gran atractivo por su cercanía al centro y su ambiente tranquilo. A escasos pasos del Parque del Retiro, Frente a Atocha-Renfe (AVE, Cercanías, Metro). Próximo al Museo Reina Sofía, el Jardín Botánico y otros puntos culturales clave. Rodeado de todos los servicios: supermercados, colegios, farmacias, centros médicos, comercios de barrio, etc. Excelentes comunicaciones tanto en transporte público como en coche (acceso rápido a M-30)Zona con gran demanda y potencial de revalorización, perfecta para residir o invertir. Además, comentarte que contamos con un departamento financiero FINANZATE, Intermediación Financiera Eurocredit MAD S. L. en el cual puedes obtener un asesoramiento sin compromiso/sin coste para conocer tus posibilidades y tener mejores opciones y garantías a la hora de comprar. ¡ No dejes escapar esta oportunidad única de vivir en una de las zonas más cómodas y bien conectadas de Madrid. ! Contáctanos para más información y agenda tu visita.",True,good,False,7679.0,False,False,False,False,[],False,False,599000.0,€,,,flat,,"Jerónimos, Madrid",Piso en paseo de la Infanta Isabel,Destacado,1,False,Retiro,Jerónimos,False,,,,
103289780,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/f5/86/1184639454.webp,2131/136,54,649000.0,chalet,sale,455.0,7,5,calle Ramal del Valle,Madrid,Sevilla la Nueva,es,40.3503982,-4.0626786,False,https://www.idealista.com/inmueble/103289780/,"REF. 2131/136. Quieres vivir en un CHALET 100% independiente, con piscina panorámica, a solo 40 Km. de Madrid, y rodeado de naturaleza con las mejores VISTAS a las Sierras de Guadarrama y Gredos? . ALFA KEY WEST INMOBILIARIA te VENDE SIN HONORARIOS al COMPRADOR espectacular CHALET INDEPENDIENTE seminuevo (Año 2003) con 455 m2 construidos (393 M2 útiles), distribuidos en 2 plantas, en una gran parcela ajardinada con arboles frutales muy independiente con 2136 m2, piscina de 62 m2, 3 salones, 7 dormitorios, 4 baños y 1 aseo, 2 terrazas, cochera exterior, trastero, en la Urbanización Los Cortijos de Sevilla la Nueva, en una paraje natural. La vivienda tiene 2 edificios conectados por un pasillo, uno en planta, y el segundo edificio con un 2ª planta con amplio salón con mucha luz. Cuenta con una solida construcción y buena calidad de acabados, esta reformada con muchas mejoras, en muy buen estado de conservación, con un bonito jardín con diverso arbolado, con una buena distribución y mucha luz. La calefacción y ACS son por caldera de gasóleo, cuenta con aire acondicionado con bomba de calor en varias estancias, dobles ventanas con doble cristal en color lacado de madera oscilobatientes, suelos de gres y tarima, con pintura en liso, puertas y armarios en madera de color roble, gran capacidad de armario, y estancias amplias y muy luminosas, destacando 3 amplios salones, una terraza en 1ª planta con idílicas vistas, su amplio porche en PB, la piscina panoramica de 62 m2 rodeada se suelo de hormigon impreso y su bonito estilo mudéjar que evoca la Alhambra de Granada. En la la zona exterior tenemos una amplia piscina de 62 m2, con zonas de solado con hormigón impreso, y una zona de garaje cubierto para varios vehículos y trastero. Es un inmueble ubicado a solo 4 Km del casco urbano de Sevilla la Nueva, en una calle tranquila, muy independiente, cerca de todos los servicios, parques, transportes y comunicaciones, a sólo 40 Km. de Madrid, junto a la Autovía M-501 la A-5 y la M-600.  Recuerda, que ALFA KEY WEST INMOBILIARIA siempre te ofrece la mejor FINANCIACION hasta el 100% (*Sujeto a estudio financiero). Llámanos, te informamos, y si quieres lo visitamos. TE ENAMORARA.",True,good,False,1426.0,False,False,False,False,[],False,False,649000.0,€,True,True,chalet,independantHouse,Sevilla la Nueva,Casa independiente en calle Ramal del Valle,Destacado,,,,,,,,,
109134438,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/42/d9/1365359551.webp,,14,310000.0,penthouse,sale,50.0,2,1,calle del Carnero,Madrid,Madrid,es,40.4075407,-3.7104404,False,https://www.idealista.com/inmueble/109134438/,"Se vende luminoso piso de 50 m², ideal para quienes buscan un hogar cómodo y funcional. Su mayor atractivo es la luz natural que inunda cada estancia durante todo el día, gracias a sus múltiples ventanas, que además permiten una ventilación cruzada muy agradable. La vivienda cuenta con dos dormitorios muy bien distribuidos, un salón acogedor y una cocina americana abierta, perfecta para disfrutar de un espacio amplio, moderno y práctico. El baño, de buen tamaño y con plato de ducha, completa este hogar listo para entrar a vivir. Además, dispone de aire acondicionado, garantizando confort durante todo el año. Uno de sus puntos más interesantes es la posibilidad de recuperar la terraza original, lo que permitiría disfrutar de un espacio exterior privado ideal para relajarse al sol, crear un pequeño jardín urbano o compartir comidas al aire libre. Situado en una zona tranquila pero con excelentes conexiones, este ático combina a la perfección comodidad, luz natural y potencial de mejora. � ¡No dejes escapar la oportunidad de vivir en lo alto con todas las ventajas de un piso lleno de luz, estilo y posibilidades!",False,good,False,6200.0,False,False,False,False,[],False,False,310000.0,€,,,flat,penthouse,"Lavapiés-Embajadores, Madrid",Ático en calle del Carnero,Destacado,4,True,Centro,Lavapiés-Embajadores,False,,,,
108664409,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/26/d6/1352253631.webp,VEN7564,45,595000.0,chalet,sale,160.0,5,4,Hoyo de Manzanares,Madrid,Hoyo de Manzanares,es,40.6096661,-3.9444522,False,https://www.idealista.com/inmueble/108664409/,"URBENORTE INMOBILIARIA VENDE en exclusiva;  CHALET PAREADO de 160m² con una parcela de 330m², en La Berzosa, Hoyo de Manzanares – Impresionante entorno con espectaculares vistas.  Distribución: PLANTA PRINCIPAL: Amplio hall de entrada, aseo de cortesía. Salón-comedor con chimenea con cassette. Cocina-office amueblada. En esta misma planta encontramos un dormitorio y un baño completo PLANTA PRIMERA: 4 dormitorios. El dormitorio principal tiene baño en suite y éste ha sido reformado y cuenta con plato de ducha. Las vistas desde este dormitorio y uno de los secundarios son espectaculares ya que está dentro del parque regional de la cuenta alta del Manzanares. Este otro dormitorio es también doble, muy amplio ya que se ha ampliado aprovechando la terraza que ha sido cerrada. Los tres dormitorios secundarios de esta planta comparten un segundo baño.  PANTA SÓTANO: actualmente está destinado en su mayor parte a almacenaje, dispone de un gran trastero. Hay también una Bodega que fue realizada de obra y acondicionada con mucho detalle por los propietarios.  Se trata de una vivienda muy atractiva con un montón de posibilidades. Se puede entrar a vivir si bien haría falta una reforma a fin de actualizar. La vivienda es amplia y luminosa, pero, sobre todo, el entorno y las vistas es su mayor atractivo.  Esta vivienda se encuentra en Urbanización privada La Berzosa, con vigilancia 24 horas y posibilidad de pertenecer al Club Social el cual cuenta con un Restaurante, piscina, pista de tenis y de pádel. En un entorno inigualable de naturaleza entre Torrelodones y Hoyo de Manzanares. A la entrada de la Urbanización tanto por la parte de Torrelodones como pro la parte de Hoyo de Manzanares existen correspondientes garitas de seguridad con vigilancia las 24 horas.  Le acompañamos encantados a visitar sin compromiso alguno, mejor forma de valorar e intercambiar impresiones.",False,good,False,3719.0,False,False,False,True,[],False,False,595000.0,€,,,chalet,semidetachedHouse,Hoyo de Manzanares,Chalet pareado,Destacado,,,,,,,,,
109185755,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/60/8b/1366816121.webp,AP13,15,1270000.0,flat,sale,179.0,4,3,Barrio El Viso,Madrid,Madrid,es,40.4417161,-3.6812862,False,https://www.idealista.com/inmueble/109185755/,"Espectacular inmueble con un amplio salón y grandes ventanales que permite la entrada de abundante luz natural. El comedor está integrado en el área social. Cuenta con cuatro dormitorios y tres baños. Armarios empotrados que optimizan el almacenamiento y maximizan la comodidad. Excelente ubicación en una de las mejores zonas de Madrid, esta propiedad es una verdadera oportunidad. MUCHOS DE NUESTROS INMUEBLES SOLO ESTÁN EN NUESTRA WEB; VISITANOS PARA VERLOS. Le gestionamos la venta de su casa de principio a fin, nos encargamos de todo para que no se preocupe por nada. Valoración gratuita, gestión de visitas, inversión en el activo para obtener el máximo beneficio, gestión documental y trámites con la notaría para realizar su venta con tranquilidad. INMOMA nace de la consecución de muchos años dedicados al sector inmobiliario, satisfaciendo con éxito las necesidades de nuestros clientes. Enfocados especialmente en la compraventa de inmuebles en las zonas prime de Madrid.",True,good,False,7095.0,False,False,False,False,[],False,False,1270000.0,€,,,flat,,"El Viso, Madrid",Piso,Destacado,8,True,Chamartín,El Viso,True,,,,
108807955,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/8b/81/1355744583.webp,,67,3500000.0,chalet,sale,710.0,5,6,Barrio El Plantío,Madrid,Madrid,es,40.4664727,-3.8047327,False,https://www.idealista.com/inmueble/108807955/,"Esta exclusiva residencia ubicada en el corazón del distinguido Barrio de LA FLORIDA en Madrid, se presenta como una oportunidad única de vivir en una propiedad con el máximo confort y elegancia. Situada en una magnífica URBANIZACIÓN CON 5 CASAS INDEPENDIENTES Y GARITA DE SEGURIDAD construcción de 2011, esta propiedad fusiona el lujo contemporáneo y las tendencias vanguardistas. La disposición de propiedad es muy funcional y es muy luminosa en todas sus estancias. Aunque esta propiedad de entregó completamente reformada con calidades, el propietario ha ido realizando obras de mejoras en general, en la actualidad se encuentra en excelente estado de conservación. La casa esta muy bien situada sobre la parcela de manera que ésta rodea la casa por completo, la zona frontal disfruta de una pared de bambú de 12m de alto, hay una zona ajardinada, y otra solada donde se ubica la barbacoa, ideal para poner un cenador. Dispone de ASCENSOR con acceso a todas las planta. PLANTA BAJA Hall de entrada de buenas dimensiones con acceso a zona de recibo compuesta tres zonas de salón con chimenea y amplio comedor con salida al porche principal con techo de madera de bambú y pizarra con un gran lucernario. Espacio chill out con solarium y la piscina, de gran tamaño y con un diseño elegante, climatizada para poder usarse en cualquier época del año. Aseo de cortesía. En esta planta hay una habitación en suite. Dispone de un ACUARIO MARINO de 2.000 litros de capacidad en pleno funcionamiento y con mantenimiento periódico, una auténtica maravilla. Cocina independiente con zona de isla, comedor de diario, totalmente reformada, amueblada, con vinoteca y equipada con electrodomésticos de alta gama (Miele) que convierten a esta cocina en el lugar ideal para compartir momentos inolvidables. 1* PLANTA Habitación principal en suite, de gran tamaño con grandes ventanales, doble vestidor, doble baño y jacuzzi. Dos habitaciones secundarias en suite, amplias, con lineales de armarios empotrados. 2* PLANTA Buhardilla de unos 90m2 con doble altura de techos, con baño completo y terraza, ahora habilitada como salón de cine y despacho. SEMISÓTANO Sala de calderas, trastero (del tamaño de una habitación), despensa, habitación polivalente, habitación de servicio en suite muy amplia. Garaje con capacidad para 4 coches, 2 más en rampa y 2 más en porche delantero abierto. Calefacción por suelo radiante y aire acondicionado por conductos frío y calor.",False,good,False,4930.0,False,False,False,False,[],False,False,3500000.0,€,True,True,chalet,independantHouse,"El Plantío, Madrid",Casa independiente,Destacado,,,Moncloa,El Plantío,,,,,
105718614,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/fe/c9/1267146743.webp,Dúplex 2,25,210000.0,duplex,sale,60.0,1,1,avenida del Juncal,Madrid,San Sebastián de los Reyes,es,40.5405677,-3.6188883,False,https://www.idealista.com/inmueble/105718614/,"Compra tu loft propio para vivir o para invertir. Tu primer loft con idea de futura inversión. Dúplex de 60 m2 en dos alturas, cocina y salón en planta baja y dormitorio y baño en planta alta. Baño completo con ducha, cocina abierta equipada y un amplio ventanal con apertura de ventana batiente. Orientación Norte. El precio incluye una plaza de garaje en el mismo edificio con posibilidad de una segunda (no incluida en el precio).  Segunda planta de un edificio de 15 años de antigüedad. Con un diseño singular en forma de puente de barco, acristalado y de gran luminosidad que ofrece unas vistas inmejorables, hacia La Moraleja y el aeropuerto. Se divide en 6 alturas, algunas de ellas de 2 niveles por los dúplex, separado en 2 alas con dos portales independientes con doble ascensor cada uno. En urbanización privada con portería frente al acceso, zona ajardinada, piscina, pádel, gimnasio y soportales en sombra con aparcamiento de bici. Cuenta con una segunda piscina en la azotea con espectaculares vistas y la privacidad de la altura, un lujo exclusivo. Disponemos de más loft, para entrar a vivir o para reformar. Zona con mucha demanda de vivienda en alquiler por su ubicación y características. Zona con servicios, como el polideportivo municipal José Caballero, Parque Adolfo Suarez, Parque Jardín de la Vega y otras áreas verdes donde pasear o practicar deporte. Colegios públicos y privados, centros sanitarios y a tan sólo 2 km del Hospital Infanta Sofía. Además, se encuentra el campus de la Universidad Europea y centros de oficinas de multinacionales. A 5 minutos a pie del centro comercial Plaza Norte 2, con sus cines y amplia oferta comercial, Carrefour, Ikea, Leroy Merlin, Conforama, MediaMarkt, Porcelanosa y una larga lista de comercios y restaurantes. A 5 minutos andando se encuentra Mercadona. Con acceso directo a la A1, carretera de Burgos, se llega al centro de Madrid, en tan solo 25 minutos en coche. Con accesos rápidos a la M30, M40 y M50 lo cual permite llegar cómodamente a cualquier parte de la provincia.  A 10 minutos en coche del Aeropuerto de Barajas, a través de la M11 o la M12. Acceso directo a la estación de Chamartín por la M30. Tiene una variada oferta de transporte público, estación Alcobendas-San Sebastián de los Reyes de Cercanías Renfe, línea C-4 a 20 minutos andando (1,7 km). Línea 10 de metro La Moraleja a 20 minutos andando (1,8 km). Autobuses a 2 minutos andando, línea 4 Sansebus e interurbanos 156, 171, 180 y N102 conectado con Madrid y otras poblaciones del entorno de la A1. *Sujeto a Impuesto de Transmisiones Patrimoniales.",False,good,False,3500.0,False,False,False,False,[],False,False,210000.0,€,True,True,flat,duplex,"Vega de la Moraleja, San Sebastián de los Reyes",Dúplex en avenida del Juncal,Destacado,2,True,Vega de la Moraleja,,True,,,,
108739524,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/ed/55/1353727950.webp,001093,25,490000.0,chalet,sale,172.0,3,2,calle del Romero,Madrid,El Escorial,es,40.6250152,-4.0391564,False,https://www.idealista.com/inmueble/108739524/,"Acogedora casa rústica independiente en la zona residencial de Montencinar, pertenece al municipio de El Escorial. Compuesta de chalets unifamiliares situados entre Los Arroyos y Colonia España a 7 minutos de los grandes centros comerciales de Villalba: Polígono P29, Mercadona, Los Valles, Planetocio y comercios tradicionales. Ideal para sentirse en plena naturaleza con su entorno de rocas y encinas, un jardín con rincones para sentirse, sin salir de la parcela, en un bosque encantado, cada día es una excursión por el campo. Situado en una parcela de 1.787m2, 172 m2 construidos, 147m2 de vivienda y 25m2 de piscina de liner de obra con depuradora de sal. Distribuido en una planta, bonita terraza de acceso entrada principal a la casa, amplio salón comedor con chimenea casette, con acceso a una maravillosa terraza rodeada de ventanales con vistas a Madrid y pueblos de la sierra. Cocina muy luminosa con acceso semi-abierto y pasaplatos, salida a terraza con vistas a la piscina y jardín, equipada con muebles, electrodomésticos y doble pila-fregadero de cerámica. Baño con ventana exterior con plato de ducha y sanitarios de diseño y grifería Grohe y 3 dormitorios. Leñera bajo la terraza. Puerta corredera de carruajes automática de acceso a la vivienda y peatonal Bajo la vivienda existe un sótano de 30m2 donde se encuentra la caldera de Gasoil para la calefacción y agua caliente, garaje para un vehículo, aseo y lavadora. Mejoras realizadas: tejado totalmente reformado e impermeabilizado hace dos años. Instalación de fontanería cambiada.  En el jardín nos podemos encontrar una bonita piscina, 2 bocas de riego. Carpintería exterior de aluminio color madera climalit y contraventanas de hierro, suelos porcelánico rústico y puertas en pino. Sin cuota de comunidad. Esta afecta al plan de urbanización PERI III, con fosa séptica (no dispone de alcantarillado, asfaltado ni iluminación en la vía pública). ¡NO SE COBRAN HONORARIOS AL COMPRADOR!",False,good,False,2849.0,False,False,False,False,[],False,False,490000.0,€,True,True,chalet,,"Las Zorreras - Monte Encinar, El Escorial",Chalet en calle del Romero,Destacado,,,Las Zorreras - Monte Encinar,,,,,,
105718745,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/45/ce/1267147503.webp,Estudio ,21,201000.0,studio,sale,57.0,0,1,avenida del Juncal,Madrid,San Sebastián de los Reyes,es,40.5388242,-3.6210541,False,https://www.idealista.com/inmueble/105718745/,"Compra tu loft propio para vivir o para invertir. Tu primer loft con idea de futura inversión. Estudio de 57 m2 con baño completo con plato de ducha, cocina abierta amueblada y equipada con electrodomésticos y un amplio ventanal con apertura de ventana batiente. Orientación Norte. El precio incluye una plaza de garaje en el mismo edificio con posibilidad de una segunda (no incluida en el precio).  Quinta planta de un edificio de 15 años de antigüedad. Con un diseño singular en forma de puente de barco, acristalado y de gran luminosidad que ofrece unas vistas inmejorables, hacia La Moraleja y el aeropuerto. Se divide en 6 alturas, algunas de ellas de 2 niveles por los dúplex, separado en 2 alas con dos portales independientes con doble ascensor cada uno. En urbanización privada con portería frente al acceso, zona ajardinada, piscina, pádel, gimnasio y soportales en sombra con aparcamiento de bici. Cuenta con una segunda piscina en la azotea con espectaculares vistas y la privacidad de la altura, un lujo exclusivo. Disponemos de más loft, para entrar a vivir o para reformar. Zona con mucha demanda de vivienda en alquiler por su ubicación y características. Zona con servicios, como el polideportivo municipal José Caballero, Parque Adolfo Suarez, Parque Jardín de la Vega y otras áreas verdes donde pasear o practicar deporte. Colegios públicos y privados, centros sanitarios y a tan sólo 2 km del Hospital Infanta Sofía. Además, se encuentra el campus de la Universidad Europea y centros de oficinas de multinacionales. A 5 minutos a pie del centro comercial Plaza Norte 2, con sus cines y amplia oferta comercial, Carrefour, Ikea, Leroy Merlin, Conforama, MediaMarkt, Porcelanosa y una larga lista de comercios y restaurantes. A 5 minutos andando se encuentra Mercadona. Con acceso directo a la A1, carretera de Burgos, se llega al centro de Madrid, en tan solo 25 minutos en coche. Con accesos rápidos a la M30, M40 y M50 lo cual permite llegar cómodamente a cualquier parte de la provincia.  A 10 minutos en coche del Aeropuerto de Barajas, a través de la M11 o la M12. Acceso directo a la estación de Chamartín por la M30. Tiene una variada oferta de transporte público, estación Alcobendas-San Sebastián de los Reyes de Cercanías Renfe, línea C-4 a 20 minutos andando (1,7 km). Línea 10 de metro La Moraleja a 20 minutos andando (1,8 km). Autobuses a 2 minutos andando, línea 4 Sansebus e interurbanos 156, 171, 180 y N102 conectado con Madrid y otras poblaciones del entorno de la A1. *Sujeto a Impuesto de Transmisiones Patrimoniales.",False,good,False,3526.0,False,False,False,False,[],False,False,201000.0,€,True,True,flat,studio,"Vega de la Moraleja, San Sebastián de los Reyes",Estudio en avenida del Juncal,Destacado,5,True,Vega de la Moraleja,,True,,,,
