propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,parkingSpace.parkingSpacePrice
108842280,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/da/4c/1358233108.webp,IG209317,51,,1350000.0,chalet,sale,534.0,,5,4,paseo del Perú,Madrid,Ciudalcampo,,es,,40.6191328,-3.6203886,False,https://www.idealista.com/inmueble/108842280/,"Gilmar Norte, presenta esta propiedad única en el corazón de Ciudalcampo, una de las urbanizaciones más exclusivas del norte de Madrid. Este espectacular chalet independiente construido sobre una parcela de 2.700 m² aprox., representa la perfecta fusión entre confort y privacidad, en un entorno natural privilegiado y con excelentes conexiones con la capital. El cuidado jardín de 1.500 m² con una orientación perfecta, alberga una singular construcción con zona de ocio, zona de cocina con barbacoa, vestuarios con ducha, todo ello junto a la magnífica piscina privada, ideal para disfrutar del sol y la tranquilidad en cualquier época del año, convierte este espacio en el lugar perfecto para celebraciones al aire libre. La vivienda se organiza en tres cómodos niveles, diseñados para ofrecer la máxima funcionalidad y amplitud, con un salón con acceso independiente, dormitorio de servicio, dos trasteros, cuarto de lavado, bodega y sala de Caldera. Un elegante porche da paso al hall principal, que conecta con un amplio salón en dos ambientes, comedor, cocina y un dormitorio con baño en suite, ideal como suite principal o para invitados. Dispone de dos dormitorios dobles con baño compartido y una amplia suite principal con baño privado y salida a terraza. Originalmente compuesta por dos habitaciones, esta suite permite volver a distribuir el espacio según tus necesidades. La urbanización de Ciudalcampo está considerada como una de las mejores zonas residenciales de Madrid, situada junto al Parque Regional de la Cuenca Alta del Manzanares, en los municipios de San Sebastián de los Reyes y Colmenar Viejo, en un entorno privilegiado, con impresionantes vistas a la sierra norte de Madrid. Dispone de excepcionales dotaciones y servicios dentro de la propia urbanización: Colegio internacional, Club deportivo RACE (Golf, Pádel, Tenis, Piscina, Gimnasio, Hípica, Fútbol), Servicio regular de autobuses a Madrid e interno dentro de la propia urbanización, Oficina de correos y Centro Comercial Santo Domingo. Sin olvidarnos de los 6,5 Km de circuito físico para la práctica de deporte al aire libre y 41km de viales con tráfico limitado a la propia urbanización, ideales para los amantes de paseos en plena naturaleza. Cuenta, además, con un sistema de cámaras y vallado perimetral con servicio de seguridad 24 horas, patrullas de vigilancia y control de barrera a la entrada. Además, la comunicación es inmejorable, en las proximidades de esta lujosa urbanización situada en la autovía A-1, en el kilómetro 28 sentido Burgos, se encuentra el Aeropuerto de Madrid (Adolfo Suarez) y a tan sólo 15 minutos del centro. Cuenta con los mejores y más amplios servicios con un Centro Comercial que cuenta con consultorio médico (Público y privado), oficina de Correos, bancos, farmacia, diversa restauración, veterinario, gimnasio, etc… además de Club Social con campo de entrenamiento de golf, piscina, escuela de tenis, zona de ocio para niños y adultos, etc...  Dispone también de colegios públicos (CEIPS) y privados e internacionales (SEK, Trinity College...), residencia para la tercera edad e iglesia, y a escasos minutos del Hospital Público Infanta Sofía. Desde 1983, GILMAR se ha dedicado a ayudar a sus clientes a encontrar la casa de sus sueños, ofreciendo un servicio personalizado y profesional que garantiza la satisfacción en cada proceso de compra, venta o alquiler. Con una amplia experiencia en el sector inmobiliario, GILMAR es sinónimo de confianza y excelencia. Para más información sobre este magnífico chalet, no dude en ponerse en contacto con nuestro equipo en la oficina de Santo Domingo. Puede visitarnos en el Centro Comercial Santo Domingo, Local 11, Avenida de Guadalix, 37, 28120 Santo Domingo (Madrid), llamar al o escribirnos al correo. Para agilizar tu consulta, por favor, facilite la referencia 209317.",True,good,False,,2528.0,True,True,False,False,[],False,False,1350000.0,€,True,True,chalet,Ciudalcampo,Casa independiente en paseo del Perú,independantHouse,
108013231,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/81/cf/1332507209.webp,LS208772,39,,202000.0,chalet,sale,138.0,,2,1,calle José López,Madrid,Fuente el Saz de Jarama,,es,,40.6356438,-3.5097318,False,https://www.idealista.com/inmueble/108013231/,"Gilmar Zona Norte presenta en exclusiva esta casa baja de pueblo, ideal para hacer una modera construcción de dos plantas. Actualmente la vivienda está distribuida en una sola planta y cuenta con dos zonas diferenciadas: La primera dispone de dos dormitorios, salón, cocina y cuarto de baño y la segunda incluye un acogedor salón con chimenea, trastero y plaza de garaje cubierta. La propiedad tiene una superficie construida de 138 m², según escritura, sobre una parcela de 154m².  Hay que recalcar la inmejorable ubicación, en pleno centro del caso urbano y con acceso inmediato a todos los servicios esenciales. Es una oportunidad única para quienes desean vivir en un entorno natural sin renunciar a la cercanía del centro de Madrid. Fuente el Saz de Jarama se encuentra al norte de la Comunidad de Madrid y cuenta con excelentes conexiones. Se puede acceder fácilmente por varias vías, destacando la carretera de Burgos (A-1), salida 23, dirección Algete. En cuanto al transporte público, el municipio está conectado con Madrid mediante la línea de autobús 191, que enlaza directamente con el intercambiador de Plaza de Castilla. La localidad dispone de una completa infraestructura de servicios: centros de salud públicos y privados, supermercados (Mercadona, Carrefour, Día), colegios e institutos tanto públicos como privados, guarderías, biblioteca municipal, polideportivo, oficinas bancarias, farmacias, restaurantes, cafeterías y una gran variedad de comercios. Es también un lugar ideal para los amantes del ocio al aire libre, gracias a sus amplias zonas verdes y espacios naturales donde se puede practicar senderismo, ciclismo de montaña, hípica y otras actividades al aire libre. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles.",True,renew,False,,1464.0,True,True,False,False,[],False,False,202000.0,€,True,True,chalet,Fuente el Saz de Jarama,Casa independiente en calle José López,independantHouse,
90380826,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/96/de/1166763481.webp,8035,44,,1990000.0,chalet,sale,784.0,,5,5,CERRO DEL TORO,Madrid,Ciudalcampo,,es,,40.6175475,-3.6255885,False,https://www.idealista.com/inmueble/90380826/,"REA Inmobiliaria presenta esta fantástica vivienda vanguardista situada en Ciudalcampo, diseñada por el prestigioso estudio de arquitectura MBM, integrada perfectamente en el entorno con preciosas vistas de la sierra. Propiedad única, tanto por su diseño por su ubicación, rodeado de naturaleza y con maravillosas vistas.  La entrada a la propiedad ya es impactante, con una bonita pasarela de madera de teka birmana. La vivienda se desarrolla en dos alas principales, una para las zonas comunes, otra para los dormitorios de familia.  Las zonas comunes de la vivienda forman un mirador, una gran sala acristalada que incluye comedor y dos salones, separados por una original terraza cúbica colgada, en la que se puede disfrutar de las maravillosas vistas de la sierra, rodeado de naturaleza.  En la misma planta, la zona de dormitorios alberga 4 de familia, con tres cuartos de baño. El principal con gran vestidor.  La planta inferior, sobre el nivel de parcela, cuenta con una preciosa zona de aguas, toda acristalada, con piscina de 20 metros con agua caliente, ducha, turco, aseo, etc. También en este nivel hay dos dormitorios con un cuarto de baño, ideal para invitados o servicio, y la entrada directa desde el garaje para cuatro coches. Más abajo la sala de máquinas para el suelo radiante, con dos calderas de gas que funcionan de forma intermitente, la sala de aguas y bodega.  Además de por su diseño, la propiedad destaca por la calidad de la construcción y los materiales utilizados; domótica, ventanas Technal, persianas de aluminio motorizadas de Gradhermetic, Bang & Olufsen para home cinemas (en los dos salones, en el dormitorio principal y en la zona de aguas) y para la música, integrada en toda la casa, Electrodomésticos Gaggenau, suelos de basalto sudafricano, epoxi y teka birmana, ascensor, etc. Disponemos de otras muchas propiedades similares que no están publicadas en Idealista. Visite nuestra web reainmobiliaria.com Ciudalcampo es sin duda la urbanización más extensa de la zona norte de Madrid ubicada en el km. 28 de la autovía A-1, a 20 minutos de Madrid Plaza de Castilla.  Se trata de una gran urbanización con una sola entrada y salida, que contiene fundamentalmente chalets de 300 m2 a 2.000 m2 de construcción en parcelas cuya unidad mínima son 2.500 m2. La zona goza de unas vistas espectaculares a las fincas y grandes encinares del campo de Madrid y al fondo las montañas de la sierra de Madrid, y tiene además un club deportivo, el RACE, donde se puede disfrutar de todo tipo de deportes. Un campo de golf de 18 hoyos, hípica, piscina cubierta, piscina exterior, tenis, pádel y todo tipo de facilidades deportivas además de la vida social del club. Además de esto, la urbanización tiene también un colegio internacional, y muy próximo a la entrada una zona comercial con todo lo necesario para el día a día. A la entrada de la urbanización hay algunos chalets adosados y pisos en urbanización, pero fundamentalmente la zona se compone de chalets unifamiliares que gracias a su situación permite que las casas estén dotadas de una gran luminosidad y vistas. Tiene un gran nombre su seguridad 24 horas gracias a su profesional patrulla de vigilancia. Cuenta con muy buena comunicación de autobuses que va por toda la urbanización y comunica con Plaza Castilla y Alcobendas/San Sebastián de los Reyes. Tienen además paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Público Infanta Sofía, hospital de reciente construcción con todas las especialidades. El Hospital se encuentra a 10 minutos en coche.  Reab.",True,good,False,,2538.0,True,True,False,True,[],False,False,1990000.0,€,True,True,chalet,Ciudalcampo,Casa independiente en Cerro Del Toro,independantHouse,
103059340,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/86/0b/1176672800.webp,8471,63,,2800000.0,chalet,sale,855.0,,6,6,NARANJO DE BULNES,Madrid,Ciudalcampo,,es,,40.6274966,-3.5935182,False,https://www.idealista.com/inmueble/103059340/,"REA Inmobiliaria ofrece este espectacular independiente situado en la mejor ubicación de Ciudalcampo, junto al golf y cerca de la entrada. La casa ha sido íntegramente reformada en 2023, y el resultado es un inmueble impresionante, de amplias estancias y luz a raudales, con una calidad de materiales superlativa y los mejores y más sostenibles sistemas de climatización.  La vivienda cuenta con cerca de 700 m2 útiles, distribuidos en dos plantas y sótano. Dispone de 6 habitaciones y 6 baños. La parcela tiene 3.622 m2. Accedemos a la planta principal mediante un vestíbulo que nos conduce a un inmenso salón en tres ambientes (zona de estar, zona de TV y zona de comedor). Se abre al exterior a través de un porche cubierto y a una amplísima cocina de 45 m2, presidida por una enorme mesa, ideal para las comidas diarias. La cocina tiene todos los electrodomésticos dobles (doble nevera, doble horno y doble lavavajillas). Junto a ella se ubica el cuarto de lavado y plancha, que tiene salida independiente a otra terraza más pequeña, orientada al Norte y con vistas al golf. Unas puertas correderas separan al salón de un cómodo despacho. En esta planta se encuentran dos dormitorios: el principal y el de servicio/invitados, ambos con cuarto de baño en suite (el del principal es doble, con ducha y bañera). Mención especial merece el dormitorio principal, ya que, aparte de sus generosas dimensiones, dispone de salida al jardín (más concretamente, a la piscina) y de un amplísimo vestidor. Una family room con salida al jardín y un aseo de cortesía completan los espacios de este nivel. En la primera planta se localizan cuatro dormitorios más, todos muy espaciosos, con vestidor y cuarto de baño en suite (uno de ellos, doble). Los cuatro se abren a sus correspondientes terrazas (todas son grandes, pero una especialmente destaca por su amplitud), desde las que se divisan unas espectaculares vistas, sobre todo las que están orientadas al Norte. Las habitaciones pivotan alrededor de un distribuidor y de una sala de estar con aseo de cortesía, muy pensada para el contingente juvenil de la casa.  El sótano alberga el cuarto de máquinas y un holgado trastero. La climatización se consigue mediante un moderno sistema de aerotermia frío/calor de doble circuito, al que completan 24 placas solares con tres baterías. Los suelos son cerámicos y aseguran resistencia y facilidad de mantenimiento. Una cámara de aire subterránea garantiza la ausencia de humedades.  El jardín es magnífico, totalmente llano y dividido en diferentes espacios. Tiene cenador con pérgola, zona chill out, huerto ecológico y una piscina climatizada totalmente nueva. Cuatro cocheras de 6 metros y medio de anchura sirven para albergar otros tantos vehículos. Cuatro coches más. por lo menos, pueden aparcarse al lado. Disponemos de otras muchas propiedades similares que no están publicadas en este portal. Visite nuestra web reainmobiliaria.com Ciudalcampo es una de las mejores zonas residenciales de Madrid. Ubicada en el km 28 de la A-1 y a solo 20 minutos de Plaza de Castilla, combina privacidad, naturaleza y exclusividad en un entorno único. Mantiene un equilibrio excepcional entre el desarrollo urbanístico y la conservación del medio natural. La urbanización se compone principalmente de chalets unifamiliares en parcelas a partir de 2.500 m², rodeadas de encinares y con maravillosas vistas a la sierra. Tiene un gran prestigio por su seguridad 24 horasDentro de la urbanización se encuentra el prestigioso colegio internacional SEK y el exclusivo club RACE — con campo de golf, hípica, piscinas, tenis y zonas deportivas. Además, se encuentra junto al centro comercial Santo Domingo, que ofrece supermercado, farmacia, carnicería, pescadería, frutería,restaurantes... y a tan solo 10 minutos del Hospital Público Infanta Sofía.",True,good,False,,3275.0,True,True,False,True,[],False,False,2800000.0,€,True,True,chalet,Ciudalcampo,Casa independiente en Naranjo De Bulnes,independantHouse,
108710590,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/36/24/1353875572.webp,CH-426787,46,1,1640000.0,flat,sale,275.0,True,4,3,calle de Arturo Soria,Madrid,Madrid,Ciudad Lineal,es,Costillares,40.471898,-3.6679698,False,https://www.idealista.com/inmueble/108710590/,"ÚNICA Inmobiliaria les ofrece en exclusiva esta vivienda totalmente reformada hace 2 años con excepcionales calidades y un gusto exquisito. Cuenta con un gran salón comedor en varios ambientes (uno de ellos de origen fue un dormitorio en suite también) con salida a una agradable terraza con vistas despejadas; amplia cocina independiente y la zona de descanso compuesta de 3 dormitorios dobles (principal en suite), otro baño completo más y un aseo de cortesía. También dispone de una buhardilla totalmente reformada. Todo el piso goza de una luminosidad excepcional gracias a sus distintas orientaciones y grandes ventanales. Cabe destacar que la climatización de la vivienda es por calefacción central con consumos individualizados y aire acondicionado frio/calor por conductos, independizado por estancias. En el precio se incluye una plaza de garaje doble de acceso directo. Se encuentra integrado dentro de una buena urbanización con servicios centrales, vigilancia 24H, acceso para personas con movilidad reducida, piscina, pista de tenis y jardines, en una estupenda ubicación con todos los servicios, transportes y dotaciones a un paso. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia.",True,good,False,True,5964.0,True,True,False,False,[],False,False,1640000.0,€,True,True,flat,"Costillares, Madrid",Piso en calle de Arturo Soria,,
107626297,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/bb/a9/1294227214.webp,M20782V,48,2,840000.0,flat,sale,140.0,True,4,2,calle de la Luna,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4224945,-3.704382,False,https://www.idealista.com/inmueble/107626297/,"Este exclusivo apartamento destaca por su amplitud y funcionalidad. Con una superficie generosa, cuenta con cuatro habitaciones dobles, todas ellas con balcones que aportan luminosidad y un agradable contacto con el exterior. La vivienda dispone de dos baños completos, una sala-comedor espaciosa con balcón y una cocina completamente equipada con electrodomésticos de alta calidad, pensada para facilitar el día a día. Cada rincón de este apartamento ha sido diseñado para maximizar la comodidad y ofrecer un entorno elegante y acogedor. La distribución de los espacios y los acabados de calidad lo convierten en una elección excepcional tanto para una residencia familiar como para quienes buscan un hogar urbano con amplias posibilidades. Ubicado a tan solo un minuto de la Gran Vía, en una de las zonas más exclusivas de la ciudad, el apartamento combina tranquilidad y acceso inmediato a los mejores servicios, transporte público, tiendas de lujo y opciones culturales. Disponible a partir del 01/01/2025, esta propiedad es una oportunidad única. En Walter Haus estamos a su disposición para brindarle más información o programar una visita. ¡Contáctenos! Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",True,good,False,False,6000.0,True,True,False,False,[],False,False,840000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de la Luna,,
107806335,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/ce/0a/1326543196.webp,MM208031,31,5,595000.0,flat,sale,121.0,True,2,2,calle de Carlos IV,Madrid,Madrid,San Blas,es,Simancas,40.4375457,-3.6177443,False,https://www.idealista.com/inmueble/107806335/,"Descubra una joya inmobiliaria en el corazón de Canillejas, Madrid. Este exclusivo piso de 121 m² de superficie redefine el confort y la elegancia en una de las zonas más deseadas de la capital. Con una orientación noreste que maximiza la luz natural, esta vivienda en altura cuenta con 2 dormitorios y 2 baños, ofreciendo espacios amplios y bien distribuidos para un estilo de vida lujoso y sofisticado. La cocina independiente y totalmente equipada se complementa con una terraza de 13 m², ideal para disfrutar de momentos de relax al aire libre. El salón, amplio y luminoso, con salida a la terraza, es perfecto para recibir visitas y disfrutar de la vida en familia. Además, la vivienda incluye una plaza de garaje y trastero, aparte una segunda plaza no incluida en el precio, garantizando comodidad y seguridad. Entre las características destacadas de esta propiedad se encuentran la calefacción por suelo radiante y el aire acondicionado, asegurando una temperatura perfecta durante todo el año. La urbanización cuenta con mas de 22.000 m2 de zonas ajardinadas, 3 piscina, 2 pistas de pádel, pista de futbol sala y baloncesto, gimnasio, sauna, 2 zonas infantiles, sala de reuniones, sala para clases de pilates yoga... ofreciendo un estilo de vida activo y saludable. La seguridad está garantizada con un servicio de portero físico las 24 horas. Canillejas es un barrio vibrante y bien comunicado, ideal para familias y profesionales. Para tus compras y entretenimiento, el Centro Comercial Plenilunio está a pocos minutos en coche, ofreciendo una amplia variedad de tiendas, restaurantes y ocio. En cuanto a transporte público, la estación de metro más cercana es Canillejas (Línea 5), que conecta rápidamente con el centro de Madrid. Las líneas de autobús 77, 101, 105 y N5 también pasan cerca, facilitando el acceso a diferentes puntos de la ciudad. La estación de cercanías de Coslada se encuentra a poca distancia, ampliando aún más las opciones de movilidad. GILMAR, con más de 40 años de experiencia en el sector inmobiliario, se dedica a encontrar la casa de tus sueños. Desde 1983, hemos ayudado a miles de clientes a hacer realidad sus proyectos inmobiliarios con un enfoque personalizado y profesional. Para más información sobre este inmueble, no dude en contactar con nuestro equipo en la oficina de Orgaz-Naciones, ubicada en Avda. Machupichu, 35. Llámenos al o envíenos un correo electrónico a  Indíquenos la referencia del inmueble número 208031 y estaremos encantados de asistirle.  Discover a real estate gem in the heart of Canillejas, Madrid. This exclusive 121 m² flat redefines comfort and elegance in one of the most desirable areas of the capital. With a northeast orientation that maximises natural light, this high-rise flat has 2 bedrooms and 2 bathrooms, offering spacious and well-distributed spaces for a luxurious and sophisticated lifestyle. The independent and fully equipped kitchen is complemented by an 11 m² terrace, ideal for relaxing moments outdoors. The bright and spacious living room, with access to the terrace, is perfect for entertaining and enjoying family life. In addition, the property includes a garage space, guaranteeing comfort and security. Among the outstanding features of this property are underfloor heating and air conditioning, ensuring a perfect temperature all year round. The building has a lift, garden, swimming pool and paddle tennis courts, offering an active and healthy lifestyle. Security is guaranteed with a 24-hour doorman service. Canillejas is a vibrant and well-connected neighbourhood, ideal for families and professionals. For your shopping and entertainment, the Plenilunio shopping centre is just a short drive away, offering a wide variety of shops, restaurants and entertainment.",True,good,False,True,4917.0,True,True,False,False,[],False,False,595000.0,€,True,True,flat,"Simancas, Madrid",Piso en calle de Carlos IV,,
108364467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/40/ff/1341912666.webp,M20812V,70,3,2950000.0,flat,sale,267.0,True,3,4,plaza de Santa Bárbara,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4272123,-3.6974691,False,https://www.idealista.com/inmueble/108364467/,"En el corazón del codiciado barrio de Justicia, presentamos una vivienda singular de 267 m² construidos, ubicada en una tercera planta real (altura equivalente a una cuarta) dentro de una finca señorial con ascensor, trastero y servicio de conserjería. La propiedad destaca por su equilibrio entre elegancia clásica y funcionalidad, ofreciendo amplios espacios interiores en un edificio con presencia y valor arquitectónico. La distribución interior es cómoda y muy bien planteada: cuenta con tres dormitorios en suite, un cuarto dormitorio adicional, un baño de servicio y una cocina independiente, que constituye el único espacio interior sin vistas al exterior. La zona de día está presidida por un amplio salón con nueve balcones que dan a la calle, lo que aporta una luz natural excepcional durante todo el día y agradables vistas a edificios históricos. La vivienda fue reformada integralmente hace ocho años y se encuentra en muy buen estado, aunque podría beneficiarse de una actualización estética. Ubicada en una de las plazas más emblemáticas de Justicia, la propiedad disfruta de una localización inmejorable, rodeada de edificios de alto valor arquitectónico, tiendas de autor, restaurantes de referencia y una excelente conexión con medios de transporte. La orientación y altura del piso garantizan luminosidad y privacidad en pleno centro de Madrid. Esta vivienda es ideal tanto como residencia principal como inversión segura en una de las zonas más demandadas de la capital. Desde Walter Haus, le invitamos a conocer esta magnífica oportunidad y quedamos a su disposición para ampliar cualquier información o concertar una visita personalizada. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",True,good,False,True,11049.0,True,True,False,False,[],False,False,2950000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso en plaza de Santa Bárbara,,
108772204,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/04/e9/1354674383.webp,M11699V,56,5,1990000.0,flat,sale,148.0,True,3,3,calle del Príncipe de Vergara,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4339411,-3.678121,False,https://www.idealista.com/inmueble/108772204/,"Exclusivo piso en venta de 148 m² ubicado en la quinta planta exterior de una finca con ascensor en una de las zonas más prestigiosas de Madrid, el barrio de Castellana. La vivienda destaca por su excelente distribución pensada para aportar comodidad y luminosidad natural en cada espacio. Gracias a su orientación permite la entrada de luz durante todo el día, generando una sensación cálida y acogedora.  La propiedad dispone de un amplio y luminoso salón-comedor, gracias a sus grandes ventanales y su inmejorable orientación los espacios reciben luz natural durante todo el día generando una sensación de amplitud y tranquilidad. La cocina abierta en tipo office con un diseño moderno y minimalista, está equipada con electrodomésticos de alta gama y cuenta con una barra ideal para aquellos que disfrutan de los momentos en compañía. La zona de noche está conformada por un baño completo, dos habitaciones dobles y una habitación principal en tipo suite con baño privado y vestidor. Todas las habitaciones cuentan con armarios empotrados para optimizar el almacenamiento e iluminación natural gracias a los ventanales. Además, la vivienda dispone un cuarto de lavado independiente y un aseo de cortesía en la zona de día.  La vivienda está situada en el barrio de Castellana, una de las zonas más cotizadas y consolidadas de Madrid. Su ubicación permite disfrutar de una amplia oferta de servicios, comercios de primer nivel, restaurantes, colegios y excelentes conexiones de transporte público, lo que facilita el acceso a cualquier punto de la ciudad con rapidez. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente. En Walter Haus entendemos que encontrar el hogar ideal va más allá de una inversión: es encontrar ese lugar que encaja con tu estilo de vida. Descubre las propiedades que tenemos entrando a nuestro sitio web y conoce todos los inmuebles exclusivos que solo Walter Haus tiene para ti. ¡Contáctanos para más información!",True,good,False,True,13446.0,True,True,False,False,[],False,False,1990000.0,€,,,flat,"Castellana, Madrid",Piso en calle del Príncipe de Vergara,,
108760755,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/7f/fc/1354786318.webp,AA211993,30,2,360000.0,flat,sale,72.0,True,1,2,calle de Porfirio,Madrid,Madrid,Tetuán,es,Berruguete,40.4611297,-3.7056229,False,https://www.idealista.com/inmueble/108760755/,"Gilmar presenta en este magnífico piso exterior, ubicado en una finca moderna de 2002 en la tranquila calle Porfirio, muy próximo a Marqués de Viana y Bravo Murillo, en el corazón del barrio de Berruguete. Una zona residencial consolidada, con excelente comunicación por transporte público (Metro Tetuán L1 y varias líneas de autobús) y rodeada de todo tipo de servicios, comercios y zonas verdes como el Parque Agustín Rodríguez Sahagún, a escasos 260 metros. La vivienda cuenta con 72 m² construidos, distribuidos de manera funcional y muy luminosa gracias a su orientación sur: - Amplio salón-comedor con acceso a balcón, perfecto para disfrutar de la luz natural y del aire libre. - Cocina independiente, completamente amueblada, con práctica despensa. - Dormitorio principal de generosas dimensiones, con vestidor y baño en suite, que aporta privacidad y confort. - Aseo de cortesía, ideal para visitas. - Suelos de tarima flotante, ventanas Climalit, armarios empotrados, calefacción individual y agua caliente por gas natural. La vivienda se encuentra en buen estado de conservación, lista para entrar a vivir, aunque ofrece posibilidades de actualización y personalización para convertirla en el hogar de tus sueños. Gilmar, con más de 40 años de experiencia en el sector inmobiliario de alto standing, pone a tu disposición un equipo profesional, especializado y comprometido con ofrecerte el mejor asesoramiento en la compra o inversión de tu vivienda.",True,good,False,True,5000.0,True,True,False,False,[],False,False,360000.0,€,,,flat,"Berruguete, Madrid",Piso en calle de Porfirio,,
