propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,parkingSpace.parkingSpacePrice
107832415,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/1f/56/1327104749.webp,MM204425,33,4,360000.0,flat,sale,39.0,True,1,1,avenida de Machupichu,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4593066,-3.6266706,False,https://www.idealista.com/inmueble/107832415/,"Descubra una excelente oportunidad de inversión en el prestigioso barrio de Conde Orgaz, situado en el distrito de Hortaleza, Madrid. Este estudio de 39 m², ofrece un potencial incomparable en una de las zonas más exclusivas de la capital. El inmueble cuenta con un dormitorio, un baño, cocina y un salón independiente. Su orientación noreste le proporciona una gran luminosidad durante todo el día. Además, es un piso exterior, lo que asegura ventilación y luz natural en cada rincón. Las características adicionales incluyen aire acondicionado, calefacción de frío-calor, armarios empotrados y puerta blindada, garantizando confort y seguridad. El edificio dispone de ascensor, jardín, piscina, pistas de tenis y pádel, tendedero y portero de seguridad las 24 horas, brindando una vida cómoda y segura. Cuenta con plaza de garaje, lo que es un gran atractivo en una ciudad donde el aparcamiento puede ser un desafío. Conde Orgaz es una zona residencial de alto standing, conocida por su tranquilidad y exclusividad. Además, en los alrededores se localiza el Centro Comercial palacio de hielo, gran via de Hortaleza y Arturo Soria Plaza, que ofrece una amplia variedad de tiendas, restaurantes y servicios. El distrito de Hortaleza ofrece una combinación perfecta de zonas verdes, como el Parque Juan Carlos I y el Parque de Valdebebas, junto con una excelente infraestructura de servicios, convirtiéndolo en un lugar ideal tanto para vivir como para invertir. Desde 1983, GILMAR se ha dedicado a ayudar a sus clientes a encontrar la casa de sus sueños, brindando un servicio profesional y personalizado. Con una trayectoria de más de 40 años en el sector inmobiliario, GILMAR se ha consolidado como una de las empresas líderes en el mercado. Para más información sobre este inmueble, por favor, contacte con nuestro equipo de la oficina de Orgaz-Naciones en Avda. Machupichu, 35. Puede llamarnos al o enviarnos un correo electrónico a  No olvide facilitarnos la referencia número 204425 para poder atenderle mejor. Discover an excellent investment opportunity in the prestigious neighbourhood of Conde Orgaz, located in the district of Hortaleza, Madrid. This 39 m² studio apartment offers unparalleled potential in one of the most exclusive areas of the capital. The property has one bedroom, a bathroom, a kitchen and a separate living room. Its northeast orientation gives it great luminosity throughout the day. Furthermore, it is an exterior flat, which ensures natural light and ventilation in every corner. Additional features include air conditioning, hot and cold heating, fitted wardrobes and armoured door, guaranteeing comfort and security. The building has a lift, garden, swimming pool, tennis and paddle tennis courts, drying room and 24-hour security porter, providing a comfortable and safe living. It has a garage space, which is a great attraction in a city where parking can be a challenge. Conde Orgaz is an upmarket residential area, known for its tranquillity and exclusivity. In addition, the surrounding area is home to the Centro Comercial Palacio de hielo, Gran Via de Hortaleza and Arturo Soria Plaza, which offer a wide variety of shops, restaurants and services. The district of Hortaleza offers a perfect combination of green areas, such as the Juan Carlos I Park and the Valdebebas Park, together with an excellent infrastructure of services, making it an ideal place both to live and to invest. For more information about this property, please contact our team at the Orgaz-Naciones office in Avda. Machupichu, 35. You can call us on or send us an email to. Don't forget to provide us with the reference 204425 so that we can better assist you.r.",True,good,False,True,9231.0,True,True,False,False,[],False,False,360000.0,€,True,True,flat,"Conde Orgaz-Piovera, Madrid",Piso en avenida de Machupichu,,
109013617,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/f9/bf/1361714184.webp,M20849V,42,3,970000.0,flat,sale,127.0,True,2,2,calle de Hortaleza,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4198877,-3.6999952,False,https://www.idealista.com/inmueble/109013617/,"Walter Haus les presenta una inigualable oportunidad para crear la vivienda de sus sueños en el corazón de Madrid. Este luminoso piso exterior de 127 m², ubicado en una tercera planta de una finca clásica y representativa del año 1900, ofrece el lienzo perfecto para un proyecto de reforma integral. La propiedad, con su encanto de época y una distribución versátil, espera ser transformada para adaptarse a las necesidades y estilo de vida de su futuro propietario. La finca, que cuenta con ascensor, asegura comodidad y accesibilidad en una de las zonas más vibrantes de la ciudad. El inmueble destaca por su luminosidad y sus detalles arquitectónicos originales. Desde el salón, dos balcones dan a la calle, aportando abundante luz natural y una conexión directa con el dinámico entorno del barrio. La altura de la planta asegura tranquilidad y vistas despejadas. Esta singularidad de tener dos balcones es una característica muy valorada que, tras la reforma, puede convertirse en un espacio lleno de vida. La propiedad se entrega con la posibilidad de reconfigurar sus espacios para maximizar su potencial, ya sea con una distribución más abierta o con estancias separadas, permitiendo una personalización total. Situado en el prestigioso barrio de Justicia, este inmueble se encuentra en una de las zonas más deseadas de Madrid. Su ubicación estratégica en el centro de la ciudad lo sitúa a poca distancia de puntos de interés cultural, gastronómico y comercial. El barrio, conocido por su ambiente bohemio y elegante, ofrece una amplia gama de servicios, desde boutiques de diseño y galerías de arte hasta una selecta oferta de restaurantes y teatros. Las excelentes comunicaciones de transporte público garantizan un acceso rápido a cualquier punto de la capital. Adquirir esta propiedad no es solo una inversión en un inmueble, sino en un estilo de vida. La inclusión de una plaza de garaje, con concesión hasta 2049 y ubicada convenientemente en la plaza Pedro Zerolo, es un beneficio extraordinario y poco común en el centro de Madrid. Esta característica elimina la preocupación por el estacionamiento y aumenta considerablemente el valor del piso. Les invitamos a explorar el potencial de esta propiedad para convertirla en un hogar excepcional. Contacten con Walter Haus para concertar una visita y descubrir esta fantástica oportunidad. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",True,renew,False,True,7638.0,True,True,False,False,[],False,False,970000.0,€,True,True,flat,"Chueca-Justicia, Madrid",Piso en calle de Hortaleza,,
109008338,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/23/27/1361551725.webp,M20848V,71,3,1950000.0,flat,sale,264.0,True,4,3,calle de Hortaleza,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4218584,-3.7015208,False,https://www.idealista.com/inmueble/109008338/,"Walter Haus presenta una oportunidad única para adquirir dos propiedades contiguas en el prestigioso barrio de Justicia de Madrid, sumando un total de 264 m² construidos según catastro. Situadas en una tercera planta exterior con una orientación privilegiada, estas viviendas ofrecen un lienzo en blanco para una reforma integral. Su diseño actual incluye cuatro balcones que dan a la calle, llenando los espacios de luz natural. La finca, de arquitectura clásica de 1900, destaca por su elegancia y cuenta con ascensor, garantizando accesibilidad y comodidad.  El inmueble brinda una estructura ideal para crear una residencia de ensueño, adaptada a las necesidades y gustos más exigentes. La distribución actual, que une ambas propiedades, permite una amplia variedad de configuraciones, desde un loft de concepto abierto hasta una residencia familiar de varios dormitorios. Los techos altos y la solidez de la construcción original proporcionan una base perfecta para un proyecto de interiorismo de alto nivel, donde se puede combinar la esencia histórica del edificio con acabados modernos y lujosos. La ubicación es, sin duda, uno de los mayores atractivos de esta propiedad. Enclavada en el corazón de Madrid, en el deseado barrio de Justicia, la zona es conocida por su vibrante vida cultural y social. El entorno está repleto de tiendas de diseño, restaurantes de autor, teatros y galerías de arte, todo a pocos pasos. Además, la conectividad es inmejorable, con una excelente red de transporte público que facilita el acceso a cualquier punto de la capital. Adquirir estas propiedades es una inversión inteligente en calidad de vida. No solo se obtiene una vivienda con un potencial extraordinario de revalorización, sino que también se incluyen dos plazas de garaje, un beneficio invaluable en esta céntrica zona. Estas plazas, con concesión hasta 2049, se encuentran en la cercana plaza de Pedro Zerolo, ofreciendo una solución de aparcamiento cómoda y segura. Desde Walter Haus, nos enorgullecemos de ofrecer propiedades que marcan la diferencia. Si busca una vivienda con potencial en una de las mejores ubicaciones de Madrid, le invitamos a conocer esta oferta. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",True,renew,False,True,7386.0,True,True,False,False,[],False,False,1950000.0,€,True,True,flat,"Chueca-Justicia, Madrid",Piso en calle de Hortaleza,,
109016133,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/7c/95/1361773315.webp,M20850V,45,3,1130000.0,flat,sale,137.0,True,2,2,calle de Hortaleza,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4195826,-3.7010446,False,https://www.idealista.com/inmueble/109016133/,"Walter Haus les presenta una inigualable oportunidad para crear la vivienda de sus sueños en el corazón de Madrid. Este luminoso piso exterior de 137 m², ubicado en una tercera planta de una finca clásica y representativa del año 1900, ofrece el lienzo perfecto para un proyecto de reforma integral. La propiedad, con su encanto de época y una distribución versátil, espera ser transformada para adaptarse a las necesidades y estilo de vida de su futuro propietario. La finca, que cuenta con ascensor, asegura comodidad y accesibilidad en una de las zonas más vibrantes de la ciudad. El inmueble destaca por su luminosidad y sus detalles arquitectónicos originales. Desde el salón, dos balcones dan a la calle, aportando abundante luz natural y una conexión directa con el dinámico entorno del barrio. La altura de la planta asegura tranquilidad y vistas despejadas. Esta singularidad de tener dos balcones es una característica muy valorada que, tras la reforma, puede convertirse en un espacio lleno de vida. La propiedad se entrega con la posibilidad de reconfigurar sus espacios para maximizar su potencial, ya sea con una distribución más abierta o con estancias separadas, permitiendo una personalización total. Situado en el prestigioso barrio de Justicia, este inmueble se encuentra en una de las zonas más deseadas de Madrid. Su ubicación estratégica en el centro de la ciudad lo sitúa a poca distancia de puntos de interés cultural, gastronómico y comercial. El barrio, conocido por su ambiente bohemio y elegante, ofrece una amplia gama de servicios, desde boutiques de diseño y galerías de arte hasta una selecta oferta de restaurantes y teatros. Las excelentes comunicaciones de transporte público garantizan un acceso rápido a cualquier punto de la capital. Adquirir esta propiedad no es solo una inversión en un inmueble, sino en un estilo de vida. La inclusión de una plaza de garaje, con concesión hasta 2049 y ubicada convenientemente en la plaza Pedro Zerolo, es un beneficio extraordinario y poco común en el centro de Madrid. Esta característica elimina la preocupación por el estacionamiento y aumenta considerablemente el valor del piso. Les invitamos a explorar el potencial de esta propiedad para convertirla en un hogar excepcional. Contacten con Walter Haus para concertar una visita y descubrir esta fantástica oportunidad. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",True,renew,False,True,8248.0,True,True,False,False,[],False,False,1130000.0,€,True,True,flat,"Chueca-Justicia, Madrid",Piso en calle de Hortaleza,,
108711934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/2b/22/1353449601.webp,HG212037,33,3,1450000.0,penthouse,sale,221.0,True,4,3,CL LERIDA,Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.4574673,-3.6992659,False,https://www.idealista.com/inmueble/108711934/,"Gilmar Consulting Inmobiliario Castellana-Orense en la zona de Cuatro Caminos vende espectacular Ático - Duplex en urbanización cerrada con piscina, gimnasio, sala de eventos y fiestas y parking privado, trastero y dos plazas de garaje incluidos en el precio, situado en una tercera planta exterior, con ascensor, de cuatro dormitorios, terraza de 60 metros, tres cuartos de baño, salón - comedor y cocina. Cuenta con una superficie aproximada de 221 metros cuadrados perfectamente aprovechados y con una excelente distribución; En la planta baja nos encontramos con amplio hall de entrada con espacioso armario empotrado; Cocina independiente, totalmente equipada y con gran capacidad de almacenaje por inducción, con acceso a tendedero cerrado; El salón dispone de un amplio espacio tanto de zona de estar como de comedor, es muy luminoso con ventanal hacia las zonas comunes, tiene acceso a la planta alta mediante escalera de caracol muy cómoda; Cuatro dormitorios (uno en suite) todos con armario empotrado y ventanales al exterior; Tres cuartos de baño, uno en suite con plato de ducha y dos en el distribuidor, uno con plato de ducha y otro con bañera; En la planta alta disfrutamos de impresionante terraza de 60 metros con pérgola bioclimática totalmente instalada y zona chill out. Sin duda, una casa acogedora, confortable y alegre, ideal para familias. Con excelentes calidades, destacando sus ventanales de doble cristal con rotura de puente térmico y oscilobatientes, su sistema de climatización con calefacción por suelo radiante y aire acondicionado por conducto, armarios empotrados en todos los dormitorios, puertas y armarios lacados en blanco, sistema de luces de led y pintura lisa.  Situada en una urbanización privada, con conserje, ascensor, piscina comunitaria exterior, gimnasio equipado, sala de eventos y sala de fiestas, parking privado de la finca con acceso directo desde el ascensor, donde se sitúan las dos plazas de garaje incluidas en el precio y zona de trasteros, donde se sitúa el trastero incluido en el precio. Situado a tan solo unos minutos andando la actualizada y ampliada zona ajardinada de la Avenida del General Perón mejorando el uso peatonal y las zonas verdes. Igualmente a unos minutos andando está el Paseo de la Castellana, el Estadio Santiago Bernabéu, la Torre Picasso, la zona de Azca que comenzará con el proyecto Renazca que remodela/optimiza/mejora toda la zona con una inversión de más de 40 millones de euros. El futuro propietario del inmueble, dispondrá de todos los servicios necesarios a unos metros del edificio, así como la mayoría de los tipos de comercios necesarios para la vida diaria, varios supermercados, múltiples empresas que pueden ofrecer cercanía al puesto de trabajo, numerosas cafeterías, bares y prestigiosos restaurantes. Igualmente a unos metros caminando desde el edificio dispone de más de 10 líneas de autobús y la parada de metro Estrecho ( Línea 1 ) a tan solo 4 minutos andando de la vivienda. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 37 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir... Disponemos de más de 30 equipos especializados en distintas zonas al servicio de más de 90.000 Clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Visita nuestra web y encontrarás 4.000 oportunidades más.",True,good,False,True,6561.0,True,True,False,False,[],False,False,1450000.0,€,True,True,flat,"Cuatro Caminos, Madrid",Ático en CL Lerida,penthouse,
108414268,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/05/31/1344206922.webp,,40,,900000.0,chalet,sale,282.0,,5,4,calle del Marqués de la Victoria,Madrid,Boadilla del Monte,Cortijo Sur,es,,40.4242594,-3.9143226,False,https://www.idealista.com/inmueble/108414268/,"Agencia inmobiliaria en Boadilla del Monte INMOBILIARIA HOGARES BOADILLA DEL MONTE vende ESPECTACULAR CHALET ADOSADO EN Cortijo Sur Este chalet se encuentra ubicado en una urbanización con piscina, pista de pádel y parque infantil. La vivienda, de 282 metros cuadrados, se distribuye de la siguiente manera: La vivienda consta de tres plantas combinando amplitud, funcionalidad y elegancia, ideal para familias que buscan comodidad y espacios bien distribuidos. En la planta baja, destaca una cocina amplia con zona office, perfecta para el día a día, y una habitación versátil que puede funcionar como despacho, dormitorio o sala de juegos. También cuenta con un baño completo con plato de ducha y un gran salón comedor, muy luminoso, que se abre directamente al jardín privado, creando un espacio ideal para disfrutar del aire libre en cualquier época del año. La planta principal alberga dos amplios dormitorios con armarios empotrados, además de una impresionante suite principal, que incluye un vestidor, un baño en suite y acceso a una amplia terraza con vistas a la urbanización, perfecta para relajarse o disfrutar del atardecer. El sótano ha sido diseñado como un espacio independiente y multifuncional. Cuenta con un gran salón, una segunda cocina, un dormitorio adicional, un baño completo y una práctica zona de lavandería, lo que lo convierte en un espacio ideal para invitados o como apartamento auxiliar. Cuenta con suelos de tarima, paredes en liso, aire por conductos y calefacción de gas natural La vivienda también dispone de garaje aéreo con capacidad para dos vehículos, situado en la entrada principal. Con una distribución excelente y materiales de calidad, esta propiedad ofrece un estilo de vida cómodo y exclusivo en una zona tranquila y bien comunicada. ¡No dudes en visitar tu nuevo hogar!",True,good,False,,3191.0,True,True,False,False,[],False,False,900000.0,€,True,True,chalet,"Cortijo Sur, Boadilla del Monte",Chalet adosado en calle del Marqués de la Victoria,terracedHouse,
104812842,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/f5/78/1232370791.webp,8464,66,,1100000.0,chalet,sale,337.0,,5,3,LUNA,Madrid,Santo Domingo,,es,,40.6336808,-3.5772887,False,https://www.idealista.com/inmueble/104812842/,"REA Inmobiliaria presenta esta cómoda y funcional vivienda de sólida construcción, con precioso jardín y fabulosas vistas en la mejor ubicación de Santo Domingo. Gracias a su orientación sur, la luz entra a raudales por todos los rincones, contribuyendo a la sensación de confort que transmite el inmueble.  La casa, con 337 m2 construidos, se erige dentro de una parcela de 1.822 m2. Cuenta con cinco habitaciones y tres cuartos de baño. La distribución de la casa es la siguiente: La planta principal se despliega a partir de un coqueto porche que da acceso a un vestíbulo distribuidor. A la derecha, encontramos un enorme salón comedor con gran chimenea de unos 80 m2, comunicado con una cocina con office completamente reformada con electrodomésticos nuevos y gran espacio de almacenamiento, A la izquierda, un aseo de cortesía, una habitación de servicio o para invitados, amplio dormitorio principal al que presta servicio un bonito cuarto de baño totalmente reformado hace un par de años, despacho y segundo salón o cuarto de estar con chimenea, comedor de invierno acristalado y salida directa al jardín a través de una pequeña escalera. Todas las estancias tienen grandes ventanales por los que entra mucha luz y se contemplan unas vistas maravillosas de la sierra de Madrid. La primera planta alberga dos dormitorios y cuarto de baño completo con bañera de hidromasaje, Uno de los dormitorios es muy espacioso, dispone de chimenea con cassette y tiene salida a una agradable terraza. El sótano (al que se accede por la cocina) cuenta con una inmensa bodega con casi 3.000 botellas, distribuida en tres ambientes, todos ellos decorados. Ideal para recibir a familiares y amigos. Asimismo, encontramos en este nivel un cuarto de juegos y un impresionante cuarto de baño con jacuzzi, también reformado recientemente. El garaje (en el que caben un par de coches, aunque se pueden estacionas más vehículos en la rampa de entrada) está acondicionado en la actualidad como merendero de verano, con cocina completa, frigorífico y dos arcones. Adyacente al mismo hay una estancia de buenas dimensiones, que se utiliza como trastero pero que puede ser aprovechable para otros usos. El jardín cuenta con varios ambientes y unas pequeñas edificaciones donde se localizan la leñera, una despensa, un trastero y el cuarto de instalaciones. La zona de piscina es llana y con césped, mientras que las zonas arboladas exhiben palmeras, membrillos, parras, olivos y rosales, entre otras especies. La calefacción es de gas natural por radiadores.",True,good,False,,3264.0,True,True,False,True,[],False,False,1100000.0,€,,,chalet,Santo Domingo,Casa independiente en Luna,independantHouse,
108815842,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/35/dd/1359671373.webp,LS211915,36,1,530000.0,flat,sale,102.0,True,3,2,calle Antonio Díaz Miguel,Madrid,San Agustin de Guadalix,,es,,40.682361,-3.6223835,False,https://www.idealista.com/inmueble/108815842/,"Gilmar Zona Norte presenta esta espectacular vivienda de nueva construcción. Con una luminosidad excepcional, esta vivienda destaca por su diseño moderno y comodidad. Dispone de un amplio salón con cocina americana integrada, que da acceso a una magnífica terraza con vistas despejadas al campo. Cuenta con tres dormitorios equipados con armarios empotrados y dos baños completos: uno con bañera y otro con plato de ducha. El sistema de climatización por aerotermia, con suelo radiante y refrescante, garantiza el máximo confort durante todo el año. En el precio se incluye un trastero de gran tamaño y dos plazas de garaje. La finca dispone de ascensor y la urbanización ofrece completas zonas comunes: piscina, parque infantil y gimnasio. Aunque la vivienda es completamente nueva, se vende como segunda transmisión, por lo que está sujeta al Impuesto de Transmisiones Patrimoniales (ITP). Una oportunidad única de vivir en una de las zonas residenciales con mayor proyección y exclusividad en las cercanías de Madrid. San Agustín del Guadalix, como puente de unión entre el área metropolitana de Madrid y la Sierra Norte, es una población prolija en servicios y comodidades. Su ambiente es mayormente residencial y abundan las comunidades de reciente construcción habitadas por familias de buen nivel económico (no en vano se encuentra en el Top 20 de municipios con más alta Renta per Cápita de España). Entre sus ventajas se incluyen: el fácil acceso a la A-1, la presencia de un Instituto y dos colegios públicos bilingües, varios supermercados de reconocidas distribuidoras, servicio regular de autobuses con Madrid, rutas naturales, centro de salud, biblioteca, polideportivo, academias de idiomas, peluquerías, restaurantes, guarderías, etc.  Además, la cercanía al Hospital Infanta Sofía, al Aeropuerto y, en fin, a los servicios que ofrecen localidades cercanas como San Sebastián de los Reyes, Alcobendas o Colmenar Viejo, configuran San Agustín del Guadalix como una población en un enclave estratégico e idóneo para poder tenerlo todo a un paso de casa. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles.",True,good,False,True,5196.0,True,True,False,False,[],False,False,530000.0,€,True,True,flat,San Agustin de Guadalix,Piso en calle Antonio Díaz Miguel,,
107282580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/76/6b/1311979082.webp,LSCG205725,45,,2500000.0,chalet,sale,653.0,,6,4,Ródano,Madrid,Ciudalcampo,,es,,40.6209108,-3.6066334,False,https://www.idealista.com/inmueble/107282580/,"GILMAR Zona Norte presenta una villa de estilo tradicional que se sitúa en una de las mejores parcelas de la urbanización. El chalet destaca por sus vistas privilegiadas a las montañas y los municipios cercanos, que conforman un lienzo impagable de extraordinaria belleza, ya que se sitúa en la parte alta de Ciudalcampo en una parcela llana de más de 2.600 m2. El jardín que rodea la casa por todas las orientaciones de la misma, está consolidado con árboles de gran tamaño y belleza y cuenta con una preciosa piscina. La configuración de la casa en el terreno garantiza la máxima privacidad. El acceso a la villa de 650 m2 se realiza a través de un gran hall que da acceso a un señorial salón con chimenea y preciosas vigas de madera en el techo que conecta con el comedor y una cocina nueva con office. La planta se completa con una sala de estar/despacho, habitación de invitados con baño en suite y salida directa al jardín, un precioso porche acristalado, salón de invierno y un baño completo. Mediante una preciosa escalera de madera accedemos a la zona privada con 4 habitaciones. Dos de ellas tienen salón privado y baño en suite; las otras dos comparten un baño. También en esta planta se ubica una preciosa biblioteca desde la que se disfruta de una luz y vistas excepcionales. La propiedad dispone de garaje para 5 coches y zona de almacenaje. La urbanización de Ciudalcampo está considerada como una de las mejores zonas residenciales de Madrid, situada junto al Parque Regional de la Cuenca Alta del Manzanares, en los municipios de San Sebastián de los Reyes y Colmenar Viejo, en un entorno privilegiado, con impresionantes vistas a la sierra norte de Madrid con rápido acceso en el Km 28 de la N-1 y muy próxima al aeropuerto de Madrid Barajas, IFEMA y a parques empresariales con múltiples empresas multinacionales. Dispone de excepcionales dotaciones y servicios dentro de la propia urbanización: Colegio internacional SEK, Club deportivo RACE (Golf, Pádel, Tenis, Piscina, Gimnasio, Hípica, Fútbol), Servicio regular de autobuses a Madrid e interno dentro de la propia urbanización, Oficina de correos y Centro Comercial Santo Domingo. Además de 6,5Km de circuito físico para la práctica de deporte al aire libre y 41km de viales con tráfico limitado a la propia urbanización, ideales para los amantes de paseos en plena naturaleza. Cuenta, además, con un sistema de cámaras y vallado perimetral con servicio de seguridad 24 horas, patrullas de vigilancia y control de barrera a la entrada. En Gilmar trabajamos para ofrecer a nuestros clientes las mejores propiedades, con equipos expertos en cada zona para satisfacer sus necesidades de vivienda o inversión, con todas las excelencias y cuidando al máximo todos los detalles.",True,good,False,,3828.0,True,True,False,False,[],False,False,2500000.0,€,True,True,chalet,Ciudalcampo,Casa independiente en Ródano,independantHouse,
108319488,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/aa/33/1340966442.webp,LS210321,32,,999000.0,chalet,sale,654.0,,4,5,calle Rosalía de Castro,Madrid,Valdetorres de Jarama,,es,,40.6779263,-3.5405918,False,https://www.idealista.com/inmueble/108319488/,"Gilmar zona Norte presenta en exclusiva este espectacular chalet independiente en la urbanización Silillos de Valdetorres del Jarama.  Esta singular vivienda, originalmente concebida como dos unidades, se ha unificado en una amplia y funcional residencia que destaca por sus generosos espacios. Cuenta con 4 amplios dormitorios, 4 baños completos, un aseo, dos cocinas, dos salones, dos grandes terrazas con impresionantes vistas ofreciendo múltiples posibilidades de uso y distribución. La propiedad se encuentra situada sobre una impresionante parcela de casi 4.100 m² en la que puedes disfrutar de un precioso y amplio jardín con una piscina que esconde un destacado detalle.  Cabe destacar su excelente calificación energética A, gracias a sistemas de alta eficiencia como el suelo radiante y refrescante, la aerotermia, sus placas solares y sus grandes ventanas a medida de la más alta calidad, que garantizan un gran confort durante todo el año y un consumo energético reducido. En definitiva, se trata de una oportunidad única para quienes desean disfrutar de la tranquilidad de un entorno natural sin renunciar a la cercanía con el centro de Madrid. La urbanización Los Silillos se encuentra en el municipio de Valdetorres de Jarama, al norte de la Comunidad de Madrid, a tan solo 30 kilómetros de la capital. Esta ubicación la convierte en una zona residencial tranquila, ideal para quienes desean disfrutar de un entorno natural sin renunciar a la cercanía con la ciudad. La urbanización cuenta con buenas comunicaciones por carretera, lo que permite un acceso rápido tanto a Madrid como a otras localidades cercanas. Además, el autobús 191, con destino al intercambiador de Plaza de Castilla, ofrece una conexión cómoda con el transporte público.En sus alrededores, los residentes disponen de supermercados, colegios, centros de salud y otros servicios esenciales, lo que facilita la vida diaria. La proximidad a localidades como Alcalá de Henares o San Sebastián de los Reyes amplía aún más la oferta de infraestructuras, incluyendo centros comerciales, restaurantes y actividades culturales. Muy cerca, en Fuente el Saz de Jarama, encontramos una amplia gama de servicios y equipamientos como Centros de salud públicos y privados, supermercados como Mercadona, Carrefour y Día, colegios públicos, privados, guarderías e instituto, biblioteca y polideportivo municipal, oficinas bancarias, farmacias, tiendas, restaurantes y cafeterías. Además, la zona es perfecta para los amantes del ocio al aire libre, ya que ofrece numerosas zonas verdes donde practicar actividades como senderismo, ciclismo de montaña, hípica y otros deportes. El acceso desde la carretera de Burgos (A-1), salida 23 hacia Algete, refuerza aún más su excelente conectividad. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles.",True,good,False,,1528.0,True,True,False,False,[],False,False,999000.0,€,True,True,chalet,Valdetorres de Jarama,Casa independiente en calle Rosalía de Castro,independantHouse,
