propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,newDevelopmentFinished
108747426,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/33/af/1353935261.webp,,25,bj,262000.0,duplex,sale,120.0,True,2,2,"calle de Nuestra Señora de la Antigua, 34",Madrid,Madrid,Carabanchel,es,40.3769292,-3.7423091,True,https://www.idealista.com/inmueble/108747426/,"Particular VENDE estupendo local con ""trámite solicitado de cambio de uso a vivienda"" de 2 plantas (planta de calle y 1º) en una buena zona de Carabanchel de fácil aparcamiento y acceso desde M30 y M40. El local-piso tiene 2 plantas, una planta de calle y primera planta de unos 60 m2 cada una, comunicadas con buena escalera interior. Tiene 2 baños, uno de ellos con ducha. Zona de almacén-trastero Ventanas con doble acristalamiento Suelos de gres Aire acondicionado en las 2 plantas Caldera de Saunier Duval para agua caliente y calefacción con radiadores en ambas plantas Varias estanterías de obra para archivo o biblioteca Local-piso con trámite en curso para cambio de uso a vivienda con todos los servicios en zona muy tranquila de Puerta Bonita (Carabanchel) y de cómodo acceso a M30 y M40. Junto a la conocida Colonia de la Prensa y el parque de Eugenia de Montijo.  Todos los servicios, farmacias, colegios, estupendo mercado de toda la vida, autobuses hasta Atocha y metro a 5 minutos andando a la parada de San Francisco, línea verde.",False,good,False,False,2183.0,True,False,False,False,[],False,False,262000.0,€,flat,"Puerta Bonita, Madrid","Dúplex en calle de Nuestra Señora de la Antigua, 34",,,Puerta Bonita,,,,duplex,
108789620,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/c2/ff/1355177189.webp,Goza Madrid,25,4,2199000.0,flat,sale,260.0,True,6,4,"calle de Bravo Murillo, 4",Madrid,Madrid,Chamberí,es,40.4342018,-3.7040012,True,https://www.idealista.com/inmueble/108789620/,"Te presentamos esta magnífica y luminosa vivienda exterior de 261 m², ubicada en una de las zonas más deseadas de Madrid: Chamberí – Trafalgar.  al lado de la glorieta de Quevedo ubicación estratégica, considerada una de las mejores zonas de Madrid.  ✔️ 6 habitaciones, incluyendo una de servicio con su propio baño � 4 baños completos �️ Salón amplio + comedor + zona de estar � Terraza exterior con luz natural todo el día � Plaza de garaje incluida en el precio � Todo exterior y listo para entrar a vivir La propiedad se encuentra en una finca señorial, en una calle tranquila y perfectamente comunicada, a pasos del metro, colegios, comercios y zonas verdes. Ideal para familias grandes o quienes buscan una vivienda espaciosa en el corazón de Madrid.",True,good,False,True,8458.0,True,False,False,False,[],False,False,2199000.0,€,flat,"Trafalgar, Madrid","Piso en calle de Bravo Murillo, 4",True,True,Trafalgar,,,,,
106324369,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/d6/84/1279428569.webp,Viv. 12.14,8,,660000.0,chalet,sale,245.0,,4,3,De la Unión Europea s/n,Madrid,Villaviciosa de Odón,El Bosque,es,40.3676675,-3.9236543,True,https://www.idealista.com/obra-nueva/106324369/,"Tu nuevo hogar en Elysium te ofrece la combinación perfecta de elegancia y funcionalidad. Si estás buscando un hogar que combine lujo, comodidad y un entorno natural, Elysium Residencial en Villaviciosa de Odón es una opción maravillosa. Estas viviendas unifamiliares pareadas en régimen de cooperativa, ofrecen amplias zonas verdes, perfectas para disfrutar en familia, ya sea con los más pequeños o los mayores. Imagina relajarte en una piscina de agua salada, hacer ejercicio en la zona de aparatos de gimnasia para adultos, o simplemente descansar bajo una sombrilla en una de las hamacas.  Las casas son espaciosas y cuentan con un garaje en la planta sótano de 75 m², ideal para tres vehículos. En la planta baja, disfrutarás de una amplia parcela, un porche tanto delantero como trasero, un salón comedor acogedor y una cocina integrada. Además, hay un dormitorio y un baño con ducha en esta planta. En la planta superior, encontrarás tres dormitorios, uno de ellos tipo suite con un amplio vestidor y terraza. Elysium no solo es un lugar para vivir, sino un verdadero refugio de paz y tranquilidad para toda la familia. Si te interesa, ¡no dudes en preguntarnos.",True,newdevelopment,True,,2694.0,False,False,False,False,[],False,False,660000.0,€,chalet,"El Bosque, Villaviciosa de Odón",Chalet pareado en De la Unión Europea s/n,True,True,,,,,semidetachedHouse,False
108826213,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/c5/2c/1356254113.webp,VTA_PEMnt,27,bj,400000.0,flat,sale,98.0,True,3,1,calle del Parque Eugenia de Montijo,Madrid,Madrid,Carabanchel,es,40.3770476,-3.7540611,False,https://www.idealista.com/inmueble/108826213/,"Amplio piso en planta baja con patio privado, frente al Parque Eugenia de Montijo (Vista Alegre – Carabanchel) Inmobiliaria MAQUEDA pone a la venta este amplio piso ubicado en planta baja, con un atractivo patio exterior de uso privativo de aproximadamente 40 m², ideal para quienes valoran la accesibilidad y el espacio al aire libre. La vivienda se encuentra frente al parque Eugenia de Montijo, en el barrio de Vista Alegre (Carabanchel). Tiene una superficie construida de 98 m² distribuidos en salón comedor, cocina con salida directa al patio, tres dormitorios (dos de ellos dobles), un baño completo y una sala de caldera que puede destinarse también a trastero o despensa. El inmueble está para reformar, ofreciendo amplias posibilidades de redistribución y personalización según necesidades. Especialmente interesante para quienes buscan una planta baja en una zona con buena comunicación y entorno consolidado. Dispone de calefacción individual por gas natural, rejas de seguridad en todas las ventanas y toldos en el patio. La finca no cuenta con barreras arquitectónicas. En el precio se incluye además una plaza de garaje próxima a la vivienda. La ubicación es excelente, a tan solo 15 minutos andando de las estaciones de Metro Carabanchel Alto (L11) y Aluche (L5), así como de la estación de Renfe Aluche (C5). Además, se encuentra muy cerca del Parque de las Cruces, un entorno natural con zonas verdes, pistas deportivas y estanque. Visita nuestra web y descubre el tour virtual de la vivienda Y recuerda: ¡Inmobiliaria MAQUEDA no cobra comisiones al comprador!",True,renew,False,True,4082.0,True,False,False,False,[],False,False,400000.0,€,flat,"Vista Alegre, Madrid",Piso en calle del Parque Eugenia de Montijo,True,True,Vista Alegre,,,,,
106640983,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/24/e3/1289616588.webp,046,21,bj,197000.0,flat,sale,53.0,False,1,1,"calle de Gabriel y Vicente Izquierdo, 29",Madrid,San Sebastián de los Reyes,Centro Urbano,es,40.550262,-3.6261412,True,https://www.idealista.com/inmueble/106640983/,"¡Gran oportunidad! Apartamento con características únicas y excelente ubicación. Se vende apartamento acogedor y funcional, de 36 m2 útiles. Perfecto para quienes buscan una inversión rentable y de alta demanda. Con una distribución bien pensada y un espacio exterior exclusivo, este inmueble ofrece una combinación ideal de comodidad y atractiva para futuros inquilinos. (Ahora mismo esta alquilado) Descripción detallada: • Salón-comedor luminoso, espacioso y perfectamente diseñado para combinar zona de estar y comedor. Desde aquí se accede a un patio independiente de uso exclusivo de 9m2, un lugar perfecto para relajarse, disfrutar del aire libre o incluso para instalar una pequeña zona de trabajo exterior. • Dormitorio independiente, accesible a través de un pequeño distribuidor, lo que garantiza privacidad y confort. Ideal para parejas, profesionales o estudiantes. •Baño completo, en perfecto estado, equipado para ofrecer funcionalidad y comodidad. • 2 armarios empotrados con gran capacidad de almacenaje. El ACS se produce a través de termo eléctrico y la calefacción es producida por electricidad a través de radiadores de aluminio Ventajas de la ubicación: • Situado en una zona estratégica con todos los servicios de primera necesidad a pocos pasos: supermercados, farmacias, colegios, centros médicos, restaurantes y transporte público. • Perfecto para quienes buscan comodidad urbana sin renunciar a la tranquilidad de un entorno cuidado. • Conexión rápida a las principales vías de acceso, ideal tanto para residentes como para quienes buscan alquilar a corto o largo plazo. ¿Por qué invertir aquí? : • Alta demanda en el mercado de alquiler, gracias a su ubicación y características únicas. • Bajos costos de mantenimiento y comunidad, maximizando la rentabilidad. • Ideal para inquilinos que valoran un espacio funcional, bien ubicado y con la ventaja de contar con un patio exclusivo. ¡No dejes pasar esta oportunidad! Contacta con nosotros hoy mismo para más información y agenda una visita. Haz que tu inversión sea un éxito con este apartamento único en el mercado.",False,good,False,False,3717.0,True,False,False,False,[],False,False,197000.0,€,flat,"Centro Urbano, San Sebastián de los Reyes","Piso en calle de Gabriel y Vicente Izquierdo, 29",,,,,,,,
107827022,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/a1/93/1325219682.webp,HPCC,41,1,300000.0,flat,sale,140.0,True,3,2,calle Cóndor,Madrid,Arganda,Los Villares,es,40.3185852,-3.4542263,False,https://www.idealista.com/inmueble/107827022/,"¡HOME PROPERTY COMERCIALIZA ESTÁ INCREIBLE VIVIENDA DE TRES DORMITORIOS CON DOS BAÑOS Y PLAZA DE GARAJE! La propiedad se encuentra en una de las urbanizaciones más prestigiosas de todo Arganda de Rey, la cual cuenta con piscina comunitaria, zonas ajardinadas, el acceso adaptado para minusválidos, zonas infantiles y una plaza de garaje con acceso directo a la planta donde se encuentra la casa. Esta casa cuenta con un total de 140 metros cuadrados, los cuales, se encuentran distribuidos en tres dormitorios, salón con mirador, cocina con tendedero y dos cuartos de baño, uno de ellos en suite. Respecto a las calidades de la vivienda, podemos encontrar radiadores de aluminio en sus estancias, suelos de gres, armarios empotrados y una distribución espectacular. Este acogedor hogar, se encuentra rodeado de servicios, cercano a restaurantes y cafeterías, colegios e institutos, centro de salud y supermercados. Muy bien comunicado, buen acceso en coche a R-3 y A-3 y al lado de paradas de autobús y metro de Arganda del Rey, línea 9. Si deseas obtener más información nuestro equipo de consultores inmobiliarios y financieros estarán encantados de guiarte.",True,good,False,True,2143.0,True,False,False,False,[],False,False,300000.0,€,flat,"Los Villares, Arganda",Piso en calle Cóndor,True,True,,,,,,
106769285,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/1c/58/1367120785.webp,,44,1,1961000.0,flat,sale,160.0,True,3,4,calle de Alcántara,Madrid,Madrid,Barrio de Salamanca,es,40.4292167,-3.6724525,False,https://www.idealista.com/inmueble/106769285/,"HomeMadrid SC comercializa la venta de esta exclusiva propiedad de 150 metros cuadrados útiles, en 1º planta exterior con terraza, ubicada en calle Alcántara con Ortega y Gasset, próxima a prestigiosas calles como Conde de Peñalver, Juan Bravo, Ayala, donde encontrar todo tipo de servicios y zonas de ocio, convirtiéndola en una oportunidad de inversión por su alta rentabilidad o para quien decida vivir en pleno barrio de Salamanca. La vivienda, con una reforma total a estrenar, se distribuye en un elegante, amplio, moderno y funcional salón con acceso a una hermosa terraza donde poder disfrutar de un delicioso café, un buen libro o compartir momentos con familia y amigos. Una zona de comedor y cocina abierta con isla, muebles hechos a medida y electrodomésticos de alta gama.  En la zona de noche, encontramos tres dormitorios, los tres con baños en suite, armarios empotrados, y un aseo para uso de cortesía.  Todas las estancias reciben luz natural, consiguiendo espacios luminosos, confortables y tranquilos. Cuenta con calefacción central por gas natural, aire acondicionado por conducto, zona de lavado, y un patio muy bonito cubierto de plantas.  Edificio moderno con 2 ascensores, portero físico y rampa de acceso para persona con movilidad reducida. Me encantaría acompañarte a visitarlo, no dudes en llamarme. Ven a visitarlo!",True,good,False,True,12256.0,True,False,False,False,[],False,False,1961000.0,€,flat,"Lista, Madrid",Piso en calle de Alcántara,,,Lista,,,,,
108970633,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/77/89/1361221302.webp,ALRE-02857,35,bj,155000.0,flat,sale,53.0,True,1,1,calle Falcinelo,Madrid,Madrid,Carabanchel,es,40.382799,-3.7306568,False,https://www.idealista.com/inmueble/108970633/,"Buscas vivienda en Madrid? Century 21 Now IV te ofrece una excelente oportunidad de adquirir en propiedad éste piso situado en el barrio de Carabanchel. Tiene una superficie de 53 m2 construidos, bien distribuidos y está para reformar. una gran ventaja porque podrás acondicionarla como quieres, aadaptando el espacio a tus necesidades. Consta de 2 dormitorios y 1 baño. Necesitas más información? Llámanos y nuestro especialista en la zona te solventará cualquier duda.  Al llamar danos la referencia C0127-ALRE-02857 NO COBRAMOS HONORARIOS AL COMPRADOR CENTURY 21 Now IV ""Lo mejor de las personas al servicio de las personas"".",True,renew,False,False,2925.0,False,False,False,False,[],False,False,155000.0,€,flat,"Puerta Bonita, Madrid",Piso en calle Falcinelo,,,Puerta Bonita,,,,,
106667263,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/05/ab/1290363829.webp,,54,,740000.0,chalet,sale,426.0,,5,5,"avenida de los Cierros, 4",Madrid,El Escorial,Las Zorreras - Monte Encinar,es,40.6175933,-4.040468,True,https://www.idealista.com/inmueble/106667263/,"Realty22 consulting inmobiliario pone a su disposición una vivienda ideal para que podáis crear recuerdos imborrables. No pierdas esta gran oportunidad y ponte en contacto con DIEGO en cualquier momento TODOS los días por whatsapp para hacer una visita a la casa de tus sueños. Te esperamos. Chalet independiente en zona Montencinar, una zona tranquila y exclusiva, perteneciente al municipio de El Escorial, pero con la ventaja de estar muy cerca de Collado Villalba y Galapagar. Disfruta de la paz y privacidad de vivir fuera del casco urbano, sin renunciar a la comodidad de tener todos los servicios a un paso: a tan solo 5 minutos de la salida 42 de la A6, y de las estaciones de tren de San Yago y Las Zorreras. Esta impresionante propiedad cuenta con 426 m² construidos sobre una parcela de 805 m². La casa está distribuida en dos plantas principales más una planta semisótano, con espacios amplios y bien pensados para el confort de toda la familia. Distribución: Planta principal: el acceso principal se realiza a través de porche muy agradable, ideal para disfrutar de los días soleados y crear un espacio acogedor al aire libre que da entrada a un recibidor con un amplio armario empotrado, proporcionando un importante espacio de almacenaje. Desde aquí se accede a un amplio salón, muy luminoso y comunicado con la cocina que cuenta con isla y despensa/cuarto de lavadora. La cocina tiene su propia salida al jardín, perfecto para disfrutar de comidas al aire libre. En esta planta también se encuentra un aseo de cortesía y 3 dormitorios: uno con armario empotrado y baño privado y los otros dos comparten un gran baño completo con ducha y bañera. Cabe destacar que las dos habitaciones que comparten baño tienen vestidor propio, lo que añade un extra de comodidad y espacio. Planta superior: En la planta alta se encuentran los 2 dormitorios, uno de ellos principal, ambos con baño privado y vestidor. El dormitorio principal es especialmente destacado, muy espacioso y dispone de terraza que ofrece vistas despejadas y mucha luz natural. La propiedad cuenta con una planta semisótano con 2 entradas independientes, luz natural y grandes posibilidades de personalización: se puede destinar a garaje, taller, apartamento independiente o cualquier otro uso que se ajuste a tus necesidades. Eficiencia energética: La vivienda está equipada con una caldera de gasoil, pero cuenta con paneles fotovoltaicos de reciente instalación, lo que permite una excelente eficiencia energética. Con el cambio a una caldera más eficiente, podrías convertir esta casa en totalmente autosostenible, reduciendo considerablemente los gastos de energía y aprovechando el ahorro que esto supone. Otras características destacadas: - Todas las estancias son amplias y luminosas, con ventanas grandes que permiten la entrada de luz natural durante todo el día. -Todas las ventanas cuentan con persianas eléctricas de seguridad, proporcionando comodidad y protección extra. - El jardín está consolidado con césped y cuenta con un cenador, ideal para disfrutar de los días al aire libre. - La zona es muy tranquila, y la luminosidad y las vistas despejadas ofrecen un ambiente de paz y privacidad en toda la vivienda. - Proximidad a la Cañada Real Segoviana, a tan solo 5 minutos andando. Esta histórica vía pecuaria ofrece kilómetros de recorrido entre paisajes naturales, atravesando la Sierra de Guadarrama. Ideal para los amantes de las actividades al aire libre, podrás disfrutar de rutas a pie o en bicicleta mientras te sumerges en la naturaleza y descubres un entorno privilegiado. Forma parte del sistema de cañadas reales que conectan diferentes puntos del país, y su trazado recorre varios municipios, incluyendo El Escorial, Collado Villalba y Galapagar y tiene vistas espectaculares al Pantano de Valmayor y a la Sierra de Guadarrama. Si buscas un hogar espacioso, tranquilo, con una ubicación privilegiada y con un excelente potencial de ah",True,good,False,,1737.0,True,True,False,False,[],False,False,740000.0,€,chalet,"Las Zorreras - Monte Encinar, El Escorial","Casa independiente en avenida de los Cierros, 4",True,True,,,,,independantHouse,
109102716,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/b3/a4/1364417520.webp,AD-346C1,40,,850000.0,chalet,sale,200.0,,4,2,Barrio Canillas,Madrid,Madrid,Hortaleza,es,40.464241,-3.6507503,False,https://www.idealista.com/inmueble/109102716/,"DIRECTING International Properties vende maravilloso chalet con parcela de 200 m², ideal para reformar y adaptarlo a tus necesidades. Ubicado en una zona tranquila y con mucho potencial, este chalet ofrece una gran oportunidad de renovación. En la planta baja, la vivienda cuenta con calefacción, cocina y agua caliente a gas butano, además de acumuladores eléctricos. Los suelos de corcho y baldosas, reformados en 1991, aportan carácter y estilo a la vivienda con una plaza de garaje incluida. Actualmente la casa son DOS viviendas, totalmente independientes y cada una de ellas cuenta con salón, cocina, aseo, y dos dormitorios. Ideal como inversión. En la planta alta, la calefacción es eléctrica, al igual que el sistema de agua caliente, lo que garantiza un ambiente confortable durante todo el año. ¡No pierdas la oportunidad de hacer de este chalet tu hogar soñado! La parcela de 200 m² ofrece mucho espacio para disfrutar de un jardín o zona exterior, convirtiéndolo en un lugar perfecto para la familia. Ven a descubrirlo y empieza a imaginar tu nueva vida en este chalet con un gran potencial. Inmobiliaria Directing ofrece a sus clientes nacionales y extranjeros, una amplia cartera de inmuebles (casas, pisos apartamentos, áticos, dúplex, chalets, lofts.. . ) situadas en las mejores zonas residenciales y más exclusivas de Madrid (barrio Salamanca, Retiro, Chamartín, Chamberí, Moncloa, Centro, Arturo Soria etc…). Si desea comprar, vender o alquilar una propiedad en Madrid, Inmobiliaria Directing Real Estate ofrece una amplia gama de servicios de intermediación y alta profesionalidad. ¿Quiere VENDER su casa? Valoración GRATUITA Viviendas Exclusivas en Madrid Encuentra más en http. //directing. es.",False,renew,False,,4250.0,True,False,False,False,[],False,False,850000.0,€,chalet,"Canillas, Madrid",Casa independiente,True,True,Canillas,,,,independantHouse,
109156381,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/15/a2/1365947558.webp,CH-36177-0001,45,2,180000.0,flat,sale,70.0,,3,2,calle León Felipe,Madrid,Fuenlabrada,Loranca,es,40.2914682,-3.8416453,False,https://www.idealista.com/inmueble/109156381/,"Piso con garaje de 3 dormitorios en Fuenlabrada, Madrid. Situado en el barrio Loranca, en la urbanización Nuevo Versalles con todos los servicios, esta luminosa vivienda de segunda mano y 70 m² ofrece muy buena conexión tanto por transporte público (autobús línea 4, 493, 527, metro línea 12), como privado y fácil acceso a las carreteras M-407, M-506, R-5 y M-50. Su cercanía a colegios, organismos públicos, parques, centros deportivos, supermercados, cafeterías, centro de salud, farmacias y la Universidad Rey Juan Carlos a 4 kilómetros, la convierten en una propuesta inteligente a un precio accesible. En una opción para construir un hogar y entrar a vivir de inmediato. La vivienda se encuentra en la segunda planta de un edificio construido en el año 2000. Tiene una superficie de 70 m² distribuidos en salón-comedor, 3 dormitorios con armarios empotrados, cocina con lavadero y 2 dormitorios. La cocina está equipada con muebles altos y bajos. Esta vivienda ofrece plaza de garaje de 11 m² en el mismo edificio. El garaje comunitario cuenta con portón de apertura a distancia, acceso con ascensor a las plantas superiores y fácil maniobrabilidad. Por todo ello, esta vivienda en Fuenlabrada representa una oportunidad para entrar a vivir con su familia. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,True,2571.0,True,False,False,False,[],False,False,180000.0,€,flat,"Loranca, Fuenlabrada",Piso en calle León Felipe,True,True,,,,,,
108108876,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/66/06/1334090045.webp,CG-64344-0001,38,,299000.0,chalet,sale,264.0,,3,1,calle de la Sierra de Cazorla,Madrid,Carabaña,,es,40.260499,-3.2387108,False,https://www.idealista.com/inmueble/108108876/,"Vivienda unifamiliar en venta en la localidad de Carabaña, provincia de Madrid. Construida en 1979, tiene una superficie total de 264 m² construidos que consta de 2 plantas. La planta semisótano con una superficie de 140 m² destinada a zona diáfana, garaje y escalera que comunica con la planta baja o principal de 124 m² en la que cuenta con salón-comedor, cocina, 3 dormitorios y 1 baño. La vivienda está edificada sobre una parcela de suelo de 6.135 m² estando destinados la parte no construida a zonas ajardinadas y de recreo. Se localiza en zona próxima a la escuela municipal de fútbol Carabaña y en un entorno próximo dispone de equipamiento variado, colegios, centro de salud, farmacias, supermercados, restaurantes, etc. Cuenta con buen acceso a la carretera M-221 que la conecta con el centro del núcleo urbano en menos de 5 minutos. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble. La Propiedad no responderá de/l (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) la responsabilidad en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente la ocupación, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, la Propiedad hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose la Propiedad del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional.",False,good,False,,1133.0,True,False,False,False,[],False,False,299000.0,€,chalet,Carabaña,Casa independiente en calle de la Sierra de Cazorla,,,,,,,independantHouse,
108035525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/53/d4/1332058907.webp,00152MR01,34,1,525000.0,flat,sale,119.0,True,2,2,calle del Prado,Madrid,Madrid,Centro,es,40.4136643,-3.6979761,False,https://www.idealista.com/inmueble/108035525/,"A-House le ofrece este piso para ENTRAR A VIVIR situado en el barrio de ""Huertas-Cortes"". La propiedad está distribuida en un gran salón, comedor y cocina independiente totalmente equipada, dos habitaciones DOBLES una de ellas EXTERIOR con salida la balcón, la segunda habitación con vestidor y baño en suite. Y un baño completo.  La vivienda cuenta con ENTRADA DE LUZ NATURAL e instalación de calefacción eléctrica y aire acondicionado. Finca del año 1900 con ASCENSOR y trastero. Las calles que limitan a Cortes son la Calle de Atocha en el sur, las calles Gran Vía y de Alcalá al norte, el Paseo del Prado al este y al oeste las calle de Sevilla y de la Virgen.  Las líneas de metro que abarcan el barrio Cortes son la 1 y 2. Las estaciones más cercanas son: Banco de España (L2), Sevilla (L2), Antón Martín (L1) y Estación del Arte (L1). En cuanto a la comunicación de autobuses, desde este barrio se puede tener acceso a las líneas: 002, M1 y SE712, 51, N25, 6, 26 y 32. Su nombre oficial, Barrio de las Cortes, se debe a que en él se encuentra el Congreso de los Diputados. Cortes es también llamado el Barrio de las Letras; pues grandes literatos como Miguel de Cervantes, Quevedo o Góngora pasaron su mejor época en este lugar. Vivir en el Barrio Cortes tiene muchas ventajas, una de ellas es poder vivir en la zona céntrica de Madrid. Esta zona ofrece fácil acceso a lugares como el parque del Retiro y a calles que ofrecen un sin fin de actividades.  La vida nocturna en Cortes es muy popular y cuenta con una de las calles con más vida en Madrid, se trata de la Calle de las Huertas: famosa para pasarla con los amigos y tomar algo. En ella se puede encontrar una gran variedad de tapas, restaurantes y bares para todo tipo de presupuestos, desde los más económicos hasta los lugares más exclusivos. Aproveche esta oportunidad.",True,good,False,True,4412.0,True,False,True,False,[],False,False,525000.0,€,flat,"Huertas-Cortes, Madrid",Piso en calle del Prado,,,Huertas-Cortes,,,,,
109144344,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/72/02/1365612372.webp,YH-P V014,18,4,598000.0,penthouse,sale,60.0,False,3,1,calle de San Hermenegildo,Madrid,Madrid,Centro,es,40.4278506,-3.7089526,False,https://www.idealista.com/inmueble/109144344/,"Les presentamos este precioso piso a estrenar en la calle San Hermenegildo, dentro de la conocida zona de Conde Duque y perteneciente al pintoresco barrio de Malasaña. Desde el techo baja la luz sin medida, preservando ciertos toques arquitectónicos del pasado, combinándolos con la modernidad de lo practico y en un ambiente de confort y diseño. En el salón/comedor, las vigas encuadran el espacio. Preciosamente decorado. Dos ventanas tipo Verlux automaticas. Preinstalacion de los 3 aires acondicionados que cuenta la vivienda. Cuenta con una cocina americana, provista de electrodomésticos de alta gama. Tres dormitorios, dos de ellos dan hacia la calle San Hermenegildo. Cuentan con aires acondicionados y suelos de madera. El tercer dormitorio tiene una ventana al patio interior. Sala de baño ventilada y con plato de ducha. Completamente amueblado y decorado con gusto, belleza y comodidad. Es un cuarto piso en un inmueble con ascensor.",True,good,False,True,9967.0,True,False,False,False,[],False,False,598000.0,€,flat,"Malasaña-Universidad, Madrid",Ático en calle de San Hermenegildo,,,Malasaña-Universidad,,,,penthouse,
