propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
109130651,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/0f/77/1365238122.webp,VT15,14,5,442650.0,flat,sale,122.0,True,3,2,calle PARCELA RC.7.11.5. s/n,Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3725592,-3.5776164,True,https://www.idealista.com/obra-nueva/109130651/,"Mar de Java es un residencial moderno y de diseño ubicado en el nuevo desarrollo Los Berrocales en el sureste de Madrid. Se desarrolla en régimen de cooperativa. Compuesto por viviendas espaciosas de 2 y 3 dormitorios. Luminosas y sostenibles cuentan con aerotermia para maximizar al máximo la eficiencia y el ahorro energético. En esta misma línea el edificio dispondrá de un sistema de ventilación mecánica individual por vivienda, con aireadores, que favorecen la renovación del aire, sin necesidad de abrir las ventanas. Las cocinas se entregarán amuebladas. Hemos diseñado una vivienda que esté a la altura de lo que estás buscando, acogedora, bien distribuida y con una urbanización privada con un único acceso controlado por una conserjería. Cuenta con piscina, zona de solárium ajardinada con muros verdes, y sala social-gourmet, con dotación de office y espacio de coworking. También cuenta con zona estancial con pérgola y área de aparcamiento de bicicletas. Todas las viviendas cuenta con una plaza de garaje y trastero. Las comunicaciones son inmejorables, rápido acceso desde la M-45 y la A-3. Tendrá en el futuro una nueva parada de Metro (línea 9). Muy cercano al centro comercial La Gavia donde contarás con una gran oferta de ocio y a 15 minutos de Madrid. No dudes en llamarnos para conocer el que estamos seguros será tu futuro hogar en Los Berrocales. Entrega prevista para el último trimestre de 2027.",False,newdevelopment,True,True,False,3628.0,True,False,False,False,[],False,False,442650.0,€,True,True,flat,"Los Berrocales, Madrid",Piso en calle Parcela Rc.7.11.5. s/n,,,,
89236035,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/34/5e/1000622651.webp,2407,24,,3950000.0,chalet,sale,1200.0,,8,9,calle Turégano,Madrid,Madrid,Moncloa,es,Ciudad Universitaria,40.4649107,-3.7310745,False,https://www.idealista.com/inmueble/89236035/,"David Salcedo de GV | PUERTA DE HIERRO comercializa la siguiente propiedad: En Puerta de Hierro, en una calle próxima a la avenida principal de la zona se encuentra esta vivienda de los años 60 proyectada por los reconocidos arquitectos Corrales y Molezún. La vivienda se caracteriza por sus amplios espacios y su relación con el exterior donde la naturaleza inunda los espacios interiores. La comunicación con los patios donde se encuentran los jardines y la piscina hacen de la estancia en esta casa una vivencia inolvidable. Planta baja: Hall de entrada con aseo de cortesía. Salón de verano. Salón de invierno. Cuarto de estar. Porche. Comedor independiente. Cocina. Office. Despensa y Bodega. Dos cuartos de servicio comparten dos cuartos de baño. Planchero. Zona de noche: Cuarto de dormir principal con despacho, vestidor y cuarto de baño incorporado. Tres cuartos de dormir más cada uno con su cuarto de baño incorporado. Zona de invitados: Salón, cuarto de dormir, vestidor y baño. Planta primera: Cuarto de dormir con cuarto de baño. Biblioteca-despacho a doble altura. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",True,good,False,,,3292.0,False,False,False,False,[],False,False,3950000.0,€,True,True,chalet,"Ciudad Universitaria, Madrid",Casa independiente en calle Turégano,independantHouse,,,
109130632,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/6a/0a/1365236973.webp,VT15,14,3,434550.0,flat,sale,121.0,True,3,2,calle PARCELA RC.7.11.5. s/n,Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3725592,-3.5776164,True,https://www.idealista.com/obra-nueva/109130632/,"Mar de Java es un residencial moderno y de diseño ubicado en el nuevo desarrollo Los Berrocales en el sureste de Madrid. Se desarrolla en régimen de cooperativa. Compuesto por viviendas espaciosas de 2 y 3 dormitorios. Luminosas y sostenibles cuentan con aerotermia para maximizar al máximo la eficiencia y el ahorro energético. En esta misma línea el edificio dispondrá de un sistema de ventilación mecánica individual por vivienda, con aireadores, que favorecen la renovación del aire, sin necesidad de abrir las ventanas. Las cocinas se entregarán amuebladas. Hemos diseñado una vivienda que esté a la altura de lo que estás buscando, acogedora, bien distribuida y con una urbanización privada con un único acceso controlado por una conserjería. Cuenta con piscina, zona de solárium ajardinada con muros verdes, y sala social-gourmet, con dotación de office y espacio de coworking. También cuenta con zona estancial con pérgola y área de aparcamiento de bicicletas. Todas las viviendas cuenta con una plaza de garaje y trastero. Las comunicaciones son inmejorables, rápido acceso desde la M-45 y la A-3. Tendrá en el futuro una nueva parada de Metro (línea 9). Muy cercano al centro comercial La Gavia donde contarás con una gran oferta de ocio y a 15 minutos de Madrid. No dudes en llamarnos para conocer el que estamos seguros será tu futuro hogar en Los Berrocales. Entrega prevista para el último trimestre de 2027.",False,newdevelopment,True,True,False,3591.0,True,False,False,False,[],False,False,434550.0,€,True,True,flat,"Los Berrocales, Madrid",Piso en calle Parcela Rc.7.11.5. s/n,,,,
109004504,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/d8/09/1361440798.webp,109004504,19,1,151000.0,flat,sale,37.0,True,1,1,calle de Juan Peñalver,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3444865,-3.7143798,False,https://www.idealista.com/inmueble/109004504/,"INMUEBLE OKUPADO, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. PROPIO, PEQUEÑO Y GRAN INVERSOR. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, su población es de 3 416 771 habitantes (INE 2024), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,False,,4081.0,False,False,False,False,[],False,False,151000.0,€,,,flat,"Villaverde Alto, Madrid",Piso en calle de Juan Peñalver,,,,
109187403,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/fd/09/1366862677.webp,BAS-BUTARQUE,72,4,550000.0,duplex,sale,131.0,True,3,3,calle de Berrocal,Madrid,Madrid,Villaverde,es,Butarque,40.3477103,-3.6750408,False,https://www.idealista.com/inmueble/109187403/,"Exclusivo Ático Dúplex en Butarque con Terraza de Ensueño y Vistas Panorámicas Descubre esta espectacular vivienda situada en una tranquila urbanización privada en Butarque, que ofrece todo el confort y la calidad de vida que buscas. Se trata de un luminoso ático dúplex exterior de 131 m² construidos, con una distribución funcional y amplios espacios. La propiedad cuenta con tres dormitorios, tres baños completos, y un gran salón comedor que invita al descanso y al disfrute en familia. Su joya principal es una impresionante terraza de aproximadamente 50 m², con Jacuzzi ideal para disfrutar de momentos al aire libre con vistas despejadas y orientación privilegiada al sol. Ubicada en una urbanización cerrada con piscina, zonas ajardinadas y un entorno seguro y familiar, esta vivienda incluye en el precio una plaza de garaje y trastero, añadiendo comodidad y espacio extra de almacenaje. Una oportunidad única para vivir en una de las zonas residenciales con más proyección de Madrid, con excelentes conexiones y todos los servicios al alcance. Comunicación directa con M-40, M-45 y A-4. Linea 3 de Metro y Renfe Villaverde Bajo y San Cristóbal De Los Ángeles. Líneas de Autobús en la puerta, N. º 85, N. º 123, Nº12. VEN A VERLA CON NOSOTROS, TE VA A ENCANTAR! Si necesitas financiación, te hacemos el estudio completamente gratuito, te conseguimos hasta el 100% de la compra.",False,good,False,True,,4198.0,True,False,False,False,[],False,False,550000.0,€,True,True,flat,"Butarque, Madrid",Dúplex en calle de Berrocal,duplex,,,
108381802,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/e8/67/1328727208.webp,P1 1ºC,6,1,513120.0,flat,sale,89.0,True,2,2,calle Huerta Grande s/n,Madrid,Pozuelo de Alarcón,Zona Pueblo,es,Zona Pueblo,40.437291,-3.8187616,True,https://www.idealista.com/obra-nueva/108381802/,"RESIDENCIAL PHOENIX S. COOP. MAD. ES ADJUDICATARIA DE LA PARCELA EN EL AMBICIOSO ÁMBITO DE HUERTA GRANDE, POZUELO DE ALARCÓN  Bienvenido a Residencial Phoenix, exclusivas viviendas de 2, 3 y 4 dormitorios con plaza de garaje, trastero, en el ambicioso ámbito de Huerta Grande en Pozuelo de Alarcón. Huerta Grande, es un nuevo desarrollo urbanístico en el corazón de Pozuelo de Alarcón, una de las zonas residenciales más demandadas de Madrid por su calidad de vida, tranquilidad y excelente ubicación. Viviendas de 2, 3 y 4 dormitorios, con amplias terrazas, distribución funcional, y excelentes calidades. Viviendas basadas en la sostenibilidad y ahorro energético. Se tomarán las medidas necesarias para obtener alta calificación energética, ahorrarás en tus facturas desde el primer día, sin renunciar al confort.  Disfruta de unas zonas comunes pensadas para ti y tu familia tales como piscina, zonas verdes, zona infantil para los más pequeños y una gastroteca donde celebrar momentos especiales con familia y amigos. Huerta Grande tiene una ubicación inmejorable, está situado en una zona privilegiada de Pozuelo, rodeado de naturaleza y a un paso de todo lo que necesitas: Excelentes comunicaciones: fácil acceso a la M-40, M-503 y A-6, además de cercanías RENFE y varias líneas de autobús. Cercano a los mejores colegios y universidades: Colegio Retamar, British Council, Kensington School, American School of Madrid, Universidad Francisco de Vitoria, entre otros. Rodeado de zonas comerciales, supermercados, restaurantes, centros deportivos y de ocio. Próximo a espacios naturales como el Parque Forestal Adolfo Suárez y la Casa de Campo. Huerta Grande te ofrece el equilibrio perfecto entre vida urbana y naturaleza, ideal para familias, parejas o quienes buscan un entorno tranquilo sin renunciar a las comodidades de la ciudad. Nota: Este proyecto se gestiona en régimen de Cooperativa. Residencial Phoenix S. Coop. Mad. , ya está constituida. La documentación mostrada pertenece al anteproyecto en fase de desarrollo por lo que es orientativa y no tiene carácter contractual dado que es susceptible de cambio.",False,,True,True,False,5765.0,True,False,False,False,[],False,False,513120.0,€,,,flat,"Zona Pueblo, Pozuelo de Alarcón",Piso en calle Huerta Grande s/n,,,,
109192887,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/41/5f/1367663349.webp,Venta_Chalet_Indepen,49,,775000.0,chalet,sale,326.0,,6,5,calle Monte Alto,Madrid,Torrelodones,Los Peñascales,es,El Monte,40.5776216,-3.8861303,False,https://www.idealista.com/inmueble/109192887/,"Descubra este magnífico chalet en Torrelodones, situado en la prestigiosa urbanización Los Peñascales, una de las zonas residenciales más demandadas por su tranquilidad, seguridad y cercanía a Madrid. ✨ Tu vida de ensueño en Los Peñascales – Torrelodones ✨ La vivienda, distribuida en cuatro plantas con ascensor, ofrece amplitud y confort en cada rincón.  Este chalet independiente lo tiene todo: � 5 dormitorios + despacho en planta baja � 5 baños completos y un aseo ⬆️ Sistema Fotovoltaico, 4 plantas con ascensor � Amplia parcela donde crear tu propia piscina privada �♂️ Seguridad 24h en urbanización exclusiva La parcela, de generosas dimensiones, le permitirá crear una piscina privada rodeada de zonas verdes, ideal para disfrutar de la naturaleza y de unas vistas despejadas al Monte del Pardo que convierten cada atardecer en un auténtico espectáculo. La urbanización ofrece seguridad privada 24 horas, así como zonas deportivas exclusivas, incluyendo pistas de baloncesto y espacios de recreo infantil, lo que la convierte en un entorno perfecto para familias. Además, dispone de todos los servicios cercanos: supermercados, colegios de primer nivel y una amplia oferta escolar, centros de salud y una excelente comunicación con Madrid. En definitiva, una oportunidad única de vivir en un chalet independiente en Los Peñascales – Torrelodones, combinando exclusividad, confort y naturaleza.",True,good,False,,,2377.0,True,False,True,False,[],False,False,775000.0,€,True,True,chalet,"El Monte, Torrelodones",Casa independiente en calle Monte Alto,independantHouse,,,
102616481,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/6d/43/1139747487.webp,BAJO D con Jardín  ,11,bj,325000.0,flat,sale,84.0,True,2,2,calle Virgen de Loreto s/n,Madrid,Alcalá de Henares,El Pilar - Bripac,es,,40.5027892,-3.3484395,True,https://www.idealista.com/obra-nueva/102616481/,"La promoción Residencial Loreto, es un proyecto de urbanización privada con viviendas luminosas de 1, 2 y 3 dormitorios, pensadas para vivir cómodamente. Todas ellas con terraza, bajos con jardín y áticos con grandes terrazas. Cuenta además con garaje, piscina en zona verde, área infantil y gimnasio y un plus de sostenibilidad al disponer de amplias ventanas, suelo radiante refrescante, aerotermia y calificación energética A en proceso. Fantásticamente situada en Ciudad del Aire, Alcalá, zona consolidada con todos los servicios donde disfrutar de la tranquilidad del entorno. Muy próxima al Centro Comercial de La Dehesa, la Universidad, Centro Deportivo Wanda-Alcalá, el Real Jardín botánico y el Hospital universitario, y con salida directa a la Autovía A2 que te permite llegar a Madrid en muy poco tiempo.",False,,True,True,False,3869.0,True,False,False,False,[],False,False,325000.0,€,True,True,flat,"El Pilar - Bripac, Alcalá de Henares",Piso en calle Virgen de Loreto s/n,,,,
109130231,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/38/58/1365227194.webp,VT14,14,4,436650.0,flat,sale,121.0,True,3,2,calle PARCELA RC.7.11.5. s/n,Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3725592,-3.5776164,True,https://www.idealista.com/obra-nueva/109130231/,"Mar de Java es un residencial moderno y de diseño ubicado en el nuevo desarrollo Los Berrocales en el sureste de Madrid. Se desarrolla en régimen de cooperativa. Compuesto por viviendas espaciosas de 2 y 3 dormitorios. Luminosas y sostenibles cuentan con aerotermia para maximizar al máximo la eficiencia y el ahorro energético. En esta misma línea el edificio dispondrá de un sistema de ventilación mecánica individual por vivienda, con aireadores, que favorecen la renovación del aire, sin necesidad de abrir las ventanas. Las cocinas se entregarán amuebladas. Hemos diseñado una vivienda que esté a la altura de lo que estás buscando, acogedora, bien distribuida y con una urbanización privada con un único acceso controlado por una conserjería. Cuenta con piscina, zona de solárium ajardinada con muros verdes, y sala social-gourmet, con dotación de office y espacio de coworking. También cuenta con zona estancial con pérgola y área de aparcamiento de bicicletas. Todas las viviendas cuenta con una plaza de garaje y trastero. Las comunicaciones son inmejorables, rápido acceso desde la M-45 y la A-3. Tendrá en el futuro una nueva parada de Metro (línea 9). Muy cercano al centro comercial La Gavia donde contarás con una gran oferta de ocio y a 15 minutos de Madrid. No dudes en llamarnos para conocer el que estamos seguros será tu futuro hogar en Los Berrocales. Entrega prevista para el último trimestre de 2027.",False,newdevelopment,True,True,False,3609.0,True,False,False,False,[],False,False,436650.0,€,True,True,flat,"Los Berrocales, Madrid",Piso en calle Parcela Rc.7.11.5. s/n,,,,
109004020,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/d1/8e/1361423210.webp,109004020,19,1,193000.0,flat,sale,100.0,True,2,1,calle Vieja de Pinto,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3487234,-3.7078874,False,https://www.idealista.com/inmueble/109004020/,"INMUEBLE OKUPADO, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. PROPIO, PEQUEÑO Y GRAN INVERSOR. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, su población es de 3 416 771 habitantes (INE 2024), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,False,,1930.0,False,False,False,False,[],False,False,193000.0,€,,,flat,"Villaverde Alto, Madrid",Piso en calle Vieja de Pinto,,,,
