propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,floor,exterior,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108008798,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/f8/22/1331022536.webp,,20,560000.0,flat,sale,110.0,3,2,avenida Nuevo Mundo s/n,Madrid,Boadilla del Monte,Sector S,es,40.4057495,-3.8884914,True,https://www.idealista.com/inmueble/108008798/,"Agencia inmobiliaria en Boadilla del Monte INMOBILIARIA HOGARES BOADILLA DEL MONTE PRESENTA MAGNIFICO BAJO EN ALTURA DE TRES DORMITORIOS en la zona del Sector S de Boadilla del Monte. Esta acogedora vivienda se distribuye de la siguiente manera: Amplio salón comedor independiente con acceso directo a una terraza de 10 m², cocina completa con tendedero cerrado, tres amplios dormitorios con armarios empotrados de alta capacidad y dos baños completos, uno de ellos en suite junto al dormitorio principal. La vivienda dispone de doble orientación (sur en cocina y zona de descanso y norte en la zona del salón) además, incluye plaza de garaje y trastero.  Se encuentra ubicado en una urbanización privada con piscina, en una de las mejores zonas de Boadilla del Monte, cerca de todo tipo de comercios, zonas verdes y a escasos metros de tren ligero y de las nuevas instalaciones de la Policía Municipal. ¡NO PERDAIS LA OPORTUNIDAD DE VENIR A VISITAR!",True,good,False,5091.0,True,True,False,False,[],False,False,560000.0,€,True,True,flat,,"Sector S, Boadilla del Monte",Piso en avenida Nuevo Mundo s/n,Top,,bj,True,True,,,,
108760315,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/c6/9a/1354436561.webp,PV9164I,51,1310000.0,chalet,sale,335.0,6,5,Barrio Aravaca,Madrid,Madrid,Moncloa,es,40.4561134,-3.7948911,False,https://www.idealista.com/inmueble/108760315/,"Magnífico chalet pareado, para reformar, de 335 m² en parcela de 364 m² en zona residencial de Aravaca, con jardín y piscina privada. Se encuentra en magnífica ubicación, a escasos minutos andando al pueblo, cercana a colegios de prestigio de la zona, restauración y comercio. Bien comunicada por transporte público y con fácil acceso a carreteras principales. Distribución: PLANTA PRINCIPAL: · Hall de entrada. · Aseo de cortesía. · Cocina-office con tendedero. · Salón-comedor con chimenea, comedor y salida al jardín. PLANTA PRIMERA: · Dormitorio principal con baño en suite. · Dos dormitorios cada uno con terraza. · Un dormitorio. · Un baño completo. BUHARDILLA: · Dormitorio con baño en suite. · Zona de estar. · Dos trasteros. PLANTA SÓTANO: · Estar/ sala de juegos. · Dormitorio y baño de servicio. · Trastero. · Sala multiusos con salida al jardín. Garaje para dos coches: uno cerrado y otro en pérgola. Calefacción de gasóleo. Puedes ver más inmuebles en nuestra página web. Entre el Monte del Pardo y la Casa de Campo, y a tan solo 9 kilómetros del centro de Madrid, Aravaca es un lugar privilegiado: ofrece todo lo que un ciudadano necesita en una gran urbe, y además está perfectamente comunicada con la capital gracias a la autopista A-6, la M-500, la M-503 (carretera de Castilla), M-30 y M-40. Cuenta con múltiples instalaciones deportivas, tiendas, restaurantes, academias, institutos, así como con los colegios más prestigiosos de Madrid. Es un área con mucho encanto donde sus 23.000 habitantes disfrutan de las ventajas de vivir en una gran ciudad, y a su vez de la tranquilidad de estar en un pueblo donde pasear, ir de compras caminando, e incluso ir en bici hasta el centro de Madrid o Ciudad Universitaria a través de la Casa de Campo.",True,renew,False,3910.0,True,True,False,False,[],False,False,1310000.0,€,True,True,chalet,semidetachedHouse,"Aravaca, Madrid",Chalet pareado,Top,Aravaca,,,,1370000.0,60000.0,4.0,
107760156,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/2a/4f/1365683866.webp,PV9044I,52,1590000.0,chalet,sale,304.0,4,4,Barrio Aravaca,Madrid,Madrid,Moncloa,es,40.4556936,-3.7920164,False,https://www.idealista.com/inmueble/107760156/,"Exclusivo chalet adosado de 304 m² con jardín y piscina privada en parcela de 307 m², en zona residencial de Aravaca.  En inmejorable ubicación por su cercanía al pueblo y con fácil acceso a carreteras principales. Distribución:  PLANTA PRINCIPAL: · Amplio hall de recibo con aseo de visitas. · Cocina office con acceso directo a la zona de comedor. · Salón/estar con chimenea. · Comedor en dos alturas con salida al porche y jardín con piscina privada. · Zona de lavado/plancha con dormitorio y baño de servicio. PLANTA SUPERIOR: · Dormitorio principal con baño en suite y amplio vestidor (anteriormente un dormitorio). · Dos dormitorios. · Baño completo · Buhardilla diáfana con armario maletero y posibilidad de un baño. Garaje en planta para un coche, con pérgola. Puedes ver más inmuebles en nuestra página web. Entre el Monte del Pardo y la Casa de Campo, y a tan solo 9 kilómetros del centro de Madrid, Aravaca es un lugar privilegiado: ofrece todo lo que un ciudadano necesita en una gran urbe, y además está perfectamente comunicada con la capital gracias a la autopista A-6, la M-500, la M-503 (carretera de Castilla), M-30 y M-40. Cuenta con múltiples instalaciones deportivas, tiendas, restaurantes, academias, institutos, así como con los colegios más prestigiosos de Madrid. Es un área con mucho encanto donde sus 23.000 habitantes disfrutan de las ventajas de vivir en una gran ciudad, y a su vez de la tranquilidad de estar en un pueblo donde pasear, ir de compras caminando, e incluso ir en bici hasta el centro de Madrid o Ciudad Universitaria a través de la Casa de Campo.",True,good,False,5230.0,True,True,False,False,[],False,False,1590000.0,€,True,True,chalet,terracedHouse,"Aravaca, Madrid",Chalet adosado,Top,Aravaca,,,,1625000.0,35000.0,2.0,
107041666,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/5f/b1/1301217464.webp,,31,739900.0,chalet,sale,281.0,4,4,"calle Fernández Caballero, 2",Madrid,Boadilla del Monte,Sector S,es,40.4028325,-3.8849301,True,https://www.idealista.com/inmueble/107041666/,"Agencia inmobiliaria en Boadilla del Monte INMOBILIARIA HOGARES BOADILLA DEL MONTE vende ESPECTACULAR CHALET ADOSADO DE ESQUINA en urbanización SECTOR S de Boadilla del Monte. Esta vivienda de 282m² construidos se distribuye de la siguiente manera: En la planta principal, encontramos un amplio y luminoso salón comedor, una cocina con office y un baño. En la primera planta, encontramos un gran recibidor con armario que da paso a tres amplios dormitorios y dos baños (uno de ellos en suite). La vivienda también cuenta con una buhardilla diáfana que ofrece un espacio multifuncional donde poder crear cualquier espacio adicional. Encontramos también una planta sótano donde encontramos un salón con chimenea, un dormitorio de invitados, un baño y acceso al garaje privado con capacidad para dos vehículos. Contamos con un amplio jardín trasero donde disfrutar de reuniones con familiares y amigos con total intimidad.  La vivienda se construyó en 2001, cuenta con equipos de aire acondicionado con bomba de calor y frio, caldera de gas natural y tres trasteros, dos de ellos ubicados en la buhardilla y otro más en la rampa del garaje. La vivienda se encuentra en urbanización privada que consta de tan solo once vecinos y piscina comunitaria. Esta vivienda se encuentra en un entorno inmejorable, cerca de todo tipo de comercios, colegios, medios de transporte y zonas verdes, además de acceso directo por las autovías principales. ¡NO PERDÁIS LA OPORTUNIDAD DE VENIR A VISITARLO!",True,good,False,2633.0,True,True,False,False,[],False,False,739900.0,€,,,chalet,terracedHouse,"Sector S, Boadilla del Monte","Chalet adosado en calle Fernández Caballero, 2",Top,,,,,,,,
106906461,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/03/6c/1301469754.webp,426406,32,1520000.0,flat,sale,141.0,3,3,calle de la Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,40.4262584,-3.6704166,False,https://www.idealista.com/inmueble/106906461/,"UNICA INMOBILIARIA les presenta esta espectacular vivienda situada en una tranquila zona del barrio de Goya, a estrenar y con los muebles incluidos para que la puedas disfrutar desde el primer día. Vivienda, exterior, donde podrás disfrutar de una increíble luz todo el día. Orientación este.  El inmueble de 141 m², está distribuido en salón con cocina incorporada, tres dormitorios con baño en suite, aseo de cortesía y zona de lavado.  Según accedemos a la vivienda nos encontramos con un amplio salón comedor y dos terrazas, con posibilidad de poner unas mesitas para pasar un rato agradable al aire libre. La zona de estar cuenta con un aseo de cortesía. En la cocina, de diseño y totalmente equipada podemos disfrutar de una decoración elegante y acogedora, perfectamente integrada con el comedor y salón. La zona de descanso cuenta con 3 amplios dormitorios en suite, cada uno de ellos con terraza. Aire acondicionado por conductos y calefacción central, son algunas de las ventajas de las que disfrutar en esta vivienda.  Rodeada de todas las comodidades que presenta el barrio de Salamanca donde residir o invertir es siempre garantía de éxito y comodidad.  En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,10780.0,True,True,False,True,[],False,False,1520000.0,€,,,flat,,"Goya, Madrid",Piso en calle de la Fuente del Berro,Top,Goya,2,True,True,,,,
101450030,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/65/be/1124921589.webp,CG203840,42,1900000.0,chalet,sale,1126.0,5,6,avenida DEL MONTE,Madrid,Santo Domingo,,es,40.6296413,-3.5750381,False,https://www.idealista.com/inmueble/101450030/,"GILMAR Zona Norte presenta una magnífica villa de estilo tradicional, con excepcionales vistas, situada en una ubicación excelente en la urbanización. El chalet, con ascensor, está prácticamente a estrenar y es perfecto para familias que quieren disfrutar de espacios amplios y exprimir el maravilloso jardín de 3.600 m2 con olivos milenarios. La vivienda cuenta con 5 dormitorios, 6 baños y 2 salones. La entrada a la villa se realiza mediante unas preciosas escaleras y desde el hall se accede al salón comedor de doble altura con chimenea, cocina con office, una habitación o despacho y tres dormitorios con baño en suite. La primera planta alberga la master suite con vestidor, baño en suite y terraza privada con dos orientaciones y acceso directo mediante el ascensor. En el sótano se ubica la sala de cine, un amplio salón de juegos con cocina, horno y microondas, con acceso al jardín, y un baño completo. También cuenta con un cuarto de calderas que utiliza gas natural, suministro de agua del canal y de pozo, y aire acondicionado mediante Split en toda la casa. En el jardín hay una construcción exterior con cocina y horno de leña perfecta para celebrar eventos y reuniones con familia y amigos.  Santo Domingo es una lujosa urbanización de Algete situada al margen derecho de la autovía A-1, en el kilómetro 28 sentido Burgos. Esta urbanización privada se encuentra muy próxima al Aeropuerto de Madrid y a tan sólo 15 minutos de la capital. Cuenta con los mejores y más amplios servicios de las urbanizaciones de la zona al disponer del único centro comercial propio con servicios tales como: consultorio médico de la Seguridad Social, oficina de Correos, bancos, farmacia, restauración, veterinario, gimnasio, tiendas diversas además de Club Social, totalmente reformado, con campo de entrenamiento de golf, piscina, escuela de tenis y zona de ocio para niños y adultos. Dispone también de colegios públicos (CEIPS), privados e internacionales (SEK, Trinity College...), residencia para la tercera edad e iglesia.  Su nivel de seguridad es excelente, pues Santo Domingo está dotada con seguridad privada y policía local, así como sistema de cámaras perimetral con control las 24 horas. La oficina de tenencia de alcaldía se encuentra dentro y facilita todos los trámites burocráticos a los residentes, sin necesidad de desplazarse.  Remarcar que es la única urbanización en la actualidad que dispone en su totalidad de servicios de gas natural y doble canalización de agua procedente del Canal de Isabel II y de los pozos propios para riego de jardines y piscinas.  La urbanización de Santo Domingo, en Algete, cuenta con una línea regular de autobús (171) que va al intercambiador de Plaza de Castilla y efectúa paradas en lugares como el metro de San Sebastián de los Reyes y junto al Hospital Público Infanta Sofía, al cual también podemos llegar en 10 minutos en coche."". En Gilmar trabajamos para ofrecer a nuestros clientes las mejores propiedades, con equipos especializados en cada zona para proporcionarles la mejor opción para cubrir sus necesidades de vivienda o inversión, con todas las excelencias y cuidando al máximo los detalles.",True,good,False,1687.0,True,True,False,True,[],False,False,1900000.0,€,True,True,chalet,independantHouse,Santo Domingo,Casa independiente en avenida Del Monte,Top,,,,,,,,
105276550,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/2e/0f/1248636947.webp,426129,37,1690000.0,flat,sale,165.0,3,3,calle de Alcalá,Madrid,Madrid,Barrio de Salamanca,es,40.4265718,-3.6751375,False,https://www.idealista.com/inmueble/105276550/,"Las espectaculares vistas de este inmueble desde una sexta planta te dejaran impactado. Con terraza de 15 metros para disfrutar una de las mejores panorámicas de la ciudad.  Si buscas un inmueble diferenciador en el barrio de Goya, con vistas despejadas, luz a raudales y en edificio emblemático, te invitamos a visitar esta vivienda.  Se trata de un inmueble de 165 m², con terraza lineal de 15 m². Está distribuido en salón con dos ambientes, dos dormitorios dobles, el principal en suite y otro dormitorio individual. Tres baños completos y cocina independiente.  La reforma se realizó hace ocho años y el estado de conservación es impecable.  Al entrar, nos recibe el salón, donde 15 metros de vidriera dejan entrar la luz natural gran parte del día. La altura de los techos y la claridad crean los amplios espacios de toda la vivienda.  El dormitorio principal, con baño en suite y vestidor, disfruta de ventanales en 180ª a la redonda, con vista a las grandes avenidas del barrio de Salamanca. Otro segundo dormitorio doble, con posibilidad de crear un baño en suite se encuentra próximo al principal y a otro baño. Todas las estancias con ventana al exterior.  El área de servicio lo forman una funcional cocina totalmente equipada, con oficio, que gracias a la decoración y dimensiones se convierte en salón-comedor de diario, muy práctico. Localización, vistas, calidad, son los principales activos de esta vivienda en una zona donde cada día crece la demanda en la capital, en el prestigioso barrio de Goya.  A escasos minutos del parque del Retiro, de la zona comercial, y de las salidas a las más importantes arterias de comunicación.  En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,10242.0,True,True,False,True,[],False,False,1690000.0,€,,,flat,,"Goya, Madrid",Piso en calle de Alcalá,Top,Goya,6,True,True,,,,
98137645,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/6f/e0/1003324937.webp,LS175008,37,1100000.0,chalet,sale,337.0,5,4,calle LUNA,Madrid,Santo Domingo,,es,40.6291724,-3.5771417,False,https://www.idealista.com/inmueble/98137645/,"Consulting Inmobiliario Gilmar Santo Domingo vende este chalet Independiente en Santo Domingo de 337 m2 en parcela de 1.800 m2. La vivienda cuenta con unas increíbles vistas y mucha luz por su orientación sur. La casa tiene 3 plantas. Cuenta con 5 dormitorios, 4 baños. La vivienda es muy cómoda ya que el dormitorio principal y otro dormitorio más se encuentran en la planta de entrada. En esta misma planta se encuentra un gran salón con chimenea, cocina con una gran despensa, office y salida directa al jardín. Aseo de cortesía y cuarto de baño completo. Gran porche acristalado con preciosas vistas y un despacho. En la primera planta hay dos dormitorios que comparten un cuarto de baño, uno de ellos con salida a una estupenda terraza y bonitas vistas de la urbanización. En planta baja tiene el garaje privado, zona de juegos, cuarto de baño con jacuzzi y gran bodega distribuida en varios ambientes. Bonito jardín con vistas a la urbanización, piscina con zona de barbacoa, dos trasteros o cuartos de almacenaje, cuarto de instalaciones y leñero. Es una magnífica oportunidad para que con una pequeña inversión transformarla en una magnífica vivienda. En Gilmar contamos con un departamento de obras y reformas, no dudes en pedirnos asesoramiento para ayudarte con lo que necesites. Santo Domingo es una lujosa urbanización de Algete situada al margen derecho de la autovía A-1, en el kilómetro 28 sentido Burgos. Esta urbanización privada se encuentra muy próxima al Aeropuerto de Madrid y a tan sólo 15 minutos de la capital. Cuenta con los mejores y más amplios servicios de las urbanizaciones de la zona al disponer del único centro comercial propio con servicios tales como: consultorio médico de la Seguridad Social, oficina de Correos, bancos, farmacia, restauración, veterinario, gimnasio, tiendas diversas además de Club Social, totalmente reformado, con campo de entrenamiento de golf, piscina, escuela de tenis y zona de ocio para niños y adultos. Dispone también de colegios públicos (CEIPS), privados e internacionales (SEK, Trinity College...), residencia para la tercera edad e iglesia.  Su nivel de seguridad es excelente, pues Santo Domingo está dotada con seguridad privada y policía local, así como sistema de cámaras perimetral con control las 24 horas. La oficina de tenencia de alcaldía se encuentra dentro y facilita todos los trámites burocráticos a los residentes, sin necesidad de desplazarse.  Remarcar que es la única urbanización en la actualidad que dispone en su totalidad de servicios de gas natural y doble canalización de agua procedente del Canal de Isabel II y de los pozos propios para riego de jardines y piscinas.  La urbanización de Santo Domingo, en Algete, cuenta con una línea regular de autobús (171) que va al intercambiador de Plaza de Castilla y efectúa paradas en lugares como el metro de San Sebastián de los Reyes y junto al Hospital Público Infanta Sofía, al cual también podemos llegar en 10 minutos en coche."".",True,good,False,3264.0,True,True,False,True,[],False,False,1100000.0,€,,,chalet,independantHouse,Santo Domingo,Casa independiente en calle Luna,Top,,,,,,,,
103697898,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/70/36/1252856337.webp,CG193314,65,1795000.0,chalet,sale,850.0,5,5,calle ALTA,Madrid,Santo Domingo,,es,40.6357888,-3.5711318,False,https://www.idealista.com/inmueble/103697898/,"GILMAR Zona Norte presenta una villa exclusiva de 850 m2 en parcela de más de 7.000 m2 en la parte alta de la urbanización, con acceso rápido desde la entrada, mucha privacidad e impresionantes vistas. Se trata de una vivienda con una construcción muy sólida y excelentes calidades, con mucha luz, espacios muy amplios, grandes ventanales a los porches y al jardín, diseñado por paisajistas y totalmente consolidado, con grandes árboles, estanque y en el que, además de una magnífica piscina, encontramos una pista de pádel, parque infantil y cancha de baloncesto.  Es una vivienda con mucha personalidad, muy cómoda y perfecta para una vida en familia, con 5 dormitorios y 5 cuartos de baño. La distribución es la siguiente:  En la PLANTA PRINCIPAL, el hall de entrada, salón, jardín interior cubierto, cuarto de estar, comedor, aseo de cortesía, dormitorio de invitados con baño, gimnasio, piscina interior climatizada, sauna, despacho, cocina con despensa y office y cuarto de lavadora. En la PLANTA PRIMERA, 3 dormitorios, 2 cuartos de baño, despacho y el dormitorio principal con vestidor y baño en suite. En la PLANTA SÓTANO, un muy amplio cuarto de juegos, bodega, trastero y garaje para 3 coches.  Santo Domingo es una lujosa urbanización de Algete situada al margen derecho de la autovía A-1, en el kilómetro 28 sentido Burgos. Esta urbanización privada se encuentra muy próxima al Aeropuerto de Madrid y a tan sólo 15 minutos de la capital. Cuenta con los mejores y más amplios servicios de las urbanizaciones de la zona al disponer del único centro comercial propio con servicios tales como: consultorio médico de la Seguridad Social, oficina de Correos, bancos, farmacia, restauración, veterinario, gimnasio, tiendas diversas además de Club Social, totalmente reformado, con campo de entrenamiento de golf, piscina, escuela de tenis y zona de ocio para niños y adultos. Dispone también de colegios públicos (CEIPS), privados e internacionales (SEK, Trinity College...), residencia para la tercera edad e iglesia. Su nivel de seguridad es excelente, pues Santo Domingo está dotada con seguridad privada y policía local, así como sistema de cámaras perimetral con control las 24 horas. La oficina de tenencia de alcaldía se encuentra dentro y facilita todos los trámites burocráticos a los residentes, sin necesidad de desplazarse. Remarcar que es la única urbanización en la actualidad que dispone en su totalidad de servicios de gas natural y doble canalización de agua procedente del Canal de Isabel II y de los pozos propios para riego de jardines y piscinas. La urbanización de Santo Domingo, en Algete, cuenta con una línea regular de autobús (171) que va al intercambiador de Plaza de Castilla y efectúa paradas en lugares como el metro de San Sebastián de los Reyes y junto al Hospital Público Infanta Sofía, al cual también podemos llegar en 10 minutos en coche."".",True,good,False,2112.0,True,True,False,True,[],False,False,1795000.0,€,True,True,chalet,independantHouse,Santo Domingo,Casa independiente en calle Alta,Top,,,,,,,,
107614308,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/89/71/1317652987.webp,M11626V,49,600000.0,flat,sale,57.0,2,1,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,40.4272739,-3.6751514,False,https://www.idealista.com/inmueble/107614308/,"Este acogedor y funcional piso interior, situado en la cuarta planta de una finca clásica bien conservada, ofrece 57 metros cuadrados de espacio inteligentemente distribuido. Con dos dormitorios y un baño, esta propiedad es una opción ideal tanto para inversores como para pequeñas familias que buscan un hogar práctico y bien ubicado en el corazón de Madrid. La distribución eficiente del piso maximiza cada metro cuadrado, ofreciendo un ambiente cómodo y aprovechado. La cocina, aunque compacta, está diseñada para ser funcional, y el salón proporciona un espacio agradable para el descanso y el entretenimiento. La finca cuenta con servicio de portería, lo que añade un extra de seguridad y comodidad. Ubicado en una zona céntrica y bien comunicada, el piso ofrece fácil acceso a todos los servicios esenciales: transporte público, supermercados, colegios y centros de salud. La cercanía a zonas comerciales y de ocio permite disfrutar de la vibrante vida urbana de Madrid, mientras que la ubicación interior del piso garantiza tranquilidad y resguardo del bullicio. Adquirir esta propiedad representa una excelente oportunidad de inversión en una de las zonas más demandadas de Madrid. La funcionalidad del piso, su ubicación privilegiada y el encanto de la finca clásica hacen de esta una opción atractiva para quienes buscan rentabilidad y calidad de vida. En Walter Haus, estamos a su disposición para proporcionarle todos los detalles y acompañarle en el proceso de compra. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",True,good,False,10526.0,True,True,False,True,[],False,False,600000.0,€,True,True,flat,,"Goya, Madrid",Piso en calle del General Díaz Porlier,Top,Goya,4,False,True,,,,
104907013,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/87/80/1237768795.webp,CG191833,57,850000.0,chalet,sale,230.0,4,3,calle del Norte,Madrid,Santo Domingo,,es,40.6438696,-3.5864853,False,https://www.idealista.com/inmueble/104907013/,"GILMAR zona Norte presenta esta original vivienda, la construcción canadiense tiene unos 200 metros construidos sobre parcela de 1.600m2 con un jardín muy consolidado y piscina. Se trata de una vivienda que se puede actualizar y ampliar ubicada en una muy buena localización dentro de la urbanización Santo Domingo con mucha privacidad.  La planta principal de la casa canadiense tienen un hall, cocina, salón comedor con salida directa al jardín, dos dormitorios y dos baños completos. Mediante una escalera se accede a una planta inferior donde se dispone un salón con salida directa la piscina y un cenador cubierto, un dormitorio con cuarto de baño en suite, despacho, cuarto de baño y trastero de gran capacidad. La planta inferior tiene el exterior de piedra.  Hay que destacar la magnifica situación de la parcela con acceso directo a zona de bosque, es sin duda una oportunidad única de adquirir una vivienda en una urbanización de lujo en Madrid. Santo Domingo es una lujosa urbanización situada al margen derecho de la autovía A-1, en el kilómetro 28 sentido Burgos. Esta urbanización se encuentra muy próxima al Aeropuerto de Madrid y a tan sólo 15 minutos de la capital. Cuenta con los mejores y más amplios servicios de las urbanizaciones de la zona al disponer del único centro comercial propio con servicios tales como: consultorio médico de la Seguridad Social, centro médico privado con diversas especialidades, clínica dental, estanco, oficina de Correos, bancos, farmacia, restaurantes y cafeterías, veterinario, gimnasio, peluquerías y tiendas diversas además de Club Social con campo de entrenamiento de golf, piscina, escuela de tenis y zona de ocio para niños y adultos. Dispone también de un colegio público (CEIPS), privados e internacionales (SEK, Trinity College... ), residencia para la tercera edad e iglesia. Su nivel de seguridad es excelente, pues Santo Domingo está dotada con seguridad privada y policía local, así como sistema de cámaras perimetral con control las 24 horas. La oficina de tenencia de alcaldía se encuentra dentro y facilita todos los trámites burocráticos a los residentes, sin necesidad de desplazarse. La urbanización dispone de doble canalización de agua procedente del Canal de Isabel II y de los pozos propios para riego de jardines y piscinas. Situada escasos minutos del Hospital Público Infanta Sofía. Cuenta con parada de autobús de línea regular (171) directo a Plaza Castilla y San Sebastián de los Reyes. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles.",True,good,False,3696.0,True,True,False,True,[],False,False,850000.0,€,True,True,chalet,independantHouse,Santo Domingo,Casa independiente en calle del Norte,Top,,,,,,,,
107022842,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/4b/7a/1304111923.webp,M20759V,55,2100000.0,flat,sale,274.0,6,3,calle de Covarrubias,Madrid,Madrid,Chamberí,es,40.430759,-3.6988516,False,https://www.idealista.com/inmueble/107022842/,"Descubra esta vivienda de lujo, un piso totalmente exterior de situado en una de las calles más prestigiosas de Chamberí. Con una distribución cuidada y funcional, la propiedad ofrece siete amplios huecos a la calle que llenan cada rincón de luz natural, creando un ambiente cálido y acogedor. El espacio se organiza en un elegante hall de entrada que conecta con un salón amplio y un despacho ideal para trabajar desde casa. El pasillo, amplio y cómodo, conduce a cuatro dormitorios, uno de ellos de servicio, y tres baños completos. La cocina, completamente equipada, incluye office y despensa, ofreciendo todo lo necesario para disfrutar de la máxima comodidad. Además, cuenta con una plaza de garaje y acceso a aparcamiento para residentes, un lujo añadido en la zona. Ubicado en una de las mejores zonas de Chamberí, esta propiedad combina tranquilidad y exclusividad con la proximidad a servicios de primer nivel, boutiques de lujo, restaurantes y excelentes conexiones de transporte. En Walter Haus, nos enorgullece presentar propiedades que ofrecen un estilo de vida excepcional. Este piso no solo es un lugar para vivir, sino una inversión en calidad de vida. Contáctenos para más información y descubra su próximo hogar. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",True,good,False,7664.0,True,True,False,True,[],False,False,2100000.0,€,True,False,flat,,"Trafalgar, Madrid",Piso en calle de Covarrubias,Top,Trafalgar,1,True,True,,,,35000.0
