propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,floor,exterior,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
104613472,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/86/47/1259287189.webp,M20611V,51,2400000.0,flat,sale,227.0,3,3,calle de Francisco de Rojas,Madrid,Madrid,Chamberí,es,40.4272548,-3.7002817,False,https://www.idealista.com/inmueble/104613472/,"Vivienda totalmente reformada y amueblada que cuenta con balcones. Descubra una joya arquitectónica en el corazón de Chamberí con esta propiedad exclusiva presentada por Walter Haus. Ubicada en un emblemático edificio modernista, esta vivienda reformada ofrece una experiencia de vida incomparable. Construido en 1901 y renovado en 2020, el edificio se distingue por su singularidad arquitectónica y su ubicación privilegiada. Con una superficie de 227 m², esta residencia deslumbra con un amplio salón comedor, tres balcones con vistas a la calle, tres dormitorios en suite, un aseo de cortesía y una cocina completamente equipada. La finca, restaurada y libre de barreras arquitectónicas, brinda comodidades adicionales como ascensores amplios, servicio de portero y áreas comunes que incluyen gimnasio y gastroteca. Al entrar, una cocina oculta ofrece un ambiente pulcro y elegante, equipada con electrodomésticos de alta gama y detalles de lujo, como una nevera para vinos. El salón, inundado de luz natural, destaca por sus balcones adornados con rejería modernista y techos grabados con motivos florales. Las habitaciones ofrecen baños privados en suite, con el dormitorio principal incluyendo un espectacular balcón con vista a la fachada principal y un amplio vestidor. Esta residencia se entrega completamente amueblada con muebles de diseño exclusivo, agregando un toque de distinción a cada espacio. Situado en una de las esquinas más emblemáticas de Chamberí, este piso está rodeado de una vibrante oferta de ocio, moda y restaurantes. Experimente lo mejor del lujo urbano en este enclave exclusivo. En Walter Haus, hacemos realidad sus sueños de hogar. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",True,good,False,10573.0,True,True,False,True,[],False,False,2400000.0,€,,,flat,,"Trafalgar, Madrid",Piso en calle de Francisco de Rojas,Top,Trafalgar,3,True,True,,,,
105122568,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/e9/1e/1244851987.webp,426106,62,3600000.0,flat,sale,379.0,5,4,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4263018,-3.6696419,False,https://www.idealista.com/inmueble/105122568/,"ÚNICA Inmobiliaria ofrece esta espectacular vivienda de 379 m² con reforma de lujo. El portal está protegido y es único en su estructura.  En la reforma se han empleado las máximas calidades, además de un diseño genuino, que podemos apreciar en la originalidad de las puertas, interruptores de luz, molduras y otros muchos detalles que dan muestra de la exquisitez con la que se ha decorado.  Los 379 m² se han distribuido en amplio hall, salón principal, 5 dormitorios, cocina independiente, salón-estar o comedor, cuatro baños, aseo de cortesía, y zona de lavado.  La orientación sur del edificio permite que sea muy luminoso gran parte del día, y tanto las estancias a la calle principal, como las posteriores, disfrutan de luz natural.  Al entrar en la vivienda se respira un aire de confortabilidad muy agradable, donde los espacios han sido estudiados con detalle para dar privacidad a las distintas áreas de la vivienda.   El salón principal tiene dos grandes huecos de luz, uno de ellos con terraza a la calle principal.  El área de descanso lo forman 4 dormitorios dobles, dos de ellos en suite, y con vestidor, y el principal con una coqueta terraza.  La parte posterior de la vivienda, donde se ubica la zona de servicio- una gran cocina, que puede separarse del segundo comedor o sala de estar, un espacio luminoso que asoma a una tranquila calle arbolada.  Magnífica ubicación en el emblemático barrio de Salamanca, zona que conserva intacto el aire aristocrático que podemos contemplar en sus grandes aceras, elegantes edificios y construcciones históricas y a un paso de las tiendas más exclusivas y prestigiosas. La tranquilidad, la magnífica arquitectura y la variedad de servicios convierten esta zona en una de las más selectas y prestigiosas de la capital. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,9499.0,True,True,False,True,[],False,False,3600000.0,€,,,flat,,"Goya, Madrid",Piso en calle de Goya,Top,Goya,3,True,True,,,,
104370038,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/da/2a/1219901439.webp,CG203335,63,1900000.0,chalet,sale,471.0,5,5,paseo del Embajador,Madrid,Ciudalcampo,,es,40.6138085,-3.6178558,False,https://www.idealista.com/inmueble/104370038/,"GILMAR zona Norte, presenta esta extraordinaria villa de 480 metros con piscina que se caracteriza por la calidad y espectacularidad de su construcción, su magnífico jardín y las extraordinarias vistas ya que linda con el Parque Regional de la Cuenca Alta del Manzanares. La vivienda se asienta sobre un terreno de más de 5.000 m2. El acceso a la misma es imponente, en lo alto de la parcela donde nos reciben unas escaleras que dan paso a la vivienda. El estado de conservación del chalet es impecable.  Desde la planta principal el hall nos da acceso a las siguientes estancias: Biblioteca/despacho, Salón con chimenea y salida directa al porche, Comedor también con salida directa al porche, Cocina de gran tamaño con office, habitación de servicio con baño, zona de lavado y plancha, Aseo de Cortesía y acceso directo al garaje cerrado para dos coches La zona privada se ubica en la planta superior donde hay cuatro dormitorios. La master suite cuenta con sala de estar, vestidor y baño en suite. El segundo dormitorio cuenta con vestidor y baño en suite. Las otras dos habitaciones (una de ellas con chimenea) comparten otro baño más. Esta planta tiene dos terrazas, la de invierno con vistas al Parque Regional de la Cuenca Alta del Manzanares y la de verano que permite contemplar la sierra de Madrid. La vivienda cuenta también con 3 zonas de almacenaje/trastero. La urbanización Ciudalcampo es una de las mejores zonas residenciales de Madrid. Se ubica en un excepcional emplazamiento dentro del Parque Regional de la Cuenca Alta del Manzanares, perteneciente a los municipios de San Sebastián de los Reyes y Colmenar Viejo. Vivir en Ciudalcampo es acceder a un entorno privilegiado y con impresionantes vistas a la sierra norte de Madrid en el que se mantiene el equilibrio entre el desarrollo urbanístico y la conservación del medio natural. El acceso es cómodo, rápido y directo en el Km 28 de la A1. Próxima al aeropuerto de Madrid Barajas, IFEMA y a parque empresarial con múltiples empresas multinacionales, y a tan solo 10 minutos de uno de los mejores hospitales de la zona Norte el Hospital Infanta Sofía. Ciudalcampo dispone de excepcionales dotaciones y servicios dentro de la propia urbanización: Colegio internacional SEK, Club deportivo RACE (Golf, Pádel, Tenis, Piscina, Gimnasio, Hípica, Fútbol), Servicio regular de autobuses a Madrid e interno dentro de la propia urbanización, Oficina de correos y Centro Comercial Santo Domingo. Además de 6,5Km de circuito físico para la práctica de deporte al aire libre y 41km de viales con tráfico limitado a la propia urbanización, ideales para los amantes de paseos en plena naturaleza. Cuenta, además, con un sistema de cámaras y vallado perimetral con servicio de seguridad 24 horas, patrullas de vigilancia y control de barrera a la entrada.",True,good,False,4034.0,True,True,False,True,[],False,False,1900000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en paseo del Embajador,Top,,,,,,,,
107447104,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/4e/68/1312886506.webp,52144,36,3900000.0,flat,sale,539.0,5,5,calle del Doctor Fleming,Madrid,Madrid,Chamartín,es,40.4562382,-3.688258,False,https://www.idealista.com/inmueble/107447104/,"Lucía Suárez-Zuloaga de GV | NUEVA ESPAÑA comercializa el siguiente inmueble: Espectacular vivienda de lujo de 539 metros cuadrados, recién reformada. La reforma ha sido realizada por un prestigioso estudio de arquitectura que con la calidad de los materiales utilizados, cuidado del detalle, gran luminosidad, amplitud de espacios y ubicación, convierte a esta vivienda en única.  Aire acondicionado frio/calor por conductos, aislamiento térmico y acústico muy alto debido a la calidad de los cerramientos. Sistema de domótica avanzada, climatización, persianas, seguridad. Dos plazas de garaje con opción a dos mas. Trastero.  Portero. Distribución: Hall distribuidor. Cuarto de baño de invitados. Dos salones muy amplios con chimenea a doble cara y comedor que comunican con una estupenda terraza de 90 metros cuadrados. La terraza cuenta con comedor, barbacoa y toldos móviles. El comedor interior tiener acceso a la cocina, acristalada y equipada con electrodomésticos de alta gama. Despensa y lavandería independientes con zona de plancha. Cuarto de dormir principal con cuarto de baño y vestidor en suite que comunica con un despacho-salón. Un cuarto de dormir con cuarto de baño en suite. Dos cuarto de dormir que comparten vestidor y cuarto de baño. Habitación de servicio con cuarto de baño y entrada independiente. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",True,good,False,7236.0,True,True,False,False,[],False,False,3900000.0,€,True,True,flat,,"Bernabéu-Hispanoamérica, Madrid",Piso en calle del Doctor Fleming,Top,Bernabéu-Hispanoamérica,1,True,True,,,,
109053846,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/ef/51/1362890530.webp,W-02W40Q,33,1790000.0,flat,sale,177.0,3,2,calle Mayor,Madrid,Madrid,Centro,es,40.4159262,-3.7123965,False,https://www.idealista.com/inmueble/109053846/,"Propiedad con 7 balcones en esquina en Palacio Engel & Völkers presenta esta magnífica propiedad con siete balcones en esquina situada en el corazón del Madrid de los Austrias. Ubicada en un edificio clásico de 1.880 muy bien conservado del señorial barrio de Palacio, la propiedad ha sido totalmente reformada respetando su esencia e historia. Traspasado el umbral, la zona pública se articula en torno a la cocina que, aunque independiente, se conecta visualmente con el primero de los dos salones de la propiedad para recibir la luz de sus dos amplios balcones con vistas privilegiadas. Totalmente equipada y amueblada, dispone de una práctica zona de comedor de diario. La zona de día se completa con un segundo salón, abierto visualmente al primero, que cuenta con otros dos balcones, en este caso, en esquina.  El área privada cuenta con tres dormitorios, todos ellos con balcón con cuarterones y contraventanas, a una de las tranquilas calles del Madrid de los Austrias. Destacar las dimensiones del dormitorio principal, que dispone de un amplio vestidor con capacidad de almacenamiento de suelo a techo y un espacioso baño en suite, con cómoda zona de ducha independiente y luz natural. Un segundo baño completa esta zona. La propiedad dispone de aire acondicionado por conductos, calefacción por suelo radiante, y de trastero en cubierta.  Una propiedad en suma tremendamente atractiva tanto para inversores, como para quienes quieran vivir en pleno casco histórico de Madrid, a escasos minutos andando de algunos principales centros de interés de la capital, pero próximos a zonas verdes y despejadas. La propiedad se encuentra situada a escasos metros de la Plaza de la Villa y cerca de la Catedral de la Almudena y del Palacio Real de Madrid, en la que es una de las vías más antiguas de la Villa de Madrid. Además de estar rodeada de edificios señoriales, en sus alrededores no faltan los espacios verdes y las áreas con vistas despejadas, algo que la dota de una gran calidad. Su excelente ubicación cuenta con varias líneas de autobuses, además de numerosas paradas de taxi. El barrio tiene una variada dotación comercial, en la que predominan los establecimientos tradicionales que aún conservan la esencia de su pasado, y en la que encontramos igualmente una importante dotación hotelera, en la que los hoteles de lujo cohabitan con otros para presupuestos más ajustados. La oferta gastronómica sigue la misma tónica, con locales de formato más tradicional junto aquellos que ofrecen un perfil más internacional. Un agradable paseo nos permitirá disfrutar de algunas de las principales opciones culturales de la ciudad, cómo los mencionados, la Catedral de la Almudena y el Palacio Real, de la oferta museística de la Galería de las Colecciones Reales o de la historia de Plazas como la de la Villa, la de Oriente o la de Ramales. En definitiva, una ubicación imbatible para disfrutar del Madrid histórico.",True,good,False,10113.0,True,True,False,False,[],False,False,1790000.0,€,,,flat,,"Palacio, Madrid",Piso en calle Mayor,Top,Palacio,3,True,True,,,,
108569015,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/2a/ed/1348718333.webp,1020005,44,2150000.0,chalet,sale,726.0,7,7,Norte 28120,Madrid,Santo Domingo,,es,40.6340474,-3.5786162,False,https://www.idealista.com/inmueble/108569015/,"Cristina Torras de GV | CIUDALCAMPO comercializa el siguiente inmueble: ESPECTACULAR! En la urbanización de Santo Domingo, esta vivienda independiente destaca por su distribución en una sola planta y por las vistas abiertas a la sierra desde el salón principal, que recibe con un gran ventanal al jardín, la piscina infinita y el paisaje de fondo. La orientación y el diseño hacen que la luz y el entorno se integren en cada espacio. Sobre una parcela de 3.731 m² con un jardín consolidado de más de 3.000 m², la vivienda principal ocupa 726 m² construidos.  Toda en una sola planta, con vistas abiertas a la sierra nada más entrar. Salón con ventanal al jardín y piscina infinity, cinco dormitorios con baño en suite, apartamento independiente y más de 3.000 m² de parcela. Ubicada en una de las zonas residenciales más consolidadas del norte de Madrid, con control de accesos, buena comunicación por la A-1 y colegios de prestigio a pocos minutos. Una vivienda funcional y elegante, con vistas, privacidad y un jardín para disfrutar todo el año. Distribución: Cuenta con un dormitorio principal con vestidor y baño en suite, además de otros cuatro dormitorios, también con baño en suite, dos de ellos con acceso directo al jardín y a la zona de piscina. A esto se suman un dormitorio de servicio con su propio baño y un apartamento independiente con salón, cocina, dormitorio y baño. La casa incluye dos salones amplios, con zonas diferenciadas para estar y recibir, y una cocina generosa con espacio de oficina. Todos los espacios están pensados para vivir cómodamente, sin escaleras ni desniveles, con amplitud y privacidad. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",True,good,False,2961.0,True,True,False,False,[],False,False,2150000.0,€,True,True,chalet,independantHouse,Santo Domingo,Casa independiente en Norte 28120,Top,,,,,,,,
107035885,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/75/0a/1317602523.webp,LO-204908 ,32,1395000.0,penthouse,sale,218.0,3,3,calle de Dulce Chacón,Madrid,Madrid,Hortaleza,es,40.4843178,-3.670734,False,https://www.idealista.com/inmueble/107035885/,"Gilmar Moraleja Consulting te invita a descubrir el hogar de tus sueños en el corazón de Sanchinarro, este impresionante tríplex te ofrece vistas inigualables al skyline de Madrid desde su exclusiva terraza de 50 m², que además cuenta con una piscina privada para disfrutar de momentos únicos. Situado en una de las urbanizaciones más prestigiosas de Dulce Chacón, este piso destaca por su gran salón comedor con múltiples ambientes y una cocina modernizada, perfecta para los amantes de la gastronomía. La planta principal también dispone de un aseo de cortesía, ideal para visitas. En la zona de descanso encontrarás un despacho y dos dormitorios, incluyendo un dormitorio principal con baño en suite y amplias zonas de almacenaje, antiguamente esta planta eran tres dormitorios. En el ático, una zona polivalente te espera para adaptarse a tus necesidades, ya sea como sala de juegos, estudio o gimnasio y a traves de ella se accede a la terraza con piscina privada de mas de 50 m2 con vistas despejadas y espectaculares a Madrid. Además, la urbanización ofrece comodidades como piscina comunitaria, praderas verdes y un gimnasio. Con dos plazas de garaje y trastero, tendrás espacio suficiente para todo. Ubicado en un entorno residencial con fácil acceso a comercios, colegios y transporte público, este tríplex es la combinación perfecta de lujo y comodidad. ¡No pierdas la oportunidad de vivir en uno de los lugares más codiciados de Madrid!",True,renew,False,6399.0,True,True,False,False,[],False,False,1395000.0,€,True,True,flat,penthouse,"Virgen del Cortijo - Manoteras, Madrid",Ático en calle de Dulce Chacón,Top,Virgen del Cortijo - Manoteras,4,True,True,,,,
108536620,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/29/16/1350282617.webp,11270,30,2390000.0,chalet,sale,350.0,5,6,calle de San Enrique de Ossó,Madrid,La Moraleja,Encinar de los Reyes,es,40.5006237,-3.6363901,False,https://www.idealista.com/inmueble/108536620/,"Leticia Monreal de GV | LA MORALEJA comercializa el siguiente inmueble: Maravilloso chalet pareado, reformado y acabados en primeras calidades. Ubicado en urbanización privada con zonas verdes, piscina infantil y de adultos, sala social, parque infantil y vigilancia 24h.  Distribución:  Planta calle: -Cocina equipada con electrodomésticos de primera línea y área de office. -Aseo de cortesía para invitados. -Amplio salón comedor, muy luminoso por contar con ventanales al jardín. Salida a la zona ajardinada con césped natural.  -Piscina privada, área de tumbonas con una cama balinesa y juego de mobiliario de exteriores.  -Zona de barbacoa con comedor para 6 personas.  Primera planta: -Habitación doble con armarios empotrados y salida a pequeña terraza. -Habitación doble con armarios empotrados y un ventanal.  -Cuarto de baño completo con bañera para dar servicio a la habitación. -Habitación doble, amplia, con armarios empotrados. Con salida a terraza. En suite con cuarto de baño doble con ducha y bañera. Segunda planta: -Buhardilla con área de televisión  -Cuarto de baño completo con ducha -Salida a terraza con juego de banco y mesa de exteriores.  Área de sótano: Garaje amplio con espacio para dos coches grandes Una habitación en suite con cuarto de baño completo con ducha y salida a pequeña terraza  Habitación amplia (25m2) con armarios empotrados.  Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",True,good,False,6829.0,True,True,False,False,[],False,False,2390000.0,€,True,True,chalet,semidetachedHouse,"Encinar de los Reyes, La Moraleja",Chalet pareado en calle de San Enrique de Ossó,Top,,,,,,,,
108365071,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/46/67/1346441707.webp,11240,47,2790000.0,chalet,sale,405.0,5,6,calle del Camino Ancho,Madrid,La Moraleja,El Soto de la Moraleja,es,40.5296149,-3.6274749,False,https://www.idealista.com/inmueble/108365071/,"Cristina Torras de GV | MORALEJA comercializa el siguiente inmueble: Exclusiva vivienda independiente situada en urbanización tranquila. Combina diseño moderno, amplios espacios y una excelente distribución en tres plantas. Diseñada para el máximo confort y funcionalidad. Destacar su luminosidad y diseño contemporáneo.  Asimismo cuenta con un jardín consolidado con árboles maduros que ofrecen privacidad y serenidad, así como una piscina privada reformada recientemente, ideal para disfrutar en cualquier época del año. También recalcar su buena ubicación, ya que está próxima a colegios de prestigio, transporte público y con fácil acceso a las principales vías de comunicación, la convierte en una opción ideal para familias que buscan privacidad y calidad de vida. Detalles adicionales: - Calefacción individual por gas natural y aire acondicionado frío/calor con control por zonas. - Persianas automáticas de seguridad. - Iluminación exterior centralizada. - Esta vivienda combina modernidad y confort en un entorno exclusivo. Su diseño innovador y su entorno único garantizan una experiencia inigualable para quienes valoran el buen gusto y la calidad de vida. Distribución:  Planta principal: - Elegante hall de entrada que conecta con un amplio y luminoso salón-comedor con ventanales de suelo a techo y acceso directo al jardín y al porche. - Moderna cocina equipada con isla central, mobiliario de alta calidad y acceso a un comedor exterior. - Dormitorio principal en suite con vestidor, baño privado y salida directa al jardín. - Aseo de cortesía. Primera planta: - Dos dormitorios espaciosos que comparten un baño completo. - Dormitorio principal con baño en suite y armarios empotrados. - Despacho abierto con vistas al salón, ideal para teletrabajo o estudio (posibilidad de convertirlo en un cuarto dormitorio). Planta semisótano: - Espaciosa zona de ocio con luz natural y salida al jardín trasero, perfecta para sala de juegos o cine en casa. - Bodega con temperatura controlada. - Dormitorio de servicio con baño privado. - Lavandería independiente. - Garaje con capacidad para dos vehículos y espacio exterior adicional para aparcamiento. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",True,good,False,6889.0,True,True,False,False,[],False,False,2790000.0,€,True,True,chalet,independantHouse,"El Soto de la Moraleja, La Moraleja",Casa independiente en calle del Camino Ancho,Top,,,,,,,,
106799792,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/68/0c/1300486906.webp,101001,49,2450000.0,chalet,sale,1253.0,8,6,avenida del Palomar,Madrid,Fuente del Fresno,,es,40.5876948,-3.598323,False,https://www.idealista.com/inmueble/106799792/,"Cristina Torras de GV | FUENTE DEL FRESNO comercializa el siguiente inmueble: Obra maestra de la arquitectura brutalista con vistas inigualables en la avenida del Palomar Ubicada en una parcela exclusiva de más de 4.000 m², esta excepcional residencia, diseñada por los renombrados arquitectos Antonio Miró y Javier de Mesones, representa un equilibrio perfecto entre arte, funcionalidad y entorno natural. Arquitectura y diseño: Esta vivienda es un referente del estilo brutalista, construida en hormigón blanco y con carpintería en abeto de Oregón. Su diseño simétrico y vanguardista, con una imponente escalera elevadiza de acceso, rinde homenaje a las antiguas fortalezas y garantiza exclusividad y seguridad. Las terrazas de 200 m² envuelven la casa y ofrecen vistas panorámicas, integrando a la perfección el interior con el paisaje. Su gran luminosidad, proporcionada por ventanas de suelo a techo, y los detalles en madera noble crean un ambiente cálido y confortable. Características principales: Superficie: 1.253 m² construidos, 980 m² útiles, distribuidos en 3 plantas. Dormitorios: 8 habitaciones. Baños: 6 completos. Salones: 2 espacios elegantes, uno con chimenea y bar. Espacios y comodidades excepcionales: Piscina exterior privada. Gimnasio y sauna con baños independientes. Bodega habitable con salón y cocina. Barbacoa y horno de Perihuela en el jardín. Garaje interior para 2 coches y 6 plazas exteriores. Hórreo centenario, un elemento arquitectónico singular en la parcela. Arboleda madura que garantiza privacidad y belleza natural. Ubicación privilegiada: Situada en la prestigiosa urbanización Fuente del Fresno (Km 23, A1), esta propiedad goza de un acceso inmejorable a Madrid, a solo 18 minutos en taxi y 25 minutos en autobús. La zona cuenta con seguridad las 24 horas e instalaciones exclusivas como club social, restaurante y zonas deportivas. Personalización y potencial: Si bien la vivienda mantiene su estructura y diseño en excelente estado, requiere actualización en cocina, baños y tejado, brindando la oportunidad de adaptarla a las necesidades y gustos del comprador. Esta es una oportunidad única para adquirir una de las propiedades más icónicas de Fuente del Fresno. Descubre el lujo de la arquitectura brutalista y deja que esta obra maestra te conquiste. Contáctanos para más información o para agendar una visita. Distribución:  Tamaño: 1,253 m² construidos, 980 m² útiles, distribuidos en 3 plantas. Habitaciones: 8 espaciosas habitaciones. Baños: 6 completos. Salones: 2 elegantes salones, uno con chimenea y bar. Instalaciones únicas: Piscina exterior  Gimnasio y sauna con baños independientes. Bodega habitable con salón y cocina. Barbacoa y horno de perihuela en el jardin  Garaje interior para 2 coches y 6 plazas exteriores. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",True,renew,False,1955.0,True,True,False,False,[],False,False,2450000.0,€,True,True,chalet,independantHouse,Fuente del Fresno,Casa independiente en avenida del Palomar,Top,,,,,,,,
107380141,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/32/f5/1312802594.webp,W-02XNH3,21,2500000.0,flat,sale,300.0,4,3,calle de María de Molina,Madrid,Madrid,Barrio de Salamanca,es,40.4363513,-3.67944,False,https://www.idealista.com/inmueble/107380141/,"Magnífica propiedad para reformar Engel & Völkers presenta una magnífica propiedad en Lista, un lienzo en blanco para diseñar tu hogar en la mejor zona de Barrio Salamanca. Con 300 m² construidos y 230 m² útiles, necesita reforma integral, ofreciendo espacio para crear 4 o 5 habitaciones según tus necesidades, ideal para familias grandes o para compartir. Además, cuenta con garaje en finca y trastero, ambos incluidos en el precio. Una oportunidad única para personalizar cada rincón a tu gusto. Este piso está ubicado en el barrio de Lista que pertenece al distrito de Salamanca. Este es uno de los barrios madrileños de mayor demanda. Se trata de una zona residencial rodeada de palacetes, embajadas y los mejores restaurantes de Madrid. Se encuentra junto a la zona comercial por excelencia ""la Milla de Oro"" en la calle Ortega y Gasset a la que llegamos dando un paseo de tan solo unos minutos. Este barrio debe su nombre a D. José de Salamanca y Mayol, Marqués de Salamanca. Este distinguido arquitecto fue quien planificó los espacios concibiendo el barrio de Salamanca como un entramado de preciosas calles paralelas y perpendiculares donde se alojó la burguesía de la época. Actualmente, es una zona residencial con gran demanda entre las élites políticas, financieras y directivos de compañías nacionales e internacionales.",True,renew,False,8333.0,True,True,False,True,[],False,False,2500000.0,€,True,True,flat,,"Lista, Madrid",Piso en calle de María de Molina,Top,Lista,2,True,True,,,,
108025599,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/05/79/1331553965.webp,W-02ZMI3,45,995000.0,chalet,sale,364.0,4,4,calle Perales,Madrid,Villaviciosa de Odón,El Bosque,es,40.3900436,-3.9189415,False,https://www.idealista.com/inmueble/108025599/,"Espectacular chalet independiente en El Bosque Engel & Völkers presenta un fabuloso chalet independiente en una calle tranquila, fondo de saco. En la Urbanización El Bosque, cercana a Boadilla del Monte. Esta maravillosa vivienda, de 428m2 construidos, 364 útiles, situada en una parcela de más de 2272 m2, un oasis de tranquilidad y elegancia, está diseñada en estilo castellano-toledano. La calidad y robustez de la construcción se aprecia tanto en el exterior como en el interior. La valla exterior esta rematada en piedra de una cantera leonesa. Las maderas interiores y exteriores son de castaño de la Peña de Francia, madera de iroko africano (eterno) en las ventanas y puertas macizas fabricadas por un artesano toledano. El zaguán o entrada se eleva hasta el último piso con escalera descansada y amplia barandilla de forja artística, cuenta con 3 amplios dormitorios incluyendo una suite principal con un gran cuarto de baño en mármol travertino de Porcelanosa, y zona de vestidor. Amplia cocina revestida con cerámica Natucer de la más alta calidad, cocina de hierro Hergom, columna de ladrillo para hornos e iluminación natural; esta cocina hará las delicias de los amantes de la gastronomía. Además, hay una zona de almacén y lavandería. Toda la casa cuenta con suelo radiante por agua, de barro cocido, que puede adaptarse para aerotermia, distribuido en cuatro controles térmicos independientes. El salón es luminoso y acogedor, con chimenea de leña, vigas de madera de castaño, con salida directa a jardín. Exclusivo diseño, con carácter y personalidad. Dispone de una amplia y luminosa zona abuhardillada, espacio polivalente, con posible transformación en dos dormitorios, con baño incluido. El jardín consolidado, con vistas a la sierra, típico jardín mediterráneo, con preciosas encinas; diseñado con técnicas de jardín inglés, con colección de más de 100 rosales importados del Reino Unido. Piscina con clorador salino y focos de colores cambiantes por programador que invita a disfrutar del buen tiempo, además de un discreto, spa de la marca Sundance (nº 1 en USA). El jardín cuenta con zona de barbacoa y caseta-bar. Trastero almacenaje, aperos. Al entrar, nos encontramos con plantas aromáticas con árbol laurel y una fuente de mármol de La Zubia. La orientación norte, sur, este y oeste garantiza una excelente iluminación natural durante todo el día. Construida en 2005 y en perfecto estado de conservación, esta casa ofrece todas las comodidades modernas sin renunciar al encanto de lo tradicional, dispone de garaje con puerta automática. El diseño personalizado y exclusivo hacen de esta propiedad una gran inversión a un precio muy adecuado. Entorno privilegiado con todas las comodidades a su alcance. La urbanización que dispone de vigilancia las 24 horas. Excelente ubicación en una calle sin tránsito y tranquila en fondo de saco, Urbanización El Bosque que pertenece a Villaviciosa de Odón, aunque muy cerca de Boadilla del Monte. Con todos los servicios necesarios, la urbanización cuenta con vigilancia las 24 horas. Cerca del Colegio Ágora Internacional, las instalaciones del Centro Oficial de la Liga y de la NBA en España, de la Universidad Europea de Madrid, campo de Golf y zona comercial con restaurantes, supermercados, farmacia, cafeterías, veterinario, y parroquia. Dos ambulatorios en casco urbano así como hospitales cercanos. Al municipio se accede desde la carretera M-501, Km 6-9 y desde la carretera M-50. Limita con los términos municipales de Boadilla del Monte, Villanueva de la Cañada, Brunete, Sevilla la Nueva, Móstoles, Alcorcón y Navalcarnero. Transporte público de autobús a pocos metros con paradas en Príncipe Pío y Cercanías de Móstoles. Mejorada también la conexión de transporte de Villaviciosa de Odón con la estación Colonia Jardín.",True,good,False,2734.0,True,True,False,True,[],False,False,995000.0,€,True,True,chalet,independantHouse,"El Bosque, Villaviciosa de Odón",Casa independiente en calle Perales,Top,,,,,,,,
