propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108995075,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/c4/bb/1361158603.webp,VTCH-9635,26,82000.0,chalet,sale,500.0,2,1,españa s/n,Madrid,Algete,es,40.5964617,-3.5016452,True,https://www.idealista.com/inmueble/108995075/,"Parcela en Algete (Madrid) con preciosa casa prefabricada, energía solar y agua de pozo Oportunidad única en Algete: parcela de unos 500 m² con encantadora casa prefabricada lista para entrar a vivir o disfrutar como segunda residencia.  Energía 100% independiente: luz mediante placas solares.  Agua propia: pozo en funcionamiento.  Excelente acceso desde carretera principal.  Entorno tranquilo y natural, ideal para desconectar sin renunciar a la cercanía a Madrid. Perfecta para quienes buscan vivir de forma sostenible, disfrutar del aire libre y contar con su propio espacio en plena naturaleza. � Ubicación privilegiada: a pocos minutos del centro de Algete, con todos los servicios cerca. ¡Visítala y enamórate de tu nuevo rincón en Madrid! ESTA FINCA ES RUSTICA!",False,good,False,164.0,False,False,False,False,[],False,False,82000.0,€,True,True,chalet,independantHouse,Algete,Casa independiente en españa s/n,,,,,,,,,,
108903893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/4f/c8/1358487151.webp,LZ - 18,28,670000.0,flat,sale,148.0,2,2,calle del Hierro s/n,Madrid,Madrid,es,40.3913478,-3.6910364,True,https://www.idealista.com/inmueble/108903893/,"Agencia inmobiliaria de MADRID - zona ARGANZUELA - LEGAZPI - Oficina Tecnocasa VENDE en EXCLUSIVA: ¡ESPECTACULAR VIVIENDA EN ARGANZUELA! En pleno barrio de ""LOS METALES"". En el representativo barrio de Legazpi, en pleno auge económico-cultural. Calle HIERRO: Piso EXTERIOR y PARA ENTRAR A VIVIR. - La vivienda está situada en la 3ª planta del edificio. Dispone de 2 habitaciones con armarios empotrados, y 2 baños completos. Cuenta con la cocina amueblada con electrodomésticos y terraza/tendedero. El salón es muy amplio y luminoso de 30m2. Además, tiene numerosos armarios empotrados y capacidad de almacenamiento distribuidos en todas las estancias. - El sistema de calefacción es de gas central. Cuenta con sistema de aire acondicionado individual proporcionado por conductos. - Cuenta con DOS PLAZAS DE GARAJE en la misma finca. En la planta -1 y ambas INCLUIDAS EN EL PRECIO de la vivienda. - El inmueble dispone, además, de trastero en el mismo edificio. - La finca tiene todo tipo de servicios como la vigilancia a través de PORTERO FÍSICO y control de entrada y zonas comunes supervisada por cámaras. - Parada de metro de Méndez Álvaro y Legazpi a menos de 500 metros. - También consta de abundantes líneas de autobuses que conectan, entre otras, directamente con Atocha, de la cual se encuentra realmente próximo. Todo esto, junto con su inmejorable ubicación, hace que sea una gran oportunidad para todo tipo de clientes. Su excelente ubicación cuenta con numerosos servicios tales como farmacias, colegios, zonas verdes, restaurantes, ocio, centros comerciales (MADRID RÍO 2). A escasos metros del famoso 'MATADERO', donde se desarrollan numerosas actividades culturales. Desde Tecnocasa contamos con departamento financiero propio. Podemos conseguir hasta el 100% de financiación para la compra de cualquier inmueble. NO DEJE ESCAPAR LA OPORTUNIDAD DE TENER UN INMUEBLE EN ESTA EXCELENTE UBICACIÓN Y CON ESTAS CARACTERÍSTICAS. ¡Venga a visitarlo sin compromiso! PARA CUALQUIER INFORMACIÓN PRESENCIAL ESTAMOS DISPONIBLES EN LAS OFICINA TECNOCASA UBICADA EN PASEO DE LAS DELICIAS, 125. Contáctenos para más información y/o agendar una cita y ver este magnífico inmueble.",False,good,False,4527.0,False,False,True,False,[],False,False,670000.0,€,True,True,flat,,"Legazpi, Madrid",Piso en calle del Hierro s/n,3,True,Arganzuela,Legazpi,True,690000.0,20000.0,3.0,,
108961424,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/ed/29/1360180029.webp,1862,27,199000.0,chalet,sale,101.0,4,1,San Martín de la Vega,Madrid,San Martín de la Vega,es,40.2127654,-3.570249,False,https://www.idealista.com/inmueble/108961424/,"¡Descubre tu nuevo hogar en la encantadora localidad de San Martín de la Vega! Esta acogedora casa unifamiliar cuenta con 4 amplios dormitorios, un baño en planta baja y un aseo, todo distribuido en una superficie construida de 101 m². Ideal para familias que buscan espacio y confort, la vivienda se completa con una cocina individual que te permitirá disfrutar de momentos gastronómicos únicos. Construida en 1971, esta propiedad combina el encanto clásico con las posibilidades de modernización que tú desees. Además, dispone de un exclusivo patio privado, perfecto para disfrutar de agradables veladas al aire libre o para que los más pequeños jueguen con seguridad. Calefacción y agua caliente con caldera de gas. La ubicación es inmejorable, brindando comodidad y acceso a servicios esenciales en zona tranquila y residencial cercana a gimnasio, colegios, comercios etc.. . Es una oportunidad perfecta para quienes buscan un hogar donde crear recuerdos inolvidables. ¡No dejes pasar la oportunidad de visitarla y enamorarte de sus posibilidades! [IW].",False,good,False,1970.0,False,False,False,False,[],False,False,199000.0,€,,,chalet,independantHouse,San Martín de la Vega,Casa independiente,,,,,,,,,,
108853924,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/40/e7/1357058912.webp,15952,16,1539000.0,flat,sale,99.0,3,3,calle Velázquez,Madrid,Madrid,es,40.4348312,-3.6822021,False,https://www.idealista.com/inmueble/108853924/,"BARRIO DE SALAMANCA / CASTELLANA Espectacular vivienda en el prestigioso Barrio de Salamanca puede ser justo lo que necesitas. Con un total de 99 m² construidos y 81 m² útiles, tendrás suficiente espacio para vivir cómodamente y disfrutar de todas las comodidades que este inmueble tiene para ofrecer. La propiedad cuenta con tres habitaciones, perfectas para una familia, para convertir alguna en tu oficina o simplemente para tener el espacio que siempre has deseado. Además, con tres baños, nunca tendrás que esperar tu turno por la mañana. Cada rincón del ábaco se ha diseñado para optimizar el espacio y brindarte la funcionalidad que buscas en un hogar. La cocina está completamente amueblada y equipada. Terraza de 7 m², ideal para relajarte con un café por la mañana o para organizar cenas al aire libre con amigos. Además, el aire acondicionado y la calefacción central  La propiedad también cuenta con armarios empotrados. Ubicado en el Barrio de Salamanca, uno de los barrios más emblemáticos y pintorescos de Madrid, podrás disfrutar de una amplia oferta cultural, gastronómica y comercial. Desde boutiques de lujo hasta restaurantes de renombre, la zona ofrece un estilo de vida vibrante y dinámico. Además, contarás con acceso fácil al transporte público, lo que hace que moverte por la ciudad sea un verdadero placer. Este espacio no solo es un hogar, sino también una oportunidad de inversión en una de las zonas más cotizadas de la capital. Su ubicación, combinada con todas las características del inmueble, lo convierten en una excelente elección para aquellas personas que buscan calidad y comodidad. En el precio están excluidos el impuesto sobre transmisiones patrimoniales y los gastos sobre notaria y registro de la propiedad.",False,good,False,15545.0,True,False,False,False,[],False,False,1539000.0,€,,,flat,,"Castellana, Madrid",Piso en calle Velázquez,3,False,Barrio de Salamanca,Castellana,True,,,,,
108639933,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/51/98/1350727210.webp,Vivienda 8,4,268150.0,duplex,sale,108.0,3,2,Loeches,Madrid,Loeches,es,40.3834433,-3.4078243,False,https://www.idealista.com/obra-nueva/108639933/,"Edificio ente medianeras que consta de planta sótano, planta baja, 1ª planta y bajo cubierta. La edificación cuenta con piscina y zonas comunes. Consta de pisos y dúplex, plazas de aparcamiento y trasteros.",False,newdevelopment,True,2483.0,True,False,False,False,[],False,False,268150.0,€,True,True,flat,duplex,Loeches,Dúplex,,True,,,True,,,,False,
108729651,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/56/01/1353422449.webp,,70,1180000.0,chalet,sale,433.0,5,4,avenida del Lago,Madrid,Torrelodones,es,40.5732004,-3.9034878,False,https://www.idealista.com/inmueble/108729651/,"***POSIBILIDAD DE FINANCIAR EL 100% DE SU CRÉDITO INMOBILIARIO*** Esta espectacular vivienda, completamente reformada en 2024 por el reconocido arquitecto Emilio Fernández Martínez de Velasco, combina diseño, confort y unas impresionantes vistas al lago. Distribuida en dos amplias plantas, cuenta con cinco dormitorios y cuatro baños, ofreciendo espacios luminosos y funcionales para toda la familia. Sus dos terrazas, orientadas hacia el lago, se convierten en el escenario perfecto para relajarse y disfrutar de la naturaleza en su máximo esplendor. El exterior es un auténtico paraíso. La piscina privada está rodeada de una elegante tarima de madera, aportando calidez y estilo al espacio. Junto a ella, un acogedor porche delantero invita a disfrutar del aire libre en un entorno privilegiado. En la parte trasera, junto a la zona asfaltada ideal para organizar eventos, se encuentra un jardín de césped natural que embellece el entorno y crea un espacio perfecto para el relax y el disfrute al aire libre. La vivienda dispone de un garaje privado con espacio para varios vehículos y está ubicada en una de las zonas más exclusivas de Torrelodones, con excelente acceso a todos los servicios. Si buscas una casa que lo tenga todo, esta es tu oportunidad.",False,good,False,2725.0,False,False,False,False,[],False,False,1180000.0,€,True,True,chalet,independantHouse,"Salud y Alegría - El Lago, Torrelodones",Casa independiente en avenida del Lago,,,Los Peñascales,Salud y Alegría - El Lago,,,,,,
108482716,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/e6/29/1346263679.webp,,20,210000.0,flat,sale,45.0,1,1,"calle de la Constitución, 40",Madrid,Alcobendas,es,40.542712,-3.6367404,True,https://www.idealista.com/inmueble/108482716/,"Inmobiliaria en Centro Alcobendas - Tecnocasa Estudio Inmobiliario Alcobendas Slu - -VENDE- Estupenda y exclusiva vivienda situada en planta Baja en inmejorable ubicación a 3 minutos del metro y 4 minutos de la renfe. Vivienda que se entrega REFORMADA A ESTRENAR, CONTACTE PARA MÁS INFORMACIÓN DE CALIDADES Y ACABADOS. Estupenda vivienda que cuenta con salón y cocina estilo americano amplio, dormitorio grande con posibilidad de hacer 2, dispone baño grande con moderno inodoro empotrado, plato de ducha y ventana. La cocina se entrega amoblada y equipada con campana extractora, vitrocerámica, nevera y horno. Paredes lisas y ventanas de climalit oscilobatientes de pvc y cristal blindado de seguridad. Persianas de seguridad eléctricas. Suelos de Tarima. 2 aires acondicionados con bomba de Calor La reforma es totalmente integral. Se pueden agregar exigencias con el consecuente gasto adicional si lo desea. OFRECEMOS ESTUDIOS FINANCIERO CON HIPOTECAS AL 100% CON NUESTRO DEPARTAMENTO FINANCIERO KIRON.",False,good,False,4667.0,False,False,False,False,[],False,False,210000.0,€,,,flat,,"Alcobendas Centro, Alcobendas","Piso en calle de la Constitución, 40",bj,True,Alcobendas Centro,,False,,,,,
108175813,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/5f/c4/1336123365.webp,2315,54,2600000.0,chalet,sale,547.0,7,7,calle de el Algabeño,Madrid,Madrid,es,40.4597198,-3.6367865,False,https://www.idealista.com/inmueble/108175813/,"Chalet Adosado en Venta en Calle de Algabeño – Hortaleza, Madrid 2.600. 000 € · 547 m² construidos · 324 m² de parcela En una de las zonas residenciales más tranquilas y exclusivas de Hortaleza, se encuentra este espectacular chalet adosado de 547 m² construidos sobre una parcela, distribuido en 4 cómodas plantas. La vivienda ofrece 7 dormitorios y 7 baños, destacando por sus espacios amplios y luminosos, ideales para familias numerosas o quienes valoran la comodidad sin renunciar a la privacidad. Entre sus múltiples atractivos, dispone de un cuidado jardín privado con piscina, varias terrazas, trastero y un amplio garaje. La distribución permite crear zonas de trabajo, ocio o descanso según las necesidades de cada etapa familiar. Con acabados de calidad y en excelente estado de conservación, esta propiedad combina amplitud, luz y entorno residencial con excelente conexión al centro de Madrid y servicios cercanos. Una oportunidad única para vivir con total confort en una de las mejores zonas del noreste madrileño. Exclusividad y sofisticación en cada detalle. Descubre las propiedades más exclusivas de Madrid con un servicio a la altura de tus expectativas.",True,good,False,4753.0,False,False,False,False,[],False,False,2600000.0,€,True,True,chalet,terracedHouse,"Conde Orgaz-Piovera, Madrid",Chalet adosado en calle de el Algabeño,,,Hortaleza,Conde Orgaz-Piovera,,,,,,
109167376,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/ec/9d/1366260303.webp,,22,259900.0,flat,sale,77.0,2,1,El Soto - Coveta,Madrid,Móstoles,es,40.3262631,-3.8843734,False,https://www.idealista.com/inmueble/109167376/,"¡TÚ PISO! GRUPO TIZONA pone a la venta esta maravillosa y cálida vivienda. Ubicación destacada: excelente conexión y todos los servicios al alcance (supermercados, tiendas, centro de salud, bancos, parques, rápidos accesos a carreteras, entre otros). Piso exterior y muy luminoso, de aproximadamente 77 m2, distribuido de la siguiente forma: La entrada es amplia con acceso directo al salón y a la cocina, con doble comunicación. Salón luminoso y espacioso, por lo que te facilita su decoración. La terraza está toda acristalada, ideal para disfrutar todo el año, de café, lectura o incluso un despacho en casa. En cuanto a la cocina, es moderna y muy bien aprovechada, con detalles y funcionalidad. Desde la cocina se accede al pasillo que lleva a las habitaciones y al baño. Esta vivienda ahora cuenta con dos dormitorios, anteriormente eran tres dormitorios, por lo que son más amplios. Destacamos el dormitorio principal, con armario empotrado, además cuenta de una zona de relax con jacuzzi y aire acondicionado. El cuarto de baño cuenta con plato de ducha.  ¿No crees que es el piso que llevas buscando? Ven a verlo; te encantará. Podría contarte mucho más, pero mejor ven a verlo y compruébalo por ti mismo. Honorarios de intermediación incluidos en el precio.  “TU SUEÑO EN BUENAS MANOS”.",False,good,False,3375.0,False,False,False,False,[],False,False,259900.0,€,,,flat,,"El Soto - Coveta, Móstoles",Piso,1,True,El Soto - Coveta,,True,,,,,
93808061,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/90/db/872211065.webp,e824,5,1850000.0,flat,sale,154.0,3,3,Barrio Lista,Madrid,Madrid,es,40.4325571,-3.6802263,False,https://www.idealista.com/inmueble/93808061/,"Exclusiva vivienda de diseño ubicada en un elegante edificio en el Barrio de Salamanca- El piso totalmente exterior cuenta con 154m2 construidos en total. Está completamente reformado con acabados de gran calidad. Los materiales junto a una reforma de exquisito gusto de líneas puras y elegantes, dotan a la vivienda de un acabado de ensueño. El salón-comedor es el espacio principal de la casa. Es amplio y muy luminoso. Cocina de diseño amueblada y equipada con electrodomésticos de alta gama, integrada en el salón. La zona de descanso se encuentra separada del área social para darle mayor intimidad y tranquilidad a las estancias. Consta de tres dormitorios, el dormitorio principal en suite con vestidor y baño, dos dormitorios, y dos baños. Se caracteriza por su gran luminosidad, provocada por la cantidad de luz natural que invade toda la casa. Cabe destacar la altura del techo y las molduras en el techo. Posibilidad de adquirir plaza de garaje por 40.000€ adicionales. La finca dispone de portero. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,12013.0,False,False,False,False,[],False,False,1850000.0,€,True,False,flat,,"Lista, Madrid",Piso,3,True,Barrio de Salamanca,Lista,True,,,,,40000.0
