propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,neighborhood,newDevelopmentFinished,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
109002633,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/82/6c/1361520861.webp,31,,490000.0,chalet,sale,210.0,,3,3,calle de Miguel de Cervantes,Madrid,Colmenar Viejo,El Mirador,es,40.664991,-3.7774144,False,https://www.idealista.com/inmueble/109002633/,"VENTA DE EXCLUSIVA CON HOGARES COLMENAR VIEJO ¡Descubre tu nuevo hogar en Colmenar Viejo! Este encantador chalet pareado de 4 plantas, situado en una de las mejores zonas comunicadas, ofrece un estilo de vida cómodo y acogedor. Con 210 m² construidos, cuenta con 3 amplios dormitorios, siendo la habitación principal un verdadero refugio con baño incorporado. Además, disfrutarás de 3 baños en total, aseo en primera planta para dar un servicio excelente, perfectos para la comodidad de toda la familia, gran salon comedor con mucho espacio para pasar tiempo en familia. La gran buhardilla ofrece un espacio versátil que se puede adaptar a tus necesidades, ya sea como sala de juegos, oficina o zona de descanso.  La propiedad destaca por su luminosidad y gran espacio de las estancias, ventanas Climalit oscilobatientes que garantizan un excelente aislamiento y luminosidad. También tendrás acceso a un garaje privado, con acceso directo a la vivienda, lo que facilita tu día a día. Ubicado en una urbanización tranquila, podrás relajarte en la zona de piscina durante los días calurosos. La terraza y el balcón son perfectos para disfrutar del aire libre y las vistas. Con armarios empotrados y un trastero, tendrás espacio de sobra para almacenar tus pertenencias. Este chalet es de segunda mano pero se encuentra en buen estado, listo para entrar a vivir. La calefacción mediante gas natural asegura un ambiente agradable durante todo el año. No pierdas la oportunidad de vivir en un entorno privilegiado y ven a visitar este hogar que puede ser tuyo. ¡Te encantará! La vivienda cuenta con excelente comunicación mediante transporte público y acceso a las carreteras M-607 y M-40, facilitando los desplazamientos. GESTIONAMOS HIPOTECA 100%.",True,good,False,,2333.0,True,True,False,False,[],False,False,490000.0,€,True,True,chalet,"El Mirador, Colmenar Viejo",Chalet pareado en calle de Miguel de Cervantes,Destacado,,,,semidetachedHouse,,,,
108899969,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/9a/e2/1358345706.webp,36,4,389000.0,flat,sale,62.0,False,3,1,calle de Fomento,Madrid,Madrid,Centro,es,40.4230331,-3.7120837,False,https://www.idealista.com/inmueble/108899969/,"Inmobiliaria Emmanuel ofrece!  Alquila bonito piso, muy luminoso, al estar ubicado en la última planta del edificio aunque sea interior, con lo que también es muy tranquilo, un plus para ser un piso en pleno centro. En la zona más demanda de Madrid como es el centro de la ciudad, para vivienda de turístas, alquiler de temporada, para vivir.. . Muy bien distribuido con 3 habitaciones y un baño, cocina americana y un altillo donde guardar gran cantidad de objetos. Se entrega tal cual con muebles y todo Tiene un trastero de 15m2 en el propio piso en la parte superior que da una amplitud y capacidad de almacenamiento único Consta de: 3 habitaciones 1 baño 1 altillo muy amplio Sin ascensor Cocina americana I. T. E. Favorable hasta 2031 Gastos de comunidad: 120€ IBI 295€ Año construcción 1940 Inmobiliaria Emmanuel, nos avalan mas de 30 años en el sector inmobiliario. Estamos especializados tanto en alquiler como en venta de inmuebles y oficinas de ALTO NIVEL situados en las zonas más exclusivas de Madrid, contamos con una amplia cartera de viviendas, no dude en llamarnos para ampliar información y ofrecerle el inmueble que mas se ajuste a sus necesidades. Por solicitud de algunos propietarios, algunos inmuebles que tenemos en esta zona solo están anunciados en nuestra web. Para verlos pinche por favor en nuestro logo o en el enlace adicional ubicado en la parte final del anuncio.",False,good,False,False,6274.0,False,False,False,False,[],False,False,389000.0,€,,,flat,"Palacio, Madrid",Piso en calle de Fomento,Destacado,,Palacio,,,,,,
109215967,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/da/3f/1367710035.webp,13,2,299000.0,flat,sale,86.0,True,4,1,Barrio Arcos,Madrid,Madrid,San Blas,es,40.4229363,-3.618238,False,https://www.idealista.com/inmueble/109215967/,"¡Tecnocasa"" Estudio San Blas 2018 S. L. ¡ Vende este inmueble de 86metros cuadrados construidos en una inmejorable situación en el barrio de Arcos! Una segunda planta, totalmente exterior, REFORMADA. Compuesto de un hall-recibidor principal, un amplio y luminoso salón, cuatro dormitorios (antes cinco), cocina grande completamente equipada y un baño completo con plato de ducha. Dispone de calefacción individual de gas natural y Trastero muy amplio de 12 metros cuadrados. El inmueble esta completamente reformado, dispone de suelos mixtos de tarima y gres. Cuenta con Video portero y apertura automática de portal La vivienda se encuentra en una UBICACIÓN INMEJORABLE junto a estación de metro de Avenida Guadalajara, centros educativos (IES Francisco de Quevedo y Colegio Internacional JH Newman), comercios, supermercados, Centro Comercial de Las Rosas, Ambulatorio, etc. Muy buenas vistas. Orientación Este y Oeste. Muy luminoso. Excelente ubicación muy cerca del metro. El inmueble se encuentra situado muy cerca del Metro Avenida Guadalajara linea 2. Paradas de autobuses 106, 287, se 723, 140. Es una zona muy bien comunicada, con comercios, colegios, zonas verdes, polideportivo, centro comercial. ! Le buscamos la hipoteca hasta el 100% *. *. * Los profesionales Kiron, gracias a un profundo conocimiento del mercado bancario, le ayudan a encontrar la solución hipotecaria que mejor se adapte a sus preferencias.",False,good,False,False,3477.0,False,False,False,False,[],False,False,299000.0,€,,,flat,"Arcos, Madrid",Piso,Destacado,,Arcos,,,,,,
108312569,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/99/26/1340383564.webp,36,,309000.0,chalet,sale,240.0,,3,1,avenida de los Cierros,Madrid,El Escorial,Las Zorreras - Monte Encinar,es,40.6200898,-4.0386926,False,https://www.idealista.com/inmueble/108312569/,"OPORTUNIDAD DE INVERSIÓN - INMUEBLE OKUPADO! Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Chalet independiente de 240m2 distribuidos en dos plantas. La vivienda dispone de 3 dormitorios, 1 baño, salón, cocina y garaje. Ubicado en parcela de 936m2 Llámenos para informarse de las condiciones especiales de venta.",False,renew,False,,1288.0,True,False,False,False,[],False,False,309000.0,€,,,chalet,"Las Zorreras - Monte Encinar, El Escorial",Casa independiente en avenida de los Cierros,Destacado,4641,,,independantHouse,,,,
109188982,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/55/2c/1366914269.webp,40,5,683000.0,flat,sale,130.0,True,4,2,paseo de la Ermita del Santo,Madrid,Madrid,Latina,es,40.4102074,-3.7233705,False,https://www.idealista.com/inmueble/109188982/,"REDPISO PUERTA DEL ANGEL presenta en exclusiva este espectacular piso en venta de 4 dormitorios, dos baños (uno de ellos en suite), con un amplio salón comedor que te permitirá disfrutar de momentos únicos con familia y amigos. La propiedad cuenta con dos terrazas, perfectas para relajarte al aire libre. La cocina independiente, con tendedero, ofrece un espacio funcional y cómodo. Además, se incluyen trastero y plaza de garaje en el precio, lo que convierte esta oferta en una opción inmejorable. Aunque la vivienda necesita reforma, tiene un enorme potencial para adaptarlo a tu gusto y estilo. Ubicado en la tranquila y bien comunicada calle de la Ermita del Santo, disfrutarás de todos los servicios que la zona ofrece. A pocos minutos de la estación de metro Puerta del Ángel, lo que te permitirá llegar al centro de Madrid en pocos minutos. La zona también cuenta con varias líneas de autobuses (31, 33, 36, 39 y 65), facilitando la movilidad. Cerca del inmueble, podrás disfrutar de múltiples servicios como supermercados, escuelas, centros de salud y tiendas locales. Además, estarás a un paso de amplias zonas verdes como Madrid Río y Casa de Campo, ideales para paseos o actividades al aire libre. En los alrededores también hay una variada oferta de bares y restaurantes, perfectos para disfrutar de la gastronomía local. Contamos con un servicio de asesoramiento financiero que podrá ayudarle a conseguir las mejores condiciones para su hipoteca con Dcredit. ¡VENGA A VISITARLA SIN COMPROMISO! REDPISO PUERTA DEL ANGEL: Su agencia inmobiliaria líder en compraventa y alquiler en Madrid.",False,renew,False,True,5254.0,True,False,False,False,[],False,False,683000.0,€,True,True,flat,"Puerta del Ángel, Madrid",Piso en paseo de la Ermita del Santo,Destacado,RP972025136361,Puerta del Ángel,,,690000.0,7000.0,1.0,
107969498,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/90/3e/1329798814.webp,41,7,850000.0,flat,sale,154.0,True,2,2,Barrio Valdebebas - Valdefuentes,Madrid,Madrid,Hortaleza,es,40.4895556,-3.6067004,False,https://www.idealista.com/inmueble/107969498/,"Lujoso piso con dos terrazas en Valdebebas Engel & Völkers presenta en exclusiva lujoso piso con dos terrazas situado en una de las mejores urbanizaciones privadas de reciente construcción en Valdebebas. Al entrar, nos recibe una vivienda con estilo, moderna y muy funcional en la que destacan espacios luminosos y una distribución armoniosa con doble orientación y ventilación cruzada.  Con una superficie útil de 89 m2, este lujoso inmueble cuenta con dos amplios dormitorios, el principal con 15 m2, armario empotrado de gran formato y terraza balcón. El salón comedor cuenta con doble orientación este-norte y gran luminosidad. Se comunica con una preciosa terraza exterior con vistas despejadas y sol de mañana. El salón, se encuentra a su vez conectado a través de puerta corredera de gran formato con una preciosa cocina de diseño totalmente equipada con electrodomésticos de gama alta. La vivienda tiene dos amplios baños, uno de ellos en suite principal, todo diseñado con máximo confort y estilo. Destaca igualmente, su memoria de calidades con acabados top, entre los que cabe destacar, suelo porcelánico en toda la casa, calefacción a través de suelo radiante, aire acondicionado por conductos y baños totalmente equipados con lavabos de diseño, espejos de gran formato, muebles lavabo a medida con doble seno en baño principal y porcelánicos de primeras marcas. El exclusivo complejo residencial en el que se encuentra situado cuenta con amplias zonas comunes con piscinas de adultos e infantil, pádel, sala coworking, gimnasio y amplias zonas ajardinadas. El complejo tiene seguridad 24h. La vivienda se vende con dos plazas de garaje y una de moto, así como trastero.  Visite esta magnífica vivienda y descubra la oportunidad única de vivir en un entorno privilegiado. Ubicada en el prestigioso barrio de Valdebebas, en Madrid, la propiedad ofrece una excelente localización a escasos 10 min en coche de Plaza de Castilla.   La vivienda se encuentra igualmente, a poca distancia de una de las entradas al Parque Forestal de Valdebebas con 470 hectáreas. Disfruta de una excelente conexión con la terminal T4 del Aeropuerto Internacional Madrid-Barajas al estar situada a escasos metros del Puente de la Concordia, que comunica de forma directa y en menos de 10 min, Valdebebas con el aeropuerto. Tiene paradas de bus cercanas con conexión directa a Plaza de Castilla y también a Mar de Cristal para conectar con líneas de metro 1 y 4, así como parada de Bus Rapid al lado con conexión directa al nuevo intercambiador de transportes.   Su situación es inmejorable, rodeada de una amplia oferta de servicios de proximidad como son: nuevo centro cultural y biblioteca, futuro centro deportivo de Valdebebas, guarderías, colegios, supermados como Supercor, Ahorramás, Mercadona, farmacias, restaurantes, cafeterías, hospital público Zendal y hospitales privados.  Todos los colegios internacionales de la Moraleja están a menos de 10 min en coche.  En resumen, esta propiedad no solo ofrece una residencia de lujo, sino también una ubicación con equilibrio perfecto entre exclusividad, comodidad y estilo de vida cosmopolita.",True,good,False,True,5519.0,True,False,False,False,[],False,False,850000.0,€,True,True,flat,"Valdebebas - Valdefuentes, Madrid",Piso,Destacado,W-02ZF64,Valdebebas - Valdefuentes,,,,,,
105556239,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/d0/68/1347848505.webp,29,2,1050000.0,flat,sale,106.0,True,2,2,calle de Ponzano,Madrid,Madrid,Chamberí,es,40.4458645,-3.6981216,False,https://www.idealista.com/inmueble/105556239/,"Inmobiliaria Emmanuel ofrece!  Maravillosa y renovada vivienda de dos habitaciones y dos baños. La vivienda es 100% exterior dando todas las dependencias a la Calle Ponzano o a un luminoso patio de luces abierto. Dicha vivienda se encuentra en una agradable comunidad de vecinos donde el ambiente es jovial y agradable. En el patio de manzanas existe un fantástico jardín con acceso por la fachada trasera donde hay una piscina, pista de paddle y gimnasio. En el precio también está incluido un fantástico y amplio trastero y plaza de garaje, El complejo dispone de conserje 24 horas. La finca dispone también de circuito cerrado con cámaras de seguridad. Se encuentra a tan solo 400 metros de Corte Inglés y 5 minutos de Nuevos Ministerios, en la zona hay varios supermercados y cientos de restaurantes y tiendas. Inmobiliaria Emmanuel, nos avalan mas de 30 años en el sector inmobiliario. Estamos especializados tanto en alquiler como en venta de inmuebles y oficinas de ALTO NIVEL situados en las zonas más exclusivas de Madrid, contamos con una amplia cartera de viviendas, no dude en llamarnos para ampliar información y ofrecerle el inmueble que mas se ajuste a sus necesidades. Por solicitud de algunos propietarios, algunos inmuebles que tenemos en esta zona solo están anunciados en nuestra web. Para verlos pinche por favor en nuestro logo o en el enlace adicional ubicado en la parte final del anuncio.",False,good,False,True,9906.0,False,False,False,False,[],False,False,1050000.0,€,True,True,flat,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Ponzano,Destacado,,Nuevos Ministerios-Ríos Rosas,,,,,,
108664342,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/96/15/961578317.webp,35,1,154500.0,flat,sale,93.0,True,3,1,Nuestra Señora de Belén,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4737699,-3.3835282,False,https://www.idealista.com/inmueble/108664342/,"OPORTUNIDAD DE INVERSIÓN - INMUEBLE ALQUILADO Renta actual: 786€/mes - Fecha de fin de contrato: 07/2029 Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. Piso de 93 m2 distribuidos en salón-comedor, cocina amueblada con tendedero, 3 habitaciones y 1 baño. El edificio no tiene ascensor. El inmueble tiene suelos de gres en toda la casa, lo que facilita su cuidado y mantenimiento. Se encuentra en una zona con fácil acceso a transporte y en sus alrededores encontramos todos los servicios como centros escolares y deportivos, supermercados, bancos. VIVIENDA DE PROTECCIÓN OFICIAL SUBVENCIONADAS por un período de 50 años desde la fecha de calificación definitiva 11 de septiembre de 1975, aunque son libres de precio de venta y renta. No obstante, ha de tener en cuenta que la vivienda es libre de precio pero no de protección hasta el 15 de septiembre de 2025, con las obligaciones que conlleva adquirir una vivienda protegida, como por ejemplo, el comprador de esta vivienda no puede tener otra vivienda protegida, los contratos de arrendamientos de vivienda protegida se tienen que visar por la comunidad de Madrid, aunque el precio de renta sea libre. Los propietarios de viviendas protegidas, podrán realizar obras o reformas en las mismas, si bien deberán obtener previamente la autorización de la Dirección General de la vivienda y Rehabilitación. Llámenos e infórmese de las condiciones especiales de venta!",False,good,False,False,1661.0,True,False,False,False,[],False,False,154500.0,€,,,flat,"Reyes Católicos, Alcalá de Henares",Piso en Nuestra Señora de Belén,Destacado,4089,,,,,,,
107864069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/a3/13/1331197049.webp,57,,670000.0,chalet,sale,225.0,,4,3,Miramadrid,Madrid,Paracuellos de Jarama,Miramadrid,es,40.504368,-3.5110185,False,https://www.idealista.com/inmueble/107864069/,"¡SIN COMISIÓN AL COMPRADOR! HUSPY vende en exclusiva este espectacular chalet de diseño moderno y altas calidades, ubicado en una de las zonas residenciales más exclusivas y tranquilas del noreste de Madrid: Miramadrid, en Paracuellos de Jarama. Con orientación sur, esta vivienda destaca por su luminosidad, funcionalidad y estilo contemporáneo, distribuida en tres plantas que combinan confort, elegancia y practicidad en cada rincón. Planta baja: Acceso a través de un cuidado jardín delantero. Espacio diáfano insonorizado, ideal como sala polivalente o zona de ocio. Cocina abierta de diseño Valcucine equipada con electrodomésticos de alta gama. Salón-comedor con techos de doble altura y salida directa a la terraza y jardín. Baño de cortesía, despensa y zona de lavandería independiente. Plaza de garaje incluida. Primera planta: Tres amplios dormitorios con armarios empotrados y acceso a dos terrazas. Un baño completo. Segunda planta: Suite principal con terraza privada, vestidor y baño en suite. Características destacadas 4 dormitorios y 3 baños (2 completos y 1 aseo). Parcela de 225 m² con zonas ajardinadas delanteras y traseras. Calefacción por suelo radiante Uponor y radiadores. Aire acondicionado por conductos con bomba de calor. Insonorización profesional en la planta baja. Terrazas soleadas en varias estancias. Amueblado con piezas de diseño de firmas como Kartell, Muuto, Valcucine, Casali, Fantini, Hay o Inbani. Estado impecable: listo para entrar a vivir. Ubicación – Miramadrid, Paracuellos de Jarama Ubicado en una urbanización consolidada y segura, este chalet se encuentra a tan solo 10 minutos del Aeropuerto Adolfo Suárez Madrid-Barajas y con rápidas conexiones a la capital a través de la M-50, M-45 y A-2. En su entorno encontrarás: Supermercados, farmacias, centros de salud y comerciales. Colegios bilingües, privados e institutos. Parques, zonas verdes y espacios deportivos. Líneas de autobuses 1, 2, 210, 212 y N204. Amplios espacios, terrazas soleadas, jardín privado y un entorno tranquilo con excelentes servicios. Imagina desayunar en tu terraza y disfrutar cada detalle. Agenda tu visita con Huspy y da el primer paso hacia el hogar de tus sueños.",True,good,False,,2978.0,True,True,False,False,[],False,False,670000.0,€,True,True,chalet,"Miramadrid, Paracuellos de Jarama",Chalet pareado,Destacado,1c314db2-19b9-494e-b804-b8a86451b1ed,,,semidetachedHouse,,,,
104408415,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/e1/ee/1310336342.webp,60,bj,1800000.0,countryHouse,sale,746.0,,10,6,Fuente el Saz de Jarama,Madrid,Fuente el Saz de Jarama,,es,40.6340559,-3.509442,False,https://www.idealista.com/inmueble/104408415/,"*** EN MOLGAR NO COBRAMOS HONORARIOS AL COMPRADOR *** IMPRESIONANTE FINCA RUSTICA EN FUENTE EL SAZbr/br/Molgar os presenta en exclusiva esta impresionante finca rústica a 2,5 km del pueblo de Fuente el saz del Jarama. br/br/La finca tiene un total de 38.428m2, de los cuales 30.183m2 con construcciones anexas legalizadas con unos 1.650m2 que están alquiladas con posibilidad de subrogación o cancelación. br/El resto del terreno, totalmente delimitado, cuenta 8.245m2 de superficie llana con gallineros, pozo de agua, estanque artificial con bambú y filtrado automático, garaje cubierto para 2 plazas e invernadero de policarbonato de 75m2, arboles con 100 años de antigüedad y un impresionante chalet de 746m2 dividido en 3 alturas. br/br/En la planta de acceso o planta noble, nos recibe un imponente hall distribuidor de 55m2 y con techos de 7m de altura, que da paso a un salón comedor con chimenea y acceso a un gran porche trasero, cocina amueblada con isla y encimeras de SILESTONE, al otro lado cuenta con 3 dormitorios en SUITE con armarios empotrados y una bañera jacuzzi y vestidor en el dormitorio principal. br/br/En planta primera tenemos 2 estancias de 100m2 cada una preparadas con todas las instalaciones y acometidas, solo a falta de poner VELUX que los facilita el dueño actual, además de compartir una terraza- mirador con vistas a la sierra Madrileña. br/br/En la planta semisótano, ahora dividida en estancias, tenemos otros 255m2 con 2 baños, sala de proyecciones y cuarto de calderas. br/br/El diseño de la casa de arquitectura en forma de mariposa con forjados y armaduras antisísmicos, canales y bombas perimetrales de drenaje contra inundaciones, amplios cerramientos en climalit con rotura de puente térmico, como el resto de ventanas, A/A, hilo musical, antena satélite, cámaras de vigilancia, focos con sensores de movimiento en el exterior, Depósito de agua de 2000L con generador de ozono y osmosis inversa. br/br/IMPORTANTE RESALTAR LA POSIBILIDAD DE VIVIENDA TOTALMENTE SOSTENIBLEbr/br/br/br/br/br/br/br/br/br/ No pierdas la oportunidad de adquirir esta increíble finca rústica en Fuente el Saz y disfrutar de la tranquilidad y el confort que brinda. br/br/Este y más inmuebles eníguenos enfacebook: Molgar Gestión Inmobiliariabr/br/Hazte seguidor de nuestro canal deYoutube: @molgarinmobiliaria /.",True,good,False,,2413.0,True,False,False,False,[],False,False,1800000.0,€,True,True,countryHouse,Fuente el Saz de Jarama,Finca rústica,Destacado,MAV-8936,,,countryHouse,,,,
108188974,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/a5/b1/1336539153.webp,10,8,5500000.0,duplex,sale,387.0,True,4,3,"calle Castelló, 108",Madrid,Madrid,Barrio de Salamanca,es,40.4355381,-3.6805475,True,https://www.idealista.com/obra-nueva/108188974/,"Ático dúplex situado en una promoción de viviendas únicas e irrepetibles en una localización exclusiva. 1.100 m2 de sorprendente jardín en la zona más tranquila del barrio Salamanca. Cuenta con aparcamiento de 90 plazas, trasteros, zonas comunes y piscina al aire libre. 108 Castelló es un edificio Passive House, un certificado que se otorga edificios altamente eficientes y sostenibles, con alto confort para los ocupantes. Ha sido diseñado cuidando cada pequeño detalle ofreciendo la mejor calidad del mercado. Con climatización por geotermia, ventanas de madera interior, llave digital, triple acristalamiento, gran aislamiento acústico entre otras calidades. Las viviendas cumplen el objetivo de ofrecer comodidad y confort mejorando la vida cotidiana con de manera sostenible. *Las imágenes son informativas no vinculantes.",False,newdevelopment,True,True,14212.0,True,False,False,False,[],False,False,5500000.0,€,True,True,flat,"Castellana, Madrid","Dúplex en calle Castelló, 108",Destacado,,Castellana,False,duplex,,,,
108125728,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/c8/1e/1344392940.webp,78,,950000.0,chalet,sale,446.0,,4,4,Dehesa - El Soto,Madrid,Collado Villalba,Dehesa - El Soto,es,40.6394268,-4.0001941,False,https://www.idealista.com/inmueble/108125728/,"^^CHALET INDEPENDIENTE EXCLUSIVO SOBRE DOS PARCELAS, JARDÍN DE ENSUEÑO Y PISCINA^^ En una de las ubicaciones más privilegiadas de Collado Villalba se presenta una oportunidad única en el mercado: un chalet independiente de 446 m² construidos sobre una finca de 2.982 m², formada por dos parcelas ya segregadas, cada una con su número de catastro independiente. Esta característica convierte a la propiedad en una inversión excepcional, ya que permite disfrutar de la vivienda y, al mismo tiempo, vender una de las parcelas o desarrollar en ella un nuevo proyecto inmobiliario. La finca, en esquina y con acceso por dos calles, ofrece encanto, privacidad y un sinfín de posibilidades. Su espectacular jardín es un verdadero oasis con piscina privada, zona de barbacoa, dos pozos, una fuente con estanque y un cenador perfecto para reuniones al aire libre. El potencial urbanístico es enorme, ya que en el conjunto del terreno se puede llegar a edificar de cuatro a seis chalets, un valor añadido en una de las zonas más demandadas de la Sierra de Madrid. La vivienda, diseñada en su mayor parte en una sola planta, garantiza comodidad y funcionalidad. Destaca un amplio salón comedor con chimenea y salida directa a la terraza, una cocina independiente totalmente equipada con despensa y una zona de servicio con baño propio, ideal para invitados o personal. La casa cuenta con cuatro dormitorios y cuatro baños completos, todos con excelente luz natural y vistas a la Sierra. En la planta baja se abre un espacio versátil con gran cochera, sala de juegos, bodega con baño y salida directa al jardín y a la piscina, ideal tanto para ocio como para almacenamiento. La ubicación es inmejorable: en una de las principales arterias de Collado Villalba, con todos los servicios a mano, excelente comunicación en transporte público y a tan solo 3 minutos de la A-6. Una auténtica joya que combina amplitud, entorno natural y, sobre todo, la ventaja única de estar compuesta por dos parcelas independientes con catastro propio, lo que multiplica su valor y la convierte en una oportunidad irrepetible tanto para particulares como para inversores. ^^Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual^^.",True,good,False,,2130.0,False,False,False,False,[],False,False,950000.0,€,True,True,chalet,"Dehesa - El Soto, Collado Villalba",Casa independiente,Destacado,PR99559360,,,independantHouse,1018000.0,68000.0,7.0,
108297814,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/a9/a9/1339921177.webp,37,bj,286050.0,duplex,sale,156.0,True,4,3,calle Félix Serrano del Real,Madrid,Navalcarnero,Centro,es,40.2855198,-4.005929,False,https://www.idealista.com/inmueble/108297814/,"CAPITAL HOME NAVALCARNERO VENDE ESPECTACULAR DÚPLEX INVERTIDO EN EL CORAZÓN DEL PUEBLO. La vivienda se encuentra en una de las mejores zonas del municipio, donde podrás disfrutar de grandes zonas verdes, comercios, restaurantes, zonas de ocio y paradas de autobús a escasos metros. Local de construcción del 2003 convertido a vivienda en el 2021 con una reforma premium.  La vivienda está equipada con las mejores ventanas climalit del mercado obteniendo así un aislamiento acústico y térmico perfecto, máquina de aerotermia (calor/frío) de consumo bajo, manteniendo una temperatura ideal en todo momento. Además cuenta con un sistema de ventilación por conductos innovador con solo un botón. Distribución del piso: cocina totalmente equipada y un amplio salón-comedor frente a la entrada de la vivienda. El salón da acceso a la zona de descanso donde encontramos 1 habitación muy luminosa y la habitación principal, cuenta con un amplio baño y plato de ducha, vestidor de gran capacidad y salida a la terraza con vistas a la piscina. En la planta baja disponemos de dos habitaciones, 1 de ellas ciega, con buena capacidad de almacenaje y estupenda temperatura durante todo el año. La segunda habitación tiene un increíble vestidos con excelente iluminación y vistas a la piscina. Para complementar la planta baja contamos con un amplio baño con plato de ducha. Para terminar la planta baja, disponemos de un cuarto destinado a la lavandería, almacenaje de productos de limpieza y máquina de aerotermia. Al tratarse de una vivienda reformada del año 2021 disfrutaremos de una estética moderna y actual con calidades inmejorables. NO DUDE EN CONTACTAR CON NOSTROS PARA NO PERDER ESTA INCREÍBLE OPORTUNIDAD!",True,good,False,False,1834.0,True,False,False,False,[],False,False,286050.0,€,,,flat,"Centro, Navalcarnero",Dúplex en calle Félix Serrano del Real,Destacado,FSR,,,duplex,,,,
108226929,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/85/18/1337708822.webp,59,,580000.0,chalet,sale,385.0,,5,5,calle Llanes,Madrid,Navalcarnero,Covadonga - Los Manzanos,es,40.2842839,-4.0198056,False,https://www.idealista.com/inmueble/108226929/,"Agencia Inmobiliaria de Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO VENDE EN EXCLUSIVA CHALET INDEPENDIENTE CON PISCINA INDOR Y AEROTERMIA EN ZONA DE COVADONGA DE NAVALCARNERO. SE VENDE ESPECTACULAR CHALET en una de las zonas más exclusiva de Navalcarnero. Se trata de la zona más demandada del municipio debido a su cercanía al centro (3 min. andando), la gran calidad de las construcciones, la tranquilidad y seguridad de sus calles, su entorno joven y familiar.. . Paradas de autobús en diferentes direcciones 529, 528, 528H, El gato, Sepulvedana.. . TODA VIVIENDA CUENTA CON AEROTERMIA CON SUELO RADIANTE DE FRIO Y CALOR. La vivienda se distribuye en 3 plantas. En la planta 0, nos encontramos con un aseo de cortesía, una amplia cocina con isla o office totalmente equipada, dormitorio principal con armario empotrado y baño en suite, un segundo dormitorio o despacho, y un amplio salón con zona de comedor muy diferenciada de la zona de descanso, y con acceso al patio exterior. En la planta noble de la vivienda tenemos 3 habitaciones. 2 habitaciones juveniles de gran tamaño, con armarios empotrados y balcón compartido. 1 habitación principal con ventana al exterior. También nos encontramos con un baño secundario equipado con bañera. En la planta baja de la vivienda contamos con un amplio salón con una segunda cocina, garaje con capacidad para 3 ó 4 coches y puerta automática. Disponemos de la piscina indoor, aclimatada mediante el sistema de aerotermia, y un aseo. También contamos con una bodega y un despacho con ventilación e iluminación natural Por ultimo, disponemos de una parcela que bordea toda la vivienda, en la cual nos encontramos con un porche totalmente acondicionado, ideal para reuniones tanto en verano como en invierno, cuyos cristales se abren por completo. Contamos con una barbacoa de obra, con todo tipo de detalles, un aseo y un cuarto trastero. No dejes escapar esta oportunidad. No dude en llamarnos para concertar una visita y preguntar por nuestro servicio de asesoramiento financiero GRATUITO, le ayudamos a comprar y a escoger la mejor opción.",True,good,False,,1506.0,True,False,False,False,[],False,False,580000.0,€,True,True,chalet,"Covadonga - Los Manzanos, Navalcarnero",Casa independiente en calle Llanes,Destacado,LL4,,,independantHouse,,,,
