propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,status,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108433244,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/10/97/1344721204.webp,W-02ZYDY,24,6,1360000.0,flat,sale,150.0,True,3,3,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4586403,-3.6784021,False,https://www.idealista.com/inmueble/108433244/,"Piso reformado en Chamartín Engel & Völkers presenta este exclusivo ático en una imponente finca del arquitecto Luis Gutiérrez Soto en pleno corazón de Chamartín. La vivienda reformada con altas calidades y lista para entrar a vivir, cuenta con tres amplios dormitorios, el principal con baño en suite, un baño completo y un aseo de cortesía.  La zona social está compuesta por un agradable y amplio salón comedor y cocina integrada, con zona de lavandería independiente. La calefacción es central y A/A por conductos. La finca cuenta con portero de lunes a viernes. La propiedad se ubica en el prestigioso barrio de Hispanoamérica, dentro del Distrito de Chamartín, al norte de la capital. El barrio es especialmente conocido por el estadio madridista Santiago Bernabéu, famoso en el mundo entero. Además alberga muchas zonas verdes y está muy bien comunicado con la red de carreteras.  Es un barrio ideal para familias, entre otras cosas, por su oferta de colegios. El Distrito de Chamartín ofrece una amplia gama de servicios desde grandes almacenes, comercios, farmacias, colegios, iglesias, instalaciones deportivas, hoteles, hasta una selección de los mejores bares y restaurantes de Madrid. Además Chamartín alberga varias Embajadas y Administraciones Públicas importantes.  El sistema de transporte público asegura la máxima comodidad para los residentes de sus barrios, ya que actualmente disponen de aproximadamente 50 líneas de autobús, 7 líneas de metro y dos estaciones de cercanías. La estación de Chamartín es también terminal para la mayoría de los trenes de media y larga distancia hacia el norte de España. Otros puntos de interés son el Auditorio Nacional de Música, varios museos y el Parque de Berlín.",False,False,True,,9067.0,False,False,False,False,[],False,False,1360000.0,€,,,flat,"Bernabéu-Hispanoamérica, Madrid",Piso,Top,good,,,,
107470189,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/62/16/1313740912.webp,102,15,1,1150000.0,flat,sale,106.0,True,2,2,"Fucar, 5",Madrid,Madrid,Centro,es,Huertas-Cortes,40.4121907,-3.6955664,True,https://www.idealista.com/obra-nueva/107470189/,"Be Grand Las Letras es un conjunto residencial diseñado para experimentar lujo, modernidad e historia. Se trata de un proyecto de obra nueva, moderno y vanguardista en armonía con su entorno, situado en la calle Fúcar 5. Cuenta con 47 viviendas, 80 plazas de aparcamiento e increíbles áreas comunes como rooftop con piscina, gimnasio y jardín.",False,True,True,False,10849.0,False,False,False,False,[],False,False,1150000.0,€,True,True,flat,"Huertas-Cortes, Madrid","Piso en Fucar, 5",Top,,,,,
108733636,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/73/2d/1366383315.webp,W-02ZOWU,35,4,1095000.0,penthouse,sale,86.0,True,2,2,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4199048,-3.6988834,False,https://www.idealista.com/inmueble/108733636/,"Espectacular ático dúplex reformado en Justicia Engel & Völkers, inmobiliaria de lujo, tiene el placer de comercializar este magnífico ático de 86 m2 según Catastro en una 4ª planta exterior con terraza, en finca clásica de 2003 y con ascensor a planta, en el centro del barrio de Justicia. Esta magnífica propiedad se entrega con cuidada reforma a estrenar y acabados de alta calidad en estilo actual. Su característica de exterior se materializa en la fantástica terraza con suelo de madera a la que se accede desde al salón y donde se contemplan las magníficas vistas despejadas al skyline de Madrid. Está distribuida en gran salón comedor diáfano que conserva las icónicas columnas originales tan demandadas en interiorismo. Su cocina americana se ha amueblado a medida y está totalmete equipada con electrodomésticos de alta gama. La zona social la completa un aseo de cortesía decorado al detalle. Para el descanso, la vivienda ofrece dos dormitorios. El principal, con baño completo en suite, es exterior a la misma orientación que la terraza del ático. La gran altura de los techos permite disponer del segundo dormitorio en zona elevada tipo dúplex, con acceso a través de escalera desde el salón, cuenta también con ventana exterior y está abierto a la zona social para adaptarse a las necesidades del nuevo propietario. Una oportunidad como pocas de adquirir un inmueble con características excepcionales en un enclave único delimitado por los puntos cardinales de Gran Vía, Alonso Martínez, Chueca y Castellana. La luz natural que inunda cada zona todo el día, la iluminación indirecta nocturna, el suelo de madera de roble dispuesto en grandes lamas, su amplia terraza para vivir al aire libre en el centro del Centro de la capital, sus ventanas aislantes o la climatización por conductos, son factores que siguen sumando calidades a una pieza única, una inversión segura a un patrimonio perfecto. El distrito de Justicia es una de las zonas más atractivas e icónicas de la capital, se podría categorizar como un barrio castizo-chic en plena ebullición, donde se mezclan boutiques de moda, galerías de arte, cines y teatros, restaurantes de reputación, cafés bohemios, bistros, hoteles con encanto, mercados fusión, bares de tapas, locales nocturnos a la última y la vanguardia de la oferta comercial. Toma su nombre del Tribunal Supremo, una de las referencias de la zona junto al otro enclave de foco internacional, la plaza de Chueca. Adquirir en Justicia, tanto como apuesta personal como inversión, es marcarse un objetivo de éxito. Su excelente ubicación, entre la emblemática Gran Vía y el meeting point más contemporáneo que es Alonso Martínez, con el servicio de transporte público que la marca como una de las zonas mejor comunicadas, hacen de este emplazamiento el más demandado de madrileños y visitantes. Esa mezcla maravillosa que recuerda el charm de los barrios parisinos con fachadas que evocan siglos pasados, junto al estilo de vida cosmopolita que lo convierten en un pequeño Notting Hill, hacen de este cachito de la ciudad el must perfecto. Déjate llevar por sus calles y bulevares en paseos que te contagiarán de un estilo de vida que ya no quieres soltar. Porque es aquí donde te quieres quedar. Porque en ningún barrio más de moda que Justicia - Chueca todos sentimos y sabemos que somos de Madrid.",False,False,True,,12733.0,False,False,False,False,[],False,False,1095000.0,€,,,flat,"Chueca-Justicia, Madrid",Ático,Top,good,penthouse,,,
108531272,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/dd/9c/1347659361.webp,W-0304A3,40,,798000.0,chalet,sale,175.0,,3,2,Barrio Somosaguas,Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.4059173,-3.7805399,False,https://www.idealista.com/inmueble/108531272/,"Magnífico chalet independiente en Pozuelo de Alarcón Engel & Völkers presenta este encantador chalet independiente, reformado en 2022 y en perfecto estado para entrar a vivir. Con una superficie construida de 175 m² y 170 m² útiles, la propiedad se distribuye en dos plantas y cuenta con tres habitaciones y dos baños, ofreciendo un espacio ideal para familias. Ubicado en una parcela de 202 m², este hogar también dispone de terraza y balcón, perfectos para disfrutar del aire libre. La vivienda incluye una plaza de garaje en el precio y cuenta con armarios empotrados para un almacenamiento eficiente. Su orientación sur garantiza una excelente luminosidad a lo largo del día. La calefacción es individual, mediante gas natural, y el sistema de aire acondicionado frío/calor asegura el máximo confort en cualquier época del año. En la planta principal, destaca un amplio salón de 40 m², ideal para reuniones familiares, que se integra con una moderna cocina de concepto abierto, equipada con materiales de alta calidad. En la primera planta, se encuentran dos dormitorios luminosos y un baño completo, asegurando privacidad y bienestar. La entreplanta, acogedora y versátil, cuenta con chimenea y leñera, convirtiéndose en un espacio perfecto para relajarse o disfrutar de momentos de ocio. También aquí se ubica un dormitorio adicional de generosas dimensiones. En el exterior, podrás disfrutar de una agradable zona de barbacoa y un rincón de relax rodeado de naturaleza, ideal para reuniones al aire libre. La propiedad está rodeada de amplias zonas verdes y se encuentra cerca de instalaciones deportivas e infantiles, lo que la convierte en una opción perfecta para familias que buscan comodidad y tranquilidad. Esta zona destaca por su tranquilidad y ambiente residencial, ideal para familias y personas que buscan un entorno apacible. Pozuelo de Alarcón ofrece excelentes servicios, como colegios, supermercados y centros de salud, todos a poca distancia. La localidad cuenta con amplias zonas verdes y parques, perfectos para disfrutar al aire libre. Además, la cercanía a instalaciones deportivas y de ocio proporciona diversas opciones para actividades recreativas. La comunicación es excelente, con fácil acceso a las principales vías de transporte público, incluyendo líneas de autobús y cercanías, lo que permite llegar al centro de Madrid en poco tiempo. En resumen, esta ubicación combina comodidad, tranquilidad y una amplia oferta de servicios, convirtiéndola en una opción ideal para vivir.",False,False,,,4560.0,False,False,False,False,[],False,False,798000.0,€,True,True,chalet,"Somosaguas, Pozuelo de Alarcón",Casa independiente,Top,good,independantHouse,,,
102854587,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/f5/72/1225476360.webp,"SAN VICENTE FERRER 74, BAJO B",21,bj,275000.0,studio,sale,25.0,False,0,1,"San Vicente Ferrer, 74",Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4262611,-3.7079943,True,https://www.idealista.com/inmueble/102854587/,"Soñar Contigo presenta, en exclusiva, este precioso y especial estudio en la calle San Vicente Ferrer, en el barrio de Malasaña, una de las zonas más cosmopolitas y modernas de la capital. El estudio ha sido saneado, reformado y modernizado por completo, manteniendo a la vista los elementos constructivos que le dan más carácter, como el parche de ladrillo visto o la mampostería tradicional. Nos encontramos ante una vivienda práctica y con una gran personalidad, algo que se nota desde el momento en que entramos por la puerta. El estudio ha sido reamueblado por completo para su puesta a la venta, incluyendo electrodomésticos nuevos, y esta totalmente equipada para entrar a vivir, incluyendo textiles de cama y baño, vajilla, electrodomésticos, batería de cocina, Smart TV, plancha, secador, exprimidor y cafetera Nespresso.  El estudio está distribuido de manera funcional y acogedora, comenzando por un espacio principal que cuenta con un sofá de dos plazas, un televisor y una mesa plegable multiusos, perfecta tanto para estudiar como para disfrutar de las comidas. El dormitorio se sitúa elevado en un mezzanine, lo que permite una apertura visual hacia el espacio principal, pero al mismo tiempo se ha logrado una sensación de privacidad, albergando una cómoda cama doble. Esta elevación del dormitorio ha permitido aprovechar la altura del inmueble, generando así un cuarto de baño completo justo debajo. Este baño, equipado con una ducha y mampara, también alberga el termo y la lavadora, optimizando el uso del espacio. A la derecha de la zona del dormitorio, se ha creado un área de armario abierto que incluye un tocador y vestidor, facilitando el almacenamiento y organización personal. La cocina americana es otro de los puntos destacados del estudio; abierta y completamente equipada, cuenta con horno, microondas, cafetera Nespresso y nevera, ofreciendo todo lo necesario para una vida cómoda. Con un cuidado diseño en la iluminación y en los acabados, la vivienda se presenta como un estudio moderno que, al mismo tiempo, retiene el aire castizo del centro de Madrid. Este espacio es ideal para personas jóvenes que deseen disfrutar al máximo de las ventajas de su ubicación, enclavada entre los vibrantes barrios de Malasaña y Sol, rodeada de una enorme oferta comercial, cultural y de ocio. Una interesante oportunidad para inversores, al poder adquirir una vivienda totalmente lista para incorporarla al mercado del alquiler sin mayor inversión, obteniendo, dada la elevada demanda de la zona, una excelente rentabilidad. Actualmente la vivienda se encuentra alquilada con una renta de 1.200€ y en nuestra experiencia es un inmueble que puede ofrecer una muy buena rentabilidad.",False,False,False,,11000.0,True,False,False,False,[],False,False,275000.0,€,,,flat,"Malasaña-Universidad, Madrid","Estudio en San Vicente Ferrer, 74",Top,good,studio,,,
108656579,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/2d/0c/1351276903.webp,W-030ETG,32,1,650000.0,flat,sale,108.0,True,2,2,Barrio Aravaca,Madrid,Madrid,Moncloa,es,Aravaca,40.4478051,-3.7823307,False,https://www.idealista.com/inmueble/108656579/,"Acogedor y luminoso piso en Avenida del Talgo en Aravaca Engel & Völkers ofrece este encantador piso con una distribución funcional y cómoda. Al acceder a la vivienda, nos recibe un elegante hall de entrada con armario habanero, ideal para almacenamiento adicional y organización. La propiedad cuenta con dos habitaciones, una de ellas con baño en suite, proporcionando privacidad y confort. El segundo baño de uso común, también completo. La cocina es independiente, lo que permite una mejor distribución del espacio y tranquilidad, además, dispone de una zona de lavado separada, lo cual añade practicidad al día a día. El piso destaca por su luminosidad natural, creando un ambiente cálido y acogedor en todas sus estancias, aire acondicionado por conductos, gas natural e incluye una plaza de garaje en el precio. Este piso está situado en una de las mejores zonas de Aravaca, en la Avenida del Talgo. Su ubicación es inmejorable, a pocos minutos del Tren de Aravaca, lo que facilita el acceso al tren de cercanías, así como a las líneas de metro ligero y autobuses, que conectan de manera rápida y cómoda con el centro de Madrid y otras áreas de la ciudad. La zona combina la tranquilidad de un entorno residencial con la comodidad de tener todos los servicios a mano. En las cercanías se encuentran supermercados, colegios de prestigio, universidades, centros médicos, centros de salud, restaurantes, ocio, gastronomía, áreas verdes, cerca del Zielo de Pozuelo, donde encontrar gran variedad de tiendas. Ofreciendo así, un equilibrio perfecto entre calidad de vida y accesibilidad. Un lugar ideal tanto para quienes buscan una excelente comunicación como para quienes valoran vivir en entorno exclusivo y bien conectado.",False,False,True,,6019.0,False,False,False,False,[],False,False,650000.0,€,True,True,flat,"Aravaca, Madrid",Piso,Top,good,,,,
109018146,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/3f/b0/1361829755.webp,CHALET PINAR,46,,539000.0,chalet,sale,200.0,,4,3,"calle del Pino Silvestre, 17",Madrid,Navalcarnero,La Dehesa - El Pinar,es,,40.3012613,-3.9766528,True,https://www.idealista.com/inmueble/109018146/,"HOGARES NAVALCARNERO VENDE EN EXCLUSIVA ESPECTACULAR CHALET EN EL PINAR: Te presentamos este increíble chalet de 3 plantas situado en El Pinar, el barrio más exclusivo y demandado de Navalcarnero. Con aproximadamente 200 m², este hogar combina diseño, comodidad y luz natural en cada rincón. En la planta baja, totalmente reformada, encontrarás un dormitorio ideal para visitas o familiares, un baño completo, una cocina moderna y preciosa, y un salón-comedor luminoso que conecta con un espectacular porche acristalado, perfecto para disfrutar todo el año. Además, la parcela da acceso directo a una piscina comunitaria muy cuidada, ideal para los días de verano. La primera planta alberga la habitación principal con baño en suite y armarios empotrados, dos dormitorios secundarios con amplios espacios de almacenaje que comparten una terraza privada, y un baño completo con bañera para mayor comodidad. La última planta es una buhardilla diáfana, completamente funcional y versátil, perfecta para convertir en despacho, zona de juegos o espacio de relax. Entre sus múltiples ventajas destacan las placas solares, que reducen considerablemente el consumo eléctrico, el aire acondicionado en todas las estancias, pintura en liso, y grandes ventanas que inundan el chalet de luz natural, creando un ambiente acogedor y fresco durante todo el día. Este chalet es mucho más que una vivienda: es una experiencia de vida en el mejor barrio de Navalcarnero. Si buscas espacio, confort y estilo, esta es tu oportunidad. ¡No dejes que te lo cuenten! Contacta ya para visitarlo. POSIBILIDAD DE FINANCIACIÓN HASTA EL 100%.",True,False,,,2695.0,False,False,False,False,[],False,False,539000.0,€,True,True,chalet,"La Dehesa - El Pinar, Navalcarnero","Chalet adosado en calle del Pino Silvestre, 17",Top,good,terracedHouse,,,
107470148,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/d3/77/1313740913.webp,206,15,2,1200000.0,flat,sale,100.0,True,2,2,"Fucar, 5",Madrid,Madrid,Centro,es,Huertas-Cortes,40.4121907,-3.6955664,True,https://www.idealista.com/obra-nueva/107470148/,"Be Grand Las Letras es un conjunto residencial diseñado para experimentar lujo, modernidad e historia. Se trata de un proyecto de obra nueva, moderno y vanguardista en armonía con su entorno, situado en la calle Fúcar 5. Cuenta con 47 viviendas, 80 plazas de aparcamiento e increíbles áreas comunes como rooftop con piscina, gimnasio y jardín.",False,True,True,False,12000.0,False,False,False,False,[],False,False,1200000.0,€,True,True,flat,"Huertas-Cortes, Madrid","Piso en Fucar, 5",Top,newdevelopment,,,,
109007034,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/14/c5/817024233.webp,PRINCESA 60,20,bj,275000.0,studio,sale,32.0,False,0,1,"calle de la Princesa, 60",Madrid,Madrid,Chamberí,es,Gaztambide,40.4310272,-3.7161817,True,https://www.idealista.com/inmueble/109007034/,"Soñar Contigo te presenta en exclusiva este práctico estudio, un auténtico hallazgo en una de las áreas más céntricas y codiciadas de Madrid: el barrio de Argüelles. Ubicado en la vibrante calle Princesa, este encantador espacio se encuentra a un paso del emblemático Corte Inglés y a pocos metros de las estaciones de Moncloa y Plaza de España, lo que te permitirá disfrutar de la comodidad de tener todo a tu alcance. El estudio, un bajo interior que combina funcionalidad y estilo, está diseñado para maximizar el espacio. En su interior, encontrarás un amplio y luminoso espacio principal que se convierte en el corazón del hogar. Este área diáfana alberga un acogedor salón, ideal para relajarte después de un largo día, y cuenta con una cocina americana completamente equipada, donde podrás preparar tus comidas favoritas con facilidad. Justo por encima, un encantador mezzanine eleva el dormitorio, creando un ambiente íntimo y acogedor, perfecto para descansar. El baño es otro de los puntos destacados de la vivienda, con un diseño moderno que incluye un plato de ducha con mampara, proporcionando un espacio práctico y confortable para tus rutinas diarias. Además, el estudio se entrega completamente equipado, listo para que te mudes sin preocupaciones. Encontrarás todo lo que necesitas, desde textiles de cama y baño, hasta vajilla, enseres de cocina y una cafetera Nespresso, para que puedas disfrutar de tu café matutino desde el primer día. La ubicación de este estudio es inmejorable. A escasos metros del metro de Argüelles, tendrás acceso rápido y fácil a toda la ciudad. Además, a poca distancia se encuentra el Parque del Oeste, uno de los principales pulmones verdes de la capital, donde podrás disfrutar de paseos, actividades al aire libre y momentos de relax en la naturaleza. La oferta comercial y de servicios en los alrededores es simplemente imbatible, con una gran variedad de tiendas, restaurantes y locales de ocio que hacen de esta zona un lugar muy atractivo para vivir. Este estudio no solo representa una magnífica opción para disfrutar de la vida en Madrid, sino que también es una excelente oportunidad para inversores, al encontrarse en una de las zonas más cotizadas de la ciudad, altamente demandada tanto en corta como en larga estancia. No dejes escapar la oportunidad de hacer de este estudio tu nuevo hogar o una atractiva inversión en una de las zonas más dinámicas de la ciudad. Actualmente la vivienda se encuentra alquilada con una renta de 1.200€ y en nuestra experiencia es un inmueble que puede ofrecer una buena rentabilidad.",True,False,True,,8594.0,True,False,False,False,[],False,False,275000.0,€,,,flat,"Gaztambide, Madrid","Estudio en calle de la Princesa, 60",Top,good,studio,,,
108567540,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/94/26/1348674311.webp,85975684,49,3,700000.0,flat,sale,89.0,False,2,2,Corredera Alta de San Pablo,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4250701,-3.7037781,False,https://www.idealista.com/inmueble/108567540/,"BARNES presenta este luminoso y elegante piso situado en una de las calles más codiciadas de Malasaña, a pocos pasos del vibrante corazón de Justicia. Ubicado en una tercera planta de una finca con encanto y ascensor, el apartamento, de 89 m², fue completamente reformado en 2019 y destaca por sus techos altos, distribución inteligente y excelente luz natural. La vivienda da a un precioso patio de estilo hacienda, cuidadosamente mantenido, que ofrece vistas despejadas al cielo y una tranquilidad poco habitual en pleno centro. Consta de dos dormitorios y dos baños completos, en una distribución que equilibra perfectamente el confort y la funcionalidad. Aunque aún mantiene precios propios del distrito Centro, esta calle ya refleja el dinamismo, la oferta comercial y el estilo de vida de Justicia, cuya influencia se expande día a día. Esta transformación convierte la propiedad en una oportunidad de inversión estratégica, con alto potencial de revalorización. Actualmente alquilado por 2.100 €/mes y con unos gastos de comunidad de solo 120 €, este piso representa una atractiva combinación de estilo de vida e inversión.",True,False,True,,7865.0,False,False,False,False,[],False,False,700000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en Corredera Alta de San Pablo,Top,good,,,,
108969900,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/db/3f/1360422915.webp,ARRO-29,18,2,260000.0,flat,sale,95.0,True,2,1,calle de los Mártires Fuenlabrada,Madrid,Fuenlabrada,Centro,es,,40.2801853,-3.7906787,False,https://www.idealista.com/inmueble/108969900/,"ESPECTACULAR PISO CON GARAJE, TRASTERO Y CON FINANCIACIÓN HASTA EL 100%! La agencia inmobiliaria HOGARES FUENLABRADA VENDE EN EXCLUSIVA piso SEMINUEVO con 95m compuesto por 2 amplios dormitorios, 1 baño completo, salón independiente muy luminoso y cocina independiente con tendedero cerrado. PLAZA DE GARAJE INCLUIDA EN EL PRECIO EN EL MISMO EDIFICIO. Dispone de suelos de gres, puertas de roble lacadas en blanco, ventanas de climalit oscilobatientes, cocina totalmente equipada, 2 Split de bomba de calor ubicados en salón y dormitorio principal, calefacción individual de gas natural, 3 armarios empotrados. Próximo a todos los servicios: colegios, supermercados, centro de salud, zonas deportivas y a escasos minutos de transporte, a 10min Renfe y Metro Fuenlabrada Central VISÍTALO SIN COMPROMISO, TE CONSEGUIMOS HASTA EL 100% DEL PRECIO DE COMPRA CON LAS MEJORES CONDICIONES.",True,False,True,,2737.0,True,False,False,False,[],False,False,260000.0,€,True,True,flat,"Centro, Fuenlabrada",Piso en calle de los Mártires Fuenlabrada,Top,good,,,,
107472066,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/56/31/1313788996.webp,85672726,42,5,1150000.0,penthouse,sale,81.0,True,2,1,glorieta de Ruiz Giménez,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4295451,-3.7039806,False,https://www.idealista.com/inmueble/107472066/,"BARNES Madrid presenta este magnífico piso en venta de 2 dormitorios combina amplitud, luz natural y una espectacular terraza que convierte cada momento en una experiencia única. Con una superficie bien distribuida, esta vivienda destaca por su diseño moderno, su mobiliario de alta calidad y su equipamiento completo, ofreciendo el equilibrio perfecto entre confort y funcionalidad. El salón-comedor es un espacio acogedor y luminoso, con acceso directo a la terraza privada, ideal para disfrutar del aire libre, relajarse o compartir reuniones con amigos y familiares. La cocina, completamente equipada con electrodomésticos de última generación, ha sido diseñada para maximizar la comodidad y el aprovechamiento del espacio. Los dos dormitorios ofrecen amplitud y confort, con armarios empotrados y mobiliario de calidad. El baño, renovado con acabados de primera, completa esta vivienda moderna y elegante. Ubicado en una de las mejores zonas de Madrid, este piso ofrece acceso a una variada oferta gastronómica, comercial y cultural. Además, cuenta con excelentes conexiones de transporte público, permitiendo desplazarse fácilmente por la ciudad. Su cercanía a espacios verdes y enclaves históricos lo convierten en una opción ideal para quienes buscan un hogar exclusivo en un entorno privilegiado. Desde BARNES Madrid le invitamos a visitar nuestra web para conocer los inmuebles mas exclusivos de la capital.",True,False,True,,14198.0,False,False,False,False,[],False,False,1150000.0,€,,,flat,"Malasaña-Universidad, Madrid",Ático en glorieta de Ruiz Giménez,Top,good,penthouse,,,
108597087,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/31/42/1349524445.webp,VM2506117,21,2,695000.0,flat,sale,71.0,True,2,2,Barrio Guindalera,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4379135,-3.6711181,False,https://www.idealista.com/inmueble/108597087/,"PISO EXTERIOR, MUY LUMINOSO CON GARAJE EN FINCA Precioso piso exterior en chaflán, situado en una segunda planta con ascensor en finca del año 2000. Gracias a su ubicación en esquina, el salón comedor, la cocina y ambos dormitorios reciben abundante luz natural durante todo el día, creando un ambiente alegre y acogedor. La vivienda se distribuye en un amplio salón comedor, dos dormitorios exteriores (el principal en suite), cocina independiente con una práctica terracita y área de lavandería, ideal para el día a día. Una distribución muy funcional y cómoda que hace de este piso un lugar perfecto tanto para residir así como para obtener una excelente rentabilidad. Cuenta con garaje en la propia finca, no incluido en el precio.   Ubicado estratégicamente cerca del intercambiador de Avenida de América, en pleno eje María de Molina – Diego de León – Francisco Silvela, con una magnífica oferta de transporte, servicios y comercios. Zona muy demandada por estudiantes internacionales del Instituto de Empresa (IE), cuyo campus está muy próximo, así como por ejecutivos de empresas multinacionales ubicadas en la zona. Una oportunidad única en una de las áreas más dinámicas y bien comunicadas de Madrid. ¡No lo dejes escapar! ¿Te imaginas vivir aquí?    Contacte con nosotros para ver más inmuebles similares.",True,False,True,,9789.0,False,False,False,False,[],False,False,695000.0,€,True,True,flat,"Guindalera, Madrid",Piso,Top,good,,,,
108378141,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/00/cb/1342323639.webp,85974247,40,,2500000.0,chalet,sale,233.0,,4,2,calle de Dolores Romero,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4251124,-3.6635462,False,https://www.idealista.com/inmueble/108378141/,"CASA PARA REFORMAR Distrito SALAMANCA Un Tesoro Residencial en Madrid En el extremo oeste al final de la calle Jorge Juan se encuentra la Colonia Iturbe. Enclavada en el corazón de Fuente del Berro dentro del cotizado distrito de Salamanca, representa uno de los secretos mejor guardados de Madrid, siendo sinónimo de tranquilidad, exclusividad y calidad de vida. La colonia fue construida entre 1926 y 1929 por el arquitecto Enrique Pfitz, siguiendo un estilo romántico colonial que ha sabido conservarse a lo largo de los años. Sus más de 150 viviendas, principalmente de una y dos plantas, destacan por su diseño elegante y su integración con la naturaleza, ya que muchas cuentan con jardines delanteros y traseros, así como detalles originales como cerámicas decorativas. Pasear por sus calles arboladas, de circulación tranquila y poco transitadas, es sumergirse en un ambiente casi de pueblo, con “Pavos Reales” deanbulando libres por sus calles pero en pleno centro de Madrid. La colonia destaca por su ambiente familiar y seguro, con vigilancia 24 horas en algunas zonas y acceso restringido para residentes en vehículos, lo que refuerza la privacidad y la tranquilidad. Es ideal para familias, profesionales y quienes buscan un entorno apacible, alejado del bullicio nocturno y con todas las comodidades urbanas a su alcance: comercios exclusivos, colegios, centros de salud y una variada oferta de ocio y restauración. Históricamente, la Colonia Iturbe ha sido refugio de artistas, escritores y figuras públicas, atraídos por su discreción y su atmósfera bohemia. Entre sus antiguos y actuales vecinos se cuentan músicos, escultores, actores y políticos, lo que añade un aura de exclusividad y prestigio a la zona. Dada la alta demanda y escasa oferta es muy difícil encontrar propiedades a la venta, lo que mantiene el valor de los inmuebles y asegura una revalorización sostenida. Desde casas independientes con piscina y jardín, hasta pisos reformados y apartamentos de lujo, la colonia ofrece alternativas para todo tipo de necesidades y estilos de vida. La Colonia Iturbe en Fuente del Berro es mucho más que una zona residencial: es un oasis de paz, historia y exclusividad en Madrid. Su entorno privilegiado, su arquitectura única, la calidad de vida que ofrece y su potencial de revalorización hacen de la decisión de comprar una casa aquí una de las mejores inversiones inmobiliarias en la capital. Contacte con nosotros, estaremos encantados de ampliarle toda la información sobre este inmueble.",True,False,,,10730.0,False,False,False,False,[],False,False,2500000.0,€,True,True,chalet,"Fuente del Berro, Madrid",Casa independiente en calle de Dolores Romero,Top,renew,independantHouse,,,
