propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
109090169,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/78/99/1364055892.webp,13,bj,390000.0,duplex,sale,52.0,True,1,1,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4131844,-3.7032646,False,https://www.idealista.com/inmueble/109090169/,"¿Buscas una vivienda con carácter, diseño moderno y en una de las zonas más vibrantes de Madrid? Te presentamos este espectacular inmueble tipo dúplex, con entrada independiente desde la calle y uso de vivienda en proceso de legalización, ubicado a escasos metros de la animada Plaza de Tirso de Molina y en pleno corazón del barrio de Lavapiés–Embajadores. Características principales del inmueble: Tipo dúplex completamente reformado con estilo contemporáneo. Entrada independiente desde la calle, con grandes ventanales que aportan luminosidad y conexión con el entorno urbano. Cocina abierta a la entrada, de diseño moderno y equipada, ideal para aprovechar al máximo el espacio. Acogedor salón-comedor integrado con el recibidor, perfecto para una vida práctica y funcional. 1 dormitorio en la planta superior con privacidad y ambiente tranquilo. Baño completo con plato de ducha, moderno y bien aprovechado. Instalaciones y acabados totalmente nuevos: fontanería, electricidad, suelos, revestimientos, ventanas y climatización. Ideal como primera vivienda, inversión para alquiler o como pied-à-terre en Madrid. Ubicación inmejorable: Situado en una de las zonas con mayor proyección de Madrid, Lavapiés–Embajadores, este inmueble combina la autenticidad del casco histórico con una intensa vida cultural y social. A solo unos pasos de la Plaza de Tirso de Molina, y muy cerca de La Latina, el Rastro, la Plaza Mayor y Atocha, es una ubicación ideal para disfrutar del centro de Madrid caminando. Excelentes comunicaciones: Metro: A menos de 5 minutos caminando de Tirso de Molina (L1), Lavapiés (L3) y Embajadores (L3 y Cercanías Renfe). EMT: Varias líneas de autobús comunican directamente con Sol, Gran Vía, Atocha y otros puntos estratégicos de la ciudad. Acceso rápido a la M-30 y principales arterias urbanas. Entorno y servicios: Zona rodeada de galerías de arte, cafeterías de autor, restaurantes multiculturales, mercados tradicionales (como el de Antón Martín o San Fernando) y una intensa agenda cultural. Todos los servicios a mano: supermercados, centros médicos, gimnasios, colegios y más. Ambiente joven, diverso, creativo y con fuerte proyección de revalorización. No pierdas la oportunidad de vivir o invertir en un espacio único, moderno y con alma propia, en una de las zonas más auténticas y demandadas del centro de Madrid. ¡Contáctanos para más información o concertar una visita!",False,good,False,False,7500.0,False,False,False,False,[],False,False,390000.0,€,flat,duplex,"Lavapiés-Embajadores, Madrid",Dúplex,Destacado,,,,,,
108039600,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/0d/dd/1360625784.webp,5,,115000.0,flat,sale,63.0,,3,1,calle de San Nicolás,Madrid,Aranjuez,Nuevo Aranjuez-Ciudad de las Artes,es,,40.0304854,-3.5925637,False,https://www.idealista.com/inmueble/108039600/,"Piso de 68 m² ubicado en Aranjuez. Se trata de un piso de 68 m² distribuidos en salón-comedor, cocina, 3 dormitorios y 1 baño. El piso se sitúa en el núcleo urbano de Aranjuez, teniendo buenos accesos por la A-4 y la M-305. Además, cuenta con comunicaciones públicas como las líneas de autobús 1, 2, 3, 4 y 423, así como la línea C-3 de la estación de trenes de Aranjuez. En Aranjuez podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias y otros negocios comerciales. También hay puntos de interés cercanos como el Jardín del Príncipe, el Palacio Real de Aranjuez y el centro comercial El Deleite. Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,1825.0,False,False,False,False,[],False,False,115000.0,€,flat,,"Nuevo Aranjuez-Ciudad de las Artes, Aranjuez",Piso en calle de San Nicolás,Destacado,C6-06717-0001,,,,,
108918553,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/59/56/1358909308.webp,5,,132000.0,flat,sale,40.0,,1,1,calle del Vizconde de Arlessón,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.383955,-3.6666906,False,https://www.idealista.com/inmueble/108918553/,"Piso de 40 m² ubicado en Puente de Vallecas, Madrid. Se trata de un piso de 40 m² distribuidos en salón-comedor, cocina, 1 dormitorio y 1 baño. Este acogedor piso se sitúa en una zona céntrica de Puente de Vallecas, teniendo buenos accesos por la Avenida de la Albufera y la Calle de la Oca. La ubicación ofrece excelentes comunicaciones públicas, con varias líneas de autobús que conectan con el centro de Madrid y la estación de metro más cercana, la de Puente de Vallecas, a solo unos minutos a pie. En la zona podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas y centros educativos. Además, se encuentra cerca del Parque de las Tres Culturas, un espacio verde ideal para disfrutar de actividades al aire libre. También está a poca distancia del Hospital 12 de Octubre, lo que garantiza un acceso rápido a servicios de salud. Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,3300.0,False,False,False,False,[],False,False,132000.0,€,flat,,"San Diego, Madrid",Piso en calle del Vizconde de Arlessón,Destacado,C6-04520-0001,,,,,
107649353,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/42/6f/1318703383.webp,3,2,93500.0,flat,sale,107.0,True,4,2,Tielmes,Madrid,Tielmes,,es,,40.2455613,-3.3154456,False,https://www.idealista.com/inmueble/107649353/,"¡OPORTUNIDAD PARA INVERSORES! ¡NO SE PUEDE VISITAR! DP2020 vende vivienda ocupada/sin posesión en Tielmes, Madrid. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo, ni tampoco se puede hipotecar. Se encuentra situado en una zona residencial tranquila. A poca distancia de todo tipo de servicios supermercados, colegios, centros de salud, tiendas y restaurantes. Además, cuenta con una excelente comunicación por carretera con Madrid, teniendo acceso directo a A3. También dispone de buena comunicación por transporte publico. Infórmate sin compromiso! DP2020 la inmobiliaria de las familias exigentes, tu inmobiliaria de confianza!",False,renew,False,True,874.0,False,False,False,False,[],False,False,93500.0,€,flat,,Tielmes,Piso,Destacado,REMO-01282,,,,,
107060338,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/16/63/1301791864.webp,18,,365000.0,chalet,sale,210.0,,5,3,calle Lérida,Madrid,Villa del Prado,,es,,40.2702272,-4.3467017,False,https://www.idealista.com/inmueble/107060338/,"PISO AZUL INMOBILIARIA VENDE EN VILLA DEL PRADO URBA. ENCINAR, CHALET INDEPENDIENTE para entrar avivir, La vivienda consta de dos plantas, 5 dormitorios con aramarios empotrados, 3 baños, cocina amueblada, salon amplio, calefacion por gasoil, aire acondicionado bomba frio y calor garaje trastero y piscina con jardin, en urba. privada vigilancia de 24 horas con lector de matriculas, llama y ven a visitarla, piso azul inmobiliaria.",False,good,False,,1738.0,False,False,False,False,[],False,False,365000.0,€,chalet,independantHouse,Villa del Prado,Casa independiente en calle Lérida,Destacado,,True,True,,,
108758621,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/76/42/1354250562.webp,2,1,195000.0,flat,sale,71.0,True,3,1,plaza Aldehuela,Madrid,Fuenlabrada,El Arroyo - La Fuente,es,,40.2748454,-3.7977193,False,https://www.idealista.com/inmueble/108758621/,REF. MAD-714 Vivienda en venta en la población de Fuenlabrada. Tiene un total de 71 m2 construidos y 67 m2 útiles según Catastro. En Akris os ayudamos a cumplir vuestros Sueños Inmobiliarios. Encuentre mas inmuebles en.,False,good,False,False,2746.0,False,False,False,False,[],False,False,195000.0,€,flat,,"El Arroyo - La Fuente, Fuenlabrada",Piso en plaza Aldehuela,Destacado,MAD-714,,,,,
108715782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/eb/70/1352981065.webp,1,3,677000.0,flat,sale,80.0,False,2,2,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.424598,-3.6974261,False,https://www.idealista.com/inmueble/108715782/,"**Piso en Venta en el Corazón de Madrid** ¡Descubre este espectacular piso en el vibrante centro de Madrid! Situado a solo 25 metros de la emblemática Gran Vía, este hogar de 80 m² está completamente reformado y listo para entrar a vivir. En la tercera planta de una finca rehabilitada, la vivienda ofrece un acceso cómodo gracias a su ascensor y un encantador vestíbulo que da la bienvenida a un salón luminoso, donde la luz natural inunda cada rincón. La cocina independiente, para disfrutar de comidas familiares, es perfecta para los amantes de la gastronomía. Además, cuenta con un aseo con ducha y dos habitaciones dobles: una con un vestidor que hará las delicias de los más organizados. El baño completo en suite añade un toque de comodidad y privacidad. Con calefacción individual a gas y aire acondicionado, este piso garantiza confort durante todo el año. No pierdas la oportunidad de vivir en un lugar donde el estilo y la funcionalidad se unen en el corazón de Madrid. ¡Contáctanos para más información y ven a verlo!",False,good,False,True,8463.0,False,False,False,False,[],False,False,677000.0,€,flat,,"Chueca-Justicia, Madrid",Piso,Destacado,,,,,,
108701745,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/01/8f/1352574315.webp,6,,164700.0,flat,sale,54.0,,2,1,calle del Brocado,Madrid,Madrid,San Blas,es,Amposta,40.4283827,-3.6213684,False,https://www.idealista.com/inmueble/108701745/,"Piso de 54 m² ubicado en Madrid. Se trata de un piso de 54 m² distribuidos en salón-comedor, cocina, 2 dormitorios y 1 baño. El piso se sitúa en el barrio de Amposta, dentro del distrito de San Blas-Canillejas, una zona residencial consolidada en el este de Madrid, con acceso directo a la Avenida de Arcentales y la M-40, lo que facilita la conexión con otras áreas de la ciudad. En cuanto a transporte público, la zona cuenta con la estación de metro San Blas, a pocos minutos a pie, así como varias líneas de autobús urbano que comunican con diferentes puntos de Madrid. Además, la proximidad a la estación de cercanías de Coslada y la buena conexión con la A-2 permiten un acceso rápido tanto al centro de la ciudad como a otras localidades del área metropolitana. En el entorno inmediato se encuentran servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos de diferentes niveles, oficinas bancarias y otros negocios comerciales. Entre los puntos de interés cercanos destaca el Parque El Paraíso, un amplio espacio verde ideal para actividades al aire libre, y el Centro Deportivo Municipal San Blas, que ofrece diversas instalaciones para la práctica deportiva. También se encuentran próximos el Centro de Salud García Noblejas y el Hospital Universitario Ramón y Cajal, lo que garantiza una adecuada cobertura sanitaria. Para las compras y el ocio, en las inmediaciones hay centros comerciales y una variada oferta de comercios de proximidad. Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,3050.0,False,False,False,False,[],False,False,164700.0,€,flat,,"Amposta, Madrid",Piso en calle del Brocado,Destacado,C6-02920-0001,,,,,
104965998,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/ab/69/1237580455.webp,24,2,3380000.0,flat,sale,346.0,True,5,4,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4233319,-3.6962727,False,https://www.idealista.com/inmueble/104965998/,Fabulosa propiedad en finca clásica con balcones y vistas sobre preciosos edificios del barrio de Justicia. Ubicado en un edificio señorial madrileño en una de las calles mas prestigiosas del barrio de Justicia a escasos pasos de la plaza de Salesas. Consta ademas de elementos clásicos típicos de la época.  Este piso es una oportunidad única para reformar en uno de los barrios mas demandados de Madrid.,False,renew,False,True,9769.0,False,False,False,False,[],False,False,3380000.0,€,flat,,"Chueca-Justicia, Madrid",Piso,Destacado,MAD84714526,,,,,
108473998,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/10/1f/1345992426.webp,11,3,259000.0,flat,sale,90.0,True,3,2,Barrio Palomeras sureste,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3850191,-3.6423095,False,https://www.idealista.com/inmueble/108473998/,"Espacioso, luminoso y muy bien comunicado.  3 habitaciones, 2 baños, terraza y garaje muy cerca del metro miguel hernandez.",False,good,False,True,2878.0,False,False,False,False,[],False,False,259000.0,€,flat,,"Palomeras sureste, Madrid",Piso,Destacado,RP132025138767,True,True,262000.0,3000.0,1.0
