propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
109011724,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/ae/eb/1361655465.webp,Urbalor/DuplexParqueOeste/Dani,23,5,375000.0,duplex,sale,110.0,True,2,2,calle Copenhague,Madrid,Alcorcón,Parque oeste - Fuente Cisneros,es,Parque oeste - Fuente Cisneros,40.3461782,-3.8438929,False,https://www.idealista.com/inmueble/109011724/,"Urbalor servicios inmobiliarios gestiona en exclusiva esta vivienda distribuida como sigue: Planta baja: Amplio salon independiente, equipado con aire acondicionado con bomba de calor, cocina office con acceso a tendedero cerrado y cubierto y un aseo de cortesia en planta baja. Planta superior: Dos dormitorios, ambos equipados con armarios empotrados vestidos con maletero, los dos con aire acodicionado con bomba de calor, y dos cuartos de baño completos, uno de ellos equipado con plato de ducha, y otro en suitte, privado para el dormitorio principal, equipado con bañera. Desde este ultimo dormitorio tenemos acceso a una terraza cerrada, equipada con agua y un armario de carpinteria de aluminio. Respecto a las calidadades disponemos de puertas de paso en roble, siendo la de entrada blindada, cerramientos climalit lacados en verde en toda la vivienda, radiadores de hierro fundido, suelos de parqué en toda la vivienda, salvo en baños y cocina donde equipa gress. La vivienda dispone de una plaza de garaje y un trastero. Inmueble ubicado en urbanizacion cerrada con zonas comunes, servicios de conserjeria 24 horas, circuito cerrado de videovigilancia, zonas ajardinadas, piscina y pista de padel. Ubicado en una de las calles mas tranquilas de Parque Oeste, muy bien comunicada mediante transporte publico o salida directa a Nacional V. Urbalor servicios inmobilairios dispone de servicios de intermediacion financiera, solicite informacion sin compromiso. Servicios cerca de Calle Copenhague, 1 Transportes Viena - Av. Atenas 0,216 km Parada de autobús Oslo - Helsinki 0,236 km Parada de autobús Av. Atenas - Milán 0,256 km Parada de autobús Av. Europa - Universidad 0,418 km Parada de autobús Avenida Móstoles - Provisional 0,481 km Parada de autobús Berna - Est. Las Retamas 0,484 km Parada de autobús Moeve Lisboa - AV DE MOSTOLES, Nº 6 0,485 km Gasolinera Las Retamas - Vía 1 0,566 km Parada de tren Viena - Budapest 0,592 km Parada de autobús Av. Móstoles - Las Retamas 0,597 km Parada de autobús.",False,good,False,True,3409.0,False,False,False,False,[],False,False,375000.0,€,True,True,flat,duplex,"Parque oeste - Fuente Cisneros, Alcorcón",Dúplex en calle Copenhague,Destacado,,,
109077212,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/f6/9b/1363716463.webp,NAV4780,30,1,359000.0,flat,sale,131.0,True,3,2,calle Italia,Madrid,Navalcarnero,Centro,es,,40.2905445,-4.011356,False,https://www.idealista.com/inmueble/109077212/,"¡Descubre tu nuevo hogar! Este luminoso piso de 131 m² se encuentra en una urbanización privada, ideal para disfrutar de la tranquilidad y comodidad que mereces. Con 3 amplios dormitorios y un diseño exterior que permite la entrada de luz natural, este espacio es perfecto para crear recuerdos inolvidables. La cocina, completamente amueblada, es el lugar ideal para dar rienda suelta a tu creatividad culinaria y la cocina cuenta también con una terraza. Además, cuenta con armarios empotrados que ofrecen un amplio espacio de almacenamiento. El suelo de gres y la pintura lisa aportan un toque moderno y elegante a cada rincón. Disfruta de las comodidades que ofrece esta propiedad: calefacción de gas natural individual, ventanas de aluminio con climalit que garantizan un excelente aislamiento, y un ascensor que facilita el acceso a tu hogar.  En el exterior, podrás relajarte en el jardín comunitario o refrescarte en la piscina comunitaria durante los días calurosos. Además, la plaza de garaje incluida te proporcionará la comodidad que necesitas en tu día a día. Ubicado en una zona céntrica, tendrás acceso a todos los servicios y comodidades que la ciudad ofrece. ¡No dejes pasar esta oportunidad y ven a visitarlo! Tu nuevo hogar te está esperando.",False,good,False,True,2740.0,False,False,False,False,[],False,False,359000.0,€,True,True,flat,,"Centro, Navalcarnero",Piso en calle Italia,Destacado,,,
108901157,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/af/4e/1358381259.webp,959,58,4,1670000.0,flat,sale,121.0,False,3,2,calle del General Pardiñas,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.430067,-3.677926,False,https://www.idealista.com/inmueble/108901157/,"GENERAL PARDIÑAS, Barrio de Salamanca, junto a la Calle Ortega Gasset, magnífico piso de 121 metros, reformado íntegramente, con un diseño moderno y acabados de alta gama que garantizan confort, funcionalidad y estilo en cada uno de sus espacios.    Se trata de una vivienda de techos altos, interior, pero con mucha luminosidad, ya que da a un gran patio de manzana con bonitas vistas que se aprecian desde su terraza, con mucha luz natural, distribuido en salón, amplio comedor con cocina integrada completamente amueblada y equipada que da una amplitud extraordinaria a este inmueble.     La vivienda destaca por sus materiales de alta calidad, paredes con puertas ocultas de madera, que permite que la puerta se integre completamente con la pared, creando una apariencia continua y sin interrupciones con acceso al baño y a varios armarios empotrados a medida, todos ellos vestidos con luz led en su interior con mucho espacio para almacenamiento.    Cuenta con dos cuartos de baño completos, perfectamente equipados y de diseño moderno, uno de ellos en suite.    Los materiales son de primera calidad, carpintería, iluminación, material cerámico, cocina con electrodomésticos Balay a estrenar, encimeras Ascale, persianas motorizadas, tarima AC5, paredes lisas, puertas alta, macizas, lacadas, ventanas PVC climalit oscilobatientes, bitono.    Garaje acceso directo y trastero.    Muy buena finca clásica de bonita fachada y portal señorial, portero físico y ascensor de servicio.     El piso está ubicado en una zona de las mejores zonas junto a la zona “milla de oro” de Madrid, perfectamente comunicada, con todo tipo de comercios y servicios cercanos a la vivienda, Parque del Retiro, Colegios, hospitales, etc.     COMUNIDAD: 131€. Garaje 78€    IBI: 975€    INMUGA HOMES, SL. Pensando en Ti. Más inmuebles en:    Acompañamos durante todo el proceso mediante una atención personalizada y con total transparencia, para aportar la máxima seguridad en la experiencia que supone una transacción inmobiliaria.    Resolvemos cualquier consulta o duda, tanto fiscal como jurídica.    Encontramos la FINANCIACIÓN ideal según las necesidades o expectativas.    Ponemos a disposición servicios profesionales para tramitar compraventas, liquidación de plusvalías, herencias, cancelaciones de hipoteca, levantamiento de embargos, certificados de eficiencia energética (CEE) y otras gestiones vinculadas a los inmuebles.",False,good,False,True,13802.0,False,False,False,False,[],False,False,1670000.0,€,True,True,flat,,"Lista, Madrid",Piso en calle del General Pardiñas,Destacado,,,
107262709,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/63/ce/1307800349.webp,,34,3,2095000.0,flat,sale,145.0,True,3,3,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4261425,-3.694804,False,https://www.idealista.com/inmueble/107262709/,"Ubicada en un elegante edificio clásico y frente a un majestuoso palacio, esta exclusiva vivienda ofrece una oportunidad única en una de las zonas más cotizadas de la ciudad, a pocos pasos de la emblemática calle Fernando VI. La propiedad, entregada llave en mano, ha sido diseñada con un exquisito mobiliario y decoración de alta gama italiana, todo incluido en el precio. Sus tres habitaciones en suite, cada una con su propio baño, garantizan el máximo confort, destacando la suite principal con un amplio vestidor. La cocina, equipada con electrodomésticos Gaggenau, se integra perfectamente con el salón, mientras que el comedor independiente y el vestíbulo aportan un extra de elegancia y funcionalidad. El suelo de madera natural en espiga y el suelo radiante aseguran un ambiente cálido y acogedor durante todo el año. Gracias a su excelente orientación, la vivienda disfruta de abundante luz natural desde la mañana hasta la tarde. Además, el edificio cuenta con portero físico, proporcionando seguridad y comodidad. Ubicada en una zona en pleno crecimiento, esta propiedad representa una oportunidad excepcional tanto para vivir como para invertir en una de las direcciones más exclusivas de la ciudad.",False,good,False,True,14448.0,True,False,False,False,[],False,False,2095000.0,€,,,flat,,"Chueca-Justicia, Madrid",Piso,Destacado,,,
108825240,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/98/39/1357743781.webp,06536,10,bj,290000.0,flat,sale,132.0,True,3,2,CL POZAS,Madrid,San Lorenzo de El Escorial,Zaburdón - Monte Escorial,es,,40.6042906,-4.1302053,False,https://www.idealista.com/inmueble/108825240/,"¡Descubre este impresionante piso en venta que combina luminosidad y comodidad! Con 115 m² construidos, este amplio hogar es ideal para inversores, ya que cuenta con inquilinos ya establecidos, lo que garantiza una rentabilidad inmediata. Ubicado en una zona vibrante con todos los servicios a tu alcance, estarás rodeado de supermercados, colegios, institutos polideportivos, pastelerías y carnicerías. El piso cuenta con un amplio salón que invita a disfrutar de momentos en familia y amigos. La cocina, completamente equipada, tiene acceso a una encantadora terracita y un práctico lavadero. Además, dispone de tres habitaciones con armarios empotrados, siendo la principal un verdadero refugio con su propio baño en suite. Un segundo baño completo asegura la comodidad para todos. La propiedad incluye una plaza de garaje y un trastero, perfectos para maximizar el espacio. Con calefacción de gas natural y adaptada para personas con movilidad reducida, este piso es perfecto para cualquier estilo de vida. ¡No dejes pasar la oportunidad de visitar este hogar lleno de posibilidades! Su orientación Sur-Este asegura luz natural durante todo el día. ¡Contáctanos y ven a verlo!",False,good,False,True,2197.0,False,False,False,True,[],False,False,290000.0,€,True,True,flat,,"Zaburdón - Monte Escorial, San Lorenzo de El Escorial",Piso en CL Pozas,Destacado,,,
104093771,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/44/66/1225251581.webp,441,21,,300000.0,chalet,sale,297.0,,3,3,Casarrubuelos,Madrid,Casarrubuelos,,es,,40.1693351,-3.8327887,False,https://www.idealista.com/inmueble/104093771/,"CHALET ADOSADO EN VENTA EN CASARRUBUELOS Vivienda de 297m2 construidos distribuidos en 3 plantas: Compuesto por 3 dormitorios con armarios empotrados, 2 baños completos, 1 aseo, salón independiente y cocina independiente amueblada. Garaje de gran capacidad para varios vehículos. Patio de 20m2. Calefacción de Gas Natural. Buhardilla en planta alta. Año de construcción: 2004. Con todos los servicios necesarios: colegios, institutos, centro médico, farmacias, clínicas dentales, parques, supermercados, autobuses.  Excelentes comunicaciones por carreteras A-42 y CM-4010.",False,good,False,,1010.0,False,False,False,True,[],False,False,300000.0,€,True,True,chalet,terracedHouse,Casarrubuelos,Chalet adosado,Destacado,,,
108455884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/bd/4c/1345432888.webp,RP472025138715,33,2,239000.0,flat,sale,79.0,True,3,1,Barrio Villaverde Alto,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3412882,-3.7046963,False,https://www.idealista.com/inmueble/108455884/,"Redpiso Villaverde Alto gestiona la venta de vivienda en segunda planta con ascensor de 79m2, distribuidos en 3 dormitorios, salón con salida a tarraza, cocina y baño.  La vivienda dispone calefacción por tarifa nocturna y agua caliente por termo eléctrico. Suelos de tarima, ventanas de climalit, puertas de pino y puerta principal blindada.  Dispone de Aire acondicionado en el salón y ventilador de techo en dos de los dormitorios.  Se encuentra a 10 minutos de RENFE y metro Villaverde Alto. Al lado de todo tipo de comercios y servicios tales como supermercados, tiendas, bancos, centro de salud, farmacias, parques, institutos y colegios.  A 5 minutos de carreteras como M-30; M-40; M-45; Avenida de Andalucía, carretera de Toledo y centro comercial “Westfield ParqueSur”. ¡Visite sin compromiso! Agencia inscrita en RAIN Nº 000596/20 con lo que os ofrecemos servicio completo de personal formado. Profesionales con más de 20 años de experiencia. Además disponemos de seguro de caución y responsabilidad civil para que su señal esté protegida!",False,good,False,True,3025.0,True,False,True,False,[],False,False,239000.0,€,,,flat,,"Villaverde Alto, Madrid",Piso,Destacado,,,
108950985,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/1c/e8/1359866174.webp,,19,,70990.0,chalet,sale,93.0,,1,2,plaza de Montalbán,Madrid,Torrelaguna,,es,,40.8279172,-3.5404829,False,https://www.idealista.com/inmueble/108950985/,"Agencia inmobiliaria TECNOCASA VENDE: VIVIENDA ADOSADA CON PATIO EN TORRELAGUNA. ¡INCREIBLE OPORTUNIDAD! Si estás buscando una vivienda con encanto, en una ubicación privilegiada y con potencial para reformar a tu gusto, esta es tu oportunidad. Se vende casa adosada en pleno corazón de Torrelaguna, una localidad con historia, encanto y todos los servicios al alcance de la mano. La vivienda, distribuida en tres plantas, ofrece una estructura sólida y una base ideal para diseñar un hogar acogedor o incluso un pequeño negocio familiar. Está para reformar, lo que te permitirá personalizar cada rincón según tus necesidades y estilo. En la planta baja, encontrarás un local amplio y versátil, con acceso directo desde la calle. Este espacio tiene múltiples posibilidades: puede convertirse en un local comercial, un taller, un estudio o formar parte de la vivienda. También es ideal para quienes buscan una opción de vivienda con negocio propio en la misma propiedad. La primera planta alberga un salón luminoso con un precioso balcón exterior, que aporta mucha luz y una agradable ventilación. Desde aquí puedes disfrutar de las vistas del entorno tradicional del centro de Torrelaguna. También cuenta con una cocina independiente, con suficiente espacio para diseñar una distribución cómoda y funcional. En la última planta se encuentra una habitación principal muy amplia, también con acceso a un bonito balcón que llena la estancia de luz natural. Junto a esta habitación hay un baño completo, que también puede reformarse para adaptarlo a las comodidades actuales. Uno de los grandes atractivos de esta casa son sus balcones, que le dan una personalidad única a la fachada y llenan de vida cada planta. Las vistas, la luz y la ventilación natural son elementos que marcan la diferencia en este tipo de viviendas. Esta situada en el centro histórico de Torrelaguna, a solo unos pasos de la plaza mayor, del Ayuntamiento, comercios, colegios, transporte público, farmacias y todos los servicios esenciales. Una zona tranquila, pero con vida, ideal tanto para residir como para invertir. Ideal para familias que buscan una casa con potencial en el centro del pueblo, personas que desean reformar a su gusto, inversores que buscan una propiedad o emprendedores que quieran combinar vivienda y negocio. En definitiva se trata de una magnifica vivienda, con muchas posibilidades. ¡OPORTUNIDAD! TANTO PARA INVERTIR COMO VIVIENDA HABITUAL ¡No dudes en venir a verlo porque puede ser lo que estás buscando! Además, te recordamos que te ayudamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON. Hasta el 100% de la hipoteca. INFÓRMATE SIN NINGÚN TIPO DE COMPROMISO EN NUESTRA OFICINA, LLÁMANOS AL TELÉFONO QUE APARECE EN EL ANUNCIO.",False,renew,False,,763.0,False,False,False,False,[],False,False,70990.0,€,,,chalet,terracedHouse,Torrelaguna,Chalet adosado en plaza de Montalbán,Destacado,74990.0,4000.0,5.0
108492401,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/26/4b/1354675526.webp,,83,,3000000.0,chalet,sale,583.0,,5,6,Barrio Club de Golf,Madrid,Las Rozas de Madrid,Club de Golf,es,Club de Golf,40.5441899,-3.9100122,False,https://www.idealista.com/inmueble/108492401/,"**Casa Independiente en Las Rozas Club de Golf - Un Paraíso Exclusivo** Impresionante propiedad que destaca por su arquitectura atemporal y por la excelencia de los materiales utilizados  Descubre la elegancia y el confort en esta impresionante casa independiente situada en una de las urbanizaciones más prestigiosas de Las Rozas, con acceso directo al campo de golf. Con una parcela de 2.700 m² y vigilancia privada las 24 horas, esta propiedad ofrece un estilo de vida exclusivo rodeado de naturaleza y tranquilidad. Las vistas privilegiadas a la Sierra de Madrid te dejarán sin aliento. Al entrar, serás recibido por un hall de entrada espectacular, adornado con dos elegantes escaleras de acero oxidado y cristal que conducen a dos plantas llenas de luz y espacio. En la planta principal, un amplio salón-comedor de más de 120 m² con chimenea es el lugar perfecto para reuniones familiares, mientras que la cocina independiente, totalmente equipada. Además, cuenta con un acogedor dormitorio de invitados. La primera planta alberga dos dormitorios con baños en suite y una suite principal que incluye una terraza privada, un gran vestidor y un lujoso baño completo. Un espacioso despacho con acceso a otra terraza ofrece un entorno ideal para trabajar o relajarse. En la planta abuhardillada, encontrarás un salón adicional y un gimnasio privado, perfecto para mantenerte en forma sin salir de casa. El sótano es un verdadero lujo: incluye un dormitorio de servicio, un garaje con capacidad para hasta 4 vehículos, una bodega y una sala de instalaciones. Las zonas exteriores son igualmente impresionantes, con una terraza principal de más de 80 m² ideal para celebraciones y una zona de piscina con un anexo climatizado para eventos durante todo el año. Con un sistema de climatización de alta eficiencia energética, suelo radiante y placas solares que optimizan el consumo energético, esta casa no solo es lujosa, sino también sostenible. Su ubicación privilegiada garantiza cercanía a colegios, supermercados y centros comerciales, además de excelentes conexiones de transporte público. No pierdas la oportunidad de vivir en este exclusivo chalet que combina lujo, confort y naturaleza. ¡Contáctanos para más información y ven a visitarlo!",False,good,False,,5146.0,True,False,False,False,[],False,False,3000000.0,€,True,True,chalet,independantHouse,"Club de Golf, Las Rozas de Madrid",Casa independiente,Destacado,,,
108390192,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/17/6b/1342681608.webp,GLP1,96,,840000.0,chalet,sale,360.0,,7,6,calle del Pino,Madrid,Galapagar,Los Jarales - Las Minas,es,,40.5856141,-3.9678905,False,https://www.idealista.com/inmueble/108390192/,"Amplio, luminoso y comodo chalet en perfectas condiciones, listo para entrar a vivir en Las minas, Galapagar. A menos de 2km de Torrelodones colonia. Dispone de una superficie de 360 m² construidos en una parcela de 800 m², 7 habitaciones amplias y luminosas diseñadas para ofrecer el máximo confort (una en la planta 0 y seis en la planta 1), 6 baños completos, reformados con acabados de alta calidad, un espacioso garaje con capacidad para dos vehículos. Tambien dispone de un jardín exterior con un diseño ornamental y piscina climatizada. Placas solares ya instaladas. Completamente renovado en 2022 con los más altos estándares de calidad y diseño. Ubicación privilegiada en una zona tranquila, rodeada de naturaleza, ideal para disfrutar de privacidad y paz a tan solo 4 minutos de la colonia de Torrelodones. Para mas información o agendar una visita contáctenos.",True,good,False,,2333.0,True,False,False,False,[],False,False,840000.0,€,True,True,chalet,independantHouse,"Los Jarales - Las Minas, Galapagar",Casa independiente en calle del Pino,Destacado,,,
