propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
109151152,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/00/78/1365034606.webp,E2 1º B,4,1,214303.0,flat,sale,95.0,True,2,2,"avenida de Europa, 2",Madrid,Arganda,Centro,es,40.2994088,-3.4509122,True,https://www.idealista.com/obra-nueva/109151152/,"48 VIVIENDAS DE PROTECCION PUBLICA EN REGIMEN DE COOPERATIVA A PRECIO DE COSTE, en la mejor zona de Arganda, próxima al hospital y al nuevo cuartel de la Guardia Civil, zonas verdes, equipamientos educativos, deportivos y comerciales, y a pocos minutos de la estación de metro de Arganda.  Amplias y luminosas viviendas de 2 y 3 dormitorios con terraza, tendedero, dos plazas de garaje y trastero. Bajos con patio. Aerotermia. Alta calificación energética.",False,newdevelopment,True,True,False,2256.0,True,False,False,False,[],False,False,214303.0,€,True,True,flat,"Centro, Arganda","Piso en avenida de Europa, 2",,,,,
109123707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/00/78/1365034606.webp,E2 BAJO A,4,bj,223524.0,flat,sale,99.0,True,2,2,"avenida de Europa, 2",Madrid,Arganda,Centro,es,40.2994088,-3.4509122,True,https://www.idealista.com/obra-nueva/109123707/,"48 VIVIENDAS DE PROTECCION PUBLICA EN REGIMEN DE COOPERATIVA A PRECIO DE COSTE, en la mejor zona de Arganda, próxima al hospital y al nuevo cuartel de la Guardia Civil, zonas verdes, equipamientos educativos, deportivos y comerciales, y a pocos minutos de la estación de metro de Arganda.  Amplias y luminosas viviendas de 2 y 3 dormitorios con terraza, tendedero, dos plazas de garaje y trastero. Bajos con patio. Aerotermia. Alta calificación energética.",False,newdevelopment,True,True,False,2258.0,True,False,False,False,[],False,False,223524.0,€,True,True,flat,"Centro, Arganda","Piso en avenida de Europa, 2",,,,,
108516326,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/93/5e/1347233994.webp,48e08ed1-4a1d-47f7-ae84-367ed9cbfe99,29,11,1830000.0,penthouse,sale,230.0,True,4,3,plaza de España,Madrid,Madrid,Centro,es,40.424393,-3.7116764,False,https://www.idealista.com/inmueble/108516326/,"Impresionante ático singular con vistas increíbles situado en Plaza España, una experiencia de vida singular y privilegiada. Con una luz impresionante que inunda cada rincón, disfrutarás de vistas panorámicas a la Plaza de España, el majestuoso Palacio Real, el sereno Parque del Oeste y el histórico Templo de Debod. Además, su cercanía a los Jardines de Sabatini te permitirá disfrutar de paseos inolvidables. La propiedad cuenta con una amplia entrada que da paso a un salón comedor dividido en dos ambientes, ideal para recibir a tus invitados. Con 230 m² construidos y 190 m² útiles, este ático dispone de 4 dormitorios, incluyendo un dormitorio principal de 23 m² con baño en suite y vestidor, y un total de 3 baños. La cocina amueblada con zona de tendedero es perfecta para los amantes de la gastronomía. Las terrazas son el alma de este hogar: una de 24 m² para disfrutar del aire libre y otra espectacular de 50 m² en altura, donde podrás contemplar las vistas más impresionantes de la ciudad. Aunque la vivienda está para remodelar, su potencial es innegable. El edificio, elegante y representativo de los años 70, cuenta con portero físico, ascensor hasta la planta 10 y posibilidad de poner ascensor en la misma vivienda.  Incluye una plaza de garaje en el mismo edificio, aire acondicionado y calefacción comunitaria. Zona de reuniones en el edificio planta baja. No pierdas la oportunidad de vivir en una ubicación privilegiada, rodeada de todos los servicios y comodidades que ofrece Madrid. Se encuentra vacío sin muebles para las visitas. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,renew,False,True,,7957.0,True,False,False,False,[],False,False,1830000.0,€,True,True,flat,"Palacio, Madrid",Ático en plaza de España,Palacio,1850000.0,20000.0,1.0,penthouse
106391713,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/74/b3/1282617203.webp,9069,48,3,1850000.0,flat,sale,383.0,True,4,5,calle de Luis Martinez Feduchi,Madrid,La Moraleja,Encinar de los Reyes,es,40.5002371,-3.6397852,False,https://www.idealista.com/inmueble/106391713/,"REA inmobiliaria presenta este exclusivo piso de lujo 383 m², incluyendo 293 m² de vivienda y 90 m² de terrazas con cerramientos de alta calidad. Ubicado en una de las urbanizaciones más exclusivas de El Encinar de los Reyes, destaca por su elegante diseño y vistas despejadas. Al entrar, un espacioso hall con aseo de cortesía da paso a un amplio salón-comedor que se abre a una magnífica terraza cerrada. Con un ambiente de gran privacidad y detalles de lujo, este piso redefine el concepto de exclusividad en un entorno residencial de primer nivel. Distribución: Accedemos a un elegante hall de entrada con aseo de cortesía, desde el que se abre un amplio salón-comedor con salida a una terraza cerrada y vistas despejadas. La cocina, independiente y equipada con mobiliario y electrodomésticos de alta gama, incluye un espacioso office con vistas, un área de lavandería y tendedero techado, además de un dormitorio de servicio con baño propio. La zona de descanso dispone de tres dormitorios en suite (originalmente cuatro); el principal cuenta con dos baños y una terraza cerrada con cortina de cristal, ideal para un rincón de lectura o despacho. La vivienda está equipada con sistema de domótica, control de presencia, persianas automáticas, calefacción y gestión desde aplicación móvil. También incluye detección de incendios e inundaciones. El piso se vende con tres plazas de garaje, trastero, gimnasio, piscina y seguridad 24 horas. Disponemos de otras muchas propiedades similares que no están publicadas en Idealista. Visite nuestra web reainmobiliaria.com El Encinar de los Reyes en una zona anexa al Soto de la Moraleja construida en su mayoría a partir de los años 90, y las casas suelen ser casas de esa época. Está lindando con La Moraleja por el sur. La zona está formada por pisos en grandes urbanizaciones cerradas con seguridad y grandes zonas ajardinadas de más de 10.000 m2 con piscinas, pádel, etc… todo muy pensado para los más pequeños. La población suele ser joven y los niños de corta edad. Los pisos son más nuevos que en El Soto pero las dimensiones de sus estancias suelen ser inferiores y normalmente no suelen tener el área de servicio diferenciada. Además, hay chalets adosados y pareados dentro de grandes urbanizaciones con seguridad 24 horas y zonas comunes. Por último, esta zona cuenta también con chalets pareados sin zona común para gente que quiera vivir en un chalet con independencia y también algunos chalets independientes con jardines de 1000 m2, en algunos casos con vistas al campo de golf. El Encinar cuenta con un gran centro comercial donde se puede encontrar de todo, supermercado, farmacia, óptica, restaurantes, tintorería, papelería, mercería… todo lo que se precisa en el día a día. La comunicación con el centro de la ciudad se hace por medio de autobuses que recorren toda la zona y van hasta Plaza de Castilla o Alcobendas y San Sebastián de los Reyes. Existen varios colegios en el Encinar y su proximidad con los colegios de la Moraleja o el Soto no es de más de 10 minutos desde cualquier punto.",False,good,False,True,,4830.0,True,False,False,True,[],False,False,1850000.0,€,True,True,flat,"Encinar de los Reyes, La Moraleja",Piso en calle de Luis Martinez Feduchi,,,,,
109187195,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/13/8c/1366856668.webp,,11,1,460000.0,duplex,sale,70.0,True,1,2,"calle Limonero, 34",Madrid,Madrid,Tetuán,es,40.4630081,-3.6955204,True,https://www.idealista.com/obra-nueva/109187195/,"Próxima construcción en Calle Limonero 34 – Tetuán-Castillejos, Madrid  ¡Vive en una de las zonas con mayor proyección de Madrid! A solo unos pasos de Plaza Castilla nace esta exclusiva promoción en Calle Limonero 34. Perfectamente ubicada entre Infanta Mercedes y Bravo Murillo, con excelentes comunicaciones.  A tan solo 3-5 minutos andando de:  Metro e Intercambiador Plaza Castilla (Líneas 1, 9 y 10)  Metro Valdeacederas y Tetuán (Línea 1)  Además, muy cerca de los Juzgados y las emblemáticas Torres KIO. Limonero 34 se compone por 4 viviendas modernas y eficientes de 1 y 2 dormitorios, con espectaculares áticos dúplex con amplias terrazas. Las viviendas disponen de grandes ventanales que llenan los espacios de luz natural y materiales de alta calidad y diseño funcional.  Eficiencia energética y confort de última generación, entre las que destacan:  Aerotermia para agua caliente sanitaria  Climatización y calefacción por suelo radiante refrigerante  Ventilación motorizada  Iluminación LED de bajo consumo  Baños con lavabo suspendido acabado roble, mampara incluida  Una promoción pensada para quienes buscan ubicación, diseño y sostenibilidad.  Entrega prevista para finales de 2027. ¡Solicita información y ven a conocer tu nuevo hogar en Madrid!",False,newdevelopment,True,True,False,6571.0,True,False,False,False,[],False,False,460000.0,€,,,flat,"Cuzco-Castillejos, Madrid","Dúplex en calle Limonero, 34",Cuzco-Castillejos,,,,duplex
108974050,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/a8/57/1353106987.webp,COPR-793@TipoD1 ,18,3,454000.0,flat,sale,113.0,True,3,2,"calle Provisional Ahijones Treinta y Nueve, 50",Madrid,Madrid,Vicálvaro,es,40.3904265,-3.5679952,True,https://www.idealista.com/obra-nueva/108974050/,"Acalia II  Viviendas de 1, 2 y 3 Dormitorios en Los Ahijones: Tecnología, Conectividad y Sostenibilidad  Descubre nuestras viviendas inteligentes de 1, 2 y 3 dormitorios en Los Ahijones, el nuevo enclave residencial de Madrid ubicado en el distrito de Vicálvaro. Este desarrollo urbano contará con todos los servicios públicos y privados necesarios y se beneficiará de una excelente conexión gracias a la futura estación de Metro de la línea 9, situada a escasa distancia.  Las viviendas incluyen trastero y una o dos plazas de garaje, según tipología. Disponibles también áticos y viviendas con amplias terrazas. La urbanización, de régimen libre, está completamente cerrada y dotada de control de acceso, piscina de adultos con cloración salina, zona infantil, sala comunitaria, cuarto para bicicletas y espacio para carritos de la compra.  Las calidades de construcción destacan por su excelencia: climatización mediante suelo radiante refrescante, pavimento laminado de alta calidad y un completo sistema de domótica para un mayor confort y eficiencia.  Conectividad y Transporte  Con un diseño enfocado en la movilidad sostenible, Los Ahijones será el único desarrollo del Este de Madrid con una estación de Metro propia desde su fase inicial. Esto permitirá una conexión directa con el centro de Madrid y con el intercambiador de RENFE de Vicálvaro en solo una parada.  La Comunidad de Madrid ha confirmado la futura construcción de esta nueva estación, que se ubicará entre Puerta de Arganda y Rivas Urbanizaciones. Esta mejora ha sido aprobada por el Consejo de Gobierno y beneficiará a proyectos cercanos como nuestras promociones Ailén, Ailén II y Acalia, en Los Berrocales y Los Ahijones.  Un Proyecto Urbano Sostenible  Los Ahijones se posiciona como un referente en sostenibilidad urbana gracias al proyecto Life de Los Ahijones, una iniciativa pionera centrada en el aprovechamiento y reciclaje de aguas pluviales y grises. A través de soluciones tecnológicas avanzadas, este programa reduce el impacto ambiental y fomenta un estilo de vida respetuoso con el entorno.  Espacios Verdes y Naturaleza  El barrio integrará más de un millón de metros cuadrados de zonas verdes, que representarán el 18% del total del desarrollo. Estas zonas naturales se conectarán con el proyecto ecológico del Bosque Metropolitano, promovido por el Ayuntamiento de Madrid.",False,newdevelopment,True,True,False,4018.0,True,False,False,False,[],False,False,454000.0,€,True,True,flat,"Los Ahijones, Madrid","Piso en calle Provisional Ahijones Treinta y Nueve, 50",Los Ahijones,,,,
109153405,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/04/c7/1365872982.webp,VIVIENDA 1,37,,660000.0,chalet,sale,256.0,,4,4,"calle Cañada Real, 4",Madrid,Colmenarejo,,es,40.563781,-4.0160193,True,https://www.idealista.com/obra-nueva/109153405/,"OBRA NUEVA EN COLMENAREJO  Viviendas INDEPENDIENTES EN UNA SOLA PLANTA de alta eficiencia con Calificación Energética A. Disponen de Aerotermia y Placas Solares Fotovoltaicas para el autoconsumo, lo que supone disfrutar del máximo confort con un consumo mínimo. Chalets unifamiliares de DISEÑO ÚNICO que además puedes personalizar a tu gusto. 8 viviendas INDEPENDIENTES en parcelas de 1.000m2 Viviendas pensadas para disfrutar de estancias inundadas de luz natural. Dos opciones de vivienda disponibles a elegir dependiendo de tus necesidades: - Opción estudio independiente: Superficie construida total de 256m2 con tres habitaciones espaciosas más un estudio independiente con baño. La habitación principal con vestidor y baño en suite. Opción todo unido: Superficie construida total de 247 m2 con 4 habitaciones. La habitación principal con vestidor y baño en suite. Personaliza tu vivienda eligiendo los acabados interiores según memoria de calidades. Porcelánico de alta gama formato grande modelo a elegir por el propietario, según catálogo propuesto por la gestora. Ventanas de PVC (batientes, oscilobatientes, correderas y fijos) bicolor (gris grafito exterior y blanco interior) y doble vidrio con cámara aislante de características necesarias para cumplimiento de CTE y calificación energética A. Persiana enrollable de PVC (lama térmica). Máximo confort con suelo radiante y refrescante con un consumo mínimo gracias a la Aerotermia y a la Energía Solar. Porche del salón con solado porcelánico para exteriores de alta gama formato grande modelo a elegir por el propietario, según catálogo propuesto por la gestora.    Muebles de cocina altos y bajos incluidos con encimera gran formato modelo y diseño a elegir por el cliente en tienda concertada. Excelente ubicación en un entorno privilegiado.  Zona muy bien comunicada con línea de autobús.",True,newdevelopment,True,,False,2578.0,True,False,False,False,[],False,False,660000.0,€,True,True,chalet,Colmenarejo,"Casa independiente en calle Cañada Real, 4",,,,,independantHouse
107996103,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/1a/59/1271251003.webp,PR-C-647@TipoN,20,5,614000.0,flat,sale,158.0,True,3,2,"calle la Escuela de Vallecas, 58",Madrid,Madrid,Villa de Vallecas,es,40.3574852,-3.5910795,True,https://www.idealista.com/obra-nueva/107996103/,"Terraza de 36,55 m2, con 2 plazas de garaje y trastero. Viviendas de 2 y 3 dormitorios en urbanización ajardinada con piscina, zonas de juegos infantiles, sala fitness y espacio reservado para bicicletas. Trastero y plazas de garaje. En el nuevo barrio del Ensanche de Vallecas al sureste de la ciudad. La zona tendrá más de 7 millones de m² de zonas verdes, que formarán parte del nuevo bosque metropolitano. A 10 minutos de Atocha, contará con todos los servicios y se facilitará la movilidad sostenible. La zona donde se ubica la promoción está en pleno crecimiento, con zona de restaurantes, supermercados, colegios, gasolineras, farmacias, líneas de autobús y boca de metro.",False,newdevelopment,True,True,False,3886.0,True,False,False,False,[],False,False,614000.0,€,True,True,flat,"Ensanche de Vallecas - La Gavia, Madrid","Piso en calle la Escuela de Vallecas, 58",Ensanche de Vallecas - La Gavia,,,,
108983741,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/c2/a6/1223897653.webp,PR-C-794@TipoB,30,2,394000.0,flat,sale,78.0,True,2,2,"avenida Provisional Ahijones Berrocales Dos, 171",Madrid,Madrid,Vicálvaro,es,40.373523,-3.5847343,True,https://www.idealista.com/obra-nueva/108983741/,"Viviendas de 2 y 3 dormitorios en una urbanización cerrada y ajardinada con control de acceso y dotada de piscina, sala comunitaria, zona de juegos infantiles y zona de bicicletas. Con 2 plazas de garaje y trastero incluidos en el precio. Edificación dotada de calidades superiores para poder disfrutar del confort que procuran avances constructivos tales como el suelo radiante, la domótica, la aerotermia o las últimas soluciones de aislamiento, por citar solo algunos de estos. Residencial ubicado en un lugar privilegiado del nuevo barrio de Los Berrocales. Accesos muy rápidos a A-3 y M-45 y al Ensanche de Vallecas. En pocos minutos disfrutarás de la amplia oferta de ocio y servicios que ofrece el complejo comercial La Gavia. Los Berrocales se verá beneficiado de la nueva parada de metro de la línea 9 que se construirá para unir este nuevo desarrollo con la ciudad de Madrid. El proyecto ya se ha licitado y estará listo para 2029. Además, este nuevo barrio contará con 2 millones de m² de zonas verdes y espacios reservados para centros educativos, deportivos y sanitarios. Calificación energética A FECHA DE ENTREGA: Septiembre a diciembre 2027.",False,,True,True,False,5051.0,True,False,False,False,[],False,False,394000.0,€,True,True,flat,"Los Berrocales, Madrid","Piso en avenida Provisional Ahijones Berrocales Dos, 171",Los Berrocales,,,,
109174008,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/6b/4e/1366450664.webp,W-04673U,28,2,665000.0,flat,sale,149.0,True,4,1,Barrio Los Cármenes,Madrid,Madrid,Latina,es,40.4019164,-3.7403917,False,https://www.idealista.com/inmueble/109174008/,"Amplia propiedad exterior con 4 dormitorios Engel&Volkers presenta este amplio y luminoso piso de 4 dormitorios. Se trata de una oportunidad única tanto para familias que buscan un hogar cómodo y funcional, como para inversores interesados en una propiedad con alta rentabilidad demostrable. El piso cuenta con una superficie construida muy bien aprovechada, distribuyéndose en cuatro dormitorios, lo que ofrece múltiples posibilidades tanto para su uso familiar como para alquilar a estudiantes o trabajadores, aumentando su atractivo como inversión. Todos los dormitorios son de buen tamaño y cuentan con ventilación natural. Dispone de un baño completo, amplio y en buen estado, con posibilidad de actualizar o redistribuir en función de las necesidades. La cocina se encuentra equipada, con espacio suficiente para mesa auxiliar y acceso directo a un patio interior privado, ideal como zona de lavandería, trastero o pequeño jardín urbano. Este espacio añade valor y funcionalidad a la vivienda. Uno de los principales atractivos del inmueble es su luminosidad, ya que al tratarse de una segunda planta exterior y sin edificaciones altas que bloqueen la luz, disfruta de iluminación natural durante la mayor parte del día, creando un ambiente cálido y agradable en todas las estancias. El edificio fue construido en el año 1995 y se encuentra en buen estado de conservación. Forma parte de una urbanización tranquila y bien cuidada, lo que garantiza un entorno seguro y silencioso, ideal para quienes buscan calidad de vida sin renunciar a los servicios de la ciudad. Además, el piso se encuentra libre de cargas y está disponible para su venta inmediata. Si lo que buscas es invertir, esta propiedad ofrece una rentabilidad alta como alquiler, con ingresos estables y demostrables, lo que la convierte en una excelente opción para aquellos que buscan generar ingresos pasivos con un activo inmobiliario. La vivienda se encuentra ubicada en una zona residencial consolidada y muy valorada por su tranquilidad, seguridad y fácil acceso a todo tipo de servicios. La calle Concejal Francisco José Jiménez Martín es una vía amplia y bien comunicada, situada en una zona de crecimiento y modernización constante, ideal tanto para vivir como para invertir. En sus alrededores encontrarás todo lo necesario para el día a día: supermercados, farmacias, centros de salud, colegios, institutos, zonas verdes y parques, además de una buena oferta de pequeños comercios de barrio que aportan vida y comodidad a la zona. Todo ello a pocos minutos andando desde la vivienda. En cuanto a comunicaciones, la zona dispone de buenas conexiones mediante transporte público, así como acceso rápido a las principales vías de entrada y salida de la ciudad, lo que permite una movilidad fluida tanto en coche como en autobús. Esto facilita el desplazamiento hacia el centro, universidades o zonas empresariales. La demanda de alquiler en esta zona es constante y elevada, gracias a su ubicación estratégica, la cercanía a centros educativos y su entorno tranquilo. Esto garantiza una ocupación rápida y sostenida en el tiempo, algo muy valorado por los inversores. En definitiva, se trata de una zona ideal para vivir con tranquilidad, cerca de todo, sin el bullicio del centro, pero con todas las comodidades al alcance.",True,good,False,True,,4463.0,True,False,True,False,[],False,False,665000.0,€,True,True,flat,"Los Cármenes, Madrid",Piso,Los Cármenes,,,,
