propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,detailedType.subTypology,parkingSpace.parkingSpacePrice,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108913080,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/cb/19/1365408745.webp,KWONE0280725JLO,52,4,387000.0,flat,sale,99.0,True,2,3,calle Santa Rosa,Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,40.5934213,-4.1457191,False,https://www.idealista.com/inmueble/108913080/,"En el corazón de San Lorenzo se vende esta vivienda muy especial, con 2 dormitorios (antes 3), 3 baños completos (sí, tres! ), con plaza de garaje y trastero, en una Urbanización cerrada con piscina, gimnasio y zonas comunes de juego, completamente reformada y para entrar a vivir. Cocina independiente, con terraza tendedero y terraza al salón, orientada al Sureste y protegida de los vientos de la Sierra para poder disfritarla en cualquier época del año, Y lo mejor de todo, lo más valioso que se vende es.. . lo que no le pertenece, ¡esas sus increíbles vistas desde la terraza hacía las 4 torres de Madrid, y las áun más impresionantes desde los dormitorios al Monte Abantos y a la Sierra de Guadarrama! Situada la casa en un edificio singular galardonado con Premios de Arquitectura, no tarde en llamarnos, hay pocas oportunidades como esta, venga y aprovéchela! El precio de compra no incluye muebles, enseres, elementos de decoración pero sí los electrodomésticos. Se informa a los clientes que los gastos notariales, registrales, ITP, honorarios de la Agencia y otros gastos inherentes a la compraventa no están incluidos en el precio.",False,good,False,True,3909.0,True,False,False,False,[],False,False,387000.0,€,True,True,flat,"Abantos - Carmelitas, San Lorenzo de El Escorial",Piso en calle Santa Rosa,,,,,,,
108288522,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/0a/14/840785275.webp,6238,23,5,900000.0,flat,sale,93.0,False,2,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4267156,-3.677687,False,https://www.idealista.com/inmueble/108288522/,"Maravilloso inmueble recién reformado ubicado en un edificio clásico de principios de siglo junto al parque del Retiro. Se trata de una vivienda reformada y amueblada de 92 metros cuadrados distribuidos en un salón, cocina totalmente equipada y dos dormitorios. El principal cuenta con vestidor y cuarto de baño en suite. Tiene una magnifica distribución por lo que se aprovecha muy bien el espacio. Es interior a un patio de manzana muy amplio por lo que goza de una maravillosa luz y una gran tranquilidad. Posibilidad de una plaza de garaje cerca de la finca. Portero físico.  Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,9677.0,False,False,False,False,[],False,False,900000.0,€,,,flat,"Goya, Madrid",Piso,Goya,,,,,,
108542756,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/4a/da/1348004435.webp,11756,53,,155000.0,chalet,sale,153.0,,3,2,Barrio de la Cruz,Madrid,Fuentidueña de Tajo,,es,40.1127861,-3.1659004,False,https://www.idealista.com/inmueble/108542756/,"Ubicado en un entorno privilegiado, este chalet en Fuentidueña de Tajo ofrece la combinación perfecta entre tranquilidad, naturaleza y potencial. Más que una propiedad, es una oportunidad para diseñar un hogar único, adaptado a tus sueños y necesidades. � Características principales: •Planta baja completamente adaptada: 3 habitaciones, salón-comedor con acceso directo a la parcela, cocina y 2 baños (uno en suite). Diseñado con pasillos más amplios para mayor accesibilidad. •Ventanas de alta calidad: climalit de doble acristalamiento con rotura de puente térmico y sistema oscilobatiente. •Confort todo el año: aire acondicionado. •Primera planta con buhardilla: un gran espacio polivalente con acceso a una soleada terraza solárium con magníficas vistas. Ideal como estudio, zona de juego, despacho o almacenamiento. � Vivienda para terminar a tu gusto: El interior de la vivienda está pendiente de acabados (suelos, pintura, puertas, cocina y sanitarios), lo que te permite personalizarla completamente. ¿Te gustaría instalar aerotermia? ¡Este es el momento perfecto para hacerlo! ➡️ Podemos entregarte un presupuesto profesional completo para finalizar la obra, ajustado a tus preferencias y necesidades. � Ubicación perfecta: Situado en Fuentidueña de Tajo (Madrid), en una zona tranquila, segura y rodeada de naturaleza, ideal para quienes valoran la calidad de vida: •Parques infantiles, colegios, supermercados y transporte. •Un entorno perfecto para amantes del deporte al aire libre, las mascotas y quienes desean criar a sus hijos lejos del estrés urbano. •A solo 45 minutos de Madrid, perfecta como vivienda habitual o segunda residencia. � Precio muy competitivo Esta propiedad ofrece una relación calidad-precio inmejorable en el mercado actual. Es una inversión inteligente para quienes buscan calidad de vida y futuro. � Contacta con nosotros para más información o agendar una visita. Descubre el lugar donde construirás tu próxima historia. � Impuestos y gastos NO INCLUIDOS: ITP, IVA, IAJD, Notaría, Registro, Gestoría, Tasación, etc. � ¿Necesitas ayuda con tu hipoteca? Te ofrecemos un estudio financiero gratuito. ¡Estamos para ayudarte!",False,good,False,,1013.0,True,False,False,False,[],False,False,155000.0,€,True,True,chalet,Fuentidueña de Tajo,Chalet pareado en Barrio de la Cruz,,semidetachedHouse,,,,,
39156520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/4c/8c/254922864.webp,7711,16,6,1090000.0,penthouse,sale,83.0,True,2,2,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,40.4319939,-3.6766709,False,https://www.idealista.com/inmueble/39156520/,"Fortuny Real Estate presenta excelente propiedad de diseño. Se trata de un ático a estrenar reformado con excelentes calidades, distribuido en un salón comedor con acceso a una maravillosa con la cocina totalmente equipada con electrodomésticos de alta gama con acceso a una espectacular terraza de 20 metros con vistas totalmente despejadas, dos dormitorios con armarios empotrados de suelo a techo y dos cuartos de baño completos. Reformado y amueblado por una diseñadora de gran prestigio aprovechando al máximo todo el espacio con unas calidades excelentes. Destaca por su luminosidad, tranquilidad y diseño. Sin duda una gran oportunidad tanto para crear un cálido hogar como para inversión debido a sus características y su cercanía al Instituto de empresa. Posibilidad de adquirir plaza de garaje. Cuenta con trastero y portero físico. Tiene excelente comunicación tanto en Metro como en Autobus. Adicionalemnte, se encuentra en una ubicación rodeada de servicios tales como supermercados, cafeterías, restaurantes, hospitales a pocos minutos andando.  Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,13133.0,False,False,False,False,[],False,False,1090000.0,€,True,False,flat,"Lista, Madrid",Ático,Lista,penthouse,40000.0,,,,
108346733,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/99/da/1341571061.webp,,37,,285000.0,chalet,sale,240.0,,4,3,calle Somadilla,Madrid,Zarzalejo,,es,40.5400783,-4.1588604,False,https://www.idealista.com/inmueble/108346733/,"VIVIENDA UNIFAMILIAR PAREADA. Con Zona ajardinada. Distribuida en cuatro niveles, (a medias plantas). El nivel de acceso la vivienda, planta baja de la misma, distribuida en hall de entrada, recibidor, distribuidor, escalera, aseo, cocina, tendedero y salón comedor; planta primera en distribuidor, cuatro dormitorios y dos cuartos de baño. En planta bajo cubierta, disponemos de una estancia en dos niveles para zona de estar y dormitorio. En planta semisótano dispondremos de un Salón con Chimenea, Garaje y trastero.  La vivienda necesita actualizar el mantenimiento.  Dispone de acceso individual a piscina y Jardín comunitarios.  La vivienda está situada en el municipio de Zarzalejo, zona estación de Renfe.  Ofreciendo la tranquilidad del entorno natural y la comodidad de disponer en su entorno de centro de salud, estación de cercanías RENFE, paradas de autobús y resto de servicios del municipio. Visitas con cita previa. Cassa Inmobiliaria.",False,renew,False,,1188.0,True,False,False,False,[],False,False,285000.0,€,True,True,chalet,Zarzalejo,Chalet pareado en calle Somadilla,,semidetachedHouse,,,,,
109027848,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/63/ac/1362101920.webp,,39,en,387000.0,flat,sale,113.0,True,2,2,alameda del Valle,Madrid,Madrid,Villa de Vallecas,es,40.3673211,-3.6209003,False,https://www.idealista.com/inmueble/109027848/,"¡Descubre tu nuevo hogar en el Ensanche de Vallecas- La Gavia!  Este espectacular piso semi nuevo, construido en 2006, ofrece una combinación perfecta de comodidad y estilo. Con una superficie construida de 73 m², cuenta con un luminoso salón comedor que se abre a una amplia terraza de 30 m², ideal para disfrutar del aire libre. La cocina está completamente equipada y tiene acceso a un práctico tendedero de 3 m². La vivienda dispone de dos acogedores dormitorios, ambos con armarios empotrados, y dos baños completos, uno de ellos en suite. La calidad de los acabados es excepcional, con suelos de tarima y puertas de roble que aportan calidez al ambiente. Además, la calefacción es independiente de gas natural, y el aire acondicionado centralizado con bomba de frío y calor garantizará tu confort durante todo el año. Ubicado en una urbanización cerrada con zonas ajardinadas, este piso ofrece acceso a excelentes áreas comunes que incluyen piscina, gimnasio y un local comunitario. La seguridad está garantizada con un portero físico y un ascensor que conectan directamente con las plazas de aparcamiento, donde se incluye una plaza de garaje de 12 m² y un trastero de 4 m².  La ubicación es inmejorable, a solo cinco minutos del Bosque de los Sentidos y del Parque Mayorazgo, rodeado de servicios como el Centro de Salud Ensanche de Vallecas, la Escuela Infantil Rayuela y el CEIP Agustín Rodríguez Sahagún. Además, tendrás acceso a varias líneas de autobuses a tan solo tres minutos y conexiones rápidas a las autopistas M-45. Este hogar es la mezcla perfecta entre la tranquilidad de una zona residencial y la vibrante vida urbana de Madrid.  ¡No pierdas la oportunidad de visitarlo!.",False,good,False,True,3425.0,True,False,False,False,[],False,False,387000.0,€,True,True,flat,"Ensanche de Vallecas - La Gavia, Madrid",Piso en alameda del Valle,Ensanche de Vallecas - La Gavia,,,,,,
106947073,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/a6/5b/1298442039.webp,5578.,44,1,730000.0,flat,sale,141.0,True,4,3,calle Joaquín Turina,Madrid,Majadahonda,Golf - El Carralero,es,40.448655,-3.8654369,False,https://www.idealista.com/inmueble/106947073/,"Majadahonda, Golf. Piso en primera planta con ascensor (altura de una segunda planta), 141m2. 4 dormitorios, 3 baños. La vivienda consta de 4 dormitorios (11m2, 9m2, 9m2, 8m2), dormitorio principal en suite con terraza de 4m2, 3 baños completos (uno de ellos con plato de ducha), salón-comedor con acceso a terraza exterior de 5m2), cocina independiente amueblada con office de 10m2 (desde la cocina se accede a un tendedero cubierto de 2,40m2).  Calefacción individual de gas natural, armarios empotrados en todos los dormitorios, además armario adicional en el pasillo distribuidor, suelos de parquet recién acuchillados, puertas de madera maciza, puerta de entrada principal de seguridad, ventanas con aislamiento climalit. Orientación este y suroeste.  2 amplísimas plazas de garaje interiores y cubiertas incluidas en el precio. Medida de cada plaza 17m2. Trastero 4m2, alto 2,90m2. Gastos de comunidad 170€, IBI 800€.  Urbanización de 186 vecinos, 4 vecinos por planta, seguridad 24hs, conserje, piscina, pista de fútbol y baloncesto, 2 pistas de pádel, zonas ajardinadas muy amplias, zona residencial y comercial con todos los servicios, clubes, Hospital Puerta de Hierro, escuelas, restaurantes, etc.  Muy buena comunicación, autobuses en la puerta, acceso directo a M-50.",True,good,False,True,5177.0,True,False,False,False,[],False,False,730000.0,€,True,True,flat,"Golf - El Carralero, Majadahonda",Piso en calle Joaquín Turina,,,,,,,
108850031,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/8b/e5/1358343799.webp,BHJJ210,36,,1049000.0,chalet,sale,323.0,,6,5,calle Almendros,Madrid,Majadahonda,Zona Carretera del Plantío,es,40.4782813,-3.8545023,False,https://www.idealista.com/inmueble/108850031/,"***B-HOME VILLANUEVA DE LA CAÑADA PRESENTA EXCLUSIVO CHALET ADOSADO EN MAJADAHONDA*** � SE VENDE EXCEPCIONAL CHALET ADOSADO EN UNA DE LAS MEJORES ZONAS DE MAJADAHONDA ¡Una oportunidad única para vivir en una de las zonas más exclusivas del noroeste de Madrid! Totalmente reformado y listo para entrar a vivir, este impresionante chalet adosado de cuatro plantas te enamorará por su diseño, amplitud y ubicación inmejorable. ✨ DETALLES QUE MARCAN LA DIFERENCIA: � Planta principal con espectacular cocina semiabierta de 14 m² y un salón comedor de 40 m² con chimenea revestida en mármol de Carrara. Acceso directo a un jardín privado con césped natural y entrada a las zonas comunes con piscina comunitaria. � Primera planta con suite principal de 20 m², terraza privada y baño de ensueño con ducha y bañera de hidromasaje. Además, dos dormitorios adicionales con aire acondicionado y un baño completo. � Tercera planta con un dormitorio adicional, despacho/biblioteca, baño completo con bañera de hidromasaje y un solárium privado de 12 m². � Sótano con zona de lavandería, despensa, segundo salón de 20 m², baño completo, trastero y acceso directo a un garaje privado para dos coches con puerta automática. �️ Reformas integrales realizadas: ventanas nuevas, suelos renovados y caldera actualizada. � Ubicación inmejorable: A tan solo 5 minutos a pie de transporte público (autobuses y cercanías), fácil acceso a la A6, y rodeado de farmacias, colegios, institutos, parques y todo tipo de comercios. � Si buscas espacio, comodidad, calidad y una zona privilegiada donde vivir… ¡este chalet lo tiene todo! � ¡No dejes pasar esta oportunidad y contáctanos para una visita! Tu nuevo hogar en Majadahonda te está esperando. A ESPERA DE REPORTAJE PROFESIONAL.",True,good,False,,3248.0,True,False,False,False,[],False,False,1049000.0,€,True,True,chalet,"Zona Carretera del Plantío, Majadahonda",Chalet adosado en calle Almendros,,terracedHouse,,,,,
108845531,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/ed/50/1356811660.webp,IE01-TARANCONA,15,1,180000.0,flat,sale,63.0,True,1,0,calle del Puerto de Tarancón,Madrid,Madrid,Puente de Vallecas,es,40.4026643,-3.6631782,False,https://www.idealista.com/inmueble/108845531/,"Inmobiliarias Encuentro vende en exclusiva magnífico piso exterior en el castizo barrio de Numancia, Madrid. El inmueble, de 63 m2, cuenta con un espacioso salón comedor y una cocina americana. Tiene un dormitorio doble y un baño completo con plato de ducha.  Dispone de armario empotrado y una excelente ventilación y luz natural. Ideal para personalizar a tu gusto o como proyecto de inversión. Una auténtica oportunidad por su ubicación y posibilidades: colinda con otro inmueble disponible, lo que permitiría unir ambos pisos mediante obra, creando una vivienda más amplia o incluso una solución multifamiliar. La ubicación es inmejorable. Este inmueble se encuentra en una zona residencial con excelente conexión al centro de Madrid. El barrio ofrece una amplia variedad de comercios, colegios, centros de salud y zonas verdes. Muy bien comunicado mediante metro (L1) y varias líneas de autobús, con rápido acceso a la M-30 y A-3. Una zona en constante desarrollo, ideal tanto para vivir como para invertir. Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: \\""CAMBIA Y DESCANSA\\"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! Entra en nuestra web y reserva este piso en tan sólo dos minutos con nuestro servicio iReserva.",False,renew,False,False,2857.0,True,False,False,False,[],False,False,180000.0,€,,,flat,"Numancia, Madrid",Piso en calle del Puerto de Tarancón,Numancia,,,,,,
108505338,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/92/20/1346903489.webp,FPV PLZ Gavia,29,1,700000.0,flat,sale,127.0,True,4,2,PZ CONDESA DE GAVIA,Madrid,Madrid,Tetuán,es,40.4472501,-3.7008919,False,https://www.idealista.com/inmueble/108505338/,"**Piso en Venta en Cuatro Caminos - Plaza Condesa de Gavia** ¡Descubre tu nuevo hogar en la vibrante zona de Cuatro Caminos! Este luminoso piso en la primera planta exterior se encuentra en una ubicación privilegiada, a pocos pasos de la calle Bravo Murillo y del Mercado de Maravillas y de Azca. Con una orientación este, disfrutarás de luz natural, creando un ambiente acogedor y cálido. El inmueble cuenta con una distribución funcional que incluye un pasillo de entrada que te lleva a una cocina equipada, un aseo y un amplio salón que conecta con una habitación versátil, ideal como sala de estar, dormitorio o despacho. Además, dispone de tres cómodas habitaciones que ofrecen el espacio perfecto para toda la familia, junto con un baño completo que garantiza comodidad y privacidad. Con 127 m² construidos, este piso tiene un gran potencial y se presenta como una excelente oportunidad para reformar a tu gusto. También cuenta con un armario trastero en el pasillo distribuidor de los dormitorios, lo que proporciona un espacio adicional para almacenamiento.  La propiedad está bien comunicada gracias a la cercanía del metro (Cuatro Caminos) y diversas líneas de autobuses, facilitando el acceso a cualquier punto de la ciudad. Además, la zona está dotada de todos los servicios necesarios para una vida cómoda y práctica. No dejes pasar la oportunidad de visitar este encantador piso y convertirlo en el hogar que siempre has soñado. ¡Contáctanos para más información y agenda tu cita hoy mismo!",True,renew,False,True,5512.0,True,False,False,False,[],False,False,700000.0,€,,,flat,"Cuatro Caminos, Madrid",Piso en Pz Condesa De Gavia,Cuatro Caminos,,,,,,
