propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108889577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/4a/bc/1358047553.webp,MAD0120,18,7,1075000.0,flat,sale,143.0,True,3,2,CL AGUSTIN DE FOXA,Madrid,Madrid,Chamartín,es,Castilla,40.469145,-3.6840762,False,https://www.idealista.com/inmueble/108889577/,"Séptima planta con vistas despejadas a la plaza y luz natural en cada rincón Distribución fluida y acabados pensados para tu confort y tranquilidad diaria. En este estupendo piso de 143 m² descubrirás un espacio diáfano y muy luminoso, con salón y comedor que se prolongan hasta la terraza, perfecta para desayunos al aire libre o para disfrutar de una copa al caer la tarde. Las vistas despejadas aportan sensación de amplitud y tranquilidad en cada momento del día. La zona de descanso cuenta con tres dormitorios, todos ellos equipados con armarios empotrados de gran capacidad. El dormitorio principal incluye baño en suite y acceso directo a la terraza, convirtiéndose en un auténtico rincón de paz. El segundo baño, igualmente completo, está pensado para ofrecer confort y funcionalidad a invitados o para uso diario. La cocina, totalmente equipada con electrodomésticos de última generación, se integra con el salón a través de una práctica península que funciona como barra de desayuno o espacio para reuniones informales.  **Aunque el piso se encuentra en buen estado y listo para entrar a vivir, en NEWHOMERS planteamos un proyecto de reforma opcional con planos y presupuesto incluido el precio para que puedas entrar a vivir en el hogar de tus sueños. ** La finca está en magnífico estado de conservación, con portero físico y ascensores. Además de la plaza de garaje incluida, disfrutarás de la seguridad y el confort que aporta un servicio de conserjería.  Además, este piso se sitúa a las puertas de Madrid Nuevo Norte, el mayor proyecto de regeneración urbana de Europa, que transformará la zona de Chamartín en un nuevo eje económico, cultural y de servicios. Su cercanía a este ambicioso desarrollo garantiza una revalorización sostenida de la zona, convirtiéndola en un punto de referencia dentro de la ciudad y en toda Europa. Invertir aquí supone anticiparse a un incremento de la demanda residencial y comercial, asegurando no solo un hogar confortable, sino también un activo con alto potencial de crecimiento a medio y largo plazo.",False,good,False,True,7517.0,True,False,False,False,[],False,False,1075000.0,€,True,True,flat,"Castilla, Madrid",Piso en CL Agustin De Foxa,Destacado,,,,,,
108520480,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/44/df/1347360455.webp,,22,bj,168000.0,flat,sale,30.0,False,2,1,calle de Alvarado,Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4514273,-3.7037101,False,https://www.idealista.com/inmueble/108520480/,"Piso total reformado a estrenar (tuberías y instalación eléctrica), planta baja interior, 2 dormitorios, 1 armario empotrado con puertas correderas, cocina amueblada con electrodomésticos: frigorífico, lavadora, vitrocerámica, campana extractora, baño con ventana y plato de ducha, puertas lacadas en blanco, ventanas de climalit, tarima, termo eléctrico, muy bien comunicado a 55 metros del Metro de Alvarado y numerosos autobuses, zona muy comercial con todo tipo de servicios, comercios, colegios, ambulatorio, etc. El precio indicado no incluye la comisión de intermediación de la agencia, que satisface el comprador, que asciende a un 3%.",False,good,False,False,5600.0,True,False,False,False,[],False,False,168000.0,€,,,flat,"Bellas Vistas, Madrid",Piso en calle de Alvarado,Destacado,174000.0,6000.0,3.0,,,
108786052,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/55/b3/1355073675.webp,,22,3,290000.0,studio,sale,39.0,False,0,1,calle de los Cabestreros,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4099984,-3.7036584,False,https://www.idealista.com/inmueble/108786052/,"**Estudio en pleno corazón de Madrid - ¡Tu nuevo hogar te espera! ** Descubre este encantador estudio situado en el vibrante centro de Madrid, ideal para aquellos que buscan comodidad y estilo de vida urbano. Con 39 m² construidos, este espacio cuenta con un salón y comedor integrados, creando un ambiente acogedor y funcional. La habitación, dentro de la misma estancia, ofrece privacidad sin sacrificar la luminosidad que aportan las siete ventanas que dan a un tranquilo patio interior. Ubicado en la tercera planta de un edificio con ascensor, disfrutarás de la tranquilidad sin el ruido del exterior. La cercanía a Tirso de Molina y el fácil acceso a Renfe bajando la calle Embajadores hacen que moverte por la ciudad sea un placer. Además, estarás rodeado de opciones de ocio y cultura, perfectas para disfrutar de todo lo que Madrid tiene para ofrecer. Este estudio, construido en 1900 y en buen estado, cuenta con calefacción a gas natural y un baño completo, así como un vestidor que maximiza el espacio. No pierdas la oportunidad de vivir en un lugar donde la modernidad se encuentra con la historia. ¡Ven a verlo y enamórate de tu nuevo hogar!",False,good,False,True,7436.0,False,False,False,False,[],False,False,290000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Estudio en calle de los Cabestreros,Destacado,299000.0,9000.0,3.0,studio,,
109042130,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/a7/be/1362470920.webp,,25,en,435000.0,flat,sale,86.0,True,3,2,calle de Valdesangil,Madrid,Madrid,Moncloa,es,Valdezarza,40.4690058,-3.7168792,False,https://www.idealista.com/inmueble/109042130/,"ESTUDIO ANTONIO MACHADO S. L. VENDE PISO A ESTRENAR EN CIUDAD DE LOS POETAS. ¿Buscas un hogar moderno y luminoso en una ubicación inmejorable? Este piso de 86 m2 en entreplanta es ideal para ti y tu familia. Con 3 dormitorios, 2 baños y un salón comedor con cocina abierta al salón, este espacio ofrece comodidad y estilo. Además, la vivienda cuenta con un trastero de 15m2. La finca cuenta con ascensor. Disfruta de aire acondicionado por conductos y calefacción a gas natural. La comunidad de propietarios es de solo 140€ / mes e IBI de 412€ / año. Fantástica oportunidad en una ubicación inmejorable! Te ofrecemos esta excelente vivienda a solo 400 metros de la estación de metro Antonio Machado (línea 7), con acceso directo a las líneas de autobús 127, 132 y N21 a tan solo 300 metros. Además, tendrás el Centro Comercial La Vaguada a solo 2 km, lo que te ofrece una gran variedad de tiendas y servicios. En cuanto a servicios cotidianos, la farmacia se encuentra a menos de 100 metros, lo que te permitirá acceder a todo lo necesario de manera rápida y cómoda. Además, el supermercado Ahorramas está a solo 300 metros, facilitando tus compras diarias. A tan solo 500 metros también tienes los supermercados Unide y BM, lo que te da varias opciones para hacer tus compras de forma práctica. En los alrededores, disfrutarás de una gran oferta educativa y cultural, con colegios, institutos, un centro deportivo y un centro cultural cercanos, cubriendo todas tus necesidades de formación y ocio. Y para disfrutar del aire libre, la Dehesa de la Villa, una preciosa zona verde, se encuentra a menos de 800 metros, ofreciendo un espacio perfecto para paseos, deportes y momentos de relax en la naturaleza. ¡No dejes pasar esta oportunidad! Contáctanos para más información o para agendar una visita. ¡OPORTUNIDAD! Con KÌRON y sus agentes de intermediación financiera podrás encontrar la hipoteca que mejor se adapte a tus necesidades de financiación, para que puedas beneficiarte de los convenios que tiene el grupo Tecnocasa con diferentes entidades bancarias. Con la posibilidad de financiación hasta 100%, asesórate gratis y sin compromiso. Reserva tu visita.",False,good,False,True,5058.0,False,False,False,False,[],False,False,435000.0,€,,,flat,"Valdezarza, Madrid",Piso en calle de Valdesangil,Destacado,450000.0,15000.0,3.0,,,
108645330,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/c7/5c/1350902105.webp,6640,45,1,2790000.0,flat,sale,254.0,True,5,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4209611,-3.6727639,False,https://www.idealista.com/inmueble/108645330/,"HousinGo presenta esta amplia vivienda con dos ventanales, ubicada en la zona de Goya en el prestigioso Barrio de Salamanca, uno de los enclaves residenciales más exclusivos y cotizados de Madrid. Se encuentra en una finca representativa, con ascensor y portero físico, situada a pocos pasos del Movistar Arena y el parque del Retiro. Además esta rodeado de comercios, servicios, colegios y una excelente conexión con el centro de la ciudad. La vivienda se encuentra actualmente en buen estado, aunque ofrece la oportunidad de realizar mejoras estéticas que la actualicen y potencien todo su valor. Cuenta con 254 m² construidos, según catastro, y está situada en la primera planta de un edificio de los años 50. Destaca por ser la vivienda con una superficie mayor del edificio. Su orientación norte en la zona del salón, con vistas despejadas a la calle, proporciona una excelente entrada de luz natural y ventilación cruzada. Una propiedad con gran potencial, ideal tanto para inversores como para quienes buscan espacio, confort y calidad de vida en una de las zonas más exclusivas de Madrid. La distribución actual es muy funcional y permite una actualización sencilla, como un lavado de cara o pequeñas mejoras decorativas, para adaptarla al gusto y estilo de vida del futuro propietario. Gracias a su amplitud y distribución, ofrece un lienzo perfecto para convertirla en una vivienda de alto nivel en pleno corazón del Barrio de Salamanca. La zona de día se compone de un salón exterior con dos ventanales, que conecta con el comedor interior, el cual a su vez se vincula con el hall recibidor. Avanzando por el pasillo central, encontramos un acogedor cuarto de estar, con comedor de diario con un baño completo. En total dispone de cinco dormitorios y tres baños. La zona más privada se divide en dos alas: al este, dos dormitorios que comparten un baño; y en el ala sur, tres dormitorios más, que también comparten otro baño completo. La cocina es independiente, cuenta con despensa y acceso directo a la puerta de servicio, ideal para uso diario o personal de apoyo. El Barrio de Salamanca es el distrito más selecto de Madrid y uno de los enclaves con mayor calidad de vida en Europa. Concebido a mediados del siglo XIX, sus majestuosas fachadas y amplias avenidas mantienen la elegancia y distinción propias de su época. Este histórico barrio no solo te fascinará por su rica oferta comercial, cultural y de ocio, sino también por su prestigiosa gastronomía. En sus calles se encuentran algunas de las embajadas más relevantes, así como monumentos icónicos como la Plaza de Colón o la Puerta de Alcalá. Además, alberga el renombrado espacio gastronómico Platea y la exclusiva “Milla de Oro” en la calle Serrano, donde se concentran las firmas más prestigiosas a nivel mundial.    HousinGo, by David de Gea.   Somos una agencia inmobiliaria especializada en la venta y alquiler de activos residenciales en zonas Prime de Madrid. Contamos con tres oficinas de atención al público, una en CALLE AYALA 62, otra en CALLE SERRANO 81, y otra en CALLE VELÁZQUEZ 117, en el Barrio de Salamanca.   Por petición de algunos clientes, no publicamos una gran parte de nuestros inmuebles en portales inmobiliarios. Aunque la mayoría de nuestra cartera está en nuestra página web, frecuentemente tenemos nuevas oportunidades de inversión que se comercializan totalmente off-market. Si está interesado en alquilar, vender o comprar, puede contactarnos a través de nuestro teléfono fijo enviarnos un WhatsApp a o visitarnos en una de nuestras oficinas. Disponemos de un servicio de Call Center 24 horas al día, 365 días al año, para poder atenderles de manera ininterrumpida.",False,renew,False,True,10984.0,True,False,False,False,[],False,False,2790000.0,€,,,flat,"Goya, Madrid",Piso,Destacado,,,,,,
108916877,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/32/d3/1358863890.webp,RP1462025140446,23,bj,236000.0,flat,sale,70.0,False,2,1,Hispanoamérica - Comunidades,Madrid,Valdemoro,Hispanoamérica - Comunidades,es,,40.1910611,-3.6840835,False,https://www.idealista.com/inmueble/108916877/,"REDPISO VALDEMORO RESTÓN, vende estupendo bajo en una de las mejores zonas de Valdemoro. La vivienda consta de salón, cocina, 2 habitaciones, ambas con armarios empotrados, 1 baño con plato de ducha y un patio incorporado. La vivienda tiene 70m2 construidos, y 65m2 útiles, y un trastero. La vivienda esta para entrar a vivir no dudes en consultar y realizar una visita por la vivienda EN ESTADO IMPECABLE. Consulta gratuita con nuestro departamento financiero Dcredit, financiación hasta el 100% (BAJO ESTUDIO FINANCIERO). *El precio no incluye los siguientes gastos: I. T. P (impuesto de transmisiones patrimoniales), honorarios del comprador por la intermediación inmobiliaria, gastos notariales y o registrales (según caso)*. Consulte y visite sin ningún compromiso. REDPISO VALDEMORO RESTON.",False,good,False,True,3371.0,False,False,False,False,[],False,False,236000.0,€,,,flat,"Hispanoamérica - Comunidades, Valdemoro",Piso,Destacado,243000.0,7000.0,3.0,,,
109072485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/d5/b7/1363561147.webp,RP1462025141007,26,,399900.0,chalet,sale,198.0,,3,3,Hispanoamérica - Comunidades,Madrid,Valdemoro,Hispanoamérica - Comunidades,es,,40.184958,-3.6878859,False,https://www.idealista.com/inmueble/109072485/,"REDPISO RESTÓN VALDEMORO, vende chalet en zona de HISPANOAMERICA en Valdemoro. La vivienda tiene 196 m2 habitables. La planta baja esta compuesta por un salón, cocina, aseo y patio con salida a piscina comunitaria. La primera planta esta compuesta por 3 habitaciones, 2 baños, uno de los baños esta en la habitación principal. La segunda planta tiene una buhardilla con terraza. En el sotano nos encontramos con dos plazas de garaje con puerta automática. Consulta gratuita con nuestro departamento financiero Dcredit, financiación hasta el 100% (BAJO ESTUDIO FINANCIERO). *El precio no incluye los siguientes gastos: I. T. P (impuesto de transmisiones patrimoniales), honorarios del comprador por la intermediación inmobiliaria, gastos notariales y o registrales (según caso)*. Consulte y visite sin ningún compromiso.",False,good,False,,2020.0,False,False,False,False,[],False,False,399900.0,€,True,True,chalet,"Hispanoamérica - Comunidades, Valdemoro",Chalet adosado,Destacado,415000.0,15100.0,4.0,terracedHouse,,
108926985,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/56/f1/1365390912.webp,562455,40,en,890000.0,flat,sale,120.0,True,3,2,calle del General Arrando,Madrid,Madrid,Chamberí,es,Almagro,40.4313527,-3.6986943,False,https://www.idealista.com/inmueble/108926985/,"¡Oportunidad única en el corazón de Almagro! Don Chamberí Inmobiliaria te presenta este encantador piso en venta, ubicado en la prestigiosa calle del General Arrando, en el deseado barrio de Almagro. Características del inmueble: Amplio y luminoso: Este bajo exterior está destaca por sus techos altos, que aportan una sensación de amplitud y elegancia. Distribución ideal: Consta de 3 habitaciones bien distribuidas, un salón acogedor, dos baños completos, y una cocina independiente con acceso a un patio privado, perfecto para disfrutar de momentos de tranquilidad. Ubicación privilegiada: Barrio Almagro (Chamberí): Situado en una de las zonas más codiciadas de Madrid, a pocos pasos de la calle Santa Engracia, la plaza de Chamberí y la Castellana. Servicios y comodidades: Rodeado de una gran variedad de comercios, restaurantes, supermercados, y con una excelente conexión de transporte público. A poca distancia de las estaciones de metro Iglesia y Alonso Martínez, que te conectarán con el resto de la ciudad en minutos. ¡No dejes pasar esta oportunidad! Contacta con nosotros hoy mismo para organizar una visita y descubrir todo lo que este piso tiene para ofrecerte.",False,good,False,True,7417.0,True,True,False,False,[],False,False,890000.0,€,,,flat,"Almagro, Madrid",Piso en calle del General Arrando,Destacado,,,,,,
108996506,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/af/1f/1361208688.webp,,40,4,430000.0,flat,sale,99.0,True,2,2,Barrio Pau de Carabanchel,Madrid,Madrid,Carabanchel,es,Pau de Carabanchel,40.3612394,-3.7616395,False,https://www.idealista.com/inmueble/108996506/,"Agencia inmobiliaria de MADRID vende piso en la zona de CARABANCHEL ALTO - BUENAVISTA. ¡Descubra este piso nuevo en el corazón del animado barrio de Pau Carabanchel! Este excepcional piso de 99 m², con un precio de 430 000 €, combina la ubicación más codiciada de Carabanchel con una comodidad inigualable, lo que lo convierte en la opción perfecta para familias o profesionales que buscan un refugio urbano sofisticado. Esta propiedad se encuentra a solo 20 minutos en coche del animado centro de Madrid, y ofrece un entorno tranquilo y seguro para relajarse sin perder la conexión.   El piso cuenta con un amplio dormitorio principal con baño privado, además de otro dormitorio bien diseñado y un segundo baño para invitados o familiares. Tiene una gran cocina, complementada con un lavadero independiente para mayor funcionalidad. Las grandes ventanas climalit inundan el espacio de luz natural, creando un ambiente luminoso y aireado en toda la vivienda. Para garantizar el confort durante todo el año, el apartamento cuenta con calefacción de gas y aire acondicionado por conductos.   Construido en 2005, el complejo, muy bien conservado, ofrece una gran variedad de servicios de primera calidad, como ascensor, piscina, parque infantil, jardines muy bien cuidados, acogedoras zonas de descanso y pista de pádel para los residentes más activos. Además, la propiedad incluye una plaza de garaje cubierta y un práctico trastero. La ubicación es inmejorable, a solo 5 minutos a pie de la estación de metro más cercana y a 2 minutos a pie de la parada de autobús más cercana, lo que garantiza una conectividad perfecta.   Pau Carabanchel ofrece lo mejor de ambos mundos: una comunidad dinámica con todas las comodidades al alcance de la mano. Supermercados, una farmacia, una clínica médica, una clínica veterinaria, colegios, bares y restaurantes se encuentran a poca distancia, lo que hace que la vida diaria sea fácil y agradable. Este piso combina a la perfección la accesibilidad urbana con el encanto de un barrio acogedor. ¡No dudes en comunicarte con nosotros para programar una visita y descubrir todas las posibilidades que te ofrece esta increíble propiedad! Financiación HASTA 100% a través del departamento financiero de Tecnocasa (Kiron). La obtención de la financiación está sujeta a las condiciones de la entidad financiera y tendrá en cuenta el perfil y solvencia del cliente. De acuerdo con el RD 515/1989, del 21 de Abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda.",True,good,False,True,4343.0,True,False,False,False,[],False,False,430000.0,€,True,True,flat,"Pau de Carabanchel, Madrid",Piso,Destacado,,,,,,
108140723,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/30/b8/1335056283.webp,,34,bj,229000.0,flat,sale,75.0,True,3,1,avenida Cerro Prieto,Madrid,Móstoles,Este,es,,40.3289738,-3.8572142,False,https://www.idealista.com/inmueble/108140723/,"**Piso en Venta - Diseño y Confort en Cada Rincón** vivienda para entregar a mediados del año 2.026, por cambio de casa. Descubre este espectacular piso totalmente reformado que combina diseño moderno y confort en cada detalle. Con una superficie de 75 m², este hogar cuenta con una cocina americana equipada con una isla que se convierte en el corazón del hogar, ideal para disfrutar de momentos en familia o con amigos. El salón comedor, ampliado hacia la terraza, ofrece un espacio luminoso gracias a su gran ventanal que inunda de luz natural cada rincón. La terraza tendedero ha sido ampliada, proporcionando un espacio adicional a la cocina. El jardín, que rodea la vivienda, aporta una sensación de amplitud y bienestar, convirtiendo este piso en un verdadero oasis urbano. Con tres dormitorios, el principal destaca por su amplio armario empotrado, ofreciendo el espacio necesario para organizar todo con estilo. El baño completo, equipado con ducha, y las calidades altas de la vivienda, como los radiadores de aluminio de diseño y los suelos de gres porcelánico, garantizan un ambiente acogedor y elegante. Las puertas en blanco y la pintura lisa, junto a algunas paredes decoradas, añaden un toque contemporáneo a la decoración. Este piso es exterior, ubicado en una planta baja y orientado al este, lo que asegura que disfrutarás de luz natural durante gran parte del día. Además, la puerta blindada y las ventanas de aluminio de calidad con mosquiteras incluidas brindan seguridad y confort. El edificio cuenta con una fachada rehabilitada que proporciona un excelente aislamiento.  ¡No pierdas la oportunidad de vivir en este maravilloso hogar!",True,good,False,True,3053.0,True,False,False,False,[],False,False,229000.0,€,,,flat,"Este, Móstoles",Piso en avenida Cerro Prieto,Destacado,,,,,,
