propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
105974793,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/3a/87/1268701213.webp,3356,13,1329000.0,flat,sale,114.0,True,2,2,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4357945,-3.6793382,False,https://www.idealista.com/inmueble/105974793/,"Fortuny Madrid Real Estate ofrece esta espectacular vivienda, ubicada en el prestigioso barrio de Salamanca. Este primer piso exterior, actualmente en obras, cuenta con 135 m² catastrales y está diseñado para ofrecer el máximo lujo y confort. La propiedad incluye dos habitaciones y dos baños, con una cocina totalmente equipada y un cuarto de lavado que añaden funcionalidad y comodidad. Con calefacción a gas, aire acondicionado y ascensor.  El barrio de Salamanca es conocido por su exclusividad y elegancia. Vivir aquí significa estar cerca del ABC Serrano, que ofrece una experiencia de compra de lujo, y el Intercambiador de Avenida de América, que asegura excelentes conexiones de transporte. Para los amantes de la cultura, el Museo Lázaro Galdiano es una visita obligada, mientras que el IE Business School proporciona un entorno académico de prestigio. La zona también alberga varias embajadas, añadiendo un nivel de seguridad y prestigio adicional. Esta vivienda ofrece lujo y comodidad en una ubicación privilegiada en el corazón de la capital. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,11658.0,True,False,False,False,[],False,False,1329000.0,€,flat,,"Castellana, Madrid",Piso,1,,,,,,,
105696383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/83/21/1260266647.webp,3313,12,1789000.0,flat,sale,110.0,False,2,2,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4278404,-3.6838492,False,https://www.idealista.com/inmueble/105696383/,"Impresionante vivienda totalmente reformada en Recoletos, en el codiciado barrio de Salamanca, Madrid.  Este elegante piso interior en la segunda planta ofrece 152 m² además de una pequeña terraza. La propiedad incluye dos amplias habitaciones y dos baños, proporcionando un espacio cómodo y funcional. La cocina está completamente equipada y el piso se vende amueblado con muebles de diseño, ofreciendo un ambiente moderno y acogedor. La vivienda cuenta con aire acondicionado, calefacción de gas, ascensor, portería y una plaza de garaje.  Vivir en el barrio de Salamanca es sinónimo de lujo y exclusividad. Este distrito combina la tranquilidad residencial con la vitalidad urbana, ofreciendo una amplia oferta cultural y de ocio. Cerca se encuentran lugares emblemáticos como la Milla de Oro, el Parque del Retiro y el Museo Lázaro Galdiano, además de prestigiosas tiendas y restaurantes gourmet. Esta es una oportunidad única de adquirir una propiedad de lujo en uno de los barrios más prestigiosos de Madrid, combinando modernidad, comodidad y una ubicación inmejorable. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,16264.0,True,False,False,False,[],False,False,1789000.0,€,flat,,"Recoletos, Madrid",Piso,2,True,True,,,,,
109166972,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/b3/3d/1366248409.webp,VLL-1012,46,290000.0,flat,sale,112.0,True,3,2,calle Cañada Real,Madrid,Collado Villalba,Los Negrales,es,,40.632987,-4.0169575,False,https://www.idealista.com/inmueble/109166972/,"¡VENTA DE AMPLIA VIVIENDA EN EXCLUSIVA CON GRAN TERRAZA Y GARAJE EN URBANIZACIÓN ENTRESIERRAS! ****** ATENCIÓN: DISPONIBLE PARA VISITAR A PARTIR DEL 16 DE SEPTIEMBRE ****** NO SE COBRAN HONORARIOS AL COMPRADOR Ubicada en un lugar estratégico dentro de la localidad de Collado Villalba por encontrarse apenas a unos metros de la parada de autobús a Madrid Capital, a 10 minutos andando de la estación de cercanías de Los Negrales y a otros 10 de la estación de cercanías de Collado Villalba. Con autobús urbano prácticamente en la puerta de casa. Dispone de un supermercado Mercadona, el centro de ocio Planetocio, dos farmacias y el P29 con todo tipo de comercios, también a poca distancia. La ubicación es francamente inmejorable.  Collado Villalba, por ser la capital de la sierra, dispone de hospital público y de todos los servicios necesarios, así como excelente conexión con la A6. Esta vivienda está incluida en una urbanización con dos piscinas de adultos, una de niños, zonas verdes, tenis, pista de futbol sala, baloncesto, tenis de mesa y pista de patinaje.  La vivienda en sí es muy amplia, 112 m2 de tamaño, es además muy tranquila por dar sus ventanas dentro de la urbanización, hacia la piscina, con orientación noroeste. La construcción de la finca es de finales de 1976 y admite actualización, pero tiene cambiadas recientemente todas las ventanas y la puerta de acceso a la terraza con ventanas de PVC climalit oscilobatiente con cristal con bastante grosor. La vivienda se compone de 3 dormitorios, con armarios empotrados, un amplio salón comedor con chimenea y acceso a la terraza mediante la magnífica puerta antes mencionada, cocina con acceso posterior a la terraza y dos baños, uno de ellos en suite.  Se trata de una primera planta sin ascensor (de un edificio de tres plantas). Su estupenda terraza de unos 19 m2, como se ve en las fotos, para disfrutar del amplio verano de la sierra tiene acceso desde el salón y desde la cocina, bordeando toda la vivienda. El combustible de la vivienda es GN, teniendo cambiados también todos los radiadores de la vivienda. La carpintería interior de sapeli, suelos de parquet. Gastos de comunidad: unos 100 € al mes prorrateados entre comunidad y mancomunidad.  La vivienda tiene incluido un amplio trastero en la última planta y una gran plaza de garaje para más de un vehículo e incluso moto, ya que es una de las más amplias de la zona: nada menos que 30m2 de plaza.  GRAN OPORTUNIDAD! UNA VIVIENDA ASÍ EN UNA DE LAS MEJORES ZONAS DE VILLALBA NO SURGE HABITUALMENTE! MEJOR VER!IC DEHON.",True,good,False,False,2589.0,True,False,False,False,[],False,False,290000.0,€,flat,,"Los Negrales, Collado Villalba",Piso en calle Cañada Real,1,True,True,,,,,
107885826,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/00/f7/1349161167.webp,V03,14,1245000.0,chalet,sale,199.0,,4,4,"calle Cerro de la Curia, 1",Madrid,Las Rozas de Madrid,Rozas Centro,es,El Caño - Maracaibo,40.49644,-3.87685,True,https://www.idealista.com/obra-nueva/107885826/,"Hacienda Las Rozas es un exclusivo proyecto compuesto de 12 chalets pareados localizado en una de las zonas más privilegiadas de Las Rozas, Madrid. Cada vivienda cuenta con jardín, piscina privada, luminosas y amplias estancias para disfrutarlas con la familia y amigos.",False,newdevelopment,True,,6256.0,True,False,False,False,[],False,False,1245000.0,€,chalet,semidetachedHouse,"El Caño - Maracaibo, Las Rozas de Madrid","Chalet pareado en calle Cerro de la Curia, 1",,True,True,,False,,,
106030489,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/0e/07/1341578421.webp,06502,35,720800.0,chalet,sale,205.0,,5,3,Villalba Pueblo,Madrid,Collado Villalba,Villalba Pueblo,es,,40.6409628,-3.9951616,False,https://www.idealista.com/inmueble/106030489/,"Residencial Puerta de Villalba es una exclusiva promoción de obra nueva, de 10 viviendas unifamiliares pareadas con jardín, zonas comunes y piscina comunitaria. DISTRIBUCIÓN Todas las viviendas están distribuidas en tres plantas, un planteamiento cómodo y racional para todo tipo de familias. En la planta baja se encuentra un dormitorio, baño, zona de lavandería, cocina con salida al jardín, totalmente amueblada y equipada con los electrodomésticos básicos. Un espacioso salón comedor que tienen acceso al porche y al jardín.  En la planta primera se encuentran tres dormitorios con armarios empotrados y el dormitorio principal, que cuenta con vestidor propio, terraza y baño en suite.  En la planta bajo cubierta hay un espacio diáfano polivalente, muy luminoso y amplio.  CALIDADES Todas las estancias cuentan con grandes ventanales con carpintería con rotura de puente térmico. La calefacción de suelo radiante-refrescante con sistema de aerotermia, con apoyo de placas solares, ofreciendo una calificación energética “A. Los acabados son de alta calidad y detalles cuidados al máximo, ”, con el objetivo de alcanzar el mayor confort de las personas. ¡Convierte este bonito chalet, en tu próxima vivienda!  IMPORTANTE SABER QUE la licencia de Obras está concedida y las obras comienzan ya!  UBICACION Se encuentra en un enclave privilegiado, en la zona de Villalba Pueblo, capital de la Sierra Noroeste, que cuenta con todos los servicios a su alcance, transporte público, restaurantes, farmacias, colegios… y a un paso de la sierra con toda la naturaleza y el aire puro a tu alcance. ¡No dejes pasar esta oportunidad única y contáctanos para más información! Tu nuevo hogar te está esperando en Collado Villalba. Las imágenes y planos que aparecen en el anuncio están sujetos a las modificaciones necesarias a requerimientos municipales y exigencias administrativas, legales, jurídicas o técnicas que juzgue conveniente la dirección facultativa.",False,good,False,,3516.0,True,False,False,False,[],False,False,720800.0,€,chalet,semidetachedHouse,"Villalba Pueblo, Collado Villalba",Chalet pareado,,True,True,,,,,
107673541,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/57/6f/1324470594.webp,W-02WB17,23,212500.0,studio,sale,90.0,True,0,1,Pol. Industrial sur,Madrid,San Sebastián de los Reyes,Pol. Industrial sur,es,,40.5392948,-3.6121902,False,https://www.idealista.com/inmueble/107673541/,"Loft duplex para inversores en Sebastián de los Reyes Engel & Völkers se complace en presentarles esta propiedad única que supone una excelente oportunidad para invertir, ya que actualmente se encuentra alquilado, en un exclusivo loft dúplex en la zona de Vega de la Moraleja, en el límite entre San Sebastián de los Reyes y Alcobendas. El loft está situado en la primera planta de un edificio emblemático con una fachada exterior muy singular totalmente acristalada pero su condición de dúplex hace que sus dos alturas sean en realidad un 1º y un 2º piso. Una vivienda muy luminosa con orientación sureste cuyos grandes ventanales ofrecen unas espectaculares vistas despejadas.  La superficie total comprende espacio para salón con cocina americana totalmente amueblada y equipada, un amplio dormitorio y un cuarto de baño completo con plato de ducha, todo ello distribuido de un modo muy funcional en dos plantas. La urbanización cuenta con una exclusiva piscina privada con solárium situada en la azotea del edificio que nos regala unas impresionantes vistas 360º de todo el entorno, incluyendo el skyline de Madrid. El resto de las zonas comunes se completa con una segunda piscina con pradera de césped natural en la zona de jardín, pista de pádel y un gimnasio muy completo equipado con toda clase de aparatos y material para la práctica de actividad física. La urbanización cuenta con conserjería en horario comercial todos los días de la semana excepto domingos. El precio incluye una plaza de garaje en el aparcamiento subterráneo del edificio. Disponemos de más unidades de características similares y distintos tamaños. No deje escapar esta magnífica oportunidad de inversión. Estamos a su disposición si necesita información adicional o desea concertar una visita. Vega de La Moraleja, también conocida como Moscatelares o La Hoya, es una de las más atractivas y recientes zonas de San Sebastián de los Reyes; de hecho, la mayoría de las propiedades aquí ubicadas apenas superan los 15 años de antigüedad. A tan solo 20 minutos del centro de Madrid en coche, se accede de manera cómoda y directa por la salida 17 de la A1, contando también con incorporaciones cercanas a las vías de circunvalación M40 y M50. Cuenta además con una extensa red de transporte público: numerosas líneas de autobús, dos estaciones próximas de la línea 10 de Metro y estación de Cercanías a poco más de 1 km. Al aeropuerto Adolfo Suárez de Madrid-Barajas y a la Estación de Chamartín se llega respectivamente en 10 y 15 minutos.  Cerca del entorno natural protegido de la Dehesa Boyal, se trata de una zona eminentemente residencial con numerosas zonas verdes y parques públicos, así como con una amplia oferta educativa, pública y privada, tanto de colegios como de universidades. Dispone de una magnífica dotación de servicios: diversos supermercados, instalaciones y clubs deportivos, gimnasios, dos centros de salud, el Hospital Infanta Sofía, al que se llega en tan solo 5 minutos, y parque de bomberos.  La oferta comercial, de ocio y restauración está garantizada con los centros comerciales Alegra y Diversia pero sobre todo con el más próximo Parque Comercial Megapark, donde se ubican Ikea y Media Markt entre otros, así como la emblemática galería comercial Plaza Norte 2.",False,good,False,True,2361.0,False,False,False,False,[],False,False,212500.0,€,flat,studio,"Pol. Industrial sur, San Sebastián de los Reyes",Estudio,1,True,True,,,,,
109197376,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/2a/37/3a/1367170688.webp,,15,1195000.0,flat,sale,136.0,True,3,2,calle del Alcalde Sainz de Baranda s/n,Madrid,Madrid,Retiro,es,Estrella,40.4189327,-3.6655955,True,https://www.idealista.com/inmueble/109197376/,"""VIVIENDA A ESTRENAR”, Vivienda de lujo a estrenar, PENDIENTE DE ENTREGA en el distrito de Retiro con unas calidades de primer nivel, un diseño arquitectónico único, moderno y con sello propio. La vivienda a estrenar, todavía no ha sido entregada por la promotora y disponible para visitar a partir de septiembre posee unas calidades en cuanto a materiales y acabados de más alto nivel. El piso es totalmente exterior, con unas vistas excelentes a un lado al pirulí y al otro lado a una zona ajardinada con amplios ventanales y magnífica terraza lo que le brinda una gran luminosidad. Cuenta con amplio salón con acceso directo a una terraza de 11 m2 con magníficas vistas, cocina, la vivienda dispone de tres dormitorios todos ellos con armarios empotrados, 2 baños completos, el principal en suite.  El edificio cuenta con piscina, solárium, sala club/gastroteca, spa, parque infantil, aparcamiento para bicicletas, buzones de paquetería online.  La vivienda se ha construido con energías renovables para garantizar una mayor eficiencia energética lo que se traduce en importe ahorro con un consumo casi nulo. Dispone de climatización mediante suelo radiante/refrescante. Domótica Vivienda situada cerca de todo tipo de comercios, restaurantes, colegios y comunicada perfectamente con transporte público, diferentes líneas de autobuses y metro Sainz de Baranda y O’donnell. La vivienda dispone de plaza de garaje con preinstalación para recarga de vehículo eléctrico y trastero.",False,good,False,True,8787.0,True,False,False,False,[],False,False,1195000.0,€,flat,,"Estrella, Madrid",Piso en calle del Alcalde Sainz de Baranda s/n,5,True,True,,,,,
108950262,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/03/d6/1359839515.webp,W-02UGFT,50,695000.0,duplex,sale,259.0,True,4,3,Centro,Madrid,Villanueva del Pardillo,Centro,es,,40.4925257,-3.958672,False,https://www.idealista.com/inmueble/108950262/,"Espectacular Dúplex para entrar a vivir ENGEL&VOLKERS ofrece en exclusiva, este espectacular dúplex con todo lujo de detalles y listo para entrar. Se trata de una vivienda llena de luz, muy acogedora y amplias estancias que ofrece todas las comodidades necesarias para disfrutar de un estilo de vida único. Entrando por una moderna puerta blindada con el interior en negro nos encontramos de frente con una bonita cocina, totalmente equipada con mucho detalle que incluye un frigorífico americano, una nevera para bebidas y otra para vinos y salida directa a la gran terraza de la vivienda. A la derecha según entramos, nos situamos en el salón-comedor, decorado con exquisito gusto, en tonos neutros con su espacio para estar y su zona de comedor con salida también directa a la gran terraza de aproximadamente 25m2. Al fondo de la planta, llegamos a un baño completo y a una habitación que puede ser tanto dormitorio como cuarto de estar, que incluye armarios empotrados. En la planta de arriba se sitúa toda la zona de descanso con dos amplios dormitorios secundarios dobles y un bonito y amplio cuarto de baño completo. El espléndido dormitorios principal, además de dos armarios al entrar y a cada lado, cuenta también con toda una pared de armarios de doble fondo a modo de vestidor con puertas de espejos que le añade un toque de mayor amplitud todavia. Además la vivienda cuenta también con otro armario más en el pasillo. Esta bonita vivienda, está dentro de una urbanización, muy cuidada con piscina y parque infantil. Se incluye en el precio de venta un trastero y una plaza de garaje de buen tamaño. Posibilidad de adquirir una segunda plaza de garaje también muy amplia no incluida en el precio. Toda la casa tiene muchísima luz y está situada muy estratégicamente casi a la entrada de Villanueva del Pardillo, muy cerca de zona de ocio y de comercio. Villanueva del Pardillo es una localidad de la Comunidad de Madrid en la zona Noroeste, Oeste de Madrid y a solo 26 km.  Situada en la cuenca del Guadarrama, y limítrofe con Las Rozas, Majadahonda y muy cerca de Villanueva de la Cañada, Galapagar o Valdemorillo. Cuenta con muy buena oferta de colegios públicos como de prestigiosos colegios privados. En cuanto a la comunicación con otras localidades cuenta con varias líneas de bus y además a través de la M503, M509 o M851, que lo comunican tanto con la capital, como con las localidades próximas. Situado muy cerca del prestigioso Hospital Puerta de Hierro en ámbito público, o de privados como El HM Torrelodones.",False,good,False,True,2683.0,False,False,False,False,[],False,False,695000.0,€,flat,duplex,"Centro, Villanueva del Pardillo",Dúplex,4,True,True,,,,,
107615008,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/af/02/1326482290.webp,L-DJA63WG,33,1950000.0,flat,sale,264.0,True,4,4,"calle de Hortaleza, 9",Madrid,Madrid,Centro,es,Chueca-Justicia,40.4207946,-3.7008571,True,https://www.idealista.com/inmueble/107615008/,"Piso de 264m2 construidos, para reformar, en Justicia, a 80m de Gran Vía. Planta completa en piso de 1900 con fachada clásica de ladrillo, 4 balcones con barandillas de hierro forjado y 2 columnas de hierro fundido. Ascensor. Existe un plan de peatonalización de la calle. 3ª planta casi completamente diáfana que permite distribuciones adaptadas a cualquier necesidad. 4 balcones a la calle y 2 balcones, 10 ventanas y 2 ventanucos a patios. Orientación este, ofreciendo una excelente entrada de luz natural. Gran salón con 4 balcones a la calle, y 4 columnas de hierro, características de la arquitectura de la época, que refuerzan la sensación de amplitud al subrayar la gran altura de los techos de 3,20m. Zona interior completamente abierta a patios, muy adecuada para dormitorios por su excelente ventilación y tranquilidad. Infraestructuras (acometidas y bajantes) que permiten una total versatilidad en la distribución al facilitar la instalación de zonas húmedas en cualquier área del piso. La planta está formada por dos referencias catastrales que se pueden unir o segregar según la necesidad o el uso al que se pretenda destinar el piso. Los estatutos de la comunidad permiten su uso total o parcial como vivienda, despacho profesional u oficina. Para un particular esta flexibilidad permite vivir “al lado” del trabajo. Para un inversor, la posibilidad de dedicar el piso a vivienda, oficina, un mixto de las dos o incluso de dividir el espacio en 4 o hasta 6 apartamentos. Gastos de comunidad: 200,00€/mes.",True,renew,False,True,7386.0,True,False,False,False,[],False,False,1950000.0,€,flat,,"Chueca-Justicia, Madrid","Piso en calle de Hortaleza, 9",3,,,,,,,
109162721,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/22/7b/1366115098.webp,4039,11,2850000.0,flat,sale,212.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4271153,-3.6824377,False,https://www.idealista.com/inmueble/109162721/,"Fortuny Madrid Real Estate presenta esta magnífica propiedad de 212 m², situada en la sexta planta de un edificio moderno en el corazón de Recoletos, una de las zonas más exclusivas del distrito de Salamanca. La vivienda ha sido objeto de una reforma integral de lujo, con acabados de la más alta calidad y una distribución pensada para el confort y la amplitud. Dispone de tres dormitorios en suite, cada uno con su propio baño, además de un aseo de cortesía. El espacio de día se compone de un amplio salón comedor exterior, con grandes ventanales que inundan de luz natural todas las estancias. La propiedad incluye también trastero y cuenta con servicio de portero físico en la finca. Una vivienda exclusiva y lista para entrar a vivir, que combina diseño, modernidad y una ubicación privilegiada en Recoletos. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,13443.0,False,False,False,False,[],False,False,2850000.0,€,flat,,"Recoletos, Madrid",Piso,6,,,,,,,
108452888,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/12/69/1345834515.webp,,40,880000.0,flat,sale,148.0,True,4,2,paseo de la Chopera,Madrid,Alcobendas,Norte,es,,40.5457158,-3.6533443,False,https://www.idealista.com/inmueble/108452888/,"Descubre este amplio y luminoso piso de 4 dormitorios y 2 baños, ubicado en una de las urbanizaciones más completas y tranquilas de Alcobendas. Una vivienda ideal para familias que buscan comodidad, calidad de vida y espacios bien cuidados. La distribución es perfecta: salón espacioso con una gran terraza desde la que disfrutar las impresionantes vistas de Madrid, cocina independiente con tendedero.  El piso ha sido recientemente actualizado, con paredes lisas en tonos claros, lo que aporta una sensación de amplitud y luz en cada rincón. Se encuentra en un estado de conservación excelente: listo para entrar a vivir. Además, incluye plaza de garaje y trastero, para que no te falte espacio ni comodidad. La urbanización ofrece todo lo que necesitas para disfrutar sin salir de casa: � Piscina comunitaria � Pista de pádel � Zona ajardinada � Espacio infantil Un entorno seguro, familiar y muy bien comunicado, cerca de colegios, servicios, transporte y zonas verdes. Ven a verlo. Te encantará.",True,good,False,True,5946.0,True,False,False,False,[],False,False,880000.0,€,flat,,"Norte, Alcobendas",Piso en paseo de la Chopera,3,True,True,,,900000.0,20000.0,2.0
104564764,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/c2/13/1224554459.webp,44181,55,2995000.0,flat,sale,254.0,True,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4225645,-3.6789346,False,https://www.idealista.com/inmueble/104564764/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece en venta esta moderna y lujosa vivienda en esquina, totalmente exterior, con vistas al Parque del Retiro, en una ubicación excepcional. El edificio en el que se enclava, esta maravillosa propiedad, cuenta con unos servicios exclusivos como piscina interior climatizada de agua salada, gimnasio, spa con sauna finlandesa y baño turco. Disfruta de tecnología domótica con parking robotizado y acceso directo desde la propia finca, vigilancia 24 horas y cámaras de seguridad.  Se ubica en la 3ª planta con doble orientación sur-oeste, proporcionando gran luminosidad en todas las estancias de esta lujosa vivienda. Además, disfruta de una excelente distribución con amplio hall con un aseo de cortesía y armario gabanero con acceso al área de recibo con un salón en dos ambientes, los cuales gozan de un gran ventanal con bonitas vistas al Parque del Retiro. Pegado al salón y con acceso desde el hall, se ubica la cocina, que actualmente se encuentra totalmente independiente, con la posibilidad de hacer una espectacular cocina integrada. Se entrega con todos los electrodomésticos de primeras marcas. Cuenta además de un área de lavandería. La zona de descanso se desarrolla en tres generosos dormitorios y dos baños. El dormitorio principal es en suite muy amplio y con numerosos armarios y un amplio vestidor. Los otros dos dormitorios comparten un baño. La vivienda cuanta con un amplio trastero, una plaza de garaje robotizada, incluida en el precio y una segunda plaza no incluida, con precio a convenir. La zonas comunes son excepcionales con seguridad las 24 horas en una de las mejores zona de Madrid. Definitivamente, una vivienda de lujo con las más altas prestaciones para que el día a día, sea más confortable y agradable. El barrio de Salamanca es una de las zonas residenciales y comerciales más apreciadas de Madrid, y con mayor nivel de vida de toda Europa. El barrio toma su nombre de José de Salamanca y Mayol, el Marqués de Salamanca, que promovió y dirigió su construcción a mediados del siglo XIX, llevada a cabo durante el reinado de Isabel II. Se forjó para las clases aristocráticas y burguesas, con grandes avenidas en distribución regular en forma de damero con calles perpendiculares, en torno a las que se articulan tiendas y comercios de lujo, y grandiosos palacetes, en uno de los cuales vivió el escritor sevillano Gustavo Adolfo Bécquer. En la actualidad, hablamos de una zona dinámica y segura, de grandes aceras, con una interesante vida, gracias a que es el epicentro de las tiendas lujo de la capital, conocida también por la “Milla de Oro”, donde tienen su sede las firmas más prestigiosas del mundo. También concentra un elevado número de Embajadas en edificios decimonónicos con gran valor arquitectónico. Y encontramos los establecimientos de hostelería más cosmopolitas de la capital, como el famoso “Platea Madrid” que es el centro de ocio gastronómico más grande de Europa. La cercanía al Parque del Retiro, le proporciona la etiqueta, de ser unos de los mejores barrios para vivir de Madrid. Álvora Capital Properties con más de 20 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",False,good,False,True,11791.0,True,False,False,False,[],False,False,2995000.0,€,flat,,"Goya, Madrid",Piso,3,True,True,,,,,
108662017,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/88/bc/1351434703.webp,318509,29,5000000.0,penthouse,sale,381.0,True,5,4,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4454323,-3.689829,False,https://www.idealista.com/inmueble/108662017/,"Ático situado en una de las áreas más prestigiosas y solicitadas de Madrid. Con un diseño impecable y características de lujo moderno, este ático se encuentra en un estado excelente.  Dispone de una superficie construida de 381 m², distribuidos inteligentemente para proporcionar amplios y luminosos espacios. La propiedad cuenta con cinco habitaciones y cuatro baños, incluyendo una suite principal con jacuzzi. La cocina, de diseño moderno y funcional, está equipada con electrodomésticos de última generación y acabados de alta calidad.  El salón se extiende a una terraza espectacular que ofrece vistas panorámicas, creando el escenario perfecto para disfrutar del entorno urbano. Además, este ático posee características adicionales como aire acondicionado tipo split, calefacción centralizada a gas, dos ascensores, garaje individual para dos vehículos y un trastero.  En cuanto a la ubicación, se sitúa en una zona estratégica de la ciudad, proporcionando un fácil acceso a una variedad de servicios y entretenimientos. Próximo a reconocidas instituciones educativas, hospitales de primera línea y zonas verdes, esta propiedad no sólo es un hogar, sino un oasis en el corazón de la metrópoli. Este ático representa una oportunidad única para aquellos que buscan exclusividad y confort en uno de los distritos más emblemáticos de Madrid, combinando lujo, comodidad y accesibilidad. Ideal para familias.",False,good,False,True,13123.0,False,False,False,False,[],False,False,5000000.0,€,flat,penthouse,"El Viso, Madrid",Ático,4,True,True,,,,,
