propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108652438,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/18/1a/1351133292.webp,22084,29,13500000.0,penthouse,sale,944.0,True,4,4,Barrio Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.43264,-3.6927947,False,https://www.idealista.com/inmueble/108652438/,"Sumérgete en una experiencia única, un ático en Madrid en una ubicación privilegiada, en un barrio que respira aristocracia, elegancia y distinción en cada calle, el barrio de Almagro. En este ático dúplex de casi 1.000 m2 puedes disfrutar de la gran amplitud de espacios y de su elegante y exquisita decoración, donde no falta detalle desde que entras al amplio vestíbulo hasta un magnífico salón exquisitamente decorado, con varios ambientes, bañado por la luz que se filtra a través de sus terrazas panorámicas. La cocina está equipada con la última tecnología y la zona de dormir es un verdadero oasis de lujo y confort.  La habitación principal es un amplio espacio con zona de estar, dos baños en suite y un doble vestidor donde no falta luz y un ambiente sofisticado y elegante. Se ha adaptado una segunda habitación con vestidor y baño en suite, utilizando parte de su terraza perimetral, incluyendo una zona de trabajo funcional y acogedora. Finalmente, una tercera habitación con baño en suite completa la zona de dormir. En la planta superior, a la que se accede por una cómoda escalera interior, se despliega una terraza de ensueño, con una piscina climatizada al aire libre, un completo bar, varias zonas de estar y un cine privado, todo diseñado para el entretenimiento y la relajación. La propiedad también cuenta con tres plazas de aparcamiento y un amplio trastero. El edificio dispone de seguridad las 24 horas. El complejo es más que una casa, es un refugio en una de las mejores zonas de Madrid, en el distinguido barrio de Almagro, donde la seguridad, la elegancia y el confort se fusionan en un entorno único.",True,good,False,True,14301.0,False,False,False,False,[],False,False,13500000.0,€,flat,penthouse,"Almagro, Madrid",Ático,,,,,,,,
101193360,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/ea/b9/1113969820.webp,2510,30,2100000.0,flat,sale,195.0,True,3,4,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4269061,-3.6825331,False,https://www.idealista.com/inmueble/101193360/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les presenta esta magnífica oportunidad de entrar a vivir en una de las mejores calles de Madrid, en plena Milla de Oro.  Se encuentra en el lujoso barrio de Recoletos en el distrito de Salamanca. Uno de los ejes principales del ocio y la cultura de la ciudad y referente principal de la moda y la restauración, este barrio consta de todo lo necesario para vivir la vida de Madrid con todo lujo de comodidades y servicios. La vivienda cuenta con 190m2 construido de vivienda, 2 plazas de garaje de acceso directo (no incluidas en el precio) y un gran trastero Se trata de un piso en tercera planta, tranquilo, luminoso y bien aislado, recién reformado con las mejores detalles, cualidades y marcas. Destaca por sus amplios espacios, la ausencia de pasillos, su reforma de 2021 en estilo nórdico y calidad de sus acabados. La propiedad cuenta con una enorme entrada de luz natural durante todo el día, a través de los ventanales que ocupan todo el salón y comedor hasta el dormitorio principal. La vivienda se distribuye en entrada principal, que sirve de distribuidor a las zonas de la cocina y al salón- comedor, separadas por modernas puertas acristaladas de hierro y de madera, respectivamente. Consta de un aseo elegante. Salón comedor de gran tamaño y luminosidad por sus grandes ventanales y altos techos. Moderna cocina con península. No solo tiene un diseño único, de manos de Gunni & Trentino, sino que cuenta con mucha capacidad de almacenaje y los mejores electrodomésticos del mercado (Gaggenau, Neff y Miele). Da acceso a un lavadero con tendedero interior y acceso a cuerdas de tender. La cocina alberga una segunda entrada a la vivienda que, como la principal, posee puerta acorazada de seguridad, revestida de roble lacado en blanco. La zona de noche se compone de tres dormitorios en suite, dos de ellos dobles y con vestidor. Todos los dormitorios presentan armarios de madera lacada en blanco empotrados, totalmente vestidos, de gran capacidad de almacenaje y diseño ligero. Tanto los tres baños completos como el aseo de cortesía presentan muebles, inodoros y revestimientos de primeras marcas (Living Ceramics, Roca, Kyria, Cristina Bossini y Bathco). Asimismo, la vivienda consta en la azotea de un trastero de 23 m2, luminoso y totalmente amueblado, así como de DOS PLAZAS DE GARAJE para vehículos de gran tamaño en el mismo inmueble, algo excepcional en esta zona de Madrid. El inmueble tiene portero y servicio de conserjería 24 horas los siete días de la semana, recogida de basuras y sala de entrenamiento personal. La calefacción y el agua caliente son centrales, pero en el salón y en las habitaciones hay sistema de aire frío y caliente individualizados, mediante conductos y rejillas de impulsión. El barrio de Salamanca es una de las zonas residenciales y comerciales más apreciadas de Madrid, y con mayor nivel de vida de toda Europa. El barrio toma su nombre de José de Salamanca y Mayol, el Marqués de Salamanca, que promovió y dirigió su construcción a mediados del siglo XIX, llevada a cabo durante el reinado de Isabel II. Se forjó para las clases aristocráticas y burguesas, con grandes avenidas en distribución regular en forma de damero con calles perpendiculares, en torno a las que se articulan tiendas y comercios de lujo, y grandiosos palacetes, en uno de los cuales vivió el escritor sevillano Gustavo Adolfo Bécquer. En la actualidad, hablamos de una zona dinámica y segura, de grandes aceras, con una interesante vida, gracias a que es el epicentro de las tiendas lujo de la capital, conocida también por la “Milla de Oro”, donde tienen su sede las firmas más prestigiosas del mundo. También concentra un elevado número de Embajadas en edificios decimonónicos con gran valor arquitectónico.",False,good,False,True,10769.0,True,False,False,False,[],False,False,2100000.0,€,flat,,"Recoletos, Madrid",Piso,3,True,False,95000.0,,,,
108173169,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/8c/91/1336046170.webp,W-02YY3Y,50,1240000.0,chalet,sale,425.0,,5,3,Barrio Molino de la Hoz,Madrid,Las Rozas de Madrid,Molino de la Hoz,es,Molino de la Hoz,40.5374539,-3.9303162,False,https://www.idealista.com/inmueble/108173169/,"Señorial propiedad SIN NINGUN TIPO DE HONORARIOS AL COMPRADOR Engel & Völkers les presenta una magnífica vivienda en la exclusiva zona de Molino de la Hoz, una señorial residencia que anhela una nueva vida y nuevos corazones que la llenen de historias. Ubicada en una posición privilegiada, esta propiedad no es solo un hogar, sino una joya que derrocha elegancia y serenidad, rodeada de amplios jardines que susurran tranquilidad y tres terrazas exteriores que invitan a soñar bajo el cielo estrellado. La zona de piscina, envuelta en gran privacidad, parece esperar risas y momentos inolvidables junto al agua. Al cruzar su majestuosa puerta flanqueada por dos elegantes columnas, la casa te abraza con un hall imponente que da paso a un espacio distribuidor con una escalera señorial. La planta principal respira historia y sofisticación: un espectacular salón con una lujosa chimenea y molduras que adornan techos de gran altura, evoca noches de charlas interminables. Los suelos de madera de altísima calidad, en perfecto estado, crujen suavemente, como si contaran los recuerdos de quienes los pisaron. El comedor independiente, bañado en luz parece creado para cenas llenas de calidez, mientras la biblioteca-despacho, también con chimenea, invita a la introspección y a largas tardes de lectura. Un baño completo, una cocina funcional con salida al jardin y un cuarto de lavado, completan esta planta, lista para adaptarse a las necesidades de una nueva familia. En la planta superior, cinco dormitorios luminosos aguardan para ser personalizados, cada uno con el potencial de convertirse en un refugio personal, acompañados por dos baños completos. El garaje cerrado, con capacidad para un vehículo y espacio exterior para dos más, añade practicidad a esta vivienda que no renuncia al lujo. Pasear por sus jardines es sentir una conexión profunda con la naturaleza. Las terrazas y la zona de barbacoa prometen veladas inolvidables llenando el aire de aromas y risas. Esta casa no solo busca nuevos dueños, sino una familia que la haga vibrar nuevamente, que transforme sus espacios en un hogar lleno de vida. ¿Será la tuya la próxima historia que estas paredes guarden con cariño? Molino de la Hoz es una exclusiva urbanización privada situada en Las Rozas, en un entorno natural privilegiado, con controles de acceso y vigilancia 24 horas, que cuenta con todo tipo de servicios, línea privada de autobuses, Transporte público constantemente, un magnífico Club Social a su entrada en el que se puede disfrutar de piscina olímpica, instalaciones deportivas, pistas de tenis y pádel, restaurante con una gran parcela ajardinada y zona de columpios, biblioteca y otras muchas actividades. Dentro de la urbanización hay dos colegios, ambos bilingües, siendo el Bérriz concertado y el Logos privado, destacamos la zona comercial con supermercado, centro médico, centro veterinario, estética y belleza, peluquería, fisioterapeuta, cafetería, pastelería, gimnasio y otros servicios.  La urbanización cuenta con un bonito lago, hábitat permanente de cormoranes, en una ubicación privilegiada que garantiza privacidad y tranquilidad.",False,renew,False,,2918.0,False,False,False,False,[],False,False,1240000.0,€,chalet,independantHouse,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente,,True,True,,,,,
109105689,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/ba/2a/1339918941.webp,P.2 2º C,6,246000.0,flat,sale,88.0,True,2,2,"calle Santón, 12",Madrid,Valdemoro,Centro,es,,40.19257,-3.6773149,True,https://www.idealista.com/obra-nueva/109105689/,"Residencial San Antón. Viviendas de 1, 2 y 3 dormitorios de renta libre, garajes y sala polivalente. 70 % VENDIDO.  Suelo radiante por aerotermia.  Cocinas completamente amuebladas incluidos todos los electrodomésticos.  Con el privilegio de vivir en el centro de Valdemoro.",False,,True,True,2795.0,True,False,False,False,[],False,False,246000.0,€,flat,,"Centro, Valdemoro","Piso en calle Santón, 12",2,True,True,,False,,,
107615001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/00/dc/1326482504.webp,L-MNAWJO8,31,970000.0,flat,sale,127.0,True,2,2,"calle de Hortaleza, 9",Madrid,Madrid,Centro,es,Chueca-Justicia,40.4207946,-3.7008571,True,https://www.idealista.com/inmueble/107615001/,"VIVIENDA PARA REFORMAR Evernest presenta esta exclusiva propiedad exterior, situada en la tercera planta de un edificio clásico de 1900 en el prestigioso barrio de Justicia. Su privilegiada orientación este garantiza una excelente entrada de luz natural, aportando calidez y amplitud a cada estancia y realzando el encanto arquitectónico de la vivienda. El salón principal, uno de los espacios más destacados de la propiedad, cuenta con dos amplios balcones a la calle, que no solo proporcionan una gran luminosidad y ventilación, sino que también ofrecen vistas despejadas y una conexión única con la vibrante vida del barrio. Sus techos altos y su distribución abierta hacen de este espacio un lienzo perfecto para una reforma personalizada. La vivienda se encuentra para reformar, lo que brinda al futuro propietario la oportunidad de diseñar un espacio totalmente a medida, adaptado a sus necesidades y estilo de vida. Su versatilidad permite su uso tanto como vivienda de lujo como despacho profesional u oficina, convirtiéndola en una opción muy atractiva tanto para quienes buscan un hogar con personalidad como para inversores interesados en una de las zonas más demandadas de Madrid. Ubicada en el corazón de Justicia, esta vivienda se encuentra en un entorno excepcional, rodeada de una oferta inigualable de restaurantes, boutiques de diseño, galerías de arte y espacios culturales. A pocos minutos de la Gran Vía y del barrio de Salesas, su localización permite disfrutar de lo mejor de la ciudad con la tranquilidad y el encanto de un barrio con identidad propia. No pierda la oportunidad de crear un espacio único en un enclave privilegiado. Contáctenos para más información o para concertar una visita.",True,renew,False,True,7638.0,True,False,False,False,[],False,False,970000.0,€,flat,,"Chueca-Justicia, Madrid","Piso en calle de Hortaleza, 9",3,,,,,,,
108655737,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/23/f9/1351252632.webp,PZS13-25,24,675000.0,duplex,sale,78.0,True,1,2,avenida de Europa,Madrid,Pozuelo de Alarcón,Zona Avenida Europa,es,Zona Avenida Europa,40.4366389,-3.7942667,False,https://www.idealista.com/inmueble/108655737/,"Dúplex reformado con espectacular ático privado en Avenida de Europa – Pozuelo de Alarcón. Vistas a la Sierra, luz natural y una ubicación privilegiada HOGARES POZUELO presenta esta fantástica vivienda tipo dúplex, completamente reformada, situada en una de las zonas más demandadas de Pozuelo de Alarcón, en plena Avenida de Europa.  Un hogar con carácter, amplitud y una impresionante terraza privada, ideal tanto para vivir como para invertir. Con una superficie construida de 78 m², más un ático privado de 65 m², esta propiedad ofrece una distribución cómoda y funcional, pensada para el confort y el disfrute diario: Cocina independiente, totalmente equipada, práctica y con buen aprovechamiento del espacio. Aseo de cortesía en la planta de entrada, perfecto para visitas. Salón amplio y luminoso, con espacio habilitado como comedor o zona de despacho, y con vistas despejadas a la Sierra de Madrid. Dormitorio principal en suite, originalmente dos habitaciones, fácilmente reconvertible en caso de necesitar un segundo dormitorio. Baño completo integrado en la suite. Espectacular ático privado de 65 m², con orientación privilegiada y vistas panorámicas a la Sierra, perfecto para cenas al aire libre, reuniones o simplemente relajarse al atardecer. Ubicada en una urbanización con piscina comunitaria y servicio de conserjería, la vivienda se encuentra rodeada de todos los servicios: metro ligero, supermercados, farmacias, restaurantes, zonas verdes y centros educativos de prestigio. No dispone de plaza de garaje, aunque existen opciones de aparcamiento en la zona. Una oportunidad única para: •Quienes buscan una vivienda con espacio exterior privado. •Profesionales que desean trabajar desde casa con amplitud y luz natural. •Inversores interesados en una de las áreas con mayor proyección del noroeste madrileño. Además, en HOGARES le acompañamos en todo el proceso de compraventa: coordinación de plazos, contratos, financiación, tramitación hipotecaria, gestión documental y asesoramiento integral hasta la firma notarial. Consúltenos sin compromiso. Posibilidad de financiación hasta el 100%.",True,good,False,True,8654.0,True,False,False,False,[],False,False,675000.0,€,flat,duplex,"Zona Avenida Europa, Pozuelo de Alarcón",Dúplex en avenida de Europa,3,,,,,,,
108261577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/7c/3c/1338827179.webp,W-02ZKN0,41,487506.0,flat,sale,207.0,True,4,3,Sureste,Madrid,Torrejón de Ardoz,Sureste,es,,40.4418105,-3.4615729,False,https://www.idealista.com/inmueble/108261577/,"Excelente piso en el sureste de Torrejón de Ardoz Engel & Völkers les presenta esta estupenda vivienda en el sureste de Torrejón de Ardoz. Es el piso más grande del portal, estupendo, amplio, diáfano y con calidades top de 207 m2 construidos. Es interior, aunque con vistas despejadas, planta cuarta, alta y última. Tiene cuatro dormitorios y una pequeña salita con tragaluz que puede cerrarse con persiana automática. La vivienda está bien distribuida con un hall que a su mano izquierda tiene un salón bien iluminado y con posibilidad de mueble empotrado. Desde la entrada enfrente tienes la cocina vestida y equipada con vitro y horno. Azulejos y Gres cocina y con un office al fondo de 3 metros cuadrados para lavadora, caldera. A mano derecha desde la entrada tienes un pasillo largo donde se suceden tres habitaciones y dos baños. En medio del pasillo se abre una salita a la derecha que se puede destinar como espacio a lo que se quiera. El final del pasillo termina con la habitación principal suite grande con baño completo incluido.  La vivienda es del 2002 aunque tiene reformado los suelos y las puertas del 2016 y los baños con cambio a platos de ducha en el 2022. El equipamiento es fantástico y completo con 7 armarios empotrados, cuatro vestidos y maleteros. Toldos eléctricos. Mosquiteras también. Suelos de la vivienda revestidos y laminados madera y las puertas madera maciza  Cinco Split de aire acondicionado y bomba de calor en todas las habitaciones y el salón. Caldera de grandes prestaciones individual de gas natural para calefacción por radiador y agua caliente. Tiene alarma en toda la casa. Ubicada en la prestigiosa Calle José Cadalso 4, en el corazón de Torrejón de Ardoz, esta propiedad se encuentra en un área que combina la serenidad de un entorno residencial con la proximidad a la vibrante vida urbana. Torrejón de Ardoz, conocido por su mezcla de tradición y modernidad, es un lugar ideal para aquellos que buscan exclusividad y confort a las afueras de Madrid. Se pude disfrutar de la zona ya que cuenta con zonas verdes para familias al igual que con bares y restaurantes para degustar la gastronomía. Tienes muchos comercios a pie, Mercadona al lado de casa. Cuenta también con colegios, guarderías, centros deportivos y gimnasios. La infraestructura de la zona es inmejorable. La estación de tren de Torrejón de Ardoz, a solo 10 minutos a pie, ofrece conexiones directas a Madrid en aproximadamente 25 minutos, facilitando un acceso rápido y cómodo al centro de la capital. Además, el Aeropuerto Adolfo Suárez Madrid-Barajas se encuentra a unos 15 minutos en coche, lo que es perfecto para viajeros frecuentes. Para el ocio y la cultura, el Parque Europa, a cinco minutos a pie, ofrece una experiencia única con réplicas de monumentos europeos, ideal para paseos en familia o eventos culturales. También se encuentra cerca el Teatro José María Rodero, que ofrece una variada programación de espectáculos y eventos culturales de alto nivel. Un aspecto distintivo de Torrejón de Ardoz es su vibrante comunidad y el compromiso con la innovación, evidenciado por el Parque Tecnológico de Madrid, que atrae a profesionales de alto perfil y fomenta un ambiente de desarrollo y oportunidades. Esta propiedad no solo ofrece un hogar, sino una oportunidad de vivir en una comunidad dinámica y bien conectada, donde el lujo se encuentra con la conveniencia y la cultura en cada esquina.",True,good,False,True,2355.0,False,False,True,False,[],False,False,487506.0,€,flat,,"Sureste, Torrejón de Ardoz",Piso,4,True,True,,,,,
109125168,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/49/0b/1365072355.webp,3790363a-7bbd-4cae-a822-bf96c5d451d9,5,340000.0,flat,sale,133.0,True,3,2,calle Somorrostro,Madrid,San Fernando de Henares,Parque Roma - Coronas,es,,40.4159796,-3.5234442,False,https://www.idealista.com/inmueble/109125168/,"Actualmente alquilado, disponible en un año. Descubre este espacioso piso de 133 m² construidos en San Fernando de Henares, ideal para familias que buscan comodidad y funcionalidad.  Las fotografías de la propiedad serán publicadas próximamente. Construido en el año 2000, el inmueble está en buenas condiciones y cuenta con 3 dormitorios, 2 baños y una cocina equipada. Disfruta de las vistas exteriores y la comodidad de tener aire acondicionado, bomba de calor y calefacción a gas.  Los armarios empotrados ofrecen amplio almacenamiento, complementado por un trastero. El edificio dispone de ascensor para tu conveniencia. Además, cuenta con una plaza de aparcamiento, una ventaja significativa en esta zona. Este piso es una oportunidad única para aquellos que valoran el espacio y la practicidad.  Para más información, contacta a Cristian. ¡No dejes pasar esta oportunidad de adquirir tu nuevo hogar!",False,good,False,True,2556.0,False,False,False,False,[],False,False,340000.0,€,flat,,"Parque Roma - Coronas, San Fernando de Henares",Piso en calle Somorrostro,1,True,True,,,,,
108656213,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/70/18/1359998164.webp,9635001311,43,1400000.0,flat,sale,236.0,True,4,2,"avenida de América, 37",Madrid,Madrid,Chamartín,es,Prosperidad,40.4398635,-3.6719725,True,https://www.idealista.com/inmueble/108656213/,"¡EXCLUSIVO PISO DE 236m2 EN EL EMBLEMÁTICO EDIFICIO TORRES BLANCAS, 4 dormitorios, 2 baños completos. ORIGINAL PISCINA EN LA AZOTEA CON VISTAS ESPECTACULARES DE MADRID. VIGILANCIA Y PORTERÍA 24H! Os presentamos esta EXCELENTE oportunidad de inversión segura en una PROPIEDAD SINGULAR, con un precioso e inigualable diseño. El edificio de TORRES BLANCAS, una obra arquitectónica de estudio en universidades, fue diseñado por el prestigioso arquitecto Francisco Javier Sáenz de Oiza y ganó el premio de la Excelencia Europea en 1974.  Se trata de un edificio en el que confluyen el LUJO Y LA SINGULARIDAD, que cuenta con una bonita y original PISCINA, UBICADADA EN LA AZOTEA, la planta 22, desde donde se puede disfrutar de una panorámica 360 grados de Madrid, las VISTAS MÁS ESPECTACULARES de la capital. Dispone, además, de zonas ajardinadas y portero físico durante las 24 horas del día. La propiedad puede ser usada como una preciosa y confortable vivienda o puede acoger una amplia oficina, ya que es uno de los pocos inmuebles en el edificio que dispone de los permisos para uso mercantil.  DISTRIBUCIÓN: El inmueble está compuesto por: -Hall de entrada de 18m2 -Distribuidor de 14m2. -Dos amplios salones de 30m2 y 27m2. Los cuales actualmente son independientes mediante cristalera. Estos espacios se podrían unir, convirtiéndose en un espacio único. -Cocina independiente de 20m2. -4 dormitorios con armarios empotrados de 30m2, 9m2, 11m2 y 7m2. -2 baños completos de 8m2 y 3m2. CALIDADES: -Suelos de parquet. -Baños de gresite. -Carpintería de madera tanto interior como exterior. -Aire acondicionado con bomba de calor. -Calefacción central con contador independiente. GASTOS: -IBI: 1.171 € anual. -Comunidad: 400 € mensuales. Características destacadas: •236 m² construidos distribuidos en estancias amplias y de gran originalidad arquitectónica. •4 dormitorios, con posibilidad de ampliar a 5.  •Salón comedor muy espacioso y luminoso, con acceso a un precioso ventanal de cristal con forma circular. Amplio dormitorio principal con un ventanal con vistas al jardín. Singular y bonita piscina en la azotea con espectaculares vistas de Madrid. -Control videovigilancia y porteria 24h. El edificio se encuentra situado en una zona que cuenta con todos los servicios, colegios, supermercados, parada de metro, autobuses y fácil acceso en coche a la M30 y M40.",True,good,False,True,5932.0,True,False,True,False,[],False,False,1400000.0,€,flat,,"Prosperidad, Madrid","Piso en avenida de América, 37",1,True,True,,,,,
108889455,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/77/5e/1358038936.webp,79708,17,2300000.0,flat,sale,132.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4259756,-3.6827936,False,https://www.idealista.com/inmueble/108889455/,"Álvora Capital Properties, estudio de arquitectura y consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece esta propiedad recién reformada, en pleno corazón del prestigioso barrio de Recoletos. Ubicada en una elegante finca clásica en una de las calles más emblemáticas de la zona, este piso destaca por sus altos techos y sus dos balcones a la calle. La propiedad destaca por sus techos altos y por los dos balcones que se abren a la calle, aportando carácter y luz a la zona de recibo. La vivienda ha sido completamente reformada y amueblada con materiales de calidad. Dispone de sistema de domótica y se organiza en torno a un amplio salón, comedor y cocina de concepto abierto. La zona privada alberga tres dormitorios y tres baños, dos de ellos en suite. El dormitorio principal incorpora vestidor. Situada en una finca clásica de gran presencia, en una de las vías más comerciales y dinámicas del Barrio de Salamanca, conocida por su combinación de elegancia residencial y oferta de boutiques, gastronomía y servicios. Contamos con propiedades similares en la misma zona, algunas de las cuales están disponibles exclusivamente en nuestra página web por solicitud de los propietarios, y otras se comercializan de forma confidencial en régimen off market. Si desea obtener más información o ver otros inmuebles, puede acceder a los enlaces adicionales al final del anuncio o contactar con nosotros a través de nuestros medios habituales o a través de nuestra página web.",False,good,False,True,17424.0,True,False,False,False,[],False,False,2300000.0,€,flat,,"Recoletos, Madrid",Piso,1,,,,,,,
