propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108923484,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/0e/f0/1359066072.webp,400385,49,6,3850000.0,flat,sale,267.0,True,4,4,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4266111,-3.6819478,False,https://www.idealista.com/inmueble/108923484/,"María Marquez de la Plata de GV | RECOLETOS comercializa el siguiente inmueble: Fantástica vivienda de 267 metros cuadrados en Recoletos. Situado en la sexta planta de un elegante edificio cuya parte trasera da a un gran patio de manzana por lo que tiene muchisima luz natural. Con una localización inmejorable, resulta ideal para los que buscan un cómodo y amplio piso junto a las mejores tiendas y restaurantes de la capital. Distribución: Hall de entrada. Aseo de visitas. Dos amplios salones cuadrados dando a la fachada principal uno de ellos con salida directa a la terraza. Comedor. Cuarto de dormir principal con zona de estar, vestidor y cuarto de baño en suite y pequeña terraza. Dos cuartos de dormir. Cuarto de baño. Cocina, con puerta de servicio. Habitación de servicio con cuarto de baño. Plaza de garaje. Trastero. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,True,14419.0,False,False,False,False,[],False,False,3850000.0,€,True,True,flat,"Recoletos, Madrid",Piso,,,,,
108998389,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/cd/1d/1361265535.webp,108998389,19,1,113000.0,duplex,sale,81.0,True,3,1,Antiguo Camino del Cerro de la Mica,Madrid,Madrid,Latina,es,Los Cármenes,40.3982522,-3.7413053,False,https://www.idealista.com/inmueble/108998389/,"INMUEBLE OKUPADO, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. PROPIO, PEQUEÑO Y GRAN INVERSOR. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, su población es de 3 416 771 habitantes (INE 2024), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,True,1395.0,False,False,False,False,[],False,False,113000.0,€,,,flat,"Los Cármenes, Madrid",Dúplex en Antiguo Camino del Cerro de la Mica,duplex,,,,
106634448,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/c6/87/1317574926.webp,VM2411080,24,2,840000.0,flat,sale,120.0,True,4,2,calle de la Luna,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4209194,-3.7051311,False,https://www.idealista.com/inmueble/106634448/,"PISO CON BALCONES A LA CALLE EN MALASAÑA Presentamos este piso en venta en el corazón de Malasaña! Ubicado en un edificio de época, este inmueble cuenta con 120 metros cuadrados de superficie, distribuidos de forma que aprovechan al máximo la luz natural que entra a través de los seis balcones que dan a la calle.   La vivienda dispone de cuatro dormitorios, lo que garantiza una excelente luminosidad en todas sus estancias. El dormitorio principal cuenta con dos balcones que aportan aún más amplitud y vistas al exterior. Además, cuenta con dos cuartos de baño, lo que ofrece comodidad y privacidad para todos los miembros de la familia. El salón comedor es una de las estancias más destacadas de la casa, muy luminoso, con grandes ventanales que permiten disfrutar de la vista de la calle y de la vitalidad del barrio. La cocina está completamente equipada y amueblada, lista para entrar a vivir y perfecta para quienes disfrutan de cocinar en casa. La propiedad mantiene el carácter de un edificio emblemático, con techos altos que aportan elegancia y amplitud a todo el espacio. Situado a pocos pasos de Gran Vía y Plaza de España, se encuentra en una ubicación privilegiada, rodeado de tiendas, restaurantes y una excelente oferta cultural y de ocio. Un lugar único, con una combinación perfecta de estilo clásico y confort moderno. ¡Una oportunidad que no puedes dejar escapar!  Contacte con nosotros para ver más inmuebles similares.",True,good,False,False,7000.0,False,False,False,False,[],False,False,840000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de la Luna,,,,,
108998571,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/58/61/1361267222.webp,108998571,18,2,94000.0,flat,sale,56.0,True,2,1,calle Sastres,Madrid,Madrid,San Blas,es,Amposta,40.4295272,-3.6198445,False,https://www.idealista.com/inmueble/108998571/,"INMUEBLE OKUPADO, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. PROPIO, PEQUEÑO Y GRAN INVERSOR. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, su población es de 3 416 771 habitantes (INE 2024), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,False,1679.0,False,False,False,False,[],False,False,94000.0,€,,,flat,"Amposta, Madrid",Piso en calle Sastres,,,,,
107852953,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/50/54/1326268095.webp,,46,2,325000.0,duplex,sale,78.0,True,2,2," Alcala, 2",Madrid,Torrejón de Ardoz,Noreste,es,,40.4576452,-3.4745927,True,https://www.idealista.com/obra-nueva/107852953/,"ULTIMAS UNIDADES. SP SERVICIOS INMOBILIARIOS pone a la venta esta promoción inmobiliaria de OBRA NUEVA y ENTREGA INMEDIATA de RENTA LIBRE, fecha prevista último cuatrimestre del 2025. La promoción se encuentra en la fase de finalización de obra.  Ubicada en la calle Álcala, la permite estar rodeada de múltiples comercios y servicios, tales como la estación de tren de Torrejón de Ardoz, Comisaría de policía local, Ayuntamiento, etc. Las unidades que quedan disponibles son de dos tipologías. Viviendas de uno y dos dormitorios. Todas ellas con TRASTERO, PLAZA DE GARAJE, ZONAS COMUNES Y PISCINA. La promoción se caracteriza por utilizar materiales de una elevada calidad en los materiales y con una alta eficiencia energética. En la carpintería exterior encontraremos Aluminio en color o p V C Abatible con rotura de puente térmico. Doble acristalamiento con vidrio de baja emisividad con Cámara de Aire. Las persianas serán de aluminio que aislamiento térmico, excepto en baños. En la carpintería interior encontraremos puertas interiores con hojas lacadas en color blanco y manivelas de diseño actual. Los armarios empotrados serán modulares con puertas de color blanco. Y contarán con balda para maletero y barra para colgar. La puerta de entrada a la vivienda será blindada bicolor según carpintería interior y exterior, con cerradura de 3 puntos y bisagras antipalanca y mirilla gran angular. La calefacción y el agua caliente sanitaria serán mediante sistema de aerotermia, con suelo radiante y refrescante. No dejes pasar esta oportunidad de adquirir una vivienda de obra nueva con entrega inmediata.  Llámanos y te informaremos.",False,newdevelopment,True,True,4167.0,False,False,False,False,[],False,False,325000.0,€,True,True,flat,"Noreste, Torrejón de Ardoz","Dúplex en Alcala, 2",duplex,False,,,
101950900,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/84/36/1139168780.webp,VM2407059,32,4,625000.0,flat,sale,104.0,True,1,1,plaza del Conde de Miranda,Madrid,Madrid,Centro,es,Palacio,40.4135849,-3.70881,False,https://www.idealista.com/inmueble/101950900/,"PISO EN VENTA PARA ACTUALIZAR EN PLENO MADRID DE LOS AUSTRIAS Ubicado en pleno Madrid de los Austrias, en una de las más solicitadas plazas del distrito centro, aProperties pone a la venta este inmueble de 104 metros para actualizar. A la casa se accede a través de un bonito portal representativo de la zona. En su interior, el edificio dispone un espectacular patio ajardinado. El inmueble, ubicado en una cuarta planta, se distribuye actualmente en un amplísimo salón comedor de gran altura de techo y muchísima claridad. En el interior, se ha optado por los espacios amplios y despejados, y por esta razón actualmente se distribuye en un dormitorio, cocina y un cuarto de baño, pero debido a su altura y tamaño, la casa podría convertirse fácilmente en un Loft, con muchas posibilidades de modernizar e incluso convertir en un piso de 2 dormitorios y 2 baños, hasta incluso 3, dado sus metros cuadrados. En la plaza se ubica tan solo un edificio de viviendas, por lo que apenas hay disponibilidad de inmuebles en este exclusivo e icónico lugar. Se trata, pues, de una oportunidad única e irrepetible de adquirir una casa en un edifico emblemático. La Plaza del Conde de Miranda está situada en el denominado Madrid de los Austrias entre la Plaza Mayor y la Plaza de la Villa, centro histórico de la ciudad. Se trata de una recogida plaza peatonal que mantiene parte de la imagen del antiguo trazado medieval. Cuenta como edificios representativos, como el Convento de las Jerónimas del Corpus Christi fundado en el siglo XVII y la parte posterior de la Basílica Pontificia de San Miguel, con su escudo en la fachada. Allí se encuentran varias casas palacio del siglo XVIII que presentan la típica estructura de las residencias y casas solariegas de la nobleza. En la actualidad la plaza sigue siendo un espacio tranquilo y cerrado para recorrer a pie a través de las calles estrechas del casco histórico. Un oasis de paz en pleno corazón de Madrid. ¿Te imaginas vivir aquí?    Contacte con nosotros para ver más inmuebles similares.",True,renew,False,True,6010.0,False,False,False,False,[],False,False,625000.0,€,,,flat,"Palacio, Madrid",Piso en plaza del Conde de Miranda,,,,,
109041896,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/c9/46/1362461536.webp,W-02O590,36,6,1495000.0,penthouse,sale,143.0,True,4,2,Barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4461892,-3.6968143,False,https://www.idealista.com/inmueble/109041896/,"Exclusivo Ático con terraza de ensueño en Ríos Rosas Descubra esta magnífica oportunidad de vivir en una de las zonas más prestigiosas y deseadas de Madrid. Presentamos un ático excepcional en el corazón del barrio de Ríos Rosas, en el distrito de Chamberí, que combina a la perfección amplitud, luz, comodidad y un espacio exterior único. Una propiedad ideal para quienes buscan exclusividad y calidad de vida. Ubicado en una sexta y última planta, este luminoso ático ofrece una privacidad y tranquilidad inigualables, en un edificio con tan solo dos vecinos por planta. Su distribución, pensada para el máximo confort y funcionalidad, se organiza de la siguiente manera: Suite Principal: La habitación principal es una magnífica suite que cuenta con un espacioso vestidor y un baño privado con ventana a patio, lo que le aporta un extra de luz y ventilación natural. Tres Habitaciones Adicionales: La vivienda se completa con otras tres habitaciones de gran tamaño, que ofrecen una enorme versatilidad. Actualmente, una de ellas se utiliza como un práctico y elegante despacho. Baños y Zona de Aguas: Además del baño en suite, la casa dispone de otro baño completo para dar servicio al resto de las estancias y un práctico cuarto de lavandería independiente, un detalle que aporta un plus de comodidad y organización. Gracias a su orientación Oeste, la vivienda se inunda de una preciosa luz natural durante toda la tarde, creando un ambiente cálido y acogedor hasta el atardecer. La Joya de la Corona: Una Terraza Versátil, la verdadera protagonista de este hogar es su espectacular terraza de 20 m². Un auténtico oasis privado en medio de la ciudad, perfecto para disfrutar de cenas al aire libre, momentos de relax y de las impresionantes puestas de sol sobre Madrid. Lo que hace a esta terraza verdaderamente especial es su increíble versatilidad: cuenta con la posibilidad de cerrarse por completo. Esto le permite transformarla en una estancia adicional totalmente funcional durante todo el año: un luminoso salón de invierno, un inspirador estudio, un gimnasio privado o una zona de juegos resguardada. ¡Las posibilidades son infinitas! La comodidad se extiende más allá de la vivienda. La propiedad incluye una plaza de garaje, un lujo indispensable en la zona, situada en un edificio justo enfrente de la finca para su máxima conveniencia. Vivir en Ríos Rosas es disfrutar de la esencia de Chamberí: calles señoriales, una inmejorable oferta gastronómica y comercial, acceso a los mejores colegios y una excelente conexión con el resto de la ciudad mediante transporte público y vías principales. Este ático no es solo una vivienda, es una inversión en estilo y calidad de vida. Una propiedad única que lo tiene todo: ubicación privilegiada, una distribución inteligente, luz, exclusividad y una terraza que transformará por completo su concepto de hogar. La esencia de Chamberí con la Conexión de Nuevos Ministerios. Este ático goza de una localización estratégica y excepcional, en pleno barrio de Ríos Rosas, una de las zonas más cotizadas y con mayor calidad de vida del distrito de Chamberí. La propiedad combina la tranquilidad de una calle residencial con la vibrante actividad y las inmejorables conexiones del nudo de Nuevos Ministerios, situado a tan solo unos minutos a pie. Vida de Barrio y Tranquilidad: Disfrute del encanto de Ríos Rosas, un barrio señorial que conserva su esencia tradicional con comercios de proximidad, cafeterías con encanto, excelentes colegios y una agradable atmósfera familiar. Es el lugar perfecto para desconectar del ritmo de la ciudad sin salir de ella. El Eje de Conexiones de Madrid: La cercanía a la estación de Nuevos Ministerios le sitúa en el epicentro de la movilidad de Madrid. Desde aquí, tendrá acceso a: metro: conexión con múltiples líneas (L6 Circular, L8 y L10) que le llevarán a cualquier punto de la capital. Conexión directa con el Aeropuert.",False,good,False,True,10455.0,False,False,False,False,[],False,False,1495000.0,€,True,True,flat,"Nuevos Ministerios-Ríos Rosas, Madrid",Ático,penthouse,,,,
107853016,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/50/54/1326268095.webp,,46,bj,220000.0,flat,sale,44.0,True,1,1," Alcala, 2",Madrid,Torrejón de Ardoz,Noreste,es,,40.4576452,-3.4745927,True,https://www.idealista.com/obra-nueva/107853016/,"ULTIMAS UNIDADES. SP SERVICIOS INMOBILIARIOS pone a la venta esta promoción inmobiliaria de OBRA NUEVA y ENTREGA INMEDIATA de RENTA LIBRE, fecha prevista último cuatrimestre del 2025. La promoción se encuentra en la fase de finalización de obra.  Ubicada en la calle Álcala, la permite estar rodeada de múltiples comercios y servicios, tales como la estación de tren de Torrejón de Ardoz, Comisaría de policía local, Ayuntamiento, etc. Las unidades que quedan disponibles son de dos tipologías. Viviendas de uno y dos dormitorios. Todas ellas con TRASTERO, PLAZA DE GARAJE, ZONAS COMUNES Y PISCINA. La promoción se caracteriza por utilizar materiales de una elevada calidad en los materiales y con una alta eficiencia energética. En la carpintería exterior encontraremos Aluminio en color o p V C Abatible con rotura de puente térmico. Doble acristalamiento con vidrio de baja emisividad con Cámara de Aire. Las persianas serán de aluminio que aislamiento térmico, excepto en baños. En la carpintería interior encontraremos puertas interiores con hojas lacadas en color blanco y manivelas de diseño actual. Los armarios empotrados serán modulares con puertas de color blanco. Y contarán con balda para maletero y barra para colgar. La puerta de entrada a la vivienda será blindada bicolor según carpintería interior y exterior, con cerradura de 3 puntos y bisagras antipalanca y mirilla gran angular. La calefacción y el agua caliente sanitaria serán mediante sistema de aerotermia, con suelo radiante y refrescante. No dejes pasar esta oportunidad de adquirir una vivienda de obra nueva con entrega inmediata.  Llámanos y te informaremos.",False,newdevelopment,True,True,5000.0,False,False,False,False,[],False,False,220000.0,€,True,True,flat,"Noreste, Torrejón de Ardoz","Piso en Alcala, 2",,False,,,
108393589,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/fe/b8/1342834452.webp,Tipo 04 2 garajes,16,1,357329.0,flat,sale,121.0,True,4,2,"calle Espliego, 1",Madrid,Loeches,,es,,40.3827807,-3.4211508,True,https://www.idealista.com/obra-nueva/108393589/,"46 viviendas de 2, 3 y 4 dormitorios, con una o dos plazas de garaje y trastero en 4 edificios de baja densidad, 3 alturas, sitos en la calle Victoria Kent. Actualmente nos encontramos en fase de constitución y captación de socios ya que el proyecto se desarrollará en régimen de cooperativa. Contamos con que sea de su interés, y le invitamos a formar parte de la misma, además, al ser una cooperativa en fase de constitución, tendrá la oportunidad de elegir entre un mayor número de viviendas así como de participar activamente en la toma de decisiones y contribuir al desarrollo de su nuevo hogar. Al adjudicarse la vivienda sobre plano, tendrá la ventaja de adherirse al proyecto con una forma de pago más cómoda, pudiendo en la mayoría de los casos, beneficiarse del aumento de su valor a medida que avanza la construcción.  En este momento, la elección de vivienda no comporta desembolso económico, ya que mientras la cooperativa no esté constituída y registrada no se puede realizar ningún tipo de ingreso en la cuenta corriente que se aperturará a nombre de la cooperativa para tal fin. Puede visitarnos en nuestras oficinas centrales de Rivas Vaciamadrid, o solicitarnos la información que necesite online, pudiendo incluso elegir vivienda de esta manera. Proyecto con calificación energética A. Producción de calefacción y refrigeración mediante sistema de Aerotermia con instalación de suelo radiante-refrescante de baja temperatura, repartiendo de manera uniforme calor en invierno y frescor en verano con los más altos niveles de eficiencia y confort. Al no necesitar radiadores, entre otras grandes ventajas, se consigue maximizar el espacio útil en la vivienda. El control de la temperatura se regulará mediante termostato situado en el salón. Vidrios bajo emisivos (ATR) en todos los huecos de fachada. Gran ahorro económico en la factura energética mensual con el máximo confort. Cocinas equipadas con muebles altos y bajos. Sistema de alarma individual con servicio de aviso a la policía. Pintura lisa, carpintería interior lacada en blanco. Promovido por Edificio Victoria Kent Loeches, S. Coop. Mad. , una sociedad cooperativa en constitución, gestionada por Ksanet, empresa gestora con amplia experiencia en la gestión de cooperativas de viviendas con la que Factory Casas está colaborando en la estructuración de la demanda.   Edificio Victoria se convierte en la mejor opción para estrenar vivienda moderna y de calidad en Loeches.",False,newdevelopment,True,True,2953.0,True,False,False,False,[],False,False,357329.0,€,True,True,flat,Loeches,"Piso en calle Espliego, 1",,False,,,
108130206,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/a2/17/1334758073.webp,,23,1,270000.0,duplex,sale,100.0,True,3,2,"PALENCIA, 14",Madrid,Navalcarnero,Centro,es,,40.2921375,-4.01133,True,https://www.idealista.com/obra-nueva/108130206/,"¡Descubre tu nuevo hogar en este espectacular dúplex! Situado en una zona céntrica, esta última vivienda de la promoción ofrece un diseño funcional y elegante que maximiza cada rincón. Con 100 m² construidos y 95 m² útiles, cuenta con 3 amplios dormitorios, uno de ellos en la primera planta, ideal para mayor comodidad.  Disfruta de dos baños modernos, una cocina equipada y un luminoso salón que se convierte en el corazón del hogar. Desde aquí, accede a una encantadora terraza de 8 m², perfecta para relajarte al aire libre. Las zonas comunes incluyen una refrescante piscina y un jardín que invitan a disfrutar del entorno natural y cultural que rodea la propiedad. La ubicación es inmejorable, con conexión directa al transporte público y fácil acceso a lugares emblemáticos como el CC Xanadú, Móstoles y Madrid. Además, la zona es conocida por su excelente gastronomía y tradición vitivinícola, lo que garantiza un estilo de vida vibrante y enriquecedor. Este dúplex ha sido pensado para el bienestar de sus residentes, con armarios empotrados y calefacción por bomba de frío/calor para mayor confort. ¡No dejes pasar esta oportunidad única!",False,newdevelopment,True,True,2700.0,False,False,False,False,[],False,False,270000.0,€,True,True,flat,"Centro, Navalcarnero","Dúplex en Palencia, 14",duplex,False,,,
