propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108408653,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/79/63/1344046813.webp,,15,bj,170000.0,flat,sale,35.0,False,1,1,paseo de las Delicias,Madrid,Madrid,Arganzuela,es,Delicias,40.3977681,-3.6942224,False,https://www.idealista.com/inmueble/108408653/,"ALQUILADO Agencia inmobiliaria de MADRID – zona DELICIAS – PASEO DELICIAS - ATOCHA – EMBAJADORES - TECNOCASA - VENDE - OPORTUNIDAD ALQUILADO Vivienda REFORMADA Vende en la zona de Delicias, ubicado en una de la calles principales del barrio con todo tipo de servicios por la zona (supermercados, gimnasios, centro de salud, restaurantes.. . ). Muy bien comunicado con el transporte público, comercios, bibliotecas y un ambiente muy agradable. A solo escasos minutos de la estación de metro de pacifico. La vivienda cuenta con: - Salón - Cocina independiente - 1 Habitación amplia con cama grande - Baño completo con ducha La vivienda es muy tranquila. A 10 minutos de la estación de atocha, no dude en concertar una visita. Es la zona mejor comunicada del distrito, teniendo salidas por carretera (A3 Valencia, M30…) y por calles principales (Paseo Delicias, Embajadores, …). Además cuenta con diversidad de comercios como supermercados, farmacias, hospitales, hoteles, etc. Las líneas de metro que dan servicio a este barrio son la 3 y la 6 ¡GRAN OPORTUNIDAD!",False,good,False,False,4857.0,False,False,False,False,[],False,False,170000.0,€,,,,,,flat,"Delicias, Madrid",Piso en paseo de las Delicias,,,
107969578,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/a2/1a/1329801934.webp,,55,1,5500000.0,flat,sale,283.0,True,4,4,plaza del Marqués de Salamanca,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4290103,-3.6790278,False,https://www.idealista.com/inmueble/107969578/,"Vivienda de Lujo en la Plaza del Marqués de Salamanca, Madrid Descubra una residencia única en uno de los edificios más exclusivos de Madrid, situado en la prestigiosa Plaza del Marqués de Salamanca. Esta propiedad representa la perfecta fusión entre elegancia clásica, confort moderno y una ubicación privilegiada. Distribución y Estancias  Espacioso salón-comedor con salida a una terraza con orientación sur y oeste, que ofrece vistas inmejorables a la plaza.  Tres dormitorios principales, cada uno con su baño en suite para mayor privacidad y comodidad.  Zona de servicio independiente, compuesta por una amplia cocina-office, dormitorio y baño de servicio. Acabados de Alta Gama  Materiales nobles como suelos de pino, piedra natural y molduras decorativas que aportan calidez y distinción a cada estancia.  Terrazas y balcones privados: terraza en el salón y balcones en todos los dormitorios. Comodidades y Servicios  Trastero y plaza de garaje privada.  Zonas comunes de primer nivel: gimnasio de última generación, piscina y wellness center diseñados para el bienestar sin salir de casa.  Servicio de conserge, entrada de servicio independiente, aparcamiento con control de acceso y seguridad 24 horas. Ubicación Inmejorable Situado en el corazón del barrio de Salamanca, a tan solo un paseo del emblemático Parque de El Retiro, perfecto para disfrutar de la naturaleza en pleno centro urbano.",True,good,False,True,19435.0,True,False,False,False,[],False,False,5500000.0,€,5950000.0,450000.0,8.0,True,True,flat,"Castellana, Madrid",Piso en plaza del Marqués de Salamanca,,,
108525494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/cc/67/1347489277.webp,4770,25,3,3359000.0,flat,sale,293.0,True,5,6,calle de Diego de León s/n,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4348106,-3.680724,True,https://www.idealista.com/inmueble/108525494/,"Homely One le ofrece exclusiva Vivienda Exterior con Terraza, reformada a Estrenar con altas calidades y muchísima Luz Natural. Se encuentra ubicada en zona emblemática del señorial Barrio de Salamanca, en la conocida y comercial calle de Diego de León, Zona con infinidad de boutiques de moda y reconocidas firmas, así como los mejores restaurantes de la capital. Vivir en este enclave es sin duda estar en uno de los barrios más exclusivos y de tendencia de Madrid. La Calle Diego de León te conecta fácilmente con una amplia red de transporte publico y acceso desde el Aeropuerto. Finca muy bien conservada con Portero Físico y Ascensor y Trastero! Consta de 293,00 m2, los cuales se distribuyen en un Hall de entrada con práctico recibidor con Armarios de suelo a techo muy funcionales y prácticos a modo de Armario Gabanero. Accedemos a un amplio Salón-Comedor Exterior con Magnífica Terraza de muy buenas dimensiones en una planta Alta, elemento que es un añadido de luminosidad impresionante que brinda estos espacios. Dispone de grandes ventanales que nos permite muy buena ventilación y Luz Solar. Paredes con Molduras y Foseado de Techos con iluminación de luces Led de bajo consumo. Luces indirectas con barrido vertical y horizontal de luz en paramentos verticales, creando un espectro visual de calidez y confort a los espacios.  Cocina Totalmente equipada con electrodomésticos Panelados (Horno, Microondas, Frigorífico, Lavavajilla, entre otros). Con garantía de 1 año por el fabricante. Encimera en Isla con prácticos taburetes para compartir momentos únicos con familiares y amigos. Grifería en tonalidad Dorada dando un aspecto visual muy exclusivo a juego con la tonalidad de la encimera en color claro. Destaca Ventana en cocina para dar mucha mas ventilación y luz, necesario para estos espacios de la Vivienda. Zona de Descanso se compone de 5 Dormitorios de los cuales los 5 son con Baño en Suite. Cabe destacar el Dormitorio Principal, al ser de mayores dimensiones al resto, el cual dispone de una Magnífica Terraza Privada y vistas despejadas con orientación Sur, tiene un enorme Vestidor integrado a baño en Suite de primeras calidades y acabados. Todos los Baños van con instalación de Mamparas.  Ventanas con Rotura de puente Térmico que garantiza un óptimo aislamiento Acústico y de las Temperaturas (Frío-Calor) en todas las estancias de la Vivienda. Nota: La totalidad de la Vivienda se entrega totalmente amueblada y equipada con mobiliario de Diseño y cabe destacar que toda la Vivienda se Entrega con Domótica. Le invitamos a Visitar con Nosotros esta interesante propuesta que solo Homely One le puede ofrecer, Le encantará! .",False,good,False,True,11464.0,True,False,False,False,[],False,False,3359000.0,€,,,,True,True,flat,"Castellana, Madrid",Piso en calle de Diego de León s/n,,,
107866913,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/a9/5b/1326681370.webp,,19,5,485000.0,flat,sale,90.0,False,2,1,"calle de Santiago, 9",Madrid,Madrid,Centro,es,Palacio,40.4163647,-3.710569,True,https://www.idealista.com/inmueble/107866913/,"DV propiedades vende en exclusiva vivienda en ubicada en el barrio emblemático e histórico de Palacio( Madrid de los Austrias ), en pleno centro de Madrid capital Al lado de la Plaza de Santiago, a escasos metros del Palacio Real y Plaza de Oriente, Plaza Mayor, Teatro Real, Catedral de la Almudena, Plaza de la Paja, mercado de San Miguel, etc.. . Barrio con mucho ambiente, cultura e historia. Edificio en perfectas condiciones, cimentación hecha, fachada, tuberías, bajantes, cubierta y puesto el ascensor. Al ser edificio histórico no paga IBI.  La vivienda esta formada por dos referencias catastrales unidas, con un total de 90 metros construidos.  Actualmente esta formada por salón, cocina, 2 dormitorios y un baño. Ideal para reformar.  Opción fantástica de inversión o para vivir en un lugar con mucho encanto.  Posibilidad de realizar un pequeño apartamento y estudio de cara a rentabilidad mayor en caso de inversión. O si quieres vivir en él, puedes hacer un apartamento muy bonito y acogedor, ideal 1 o 2 dormitorios.  En los alrededores encontramos multitud de líneas de autobuses, metro, renfe y todos los servicios que puede ofrecer el centro de Madrid. ¡De Madrid al cielo!",False,renew,False,True,5389.0,True,False,False,False,[],False,False,485000.0,€,495000.0,10000.0,2.0,,,flat,"Palacio, Madrid","Piso en calle de Santiago, 9",,,
108528368,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/82/6a/1347575414.webp,FHOG-2575,21,4,435940.0,flat,sale,98.0,True,2,2,calle de Yécora,Madrid,Madrid,San Blas,es,Rejas,40.4436372,-3.5742895,False,https://www.idealista.com/inmueble/108528368/,"Alquilado: oportunidad de inversión Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. Renta actual: 824 €/mes Fecha de fin de contrato: 08/2025 Descripción Os presentamos este fantástico piso de obra nueva ubicado en Madrid. El inmueble se distribuye en dos habitaciones, salón-comedor, cocina y dos baños. La vivienda se encuentra en la 4a planta del edificio y además el piso cuenta con un trastero. En sus alrededores encontramos escuelas, supermercados, bancos y farmacias. A 20 minutos a pie encontramos bibliotecas, oficinas de correos, centros deportivos, varias paradas de autobús y la estación de metro Estadio Metropolitano. El inmueble está situado a 25 minutos en coche del centro de Madrid. En términos de accesibilidad, la propiedad dispone de múltiples conexiones y cuenta con fácil acceso a Autovía del Nordeste. Soluciones a su medida.",True,good,False,True,4448.0,False,False,False,False,[],False,False,435940.0,€,449420.0,13480.0,3.0,,,flat,"Rejas, Madrid",Piso en calle de Yécora,,,
102172047,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/96/8e/1146719724.webp,JAPL22-91-v,44,1,2550000.0,flat,sale,510.0,True,5,2,calle de Maldonado,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4331383,-3.6844781,False,https://www.idealista.com/inmueble/102172047/,"¡En venta! Te ofrecemos toda una planta bien espaciosa de 223 m2, perfecta para ti si buscas un consultorio médico, odontológico, un espacio de coworking o cualquier otro negocio. Incluso, si lo prefieres, puedes convertirla en dos coquetas viviendas. Y eso no es todo, ¡también hay una planta baja con un increíble garaje de 268 m2 para ni más ni menos que 16 coches! Esta joyita se encuentra en una zona inmejorable del distrito Salamanca, muy cerca de la estación de metro Núñez de Balboa y de la famosa calle Velázquez. No tienes excusa para no darle una oportunidad. Te recomendamos que nos llames y pidas una cita para visitarla y evaluar todas las posibilidades que este espacio ofrece para tu futura inversión. ¡Te esperamos! An entire first floor is SOLD with 223 m2 open plan, excellent for medical, dental, coworking, or other offices, with a 268 m2 garage for 16 cars. Excellent area of the SALAMANCA neighborhood, near the Nuñez de Balboa metro, and Velázquez street. Better to make an appointment to visit and be able to value it for your business.",False,good,False,True,5000.0,True,False,False,False,[],False,False,2550000.0,€,,,,True,True,flat,"Castellana, Madrid",Piso en calle de Maldonado,,,
109172636,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/45/f5/1366412854.webp,47813942,33,bj,182900.0,flat,sale,81.0,,1,1,calle la Zarza,Madrid,Arganda,Centro,es,,40.3013344,-3.4336938,False,https://www.idealista.com/inmueble/109172636/,"Os presentamos este piso ubicado en Arganda del Rey, Madrid. El inmueble se distribuye en una habitación, salón-comedor, cocina amueblada y un baño. Ubicado en los bajos del edificio. Localizado en el centro de Arganda del Rey. En sus alrededores encontramos escuelas, supermercados, bancos, bibliotecas, farmacias, centros deportivos y varias paradas de autobús. En términos de accesibilidad, la propiedad dispone de múltiples conexiones y cuenta con fácil acceso a N-III. No te pierdas esta oportunidad de encontrar la casa perfecta para ti.",True,good,False,False,2258.0,True,False,True,False,[],False,False,182900.0,€,,,,,,flat,"Centro, Arganda",Piso en calle la Zarza,,,
107256520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/dc/b1/1307589118.webp,V-Edomus,82,,800000.0,chalet,sale,388.0,,4,4,"Urbanizacion Monte de la Villa M-27, 2",Madrid,Villaviciosa de Odón,El Bosque,es,,40.36799,-3.92462,True,https://www.idealista.com/inmueble/107256520/,"¡Descubre tu nuevo hogar en Villaviciosa de Odón! Este chalet pareado a estrenar! ENTREGA INMEDIATA! es la combinación perfecta de comodidad, estilo y sostenibilidad. Con una superficie total de 388 m² distribuidos en tres plantas, ofrece un entorno espacioso y luminoso gracias a sus 4 dormitorios y 3 baños completos, además de un aseo adicional. La cocina moderna, equipada con muebles Schmidt, y los suelos porcelánicos de alta resistencia son solo algunas de las características que hacen de esta vivienda un lugar excepcional. La eficiencia energética es clave en este chalet, con un sistema fotovoltaico que genera 5,85 kWp y una bomba de calor geotérmica para calefacción y agua caliente. La clasificación energética A en consumo y emisiones asegura un hogar sostenible y respetuoso con el medio ambiente. Además, las ventanas de aluminio con doble acristalamiento y persianas motorizadas garantizan confort y seguridad. Ubicado en una zona residencial tranquila, este chalet ofrece fácil acceso a la M-506 y está rodeado de servicios esenciales. Disfruta del aire libre en la parcela de 350 m², que incluye jardines bien cuidados y capacidad para 3 plazas de garaje. La comunidad cuenta con piscina, área infantil y calles privadas decorativas en hormigón, creando un ambiente ideal para toda la familia. ¡No pierdas la oportunidad de vivir en esta joya arquitectónica!",False,good,False,,2062.0,True,False,False,False,[],False,False,800000.0,€,,,,True,True,chalet,"El Bosque, Villaviciosa de Odón","Chalet pareado en Urbanizacion Monte de la Villa M-27, 2",semidetachedHouse,,
107860053,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/73/6e/1326472637.webp,WGI00895,45,,239000.0,chalet,sale,164.0,,4,2,calle San Ramón,Madrid,Valdemaqueda,,es,,40.5145095,-4.2940666,False,https://www.idealista.com/inmueble/107860053/,"WGI VENDE este FANTÁSTICO CHALET en VALDEMAQUEDA. El inmueble consta de una parcela de 164 m2 construidos, y se distribuye de la siguiente manera: - PLANTA BAJA; nos encontramos de frente con una AMPLIA entrada que da acceso a una GRAN salón, comunica con el pasillo a una habitación individual, cocina y baño. Antes de subir a la planta superior tenemos un pequeño TRASTERO en el hueco de las escaleras. - PLANTA SUPERIOR; en esta planta tenemos 3 habitaciones exteriores MUY LUMINOSAS, 2 de ellas DOBLES, todas con ARMARIOS EMPOTRADOS. Cuenta tambien en esta planta con baño. El inmueble se encuentra en muy buen estado de conservación; un BONITO suelo de gres, paredes lisas, ventanas de alunio/climalit y puertas de madera. Además cuenta con calefacción por gas natural. La vivienda cuenta con GARAJE PROPIO. Ven a ver este precioso inmueble y pondremos a tu disposición nuestro equipo de expertos inmobiliarios, así como asesoramiento fiscal y legal en la operación.",True,good,False,,1457.0,True,False,False,False,[],False,False,239000.0,€,,,,True,True,chalet,Valdemaqueda,Casa independiente en calle San Ramón,independantHouse,,
103200398,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/1d/8d/1181619806.webp,,55,3,944900.0,flat,sale,151.0,True,7,3,Infantas,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4218128,-3.6998555,False,https://www.idealista.com/inmueble/103200398/,"Como consultores inmobiliarios les ofrecemos la siguiente ""Oportunidad Inmobiliaria""  Especial para inversionistas: Amplio piso en el centro de Madrid, en la Plaza de Pedro Zerolo, (antes Plaza Vázquez de Mella), en el barrio de Chueca junto a la Gran Via.  Precio: 944.900€  IDEAL para COLIVING UNIVERSITARIO, o alquiler de habitaciones, rentabilidad mínima esperada entre el 5% y el 6% bruto anual. El precio estimdo por hitaciónes estaría desde la habitación mas pequeña a un precio de 580€/mes, pasando por el precio de una habitación mediana en 640€/mes, hasta la más cara de una habitación en suite que estaría en 750€/mes.  Tiene una superficie de 151 m2, construidos, y cuenta con siete habitaciones, tres baños (dos de ellos en habitaciones suite) y tres cocinas (dos de ellas en las suite) y una más amplia común, lo que lo convierte en una opción ideal para aquellos inversores que buscan tener un piso en rentabilidad. Cracterisiticas del piso: 141 m² construidos, Uso residencial, Coeficiente de participación en el edificio 20%, cuenta con 2 balcones a la calle que ofrecen una vista privilegiada de la Plaza de Pedro Zerolo. Información del edificio:  153 m² de parcela, Construido en 1905, Calidad de construcción normal, Edificio de 5 plantas, 1 vecino por planta, Sin ascensor, 1 Comercio. Servicios cercanos: Transportes: Gran Vía-Pedro Zerolo, 0,076 km, Parada de autobús Gran Vía - Hortaleza, 0,083 km, Parada de autobús Hortaleza, 0,084 km, Parada de autobús Hortaleza - Infantas, 0,087 km, Parada de autobús Gran Vía, 0,187 km, Estación de metro línea 1 Gran Vía-Montera, 0,22 km, Parada de autobús Sevilla, 0,224 km, Parada de autobús Valverde, 0,23 km, Parada de autobús Metro Gran Vía, 0,231 km, Parada de autobús Alcalá - Virgen De Los Peligros, 0,263 km, Parada de autobús Educación: Centro Privado De Educación Infantil, Primaria Y Secundaria Madres Mercedarias De D. Juan De Alarcón - Calle de Valverde, 0,239 km, Escuela/Instituto.  Escuela De Terapias Manuales Kabat - Calle de Gravina, 0,349 km Escuela Oficial De Idiomas De Madrid-Tribunal - Calle de Santa Brígida, 0,37 km Kitchen Club - Calle de la Ballesta, 0,37 km, Estudios superiores Coam, 0,379 km, Biblioteca Centro Privado De Educación Infantil, Primaria Y Secundaria Purísima Concepción - Calle de la Puebla 0,403 km, Escuela/Instituto  Colegio La Merced, 0,405 km, Escuela/Instituto Centro Privado De Educación Infantil Y Primaria La Merced - Calle Luis de Góngora, 0,411 km, Escuela/Instituto Devorador.Es - Calle de El Escorial, 0,426 km, Estudios superiores  Escuela Infantil Congreso De Los Diputados - Carrera de San Jerónimo, 0,461 km, Educación infantil Salud: We - Calle del Clavel, 0,07 km, Dentista Instituto Gabriel Simón - Calle de Fuencarral, 0,161 km, Clínica Farmacia San Antón - Calle de Hortaleza, 0,246 km, Farmacia Hto Promed - Calle de la Libertad, 0,27 km, Dentista Arco Iris - Calle de Valverde, 0,35 km, Veterinario Centro De Salud Las Cortes, 0,422 km, Clínica Farmacia Company - Plaza de la Puerta del Sol, 0,432 km Clínica Dental San Ildefonso - Plaza de San Ildefonso, 0,437 km, Dentista Gineco - Calle de Hortaleza, 0,439 km, Médico Gesmedi, 0,445 km, Clínica  Hacer la compra: Super Mercado Mini Market - Calle de las Infantas, 0,012 km Alimentación 365 Días, 0,077 km, Tienda de alimentación Carrefour Express, 0,086 km, Tienda de alimentación Simply City - Calle de Hortaleza, 0,092 km, Tienda de alimentación La Tahona - Calle de Hortaleza, 0,095 km, Panadería Celicioso - Calle de Hortaleza, 0,116 km, Panadería Alimentation Moderno, 0,12 km, Tienda de alimentación Pannus - Calle de Hortaleza, 0,128 km, Panadería Taste Of America - Calle de San Marcos, 0,136 km, Tienda de alimentación  Oh! My Bio - Calle de Hortaleza, 0,137 km, Supermercado.",False,good,False,False,6258.0,True,False,False,False,[],False,False,944900.0,€,,,,,,flat,"Chueca-Justicia, Madrid",Piso en Infantas,,,
104021836,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/64/5e/1363189578.webp,,29,1,850000.0,flat,sale,443.0,True,13,7,"calle de Ramón Calabuig, 29",Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3945502,-3.669487,True,https://www.idealista.com/inmueble/104021836/,"SE VENDE LOTE DE 5 PISOS Y 2 LOCALES EN EL MISMO EDIFICIO - 850.000€ OPORTUNIDAD SOLO PARA INVERSORES.  SE VENDE EL LOTE ENTERO Se trata de 5 pisos un bajo y 4 pisos en la primera planta. Son pisos de 2 y 3 habitaciones con dimensiones entre 50 y 62 m2.  Los locales tienen 90m2 aproximadamente.  Tanto los pisos como los locales están alquilados, dando una rentabilidad de 4.000€/mes.  El valor del marcado de los dichos inmuebles esta alrededor de 1.053. 000€ Se podría sacar una rentabilidad, actualizando los precios de alquiler de 5.900€ En el edificio quedan 3 viviendas mas, aparte de los inmuebles que comercializamos. El edifico se encuentra en la zona PUENTE DE VALLECAS, un distrito bien situado a 20 minutos de la puerta del Sol en transporte público, 10 a la estación de Atocha, en cercanías son 5 minutos a Atocha y 10 a la Puerta del Sol. Vertebrado por la Avenida de la Albufera, donde se sitúan 6 estaciones de metro, Puente de Vallecas, Nueva Numancia, Portazgo, Buenos Aires, Alto del Arenal y Miguel Hernández.",True,renew,False,False,1919.0,True,False,False,False,[],False,False,850000.0,€,,,,,,flat,"San Diego, Madrid","Piso en calle de Ramón Calabuig, 29",,,
108308528,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/94/db/1340245617.webp,1301835,25,1,475000.0,flat,sale,95.0,True,3,2,calle de la Hacienda de Pavones,Madrid,Madrid,Moratalaz,es,Vinateros,40.4064138,-3.65157,False,https://www.idealista.com/inmueble/108308528/,"Inmobiliaria VOhome Moratalaz vende. Magnifica propiedad, junto a la PLAZA DEL ENCUENTRO! Es una vivienda exterior, compuesta de 3 dormitorios, todos con armarios empotrados, dormitorio principal con pequeña terraza y baño completo en suite, amplio salón con acceso a terraza exterior, cocina, un segundo baño completo y trastero en planta sótano. También cuenta con armarios empotrados en pasillo, suelos de parquet, carpintería de roble, ventanas de doble acristalamiento oscilobatientes, paredes lisas, aire acondicionado con bomba de calor en el salón, calefacción y agua caliente centralizada con contadores individuales. La finca cuenta con ascensor y portero físico. La zona esta rodeada de comercios, zona Marroquina, zona Las Lonjas, calle hacienda de pavones, bancos, múltiples servicios, zonas verdes. Comunicación con autobuses líneas 20, 30, 32 N8. metro vinateros a 8 min andando, m30- a3, m 40, m 45, m 50 prolongación de O'Donnell. No dude en visitarlo, puede contactar con nosotros en el teléfono o en nuestra oficina de Avenida de Moratalaz 92, estaremos encantados de atenderles. Horario de oficina de Lunes a Viernes de 10:00 a 14:00 y de 16:30 a 20:30. Sábados de 10:00 a 14:00 horas. Contamos con departamento financiero para poder brindarle un servicio completo. Además somos especialistas en realizar cambios de vivienda, por si en su caso necesita vender para comprar, disponemos de 20 oficinas en la comunidad de Madrid y podemos asesorarle sin compromiso de como se realiza el proceso, gastos, mudanza, etc.. . *En el precio de venta no están incluidos los gastos de compra (Impuesto de transmisiones patrimoniales / notaría - gestoría / registro/ intermediación inmobiliaria y/o financiera).",True,good,False,True,5000.0,True,False,True,False,[],False,False,475000.0,€,,,,,,flat,"Vinateros, Madrid",Piso en calle de la Hacienda de Pavones,,,
108513710,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/ee/8e/1347166029.webp,,43,,125900.0,chalet,sale,130.0,,3,1,"TR JUAN DEL CAMPO, 3",Madrid,Torrelaguna,,es,,40.829969,-3.5364314,True,https://www.idealista.com/inmueble/108513710/,"SITUACION:  La vivienda se encuentra en la localidad de Torrelaguna, en una zona muy céntrica, caracterizada por la cercanía a colegios, parques, farmacias y gran variedad de comercios. Torrelaguna, localidad situada al nordeste de la provincia de Madrid, cuenta con una superficie de 43,4 km2. Linda por el norte con El Berrueco, por el sur con El Vellón y Talamanca, al este con Torremocha, al oeste con Redueña, al noroeste con La Cabrera y al suroeste con la provincia de Guadalajara y el río Jarama. CARACTERÍSTICAS: Estupenda casa de pueblo, en el centro de torrelaguna a cinco minutos de la plaza de la Montera, construida en el año 1965 Esta vivienda tiene una superficie de 130 m2 construidos distribuidos en dos plantas de la siguiente forma:  Entrada desde la calle a la vivienda. Una vez dentro de la vivienda nos encontramos con el recibidor, desde el que se accede al lado derecho a la cocina, de frente con el salón comedor desde el cual tenemos dos salas o habitaciones. Volviendo al recibidor a la izquierda nos encontramos con un baño completo con bañera, siguiendo por el pasillo tenemos una salida a una de las mejores zonas de la vivienda como es el patio, con una gran amplitud. Justo en la puerta de entrada de la vivienda justo a su lado derecho tenemos la escalera de acceso a la segunda planta, de la cual se compone de tres dormitorios. CÓMO LLEGAR EN COCHE A TORRELAGUNA •Desde Madrid: (Sur) Autovía A-1, dirección Burgos, salida 50 (Km. 50). Enlazar con la carretera N-320. Recorrer 8 Kms. •Desde Guadalajara: (Este) Carretera N-320, desvío kilómetro 333. Hay 2 entradas. •Desde A-6: (Oeste) Salida 38 (Km. 38). Enlazar con la M-601 hasta Collado Villalba. Incorporarse a la M-608 hasta enlazar con la N-320. Desvío Km. 333 •Desde Burgos: (Norte) Autovía A-1, dirección Madrid, salida 50. Enlazar con la carretera N-320. Recorrer 8 kms. CÓMO LLEGAR EN AUTOBÚS  Línea de autobús a Torrelaguna con Madrid (197). Para más información no dude en ponerse en contacto con nosotros en el correo o en el teléfono.",True,renew,False,,968.0,True,False,False,False,[],False,False,125900.0,€,129900.0,4000.0,3.0,,,chalet,Torrelaguna,"Chalet pareado en Tr Juan Del Campo, 3",semidetachedHouse,,
108432160,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/7c/67/1360733481.webp,,16,,877400.0,chalet,sale,250.0,,4,5,"Rosalia de Castro, 26",Madrid,Arroyomolinos,La Cárcaba - El Encinar - Montemolinos,es,,40.2629667,-3.9133127,True,https://www.idealista.com/obra-nueva/108432160/,"EXCLUSIVA VILLA DE OBRA NUEVA Te presentamos esta única y maravillosa vivienda independiente de 250 metros distribuido en dos comodísimas plantas con garaje en superficie para dos coches: Al entrar en la vivienda (sin ningún escalón de acceso) lo primero que llamará la atención será su enorme puerta pivotante acorazada de 2,5 metros de alto x 1,80 de ancho. Al acceder al interior, nos recibe un gran salón de más de 60 metros cuadrados, con chimenea y, a continuación, una gran cocina de 25 metros con despensa/lavandería (la cocina puede ser abierta o cerrada al salón). Además, en esta planta encontramos un aseo de cortesía, un dormitorio con baño en suite y, por supuesto, el dormitorio principal con baño en suite y vestidor. En la PRIMERA PLANTA encontraremos dos dormitorios secundarios, ambos con baño en suite y vestidor. Además éstos comparten un patio interior que hacen a esta vivienda aún más exclusiva.  Todas las puertas interiores de paso serán de 0,82 cm para facilitar el acceso a personas con movilidad reducida, carritos de bebe, etc.  Suelo radiante y refrescante por aerotermia. Grandes ventanales de seguridad con doble laminar y tratamiento térmico y acústico y muchos extras más. LLÁMANOS! REAL DREAMS.",False,newdevelopment,True,,3510.0,True,False,False,False,[],False,False,877400.0,€,,,,True,True,chalet,"La Cárcaba - El Encinar - Montemolinos, Arroyomolinos","Casa independiente en Rosalia de Castro, 26",independantHouse,False,
108539698,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/cb/21/92/1347911433.webp,Cov3 Dcha 01 DA,18,bj,845000.0,flat,sale,88.0,True,2,3,calle de Covarrubias,Madrid,Madrid,Chamberí,es,Trafalgar,40.4298091,-3.6976741,False,https://www.idealista.com/inmueble/108539698/,"PROPERTY PLUS VENDE Precioso Apartamento recién reformado en la mejor zona de Chamberí-Trafalgar  EXTRAORDINARIA OPORTUNIDAD DE INVERSION! Se trata de apartamento de 2 dormitorios con 2 baños en suite, más Aseo de cortesía. Precioso Salón comedor con cocina abierta totalmente amueblada y euipadqa con electrodomésticos ( lavadora/ secadora, lavavajillas, horno, micro, frigo,... ) Dormitorio 1 con cama de matrimonio, armario empotrado vestido y baño en suite. Dormitorio 2 con cama de matrimonio, armario empotrado vestido y baño en suite. Ubicado en representativa finca con conserje físico y acceso con movilidad reducida. Contacte con nosotros los 7 días de la semana para concertar una visita sin compromiso.",True,good,False,True,9602.0,True,False,False,False,[],False,False,845000.0,€,,,,,,flat,"Trafalgar, Madrid",Piso en calle de Covarrubias,,,
