propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108842954,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/e4/50/1367841209.webp,01298,29,5,299000.0,flat,sale,64.0,True,2,2,calle del General Ricardos,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3871137,-3.7369549,False,https://www.idealista.com/inmueble/108842954/,"Se vende piso reformado en 2020 en la Calle General Ricardos, en pleno Carabanchel, una de las zonas más consolidadas y con mejor proyección de Madrid. La vivienda cuenta con: � 2 dormitorios dobles con armarios empotrados � Baño completo con ducha + aseo adicional � Cocina independiente totalmente equipada con tendedero � Salón amplio y luminoso con aire acondicionado Y además incluye:  Tarima flotante  Calefacción individual por gas natural  Pintura lisa  Aire acondicionado  Puerta blindada y alarma instalada  Ascensor  Acceso adaptado a personas con movilidad reducida (PMR) Muy luminoso, con buena orientación y en finca cuidada. � Excelente ubicación: rodeado de comercios, colegios, zonas verdes y a pocos minutos del metro y varias líneas de autobús. Ideal tanto para vivir como para invertir. � ¡No dejes pasar esta oportunidad! Contacta para concertar una visita. El comprador tendrá un coste adicional correspondiente al servicio de gestión, asesoramiento y acompañamiento en todo el proceso de compra. Dicho importe, el mobiliario, la decoración y los impuestos no están incluidos en el precio publicado.",False,good,False,True,4672.0,True,False,True,False,[],False,False,299000.0,€,flat,"Vista Alegre, Madrid",Piso en calle del General Ricardos,310000.0,11000.0,4.0,,,,
106742551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/c8/ce/1312257161.webp,b0ca3776-2f45-47b8-8388-97d5a9663de1,38,,400000.0,chalet,sale,160.0,,3,1,avenida de la Sierra del Guadarrama,Madrid,Cercedilla,,es,,40.738361,-4.0450249,False,https://www.idealista.com/inmueble/106742551/,"Se vende encantador chalet independiente de 160 m² en una extensa parcela de 2.400 m², situado en un entorno natural que invita a la calma y el disfrute de la naturaleza. Con orientación sur, esta propiedad goza de una excelente luminosidad durante todo el día, ideal para crear un hogar cálido y acogedor. La vivienda cuenta con 3 amplias habitaciones, 1 baño completo, y un espacio versátil que puedes personalizar según tus necesidades. Aunque requiere algo de reforma, ofrece una magnífica oportunidad para convertirla en la casa de tus sueños, adaptada completamente a tu estilo. La parcela destaca por su amplitud, perfecta para quienes buscan privacidad y disfrutar de un gran jardín, espacio para huerto o incluso una piscina. Este chalet es ideal para familias, amantes de la tranquilidad o aquellos que buscan un refugio en plena naturaleza. Cercedilla, situada en pleno corazón de la Sierra de Guadarrama, es una de las localidades más atractivas de la Comunidad de Madrid para quienes buscan un entorno natural, tranquilidad y calidad de vida. Este municipio combina el encanto de la vida rural con servicios modernos, ofreciendo un estilo de vida único a tan solo 57 kilómetros de la capital. Conocida por su patrimonio histórico y natural, Cercedilla es famosa por sus calles pintorescas, la Iglesia de San Sebastián y las antiguas calzadas romanas que atraviesan el municipio. Además, su entorno natural es inigualable, con el Parque Nacional de la Sierra de Guadarrama y áreas como las Dehesas de Cercedilla, perfectas para practicar senderismo, ciclismo y otras actividades al aire libre. El municipio cuenta con una excelente infraestructura que incluye colegios, centros de salud, comercios locales y restaurantes que destacan por su gastronomía típica de montaña. Su ambiente acogedor y familiar lo convierte en un lugar ideal tanto para vivir todo el año como para disfrutar de segundas residencias.",False,renew,False,,2500.0,False,False,False,False,[],False,False,400000.0,€,chalet,Cercedilla,Casa independiente en avenida de la Sierra del Guadarrama,,,,,,,independantHouse
108417212,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/61/6b/1344275682.webp,DS-P66034B,17,5,3690000.0,flat,sale,230.0,True,3,3,calle de O'Donnell,Madrid,Madrid,Retiro,es,Ibiza,40.4226393,-3.6797145,False,https://www.idealista.com/inmueble/108417212/,"DIZA consultores presenta magnífico piso en venta, en proceso de reforma, que combina comodidad, estilo y una ubicación excepcional con terraza y vistas al parque del Retiro. Su distribución funcional y sus amplios espacios crean un ambiente acogedor y sofisticado, ideal para quienes buscan un hogar con personalidad y encanto. La luz natural inunda cada rincón, resaltando los acabados de alta calidad y el diseño cuidadosamente pensado. El impresionante salón, dividido en dos ambientes, es perfecto para compartir momentos especiales, mientras que la cocina completamente independiente se convierte en el corazón del hogar, ofreciendo un espacio moderno y versátil para disfrutar de la gastronomía en casa. Los tres dormitorios, todas con baño en suite, garantizan privacidad y confort.  Su terraza privada aportan un valioso desahogo al aire libre, perfectas para relajarse o disfrutar de reuniones con familiares y amigos, cuenta con unas vistas privilegiadas al parque del Retiro. Ubicado en una zona privilegiada, este piso permite acceder fácilmente a todos los servicios esenciales, además de una amplia oferta de ocio, gastronomía y cultura. Su excelente conexión con el transporte público y su proximidad a zonas verdes lo convierten en una opción ideal tanto para familias como para inversores. Un hogar exclusivo en un entorno inmejorable, listo para convertirse en el escenario de una nueva etapa llena de bienestar y calidad de vida. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,16043.0,False,False,False,False,[],False,False,3690000.0,€,flat,"Ibiza, Madrid",Piso en calle de O'Donnell,,,,,,,
109180926,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/f9/e2/1366669626.webp,NY-611691,18,,1995000.0,chalet,sale,450.0,,6,5,Barrio Zona Avenida Europa,Madrid,Pozuelo de Alarcón,Zona Avenida Europa,es,Zona Avenida Europa,40.4396873,-3.8003397,False,https://www.idealista.com/inmueble/109180926/,"**Las imágenes muestran una propuesta de proyecto para un chalet independiente de obra nueva que podría desarrollarse en esta parcela, donde actualmente hay una vivienda construida de 450m2** Gilmar Pozuelo-Aravaca presenta, en exclusiva, esta vivienda situada en la prestigiosa zona de la Avenida de Europa, en Pozuelo de Alarcón. Se trata de una de las propiedades más exclusivas del área, al levantarse sobre una de las parcelas más grandes existentes, con 750 m², lo que no solo garantiza privacidad y amplitud, sino que además permite la segregación en 3 unidades. Una oportunidad única tanto para familias que buscan una vivienda singular como para promotores interesados en desarrollar un proyecto de tres adosados. Consúltanos para conocer en detalle las condiciones de esta excepcional ocasión. La propiedad, independiente y de cuatro vientos, disfruta de una ubicación elevada con vistas despejadas. El exterior combina jardín consolidado con césped natural, zonas pavimentadas, arbolado y una amplia piscina privada, además de un porche delantero y una terraza elevada perfectos para disfrutar al aire libre. En el interior, la vivienda ofrece una distribución muy cómoda: En la planta principal, un elegante hall conecta con el salón-comedor en dos ambientes con salida a la terraza, una cocina independiente con office, tres dormitorios con armarios empotrados y dos baños completos. En la planta superior se encuentra la suite principal con vestidor, baño en suite y terraza privada, junto a un dormitorio adicional y una zona amplia con posibilidad de habilitar un tercer dormitorio. En la planta inferior, una sala polivalente actualmente utilizada como segundo salón, bodega/despensa con opción de dormitorio de servicio, aseo de cortesía, cuarto de calderas y garaje cubierto con capacidad para varios vehículos. Zona Avenida de Europa, Pozuelo de Alarcón Ubicada en una de las áreas más demandadas y exclusivas de Pozuelo, la Avenida de Europa destaca por su excelente calidad de vida y cercanía a todo tipo de servicios: comercios, supermercados, restaurantes, centros de salud, gimnasios y una amplia oferta educativa de prestigio como el American School of Madrid o ESIC Business & Marketing School, además de colegios privados y concertados en los alrededores. La comunicación es inmejorable, con rápido acceso a vías principales como la M-503, M-40 y A-6, que conectan de forma ágil tanto con el centro de Madrid como con otros puntos clave del noroeste de la capital. Por motivos de privacidad, no se publicarán imágenes de la vivienda. GILMAR En Gilmar no cobramos honorarios a la parte compradora. Contamos con nuestra propia empresa constructora y de reformas, Gilmar Soluciones Constructivas, así como un centro hipotecario para ofrecerte una solución completa. Consúltanos para más información.",False,good,False,,4433.0,False,False,False,False,[],False,False,1995000.0,€,chalet,"Zona Avenida Europa, Pozuelo de Alarcón",Casa independiente,,,,,True,True,independantHouse
106703884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/38/c8/1294085720.webp,DS-P66015B,17,en,1999000.0,flat,sale,220.0,True,3,4,calle de la Libertad,Madrid,Madrid,Centro,es,Chueca-Justicia,40.42332,-3.6970278,False,https://www.idealista.com/inmueble/106703884/,"DIZA Consultores les presenta este impresionante piso de lujo, nuevo a estrenar, en la zona de moda de Madrid, entre Justicia y Gran Vía. Con una superficie de 220 metros cuadrados, esta propiedad ofrece un diseño clásico y moderno, distribuyéndose en 3 amplias habitaciones, cada una con su baño en suite, asegurando privacidad y comodidad para todos los miembros de la familia. El amplio salón, esta dividido en varios ambientes, junto con una cocina independiente y una zona de comedor muy amplia, crea un espacio perfecto para la convivencia y el entretenimiento. Además, cuenta con aseo para visitas y zona de lavandería independiente. Esta vivienda resalta las máximas calidades y los acabados de lujo que caracterizan a toda la vivienda. Vive la experiencia de habitar un hogar sofisticado, con todas las comodidades y en una ubicación inmejorable, rodeado de las mejores tiendas y restaurantes. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,False,9086.0,False,False,False,False,[],False,False,1999000.0,€,flat,"Chueca-Justicia, Madrid",Piso en calle de la Libertad,,,,,,,
105512658,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/3f/23/1254808502.webp,2165b86b-ea86-4186-916f-4cac6eadcc7c,40,,1815000.0,chalet,sale,527.0,,6,5,calle de Basilio de Prado,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4794734,-3.7285612,False,https://www.idealista.com/inmueble/105512658/,"Descubre esta magnífica casa unifamimiar en Peñagrande, Fuencarral-El Pardo, Madrid. Con 527 m², en una parcela de 1000 m2,  esta vivienda en buen estado ofrece 5 dormitorios y 5 baños, ideal para familias numerosas. Disfruta de comodidades como aire acondicionado, calefacción a gas, armarios empotrados y cocina equipada. Relájate en el amplio jardín, organiza barbacoas en la terraza o disfruta de la vista desde el balcón. Además, cuenta con garaje, trastero y accesibilidad para sillas de ruedas. Esta casa amueblada combina confort y funcionalidad en una ubicación privilegiada. ¡No pierdas la oportunidad de visitarla! Ubicado en el distrito de Fuencarral-El Pardo, Madrid, el barrio de Peñagrande ofrece a sus residentes una combinación ideal de tranquilidad, confort y excelente conectividad. Este barrio es perfecto para aquellos que buscan un entorno residencial apacible con todas las comodidades y ventajas de vivir en una zona bien comunicada de la capital. Peñagrande se caracteriza por sus calles tranquilas y su ambiente acogedor, con una mezcla de edificios residenciales modernos y tradicionales. La cercanía a numerosos parques y zonas verdes, como el Parque de la Vaguada y el Monte del Pardo, proporciona un espacio ideal para disfrutar de actividades al aire libre, paseos y momentos de relajación en medio de la naturaleza. El barrio cuenta con una infraestructura de servicios muy completa. Desde colegios y centros de salud hasta una variada oferta comercial que incluye supermercados, tiendas especializadas y el Centro Comercial La Vaguada, Peñagrande proporciona todo lo necesario para una vida cómoda y práctica. Además, la oferta gastronómica es diversa, con numerosos restaurantes, bares y cafeterías que satisfacen todos los gustos y ofrecen una rica variedad culinaria.",False,good,False,,3444.0,False,False,False,False,[],False,False,1815000.0,€,chalet,"Peñagrande, Madrid",Casa independiente en calle de Basilio de Prado,,,,,,,independantHouse
108978107,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/f6/eb/1360673760.webp,07909,68,,877000.0,chalet,sale,969.0,,9,6,Becerril de la Sierra,Madrid,Becerril de la Sierra,,es,,40.7080534,-4.0022103,False,https://www.idealista.com/inmueble/108978107/,"EXCLUSIVA Y GENUINA VIVIENDA CON POSIBILIDAD DE VIVIENDA TURÍSTICA CON 9 HABITACIONES CONSTRUIDA EN PARCELA DE 2.280 M2 ESTA VIVIENDA ES ESPECIAL por: Su ubicación, ya que se encuentra entre el Municipio de Becerril de la Sierra y Navacerrada, por lo que goza de unas espectaculares vistas a La Maliciosa. Por la amplitud de espacios y genuina porque no le falta detalle para hacer de una vivienda un lugar muy especial de disfrute y ocio ya que cuenta con sala de juegos, bodega con espacio para discoteca, y junto a la piscina climatizada una barbacoa de obra y un cenador con “chiringuito” al más puro estilo “chill out"". Por la peculiaridad de la cocina, tanto por su amplitud, ya que cuenta con una superficie de 30 m2, como por el diseño de los “años 70. El jardín, diseñado por un paisajista, y con riego automático cuenta con distintos ambientes y la iluminación nocturna, hace de este espacio exterior, un lugar para disfrutar en cualquier momento del dia y en cualquier estación del año.  DISTRIBUCIÓN: La vivienda consta de una planta principal, una segunda planta y un sótano.   Planta principal. Consta de una terraza con vistas a La Maliciosa por la que se accede a la vivienda en la que se encuentra un amplio hall de entrada, con aseo de cortesía, salón comedor con chimenea, con salida a un porche. Una cocina de 30 m2 aproximadamente con despensa y equipada con horno de tamaño especial, placa vitrocerámica y de gas. Dos dormitorios en suite con cuarto de baño completo. Uno de ellos con vestidor y un tercer dormitorio que en este momento está habilitado como despacho.  Planta superior: Se accede desde el hall principal a través de una amplia escalera. La componen un amplio pasillo tipo corredor en el que se distribuyen 6 dormitorios dobles con tres cuartos de baño completos.  Planta sótano: Consta de una bodega, una sala de juegos, un cuarto de lavado y el garaje cubierto con espacio para 3 vehículos.  TOTAL ESTANCIAS: La vivienda cuenta con 9 dormitorios dobles, 5 cuartos de baño completos y 1 aseo de cortesía. Una bodega, una sala de juegos, garaje cubierto y un cuarto de lavado. Un salón comedor, una cocina y dos terrazas.  Jardín: pista de tenis, piscina con agua salina y climatizada con calentador, cenador con bar equipado con todo lo necesario para el uso y disfrute de este espacio incluídos dos grifos de cerveza.  Materiales: Suelos de marmolina y terrazo, ventanas con carpintería de madera de gran aislamiento. Puertas de madera. Persianas recién cambiadas. Radiadores nuevos. La calefacción y el agua caliente se suministran con gasoil a través de un depósito con capacidad para 5.000 litros además de contar también con un termo eléctrico y dos estufas de pellets.  ES IMPORTANTE SABER QUE: Que aunque la vivienda admita una actualización se encuentra en un estado impecable y lista para entrar a vivir ya que está construida con materiales originales de excelente calidad. Que la mayor parte de las tuberías de la vivienda están cambiadas al igual que la electricidad y el cuadro eléctrico. Que por la amplitud de espacios, distribución y superficie de la vivienda es ideal para familias extensas tanto para compartir periodos vacacionales como para uso de vivienda habitual ya que cuenta con las suficientes estancias y superficie para la independencia de los miembros que compartan esta genuina y exclusiva vivienda. Igualmente es importante saber que contando con los porches, terrazas y espacio deportivo, en el catastro constan 969 m2 construídos. En el Registro de la Propiedad 460 m2. Sería una muy buena opción convertirla en casa turística ya que reúne los espacios y superficie para esta posibilidad.  COMUNICACIONES: A 10 minutos a pie se encuentra la parada de autobús en Becerril de la Sierra que va a Madrid y al hospital de Villalba.  HOSPITALES: Hospital General de Villalba a 15 minutos en coche.",True,good,False,,905.0,True,False,False,True,[],False,False,877000.0,€,chalet,Becerril de la Sierra,Casa independiente,,,,,True,True,independantHouse
108263517,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/30/a8/1338896793.webp,07458,55,,587000.0,chalet,sale,431.0,,5,3,Becerril de la Sierra,Madrid,Becerril de la Sierra,,es,,40.7075123,-3.9875046,False,https://www.idealista.com/inmueble/108263517/,"EXCLUSIVA CASA CONSTRUIDA CON MAMPOSTERÍA DE PIEDRA DE GRANITO EN PARCELA DE 2.200m Y ESPECTACULARES VISTAS A LA MONTAÑA  Se trata de una exclusiva vivienda integrada en el paisaje que rodea las montañas de La Maliciosa y La Pedriza, construida con materiales naturales como la piedra y la madera  ESTA VIVIENDA ES ESPECIAL por su exclusivo diseño arquitectónico y la calidad de sus materiales, las vistas a la montaña de La Maliciosa y La Pedriza Se encuentra a diez minutos del centro del Municipio a pié. El frondoso jardín autóctono se asemeja a un pequeño bosque con variada vegetación en la que predomina el pino y el abeto propio de la sierra de Guadarrama. Es especial por distribución ya que cuenta con espacios independientes en la zona de dormitorios. En su conjunto se podría decir que es “una casa con encanto”  DISTRIBUCIÓN: La vivienda consta de una planta semisótano, una planta principal y otra planta bajocubierta   Planta principal. Se accede desde el jardín y consta de un porche acristalado que da paso al distribuidor de la vivienda en el que se encuentran tres dormitorios dobles. El pasillo desemboca en un amplio salón con chimenea y grandes ventanales con espectaculares vistas. Al resto de las habitaciones que componen esta planta y que forman un espacio independiente, se puede acceder desde el salón o desde el pasillo. Esta parte de la vivienda cuenta con una amplia terraza acristalada, una cocina con lavadero, un dormitorio doble con baño completo,un dormitorio de servicio con aseo y otro cuarto de baño completo. Tiene una superficie de 214 m2 Planta bajocubierta: Se accede a través de una escalera de madera y compone esta planta tres espacios tabicados y con ventanas que en la actualidad no están solados. Tiene una superficie de 137 m2 Planta semisótano: Es la planta en la que se encuentra el garaje, el porche de piedra de granito cubierto y el cuarto de calderas. Tiene una superficie de 79 m2 TOTAL ESTANCIAS: La vivienda cuenta con 4 dormitorios dobles y uno individual con sus respectivos armarios empotrados. Dos cuartos de baño completos y un aseo. Una terraza cubierta y un porche acristalado. Un salón comedor con chimenea, una cocina con zona de lavado, un garaje y un cuarto de calderas.  CALIDADES: Fachada de piedra de granito con carpintería exterior de PVC blanco oscilobatientes y con rotura de puente térmico. Puertas de madera. Suelos de madera y de gres. Calefacción y agua caliente se suministran con gas propano.  ES IMPORTANTE SABER QUE: Que aunque la vivienda necesita una reforma, las ventanas son nuevas, al igual que el cerramiento de la terraza y el porche. Que la superficie real de la vivienda son 431 m2 pero registrados hay 200 m2 aunque sí están registradas las tres plantas, pero no la superficie total. Que el jardín cuenta con una piscina en forma de judía de 32 m2 que es necesario restaurar. Que por la amplitud de espacios y la distribución es muy apropiada para personas y familias cuyos miembros puedan trabajar desde casa y que les guste la naturaleza ya que la vivienda tanto por su ubicación como por su construcción rústica invita a disfrutar de un acogedor y cálido ambiente de montaña con olor a leña en invierno y el frescor del jardín en verano. Es importante destacar la exclusividad de esta construcción y la calidad de los materiales ya que hoy en dia construir una casa con piedra de granito tendría un coste muy elevado por lo que es una oportunidad de compra única para tener una casa con un diseño exclusivo. Dada la superficie de la vivienda y la amplitud de espacios podría convertirse en una bonita Casa Rural aprovechando su genuino diseño arquitectónico. Es importante saber que Becerril en la actualidad cuenta con todos los servicios necesarios, además de haberse convertido en uno de los pueblos de la sierra con mejor servicio de restauración.",True,good,False,,1362.0,True,False,False,True,[],False,False,587000.0,€,chalet,Becerril de la Sierra,Casa independiente,,,,,True,True,independantHouse
108819511,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/2b/e9/1356065362.webp,2110/21100022/302,28,2,313500.0,flat,sale,74.0,True,3,1,Barrio Lucero,Madrid,Madrid,Latina,es,Lucero,40.4047445,-3.7526088,False,https://www.idealista.com/inmueble/108819511/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 2 de un edificio residencial y cuenta con terraza.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Lucero, Latina (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Batan y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a 700 metros, existen 5 farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar un supermercado, 3 bancos, una oficina de correos.  La zona cuenta con una amplia oferta de entretenimiento con un teatro, 24 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Suroeste, Paseo de Extremadura y la Calle de Higueras. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 26/03/2031 Renta mensual actual: 1.131€ Rentabilidad estimada: 4.3% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,4236.0,True,False,True,False,[],False,False,313500.0,€,flat,"Lucero, Madrid",Piso,,,,,,,
108446186,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/34/68/1345115418.webp,2201/22010039/16,29,1,335500.0,flat,sale,71.0,True,3,1,Barrio Berruguete,Madrid,Madrid,Tetuán,es,Berruguete,40.4647434,-3.702792,False,https://www.idealista.com/inmueble/108446186/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 1 de un edificio residencial.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Berruguete, Tetuan (Noreste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Tetuan y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Po Direccion-Las Almortas y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 620 metros, existen 2 farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 4 supermercados, un banco, una lavandería, una oficina de correos.  La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, 6 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Calle de Sinesio Delgado y la Tunel Marques de Viana - Sor Angela de la Cruz. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 26/01/2032 Renta mensual actual: 1.320€ Rentabilidad estimada: 4.7% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,4725.0,True,False,True,False,[],False,False,335500.0,€,flat,"Berruguete, Madrid",Piso,,,,,,,
106191648,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/64/a6/1281500174.webp,106191648,6,2,180000.0,flat,sale,82.0,True,2,1,"avenida de Berlin, 25",Madrid,Coslada,Ciudad 70,es,,40.4156853,-3.5454158,True,https://www.idealista.com/inmueble/106191648/,"INMUEBLE OKUPADO, NO SE PUEDE VISITAR, NO DISFRUTA DE FINANCIACION. PROPIO PARA INVERSORES. DISPONEMOS DE UNA AMPLIA CARTERA DE INMUEBLES OKUPADOS, ALQUILADOS, DEUDA, CESIONES DE REMATE, EN MÁLAGA Y EN TODA ESPAÑA. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, Su población es de 3 332 035 habitantes (INE 2023), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",True,good,False,True,2195.0,True,False,False,False,[],False,False,180000.0,€,flat,"Ciudad 70, Coslada","Piso en avenida de Berlin, 25",,,,,,,
108396445,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/fa/c8/1342959297.webp,2110/21100022/68,49,3,413500.0,flat,sale,178.0,True,3,2,Barrio Pradolongo,Madrid,Madrid,Usera,es,Pradolongo,40.3823345,-3.7065094,False,https://www.idealista.com/inmueble/108396445/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 2 baños. Se encuentra en la planta 3 de un edificio residencial y cuenta con ascensor, garaje, trastero y armarios empotrados.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Pradolongo, Usera (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Doce de Octubre y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Marcelo Usera-Gabriel Usera y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 360 metros, existen 8 farmacias a menos de 300 metros, el colegio más cercano se encuentra a 250 metros. Además, a menos de 500 metros también puedes encontrar 4 supermercados, 10 bancos, una comisaría de policía.  La zona cuenta con una amplia oferta de entretenimiento con un teatro, 11 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-40, Avenida de Cordoba y la Calle de Marcelo Usera. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 31/03/2029 Renta mensual actual: 1.286€ Rentabilidad estimada: 3.7% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,True,2323.0,True,False,True,False,[],False,False,413500.0,€,flat,"Pradolongo, Madrid",Piso,,,,,True,True,
