propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,district,floor,exterior,hasLift,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,newDevelopmentFinished
108577606,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/6f/1f/1348954504.webp,1403,33,2500000.0,flat,sale,252.0,4,5,paseo del General Martínez Campos,Madrid,Madrid,es,40.4340744,-3.6920333,False,https://www.idealista.com/inmueble/108577606/,"The Selection os presenta en EXCLUSIVA DIRECTAMENTE CON LA PROPIEDAD, este maravilloso piso reformado, con materiales de primera calidad y un diseño cuidado en cada detalle. Ubicada en una de las mejores calles del codiciado barrio de Almagro, esta vivienda ofrece un equilibrio perfecto entre elegancia, confort y funcionalidad. El piso consta de cuatro amplias habitaciones en suite, todas ellas con gran capacidad de almacenaje. Tres de las habitaciones tienen acceso directo a una terraza privada, ideal para que los niños disfruten al aire libre o para crear un agradable espacio de relax. La vivienda dispone además de un aseo de cortesía y una práctica zona de lavandería (laundry). Nada más entrar, nos recibe un amplio hall de entrada, con un gran armario para invitados. Desde aquí, se accede a una generosa zona social distribuida en varios ambientes: -zona de sofás y descanso, -zona de lectura, -comedor y cocina independiente, conectada mediante elegantes puertas correderas que permiten integrar o separar los espacios según la ocasión. Desde la cocina se accede directamente a la zona de lavandería. A través de una puerta corredera, junto al aseo de invitados, se accede al distribuidor que da paso a las cuatro habitaciones. Toda la iluminación de la vivienda ha sido cuidadosamente diseñada, las carpinterías están hechas a medida por un ebanista, con puertas de suelo a techo, y grandes ventanales que inundan el espacio de luz natural. Además, la finca cuenta con servicio de portero, un amplio hall de entrada representativo, y garaje en la misma finca, lo que añade un plus de comodidad y seguridad. Una oportunidad única para vivir en un piso exclusivo, en uno de los entornos más prestigiosos de Madrid.",True,good,False,9921.0,True,False,False,False,[],False,False,2500000.0,€,True,True,flat,,"Almagro, Madrid",Piso en paseo del General Martínez Campos,Chamberí,1,True,True,Almagro,,,,,
108370796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/8a/05/1342099922.webp,,47,1290000.0,flat,sale,128.0,2,3,"calle de San Bernardo, 85",Madrid,Madrid,es,40.4284584,-3.7064085,True,https://www.idealista.com/inmueble/108370796/,"¡Descubre el lujo y la comodidad en el corazón de Madrid! URBAN DESIGN HUB VENDE Este espectacular piso de diseño, en un edificio emblemático con espacios comunes renovados. Se encuentra en el corazón de Malasaña, centro cultural, de diseño y ocio de Madrid. Exterior, totalmente reformado a estrenar para ofrecer una experiencia de vida única en una de las mejores calles arboladas y amplias del lugar. Este inmueble de 128 m2 es una opción perfecta para quienes buscan un hogar en una ubicación privilegiada. Ubicado en la primera planta cuenta con ascensor apto para personas con movilidad reducida.  La recepción incluye un amplio salón, comedor, cocina americana, un aseo de cortesía y un práctico laundry. Los dos balcones con un mirador junto a un amplio patio inundan de luz todos los ambientes, creando un espacio acogedor y radiante. El piso dispone de 2 master suites con amplios baños y vestidores integrados, además de armarios vestidos y a medida que aprovechan al máximo el espacio. Las puertas interiores y contraventanas originales han sido restauradas, y las ventanas de madera maciza exteriores se han reemplazado por nuevas, de alta tecnología, con doble cristal Silent que garantizan un ambiente tranquilo y silencioso en todo momento.  Suelos de Porcelanosa de gran formato y de madera natural en los dormitorios. Los baños de Porcelanosa cuentan con lavabos a medida, y la cocina de diseño de Linea 3 está equipada con electrodomésticos panelados de alta gama Bosch. El aire acondicionado frío-calor por conductos es regulable en cada habitación, y la calefacción individual por caldera dual de gas natural con radiadores de diseño asegura el máximo confort durante todo el año. Plaza de garaje opcional € 40.000 -.  No pierdas la oportunidad de vivir en este exclusivo piso que combina historia, diseño y funcionalidad en pleno centro de Madrid.  /SIN COMISIONES DE VENTA/.",True,good,False,10078.0,True,False,False,False,[],False,False,1290000.0,€,,,flat,,"Malasaña-Universidad, Madrid","Piso en calle de San Bernardo, 85",Centro,1,True,True,Malasaña-Universidad,,,,,
107150279,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/90/04/1304501498.webp,,20,460000.0,flat,sale,224.0,3,2,calle de Arturo Soria,Madrid,Madrid,es,40.4588442,-3.6614469,False,https://www.idealista.com/inmueble/107150279/,"Desde LEGEND REAL ESTATE ponemos a tu disposición EXCELENTE INMUEBLE con inmejorable ubicación  Local con licencia comercial dispuesto una parte como vivienda y otra para desarrollo de actividad comercial. DISTRIBUCIÓN Doble acceso, el acceso principal se realiza por unas escaleras. Puerta acorazada da acceso a un gran salón en forma de L, con grandes ventanas que dan a un patio comunitario (no de tránsito). Desde este salón puedes acceder al baño, cocina y un dormitorio.  Luego podrás acceder a un amplio espacio versátil, de techos de doble altura, 3 habitaciones diferenciadas, y un aseo amplio. Este imponente espacio, tiene también un acceso independiente por escaleras desde el portal.  Cuenta con un salón comedor luminoso, con ventanas con rotura de puente térmico y cristales Climalit. Amplia cocina, en muy buen estado de conservación, completamente equipada. La misma cuenta con vitrocerámica, campana extractora y lavavajillas.    CARACTERÍSTICAS DEL INMUEBLE Tiene una superficie construida de 224 m². - doble acceso, totalmente independientes. Uno de ellos frente al portal de acceso. - Puertas acorazadas. - Aire acondicionado. - Suelos de mármol Travertino. - Paredes en liso. - Ventanas Climalit con rotura de puente térmico. - Calefacción por suelo radiante y caldera individual.   UBICACIÓN: Se encuentra ubicado la mejor zona de Arturo Soria, rodeado de todo tipo de servicios a escasos minutos, supermercados, bancos, colegios, el conocido Centro Comercial Arturo Soria Plaza, comercios y restauración.  Numerosos espacios verdes enmarcan el barrio, el cual está conectado perfectamente por servicios de movilidad y transporte. Autobuses, y Metro Arturo Soria a pocos minutos andando, con accesos viales directos a la M30, E-90.   COMUNIDAD: 80€ + DERRAMA 60€ (COMUNIDAD DE 16 VECINOS) IBI: 436€  IT: Aprobada PROPUESTA DE REFORMA: Manteniendo la distribución actual y los accesos, reformar las habitaciones para conseguir 5 habitaciones en cada área (10 en total) consiguiendo una rentabilidad aproximada de un 17-19%. Consulta gratuita con nuestro departamento financiero, financiación hasta el 100% bajo estudio financiero.  Si tienes alguna pregunta o quieres programar una visita, ¡no dudes en ponerte en contacto con nosotros!",False,good,False,2054.0,True,False,False,False,[],False,False,460000.0,€,,,flat,,"Colina, Madrid",Piso en calle de Arturo Soria,Ciudad Lineal,bj,True,False,Colina,,,,,
108773719,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/ed/48/1354703256.webp,,56,1100000.0,penthouse,sale,70.0,2,2,"calle del Doce de Octubre, 4",Madrid,Madrid,es,40.4153962,-3.6771303,True,https://www.idealista.com/inmueble/108773719/,"! Ático en Doce de Octubre- Retiro HOMEVITAE MADRID les da la Bienvenida a este magnífico Ático con terraza de 20 m² reformado en el barrio de Ibiza! Ubicado en la sexta planta exterior, este Ático de 2 dormitorios con armarios empotrados y 2 baños completos es una oportunidad única para vivir en una de las zonas más demandadas de Madrid. El salón es un espacio amplio y luminoso que ofrece excelentes vistas a la terraza con vistas al Parque del Retiro, cuenta con cocina americana y equipada completamente. Además, la vivienda se entrega sin muebles, lo que la hace aún más atractiva para aquellos que buscan mudarse decorando con su propio estilo La finca cuenta con ascensor y servicio de conserje, y está situada en una de las principales calles del Barrio de Ibiza, con comercios de primera necesidad en la zona y una gran variedad de restaurantes y bares para disfrutar de la gastronomía local. También hay zonas de ocio y cultura cercanas, como el Bulevar de Ibiza y el Parque del Retiro, ambos a 2 minutos andando. El acceso a la autopista M-30 es fácil y rápido, y las estaciones de metro Ibiza (L9) y Sainz de Baranda (L9, L6) están cerca, al igual que múltiples paradas de autobuses de la EMT en la zona. No se cobran honorarios al comprador. ¡No pierdas la oportunidad de vivir en este fantástico Atico en el corazón de Madrid! Contáctanos para más información.",False,good,False,15714.0,True,False,False,False,[],False,False,1100000.0,€,,,flat,penthouse,"Niño Jesús, Madrid","Ático en calle del Doce de Octubre, 4",Retiro,6,True,True,Niño Jesús,,,,,
109075009,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/cd/01/1365596288.webp,,55,627000.0,chalet,sale,169.0,4,3,UR PIEDRAS VIVAS,Madrid,Villanueva de la Cañada,es,40.464965,-3.9559223,False,https://www.idealista.com/inmueble/109075009/,"Impecable, precioso y listo para entrar a vivir. Así este espectacular adosado, un chalet que ha sido completamente reformado para transformar la vivienda en un hogar moderno, acogedor y funcional. A pesar de que es una propiedad de segunda mano, su estado de conservación es  excelente, lo cual supone un ahorro sustancial para cualquier comprador. Este adosado tiene tres plantas; en la principal (planta calle) se encuentra la cocina, integrada en el salón y equipada con electrodomésticos panelados, amplia península y muebles de diseño. En el salón, la clave es la luz, que se ha potenciado gracias a un espectacular ventanal que da continuidad visual al jardín particular. En la planta superior hay tres dormitorios: el principal, con vestidor integrado y baño en suite, dos habitaciones con armarios empotrados y un segundo cuarto de baño.  La planta inferior cuenta con un enorme salón, actualmente destinado a cuarto de juegos, pero que dada su versatilidad, podría convertirse en despacho, dormitorio, cuarto de invitados o segundo salón. Además, en esta misma planta hay un tercer cuarto de baño, un gimnasio y cuarto de lavandería completamente equipado. Este adosado ha sido reformado con materiales de alta gama y un gusto exquisito. A tener en cuenta: -armarios empotrados en todas las habitaciones -aire acondicionado en planta superior -carpintería exterior nueva -caldera nueva -tuberías y cuadro eléctrico nuevo -toldos motorizados -amplias zonas comunes con piscina para adultos, piscina infantil y gran jardín con arboleda consolidada. -seguridad máxima para los más pequeños, que acceden a las zonas comunes directamente desde su jardín particular Este chalet se halla en una de las mejores ubicaciones de la urbanización, porque goza de máxima privacidad respecto a otras viviendas. Piedras Vivas se encuentra en la zona alta de Villafranca del Castillo, junto al colegio Zola y a dos pasos del centro de salud y del centro comercial, que cuenta con supermercado, farmacia, clínica veterinaria, oficina de Correos, tintorería, peluquerías, papelería y numerosos locales de restauración. ***La reserva del inmueble sólo se producirá después de que una propuesta de compra haya sido expresamente aceptada por el vendedor.",True,good,False,3710.0,True,False,True,False,[],False,False,627000.0,€,True,True,chalet,terracedHouse,"Villafranca del Castillo, Villanueva de la Cañada",Chalet adosado en Ur Piedras Vivas,Villafranca del Castillo,,,,,,,,,
108261042,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/85/c3/1338810315.webp,,17,1590000.0,flat,sale,135.0,2,2,"paseo de la Castellana, 70",Madrid,Madrid,es,40.4385267,-3.6903042,True,https://www.idealista.com/inmueble/108261042/,"¡Sin comisión de Agencia! Vendemos un lote exclusivo de apartamentos de lujo en pleno corazón del Paseo de la Castellana. Oportunidad única sobre plano. Últimas unidades disponibles en este edificio boutique de obra nueva. Vive con estilo en una de las zonas más prestigiosas de Madrid, con precios desde 1.590. 000€. Solo quedan unas pocas viviendas disponibles. Esta promoción destaca no solo por su ubicación inmejorable, sino por ofrecerte la posibilidad de personalizar por completo el diseño interior de tu vivienda, con el acompañamiento de un asesor personal que te guiará en cada decisión de estilo y distribución. Una experiencia a medida, pensada para ti. Disponemos de pisos de 2 y 3 dormitorios, con superficies generosas y distribuciones modernas, perfectas tanto para vivir como para invertir. Cada unidad está diseñada para ofrecer el máximo confort y funcionalidad, con acabados premium, trastero privado y garaje inteligente incluido. El edificio contará con amenities exclusivos como salas de coworking, vinotecas privadas, gimnasio totalmente equipado y servicio de conserjería, todo pensado para elevar tu calidad de vida al más alto nivel. Ubicación privilegiada a escasos metros de zonas de oficinas, comercios exclusivos, restaurantes de autor y con excelente conexión a transporte público. Llámanos para más información y asegura tu plaza en esta oportunidad única en la Castellana.",False,good,False,11778.0,True,False,False,False,[],False,False,1590000.0,€,True,True,flat,,"El Viso, Madrid","Piso en paseo de la Castellana, 70",Chamartín,3,True,True,El Viso,,,,,
108666382,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/a9/27/1351569256.webp,108666382,5,361000.0,chalet,sale,288.0,5,5,calle Central,Madrid,Collado Villalba,es,40.6342345,-4.0221233,False,https://www.idealista.com/inmueble/108666382/,"NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. PROPIO, PEQUEÑO Y GRAN INVERSOR. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, su población es de 3 416 771 habitantes (INE 2024), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,1253.0,False,False,False,False,[],False,False,361000.0,€,True,True,chalet,terracedHouse,"Los Negrales, Collado Villalba",Chalet adosado en calle Central,Los Negrales,,,,,,,,,
108444911,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/dd/02/1345076172.webp,1277,37,3600000.0,penthouse,sale,319.0,3,4,calle del General Pardiñas,Madrid,Madrid,es,40.4353175,-3.6788155,False,https://www.idealista.com/inmueble/108444911/,"HOMECOLLECTION presenta este amplio ático reformado y amueblado en el barrio de Salamanca de 319 m². Con 2 terrazas, 3 dormitorios, 3 baños, aseo y un salón luminoso. Además, incluye plaza de garaje, 2 trasteros, aire acondicionado y portero físico. La vivienda se encuentra completamente reformada, decorada y amueblada ¡lista para entrar a vivir! Este inmueble, situado en la 7ª planta de un edificio clásico en la calle General Pardiñas, en el exclusivo barrio de Salamanca, ofrece 2 amplias terrazas de 25 m². Una está orientada al sur, ideal para disfrutar del sol durante todo el día, y la otra al oeste, perfecta para contemplar hermosos atardeceres.  La vivienda cuenta con 3 dormitorios, 3 baños, un aseo, un salón-comedor luminoso con acceso a una de las terrazas y una cocina moderna. El edificio, construido en 1946 y en perfecto estado, cuenta con un portal amplio, ascensor y portero físico. La vivienda está equipada con calefacción central de gas, aire acondicionado y un sistema domótico que optimiza la eficiencia energética. Además, incluye una plaza de garaje y 2 trasteros con acceso directo desde el ascensor. Para más información y concertar una visita, no dude en contactar con HOMECOLLECTION.",False,good,False,11285.0,True,False,False,False,[],False,False,3600000.0,€,True,True,flat,penthouse,"Lista, Madrid",Ático en calle del General Pardiñas,Barrio de Salamanca,7,True,True,Lista,,,,,
108798240,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/fb/a6/1355446882.webp,108798240,23,138000.0,flat,sale,45.0,1,1,"CL MOSCARETA, 4",Madrid,Madrid,es,40.4068352,-3.7335827,True,https://www.idealista.com/inmueble/108798240/,"OPORTUNIDAD INVERSORES, PISO EN VENTA OKUPADO ( INQUIOKUPA NO PAGA RENTA CONTRATO FINALIZA 2028 ), NO SE PUEDE VISITAR.  DISPONEMOS DE UNA AMPLIA CARTERA DE INMUEBLES ALQUILADOS Y LOCALES EN RENTABILIDAD. Increíble oportunidad en de 45.52 m² en MADRID es ideal para quienes buscan comodidad y amplitud en una ubicación privilegiada. Con 45.52 m² útiles, esta vivienda ofrece un amplio espacio para personalizar a tu gusto. Ubicado en la PLANTA 3ª, disfrutarás de la tranquilidad y las vistas que ofrece la zona. La zona cuenta con excelentes servicios, incluyendo tiendas, restaurantes y colegios. No pierdas la oportunidad de visitar este inmueble y conocer todas sus posibilidades.",False,good,False,3067.0,False,False,False,False,[],False,False,138000.0,€,,,flat,,"Puerta del Ángel, Madrid","Piso en CL Moscareta, 4",Latina,3,True,True,Puerta del Ángel,,,,,
109081123,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/b5/77/1363826881.webp,BC356,21,1200000.0,flat,sale,180.0,5,2,"Palacio, Madrid centro",Madrid,Madrid,es,40.4208114,-3.712492,False,https://www.idealista.com/inmueble/109081123/,"Entre la Gran Vía, Plaza de España y Ópera, se abre paso una vivienda que respira luz y carácter. se despliegan hacia la calle a través de dos grandes ventanales y dos balcones que regalan claridad y vistas abiertas al bullicio madrileño. Es un espacio que invita tanto a soñar con un hogar familiar como a proyectar una inversión segura en una de las zonas más demandadas de la capital. El recorrido comienza en un amplio recibidor, elegante y clásico, que da acceso a un pasillo distribuidor. Desde aquí se suceden cinco habitaciones, dos baños y una cocina, todo bañado por la luz natural que entra durante todo el día gracias a su orientación oeste y a la ventilación cruzada. Aunque su estado de conservación es bueno, este piso pide una reforma que lo actualice y personalice, ofreciendo un lienzo perfecto para quienes desean diseñar su casa a medida. El edificio, conserva detalles arquitectónicos con encanto que hablan de otra época, y cuenta con dos ascensores y entrada de servicio. La posibilidad de dividir la vivienda en dos pisos independientes abre un abanico de oportunidades, tanto para uso residencial como para rentabilidad en alquiler. Su ubicación es inmejorable: a solo unos pasos de Callao y Plaza de Santo Domingo, con Gran Vía y Plaza de España al alcance de la mano, y con barrios emblemáticos como Malasaña, Chamberí o Palacio a pocos minutos a pie. Una propiedad con historia y futuro, lista para transformarse en el proyecto que tú imagines. (PISO SIN AMUEBLAR) (OPORTUNIDAD PARA INVERSORES)  Características destacadas 2 ventanales y 2 balcones a la calle 5 habitaciones + 2 baños + cocina Amplio recibidor y distribución clásica Orientación oeste, muy luminoso y con ventilación cruzada Buen estado de conservación, requiere actualización Edificio con 2 ascensores y entrada de servicio Posibilidad de división en 2 pisos más pequeños Ubicación privilegiada: Gran Vía, Plaza de España y Ópera  Imágenes referenciales. Para más información o concertar una visita, contáctanos.",True,renew,False,6667.0,True,False,False,False,[],False,False,1200000.0,€,,,flat,,"Palacio, Madrid","Piso en Palacio, Madrid centro",Centro,6,True,False,Palacio,,,,,
109176449,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/dd/2f/1366529530.webp,ALC-0057,7,275000.0,flat,sale,85.0,3,1,avenida de Lisboa,Madrid,Alcorcón,es,40.355164,-3.8154876,False,https://www.idealista.com/inmueble/109176449/,"-Parque Lisboa- Grupo Inmobiliario Ares vende en la Avenida de Lisboa, piso de 85 m2 construidos, compuesto por 3 dormitorios, 1 baño, salón con acceso a terraza y cocina. Primera planta, exterior, para reformar en su totalidad. Vivienda con muchas posibilidades. La finca dispone de ascensor, portero físico y se encuentra adaptada para personas con movilidad reducida. Zona muy bien comunicada, rodeada de todos los servicios necesarios. * Próximamente se publicará el reportaje fotográfico profesional* Cuota de comunidad: 68 Euros mensuales ¡Visítelo sin compromiso! ""Esta publicación no es contractual y puede contener errores"" Grupo Inmobiliario Ares, fue fundado hace casi 20 años y dirigido por profesionales del sector inmobiliario con más de 25 años de trayectoria. Desde el inicio nos basamos en una única idea: aplicar las mejores técnicas de venta, haciendo suyas los fundamentos de honradez, integridad y ética. Nuestra política de mejora diaria está en conocer y analizar el grado de satisfacción de cada uno de nuestros clientes. Por eso nuestro compromiso personal es garantizarle su tranquilidad en todas las fases de la compraventa. Confíe la compra de su nueva casa a Grupo Inmobiliario Ares, teniendo a su disposición la empresa más profesional y eficaz del sector, según clientes, con un método de trabajo único e innovador.",False,renew,False,3235.0,False,False,False,False,[],False,False,275000.0,€,,,flat,,"Parque Lisboa - La Paz, Alcorcón",Piso en avenida de Lisboa,Parque Lisboa - La Paz,1,True,True,Parque Lisboa - La Paz,,,,,
108112984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/40/11/1334223257.webp,,38,580000.0,flat,sale,200.0,4,2,calle Alcalá,Madrid,Madrid,es,40.4499967,-3.5993238,False,https://www.idealista.com/inmueble/108112984/,"Tecnocasa Agencia inmobiliaria de MADRID - zona CIUDAD PEGASO - ALAMEDA DE OSUNA - REJAS - Oficina Tecnocasa de MADRID Vende piso de lujo situado en Calle Alcalá; (URBANIZACIÓN LAS NOGUERAS) 1ª PLANTA CON ASCENSOR. 200 m2 construidos, 162 m2 utiles. 4 dormitorios, gran salón, cocina con office, 2 baños completos, dos terrazas enormes y plaza de garaje muy amplia directa desde ascensor. Es completamente exterior, dispone de mucha luz y está en una ubicación privilegiada por su tranquilidad. Se encuentra en una finca cerrada que dispone de conserje, bosque privado, parque infantil, sala polivalente, piscina y gimnasio. La vivienda es luminosa, tiene vista despejada hacia jardín privado y calle secundaria. La finca dispone también de numerosos jardines ornamentales. La zona es muy tranquila dispone de numerosas zonas para pasear y hacer deporte al aire libre. A 5 minutos del Metro de El Capricho (Línea 5). Todos los servicios muy cerca como colegios, comercios de proximidad, mercado de Alameda de Osuna, supermercados grandes, centro de salud, etc. Cerca del C. C. PLENILUNIO. Muy buena conexión con Aeropuerto y Avenida de América, así como carreteras m40, A2, m12, m30, etc. Visítelo sin ningún compromiso. HIPOTECA 100%. *Consulte las condiciones de venta o de arrendamiento específicas para cada inmueble. La información contenida en este anuncio no tiene carácter contractual ni vinculante, ya que podría contener alguna incorreción.",True,renew,False,2900.0,True,False,False,False,[],False,False,580000.0,€,True,True,flat,,"Rejas, Madrid",Piso en calle Alcalá,San Blas,1,True,True,Rejas,,,,,
109149323,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/cc/27/1365738615.webp,1828619,53,1700000.0,chalet,sale,4536.0,4,2,Urbanización Valdeperales s/n,Madrid,Perales de Tajuña,es,40.2117547,-3.3531276,True,https://www.idealista.com/inmueble/109149323/,"COMPLEJO HOSTELERO CON VIVIENDA CON MUCHO POTENCIAL. ¡Descubra esta espectacular propiedad en el encantador municipio de Perales de Tajuña!   Le presentamos esta magnífica finca que combina comodidad, espacio y calidad de vida en un entorno único.   La finca consta de un complejo hostelero junto al río Tajuña compuesto por una zona de aparcamientos, zona de jardines, 4 salones para eventos con sus respectivos baños, 2 barras de bar y 2 cocinas completamente equipadas que incluyen un espectacular horno, una gran parrilla para asar, una cámara frigorífica y almacén.   Cuenta también con una espectacular plaza de toros con un diámetro de 30 metros, reformada, que incluye  gradas para aprox. 2000 personas, chiqueros, corrales y enfermería. Ocupa una superficie total aproximada de 1000 m2 edificada. Además la vivienda unifamiliar de planta baja mide 125 m2 aprox. de superficie útil distribuida en vestíbulo, salón-comedor, cocina, pasillo, 4 dormitorios, 2 baños completos, porche y piscina.   También cuenta con una segunda vivienda para el vigilante de la finca. Es una oportunidad única con una ubicación inmejorable, ya que Perales de Tajuña es un lugar privilegiado, rodeado de paisajes naturales y con una excelente conexión con las principales ciudades, lo que facilita el acceso a todos los servicios y comodidades que necesita. La casa, además de ser un refugio de paz, se encuentra a poca distancia de todo lo que podría necesitar, desde supermercados hasta centros educativos. Le invitamos a descubrir en persona todo lo que esta propiedad excepcional tiene para ofrecer. Sin duda, al visitarla, no solo quedará impresionado por sus características, sino también por la atmósfera cálida y acogedora que se respira en cada esquina.   Contáctenos para programar una visita y permítanos guiarle en este viaje hacia su adquisición. No deje pasar esta oportunidad única en el mercado. Adquirir esta propiedad no solo es invertir en un negocio, sino también una gran oportunidad de vivir en plena naturaleza.",True,good,False,375.0,True,False,False,False,[],False,False,1700000.0,€,,,chalet,,Perales de Tajuña,Chalet en Urbanización Valdeperales s/n,,,,,,,,,,
108532902,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/61/45/1347739816.webp,MQ18,24,1550000.0,flat,sale,150.0,3,3,"calle de Máiquez, 18",Madrid,Madrid,es,40.4208171,-3.6732293,True,https://www.idealista.com/inmueble/108532902/,"5ª planta exterior, con con muchos huecos al exterior, lleno de luz por todos lados. Máiquez esquina O´Donnell. Este excepcional inmueble se encuentra en proceso de reforma que finalizará en Julio 25. Consta de 3 suites todas con su baño, y una gran zona social. Ademas tiene un lavadero independiente. El piso se entrega totalmente reformado y amueblado. Las fotos son de un proyecto análogo en calidades y precio, preparado tb por la misma Decoradora. El piso tiene Marie acondicionado por conductos, carpintería a medida, chimenea de leña, suelo de espiga de roble natural, cocina de alta gama, electrodomésticos BOSCH e isla de cocina forrada en neolith. Los muebles de baño son a medida. Las griferías empotradas. No le falta detalle. Buena finca con entrada representativa y portero.",False,good,False,10333.0,True,False,False,False,[],False,False,1550000.0,€,,,flat,,"Ibiza, Madrid","Piso en calle de Máiquez, 18",Retiro,5,True,True,Ibiza,,,,,
108610113,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/2c/3c/1349879239.webp,7011,43,409000.0,flat,sale,65.0,2,1,"calle de José Calvo, 1",Madrid,Madrid,es,40.4568574,-3.7077728,True,https://www.idealista.com/inmueble/108610113/,"Braniante les presenta en EXCLUSIVA esta fantástica 5ª Planta, exterior con ascensor y vistas.  ¡ATENCIÓN INVERSORES! Rentabilidad triple neta superior al 5%. Infórmese.  Además del alquiler tradicional, posibilidad de alquiler como Vivienda TURISTICA o en alquiler de temporada, pudiendo gestionarlo usted mismo o delegando la gestión en nuestra empresa.     Disponemos de más unidades no anunciadas, no dude en contactar.    Características principales:  * 2 dormitorios luminosos con camas grandes  * Salón-comedor amplio y luminoso, orientación este con vistas al Sky Line de Madrid  * Cocina independiente, equipada (Incluye todos los aparatos eléctricos, excepto lavavajillas) y lista para utilizar con vistas a la sierra de Madrid.  * 1 baño con plato de ducha.    El piso se encuentra haciendo esquina con la calle Francos Rodríguez arteria principal que divide los barrios de Bellas Vistas y Berruguete, con acceso inmediato a todos los servicios y transporte público.     Destaca la centralidad respecto a las dos líneas de metros a menos de 500 metros.    Estrecho (L1) y Francos Rodríguez (L7).    Excelentemente conectado con el campus de la Universidad Complutense y la Universidad Politécnica de Madrid. Zona de alta demanda para el alquiler a ESTUDIANTES.    A pocos minutos caminando de la zona empresarial de AZCA, Santiago Bernabéu, Paseo de la Castellana y Nuevos Ministerios.    El barrio ofrece una amplia variedad de tiendas, supermercados, restaurantes y actividades de ocio. Centro de Salud a 5 minutos y varios hospitales públicos a 10 minutos en coche.    ¡No dejes pasar esta oportunidad!    PARA MÁS INFORMACIÓN O VISITAS contacte preferiblemente por chat de idealista facilitándonos nombre y número de teléfono, el agente asignado se pondrá en contacto con usted a la mayor brevedad posible, si prefiere contactar con nosotros vía telefónica no dude en LLAMAR DE LUNES A VIERNES DE 9:00 a 17:00h.",False,good,False,6292.0,True,False,False,False,[],False,False,409000.0,€,,,flat,,"Berruguete, Madrid","Piso en calle de José Calvo, 1",Tetuán,5,True,True,Berruguete,,,,,
106405255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/20/21/1281887508.webp,4260,16,1770000.0,flat,sale,156.0,3,3,calle de O'Donnell,Madrid,Madrid,es,40.4210021,-3.6778666,False,https://www.idealista.com/inmueble/106405255/,"Bonito piso en buen estado en Goya en el prestigioso Barrio de Salamanca, muy próximo al Parque del Retiro. Se sitúa en la segunda planta de un edificio con fachada clásica de mitad del S. XX y cuenta con servicio de portería. Tiene una superficie de 156 m2, distribuidos en un amplio hall de entrada, salón-comedor muy espacioso y luminoso gracias a sus grandes ventanas. La cocina es independiente de estilo americano y cuenta con una gran isla central y se encuentra totalmente equipada. La zona de noche consta de tres dormitorios con tres cuartos de baño. Cabe destacar que todas las habitaciones cuentan con armarios empotrados de suelo a techo y el dormitorio principal dispone de un balcón. Además dispone de aire acondicionado y calefacción central.",False,good,False,11346.0,True,False,False,False,[],False,False,1770000.0,€,,,flat,,"Goya, Madrid",Piso en calle de O'Donnell,Barrio de Salamanca,2,True,True,Goya,,,,,
