propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108915587,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/50/25/1358824195.webp,2º B,3,795000.0,flat,sale,107.0,2,2,"calle Marqués de Portugalete, 16",Madrid,Madrid,Ciudad Lineal,es,40.4465434,-3.6449582,True,https://www.idealista.com/obra-nueva/108915587/,"La promoción se encuentra situada en los números 14 y 16 de la calle Marqués de Portugalete, muy próxima a nuestra Promoción del número 98 de la calle de Arturo Soria, se trata de un emplazamiento excepcional, con buena orientación y en una parcela muy despejada y con mucha luz natural, cerca del Centro Comercial Arturo Soria Plaza, y fáciles y rápidos accesos a la A2, M-30, Aeropuerto de Madrid Adolfo Suarez y al centro de la Ciudad.  La zona cuenta con todo tipo de servicios de alto nivel y prestigio: educativos, sanitarios, comerciales, etc. que aparte de la cercanía al centro de la ciudad, completan las dotaciones que confieren a la zona un alto grado de confort. 12 Viviendas con jardín o terraza El residencial se compone de 12 exclusivas viviendas en altura de planta baja más tres y zonas comunes con piscina y jardín. Las viviendas son de 2 y 3 dormitorios, contando con jardines privados en viviendas de planta baja, y amplias terrazas en las plantas 1ª a 3ª para disfrutar de su magnífica orientación.  Estado de la promoción  Suelos adquiridos  Comienzo de las obras en Abril de 2025  Entrega de viviendas prevista en Noviembre de 2026.",False,newdevelopment,True,False,7430.0,True,False,False,False,[],False,False,795000.0,€,,,flat,,"Concepción, Madrid","Piso en calle Marqués de Portugalete, 16",2,True,True,Concepción,,,
106080064,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/92/22/1271904046.webp,5,31,729700.0,chalet,sale,206.0,5,3,"calle Granjilla, 2",Madrid,Collado Villalba,Villalba Pueblo,es,40.6420227,-3.9940567,True,https://www.idealista.com/obra-nueva/106080064/,"Residencial Puerta de Villalba es una exclusiva promoción de obra nueva, de 10 viviendas unifamiliares pareadas con jardín, zonas comunes y piscina comunitaria. DISTRIBUCIÓN Todas las viviendas están distribuidas en tres plantas, un planteamiento cómodo y racional para todo tipo de familias. En la planta baja se encuentra un dormitorio, baño, zona de lavandería, cocina con salida al jardín, totalmente amueblada y equipada con los electrodomésticos básicos. Un espacioso salón comedor que tienen acceso al porche y al jardín.  En la planta primera se encuentran tres dormitorios con armarios empotrados y el dormitorio principal, que cuenta con vestidor propio, terraza y baño en suite.  En la planta bajo cubierta hay un espacio diáfano polivalente, muy luminoso y amplio.  CALIDADES Todas las estancias cuentan con grandes ventanales con carpintería con rotura de puente térmico. La calefacción de suelo radiante-refrescante con sistema de aerotermia, con apoyo de placas solares, ofreciendo una calificación energética “A. Los acabados son de alta calidad y detalles cuidados al máximo, ”, con el objetivo de alcanzar el mayor confort de las personas. ¡Convierte este bonito chalet, en tu próxima vivienda!  IMPORTANTE SABER QUE la licencia de Obras está concedida y las obras comienzan ya!  UBICACION Se encuentra en un enclave privilegiado, en la zona de Villalba Pueblo, capital de la Sierra Noroeste, que cuenta con todos los servicios a su alcance, transporte público, restaurantes, farmacias, colegios… y a un paso de la sierra con toda la naturaleza y el aire puro a tu alcance. ¡No dejes pasar esta oportunidad única y contáctanos para más información! Tu nuevo hogar te está esperando en Collado Villalba. Las imágenes y planos que aparecen en el anuncio están sujetos a las modificaciones necesarias a requerimientos municipales y exigencias administrativas, legales, jurídicas o técnicas que juzgue conveniente la dirección facultativa.",False,newdevelopment,True,False,3542.0,False,False,False,False,[],False,False,729700.0,€,True,True,chalet,semidetachedHouse,"Villalba Pueblo, Collado Villalba","Chalet pareado en calle Granjilla, 2",,,,,,,
107853032,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/4b/6e/1326268096.webp,,46,320000.0,duplex,sale,69.0,2,2," Alcala, 2",Madrid,Torrejón de Ardoz,Noreste,es,40.4576452,-3.4745927,True,https://www.idealista.com/obra-nueva/107853032/,"ULTIMAS UNIDADES. SP SERVICIOS INMOBILIARIOS pone a la venta esta promoción inmobiliaria de OBRA NUEVA y ENTREGA INMEDIATA de RENTA LIBRE, fecha prevista último cuatrimestre del 2025. La promoción se encuentra en la fase de finalización de obra.  Ubicada en la calle Álcala, la permite estar rodeada de múltiples comercios y servicios, tales como la estación de tren de Torrejón de Ardoz, Comisaría de policía local, Ayuntamiento, etc. Las unidades que quedan disponibles son de dos tipologías. Viviendas de uno y dos dormitorios. Todas ellas con TRASTERO, PLAZA DE GARAJE, ZONAS COMUNES Y PISCINA. La promoción se caracteriza por utilizar materiales de una elevada calidad en los materiales y con una alta eficiencia energética. En la carpintería exterior encontraremos Aluminio en color o p V C Abatible con rotura de puente térmico. Doble acristalamiento con vidrio de baja emisividad con Cámara de Aire. Las persianas serán de aluminio que aislamiento térmico, excepto en baños. En la carpintería interior encontraremos puertas interiores con hojas lacadas en color blanco y manivelas de diseño actual. Los armarios empotrados serán modulares con puertas de color blanco. Y contarán con balda para maletero y barra para colgar. La puerta de entrada a la vivienda será blindada bicolor según carpintería interior y exterior, con cerradura de 3 puntos y bisagras antipalanca y mirilla gran angular. La calefacción y el agua caliente sanitaria serán mediante sistema de aerotermia, con suelo radiante y refrescante. No dejes pasar esta oportunidad de adquirir una vivienda de obra nueva con entrega inmediata.  Llámanos y te informaremos.",False,newdevelopment,True,False,4638.0,False,False,False,False,[],False,False,320000.0,€,True,True,flat,duplex,"Noreste, Torrejón de Ardoz","Dúplex en Alcala, 2",2,True,True,,,,
109173738,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/37/18/1366446298.webp,,28,270000.0,flat,sale,72.0,3,1,"calle de San Mariano, 9",Madrid,Madrid,San Blas,es,40.444357,-3.613252,True,https://www.idealista.com/inmueble/109173738/,"TOUR VIRTUAL AL FINAL DE LA PUBLICACIÓN PISO PARA REFORMAR ¡Descubre tu nuevo hogar en el encantador barrio de San Blas, Canillejas! Este luminoso piso exterior de 72 m² es perfecto para quienes buscan un espacio acogedor y bien comunicado. A solo minutos de la calle de Alcalá y a 7 minutos de la boca del metro de Torre Arias, tendrás acceso fácil a todo lo que necesitas. La zona es ideal para familias, con paradas de autobús cercanas (28, 77 y 140) que facilitan el transporte. El inmueble cuenta con 3 amplias habitaciones, una de ellas con terraza, perfecta para disfrutar del aire libre. La cocina independiente es espaciosa y también tiene acceso a una terraza que conecta con el salón, creando un ambiente ideal para compartir momentos inolvidables. Además, el baño es muy amplio, equipado con bañera y mampara. Este piso, ubicado en la primera planta y accesible mediante ascensor, ofrece armarios empotrados y está adaptado para personas con movilidad reducida. Aunque necesita algunas reformas, su orientación Sur, Este y Oeste garantiza una excelente entrada de luz natural durante todo el día. ¡No pierdas la oportunidad de visitar este hogar que puede convertirse en tu refugio personal! Disponibilidad inmediata.",True,renew,False,,3750.0,True,False,False,False,[],False,False,270000.0,€,,,flat,,"Canillejas, Madrid","Piso en calle de San Mariano, 9",1,True,True,Canillejas,,,
106214824,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/58/ce/1311448724.webp,Ático,26,1710000.0,penthouse,sale,410.0,4,4,Barrio Aravaca,Madrid,Madrid,Moncloa,es,40.4599212,-3.7886323,False,https://www.idealista.com/obra-nueva/106214824/,"El Residencial AR 3 está compuesto por tres exclusivas viviendas ubicadas en el corazón de Aravaca, en la calle Antonio Sanfiz. La obra se encuentra en estado muy avanzado estando la entrega prevista para diciembre 2024. Este lujoso residencial cuenta con viviendas de 4 dormitorios, con amplias estancias y múltiple orientación para aprovechar al máximo la luz del sol. Todas disfrutan de piscina privada. El bajo tiene un amplísimo jardín y el ático una increíble terraza de 100 m2 con vistas increíbles. Un entorno tranquilo y una ubicación a escasa distancia de Aravaca pueblo, donde tienes todos los servicios necesarios para tu día a día. Ven a visitar tu futuro hogar.",False,newdevelopment,True,False,4171.0,True,False,False,False,[],False,False,1710000.0,€,True,True,flat,penthouse,"Aravaca, Madrid",Ático,2,True,True,Aravaca,,,
108715439,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/4b/79/1352969463.webp,4276,46,225000.0,flat,sale,80.0,2,2,calle del Convenio,Madrid,Madrid,Puente de Vallecas,es,40.3921371,-3.6719987,False,https://www.idealista.com/inmueble/108715439/,"TORALIA CAPITAL OFRECE Piso de Obra Nueva Recién Reformado – Luminoso y con Excelente Distribución ¡OBRA NUEVA A ESTRENAR SIN PAGAR EL 10% DE IVA! TOTALMENTE REFORMADO CON EXCELENTES CALIDADES, LISTO PARA ENTRAR A VIVIR O RENTABILIZAR DESDE EL PRIMER DÍA. Te presentamos esta fantástica vivienda de obra nueva recién reformada, ubicada en una finca moderna con ascensor y sistema de videovigilancia, ideal para quienes buscan confort, diseño y seguridad en un mismo espacio. Descripción del inmueble: Primera planta dúplex. La vivienda se encuentra en una primera planta, pero al tratarse de un dúplex, cuenta con una segunda planta ubicada en el nivel sótano, lo que permite una distribución cómoda y diferenciada entre las zonas de día y de noche o de uso familiar y de ocio. Imágenes con diseño orientativo: Las imágenes que se muestran en el anuncio son originales del inmueble, pero incluyen mobiliario virtual a modo de propuesta de diseño. La vivienda se distribuye en un amplio salón-comedor, una cocina equipada (sin amueblar el resto del piso), dos dormitorios y dos baños. Aunque no se entrega amueblado, su distribución y estilo neutro permiten adaptarlo fácilmente a cualquier tipo de decoración. Entre sus características adicionales destacan: Edificio con ascensor Sistema de videovigilancia Excelente iluminación natural Reformado a estrenar Una oportunidad única para vivir o invertir en una propiedad de obra nueva, moderna, luminosa y con una distribución perfecta. ¡Solicita tu visita y descúbrelo en persona!",False,good,False,,2813.0,True,False,True,False,[],False,False,225000.0,€,,,flat,,"San Diego, Madrid",Piso en calle del Convenio,1,True,True,San Diego,230000.0,5000.0,2.0
108393589,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/fe/b8/1342834452.webp,Tipo 04 2 garajes,16,357329.0,flat,sale,121.0,4,2,"calle Espliego, 1",Madrid,Loeches,,es,40.3827807,-3.4211508,True,https://www.idealista.com/obra-nueva/108393589/,"46 viviendas de 2, 3 y 4 dormitorios, con una o dos plazas de garaje y trastero en 4 edificios de baja densidad, 3 alturas, sitos en la calle Victoria Kent. Actualmente nos encontramos en fase de constitución y captación de socios ya que el proyecto se desarrollará en régimen de cooperativa. Contamos con que sea de su interés, y le invitamos a formar parte de la misma, además, al ser una cooperativa en fase de constitución, tendrá la oportunidad de elegir entre un mayor número de viviendas así como de participar activamente en la toma de decisiones y contribuir al desarrollo de su nuevo hogar. Al adjudicarse la vivienda sobre plano, tendrá la ventaja de adherirse al proyecto con una forma de pago más cómoda, pudiendo en la mayoría de los casos, beneficiarse del aumento de su valor a medida que avanza la construcción.  En este momento, la elección de vivienda no comporta desembolso económico, ya que mientras la cooperativa no esté constituída y registrada no se puede realizar ningún tipo de ingreso en la cuenta corriente que se aperturará a nombre de la cooperativa para tal fin. Puede visitarnos en nuestras oficinas centrales de Rivas Vaciamadrid, o solicitarnos la información que necesite online, pudiendo incluso elegir vivienda de esta manera. Proyecto con calificación energética A. Producción de calefacción y refrigeración mediante sistema de Aerotermia con instalación de suelo radiante-refrescante de baja temperatura, repartiendo de manera uniforme calor en invierno y frescor en verano con los más altos niveles de eficiencia y confort. Al no necesitar radiadores, entre otras grandes ventajas, se consigue maximizar el espacio útil en la vivienda. El control de la temperatura se regulará mediante termostato situado en el salón. Vidrios bajo emisivos (ATR) en todos los huecos de fachada. Gran ahorro económico en la factura energética mensual con el máximo confort. Cocinas equipadas con muebles altos y bajos. Sistema de alarma individual con servicio de aviso a la policía. Pintura lisa, carpintería interior lacada en blanco. Promovido por Edificio Victoria Kent Loeches, S. Coop. Mad. , una sociedad cooperativa en constitución, gestionada por Ksanet, empresa gestora con amplia experiencia en la gestión de cooperativas de viviendas con la que Factory Casas está colaborando en la estructuración de la demanda.   Edificio Victoria se convierte en la mejor opción para estrenar vivienda moderna y de calidad en Loeches.",False,newdevelopment,True,False,2953.0,True,False,False,False,[],False,False,357329.0,€,True,True,flat,,Loeches,"Piso en calle Espliego, 1",1,True,True,,,,
109097397,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/5e/c7/1364279657.webp,m-264,45,238000.0,duplex,sale,131.0,2,2,CL IGLESIA (PINILLA),Madrid,Gargantilla del Lozoya,,es,40.9807663,-3.6945841,False,https://www.idealista.com/inmueble/109097397/,"Vive la sierra norte como nunca, a solo 45 minutos de Madrid. Este formidable dúplex de 130 m², diseñado por arquitectos interioristas, combina la calidez de un hogar serrano con el confort de la ciudad. Sus grandes ventanales inundan cada rincón de luz natural, mientras que la planta abuhardillada con baño propio ofrece un espacio versátil: en primera planta de 65mts², dormitorio de matrimonio, baño y cocina con salón comedor, segunda planta buhardilla de 65ms² super gran dormitorio, estudio o zona de juegos. Imagina desayunar con vistas al Valle del Lozoya, trabajar con fibra óptica de alta velocidad rodeado de naturaleza y, al terminar, salir a caminar, montar en bici o a caballo entre senderos únicos. Todo sin renunciar a una cocina alemana de máxima calidad ni a los detalles que hacen de este dúplex un hogar acogedor y moderno. � Ideal para familias que buscan tranquilidad, teletrabajadores que sueñan con aire puro o amantes de la naturaleza que quieren vivir todo el año en la Sierra Norte. � ¿Lo descubrimos juntos? Solicita tu visita hoy mismo.",True,good,False,,1817.0,True,False,False,False,[],False,False,238000.0,€,,,flat,duplex,Gargantilla del Lozoya,Dúplex en CL Iglesia (pinilla),1,True,False,,265000.0,27000.0,10.0
102759199,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/91/26/1225473373.webp,5401,37,5500000.0,chalet,sale,1000.0,7,9,Barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,es,40.4601048,-3.6338833,False,https://www.idealista.com/inmueble/102759199/,"Amelia Arán de GV | CONDE DE ORGAZ comercializa el siguiente inmueble:  En la zona más alta del Parque de Conde de Orgaz obteniendo las mejores vistas de la zona se eleva esta espectacular vivienda de más de 1.000 metros cuadrados sobre una parcela de 1300 metros cuadrados. Cuanta con vistas inmejorables. Sus amplias estancias, los buenos materiales de construcción, su cómoda distribución… hacen que esta vivienda sea una oportunidad magnífica de compra en Madrid. DISTRIBUCIÓN Planta de Entrada: Gran hall de doble altura, aseo de cortesía. Comedor para 12 personas, cuarto de estar. Salón principal con salida directa al jardín y zona de piscina. Cocina con office y zona de servicio. Dos habitaciones de servicio comparten un baño. Planta Primera: Dos cuartos de dormir en suite con baño y vestidor propios. Ambos poseen gran terraza exterior. Dos cuartos de dormir comparten un baño. Planta segunda: Cuarto de dormir con baño, otro cuarto de dormir con baño compartido. Cuarto de estar con salida a la terraza y vistas sobre todo el Parque de Conde de Orgaz. Planta semisótano: Habitación de servicio con baño, cuarto de estar, garaje con capacidad para seis coches, bodega. Gimnasio y sauna. En el exterior la vivienda posee piscina y spa. Además cuenta con ascensor que une todas las plantas y sensores de seguridad. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,,5500.0,False,False,False,False,[],False,False,5500000.0,€,True,True,chalet,independantHouse,"Conde Orgaz-Piovera, Madrid",Casa independiente,,,,Conde Orgaz-Piovera,,,
109002814,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/47/c8/1361385788.webp,W-030T7A,25,410000.0,flat,sale,62.0,2,1,Barrio Ciudad Jardín,Madrid,Madrid,Chamartín,es,40.4473535,-3.6746685,False,https://www.idealista.com/inmueble/109002814/,"Bajo acogedor y recién reformado en Ciudad Jardín Engel & Völkers presenta este acogedor bajo exterior distinguido por su excelente reforma y patio de uso privativo. La vivienda consta de cocina totalmente equipada, abierta al salón y con acceso directo al luminoso patio.  Cuenta con dos dormitorios dobles con armarios empotrados que dan al exterior y un baño completo independiente. La propiedad incluye calefacción individual y A/A por splits.  Cabe destacar su magnífica distribución y aprovechamiento total de todos los espacios. Se trata de una excelente oportunidad para inversores por su alta rentabilidad. La propiedad se ubica en el barrio residencial de Ciudad Jardín, dentro del distrito de Chamartín, al norte de la capital. Ciudad Jardín es un oasis dentro de la ciudad, sin apenas tráfico, pero con acceso directo a la M-30.  Chamartín ofrece una amplia gama de servicios desde grandes almacenes, comercios, farmacias, colegios, iglesias, gimnasios, hoteles, zonas deportivas, hasta una selección de los mejores bares y restaurantes de Madrid. Chamartín alberga varias embajadas y administraciones públicas importantes.  El sistema de transporte público asegura la máxima comodidad para los residentes de sus barrios, ya que actualmente disponen de aproximadamente 50 líneas de autobús, 7 líneas de metro y dos estaciones de cercanías. La estación de Chamartín es también terminal para la mayoría de los trenes de media y larga distancia hacia el norte de España. Otros puntos de interés son el Auditorio Nacional de Música, el estadio de fútbol Santiago Bernabéu, varios museos y el Parque de Berlín.",False,good,False,,6613.0,False,False,False,False,[],False,False,410000.0,€,,,flat,,"Ciudad Jardín, Madrid",Piso,bj,True,False,Ciudad Jardín,,,
108148856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/d8/2f/1337617789.webp,6051,13,1500000.0,chalet,sale,286.0,5,4,calle del Camino del Soto,Madrid,La Moraleja,El Soto de la Moraleja,es,40.5182125,-3.6490409,False,https://www.idealista.com/inmueble/108148856/,"REA Inmobiliaria presenta este fabuloso chalet en esquina con amplias dimensiones y gran privacidad. Muy cerca de la plaza de la Moraleja en urbanización privada con jardines y piscina. La casa está en la mejor ubicación y cuenta con un gran potencial de reforma. Buena inversión.  Planta baja: Hall de entrada, aseo de cortesía, cocina independiente con posibilidad de ampliación para integrar zona de office, y un amplio salón-comedor en dos ambientes con acceso directo al jardín privado. Primera planta: Cuatro dormitorios con armarios empotrados completamente vestidos y dos baños completos. El dormitorio principal cuenta con baño en suite y terraza privada. Planta superior: Buhardilla diáfana con baño completo y salida a una soleada terraza solárium de aproximadamente 12 m², ideal como zona de relax, despacho o dormitorio adicional. Sótano: Dormitorio de servicio con baño, despensa, zona de lavandería y amplio garaje cerrado con capacidad para más de dos coches. Ubicado en una urbanización privada con portero, zonas verdes y piscina comunitaria. Excelente ubicación cerca de colegios, centros comerciales y todos los servicios. Una oportunidad única tanto para actualizar como para disfrutar de un entorno tranquilo y exclusivo en una de las zonas más demandadas de Madrid. Como a veces cuesta imaginar cómo será tu casa con tus muebles y estilo, incluimos una propuesta de interiorismo para ayudarte a visualizar su verdadero potencial. Disponemos de otras muchas propiedades similares que no están publicadas en Idealista. Visite nuestra web reainmobiliaria.com El Soto de la Moraleja es un área residencial que integra chalets adosados, pisos, áticos, bajos con jardín, pareados y todo tipo de casas en altura y adosadas dentro de grandes urbanizaciones ajardinadas, algunas con más de 10.000m2 de jardines con piscina, tenis etc… cerradas a la calle y protegidas del exterior. En el Soto hay numerosos colegios nacionales o internacionales, además de una excelente red de transporte urbano que recorre toda la urbanización y va hasta Madrid capital (Plaza Castilla, Alcobendas y San Sebastián de los Reyes), además del metro cercanías que ya está también junto al Soto. Además, esta zona cuenta con zona comercial propia, con supermercado, cafetería y algunos bancos. Las casas están construidas dese 1960 en adelante, actualmente no existe prácticamente casas de nueva construcción, sino que la mayor parte son casas de los 70 en adelante que tienen muy buenas posibilidades de reforma y que son mucho más extensas en las dimensiones de sus estancias que las casas que hoy en día se construyen. Las urbanizaciones son bastante tranquilas en general y hay población de mediana edad con hijos que van a los colegios de la zona. Casi todas las casas cuentan con área de servicio separada de la zona familiar. Esta es una característica que diferencia mucho a la zona anexa del Encinar de los Reyes donde los pisos no suelen contar con zona de servicio separada.",False,renew,False,,5245.0,True,False,False,False,[],False,False,1500000.0,€,True,True,chalet,terracedHouse,"El Soto de la Moraleja, La Moraleja",Chalet adosado en calle del Camino del Soto,,,,,,,
107853013,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/b6/e4/1326268085.webp,,46,345000.0,duplex,sale,88.0,2,2," Alcala, 2",Madrid,Torrejón de Ardoz,Noreste,es,40.4576452,-3.4745927,True,https://www.idealista.com/obra-nueva/107853013/,"ULTIMAS UNIDADES. SP SERVICIOS INMOBILIARIOS pone a la venta esta promoción inmobiliaria de OBRA NUEVA y ENTREGA INMEDIATA de RENTA LIBRE, fecha prevista último cuatrimestre del 2025. La promoción se encuentra en la fase de finalización de obra.  Ubicada en la calle Álcala, la permite estar rodeada de múltiples comercios y servicios, tales como la estación de tren de Torrejón de Ardoz, Comisaría de policía local, Ayuntamiento, etc. Las unidades que quedan disponibles son de dos tipologías. Viviendas de uno y dos dormitorios. Todas ellas con TRASTERO, PLAZA DE GARAJE, ZONAS COMUNES Y PISCINA. La promoción se caracteriza por utilizar materiales de una elevada calidad en los materiales y con una alta eficiencia energética. En la carpintería exterior encontraremos Aluminio en color o p V C Abatible con rotura de puente térmico. Doble acristalamiento con vidrio de baja emisividad con Cámara de Aire. Las persianas serán de aluminio que aislamiento térmico, excepto en baños. En la carpintería interior encontraremos puertas interiores con hojas lacadas en color blanco y manivelas de diseño actual. Los armarios empotrados serán modulares con puertas de color blanco. Y contarán con balda para maletero y barra para colgar. La puerta de entrada a la vivienda será blindada bicolor según carpintería interior y exterior, con cerradura de 3 puntos y bisagras antipalanca y mirilla gran angular. La calefacción y el agua caliente sanitaria serán mediante sistema de aerotermia, con suelo radiante y refrescante. No dejes pasar esta oportunidad de adquirir una vivienda de obra nueva con entrega inmediata.  Llámanos y te informaremos.",False,newdevelopment,True,False,3920.0,False,False,False,False,[],False,False,345000.0,€,True,True,flat,duplex,"Noreste, Torrejón de Ardoz","Dúplex en Alcala, 2",2,True,True,,,,
108789533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/87/1e/1355176841.webp,2754,30,2100000.0,chalet,sale,395.0,6,5,Barrio Ciudad Universitaria,Madrid,Madrid,Moncloa,es,40.465025,-3.747762,False,https://www.idealista.com/inmueble/108789533/,"Laura Pérez - Hernández de GV | PUERTA DE HIERRO comercializa el siguiente inmueble: ¡Descubre este magnífico adosado de nueva construcción en Puerta de Hierro! Con una superficie construida de 395 m², esta propiedad se distribuye en 4 plantas sobre una parcela de 270 m², ofreciendo un espacio ideal para disfrutar en familia.  La excelente distribución y la abundante luz natural crean un ambiente acogedor y moderno. El amplio salón-comedor es perfecto para reuniones, mientras que la cocina, equipada con preinstalación para una isla central, invita a experimentar momentos culinarios inolvidables. Este espectacular chalet cuenta con 6 habitaciones y 5 baños, asegurando comodidad y privacidad para todos. Además, dispone de un aseo de cortesía y armarios empotrados que optimizan el espacio. La terraza es un lugar ideal para relajarse, y la piscina con depuradora garantiza diversión durante los días soleados. Con un garaje para 3 vehículos, no tendrás que preocuparte por el aparcamiento. La propiedad está equipada con aerotermia, aire acondicionado y paneles solares, lo que la convierte en una opción eficiente y sostenible. El jardín y la barbacoa ofrecen un espacio perfecto para disfrutar de reuniones al aire libre. La ubicación es inmejorable, con conexiones de transporte público cercanas y fácil acceso al centro de la ciudad y áreas metropolitanas. Además, tendrás a tu disposición supermercados, restaurantes y colegios, así como multitud de espacios verdes y parques en la zona. Ideal para familias o como inversión, este adosado es una oportunidad única que no querrás dejar pasar. Todo es nuevo al ser de nueva construcción, lo que significa que podrás disfrutar de un hogar moderno y eficiente desde el primer día. ¡Ven a visitarlo y déjate enamorar! Planta principal:  Hall de entrada, amplio salón luminoso con dos ventanales con salida directa a la terraza, jardín y piscina, cocina y aseo de cortesía. La cocina tiene la preinstalación para poner isla central. Estos espacios son perfectos para que una familia disfrute. Planta primera:  Tres habitaciones, dos de ellas dobles, cuarto de baño en suite con plato de ducha, una de ellas con un vestidor independiente y una espectacular terraza, a la que se le puede instalar una pérgola o incluso cerrar. La tercera habitación se puede utilizar de dormitorio o de cuarto de juegos Planta segunda:  Dos habitaciones, una de ellas, la habitación principal con cuarto de baño en suite y en abierto y con plato de ducha y bañera. La habitación principal cuenta con un vestidor independiente amplio, espectacular terraza solárium, donde se puede disfrutar del sol. La segunda habitación se puede utilizar de despacho o de habitación adicional Planta inferior:  Una habitación con su cuarto de baño en suite y ducha y zona de plancha, y el acceso directo a un garaje privado con puertas motorizadas y con capacidad para 3 vehículos, motos y amplio almacenaje. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,,5316.0,False,False,False,False,[],False,False,2100000.0,€,True,True,chalet,terracedHouse,"Ciudad Universitaria, Madrid",Chalet adosado,,,,Ciudad Universitaria,,,
107853016,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/50/54/1326268095.webp,,46,220000.0,flat,sale,44.0,1,1," Alcala, 2",Madrid,Torrejón de Ardoz,Noreste,es,40.4576452,-3.4745927,True,https://www.idealista.com/obra-nueva/107853016/,"ULTIMAS UNIDADES. SP SERVICIOS INMOBILIARIOS pone a la venta esta promoción inmobiliaria de OBRA NUEVA y ENTREGA INMEDIATA de RENTA LIBRE, fecha prevista último cuatrimestre del 2025. La promoción se encuentra en la fase de finalización de obra.  Ubicada en la calle Álcala, la permite estar rodeada de múltiples comercios y servicios, tales como la estación de tren de Torrejón de Ardoz, Comisaría de policía local, Ayuntamiento, etc. Las unidades que quedan disponibles son de dos tipologías. Viviendas de uno y dos dormitorios. Todas ellas con TRASTERO, PLAZA DE GARAJE, ZONAS COMUNES Y PISCINA. La promoción se caracteriza por utilizar materiales de una elevada calidad en los materiales y con una alta eficiencia energética. En la carpintería exterior encontraremos Aluminio en color o p V C Abatible con rotura de puente térmico. Doble acristalamiento con vidrio de baja emisividad con Cámara de Aire. Las persianas serán de aluminio que aislamiento térmico, excepto en baños. En la carpintería interior encontraremos puertas interiores con hojas lacadas en color blanco y manivelas de diseño actual. Los armarios empotrados serán modulares con puertas de color blanco. Y contarán con balda para maletero y barra para colgar. La puerta de entrada a la vivienda será blindada bicolor según carpintería interior y exterior, con cerradura de 3 puntos y bisagras antipalanca y mirilla gran angular. La calefacción y el agua caliente sanitaria serán mediante sistema de aerotermia, con suelo radiante y refrescante. No dejes pasar esta oportunidad de adquirir una vivienda de obra nueva con entrega inmediata.  Llámanos y te informaremos.",False,newdevelopment,True,False,5000.0,False,False,False,False,[],False,False,220000.0,€,True,True,flat,,"Noreste, Torrejón de Ardoz","Piso en Alcala, 2",bj,True,True,,,,
