propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,district,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
109046541,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/a3/2e/1362598902.webp,20,bj,189900.0,flat,sale,60.0,True,2,1,"calle Nueva, 42",Madrid,Guadarrama,es,40.6713793,-4.086381,True,https://www.idealista.com/inmueble/109046541/,"Te presentamos este encantador piso en planta baja, ubicado en pleno centro de Guadarrama, con acceso a todos los servicios a solo unos pasos. Su ubicación privilegiada lo convierte en una opción ideal tanto para vivir como para invertir. La vivienda cuenta con dos habitaciones, ambas con prácticos armarios empotrados que optimizan el espacio de almacenamiento. Dispone de un baño completo, un amplio salón perfecto para relajarse y compartir momentos en familia, y una cocina totalmente equipada, lista para su uso. Además, cuenta con una zona de tendedero, proporcionando mayor comodidad en el día a día. Si buscas un hogar funcional y bien ubicado en Guadarrama, este piso es una oportunidad que no puedes dejar pasar. ¡Contáctanos para más información o para concertar una visita! CONSULTE TAMBIEN LAS CONDICIONES de FINANCIACIÓN 100%. No dudes en ponerte en contacto con nosotros para poder visitar la vivienda, sin compromiso adaptándonos a sus necesidades ""JUNTOS HACEMOS HOGARES"". Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,False,3165.0,True,True,False,False,[],False,False,189900.0,€,flat,Guadarrama,"Piso en calle Nueva, 42",Destacado,,,,,,,,,,
108101811,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/02/c6/1341947006.webp,16,1,194300.0,flat,sale,54.0,True,2,1,calle Busaco,Madrid,Madrid,es,40.3821413,-3.7239706,False,https://www.idealista.com/inmueble/108101811/,"**ALQUILER PROTEGIDO REAL ESTATE te ofrece en exclusiva: **  **Vivienda de 2 Dormitorios Completamente Amueblada**  Descubre este encantador piso en una primera planta, sin ascensor, que destaca por su luminosidad y diseño exterior. Ideal para quienes buscan comodidad y calidad de vida.  **Distribución de la Vivienda: **  - **Amplio Salón de Paso: ** Espacio perfecto para compartir momentos en familia o con amigos, equipado con aire acondicionado (bomba de frío/calor) para tu confort.  - **Dormitorio Principal: ** Doble, con un gran armario empotrado que maximiza el espacio.  - **Segundo Dormitorio: ** Algo más pequeño, ideal para un niño, invitado o como oficina, sin armario.  - **Cocina Completa y Equipada: ** Dotada de todos los electrodomésticos necesarios para que puedas cocinar con facilidad.  - **Baño Completo: ** Con plato de ducha, ofreciendo funcionalidad y comodidad.  - **Calefacción Individual de Gas Natural: ** Para mantener tu hogar agradable durante todo el año.  **Ubicación Ideal: **  Situado en una zona vibrante con todo tipo de comercios y servicios a tu alcance. Muy bien comunicado por transporte público:  - A solo 3 minutos del metro de **Abrantes** (Línea 11).  - A 4 minutos del metro de **Opañel** (Línea 6).  - Varias líneas de autobús al centro (34, 35, 118, 119, 47, 247, 55).  ¡No dejes pasar esta oportunidad! Para más información o para concertar una visita, no dudes en contactarnos.  Somos Alquiler Protegido-Real Estate, con más de 15 años de experiencia. Contamos con más de 13,000 propietarios, 24,000 inquilinos satisfechos y hemos alquilado más de 8,000 inmuebles.",False,good,False,False,3598.0,False,False,False,False,[],False,False,194300.0,€,flat,"Abrantes, Madrid",Piso en calle Busaco,Destacado,28-02185,Carabanchel,Abrantes,198300.0,4000.0,2.0,,,,
109168779,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/93/dd/1366306107.webp,19,bj,289900.0,flat,sale,89.0,True,3,1,calle Archidona,Madrid,Madrid,es,40.3676574,-3.6890256,False,https://www.idealista.com/inmueble/109168779/,"""GRUPO HOGARES"" Te da la oportunidad única de vivir en San Fermín – Madrid Piso reformado y luminoso de 3 habitaciones. Se vende estupenda vivienda en el barrio de San Fermín, recientemente reformada y lista para entrar a vivir. La vivienda dispone de 3 habitaciones cómodas y versátiles, ideales para dormitorios, despacho o cuarto de invitados Un baño completo, moderno y funcional Cocina amplia, reformada, con espacio suficiente para zona de office y almacenamiento, perfecta para quienes disfrutan de cocinar y compartir en familia Salón muy espacioso y luminoso, con gran entrada de luz natural durante todo el día, lo que lo convierte en el corazón de la vivienda, perfecto para reuniones, descanso y momentos en familia. Ubicación privilegiada A pocos pasos del metro San Fermín-Orcasur Con salida directa a la M-40 y la A-4 Rodeado de parques, colegios, centros deportivos y todo tipo de servicios Cercano al Hospital 12 de Octubre. Un piso ideal para familias que buscan comodidad, amplitud y luminosidad en una zona tranquila pero muy bien conectada. Ven a conocerlo y descubre todas sus posibilidades. Además, existe la posibilidad de conseguir hasta el 100 por ciento de financiación hipotecaria gracias a nuestro equipo financiero que cuenta con convenios directos con las principales entidades bancarias de primer nivel.",True,good,False,False,3257.0,True,False,False,False,[],False,False,289900.0,€,flat,"San Fermín, Madrid",Piso en calle Archidona,Destacado,,Usera,San Fermín,,,,,,,
107814628,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/d9/05/1324615691.webp,26,bj,475000.0,flat,sale,66.0,True,2,2,calle de la Huerta del Bayo,Madrid,Madrid,es,40.4096347,-3.7051323,False,https://www.idealista.com/inmueble/107814628/,"Vivienda a Estrenar en el Barrio de Embajadores Descubre una oportunidad exclusiva para vivir en el vibrante barrio de Lavapiés, en el distrito Centro de Madrid. Este piso de obra nueva, con entrega prevista para agosto de 2025, cuenta con una superficie construida de 65,13 metros cuadrados y está diseñado para ofrecerte una experiencia de vida lujosa y elegante.  La vivienda se encuentra en una altura que proporciona mucha luz natural, destacando por su luminosidad y orientación privilegiada. Consta de dos dormitorios y dos baños, perfectos para garantizar la comodidad y privacidad de sus residentes. Además, el piso es exterior, lo que asegura vistas agradables y una ventilación óptima. El inmueble está equipado con aire acondicionado, ideal para mantener una temperatura agradable durante todo el año. El suelo de tarima añade un toque de sofisticación y calidez a cada estancia. El edificio cuenta con ascensor, facilitando el acceso y la movilidad dentro del mismo. Lavapiés es uno de los barrios más multiculturales y dinámicos de Madrid. Con una rica historia y una amplia oferta cultural, este barrio ofrece una experiencia única de vida urbana. A pocos pasos de tu futuro hogar, podrás disfrutar de teatros, galerías de arte, restaurantes y bares que reflejan la diversidad y el espíritu cosmopolita de la zona. En cuanto a la educación, el Colegio Público Emilia Pardo Bazán se encuentra a menos de 10 kilómetros, ofreciendo una excelente opción para las familias con niños. Para tus compras y ocio, el Centro Comercial La Vaguada está a una corta distancia, proporcionando una gran variedad de tiendas, restaurantes y espacios de entretenimiento. La ubicación de esta vivienda es inmejorable en términos de transporte. Las líneas de metro más cercanas son la Línea 3 y la Línea 1, que conectan rápidamente con los puntos más importantes de la ciudad. Además, las líneas de cercanías C5 y C10 están a pocos minutos, facilitando los desplazamientos hacia los alrededores de Madrid. Las líneas de autobuses 27, 34 y 119 también pasan cerca, ofreciendo múltiples opciones para moverte por la ciudad. Desde 1983, GILMAR ha estado comprometida en ayudar a sus clientes a encontrar la casa de sus sueños. Con una trayectoria de más de 40 años en el sector inmobiliario, GILMAR se destaca por su profesionalismo, dedicación y un profundo conocimiento del mercado. Nuestro equipo de expertos en la oficina de Embajadores está listo para asistirte y ofrecerte toda la información que necesitas para hacer de esta vivienda tu nuevo hogar. Para más información sobre este inmueble, por favor, facilítanos la referencia 208005. Puedes contactar con nuestro equipo en la oficina de Embajadores: C/ Embajadores, 80   No dejes pasar esta oportunidad única de vivir en una de las zonas más emblemáticas de Madrid. ¡Te esperamos!",False,good,False,True,7197.0,False,False,False,False,[],False,False,475000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de la Huerta del Bayo,Destacado,AR208005,Centro,Lavapiés-Embajadores,,,,,,,
108521001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/e9/00/1347374414.webp,60,3,1649000.0,penthouse,sale,276.0,True,5,5,calle del Carril de los Caleros,Madrid,Madrid,es,40.4610953,-3.7985684,False,https://www.idealista.com/inmueble/108521001/,"Presentamos este impresionante dúplex de 276 m² construidos, ideal para quienes buscan amplitud, luminosidad y una distribución pensada para el confort. Ubicado en una de las zonas más residenciales y tranquilas de Aravaca, ofrece una combinación perfecta de privacidad, servicios y excelentes conexiones. Distribución: •Planta baja: Cinco dormitorios de generosas dimensiones y cuatro baños completos, dos de ellos en suite, ideales para familias numerosas o quienes deseen espacios privados para cada miembro del hogar. •Planta superior: Zona principal con un salón amplio y muy luminoso, con una parte cerrada (ideal como segundo salón o despacho) que se puede abrir para integrarla con el resto del espacio. Impresionante terraza en forma de U con múltiples accesos, incluyendo desde la cocina, perfecta para comidas o cenas con invitados. La cocina cuenta con vistas privilegiadas y acceso directo al exterior. Además, en esta planta se encuentra un aseo de cortesía. Características destacadas: •Sistema Airzone con control independiente de aire acondicionado y calefacción en cada habitación. •Trastero incluido. •Dos plazas de garaje amplias. •Zonas comunes exclusivas: gimnasio, sauna, pista de pádel y piscina. Ubicada a escasos minutos de la salida A6, con acceso rápido a Madrid y rodeada de colegios de prestigio, hospitales, supermercados y zonas de restauración, esta propiedad es una oportunidad única para vivir con comodidad, estilo y calidad de vida.",False,good,False,True,5975.0,False,False,False,False,[],False,False,1649000.0,€,flat,"Aravaca, Madrid",Ático en calle del Carril de los Caleros,Destacado,ec9c900c-ba05-426e-9603-a3e2ca95b3ef,Moncloa,Aravaca,,,,True,True,penthouse,
108650408,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/8a/8e/1351048607.webp,35,,620000.0,chalet,sale,191.0,,4,2,calle de Poniente,Madrid,El Escorial,es,40.6265477,-4.0415365,False,https://www.idealista.com/inmueble/108650408/,"Exclusiva propiedad de una sola planta ubicada en la zona de Las Zorreras, que destaca por su excelente estado de conservación y su completa reforma, pensada para ofrecer el máximo confort y estilo de vida. Al ingresar, nos recibe un hall de recepción que da paso a un amplio y luminoso salón con vistas despejadas al jardín. La cocina independiente, completamente equipada, ofrece un espacio funcional y cómodo, ideal tanto para el uso diario como para quienes disfrutan cocinar. La vivienda dispone de tres dormitorios secundarios (uno de ellos utilizado actualmente como estudio) todos con armarios empotrados con interiores terminados, que comparten un baño completo con bañera. El dormitorio principal, en suite, cuenta con vestidor y baño privado con plato de ducha. La propiedad cuenta con calefacción por suelo radiante y chimenea. En el exterior, la propiedad sorprende con un garaje pasante con capacidad para varios vehículos, un espacioso cenador con horno de piedra y barbacoa, ideal para reuniones al aire libre, y una espectacular piscina infinita con vistas panorámicas a la sierra, que invita al relax y al disfrute de la naturaleza. Una casa perfecta para quienes buscan tranquilidad, comodidad y un entorno privilegiado. *Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual. *.",True,good,False,,3246.0,True,False,False,False,[],False,False,620000.0,€,chalet,"Las Zorreras - Monte Encinar, El Escorial",Casa independiente en calle de Poniente,Destacado,PONIENTE,Las Zorreras - Monte Encinar,,,,,True,True,independantHouse,
106401124,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/31/13/1281765786.webp,86,,890000.0,chalet,sale,300.0,,4,4,calle Rosa de Lima,Madrid,Las Rozas de Madrid,es,40.5501317,-3.9131382,False,https://www.idealista.com/inmueble/106401124/,"^**^EXCLUSIVO PAREADO A ESTRENAR EN LAS ROZAS DE MADRID, EFICIENCIA ENERGETICA, MEJORES CALIDADES Y MAXIMO CONFORT^**^ Este fabuloso chalet pareado a estrenar se encuentra en la prestigiosa urbanización de Las Rozas, una de las zonas más codiciadas de la localidad. Con 300 m² construidos, esta vivienda combina a la perfección diseño moderno y funcionalidad. La planta baja destaca por su amplio y luminoso salón con grandes ventanales que dan acceso directo al jardín, creando un espacio ideal para disfrutar de reuniones familiares o momentos de relax. El espacio para la cocina esta integrado al salón, perfecto para el día a día. Además, en esta planta encontramos un aseo para mayor comodidad. En la primera planta, los tres dormitorios se presentan como espacios amplios y llenos de luz natural, gracias a sus grandes ventanales. El dormitorio principal es una suite con baño privado con plato de ducha y vestidor, brindando un toque de exclusividad y confort. Los otros dos dormitorios, igualmente luminosos, comparten un baño completo, ideal para una familia. La última planta sorprende con una gran estancia abierta, que puede adaptarse a múltiples usos según las necesidades del propietario: un cuarto dormitorio con baño en suite, una sala de estar adicional o incluso una oficina o espacio de descanso. Desde aquí, se accede a una impresionante terraza con vistas panorámicas a la urbanización y sus alrededores. El sótano completa esta vivienda con una espaciosa estancia que puede ser utilizada como gimnasio o zona de ocio, junto con el cuarto de calderas. En este nivel también encontramos el acceso directo desde el garaje subterráneo, con dos plazas de aparcamiento amplias y privadas, proporcionando comodidad y seguridad. La vivienda está equipada con ventanas de alta gama Kommerling, persianas motorizadas y un avanzado sistema de climatización por suelo radiante y refrescante mediante aerotermia, con apoyo fotovoltaico, lo que garantiza un alto nivel de eficiencia energética y confort durante todo el año. La urbanización cerrada en la que se ubica cuenta con vigilancia 24 horas, ofreciendo tranquilidad y seguridad a sus residentes. Además, dispone de una piscina comunitaria y zonas comunes ajardinadas que invitan al disfrute y la desconexión. Respecto a su ubicación se encuentra en Las Rozas de Madrid, una de las áreas residenciales más exclusivas de la Comunidad de Madrid. Las Rozas es conocida por su excelente calidad de vida, su entorno natural y su oferta de servicios. Está muy bien conectada con el centro de Madrid, gracias a su cercanía con la A-6 y las conexiones de transporte público, incluyendo estaciones de tren de cercanías y líneas de autobús que facilitan el acceso rápido a la capital. Además, en las inmediaciones de la vivienda se encuentran colegios de prestigio, centros comerciales como Las Rozas Village y Heron City, así como una amplia oferta de ocio, restauración y áreas verdes. Las Rozas también es conocida por sus instalaciones deportivas de primer nivel, con campos de golf, centros hípicos y polideportivos cercanos. Esta vivienda es ideal para quienes buscan vivir en un entorno privilegiado, con todas las comodidades de una casa de lujo, en una zona tranquila pero bien comunicada, donde disfrutar tanto del confort como de la naturaleza. ^**^Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual^**^.",True,good,False,,2967.0,True,True,False,False,[],False,False,890000.0,€,chalet,"Club de Golf, Las Rozas de Madrid",Chalet pareado en calle Rosa de Lima,Destacado,,Club de Golf,Club de Golf,,,,True,True,semidetachedHouse,
107190796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/ea/8b/1323768728.webp,47,1,750000.0,flat,sale,107.0,True,2,2,paseo de la Infanta Isabel,Madrid,Madrid,es,40.409637,-3.6895164,False,https://www.idealista.com/inmueble/107190796/,"Descubre este encantador apartamento en el prestigioso barrio de Jerónimos, Retiro, Madrid. Con 107 m², esta propiedad ofrece un espacio ideal para disfrutar de la vida urbana. El apartamento está en proceso de reforma, asegurando un diseño moderno y funcional. Cuenta con 2 dormitorios y 2 baños, además de un balcón perfecto para relajarse. Las comodidades incluyen aire acondicionado, calefacción eléctrica, cocina equipada y armarios empotrados. También dispone de lavandería y es accesible para personas con movilidad reducida. Situado en un edificio clásico con portero y ascensor, brinda comodidad y seguridad. Este apartamento es una oportunidad única para personalizar tu hogar en una de las zonas más solicitadas de Madrid. No pierdas la oportunidad de vivir cerca del parque del Retiro y disfrutar de un entorno cultural y gastronómico inigualable. ¡Contacta para más información! El barrio de Jerónimos es, seguramente, el barrio más representativo y exclusivo de Madrid, situándose en el centro de la capital. Limita al este con las dos zonas verdes más conocidas de la capital: el Real Jardín Botánico y el parque del Retiro, con su lago, sus múltiples paseos interiores, estanques y frondosas arboledas. Son numerosos los monumentos y centros artísticos que encontramos en la zona, desde la puerta de Alcalá, pasando por las famosas plazas de Cibeles, Neptuno y de la Lealtad, hasta llegar al célebre Museo del Prado. Son también muchas las instituciones públicas que tienen su sede en este barrio, como el bellísimo Palacio de Comunicaciones del Ayuntamiento de Madrid, la Bolsa de Madrid o el Cuartel General de la Armada. La zona cuenta de igual forma con establecimientos hoteleros y de restauración del máximo nivel, como el Hotel Ritz o el conocido restaurante Horcher. El barrio dispone de las mejores comunicaciones, sumando al gran servicio de transportes de la ciudad (con el Metro y las líneas de autobús) la estación de Atocha, central del servicio de trenes de alta velocidad AVE así como de trenes de cercanías.",False,good,False,True,7009.0,False,False,False,False,[],False,False,750000.0,€,flat,"Jerónimos, Madrid",Piso en paseo de la Infanta Isabel,Destacado,c7050201-44d3-4598-ae57-53446b8a6a09,Retiro,Jerónimos,,,,,,,
107086254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/9f/96/1309733682.webp,41,,3350000.0,chalet,sale,630.0,,7,7,calle Paradores,Madrid,Madrid,es,40.4773703,-3.8319045,False,https://www.idealista.com/inmueble/107086254/,"Descubre esta impresionante casa de 630 m² situada en Casaquemada, Moncloa-Aravaca, Madrid.  Reformada recientemente, esta vivienda destaca por su diseño moderno y funcional. Cuenta con siete dormitorios y siete baños, perfectos para acomodar a una familia numerosa o disfrutar de espacios adicionales para invitados o actividades personales. La propiedad incluye una amplia cocina completamente equipada, techos altos que aportan luminosidad y amplitud, y una elegante biblioteca con vistas al salón, que añade un toque distintivo al diseño interior. En el exterior, encontrarás un jardín versátil con zonas de barbacoa y un pozo, diseñado para disfrutar durante todo el año gracias a sus distintas orientaciones. También dispone de una piscina privada actualizada, ideal para los días más cálidos, y una zona de gimnasio para mantener un estilo de vida saludable. Entre otras comodidades, la casa cuenta con armarios empotrados, trastero, bodega, fresquera y un garaje amplio, que garantizan funcionalidad y confort. Esta propiedad es una oportunidad única para vivir en una ubicación privilegiada, combinando lujo y comodidad en un entorno exclusivo. Casaquemada, en Moncloa-Aravaca, es un barrio residencial tranquilo y exclusivo, conocido por su ambiente familiar y su proximidad a amplias zonas verdes como la Casa de Campo. Con excelentes conexiones al centro de Madrid y acceso a servicios esenciales, ofrece una calidad de vida excepcional en un entorno equilibrado entre naturaleza y urbanismo.  ¡No pierdas la oportunidad de hacerla tuya!",False,good,False,,5317.0,False,False,False,False,[],False,False,3350000.0,€,chalet,"El Plantío, Madrid",Casa independiente en calle Paradores,Destacado,ec3656e0-888f-469c-a137-e86fbdc2dd63,Moncloa,El Plantío,,,,,,independantHouse,
108961048,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/da/b3/1360772150.webp,49,7,249900.0,flat,sale,106.0,True,3,2,calle de Belzunegui,Madrid,Madrid,es,40.3775377,-3.7379822,False,https://www.idealista.com/inmueble/108961048/,"Descubre este espacioso piso de 106 m² en el corazón de Puerta Bonita.  Con 3 dormitorios y 2 baños, esta vivienda es ideal para familias que buscan personalizar su hogar. Aunque requiere reforma, ofrece un potencial increíble con una terraza exterior y armarios empotrados que añaden funcionalidad. La cocina está equipada, lista para tus aventuras culinarias. El sistema de calefacción a gas promete calidez en los meses fríos. Situado en un edificio con ascensor, el acceso es cómodo y sin esfuerzo.  Perfectamente conectado y con vistas exteriores, este piso es una oportunidad para crear el hogar de tus sueños. Con todo tipo de trasporte público metro San Francisco a 2 minutos y Autobuses a Madrid 47, 108, 118, 121, 131, 155 y Autobús interurbano 485.",True,renew,False,True,2358.0,False,False,False,False,[],False,False,249900.0,€,flat,"Puerta Bonita, Madrid",Piso en calle de Belzunegui,Destacado,59d0ebcc-6c7d-4010-a979-f06e7a4144c0,Carabanchel,Puerta Bonita,,,,,,,
