propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,status,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,highlight.groupDescription,parkingSpace.parkingSpacePrice
108846928,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/c2/c9/1356849804.webp,BE_2º DCHA,19,2,791491.0,flat,sale,79.0,True,1,1,"de la Verónica, 13",Madrid,Madrid,Centro,es,Huertas-Cortes,40.4119003,-3.6942597,True,https://www.idealista.com/obra-nueva/108846928/,"¡No pierdas la oportunidad de vivir en el corazón de Madrid! Te presentamos una promoción exclusiva de viviendas de obra nueva en un edificio histórico completamente reformado en el centro de Madrid. Ubicación privilegiada: En pleno centro de Madrid, rodeado de los mejores restaurantes, tiendas y lugares de interés cultural. Excelente conexión con transporte público. Viviendas modernas y luminosas: Apartamentos de 1, 2 y 3 dormitorios, con diseño contemporáneo y acabados de alta calidad. Amplios ventanales que permiten la entrada de luz natural. Cocinas totalmente equipadas con electrodomésticos de última generación. Servicios exclusivos: Patio interior ajardinado: Un oasis de tranquilidad en el corazón de la ciudad.  Spa: Relájate y desconecta en nuestro exclusivo spa. ¡No esperes más y reserva tu vivienda de ensueño en el centro de Madrid Información adicional: Entrega prevista: 30/01/2026  Precios desde: €  Para más información y visitas, contacta con nosotros.",False,True,True,False,10019.0,True,False,False,False,[],False,False,791491.0,€,flat,"Huertas-Cortes, Madrid","Piso en de la Verónica, 13",,,,,,
108045522,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/92/ce/1335218548.webp,BAJA 106,17,bj,320000.0,flat,sale,54.0,True,1,1,"Toscana, 4",Madrid,Galapagar,Parquelagos - Puente Nuevo,es,,40.6004816,-3.9678272,True,https://www.idealista.com/obra-nueva/108045522/,"¡Obra nueva en marcha en Parquelagos! Últimas viviendas disponibles – Apartamentos turísticos con altas calidades y zonas comunes de ensueño Exclusiva promoción de 35 apartamentos turísticos (Categoría 1 Llave) en la Urbanización de Parquelagos, rodeados de naturaleza y a solo 30 min de Madrid.  Obra ya iniciada – ¡No pierdas la oportunidad! ✨ Bloque en venta orientado al sur, con viviendas en planta baja accesibles y dúplex con bajo cubierta. � Urbanización privada de 5.900 m² con piscina, pádel, gimnasio exterior, zonas ajardinadas, lavandería y servicios de vending. � Seguridad con videovigilancia, conserje y acceso controlado. � Calidades premium: Aerotermia + suelo radiante y refrescante Carpintería PVC con Climalit y persianas motorizadas Cocina con encimera de cuarzo y diseño moderno Domótica (clima, persianas, luces desde el móvil) Vídeoportero, cerradura inteligente y preinstalación de alarma Preinstalación para coche eléctrico � Últimas viviendas disponibles. Ideal como inversión o segunda residencia. ¡Contacta ya!",False,True,True,False,5926.0,True,False,False,False,[],False,False,320000.0,€,flat,"Parquelagos - Puente Nuevo, Galapagar","Piso en Toscana, 4",newdevelopment,,,,,
106166909,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/a0/2f/1274533040.webp,2º A (dúplex),30,2,920000.0,penthouse,sale,159.0,True,3,3,"pasaje del Sur, 2",Madrid,Pozuelo de Alarcón,Zona Pueblo,es,Zona Pueblo,40.4426398,-3.8131022,True,https://www.idealista.com/obra-nueva/106166909/,"OBRAS INICIADAS. Obra nueva Residencial Pasaje del Sur, pisos de 3 habitaciones, amplios jardines y terrazas, piscina comunitaria. Residencial Pasaje del Sur es un exclusivo edificio de obra nueva que consta de 9 viviendas, con varias tipologías: - Bajos de 3 habitaciones, 2 baños y amplios jardines de uso privativo desde 85 hasta 120 metros cuadrados. - Primeros de 3 habitaciones, 2 baños y amplias terrazas. - Segundo de 3 habitaciones, 2 baños y una terraza de grandes dimensiones. - Áticos (dúplex, en planta segunda y ático) de 3 habitaciones, 2 baños, aseo de cortesía y terrazas con vistas panorámicas. Cada una de las viviendas incluye una plaza de garaje y un trastero, con posibilidad de adquirir una segunda plaza. Las zonas comunes incluyen una sala comunitaria y una piscina exterior. La promoción tiene un cuidado diseño que combina estética, alta calidad de materiales y funcionalidad con domótica integrada, y un sistema constructivo que posibilita un aprovechamiento óptimo del espacio en todas las estancias. La climatización de las viviendas será mediante sistema de aerotermia frío-calor que se distribuye por suelo radiante. Las viviendas cuentan con la máxima certificación energética, siendo “A” en proyecto. El proyecto contempla la ampliación de Pasaje del Sur, que pasará a comunicar la calle Guía con la calle Fuente de la Salud, según prevé el PGOU de Pozuelo de Alarcón. La promoción tiene una localización privilegiada, se ubica en una calle muy tranquila en un entorno totalmente consolidado, a escasos 2 minutos andando del Parque Fuente de la Salud y de Camino de las Huertas. Cuenta con gran oferta de servicios a los que acceder andando, como centros educativos (Kensington School, Liceo Sorolla, Escuelas Pías San Fernando, San José de Cluny), supermercados, tiendas, restaurantes, zonas verdes, centro comercial El Torreón, etc. Las viviendas están muy bien comunicadas, con fácil acceso a la A-6, M-40, M-515 y M-503.",False,True,True,False,5786.0,True,False,False,False,[],False,False,920000.0,€,flat,"Zona Pueblo, Pozuelo de Alarcón","Ático en pasaje del Sur, 2",newdevelopment,True,True,penthouse,,
108625159,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/04/34/1350312231.webp,Atico C,17,4,390000.0,duplex,sale,109.0,True,3,3,"avenida Reyes Católicos, 4",Madrid,Valdemoro,Hospital,es,,40.1950817,-3.6958604,True,https://www.idealista.com/obra-nueva/108625159/,"Promoción exclusiva de viviendas en solar situado en la Avda. de los Reyes Católicos nº 4 del término municipal de Valdemoro (Madrid), a escasos 500 m del Hospital Universitario Infanta Elena y del Colegio Nobelis. Zona totalmente consolidada en cuanto a dotaciones e infraestructuras. En el entorno más cercano encontramos todo tipo de servicios, colegios, institutos, supermercados, centros de ocio y deportivos, líneas 7 y 428 de autobuses interurbanos, entidades financieras… convirtiendo a este moderno proyecto inmobiliario en un punto de referencia en esta nueva zona de expansión a tan sólo 35 km de la capital, zona Hospital. Contamos con 17 viviendas de 2 y 3 dormitorios. De ellas, tres son bajos con jardín y cuatro son áticos-dúplex con amplias terrazas de más de 20 m2 estratégicamente orientadas. Todas las viviendas cuentan con terraza exterior, tendedero, trastero y plaza de garaje (en función de la disponibilidad, además, se podrá adquirir una segunda). Únicas viviendas disponibles, se trata de un espectacular ático de dos dormitorios con orientación oeste con más de 30 metros de terraza. Los áticos siguen siendo tendencia, sobre todo con la llegada del buen tiempo, ya que te permite disfrutar del aire libre con total privacidad. Edificio moderno, innovador, dotado de las últimas tecnologías en cuanto a eficiencia energética: Aerotermia, suelos radiantes en invierno y refrescantes en verano, sistema de ventilación individual de doble flujo que permite renovar el aire interior y recuperar el calor dan un plus de valor a los propietarios de este residencial invirtiendo en calidad de vida y sostenibilidad con el medio ambiente. Edificio Córcega, además cuenta con una espectacular lámina de agua situada en la azotea de edificio.",False,True,True,False,3578.0,True,False,False,False,[],False,False,390000.0,€,flat,"Hospital, Valdemoro","Dúplex en avenida Reyes Católicos, 4",newdevelopment,True,True,duplex,,
108392003,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/0f/06/1342744013.webp,2 BAJ B,18,bj,749000.0,flat,sale,108.0,True,2,2," de San Enrique, 3",Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.4563269,-3.7010997,True,https://www.idealista.com/obra-nueva/108392003/,"Un lugar que te cambiará la vida.   Magnífico conjunto residencial de Darya Homes en una de las zonas con más proyección de Madrid.    Serentia Gardens es un proyecto de 1 dormitorio con impresionantes zonas comunes, firmado por los arquitectos Cano y Escario, y certificación de sostenibilidad BREEAM.   Una ubicación imbatible, entre Cuzco y Azca, a 10 minutos del Bernabéu.   Zonas comunes:   - Jardín con piscina  - Piscina en azotea con sauna  - Coworking  - Gimnasio  - Sala de cine  - Huertos urbanos  - Garaje Viviendas con amplios ventanales, completamente equipadas con materiales y electrodomésticos de primer nivel.",False,True,True,False,6935.0,True,False,False,False,[],False,False,749000.0,€,flat,"Cuatro Caminos, Madrid","Piso en de San Enrique, 3",newdevelopment,,,,,
106081610,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/f0/54/1285794113.webp,2B BJ,70,bj,216300.0,flat,sale,64.0,True,1,1,"Torote, 2",Madrid,Soto del Real,,es,,40.7518457,-3.790015,True,https://www.idealista.com/obra-nueva/106081610/,"LEODOMUS REALTORS VENDE sobre plano una nueva promoción de DIEZ viviendas proyectada en pleno corazón de Soto del Real. Las fotografías del interior son de una promoción recién terminada en otro municipio con los mismos acabados. Zona tranquila, con buenos vecinos y bien comunicada por carretera y autobuses, ¿Qué más se puede pedir a Soto del Real? UNA ESTACIÓN DE TREN QUE LLEGARÁ A MEDIADOS DE 2025. Los pisos serán dotados de máximas calidades que otorgarán una calificación energética de doble A (tanto en consumos como en emisiones) para que, disfrutando de un máximo confort, el gasto económico de los suministros sea mínimo para los propietarios. Sistema de climatización por Aerotermia, placas solares, SATE, etc. DISPONEMOS DE MEMORIA DE CALIDADES PARA SU CONSULTA. LAS CALIDADES SON DEMOSTRABLES TOMANDO COMO REFERENCIA LA ÚLTIMA PROMOCIÓN YA CONSTRUÍDA Y VENDIDA.",False,True,True,False,3380.0,True,False,False,False,[],False,False,216300.0,€,flat,Soto del Real,"Piso en Torote, 2",newdevelopment,,,,,
106166865,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/a0/2f/1274533040.webp,1º C,29,1,750000.0,flat,sale,122.0,True,3,2,"pasaje del Sur, 2",Madrid,Pozuelo de Alarcón,Zona Pueblo,es,Zona Pueblo,40.4426398,-3.8131022,True,https://www.idealista.com/obra-nueva/106166865/,"OBRAS INICIADAS. Obra nueva Residencial Pasaje del Sur, pisos de 3 habitaciones, amplios jardines y terrazas, piscina comunitaria. Residencial Pasaje del Sur es un exclusivo edificio de obra nueva que consta de 9 viviendas, con varias tipologías: - Bajos de 3 habitaciones, 2 baños y amplios jardines de uso privativo desde 85 hasta 120 metros cuadrados. - Primeros de 3 habitaciones, 2 baños y amplias terrazas. - Segundo de 3 habitaciones, 2 baños y una terraza de grandes dimensiones. - Áticos (dúplex, en planta segunda y ático) de 3 habitaciones, 2 baños, aseo de cortesía y terrazas con vistas panorámicas. Cada una de las viviendas incluye una plaza de garaje y un trastero, con posibilidad de adquirir una segunda plaza. Las zonas comunes incluyen una sala comunitaria y una piscina exterior. La promoción tiene un cuidado diseño que combina estética, alta calidad de materiales y funcionalidad con domótica integrada, y un sistema constructivo que posibilita un aprovechamiento óptimo del espacio en todas las estancias. La climatización de las viviendas será mediante sistema de aerotermia frío-calor que se distribuye por suelo radiante. Las viviendas cuentan con la máxima certificación energética, siendo “A” en proyecto. El proyecto contempla la ampliación de Pasaje del Sur, que pasará a comunicar la calle Guía con la calle Fuente de la Salud, según prevé el PGOU de Pozuelo de Alarcón. La promoción tiene una localización privilegiada, se ubica en una calle muy tranquila en un entorno totalmente consolidado, a escasos 2 minutos andando del Parque Fuente de la Salud y de Camino de las Huertas. Cuenta con gran oferta de servicios a los que acceder andando, como centros educativos (Kensington School, Liceo Sorolla, Escuelas Pías San Fernando, San José de Cluny), supermercados, tiendas, restaurantes, zonas verdes, centro comercial El Torreón, etc. Las viviendas están muy bien comunicadas, con fácil acceso a la A-6, M-40, M-515 y M-503.",False,True,True,False,6148.0,True,False,False,False,[],False,False,750000.0,€,flat,"Zona Pueblo, Pozuelo de Alarcón","Piso en pasaje del Sur, 2",newdevelopment,True,True,,,
108241687,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/b3/c1/1338198166.webp,Bloque 3 -2D,19,2,332135.0,flat,sale,47.0,True,1,1," Eras de Móstoles, 11",Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,,40.4452713,-4.0026138,True,https://www.idealista.com/obra-nueva/108241687/,"M&M Inmobiliaria comercializa este moderno proyecto de 39 viviendas. Diseño y comodidad en uno de los ayuntamientos con mayor calidad de vida y renta per cápita de España. El proyecto inmobiliario del Edificio Eras 33, en Villanueva de la Cañada, representa una opción inmejorable para aquellas personas que buscan una vivienda de calidad o para los inversores que buscan alternativas rentables y de futuro en el mercado inmobiliario. Porque si algo caracteriza al Edificio Eras 33 es su privilegiada localización en combinación con un proyecto constructivo moderno y funcional. Villanueva de la Cañada es hoy uno de los municipios de la Comunidad de Madrid más atractivos por su calidad de vida y la amplia oferta de servicios con la que cuenta. La estética contemporánea del conjunto se apoya en el diseño sobrio y elegante de las fachadas. Los amplios ventanales de los pisos permiten además el paso de la luz natural a las distintas estancias, lo que refuerza la identidad de cada vivienda. En el interior, el proyecto ha cuidado al extremo el aprovechamiento de los espacios para ofrecer a los futuros propietarios todo lo que esperan: 1 o 2 habitaciones, salón, cocina, baños, espacios de almacenamiento… En esta misma línea, en la construcción de las viviendas se aplican altos estándares de calidad, con soluciones sostenibles y ecoeficientes, lo que dotará a cada piso de una calificación energética CLASE A. Por último, el edificio cuenta con una planta para garajes, así como con 400 metros cuadrados de zonas ajardinadas comunitarias al servicio de los vecinos. En definitiva, un proyecto inmobiliario de alto nivel en un ayuntamiento emergente. PRODUCCION DE AGUA CALIENTE Y CALEFACCION La producción de agua caliente sanitaria es mediante sistema de aerotermia de alta eficacia y bajo consumo energético. Distribución de calor por sistema e suelo radiante, con termostatos programables por zonas. Este sistema invisible y limpio facilita el aprovechamiento al máximo de los espacios, proporcionando mayor confort, eficiencia y ahorro energético. También lleva instalado sistema de refrescamiento, de manera que en épocas de más calor, el suelo ayuda a refrescar y regular la temperatura de las estancias. Se incluye la preinstalación para equipos de aire acondicionado para cada vivienda, con la previsión de la maquinaria bajo cubierta. CALIFICACION ENERGETICA La edificación tiene calificación energética CLASE A lo que supone una disminución de las emisiones de CO2 y una reducción significativa de la demanda energética de la edificación (calefacción y agua caliente sanitaria). PERSONALIZA TU VIVIENDA Eras 33 te ofrece la posibilidad de adaptar la vivienda a tus necesidades, mediante paquetes opcionales, totalmente personalizado para mejorar tu confort • Equipamiento de electrodomésticos (placa de inducción, microondas con grill, combi y lavavajillas) • Mampara de ducha • Cerradura electrónica y con acceso remoto • Motorización de persianas • Armario con distribución versátil y personalizada en salón (espacio para ropa, bicicletas, cama supletoria, librería.) • Iluminación • Kit de lavandería en baño (mueble y lavadora-secadora) • Mueble lavabo/espejo.",True,True,True,False,7067.0,True,False,False,False,[],False,False,332135.0,€,flat,"Villanueva de la Cañada, Villanueva de la Cañada","Piso en Eras de Móstoles, 11",,True,True,,,
108045656,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/aa/eb/1335218723.webp,1º 211,17,1,280000.0,duplex,sale,59.0,True,1,2,"Toscana, 4",Madrid,Galapagar,Parquelagos - Puente Nuevo,es,,40.6004816,-3.9678272,True,https://www.idealista.com/obra-nueva/108045656/,"¡Obra nueva en marcha en Parquelagos! Últimas viviendas disponibles – Apartamentos turísticos con altas calidades y zonas comunes de ensueño Exclusiva promoción de 35 apartamentos turísticos (Categoría 1 Llave) en la Urbanización de Parquelagos, rodeados de naturaleza y a solo 30 min de Madrid.  Obra ya iniciada – ¡No pierdas la oportunidad! ✨ Bloque en venta orientado al sur, con viviendas en planta baja accesibles y dúplex con bajo cubierta. � Urbanización privada de 5.900 m² con piscina, pádel, gimnasio exterior, zonas ajardinadas, lavandería y servicios de vending. � Seguridad con videovigilancia, conserje y acceso controlado. � Calidades premium: Aerotermia + suelo radiante y refrescante Carpintería PVC con Climalit y persianas motorizadas Cocina con encimera de cuarzo y diseño moderno Domótica (clima, persianas, luces desde el móvil) Vídeoportero, cerradura inteligente y preinstalación de alarma Preinstalación para coche eléctrico � Últimas viviendas disponibles. Ideal como inversión o segunda residencia. ¡Contacta ya!",False,True,True,False,4746.0,True,False,False,False,[],False,False,280000.0,€,flat,"Parquelagos - Puente Nuevo, Galapagar","Dúplex en Toscana, 4",newdevelopment,,,duplex,,
105743769,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/a6/b7/1261728132.webp,Bloque 1 -1B,16,1,325435.0,flat,sale,47.0,True,1,1," Eras de Móstoles, 11",Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,,40.4452713,-4.0026138,True,https://www.idealista.com/obra-nueva/105743769/,"M&M Inmobiliaria comercializa este moderno proyecto de 39 viviendas. Diseño y comodidad en uno de los ayuntamientos con mayor calidad de vida y renta per cápita de España. El proyecto inmobiliario del Edificio Eras 33, en Villanueva de la Cañada, representa una opción inmejorable para aquellas personas que buscan una vivienda de calidad o para los inversores que buscan alternativas rentables y de futuro en el mercado inmobiliario. Porque si algo caracteriza al Edificio Eras 33 es su privilegiada localización en combinación con un proyecto constructivo moderno y funcional. Villanueva de la Cañada es hoy uno de los municipios de la Comunidad de Madrid más atractivos por su calidad de vida y la amplia oferta de servicios con la que cuenta. La estética contemporánea del conjunto se apoya en el diseño sobrio y elegante de las fachadas. Los amplios ventanales de los pisos permiten además el paso de la luz natural a las distintas estancias, lo que refuerza la identidad de cada vivienda. En el interior, el proyecto ha cuidado al extremo el aprovechamiento de los espacios para ofrecer a los futuros propietarios todo lo que esperan: 1 o 2 habitaciones, salón, cocina, baños, espacios de almacenamiento… En esta misma línea, en la construcción de las viviendas se aplican altos estándares de calidad, con soluciones sostenibles y ecoeficientes, lo que dotará a cada piso de una calificación energética CLASE A. Por último, el edificio cuenta con una planta para garajes, así como con 400 metros cuadrados de zonas ajardinadas comunitarias al servicio de los vecinos. En definitiva, un proyecto inmobiliario de alto nivel en un ayuntamiento emergente. PRODUCCION DE AGUA CALIENTE Y CALEFACCION La producción de agua caliente sanitaria es mediante sistema de aerotermia de alta eficacia y bajo consumo energético. Distribución de calor por sistema e suelo radiante, con termostatos programables por zonas. Este sistema invisible y limpio facilita el aprovechamiento al máximo de los espacios, proporcionando mayor confort, eficiencia y ahorro energético. También lleva instalado sistema de refrescamiento, de manera que en épocas de más calor, el suelo ayuda a refrescar y regular la temperatura de las estancias. Se incluye la preinstalación para equipos de aire acondicionado para cada vivienda, con la previsión de la maquinaria bajo cubierta. CALIFICACION ENERGETICA La edificación tiene calificación energética CLASE A lo que supone una disminución de las emisiones de CO2 y una reducción significativa de la demanda energética de la edificación (calefacción y agua caliente sanitaria). PERSONALIZA TU VIVIENDA Eras 33 te ofrece la posibilidad de adaptar la vivienda a tus necesidades, mediante paquetes opcionales, totalmente personalizado para mejorar tu confort • Equipamiento de electrodomésticos (placa de inducción, microondas con grill, combi y lavavajillas) • Mampara de ducha • Cerradura electrónica y con acceso remoto • Motorización de persianas • Armario con distribución versátil y personalizada en salón (espacio para ropa, bicicletas, cama supletoria, librería.) • Iluminación • Kit de lavandería en baño (mueble y lavadora-secadora) • Mueble lavabo/espejo.",True,True,True,False,6924.0,True,False,False,False,[],False,False,325435.0,€,flat,"Villanueva de la Cañada, Villanueva de la Cañada","Piso en Eras de Móstoles, 11",,True,True,,,
