propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
108819549,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/3d/1b/1356065883.webp,2110/21100022/178,39,4,247500.0,flat,sale,72.0,True,3,1,Barrio Opañel,Madrid,Madrid,Carabanchel,es,Opañel,40.3896372,-3.719335,False,https://www.idealista.com/inmueble/108819549/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 4 de un edificio residencial y cuenta con terraza.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Opanel, Carabanchel (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Plaza Eliptica y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es La Via-Plaza Eliptica y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen 3 farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 2 supermercados, una lavandería, una oficina de correos.  La zona cuenta con una amplia oferta de entretenimiento con un gimnasio, 17 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, 3 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-40, Plaza Eliptica y la Calle de la Via. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 01/01/2032 Renta mensual actual: 1.150€ Rentabilidad estimada: 5.6% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,3438.0,True,False,True,False,[],False,False,247500.0,€,flat,"Opañel, Madrid",Piso,,,,,
108216123,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/3b/cf/1358961168.webp,TIPO 3 - 1ª,8,1,294100.0,flat,sale,75.0,True,2,2,"Calle Maricara, 13",Madrid,Madrid,Villaverde,es,Butarque,40.3391902,-3.6789711,True,https://www.idealista.com/obra-nueva/108216123/,"Mirador de Villaverde es un proyecto único de 27 viviendas en PROMOCION DIRECTA.  PRECIO CERRADO, NO COOPERATIVA Cuenta con LICENCIA DE OBRAS.  Se trata de un conjunto residencial de diseño elegante y moderno formado por 27 viviendas de 2 DORMITORIOS y 2 baños, con PLAZA DE GARAJE y TRASTERO incluidos en el precio.  CERCANIA AL CENTRO DE MADRID: a tan sólo 20 minutos de la estación de Atocha en transporte público y a 15 minutos de la Plaza de Legazpi. Mirador de Villaverde ofrece ESPACIOS COMUNES ÚNICOS diseñados para el disfrute, un oasis que invita a la tranquilidad en el que disfrutarán de:  -Piscina. -Sala comunitaria. -Zona independiente para el estacionamiento de bicicletas. -Distintos ambientes en las zonas ajardinadas. -Videoportero y dos ascensores con acceso a todas las plantas -La iluminación de las zonas comunes estará dotada de sensores de presencia que garantizarán un consumo eficiente. -Preinstalación de recarga de coches eléctricos en las plazas de garaje. Las viviendas contarán con ALTA EFICIENCIA ENERGÉTICA gracias al aislamiento de la envolvente del edificio y al innovador y eficiente sistema de climatización y agua caliente mediante AEROTERMIA INDIVIDUAL.  La promoción se encuentra en una ubicación inmejorable en la zona nueva de Butarque, un barrio joven en plena expansión en el que disfrutar de un entorno natural ideal para el paseo y el deporte al aire libre, con todo tipo de servicios a su alcance (colegios, comercios, centro de salud, parques, etc. ).  El barrio de Butarque cuenta con fantásticas conexiones por carretera y transporte público con el centro de Madrid. Mirador de Villaverde además está sito junto a varias paradas de autobús, a tan sólo 10 minutos de la estación de cercanías de la línea C3 y próxima a las principales carreteras que conectan el barrio de Butaque con Madrid Centro (M40, M30 y A4).",False,newdevelopment,True,True,3921.0,True,False,False,False,[],False,False,294100.0,€,flat,"Butarque, Madrid","Piso en Calle Maricara, 13",False,True,True,,
108396918,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/50/4a/1342966931.webp,2201/22010039/295,29,1,454500.0,flat,sale,101.0,True,2,2,Barrio Canillejas,Madrid,Madrid,San Blas,es,Canillejas,40.4404181,-3.6089782,False,https://www.idealista.com/inmueble/108396918/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 2 baños. Se encuentra en la planta 1 de un edificio residencial y cuenta con ascensor, piscina, trastero y aire acondicionado.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción central.  Se encuentra ubicado en Canillejas, San Blas. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Intercambiador de Canillejas y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es San Mariano-Canal del Bosforo y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 610 metros, la farmacia más cercana se encuentra a 130 metros. Además, a menos de 500 metros también puedes encontrar 2 supermercados, 2 bancos, una oficina de correos.  La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, un teatro, 9 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Nordeste, Avenida de Luis Aragones y la Avenida de Logrono. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 22/12/2028 Renta mensual actual: 1.111€ Rentabilidad estimada: 2.9% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,True,4500.0,True,False,True,False,[],False,False,454500.0,€,flat,"Canillejas, Madrid",Piso,,,,,
108107144,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/42/02/1334037397.webp,3-A,8,3,380000.0,flat,sale,62.0,False,1,1,"calle Navarra, 16",Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4537389,-3.7040362,True,https://www.idealista.com/obra-nueva/108107144/,"Promoción de 20 viviendas en c/ Navarra, en pleno corazón del Barrio de Tetuán, una de las zonas más conectadas, vibrantes y en transformación de Madrid. Ideal tanto para jóvenes que buscan su primera vivienda como para inversores que apuestan por una ubicación estratégica y en auge. A escasos minutos de Cuatro Caminos, Nuevos Ministerios y del espectacular nuevo Estadio Santiago Bernabéu, este enclave ofrece una combinación perfecta entre tradición y modernidad, con toda clase de servicios disponibles, y todo ello en un entorno joven, dinámico y con una revalorización inmobiliaria asegurada. Conectividad total: Metro (L1, L2, L6 y L10) Cercanías en Nuevos Ministerios Múltiples líneas de autobús Fácil acceso a M-30 y A-6 Tanto si buscas tu primera vivienda en Madrid como si quieres invertir en una zona con gran proyección y alta demanda de alquiler, Abauco Tetuán es tu sitio. ¡Seguimos construyendo sueños!",False,newdevelopment,True,True,6129.0,True,False,False,False,[],False,False,380000.0,€,flat,"Bellas Vistas, Madrid","Piso en calle Navarra, 16",False,,,,
106191648,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/64/a6/1281500174.webp,106191648,6,2,180000.0,flat,sale,82.0,True,2,1,"avenida de Berlin, 25",Madrid,Coslada,Ciudad 70,es,,40.4156853,-3.5454158,True,https://www.idealista.com/inmueble/106191648/,"INMUEBLE OKUPADO, NO SE PUEDE VISITAR, NO DISFRUTA DE FINANCIACION. PROPIO PARA INVERSORES. DISPONEMOS DE UNA AMPLIA CARTERA DE INMUEBLES OKUPADOS, ALQUILADOS, DEUDA, CESIONES DE REMATE, EN MÁLAGA Y EN TODA ESPAÑA. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, Su población es de 3 332 035 habitantes (INE 2023), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",True,good,False,True,2195.0,True,False,False,False,[],False,False,180000.0,€,flat,"Ciudad 70, Coslada","Piso en avenida de Berlin, 25",,,,,
108825429,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/6e/23/1356229175.webp,2110/21100022/167,48,5,1070000.0,penthouse,sale,157.0,True,4,2,Barrio Delicias,Madrid,Madrid,Arganzuela,es,Delicias,40.3962924,-3.6843918,False,https://www.idealista.com/inmueble/108825429/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente ático de 4 dormitorios y 2 baños. Se encuentra en la planta 5 de un edificio residencial y cuenta con ascensor, terraza, garaje, piscina, trastero y aire acondicionado.  La vivienda se distribuye en 4 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Delicias, Arganzuela (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Mendez Alvaro y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Tierno Galvan-Planetario y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos. Además, a menos de 500 metros también puedes encontrar 2 supermercados, 2 bancos, 2 comisarías de policía.  La zona cuenta con una amplia oferta de entretenimiento con un teatro, un gimnasio, 14 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Avenida de la Paz, Avenida del Planetario y la Calle de Mendez Alvaro. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 29/10/2027 Renta mensual actual: 2.179€ Rentabilidad estimada: 2.4% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,True,6815.0,True,False,True,False,[],False,False,1070000.0,€,flat,"Delicias, Madrid",Ático,,True,True,penthouse,
108216178,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/ce/68/1358960417.webp,TIPO 4 - 2ª,8,2,309200.0,flat,sale,73.0,True,2,2,"Calle Maricara, 13",Madrid,Madrid,Villaverde,es,Butarque,40.3391902,-3.6789711,True,https://www.idealista.com/obra-nueva/108216178/,"Mirador de Villaverde es un proyecto único de 27 viviendas en PROMOCION DIRECTA.  PRECIO CERRADO, NO COOPERATIVA Cuenta con LICENCIA DE OBRAS.  Se trata de un conjunto residencial de diseño elegante y moderno formado por 27 viviendas de 2 DORMITORIOS y 2 baños, con PLAZA DE GARAJE y TRASTERO incluidos en el precio.  CERCANIA AL CENTRO DE MADRID: a tan sólo 20 minutos de la estación de Atocha en transporte público y a 15 minutos de la Plaza de Legazpi. Mirador de Villaverde ofrece ESPACIOS COMUNES ÚNICOS diseñados para el disfrute, un oasis que invita a la tranquilidad en el que disfrutarán de:  -Piscina. -Sala comunitaria. -Zona independiente para el estacionamiento de bicicletas. -Distintos ambientes en las zonas ajardinadas. -Videoportero y dos ascensores con acceso a todas las plantas -La iluminación de las zonas comunes estará dotada de sensores de presencia que garantizarán un consumo eficiente. -Preinstalación de recarga de coches eléctricos en las plazas de garaje. Las viviendas contarán con ALTA EFICIENCIA ENERGÉTICA gracias al aislamiento de la envolvente del edificio y al innovador y eficiente sistema de climatización y agua caliente mediante AEROTERMIA INDIVIDUAL.  La promoción se encuentra en una ubicación inmejorable en la zona nueva de Butarque, un barrio joven en plena expansión en el que disfrutar de un entorno natural ideal para el paseo y el deporte al aire libre, con todo tipo de servicios a su alcance (colegios, comercios, centro de salud, parques, etc. ).  El barrio de Butarque cuenta con fantásticas conexiones por carretera y transporte público con el centro de Madrid. Mirador de Villaverde además está sito junto a varias paradas de autobús, a tan sólo 10 minutos de la estación de cercanías de la línea C3 y próxima a las principales carreteras que conectan el barrio de Butaque con Madrid Centro (M40, M30 y A4).",False,newdevelopment,True,True,4236.0,True,False,False,False,[],False,False,309200.0,€,flat,"Butarque, Madrid","Piso en Calle Maricara, 13",False,True,True,,
108396842,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/36/4e/1342965190.webp,2201/22010039/311,22,bj,206500.0,studio,sale,33.0,True,0,1,Barrio Valdezarza,Madrid,Madrid,Moncloa,es,Valdezarza,40.4642192,-3.7234839,False,https://www.idealista.com/inmueble/108396842/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente estudio de 1 dormitorio y 1 baño. Se encuentra en la planta baja de un edificio residencial y cuenta con ascensor y piscina.  La vivienda se distribuye en 1 dormitorio, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Valdezarza, Moncloa - Aravaca (Noroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Valdezarza y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Antonio Machado-Sinesio Delgado y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a 580 metros, existen 2 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados, 6 bancos.  La zona cuenta con una amplia oferta de entretenimiento con 11 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Calle de Sinesio Delgado y la Calle Valle de Mena. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 19/06/2031 Renta mensual actual: 841€ Rentabilidad estimada: 4.9% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,True,6258.0,True,False,True,False,[],False,False,206500.0,€,flat,"Valdezarza, Madrid",Estudio,,,,studio,
108922921,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/ca/56/1359044561.webp,2110/21100022/423,27,1,627000.0,flat,sale,131.0,True,3,2,Barrio Gaztambide,Madrid,Madrid,Chamberí,es,Gaztambide,40.4295794,-3.7138498,False,https://www.idealista.com/inmueble/108922921/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 2 baños. Se encuentra en la planta 1 de un edificio residencial y cuenta con terraza.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción individual.  Se encuentra ubicado en Gaztambide, Chamberi. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es San Bernardo y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Santa Cruz Marcenado y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 730 metros, el hospital más cercano se encuentra a 480 metros, existen 10 farmacias a menos de 300 metros, existen 4 universidades a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 9 supermercados, 25 bancos, 3 oficinas de correos.  La zona cuenta con una amplia oferta de entretenimiento con 6 bibliotecas, un cine, 2 teatros, 3 gimnasios, 5 parques, un centro cultural, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Calle de Alberto Aguilera y la Calle de San Bernardo. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 07/09/2028 Renta mensual actual: 1.620€ Rentabilidad estimada: 3.1% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,False,4786.0,True,False,True,False,[],False,False,627000.0,€,flat,"Gaztambide, Madrid",Piso,,,,,
108445919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/6b/6c/1345108554.webp,2201/22010002/1,32,2,198000.0,flat,sale,86.0,True,3,1,Juan de Austria,Madrid,Alcalá de Henares,Juan de Austria,es,,40.4849105,-3.3559106,False,https://www.idealista.com/inmueble/108445919/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 2 de un edificio residencial.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Juan de Austria, Noreste de Alcala de Henares. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Avenida de Valladolid y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 610 metros, existen 4 farmacias a menos de 300 metros, el colegio más cercano se encuentra a 260 metros. Además, a menos de 500 metros también puedes encontrar 7 supermercados, 9 bancos, una lavandería.  La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, 7 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la A-2, Via Complutense y la Carretera Alcala-Loeches. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 28/08/2029 Renta mensual actual: 844€ Rentabilidad estimada: 5.1% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,2302.0,True,False,True,False,[],False,False,198000.0,€,flat,"Juan de Austria, Alcalá de Henares",Piso,,,,,
