propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
108590008,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/d2/ae/1349310910.webp,3ºA,5,3,687590.0,duplex,sale,127.0,True,2,2,"calle EL CHARCO, 37",Madrid,Leganés,Centro,es,Casco Antiguo,40.32917,-3.7691065,True,https://www.idealista.com/obra-nueva/108590008/,"Viviendas de calidad en la zona centro de Leganés a un precio asequible. Una inversión más que rentable. Promoción inmobiliaria en régimen de Comunidad de Bienes que abarata las viviendas al ser los compradores los auto promotores de su vivienda. No existe promotora como tal y por tanto ello representa un importante ahorro. WARWIK LEGANÉS CENTRO es una promoción de 7 viviendas de 2 dormitorios, 2 baños, con 2 plazas de garaje, trastero y terrazas o balcones, en un edificio residencial de diseño moderno y localización inmejorable y privilegiada, al lado de la estación CENTRAL de tren y metro, del centro de salud, de la residencia para mayores, de la Plaza Mayor, del Ayuntamiento, de la universidad, de tiendas y supermercados, todo ello a 5 minutos andando. Las viviendas se distribuyen en tres plantas y bajo cubierta tipo dúplex. La planta baja y patio interior permiten un número limitado de garajes y trasteros. El resto de las plazas de garaje se ubican en el aparcamiento de la Plaza Mayor, a 200 metros de distancia. El interior de las viviendas se caracteriza por su distribución inteligente pensada para las familias de hoy en día. Espacios amplios y bien aprovechados, luz natural por todas partes y unos acabados de calidad.  Las terrazas y balcones dotan de luminosidad y ventilación a las viviendas. Características básicas: Edificio de nueva planta con ascensor. Pisos y Áticos Dúplex, todos de 2 habitaciones, 2 baños y 2 plazas de garaje incluidas en el precio.",False,newdevelopment,True,True,5414.0,True,False,False,False,[],False,False,687590.0,€,flat,"Casco Antiguo, Leganés","Dúplex en calle El Charco, 37",False,True,True,duplex,
108801826,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/b6/06/1355556147.webp,1A,6,1,398000.0,flat,sale,117.0,True,3,2,"calle Girasoles, 67",Madrid,Fuenlabrada,Universidad - Hospital,es,,40.2923704,-3.8261068,True,https://www.idealista.com/obra-nueva/108801826/,"Promoción formada por viviendas de 3 dormitorios, áticos dúplex con grandes terrazas, bajos con terraza y piscina. Las viviendas están diseñadas para ofrecer la máxima calidad de vida, y aprovechar al máximo la luz natural, cuenta con acabados de alta calidad, cocinas modernas e incluyen un trastero y una plaza de garaje.  Ubicación privilegiada en la ampliación de Fuenlabrada, en la zona de nueva construcción denominada Barrio del Vivero. Cuenta con buena conexión con transporte público, zonas verdes, supermercados, colegios y todos los servicios que se puedan necesitar para la vida diaria, ofreciendo una calidad de vida que nada hace recordar a los centros urbanos. Una excelente oportunidad de vivir en Fuenlabrada.",False,newdevelopment,True,True,3402.0,True,False,False,False,[],False,False,398000.0,€,flat,"Universidad - Hospital, Fuenlabrada","Piso en calle Girasoles, 67",False,True,True,,
108326716,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/23/5f/1340775278.webp,P.1 BºC,6,bj,262000.0,flat,sale,100.0,True,3,2,"calle San Antón, 23",Madrid,Valdemoro,Centro,es,,40.1927923,-3.6774153,True,https://www.idealista.com/obra-nueva/108326716/,"""Residencial San Antón"" está situado en pleno centro de Valdemoro, entre las calles Doctor Jiménez Díaz y San Antón, es una promoción de 103 viviendas de 1, 2 y 3 dormitorios con garaje.  Está situada en una plaza ajardinada de uso general y en todos los casos cuentan con plaza de garaje incluida en precio. Las viviendas contarán con calefacción/refrigeración por suelo radiante mediante AEROTERMIA, puertas lacadas en blanco, suelos de gres imitación madera, puerta blindada, cocinas completamente amuebladas, INCLUIDOS TODOS LOS ELECTRODOMÉSTICOS.  El plazo de entrega de las viviendas esta previsto para el 4º Trimestre del próximo año 2026.",False,,True,True,2620.0,True,False,False,False,[],False,False,262000.0,€,flat,"Centro, Valdemoro","Piso en calle San Antón, 23",False,True,True,,
108695290,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/6e/5c/1352389296.webp,,35,4,5285000.0,flat,sale,588.0,True,10,6,calle de Ferraz,Madrid,Madrid,Moncloa,es,Argüelles,40.4257132,-3.7159571,False,https://www.idealista.com/inmueble/108695290/,"588m2 4ºPlanta, ÚNICO PISO en uno de los MEJORES edificios de la calle Ferraz y Paseo Pintor Rosales.  Piso de esquina con 14 balcones a la calle, muy luminoso y con vistas laterales al Parque del Oeste. Finca clásica galardonada en un certamen de arquitectura, con portal y ASCENSOR de MADERA representativos, techos altos, muy luminosa. Son 2 fincas registrales con 2 entradas independientes. Un lado tiene 271m2 y el otro lado tiene 317m2. La parte interior del piso da a un patio de manzana ajardinado.",False,good,False,True,8988.0,False,False,False,False,[],False,False,5285000.0,€,flat,"Argüelles, Madrid",Piso en calle de Ferraz,,,,,
108558173,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/75/96/1348419677.webp,P1 BJ A,8,bj,453000.0,flat,sale,89.0,True,3,2,"calle Jorge Guillén, 19",Madrid,Alcalá de Henares,Ensanche,es,,40.4928683,-3.3738821,True,https://www.idealista.com/obra-nueva/108558173/,"Jardín de Alcalá es una exclusiva promoción de 101 viviendas diseñadas para garantizar el máximo confort y bienestar. Con opciones de 2 y 3 dormitorios, sus viviendas destacan por sus amplias terrazas y zonas comunes, concebidas como espacios naturales ideales para el descanso y la desconexión. El edificio presenta una elegante arquitectura aterrazada y dinámica, diseñada para optimizar la entrada de luz natural a través de grandes ventanales y barandillas de vidrio. Esta integración entre interior y exterior permite una conexión fluida con el entorno, potenciando la sensación de amplitud y armonía. La amplitud de sus terrazas invitan a disfrutar del paisaje que rodea la promoción, proporcionando a los residentes un vínculo único con la naturaleza. Vivir en el Jardín de Alcalá es experimentar un equilibrio perfecto entre modernidad, confort y naturaleza, creando un estilo de vida exclusivo para quienes buscan un hogar en sintonía con su entorno y su día a día. En un oasis de 1.024m², un paisajismo cuidadosamente diseñado crea un entorno íntimo donde las zonas ajardinadas se integran armoniosamente con la promoción. Sobre un gran jardín, destacan la piscina y el solárium, ofreciendo un espacio ideal para la relajación y el disfrute. En este enclave rodeado de vegetación, se encuentran también un acogedor chill out y un elegante cenador. El Jardín de Alcalá ofrece además un moderno gimnasio con vistas al parque exterior, pensado para quienes buscan mantenerse en forma, así como un exclusivo lobby interior, perfecto para reuniones familiares y encuentros con amigos. Cada rincón ha sido diseñado para brindar experiencias únicas dentro y fuera de la promoción, un verdadero hogar donde la tranquilidad y el bienestar son protagonistas.",False,,True,True,5090.0,True,False,False,False,[],False,False,453000.0,€,flat,"Ensanche, Alcalá de Henares","Piso en calle Jorge Guillén, 19",False,True,True,,
108445756,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/42/18/1345101807.webp,2110/21100022/194,49,4,236500.0,flat,sale,52.0,True,2,1,Barrio Ventas,Madrid,Madrid,Ciudad Lineal,es,Ventas,40.4343571,-3.6490715,False,https://www.idealista.com/inmueble/108445756/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 4 de un edificio residencial y cuenta con terraza y aire acondicionado.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción individual.  Se encuentra ubicado en Ventas, Ciudad Lineal. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Quintana y se encuentra a menos de 5 minutos andando. La parada de autobús más cercana es Hermanos Machado-Carlos Hernandez y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 580 metros, existen 10 farmacias a menos de 300 metros, el colegio más cercano se encuentra a 110 metros. Además, a menos de 500 metros también puedes encontrar 11 supermercados, 11 bancos.  La zona cuenta con una amplia oferta de entretenimiento con un teatro, 4 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calzada lateral M-30, Calle de Alcala y la Calle de Mateo Garcia. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 14/09/2030 Renta mensual actual: 867€ Rentabilidad estimada: 4.4% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,4548.0,True,False,True,False,[],False,False,236500.0,€,flat,"Ventas, Madrid",Piso,,,,,
109214255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/28/05/1367659766.webp,L999-25,10,8,277000.0,flat,sale,80.0,True,3,1,Barrio Zarzaquemada,Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.3305717,-3.7467013,False,https://www.idealista.com/inmueble/109214255/,"Exclusivas Romero comercializa en Exclusiva vivienda en el barrio de Zarzaquemada, Leganés. El inmueble se encuentra en una 7ª planta, cuenta con una superficie de 80m2 y se distribuye de la siguiente manera: Hall de entrada, cocina amueblada, salón-comedor con acceso a terraza, pasillo distribuidor, cuarto de baño y tres dormitorios. Vivienda en muy buen estado, exterior, muy luminosa y con unas excelentes vistas despejadas. Vivienda muy bien ubicada con todos los servicios a un paso (Centro de salud, farmacias, supermercados, etc…) y comunicada con autobuses, Cercanías Renfe y metrosur. Llame e infórmese!",False,good,False,True,3463.0,False,False,False,False,[],False,False,277000.0,€,flat,"Zarzaquemada, Leganés",Piso,,,,,
108445992,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/fc/dd/1345110072.webp,2201/22010039/231,27,2,203500.0,flat,sale,52.0,True,2,1,Barrio Puerta Bonita,Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3795289,-3.7433887,False,https://www.idealista.com/inmueble/108445992/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 2 de un edificio residencial y cuenta con terraza.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Puerta Bonita, Carabanchel (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Pan Bendito y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Sombra y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 450 metros, el hospital más cercano se encuentra a 750 metros, existen 2 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar un supermercado, una lavandería, 2 comisarías de policía.  La zona cuenta con una amplia oferta de entretenimiento con 16 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-40, Calle de Eugenia de Montijo y la Calle de Joaquin Turina. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 30/01/2032 Renta mensual actual: 970€ Rentabilidad estimada: 5.7% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,3913.0,True,False,True,False,[],False,False,203500.0,€,flat,"Puerta Bonita, Madrid",Piso,,,,,
108445595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/70/66/1345096599.webp,2110/21100022/308,29,bj,226500.0,flat,sale,73.0,True,3,1,Barrio Ambroz,Madrid,Madrid,Vicálvaro,es,Ambroz,40.407441,-3.6116817,False,https://www.idealista.com/inmueble/108445595/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta baja de un edificio residencial y cuenta con armarios empotrados.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Casco historico de Vicalvaro, Vicalvaro (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es San Cipriano y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Casalarreina-Daroca y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 470 metros, existen 4 farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros, la universidad más cercana se encuentra a 280 metros. Además, a menos de 500 metros también puedes encontrar un banco.  La zona cuenta con una amplia oferta de entretenimiento con un gimnasio, 4 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-40, Calle de Casalarreina y la Avenida de Daroca. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 22/07/2031 Renta mensual actual: 1.160€ Rentabilidad estimada: 6.2% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,False,3103.0,True,False,True,False,[],False,False,226500.0,€,flat,"Ambroz, Madrid",Piso,,,,,
108326671,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/fb/bb/1340775279.webp,P.2 1ºC,6,1,244000.0,flat,sale,88.0,True,2,2,"calle San Antón, 23",Madrid,Valdemoro,Centro,es,,40.1927923,-3.6774153,True,https://www.idealista.com/obra-nueva/108326671/,"""Residencial San Antón"" está situado en pleno centro de Valdemoro, entre las calles Doctor Jiménez Díaz y San Antón, es una promoción de 103 viviendas de 1, 2 y 3 dormitorios con garaje.  Está situada en una plaza ajardinada de uso general y en todos los casos cuentan con plaza de garaje incluida en precio. Las viviendas contarán con calefacción/refrigeración por suelo radiante mediante AEROTERMIA, puertas lacadas en blanco, suelos de gres imitación madera, puerta blindada, cocinas completamente amuebladas, INCLUIDOS TODOS LOS ELECTRODOMÉSTICOS.  El plazo de entrega de las viviendas esta previsto para el 4º Trimestre del próximo año 2026.",False,,True,True,2773.0,True,False,False,False,[],False,False,244000.0,€,flat,"Centro, Valdemoro","Piso en calle San Antón, 23",False,True,True,,
108446049,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/3e/3b/1345111993.webp,2201/22010058/46,43,2,202500.0,flat,sale,125.0,True,2,1,Las Américas,Madrid,Parla,Las Américas,es,,40.2277047,-3.7660816,False,https://www.idealista.com/inmueble/108446049/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 2 de un edificio residencial y cuenta con ascensor, terraza, garaje, trastero y armarios empotrados.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción individual.  Se encuentra ubicado en Las Americas, Suroeste de Parla. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Isabel II y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Juzgados - Polideportivo y se encuentra a menos de 5 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 360 metros, la farmacia más cercana se encuentra a 140 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar un supermercado.  La zona cuenta con una amplia oferta de entretenimiento con 10 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Radial 4, Carretera de Parla a Pinto y la Avenida de America. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 18/12/2031 Renta mensual actual: 940€ Rentabilidad estimada: 5.6% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,True,1620.0,True,False,True,False,[],False,False,202500.0,€,flat,"Las Américas, Parla",Piso,,True,True,,
108445740,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/70/61/1345102924.webp,2110/21100022/128,27,2,385000.0,flat,sale,64.0,True,3,1,Barrio Delicias,Madrid,Madrid,Arganzuela,es,Delicias,40.3983363,-3.6977815,False,https://www.idealista.com/inmueble/108445740/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 2 de un edificio residencial.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Delicias, Arganzuela (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Delicias y se encuentra a menos de 5 minutos andando. La parada de autobús más cercana es Estacion de Delicias y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 250 metros, existen 10 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 10 supermercados, 16 bancos, 2 oficinas de correos, 2 comisarías de policía.  La zona cuenta con una amplia oferta de entretenimiento con un cine, 3 teatros, 2 gimnasios, 13 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Calle del Ferrocarril y la Calle de Embajadores. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 25/04/2030 Renta mensual actual: 1.025€ Rentabilidad estimada: 3.2% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,6016.0,True,False,True,False,[],False,False,385000.0,€,flat,"Delicias, Madrid",Piso,,,,,
108727231,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/aa/0f/1353313121.webp,145211,12,2,800000.0,flat,sale,109.0,True,2,2,Barrio Pacífico,Madrid,Madrid,Retiro,es,Pacífico,40.4014896,-3.6725569,False,https://www.idealista.com/inmueble/108727231/,"En el prestigioso barrio de Adelfas, dentro del distrito de Retiro en Madrid, se encuentra este magnífico piso de 109 m², un espacio diseñado para combinar comodidad, estilo y funcionalidad. Construido en 2014, este inmueble cuenta con 2 dormitorios, 2 baños completos y un salón independiente que destaca por su luminosidad gracias a su orientación noreste. La cocina está completamente equipada y el piso incluye una plaza de garaje, una comodidad invaluable en esta zona. Entre las características destacadas de esta propiedad se encuentra su sistema de calefacción individual por gas natural, aire acondicionado, suelos de parquet y puerta blindada, que garantizan confort y seguridad.  La finca, construida por la reconocida promotora Vía Célere, ofrece servicios de lujo que la convierten en una auténtica joya residencial. Entre sus instalaciones encontramos seguridad 24 horas, piscina climatizada que se convierte en descubierta en los meses de verano, gimnasio completamente equipado, sala de cine, dos pistas de pádel, sala gourmet con terraza para eventos sociales, sala de juegos, sala y parque infantil. Estas características hacen de esta propiedad una opción inigualable para quienes buscan comodidad y exclusividad. Desde su privilegiada ubicación, esta vivienda combina la tranquilidad con la proximidad al Parque del Retiro y el dinamismo del centro de Madrid. Es perfecta tanto para disfrutar de una vida cómoda como para quienes buscan una inversión con potencial de rentabilidad en uno de los barrios más cotizados de la capital. En cuanto a transporte, la ubicación es inmejorable tanto por metro ( Línea 6), tren (Atocha), varias líneas de autobuses y fácil acceso a las principales carreteras. Desde 1983, GILMAR se ha destacado como líder en el sector inmobiliario, ayudando a miles de clientes a encontrar la casa de sus sueños. Con un equipo de expertos y un enfoque personalizado, ofrecemos un servicio integral que abarca compra, venta, alquiler y asesoramiento en inversiones inmobiliarias. Para más información sobre este inmueble, por favor, facilita la referencia 211145 al equipo de nuestra oficina de Jerónimos - Retiro, ubicada en Avda. del Mediterráneo, 44. Puedes contactarnos al teléfono o escribirnos a. ¡Estaremos encantados de ayudarte!",False,good,False,True,7339.0,True,False,False,False,[],False,False,800000.0,€,flat,"Pacífico, Madrid",Piso,,True,True,,
108396418,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/02/5d/1344409775.webp,2110/21100022/324,33,1,231000.0,flat,sale,48.0,True,2,1,Barrio Valdeacederas,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4624414,-3.7015001,False,https://www.idealista.com/inmueble/108396418/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 1 de un edificio residencial y cuenta con ascensor.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Valdeacederas, Tetuan (Noreste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Tetuan y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Robledo y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen 5 farmacias a menos de 300 metros, existen 4 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 10 supermercados, 8 bancos, una lavandería, una oficina de correos, una comisaría de policía.  La zona cuenta con una amplia oferta de entretenimiento con un gimnasio, 5 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Calle de Sinesio Delgado y la Tunel Marques de Viana - Sor Angela de la Cruz. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 25/04/2029 Renta mensual actual: 871€ Rentabilidad estimada: 4.5% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,True,4813.0,True,False,True,False,[],False,False,231000.0,€,flat,"Valdeacederas, Madrid",Piso,,,,,
108565103,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/22/4c/1351071169.webp,a820ea9e-4020-412f-b878-d06174d6fd4f,32,,508000.0,chalet,sale,201.0,,4,2,calle Fuente del Sol,Madrid,Alcalá de Henares,Rinconada,es,,40.4723075,-3.3688212,False,https://www.idealista.com/inmueble/108565103/,"Chalet adosado reformado con piscina privada y amplio garaje en Alcalá de Henares. La propiedad ha sido reformada recientemente, incluyendo la ampliación del salón y la construcción de una piscina privada, lo que permite disfrutar al máximo de los espacios interiores y exteriores. Distribuida en varias plantas, la vivienda cuenta con: •3 dormitorios, todos con buena luz natural •Buhardilla, ideal como despacho, zona de juegos o dormitorio adicional •1 baño completo y 1 aseo •Salón ampliado, muy luminoso y con acceso directo al jardín •Calefacción de gas natural independiente, eficiente y confortable •Garaje privado con capacidad para varios vehículos, con puerta automatizada para mayor comodidad El jardín privado con piscina añade un valor excepcional a esta vivienda, convirtiéndola en un espacio perfecto tanto para el día a día como para el ocio. Ubicado en una zona residencial tranquila, a tan solo 15 minutos del centro de Alcalá de Henares. Una vivienda ideal para quienes buscan espacio, comodidad y calidad de vida, con excelentes conexiones y todos los servicios cerca. Una excelente oportunidad para vivir en una zona residencial tranquila, en una casa lista para entrar a vivir y equipada con todas las comodidades.",False,good,False,,2527.0,False,False,False,False,[],False,False,508000.0,€,chalet,"Rinconada, Alcalá de Henares",Chalet adosado en calle Fuente del Sol,,True,True,terracedHouse,
