propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,floor,exterior,hasLift,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108228814,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/fb/b4/1337773143.webp,4,990000.0,chalet,sale,400.0,4,3,constitución,Madrid,El Escorial,Centro,es,40.5833162,-4.128595,False,https://www.idealista.com/inmueble/108228814/,"**Chalet de lujo en El Escorial - Una joya en la naturaleza** Descubre este exclusivo chalet de lujo, situado en la mejor calle de El Escorial, donde el confort y la elegancia se fusionan en un entorno natural impresionante. Con una parcela  de más de 2.000 m², esta vivienda ofrece vistas espectaculares desde cada rincón, incluyendo sus amplias terrazas. El gran salón de más de 50 m², adornado con una acogedora chimenea, es perfecto para disfrutar momentos inolvidables con familia y amigos. La propiedad cuenta con 4 dormitorios, de los cuales 2 tienen baño en suite, brindando privacidad y comodidad. La cocina, equipada con electrodomésticos modernos y un práctico office, es ideal para los amantes de la gastronomía. Además, dispone de 3 baños completos con ventanas que aportan luz natural. En el exterior, la parcela está adornada con árboles centenarios y una impresionante piscina de piedra que invita a relajarse mientras se contemplan las vistas. La propiedad también incluye un garaje cerrado para 2 coches y un gran trastero, así como amplio espacio de aparcamiento adicional. Con edificabilidad no agotada, existe la posibilidad de construir una casa adicional en la parcela segregable. La ubicación es inmejorable, con acceso a un agradable paseo arbolado y transporte público directo a Moncloa a solo 200 metros. No dejes pasar la oportunidad de vivir en este paraíso natural, donde cada día se convierte en una experiencia única. ¡Ven a visitarlo y enamórate!",False,good,False,2475.0,False,False,False,False,[],False,False,990000.0,€,True,True,chalet,independantHouse,"Centro, El Escorial",Casa independiente en constitución,Destacado,,,,,,,,,
108290531,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/f0/35/1339678956.webp,16,305000.0,flat,sale,93.0,3,2,avenida de la Virgen de Loreto,Madrid,Torrejón de Ardoz,Noroeste,es,40.4610549,-3.4757187,False,https://www.idealista.com/inmueble/108290531/,"VOhome Torrejón de Ardoz te presenta esta encantadora vivienda en muy buena zona de Torrejón de Ardoz   Una oportunidad única para disfrutar de la comodidad y la funcionalidad en una de las zonas más demandadas del noroeste de Madrid. La vivienda tiene una superficie de 70 m², esta propiedad cuenta con 3 acogedores dormitorios y 2 baños, perfectos para adaptarse a tus necesidades familiares. La cocina, amplia con tendedero, es un espacio funcional donde podrás dar rienda suelta a tu creatividad culinaria. Además dispone de un gran salón acogedor independiente con bonitos ventanales para disfrutar de la luz natural.  Este piso es exterior y luminoso, con ventanas climalit que aseguran un excelente aislamiento. Es un hogar que ofrece características que garantizan tu confort. La seguridad está garantizada con una puerta blindada, el aire acondicionado y la calefacción de gas natural central te permitirán mantener la temperatura ideal durante todo el año  Además, cuenta con armarios empotrados que ofrecen un amplio espacio de almacenamiento y suelos de parquet   Accede sin problemas gracias a su acceso para personas con movilidad reducida y disfruta de la comodidad del ascensor y un sistema de cámaras de seguridad, mientras que el videoportero te proporcionará tranquilidad adicional. Próximamente nuevo reportaje fotográfico    La zona donde se encuentra ubicado el piso tiene colegios (CEIP Buen Gobernador, Jaby, ALBA), escuela de educación infantil Loreto, parque Paseo de la Chopera, cerca del centro de información de la seguridad social y al centro de salud Las Veredillas. Cercano además el teatro José María Rodero, Centro Cultural, Gimnasio Go Fit, supermercados y todos los comercios de primera necesidad. A escasos pasos de la Plaza Mayor, Ayuntamiento, Cercanías RENFE, Terminal de Autobuses Urbanos e Interurbanos y Paradas de Taxi. Muy próximo al parque comercial ON PLAZA. Fácil y rápido acceso a la avenida Madrid, calle Madrid y Avenida de Las Fronteras  Las líneas principales donde se encuentra el piso son L1B, 5B y más adelante se encuentra el 226 hacia Madrid  Torrejón de Ardoz es un municipio que supera ya los 135 mil habitantes, se encuentra a tan solo 25 km de su capital (Madrid) y a 14 km del aeropuerto. cuenta con una parada central de autobuses interurbanos que nos acercan al aeropuerto con la línea 824, hacia San Fernando la línea 220 y 226, hacia Madrid – Av. America la línea 224 y 224 A, hacia Alcalá de Henares la línea 251 y 252 y la línea de autobús 340 hacia Mejorada del Campo. Cuenta también con los buses urbanos L1 A y B, L2, L3 y L5 que nos acercan a todas las zonas de la ciudad y sus dos estaciones de tren cercanías parada Torrejón de Ardoz (C-1, C-2, C-7) y parada Soto del Henares – Hospital (C-2, C-7)."" Póngase en contacto con VOhome Propiedades para solicitar una visita o cualquier tipo de información sobre éste o cualquiera de nuestros inmuebles y servicios. Ponemos a su entera disposición el servicio de Departamento Financiero. Dicho departamento le podrá gestionar su hipoteca con las mejores condiciones del mercado, le gestionará la tasación y se encargará de organizar la firma de su operación. Le informamos que contamos con servicios propios y externalizados que se encargan de reformas y decoración. Ellos podrán realizar los presupuestos que necesite sin ningún tipo de compromiso. ¡No dude en llamarnos! También puede contactarnos en nuestra oficina de calle Hospital, 26, al  Le atenderemos con mucho gusto.",True,good,False,3280.0,False,False,False,False,[],False,False,305000.0,€,,,flat,,"Noroeste, Torrejón de Ardoz",Piso en avenida de la Virgen de Loreto,Destacado,GZG-12042128,6,True,True,,,,,
106038644,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/90/96/1270674651.webp,31,332000.0,flat,sale,100.0,3,2,Pintores-Ferial,Madrid,Parla,Pintores-Ferial,es,40.2383892,-3.7586265,False,https://www.idealista.com/inmueble/106038644/,"OPORTUNIDAD! AMR INMOBILIARIA vende PISO CON TERRAZA Y PISCINA en PARLA"" TIPOLOGÍA: PISO CON GARAJE Y TRASTERO. DESCRIPCIÓN: Dispone de 3 dormitorios, 2 baños, cocina, y salón: suelos de gres, AEROTERMIA, cocina totalmente amueblada, pintura lisa, ventanas abatibles, gran terraza de 90m2, vivienda lista para entrar a vivir! . UBICACIÓN-ORIENTACIÓN: Vivienda REFORMADA para entrar a vivir, se encuentra en una zona privilegiada SOLEADA, a 3 minutos de la estación de RENFE y de la parada de TRANVIA, con todos los servicios a su alcance, supermercados, biblioteca, parques, gimnasio, centro de salud, zonas de ocio, a escasos metros del centro de PARLA. COMUNIDAD: 85€. SOLICITE INFORMACIÓN SIN COMPROMISO. Atendemos también WhatsApp, comercial encargado Rosa:  SERVICIOS AL COMPRADOR: - Estudio de financiación GRATUITO. - Nos ocupamos de tú financiación, a través de financieros con titulación cualificada y con la colaboración de distintas entidades bancarias y centros hipotecarios. - Nosotros nos ocupamos de todo lo relacionado con la compra de tu vivienda, desde la primera visita, hasta la entrega de llaves. AMR PROFESIONALES INMOBILIARIOS CON MÁS DE 18 AÑOS DE EXPERIENCIA. Gestionamos todo tipo de inmuebles: herencias, inversiones, segunda mano y obra nueva.",False,good,False,3320.0,False,False,False,False,[],False,False,332000.0,€,True,True,flat,,"Pintores-Ferial, Parla",Piso,Destacado,AMR - DT1068,4,True,True,,,,,
108320448,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/a4/05/1340603331.webp,10,125000.0,flat,sale,63.0,3,1,"calle Alicante, 16",Madrid,Getafe,Juan de la Cierva,es,40.3116045,-3.7198828,True,https://www.idealista.com/inmueble/108320448/,"Excelente oportunidad de inversión en Getafe – Calle Alicante, 16 (1ºD)  Se ofrece en venta activo residencial con gran potencial de rentabilidad, ubicado en la primera planta de un edificio sin ascensor, en la Calle Alicante, número 16, en el municipio de Getafe (Madrid). � Ubicación estratégica, a solo 3 minutos andando de la estación de Metro Juan de la Cierva (L12) y muy próximo a colegios, comercios, zonas verdes y la Universidad Carlos III, lo que lo convierte en una zona muy demandada tanto para alquiler como para futura revalorización. � Características del inmueble: 63 m² construidos (según catastro) 3 dormitorios 1 baño Muy luminoso Certificación energética: E Coeficiente de participación: 5,3 % ⚠️ Situación jurídica y ocupacional: El inmueble se encuentra ocupado por inquilinos con contrato de renta antigua subrogado, con impago de rentas desde hace más de dos años. La propiedad no es visitable y se transmite como cuerpo cierto, en el estado físico y jurídico en el que se encuentra. La gestión posesoria será responsabilidad exclusiva del comprador.",False,renew,False,1984.0,False,False,False,False,[],False,False,125000.0,€,,,flat,,"Juan de la Cierva, Getafe","Piso en calle Alicante, 16",Destacado,A66,1,True,False,,,,,
108975984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/42/fa/1360611180.webp,30,335000.0,flat,sale,80.0,3,2,Barrio Casco Histórico de Vallecas,Madrid,Madrid,Villa de Vallecas,es,40.3731934,-3.6209145,False,https://www.idealista.com/inmueble/108975984/,"¡Piso a estrenar completamente reformado de 3 habitaciones con ascensor y plaza de garaje! Descubre este espectacular piso totalmente reformado a estrenar, con acabados de alta calidad y una distribución moderna y funcional. Situado en una finca con ascensor, este inmueble es ideal tanto para familias como para quienes buscan comodidad y estilo en su nuevo hogar. Cuenta con 3 amplias habitaciones, todas con excelente iluminación natural, 1 baño y 1 aseo. La cocina, de diseño contemporáneo, está equipada con electrodomésticos nuevos y se integra perfectamente con un amplio salón-comedor, creando un espacio abierto y acogedor. Cuenta con un espacio para tender y lavar ropa, lo que lo hace cómodo y funcional para las tareas domésticas.  La reforma ha incluido instalaciones nuevas (electricidad y fontanería), suelos de parquet y climatización central. Ubicado en una zona tranquila y bien comunicada, con todos los servicios a tu alcance: metro, autobuses supermercados, colegios, transporte público y zonas verdes. ¡Listo para entrar a vivir! No dejes pasar esta oportunidad única.",False,good,False,4188.0,False,False,False,False,[],False,False,335000.0,€,,,flat,,"Casco Histórico de Vallecas, Madrid",Piso,Destacado,RP202025140701,1,True,True,Casco Histórico de Vallecas,340000.0,5000.0,1.0,
108965484,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/9b/f9/1360285554.webp,9,90000.0,flat,sale,68.0,3,1,TR PINTOR SOROLLA,Madrid,Parla,Pintores-Ferial,es,40.2389101,-3.7607386,False,https://www.idealista.com/inmueble/108965484/,"Inmueble Sin Posesión – Oportunidad de Inversión   Operación no hipotecable, solo al contado. INMUEBLE DE SUBASTA. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente en el marco del proceso de Subasta Judicial en el que se encuentra, a través de Cesión de Remate. Al no tratarse de una compraventa directa, el importe publicado ha de ser considerado como una orientación al precio por el cual puede adjudicarse el inmueble. Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado. Le asesoraremos en todo el proceso, pida información sin compromiso.",False,good,False,1324.0,False,False,False,False,[],False,False,90000.0,€,,,flat,,"Pintores-Ferial, Parla",Piso en Tr Pintor Sorolla,Destacado,AXA-7000389505,2,True,False,,,,,
108091090,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/9f/b0/1346124014.webp,8,1050000.0,penthouse,sale,110.0,2,2,calle de Ibiza,Madrid,Madrid,Retiro,es,40.4174473,-3.6750557,False,https://www.idealista.com/inmueble/108091090/,"¡En venta este espectacular ático en Ibiza! Situado en la sexta planta, este luminoso y moderno espacio de 110 m² completamente reformado y amueblado, listo para que lo disfrutes desde el primer día. Con dos acogedoras habitaciones y dos baños elegantes, este hogar ofrece la combinación perfecta de comodidad y estilo. La joya de esta propiedad es su impresionante terraza, donde podrás relajarte y disfrutar de las vistas al exterior. La orientación este garantiza luz natural durante las mañanas, creando un ambiente cálido y acogedor. Además, el edificio cuenta con ascensor, facilitando el acceso a tu nuevo hogar. Este ático es ideal tanto para parejas como para pequeñas familias que buscan un refugio en el corazón de Madrid. No dejes pasar la oportunidad de vivir en uno de los barrios más vibrantes de la ciudad.  ¡Contáctanos para más información y hacer una visita!",False,good,False,9545.0,False,False,False,False,[],False,False,1050000.0,€,,,flat,penthouse,"Ibiza, Madrid",Ático en calle de Ibiza,Destacado,,6,True,True,Ibiza,,,,
108835556,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/0a/86/1356538306.webp,9,129000.0,chalet,sale,25.0,1,1,CL AJALVIR,Madrid,Torrejón de Ardoz,Noroeste,es,40.4608199,-3.4817837,False,https://www.idealista.com/inmueble/108835556/,"ÉLITE ALCALÁ INMOBILIARIA presenta esta magnífica casa adosada de una planta en una de las zonas más demandadas de Torrejón de Ardoz. -Vivienda completamente reformada hace 2 años. -Alquilada actualmente por 750 €/mes con seguro de impago. -Único gasto: IBI anual de solo 380 €.  Distribución (43 m² construidos de uso real): – Salón con cocina americana – Baño completo con plato de ducha – Dormitorio tipo altillo en altura - Aire acondicionado con bomba de calor.  Ubicación excelente, rodeada de servicios: – Supermercados, comercios, farmacias – Hospital Universitario de Torrejón y Hospital Quirón – Autobuses urbanos e interurbanos – Renfe Cercanías – Acceso directo a la autovía A-2 Perfecta para inversores que buscan rentabilidad desde el primer día, o como futura primera vivienda en zona bien comunicada. ¡Contacta con nosotros y ven a conocerla!",True,good,False,5160.0,False,False,False,False,[],False,False,129000.0,€,,,chalet,terracedHouse,"Noroeste, Torrejón de Ardoz",Chalet adosado en CL Ajalvir,Destacado,,,,,,,,,
108804729,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/e7/7b/1355649586.webp,5,365000.0,flat,sale,89.0,3,1,avenida de España,Madrid,Alcobendas,Alcobendas Centro,es,40.5472506,-3.6383953,False,https://www.idealista.com/inmueble/108804729/,"LÓPEZ DUQUE PROPIEDADES pone a su disposición piso de 89m² en venta, en la zona de Ensanche en Alcobendas. ¡ Retomamos visitas y atención de llamadas el día 1 de septiembre, disculpen las molestias! Se trata de un estupendo piso en tercera planta exterior con ascensor. Posición de esquina facilitando doble orientación y luminosidad. Vistas despejadas. El piso dispone de tres dormitorios, un cuarto de baño, salón comedor y dos terrazas, cocina office y hall de entrada. La primera terraza se accede desde el salón y la segunda terraza desde una de las habitaciones. Tiene ascensor y trastero. Rampa de acceso para movilidad reducida y excelente ubicación junto al ayuntamiento y próximo a estación de cercanías de Avenida de España y resto de servicios.  Vivienda para reformar. Calefacción central individualizada, suelos de gres, ventanas de aluminio y puerta blindada. ALREDEDORES: Transportes: Próximo estación línea 10 metro Manuel de Falla, autobuses, amplias avenidas y agradables paseos con varios parques cercanos del inmueble. Estación de Renfe Valdelasfuentes. Comunicaciones (carreteras A-1 y enlaces a autovía M-616) Servicios: Zona comercial cuenta con centros de estudios y bibliotecas (Greenwich School, Colegio Maria Teresa, CIFP Jose Luis Garci, C. E. I. P. Federico Garcia Lorca, Instituto de Formación Profesional Sanitaria Claudio Galeno), Centros deportivos (Campo de Futbol Fuentelucha, Ciudad Deportiva Valdelasfuentes), centros médicos (Centro Clínico La Chopera), farmacias, bancos, supermercados (Carrefour, Supercor Express, Lidl), restaurantes y bares. Ocio: Centro Cultural Pablo Iglesias, Museo de Ciencia y Tecnología, Centro Comercial La Vega, Centro de Ocio Kirtan Victor Ullate, Heron Diversia. En Lopez Duque Propiedades, empresa de servicios inmobiliarios con años de experiencia y conocimiento del sector en la zona norte de Madrid, contamos con un equipo de profesionales con formación superior y experiencia en el asesoramiento personal, para ofrecer una excelente gestión y encontrar soluciones a las necesidades de cada cliente para conseguir su confianza y satisfacción. Lo asesoramos para que encuentre la financiación más rentable. No deje pasar esta oportunidad, su hogar lo espera, llámenos! . ¡Estaremos encantados de enseñárselo! IMPUESTOS Y GASTOS DE AGENCIA NO INCLUIDOS EN EL PRECIO DE VENTA!",False,renew,False,4101.0,False,False,False,False,[],False,False,365000.0,€,,,flat,,"Alcobendas Centro, Alcobendas",Piso en avenida de España,Destacado,,3,True,True,,,,,
108733510,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/7f/a9/1362438862.webp,9,799000.0,chalet,sale,219.0,4,3,calle Hermanos Machado,Madrid,Boadilla del Monte,Sector B,es,40.4109326,-3.899098,False,https://www.idealista.com/inmueble/108733510/,"Chalet adosado en venta, en el Sector B, Boadilla del Monte, Madrid   POR PEDIDO DE LA PROPIEDAD NO SE PUBLICARÁN FOTOS.  La vivienda se distribuye en tres plantas:  Planta principal: hall recibidor, baño completo de cortesía, cocina con zona office, salón-comedor con chimenea que da a acceso a bonito jardín privado de 40 metros con salida directa a urbanización con piscina y zona verde.    En la primera planta nos encontramos con la zona de descanso compuesta por 4 dormitorios, uno de ellos en suite con vestidor y un baño completo que da servicio a las restantes habitaciones.  Planta Sótano cuenta con una bonita bodega, ideal para sala de cine o de juegos, pequeño trastero, pequeño patio interior y bajo escalera. Garaje privado. Calefacción de gas natural por radiadores. Finca del 2000 La urbanización cuenta con piscina y zona verde. Comunidad: 115 Euros. IBI: 700 euros. No dude en venir a visitarla. NOSOTROS: En VOhome queremos que se sienta como en casa. Con más de 10 años de experiencia en el sector y más de 150 profesionales que con toda la ilusión, la actitud y la profesionalidad hacemos que la compra de su inmueble sea más fácil. Para ello, contamos con diferentes servicios, propios y externalizados, como son: Departamento financiero que asesora completamente gratis. Le aclaramos cuál sería la mejor opción para poder obtener su hipoteca. Siempre intentando conseguirle las mejores condiciones. Departamento de Arquitectura, Jurídico y Gestión de mudanzas y guardamuebles. También, departamento de reformas y decoración, que le asesorará y hará de su inmueble un hogar ideal. No dude en contactar con nosotros para concertar una visita o también, si lo prefiere, solicitar más información. ¡No pierda la oportunidad! Puede contactar llamando a nuestra oficina en el VOhome propiedades es tu inmobiliaria de confianza. En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales / Notaría-Gestoría / Registro / intermediación inmobiliaria y/o Financiera).",False,good,False,3648.0,False,False,False,False,[],False,False,799000.0,€,,,chalet,terracedHouse,"Sector B, Boadilla del Monte",Chalet adosado en calle Hermanos Machado,Destacado,IDEIDE2190634,,,,,,,,
