propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
106703956,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/4e/e4/1291507311.webp,DS-P77504B,19,5,4500000.0,flat,sale,310.0,True,4,4,calle de María de Molina,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.438819,-3.6881941,False,https://www.idealista.com/inmueble/106703956/,"DIZA Consultores se complace en presentarles esta exquisita propiedad recientemente reformada con acabados de lujo, situada en el prestigioso barrio de Salamanca. Ubicado en la quinta planta, este impecable piso de 310 m² se distingue por sus amplios y luminosos espacios. La zona social, que cuenta con dos imponentes ventanales que dan a la calle, está organizada en un espacioso salón que se complementa con una generosa zona de comedor. La cocina, independiente y de diseño moderno, dispone de una gran isla central y un extenso espacio de almacenamiento, ideal para el disfrute culinario. La zona de descanso, igualmente amplia y confortable, alberga tres habitaciones, todas con su propio baño en suite, así como un dormitorio de servicio, una práctica zona de lavado y un aseo de cortesía. El edificio, que dispone de calefacción central y servicio de portería, cuenta también con plaza de garaje en régimen de proindiviso. La ubicación de esta propiedad es simplemente inmejorable, a un paso del Paseo de la Castellana y rodeada de los restaurantes y boutiques más exclusivos de la ciudad. Salamanca se posiciona como una de las zonas de mayor calidad de vida de Europa, con una oferta gastronómica, cultural y comercial excepcional. Es, sin duda, una de las áreas más codiciadas para vivir e invertir. DIZA Consultores Inmobiliarios. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,False,14516.0,False,False,False,False,[],False,False,4500000.0,€,flat,"Castellana, Madrid",Piso en calle de María de Molina,,,,,,,,
108705659,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/2e/aa/1352692999.webp,W-030OVH,35,4,1885000.0,flat,sale,159.0,True,3,2,calle de Evaristo San Miguel,Madrid,Madrid,Moncloa,es,Argüelles,40.4279167,-3.7153047,False,https://www.idealista.com/inmueble/108705659/,"Exclusiva vivienda obra nueva junto al Paseo del Pintor Rosales Engel & Völkers les presenta esta exclusiva vivienda en Edificio de Obra Nueva, que cuenta con piscina climatizada interior y gimnasio.  La vivienda es exterior a la calle Evaristo San Miguel. Se accede al espacioso salón con cocina abierta equipada, con isla. A través de un pasillo llegamos a la zona de noche: tres dormitorios y dos baños. El dormitorio principal con armarios empotrados y baño en suite con ducha. Hay dos dormitorios más ambos con armarios empotrados. Y un segundo baño independiente con ducha. Climatización por aerotermia, suelo radiante y refrescante. La vivienda cuenta con trastero.  Finca con servicio de portería. El apartamento forma parte de una promoción de obra nueva: Debod Home, estrenada en Julio 2025, . Dispone de una fachada clásica mantenida, el edificio cuenta con la máxima calificación energética (A), calefacción central y agua caliente por aerotermia. El Barrio de Argüelles, nació en el periodo del Ensanche, y es un magnífico exponente del Madrid burgués. En sus calles se conservan palacios como el de la Infanta Isabel de Borbón y antiguos asilos y conventos, como el del Buen Suceso. Es un lugar ideal para vivir, dada su ubicación bastante céntrica, su entorno verde frente al parque del Oeste y el parque de la Montaña (donde se ubica el templo egipcio de Debod), y la presencia de numerosas tiendas, zonas de ocio, bares y restaurantes con sus atractivas terrazas. En sus calles se concentra el mayor número de cines en versión original de la ciudad  Una de las zonas más singulares de la capital por su variedad y estupenda infraestructura con seis colegios, varias escuelas de educación infantil, un ambulatorio clínico, un centro de especialidades y su gran variedad de supermercados y restaurantes. Al mismo tiempo, los vecinos de este entrañable barrio disfrutan del maravilloso Parque del Oeste considerado uno de los pulmones de Madrid. Además, el distrito cuenta con excelentes comunicaciones gracias a su proximidad por un lado a la M-30, a la A-6, la Carretera de Castilla y al Intercambiador de Moncloa: con salida directa a la sierra de Madrid, y por otro lado acceso a la zona Centro de la capital. Enclave ideal para ir caminando a todas partes y disfrutar del placer de vivir rodeado de zonas verdes en pleno centro de Madrid.",False,good,False,True,11855.0,False,False,False,False,[],False,False,1885000.0,€,flat,"Argüelles, Madrid",Piso en calle de Evaristo San Miguel,1975000.0,90000.0,5.0,,,,,
107966120,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/80/27/1329700227.webp,Chalet 8,23,,2512500.0,chalet,sale,397.0,,5,4,"del Santo Ángel, 79",Madrid,Madrid,Hortaleza,es,Canillas,40.461621,-3.6549925,True,https://www.idealista.com/obra-nueva/107966120/,"ICON Arturo Soria: 8 chalets exclusivos en el corazón de Madrid ICON Arturo Soria es una promoción sublime compuesta por 8 chalets de alto standing, ubicados en una de las zonas más prestigiosas de Madrid. Un enclave que combina la serenidad de un entorno residencial con la cercanía al vibrante centro de la ciudad. Situada entre Arturo Soria y López de Hoyos, esta urbanización privada redefine el concepto de exclusividad y bienestar urbano. Aquí no solo encontrarás una vivienda, sino un estilo de vida. Cada chalet ha sido concebido como un refugio contemporáneo, donde diseño, funcionalidad y naturaleza conviven en perfecta armonía. Con parcelas ajardinadas, piscina privada, tres plazas de garaje ascensor, rooftop… ICON Arturo Soria es sinónimo de elegancia, intimidad y confort.   Diseño arquitectónico y personalización. Diseñados por el prestigioso estudio Cano y Escario, estos hogares destacan por su arquitectura de líneas limpias, volúmenes escalonados y materiales nobles como la piedra natural. Las fachadas se integran con el paisaje urbano y la vegetación, ofreciendo una estética sobria, atemporal y sofisticada.  Cada vivienda es única. La versatilidad de la distribución interior permite adaptar el espacio a las necesidades de cada familia, con múltiples opciones de personalización. Grandes ventanales, terrazas y espacios abiertos que conectan interior y exterior logran una experiencia residencial envolvente, donde la luz natural es protagonista. Eficiencia energética y tecnología sostenible. ICON Arturo Soria ha sido concebido bajo los principios de la arquitectura bioclimática, con soluciones sostenibles que permiten alcanzar un consumo energético casi nulo. El sistema de climatización mediante aerotermia y suelo radiante-refrescante, el doble acristalamiento, y la ventilación de doble flujo garantizan un confort térmico y acústico excepcional durante todo el año, además de un ahorro energético considerable. Un entorno privilegiado. Vivir en ICON Arturo Soria es estar conectado con lo mejor de Madrid. La promoción disfruta de una localización estratégica, con acceso inmediato a las principales vías de comunicación (M-30, M-40, A-2), al aeropuerto y a estaciones de transporte público. Además, se encuentra rodeada de servicios premium: colegios internacionales, centros comerciales como Arturo Soria Plaza o Palacio de Hielo o parques como Juan Carlos I o Felipe VI. Este entorno residencial combina lo mejor de dos mundos: la tranquilidad de un barrio consolidado y seguro, con la cercanía y accesibilidad al dinamismo del centro financiero, Paseo de la Castellana, AZCA y el Estadio Santiago Bernabéu. ICON Arturo Soria es el lugar donde el tiempo se detiene y empieza lo que de verdad importa. Gestiona SERPROCOL. ***Las infografías mostradas son orientativas y carecen de carácter contractual, pudiendo ser variadas por función de las exigencias técnicas, jurídicas o por decisiones tomadas adoptadas en Asamblea. Durante el desarrollo del proyecto, la dirección facultativa por motivos técnicos o administrativos se reserva el derecho de efectuar algunas modificaciones en distribuciones, dimensiones, superficies y materiales, sin que ello suponga disminución en la calidad de los materiales.",False,,True,,6329.0,True,False,False,False,[],False,False,2512500.0,€,chalet,"Canillas, Madrid","Chalet pareado en del Santo Ángel, 79",,,,False,True,True,semidetachedHouse,
108764162,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/5d/9d/1354455755.webp,Bajo A,8,bj,280000.0,studio,sale,65.0,True,0,1,"paseo de la Dirección, 105",Madrid,Madrid,Tetuán,es,Berruguete,40.4608539,-3.7059884,True,https://www.idealista.com/obra-nueva/108764162/,"Promoción Paseo de la Dirección 105 Descubre este encantador complejo residencial compuesto por 6 viviendas de dos dormitorios y 3 estudios con amplio salón-comedor y terraza en el vibrante barrio de Tetuán, con excelentes conexiones de transporte público, tiendas, restaurantes y una amplia oferta de servicios a pocos pasos. Características: •1 o 2 dormitorios acogedores y tranquilos •Amplio salón-comedor luminoso con terraza •Cocina amueblada de diseño moderno y funcional •Electrodomésticos de calidad incluidos •Baño completo •Trastero incluido •Distribución cómoda y bien aprovechada •Acabados de calidad •Bomba de calor Las viviendas cuentan con una cocina amueblada de diseño moderno y funcional, equipada con mobiliario y electrodomésticos de calidad, pensada para disfrutar al máximo de cada momento culinario con comodidad y estilo.  Ofrecemos opciones de uno o dos dormitorios, espacios acogedores y tranquilos diseñados para garantizar el descanso y crear un ambiente sereno, perfecto para relajarse y recargar energías. El salón-comedor destaca por su amplitud y luminosidad, adaptándose a tus necesidades como el lugar ideal para compartir experiencias inolvidables con familiares y amigos. Tetuán es un distrito diverso y dinámico de Madrid que combina historia, cultura y modernidad. Situado al norte de la ciudad, ha experimentado una importante transformación urbana, fusionando zonas tradicionales con nuevas construcciones y ofreciendo una conexión privilegiada con el resto de Madrid. Entorno de Tetuán: Metro de Madrid: •Línea 1 (azul claro): Estaciones como Tetuán, Estrecho y Valdeacederas. •Línea 10 (azul oscuro): Estaciones cercanas como Cuzco y Plaza Castilla. Autobuses EMT: •Numerosas líneas que conectan con puntos clave como Moncloa, Sol, Nuevos Ministerios y Chamartín. Cercanías Renfe: Acceso rápido a estaciones como Nuevos Ministerios y Chamartín, que conectan con líneas de cercanías y trenes de media/larga distancia. Ocio: Zonas comerciales: •Calle Bravo Murillo, una de las principales arterias del barrio, llena de tiendas, supermercados, bancos, farmacias y pequeños comercios. •Cercanía a centros comerciales como La Vaguada o Moda Shopping. Parques y zonas verdes: •Parque Rodríguez Sahagún, ideal para paseos, deporte al aire libre y actividades en familia. •Plazas ajardinadas y pequeñas zonas verdes repartidas por el distrito. Colegios y centros educativos: •Varias escuelas públicas, concertadas y privadas en la zona. •Centros de educación infantil, primaria y secundaria.",False,newdevelopment,True,True,4308.0,True,False,False,False,[],False,False,280000.0,€,flat,"Berruguete, Madrid","Estudio en paseo de la Dirección, 105",,,,False,,,studio,
108278337,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/19/95/1350001013.webp,W-03010O,53,,750000.0,chalet,sale,240.0,,4,3,Mojadillas - Parque de las Infantas - El Paraiso,Madrid,Valdemorillo,Mojadillas - Parque de las Infantas - El Paraiso,es,,40.5355427,-4.1051088,False,https://www.idealista.com/inmueble/108278337/,"Magnifico Chalet con estilo en Valdemorillo Engel&Völkers tiene el placer de vender este maravilloso chalet, decorado de una manera exquisita y con todo lujo de detalles, para poder vivir en un hogar. Según entramos por la puerta de la calle, nos encontramos con un precioso jardín muy cuidado, que ya nos deja ver la bonita fachada de la casa, en tono gris mezclado con una bonita piedra que le da mucha clase. Esta casa dispone de placas solares, lo cual te permite un gran ahorro energético. Al entrar por la entrada principal, ya podemos ver un precioso salón a la izquierda, con grandes ventanales, una preciosa chimenea y una decoración exquisita. Dispone de una gran terraza, con salida al jardín, perfecta para poder realizar comidas y cenas en el verano que te permiten descansar. A la derecha nos encontramos con un comedor que también podría transformarse en una quinta habitación, en caso de ser necesario. La cocina muy moderna y funcional no te dejará indiferente. En la parte de abajo disponemos de 2 buenas habitaciones con sus armarios empotrados y un cuarto de baño completo que comparten las 2 habitaciones. En la parte de arriba nos encontramos con 3 habitaciones amplias, con armarios empotrados y muy bonita distribución, una de ellas es la habitación principal con su baño completo en suite y las otras comparten otro cuarto de baño con grandes calidades y completo. En el jardín podemos observar una distribución moderna y muy estilosa, con una bonita piscina y una maravillosa encina centenaria que te dejará asombrado. Este magnífico chalet se encuentra en el término municipal de Valdemorillo, en una de las urbanizaciones con más prestigio de la zona,con seguridad y con un gran crecimiento dada su belleza, el embalse que la rodea y el descanso que supone para el cuerpo la belleza de la naturaleza. Se encuentra muy cerca de El Escorial a 15 minutos, a media hora de Madrid y rodeada de la belleza espectacular de la sierra de Madrid. Se encuentra en la urbanización Mojadillas, una urbanización muy próxima a parque de las infantas con autobuses muy cómodos que llevan directamente al pueblo de Valdemorillo y luego a Moncloa,  Está muy próximo a Villafranca del Castillo, donde se encuentra el prestigioso colegio del SEK. Se encuentra a 15 minutos de Villanueva de la Cañada, con colegios muy importantes. A 10 minutos del pueblo de Valdemorillo con todo tipo de servicios y  a tan solo 20 minutos de Majadahonda y a 35 minutos de Moncloa. Un entorno inigualable a muy pocos minutos de Madrid.",True,good,False,,3125.0,True,False,True,False,[],False,False,750000.0,€,chalet,"Mojadillas - Parque de las Infantas - El Paraiso, Valdemorillo",Casa independiente,,,,,True,True,independantHouse,
107966184,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/07/70/1329700226.webp,Chalet 4,23,,2192500.0,chalet,sale,397.0,,5,4,"del Santo Ángel, 79",Madrid,Madrid,Hortaleza,es,Canillas,40.461621,-3.6549925,True,https://www.idealista.com/obra-nueva/107966184/,"ICON Arturo Soria: 8 chalets exclusivos en el corazón de Madrid ICON Arturo Soria es una promoción sublime compuesta por 8 chalets de alto standing, ubicados en una de las zonas más prestigiosas de Madrid. Un enclave que combina la serenidad de un entorno residencial con la cercanía al vibrante centro de la ciudad. Situada entre Arturo Soria y López de Hoyos, esta urbanización privada redefine el concepto de exclusividad y bienestar urbano. Aquí no solo encontrarás una vivienda, sino un estilo de vida. Cada chalet ha sido concebido como un refugio contemporáneo, donde diseño, funcionalidad y naturaleza conviven en perfecta armonía. Con parcelas ajardinadas, piscina privada, tres plazas de garaje ascensor, rooftop… ICON Arturo Soria es sinónimo de elegancia, intimidad y confort.   Diseño arquitectónico y personalización. Diseñados por el prestigioso estudio Cano y Escario, estos hogares destacan por su arquitectura de líneas limpias, volúmenes escalonados y materiales nobles como la piedra natural. Las fachadas se integran con el paisaje urbano y la vegetación, ofreciendo una estética sobria, atemporal y sofisticada. Cada vivienda es única. La versatilidad de la distribución interior permite adaptar el espacio a las necesidades de cada familia, con múltiples opciones de personalización. Grandes ventanales, terrazas y espacios abiertos que conectan interior y exterior logran una experiencia residencial envolvente, donde la luz natural es protagonista. Eficiencia energética y tecnología sostenible. ICON Arturo Soria ha sido concebido bajo los principios de la arquitectura bioclimática, con soluciones sostenibles que permiten alcanzar un consumo energético casi nulo. El sistema de climatización mediante aerotermia y suelo radiante-refrescante, el doble acristalamiento, y la ventilación de doble flujo garantizan un confort térmico y acústico excepcional durante todo el año, además de un ahorro energético considerable.   Un entorno privilegiado. Vivir en ICON Arturo Soria es estar conectado con lo mejor de Madrid.  La promoción disfruta de una localización estratégica, con acceso inmediato a las principales vías de comunicación (M-30, M-40, A-2), al aeropuerto y a estaciones de transporte público. Además, se encuentra rodeada de servicios premium: colegios internacionales, centros comerciales como Arturo Soria Plaza o Palacio de Hielo o parques como Juan Carlos I o Felipe VI. Este entorno residencial combina lo mejor de dos mundos: la tranquilidad de un barrio consolidado y seguro, con la cercanía y accesibilidad al dinamismo del centro financiero, Paseo de la Castellana, AZCA y el Estadio Santiago Bernabéu. ICON Arturo Soria es el lugar donde el tiempo se detiene y empieza lo que de verdad importa. Gestiona SERPROCOL. ***Las infografías mostradas son orientativas y carecen de carácter contractual, pudiendo ser variadas por función de las exigencias técnicas, jurídicas o por decisiones tomadas adoptadas en Asamblea. Durante el desarrollo del proyecto, la dirección facultativa por motivos técnicos o administrativos se reserva el derecho de efectuar algunas modificaciones en distribuciones, dimensiones, superficies y materiales, sin que ello suponga disminución en la calidad de los materiales.",False,newdevelopment,True,,5523.0,True,False,False,False,[],False,False,2192500.0,€,chalet,"Canillas, Madrid","Chalet pareado en del Santo Ángel, 79",,,,False,True,True,semidetachedHouse,
105421325,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/d7/e4/1251654395.webp,DS-P77549B,17,1,2300000.0,flat,sale,151.0,True,3,3,calle de Don Ramón de la Cruz,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4305398,-3.6819027,False,https://www.idealista.com/inmueble/105421325/,"DIZA Consultores les presenta vivienda familiar en Recoletos. En la primera planta de un edificio señorial de principios del siglo XX, encontramos esta propiedad de 151 metros cuadrados.  La vivienda va a ser completamente rehabilitada por un equipo de arquitectura de reconocido prestigio, tratando de conservar su esencia clásica, con las comodidades del siglo XXI. La zona protagonista de la vivienda es su salón-comedor, con grandes ventanas por los que entra mucha luz. La cocina está integrada a este espacio con electrodomésticos de alta calidad. En la zona de descanso, cuenta con tres habitaciones, todas ellas con baño en suite.  La ubicación de la propiedad es inmejorable, se encuentra cerca de la Milla de Oro, muy cerca de la mejor zona de tiendas y restaurantes de Madrid. El barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,15232.0,False,False,False,False,[],False,False,2300000.0,€,flat,"Recoletos, Madrid",Piso en calle de Don Ramón de la Cruz,,,,,,,,
108214523,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/4d/ec/1337323748.webp,,14,1,357000.0,flat,sale,98.0,True,2,2,"Calle PROVISIONAL AHIJONES 48, 18",Madrid,Madrid,Vicálvaro,es,Los Ahijones,40.3898486,-3.5707234,True,https://www.idealista.com/obra-nueva/108214523/,"Descubre RC Ahijones: tu nuevo hogar en el corazón del Madrid del futuro Imagina vivir en una zona vibrante, moderna y conectada, rodeada de naturaleza y con todos los servicios a tu alcance. RC Ahijones te ofrece justo eso: un exclusivo residencial ubicado en uno de los desarrollos urbanísticos más prometedores de Madrid, integrado en el ambicioso proyecto del Bosque Metropolitano. Tu nueva vivienda estará en una ubicación privilegiada, con amplias avenidas, zonas verdes, y acceso a una vida tranquila sin renunciar a las comodidades de la gran ciudad. Disfrutarás de cercanía a colegios, hospitales, farmacias, locales comerciales y centros deportivos. Conectividad inmejorable RC Ahijones será el único sector de los Desarrollos del Este con estación de metro (Línea 9) a pocos minutos de tu casa, además de contar con líneas de autobús y más de 60 km de carril bici. Para moverte en coche, tendrás conexión directa con la M-45, A-3 y R-3. 22 viviendas únicas, pensadas para ti El proyecto incluye viviendas de 2 y 3 dormitorios, diseñadas con una arquitectura moderna, acabados de alta calidad y una eficiencia energética Calificación A que te ayudará a ahorrar mes a mes. Además, podrás disfrutar de zonas comunes que elevan tu calidad de vida: Piscina, Gimnasio, Local comunitario, Aparcamiento para bicicletas. Y lo mejor de todo: tendrás la posibilidad de personalizar diferentes estancias para que tu casa se adapte completamente a ti y a tu estilo de vida. RC Ahijones no es solo una promoción, es el lugar donde empieza tu nueva vida. ¡Ven a descubrirla y elige tu hogar ideal antes que nadie!",False,newdevelopment,True,True,3643.0,True,False,False,False,[],False,False,357000.0,€,flat,"Los Ahijones, Madrid","Piso en Calle Provisional Ahijones 48, 18",,,,False,True,True,,
108643170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/b2/7d/1350835029.webp,,14,4,433000.0,penthouse,sale,87.0,True,2,2,"Calle PROVISIONAL AHIJONES 48, 18",Madrid,Madrid,Vicálvaro,es,Los Ahijones,40.3898486,-3.5707234,True,https://www.idealista.com/obra-nueva/108643170/,"Descubre RC Ahijones: tu nuevo hogar en el corazón del Madrid del futuro Imagina vivir en una zona vibrante, moderna y conectada, rodeada de naturaleza y con todos los servicios a tu alcance. RC Ahijones te ofrece justo eso: un exclusivo residencial ubicado en uno de los desarrollos urbanísticos más prometedores de Madrid, integrado en el ambicioso proyecto del Bosque Metropolitano. Tu nueva vivienda estará en una ubicación privilegiada, con amplias avenidas, zonas verdes, y acceso a una vida tranquila sin renunciar a las comodidades de la gran ciudad. Disfrutarás de cercanía a colegios, hospitales, farmacias, locales comerciales y centros deportivos. Conectividad inmejorable RC Ahijones será el único sector de los Desarrollos del Este con estación de metro (Línea 9) a pocos minutos de tu casa, además de contar con líneas de autobús y más de 60 km de carril bici. Para moverte en coche, tendrás conexión directa con la M-45, A-3 y R-3. 22 viviendas únicas, pensadas para ti El proyecto incluye viviendas de 2 y 3 dormitorios, diseñadas con una arquitectura moderna, acabados de alta calidad y una eficiencia energética Calificación A que te ayudará a ahorrar mes a mes. Además, podrás disfrutar de zonas comunes que elevan tu calidad de vida: Piscina, Gimnasio, Local comunitario, Aparcamiento para bicicletas. Y lo mejor de todo: tendrás la posibilidad de personalizar diferentes estancias para que tu casa se adapte completamente a ti y a tu estilo de vida. RC Ahijones no es solo una promoción, es el lugar donde empieza tu nueva vida. ¡Ven a descubrirla y elige tu hogar ideal antes que nadie!",False,newdevelopment,True,True,4977.0,True,False,False,False,[],False,False,433000.0,€,flat,"Los Ahijones, Madrid","Ático en Calle Provisional Ahijones 48, 18",,,,False,True,True,penthouse,
107010456,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/10/98/1305382350.webp,CH 1,14,,1385000.0,chalet,sale,376.0,,6,8,"Camino Bajo, 153",Madrid,Torrelodones,Las Marías,es,,40.56961,-3.93698,True,https://www.idealista.com/obra-nueva/107010456/,"Terrae es un exclusivo conjunto de 6 viviendas independientes y únicas que redefinen el lujo y la armonía con el entorno. Diseñadas con un concepto moderno e innovador, se integran de forma impecable en la naturaleza y la topografía, creando terrazas con vistas espectaculares que capturan lo mejor de cada amanecer en Madrid y atardeceres en la sierra. Espacios amplios y funcionales diseñados para vivir, trabajar y descansar en perfecta armonía con el entorno.  Sinónimo de lujo y exclusividad, su orientación llenará de luz las viviendas y su ubicación excepcional te hará disfrutar de unas vistas espectaculares, sentirás que vives en un lugar único al alcance de muy pocos.  Las parcelas son muy amplias, van desde 1.650 hasta 1.990 m2.  En la planta principal se encuentra ubicado un amplísimo salón-comedor, cocina completamente amueblada con isla, un ropero de cortesía, aseo y una zona de servicio. Desde esa misma planta accedes a la zona de ocio de la vivienda donde disfrutarás de una piscina privada, un impresionante jardín y una terraza. En una planta independiente se ubica la zona de noche que incluye cuatro dormitorios, todos con el cuarto de baño en suite y con ventanas de suelo a techo donde disfrutaras de unos amaneceres únicos.   Calidades de primera que incluyen areotermia, carpintería exterior de aluminio, puerta de entrada la vivienda acorazada y certificación energética A. Cuentan con aparcamiento para cuatro vehículos.  Ubicada en La Finca Las Marías tiene un acceso rápido a la A6 y se encuentra a 30 minutos de Madrid. El proyecto se desarrolla en régimen de cooperativa.",False,newdevelopment,True,,3684.0,True,False,False,False,[],False,False,1385000.0,€,chalet,"Las Marías, Torrelodones","Casa independiente en Camino Bajo, 153",,,,False,True,True,independantHouse,
