propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108706421,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/7e/71/1352735226.webp,45,5,1075000.0,flat,sale,91.0,True,2,2,calle del Alcalde Sainz de Baranda,Madrid,Madrid,Retiro,es,Niño Jesús,40.4168612,-3.6717318,False,https://www.idealista.com/inmueble/108706421/,"**Piso en Venta en el Corazón de Goya - Oportunidad Única** Descubre este espectacular piso exterior de 91 m², recién reformado y ubicado en la 5ª planta de un edificio bien cuidado. Con grandes ventanales que inundan de luz natural cada rincón, esta vivienda ofrece un ambiente acogedor y moderno. La distribución incluye un gran salón con comedor y cocina integrada, ideal para disfrutar de momentos inolvidables.  Dispone de dos amplias habitaciones, una de ellas en suite, y dos baños elegantemente diseñados con piedra natural de mármol. Los armarios empotrados y el trastero brindan soluciones de almacenamiento perfectas. La decoración, con mobiliario de madera de nogal y colores neutros, aporta un toque de buen gusto y calidez al hogar. Además, la orientación sur asegura luz durante todo el día, creando un espacio luminoso y acogedor. El edificio cuenta con piscina y jardines, perfectos para relajarse y disfrutar del aire libre. La calefacción central y el aire acondicionado por conductos garantizan el confort en cualquier época del año. Con una comunidad de 188 € e IBI de 500 €, este piso es una opción ideal para familias que buscan un barrio residencial, tranquilo y bien comunicado.  Ubicado cerca de la calle Goya, tendrás acceso a transporte público, colegios y el centro comercial El Corte Inglés. La cercanía a farmacias y al centro de salud Gregorio Marañón añade comodidad a la vida diaria. ¡No pierdas la oportunidad de visitar este maravilloso hogar! Disponibilidad de llaves para visitas y negociación flexible con la propiedad. ¡Contáctanos hoy mismo! Las imágenes del anuncio corresponden a renders ilustrativos. La reforma se encuentra en su fase final y se estima que estará completamente terminada en unas tres semanas. Disponemos de las llaves de la propiedad, por lo que puedes concertar una visita cuando lo desees. Negociación flexible y directa con la propiedad. GlobalAyr Inversiones Inmobiliarias S.L. es una sociedad especializada en inversión y gestión inmobiliaria, tanto a nivel nacional como internacional. Contamos con una amplia red de colaboradores y te ofrecemos un servicio integral para que puedas comprar o vender tu propiedad con total confianza: ✔️ Asesoramiento jurídico y fiscal personalizado. ✔️ Acompañamiento en todo el proceso de compraventa. ✔️ Te ayudamos a conseguir la mejor financiación, con posibilidad de hasta el 100%, según perfil. ✔️ Si necesitas reformar tu vivienda, elaboramos presupuesto detallado en 48 horas, sin compromiso. Atendemos también vía WhatsApp para tu mayor comodidad. Este anuncio es meramente informativo y no tiene carácter contractual ni vinculante.",False,good,False,True,11813.0,True,False,False,False,[],False,False,1075000.0,€,flat,"Niño Jesús, Madrid",Piso en calle del Alcalde Sainz de Baranda,,3523-00684,,,,,,
108813655,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/07/31/1355882949.webp,18,bj,257000.0,flat,sale,82.0,True,2,2,calle de Portalegre,Madrid,Madrid,Carabanchel,es,Opañel,40.3840098,-3.7235743,False,https://www.idealista.com/inmueble/108813655/,"Agencia inmobiliaria de MADRID zona OPORTO - OPAÑEL - ABRANTES Oficina Tecnocasa de MADRID VENDE ¡Increíble oportunidad! Este luminoso inmueble de 82 metros cuadrados se divide en dos modernos apartamentos independientes. Cada uno cuenta con un acogedor dormitorio, espacioso salón, cocina completamente equipada y baño renovado. Ambos apartamentos están equipados con aire acondicionado y bomba de calor para tu confort en cualquier época del año. ¡No pierdas la oportunidad de vivir o invertir en este renovado y funcional espacio! Ubicado en una finca tranquila, este piso es totalmente exterior y ofrece vistas agradables. La orientación garantiza un ambiente cálido y confortable durante todo el año. La zona es muy tranquila, pero a la vez cuenta con excelente comunicación, ya que se encuentra a escasos metros de la parada de metro de Opañel (Línea 6) y a solo 400 metros de Plaza Elíptica (Líneas 6 y 11), además de varias líneas de autobús. Si quieres concertar una visita no dudes en contactarnos donde además de ver la vivienda podremos informarte de las condiciones hipotecarias actuales gracias a nuestros compañeros de Kíron.",False,good,False,False,3134.0,False,False,False,False,[],False,False,257000.0,€,flat,"Opañel, Madrid",Piso en calle de Portalegre,,Alejandra,,,268000.0,11000.0,4.0,
109179306,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/95/c3/1366612083.webp,25,4,700000.0,flat,sale,90.0,True,3,1,de los Reyes,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4247711,-3.7104698,False,https://www.idealista.com/inmueble/109179306/,"GRUPO ICM VENDE EN EXCLUSIVA MAGNIFICA VIVIENDA CON VISTAS DIRECTAMENTE A LA PLAZA DE ESPAÑA. Situado en una cuarta planta de un edificio clásico sin ascensor, este piso de aproximadamente 90 m² ofrece una distribución funcional y mucho carácter.  La vivienda es completamente exterior, con 5 balcones que se asoman directamente a una de las plazas más representativas de la capital, lo que garantiza una luminosidad excepcional durante todo el día, además de vistas abiertas y sin obstáculos. La distribución consta de tres dormitorios, un baño completo con plato de ducha, un salón-comedor con salida a 2 balcones, y una cocina independiente que incluye una práctica despensa.  Toda la vivienda ha sido reformada en el año 2015 manteniendo elementos originales como los techos altos con molduras de escayola, aportando un aire señorial y elegante que enamora desde el primer momento.  Las paredes lisas, el buen estado general del inmueble y la posibilidad de realizar pequeñas actualizaciones estéticas hacen de esta propiedad una excelente opción para entrar a vivir o revalorizar con una mínima inversión. Suelos de parquet. Dobles ventanas en cada balcón. Aire acondicionado en el salón. Calefacción individual de gas natural.  Gasto de comunidad: 100€/mes incluida el agua.  La ubicación no necesita presentación: justo frente al emblemático Hotel RIU y con vistas directas a la Plaza de España. Una oportunidad única para quienes buscan una propiedad con personalidad, luz natural y una localización inmejorable. Junto a Gran Vía, el Templo de Debod, el Palacio Real y rodeado de zonas verdes, espacios culturales, comercios, restaurantes y una comunicación inmejorable mediante metro y autobús.  Es una zona con alta demanda tanto residencial como de inversión, lo que convierte esta vivienda en una elección acertada para quienes valoran el estilo de vida urbano y el potencial de crecimiento de una propiedad bien situada. No se trata de un piso más: es un hogar con alma en una de las zonas más cotizadas de Madrid.",False,good,False,False,7778.0,False,False,False,False,[],False,False,700000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en de los Reyes,,,,,,,,
109095554,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/a7/63/1364229194.webp,24,3,395000.0,duplex,sale,130.0,True,5,3,calle Isla de la Toja,Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,,40.6207891,-4.0074204,False,https://www.idealista.com/inmueble/109095554/,"Agencia inmobiliaria de COLLADO VILLALBA - zona PARQUE DE LA CORUÑA vende Este espectacular dúplex reformado es la opción perfecta para quienes buscan comodidad y estilo. Esta propiedad ha sido transformada para ofrecer un espacio moderno y acogedor. Originalmente de 4 dormitorios, ahora cuenta con 3 amplias habitaciones, una de ellas con vestidor, ideal para disfrutar de un ambiente más espacioso. La cocina luminosa, es el lugar perfecto para compartir momentos en familia. El amplio salón, también reformado y con salida a terraza, te permitirá disfrutar de la luz natural y vistas agradables. Además, cuenta con dos cuartos de baño completamente renovados, uno de ellos en suite, garantizando la máxima comodidad. Las zonas comunes son perfectas para toda la familia. Podrás disfrutar de una piscina reformada hace 3 años y una zona infantil donde los más pequeños podrán jugar y divertirse. La propiedad incluye una plaza de garaje, todo en un edificio con ascensor. Ubicado en la tercera planta con orientación sur, este dúplex ofrece luminosidad durante todo el día. No pierdas la oportunidad de vivir en un entorno tranquilo y familiar, ¡este es el hogar que estabas buscando!",False,good,False,True,3038.0,False,False,False,False,[],False,False,395000.0,€,flat,"Parque de la Coruña - Las Suertes, Collado Villalba",Dúplex en calle Isla de la Toja,duplex,Toja dúplex,True,True,419000.0,24000.0,6.0,
107229964,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/b4/12/1306834329.webp,29,5,340000.0,studio,sale,53.0,True,0,1,Barrio Legazpi,Madrid,Madrid,Arganzuela,es,Legazpi,40.3923824,-3.6922321,False,https://www.idealista.com/inmueble/107229964/,"""ESTUPENDA VIVIENDA EN VENTA Excelente estudio con un baño. Se encuentra en la 5ª planta de un edificio residencial. y cuenta con trastero. Dispone de ascensor. Situado en Legazpi en el distrito de Arganzuela. La vivienda se distribuye en salón-comedor con acceso a jardín, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de calefacción. Dispone de piscina. Se encuentra ubicado en Legazpi, Arganzuela (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.  La parada de metro más cercana es Legazpi y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Plaza de Italia y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen varias farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados, 4 bancos, una comisaría de policía.  La zona cuenta con una amplia oferta de entretenimiento con un cine, 2 gimnasios, varios parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, 3 parkings públicos y aparcamiento en la calle.  La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Plaza Italia y la Calle de Embajadores. Estado de la vivienda: vacante"".",True,good,False,True,6415.0,True,False,True,False,[],False,False,340000.0,€,flat,"Legazpi, Madrid",Estudio,studio,2201/22010039/36,,,,,,
109196220,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/5c/56/1367131015.webp,39,4,480000.0,duplex,sale,68.0,True,1,1,ronda Manuel Granero,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4595659,-3.6266545,False,https://www.idealista.com/inmueble/109196220/,"Oportunidad de comprar un ático dúplex en buen estado de conservación con una terraza, unas vistas y una ubicación inmejorables. Mucha luz natural y tranquilidad al estar rodeado de jardines, parques y zonas verdes muy amplios.  Edificio señorial con muy buenas zonas comunes y portero físico todos los días del año 24hrs. Mucha seguridad con circuito de cámaras de seguridad. Plaza de garaje muy amplia/cómoda y trastero en el mismo edificio con acceso directo, - Salón comedor amplios muy agradable con gran ventanal al exterior con mucha luz. - Cocina americana abierta al salón. - Dormitorio grande con wc y salida a una terraza muy agradable de 10m2 - Jardín, piscina, gimnasio, sauna, tenis, pádel, baloncesto,.. . - 1 plaza de garaje + trastero. Si quiere más información o concertar una visita, nos puede contactar cuando quiera y estaremos encantados de ayudarle. Fernando.",False,good,False,True,7059.0,False,False,False,False,[],False,False,480000.0,€,flat,"Conde Orgaz-Piovera, Madrid",Dúplex en ronda Manuel Granero,duplex,,True,True,,,,
108368295,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/51/da/1342019138.webp,27,5,430000.0,flat,sale,67.0,True,1,1,Barrio Legazpi,Madrid,Madrid,Arganzuela,es,Legazpi,40.3890393,-3.6926864,False,https://www.idealista.com/inmueble/108368295/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de un dormitorio y un baño. Se encuentra en la 5ª planta de un edificio residencial. y cuenta con trastero. Dispone de ascensor. Situado en LEGAZPI en el distrito de Arganzuela. La vivienda se distribuye en un dormitorio, armarios empotrados, salón-comedor con acceso a jardín, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno, campana extractora, nevera, microondas, lavavajillas y lavadora. Dispone de aire acondicionado. Dispone de piscina. Se encuentra ubicado en Legazpi, Arganzuela (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Legazpi y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Plaza de Italia y se encuentra a menos de 5 minutos andando. En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen 5 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados, 4 bancos, una comisaría de policía. La zona cuenta con una amplia oferta de entretenimiento con un cine, 2 gimnasios, 16 parques, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados, 3 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Plaza Italia y la Calle de Embajadores.  Estado de la vivienda: vacante"".",True,good,False,True,6418.0,True,False,True,False,[],False,False,430000.0,€,flat,"Legazpi, Madrid",Piso,,2201/22010039/38,,,,,,
97542065,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/4d/ab/1310369866.webp,44,bj,250000.0,duplex,sale,33.0,False,2,1,"Amparo, 51",Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4092175,-3.7026425,True,https://www.idealista.com/inmueble/97542065/,"En Soñar Contigo cuidamos hasta el último detalle para la tranquilidad de nuestros inversores garantizando, durante 2 años, el continente y contenido de cada uno de nuestros inmuebles. Además, ofrecemos un servicio de gestión 360 no sólo en el proceso de compra, sino en toda la gestión futura del inmueble, encargándonos por ustedes de suministros, alquileres, asesoría legal, reuniones de la comunidad, licencias y de mantener en perfecto estado su inmueble en el día a día, sin complicaciones ni costes adicionales. Porque la calidad es, para nosotros, innegociable. Presentamos, en exclusiva, este precioso apartamento ubicado en uno de los puntos más cosmopolitas y multiculturales de la ciudad, Lavapiés. En la mítica calle del Amparo, la vivienda está situada a distancia de paseo de todos los atractivos del barrio: el eje cultural de embajadores, con el Teatro Circo Price, el Centro Dramático Nacional y La Tabacalera, así como la efervescente oferta de ocio diurno y nocturno, y de restauración, en una de las zonas de moda en la capital para terracear. La vivienda se encuentra ubicada en la planta baja interior de un edificio tranquilo, que da a un coqueto patio interior. Totalmente reformada y con una gran altura de techos, se entregará completamente equipada y lista para entrar a vivir con textiles de cama y baño, vajilla, electrodomésticos, batería de cocina, Smart TV, plancha, secador, exprimidor, cafetera Nespresso y mobiliario, además de haber sido repintado y puesto a punto.  La vivienda esta distribuida de la siguiente manera:  - Un salón con cocina americana. La cocina esta completamente equipada con electrodomésticos (lavavajillas, lavadora-secadora, microondas, vitrocerámica, nevera, etc).  - Un dormitorio en mezzanine, ubicado en el espacio principal, en altillo y sobre la cocina, con cama de matrimonio. - Un baño completo con plato de ducha. - Un dormitorio principal e independiente con cama de matrimonio. Una oportunidad única para aquellos inversores que quieran acceder en excelentes condiciones de rentabilidad en una zona de alta demanda e interés turístico, que permitirá a los futuros huéspedes disfrutar en una de las zonas más animadas y llenas de cultura, ocio y comercio de la ciudad, de sus preciosas plazas y terrazas, en una vivienda tranquila y silenciosa.",True,good,False,False,7576.0,False,False,False,False,[],False,False,250000.0,€,flat,"Lavapiés-Embajadores, Madrid","Dúplex en Amparo, 51",duplex,AMPARO 51,,,,,,
107378380,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/1f/f1/1311163821.webp,20,2,85000.0,flat,sale,75.0,True,3,1,calle de Jerónimo del Moral,Madrid,Ciempozuelos,San Benito - Soledad - Hispanidad,es,,40.1648979,-3.6234374,False,https://www.idealista.com/inmueble/107378380/,"Oportunidad inmueble sin posesión, no se puede visitar. Propio para inversores o vecinos que conozcan el inmueble. Disponemos de una amplia cartera de inmuebles sin posesión en madrid y en toda españa. Propio, pequeño y gran inversor. Madrid es un municipio y una ciudad de españa. La localidad, con categoría histórica de villa, es la capital del estado y de la comunidad de madrid. En su término municipal, el más poblado de españa, su población es de 3 416 771 habitantes (ine 2024), constituyéndose como la segunda ciudad más poblada de la unión europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,True,1133.0,True,False,False,False,[],False,False,85000.0,€,flat,"San Benito - Soledad - Hispanidad, Ciempozuelos",Piso en calle de Jerónimo del Moral,,LIRE-05279,,,,,,
108622242,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/f6/18/1358000022.webp,58,10,2200000.0,penthouse,sale,283.0,True,4,4,calle del Poeta Joan Maragall,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4575539,-3.6915199,False,https://www.idealista.com/inmueble/108622242/,"¡ CASAIDONEA les ofrece este magnífico ático de 283 m2, con terraza y amplia plaza de garaje en una ubicación privilegiada! ¡ No cobramos comisión de agencia al comprador! Presentamos esta vivienda única de alto standing en una muy buena finca, en la mejor zona del barrio de Tetuán, lindando con el prestigioso barrio de Hispanoamérica en Madrid. El ático tiene dos plantas, con una muy buena distribución y grandes posibilidades de reforma. Un detalle exclusivo, es su acceso directo desde el portal y el garaje, a la puerta principal de la vivienda, con rellano-hall propios (sin más puertas de otros vecinos), contamos con total privacidad a la hora de entrar y salir del edificio. La planta principal de entrada, cuenta con un acogedor hall-recibidor de bienvenida, que nos conecta con el espectacular salón girando a mano derecha, que cuenta con un inmenso ventanal de más de 7 metros lineales, y la abundante luz natural que proporciona estar a la altura de una décima planta. Junto al gran salón, se encuentra el comedor (que se puede utilizar como despacho o habitación si se quiere). La cocina está desde el hall de entrada, girando a mano izquierda y tiene también puerta de acceso independiente, lavadero-tendedero, y cuarto de servicio con baño. En esta misma planta se encuentra la habitación principal, que cuenta con su propio baño, y hay además un baño de cortesía para invitados. La planta superior está destinada a la zona de descanso y ocio en la casa, contando con una distribución muy cuadrada, perfecta para cualquier reforma que se quiera plantear. Actualmente tiene dos habitaciones y dos baños. Sus dos 2 terrazas una cubierta y otra abierta, ambas de unos 50m2 aproximados cada una, dan una versatilidad absoluta a la casa, pudiendo disfrutar de una cena o desayuno al aire libre con unas buenas vistas, o elegir estar más “indoor” en épocas de otoño o invierno. Como ventajas adicionales, la finca cuenta con portero físico, una amplia plaza de garaje en la propia finca (incluida en el precio) y un cuarto trastero. La zona en donde está ubicada la vivienda, es inmejorable. Tiene justo al lado grandes zonas verdes como los parques de Perón y el de los Pinos, con zona canina y parque de juegos infantil. Además de un amplio abanico de restaurantes, supermercados, tiendas, colegios, centros de educación, centros de salud, y el emblemático estadio Santiago Bernabéu y el Palacio de congresos. Zona excelentemente comunicada por transporte público (autobús y metro). ¡ Llámenos para concertar una visita a la casa de sus sueños!",False,renew,False,True,7774.0,True,False,False,False,[],False,False,2200000.0,€,flat,"Cuzco-Castillejos, Madrid",Ático en calle del Poeta Joan Maragall,penthouse,,True,True,,,,
102171260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/b1/71/1347986489.webp,22,4,155500.0,flat,sale,62.0,True,3,1,calle de Álvarez Abellán,Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3847091,-3.7349947,False,https://www.idealista.com/inmueble/102171260/,"Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. ALQUILADO Fecha de fin de contrato: 03/2027 Este piso se encuentra en Calle de Álvarez Abellán, 28025, Madrid, Madrid, en la planta 4. Es un piso que tiene 62 m2 de los cuales 57 m2 son útiles y dispone de 3 habitaciones y 1 baños. Piso en Madrid. Dispone de una superficie de 62 m² distribuidos en salón-comedor, cocina, 3 habitaciones y 1 baño. Situado en una zona cerca de servicios, comercios, de un centro educativo y paradas de autobús. Con fácil acceso a la autopista A-42. Condiciones:  Inmueble arrendado con contrato de arrendamiento vigente en el que se subrogará el comprador. Perfil del comprador: profesional; consumidores y usuarios excluidos. Condiciones de venta: (a) como “cuerpo cierto” y como un todo, con cuantos derechos y pertenencias le son inherentes y/o accesorios, (b) en el estado físico, jurídico, posesorio, de construcción, de conservación y limpieza, geotécnico, medioambiental, administrativo, de contaminación, arqueológico, de urbanismo, licencias, (c) en el estado de cargas en que se encuentre en el momento de la transmisión, (d) sin garantías de ningún tipo -incluido el saneamiento por evicción y vicios ocultos salvo en caso de dolo. Advertencias: dada la situación jurídica y/o técnica y/o los impedimentos que pudieran existir para la visita del inmueble, potencial impedimento de obtención de tasación según Orden ECO/805/2003 y, por tanto, de ser hipotecado. Renuncia de acciones: el comprador profesional renunciará expresamente a interponer cualquier reclamación frente al vendedor por razón de las condiciones especiales del inmueble y de todo lo anterior. Soluciones a su medida.",True,good,False,False,2508.0,False,False,False,False,[],False,False,155500.0,€,flat,"Puerta Bonita, Madrid",Piso en calle de Álvarez Abellán,,FHOH-2095,,,163000.0,7500.0,5.0,
108245713,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/38/65/1338308487.webp,21,1,275000.0,flat,sale,75.0,,2,1,Barrio Timón,Madrid,Madrid,Barajas,es,Timón,40.4732485,-3.5856631,False,https://www.idealista.com/inmueble/108245713/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR ¿Buscando piso en Madrid? Les ofrecemos en exclusiva este piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido un baño completo, con un amplio y luminoso salón-comedor perfecto para disfrutar de momentos en familia y reuniones con amigos. Decorado con gusto y con materiales de alta calidad, este piso ofrece una experiencia de vida inmejorable. además, de una amplia cocina independiente amueblada, ubicado en la ciudad de Madrid. Todas sus estancias disponen de ventana, o que facilita una ventilación optima, luminosidad y sensación de amplitud. Los dormitorios disponen de amplios armarios empotrados, ya no tendrás más problemas de espacio. Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Situado en una zona residencial tranquila, este piso disfruta de una ubicación estratégica. A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés de la ciudad y sus alrededores. ¡No pierdas esta oportunidad de poder tener en propiedad esta excelente vivienda en la capital española! Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",True,good,False,False,3667.0,True,False,True,False,[],False,False,275000.0,€,flat,"Timón, Madrid",Piso,,LIRE-02313,,,,,,
107965452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/69/7f/1329677502.webp,29,bj,565000.0,flat,sale,140.0,False,4,3,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4114949,-3.6993535,False,https://www.idealista.com/inmueble/107965452/,"¡Oportunidad única de inversión en zona de alta demanda!. Piso dividido en dos apartamentos independientes + planta baja con gran potencial de rentabilidad Presentamos esta propiedad singular y versátil, ideal tanto para inversores como para quienes buscan rentabilidad desde el primer momento. Se trata de un piso único dividido en dos apartamentos totalmente independientes, cada uno con entrada propia, y además cuenta con una planta baja tipo sótano con otra entrada independiente. Ideal para múltiples usos. � Distribución de la propiedad:  2 apartamentos completamente independientes, cada uno con: 1 habitación (posibilidad de poner ora cama doble en el salon) 1 baño Cocina equipada Salón comedor Accesos separados desde el patio común desdela calle principal. APARTAMENTO 1: PLANTA 00, 37 M2 APARTAMENTO 2: ENTREPLANTA 57 M2 AMANECER PLANTA SOTANO: 38 M2 ELEMENTOS COMUNES 8 M2  Planta baja,  Sótano con acceso independiente: Espacio versátil con posibilidad de uso como oficina, estudio, incluso como tercera unidad independiente tras una pequeña reforma. Perfecto también como habitación en alquiler, aumentando el rendimiento del inmueble. � La propiedad se organiza alrededor de un patio común desde el cual se accede a las tres unidades, aportando privacidad y funcionalidad. � Actualmente en funcionamiento como alquiler de media y larga temporada, los dos apartamentos ofrecen ingresos estables. El espacio de la planta baja supone una oportunidad extra para incrementar aún más la rentabilidad. � Ubicación estratégica, en una zona con alta demanda de alquileres por parte de profesionales y estudiantes, lo que garantiza ocupación durante todo el año. � Ideal para inversores que buscan una propiedad con alta rentabilidad, con la ventaja de contar con varias unidades independientes dentro de un mismo inmueble. registrado como un solo piso en catastro Esta área se caracteriza por su proximidad a universidades, centros de negocios y zonas de ocio, lo que la convierte en una ubicación estratégica para alquileres de media y larga temporada. Según datos recientes, Esta zona ha experimentado un crecimiento en la demanda de alquileres debido a su accesibilidad y servicios, lo que las hace atractivas para inversores que buscan propiedades con alto rendimiento. La presencia de universidades y centros educativos en las cercanías asegura una demanda constante de alojamiento por parte de estudiantes. Además, la ubicación permite un fácil acceso al transporte público, facilitando la movilidad de los residentes. La combinación de estos factores contribuye a una alta ocupación y, por ende, a una rentabilidad atractiva para los propietarios. En resumen, la zona ofrece una excelente oportunidad para inversores que buscan propiedades con alto potencial de alquiler, respaldadas por una demanda constante y una ubicación estratégica en Madrid.",False,good,False,False,4036.0,False,False,False,False,[],False,False,565000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso,,07281,,,,,,
109149967,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/4b/cb/1365754299.webp,32,bj,450000.0,duplex,sale,358.0,True,5,4,calle de San Fidel,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.426504,-3.6371985,False,https://www.idealista.com/inmueble/109149967/,"VOhome Quintana, vende dúplex de dos plantas, ideal para inversores, de 358 m2, totalmente reformado en calle San Fidel, zona de Pueblo Nuevo, distrito de Ciudad Lineal. Dúplex con techos altos, amplias estancias, muy luminoso, con oritentación oeste, distribuido de la siguiente forma: Primera planta de 130 m2, recibidor, amplio salón junto a cocina independiente acristalada, totalmente amueblada y equipada, dos dormitorios y dos baños completos con plato de ducha. Segunda planta - sótano de 228m2, tres amplios dormitorios, gran sala de estar, espacioso cuarto lavadero, dos baños completos uno con bañera y otro con plato de ducha. Trastero de gran tamaño. Dispone de calefacción individual de gas natural, suelo de tarima, pintura lisa, ventanas climalit y puerta exterior blindada. Excelente ubicación en Pueblo nuevo, zona muy comercial, con todos los servicios cerca, muy buena combinación de transporte, tanto de metro como de autobuses. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. Tipo de interés fijo: desde 2.29 % Tipo de interés variable: desde Er+0.50 % Para más información, llamar al teléfono gratuito "" Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar Tlno. fijo / móvil /.",False,good,False,False,1257.0,False,False,False,False,[],False,False,450000.0,€,flat,"Pueblo Nuevo, Madrid",Dúplex en calle de San Fidel,duplex,QUIN1200029,,,,,,
