propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished
108716090,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/5c/1e/1353230649.webp,E-0148,54,1,320000.0,flat,sale,122.0,True,4,2,plaza Promesas,Madrid,Madrid,Usera,es,Orcasitas,40.3693609,-3.7050656,False,https://www.idealista.com/inmueble/108716090/,"LINKCASA EMBAJADORES vende piso que cuenta con 122 m² según catastro y está dotada con cuatro habitaciones, dos baños completos, un amplio salón. Se encuentra situada en una primera planta en la privilegiada zona de Usera, a pocos minutos andando del Cercanías, centro comercial, comercios, colegios, farmacias y zonas infantiles. La vivienda se distribuye en: • 4 habitaciones dobles • 2 baños completos • Cocina independiente y equipada  • salón  DESTACAMOS la propiedad por su excelente conexión con el centro de Madrid y su tranquilidad, lo que la convierte en un lugar ideal para invertir, disfrutando de lo mejor de la ciudad sin renunciar al confort y la paz. TRANSPORTE: La vivienda goza de excelentes conexiones. Las paradas de autobús más cercanas permiten un acceso rápido al centro de la ciudad, mientras que el cercanías, a pocos minutos andando (Orcasitas), facilita la conexión con otras zonas de Madrid. ENTORNO NATURAL: Uno de los grandes atractivos de esta vivienda es su proximidad a amplias zonas verdes como el Parque de Pradolongo ideal para los amantes del deporte al aire libre o para quienes buscan un espacio para relajarse en la naturaleza.  Si estás interesado en ver esta vivienda, contacta con nosotros y pondremos a tu disposición nuestro equipo de especialistas en el sector inmobiliario, así como nuestro DEPARTAMENTO FINANCIERO para obtener la hipoteca. También te ofreceremos asesoría legal y fiscal en la operación. 买卖二手房认准马德里恋家房产 资深的二手房产团队 专业的贷款部门 中西合并的企业文化 欢迎大家联系我们 我们为您量身打造一个方案帮您实现您筑家的梦 添加我们的微信号: pisosventa 关注更多房源.",False,good,False,True,2623.0,True,False,True,False,[],False,False,320000.0,€,330000.0,10000.0,3.0,flat,"Orcasitas, Madrid",Piso en plaza Promesas,Destacado,,,,
106575442,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/84/8a/1287277476.webp,EG6229,63,,79900.0,chalet,sale,82.0,,3,1,Los Santos de la Humosa,Madrid,Los Santos de la Humosa,,es,,40.5020695,-3.2560036,False,https://www.idealista.com/inmueble/106575442/,"Alcala Inmobiliaria presenta esta vivienda con mucho potencial para diseñarla a tu gusto. Te enseñamos esta casa de dos alturas ubicada en una zona tranquila y bien comunicada. La vivienda cuenta con: - Tres dormitorios dobles, uno en planta baja. - 2 salones, uno en planta baja y otro en primera planta. - 1 baño completo - Calefacción por Gasoil, ofreciendo un sistema eficiente para el invierno El interior requiere una reforma integral, ideal para adaptarlo a tus necesidades y estilo personal. Sin embargo, la estructura se encuentra en buen estado, garantizando seguridad y solidez. Además, la propiedad ofrece la posibilidad de construir una planta adicional, lo que abre un abanico de posibilidades para ampliar o añadir espacios extra. Una oportunidad perfecta para quienes buscan un proyecto de personalización en una casa con mucho potencial. INMUEBLE INMATRICULADO SOLO CONTADO ¡Ven a visitarla y empieza a imaginar el hogar de tus sueños! Quieres saber qué impuestos conlleva una compra-venta? Llámanos sin compromiso y programaremos una visita. Los metros de la vivienda están contrastados según catastro/registro. Los muebles que aparecen en la vivienda no son vinculantes y pueden No estar incluidos. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.   En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.    .",False,renew,False,,974.0,False,False,False,True,[],False,False,79900.0,€,,,,chalet,Los Santos de la Humosa,Chalet,Destacado,,,,
104033609,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/31/f8/1207821784.webp,AG-COSBRAV1895k,102,8,1895000.0,duplex,sale,600.0,True,4,4,calle Costa Brava,Madrid,Madrid,Fuencarral,es,Mirasierra,40.4994144,-3.7129016,False,https://www.idealista.com/inmueble/104033609/,"GALOTA INVERSION E INMOBILIARIA VENDE PRECIOSO Y LUJOSO ATICO DUPLEX   Comunícate con nosotros escribiendo al WhatsApp 604_89_3314  Excelente zona de inversión o familiar, con una ubicación inmejorable en calle Costa Brava Características: 4 Dormitorios. 4 Baños. Salón - Comedor. Cava de Vino. 2 Cocinas. 2 Terrazas. Trastero Lavandería. Piscina. Jardín. Pádel. Parque infantil. 3 Plaza de Parking. Portero 24 horas.  Aire Acondicionado. Es un Ático Dúplex semi amueblado, con suelos de tarima alto trafico radiantes con aerotermia, robótica entrada, baño, persianas y toldos, cercano a colegios internacionales. Esta conformado por cuatro amplios y luminosos dormitorios, amueblados. Los cuatro baños cuentan con Wc, plato de ducha con mampara y Lavabos con espejo. El salón - Comedor dispone de amplia entrada de luz natural y amplios ventanales con hermosa vista. Las cocinas poseen un diseño alemán, de profesional Moisés Royo Márquez, de las cuales  La primera, se encuentra equipada con electrodoméstico, vitro, horno, campana extractora frigorífico y muebles de cocina superior e inferior. La segunda cocina dispone de vitro, campana extractora, mini frigorífico, horno, muebles superiores e inferiores, comedor y acceso directo a terraza. Las áreas de piscina, jardín y terraza son muy amplias y con una conservación excelente. NOTA IMPORTANTE:  350mt escritura  190mt de terraza  600mt todo 400 sin terraza comunidad 450€ Somos una inmobiliaria comprometida con los intereses de nuestros clientes, brindamos un servicio personalizado donde nos encargamos de todo el proceso para conseguir la máxima rentabilidad en la adquisición de cada propiedad. Tenemos por misión proporcionarles a nuestros clientes un asesoramiento integral y personalizado, cumpliendo con sus expectativa y necesidades al adquirir una propiedad. Nuestra visión, está en convertirnos en la empresa de referencia del sector inmobiliario de Madrid, donde cada persona integrada en este mercado piense en nosotros como primera opción al momento de comprar, vender o alquilar una propiedad. Nos regimos mediante los valores: Transparencia- Profesionalidad - Ética - Honestidad -Responsabilidad Valores que nos permite brindarle un asesoramiento idóneo a nuestros clientes, ahorrándoles tiempo y garantizándoles el mejor precio del mercado.",True,good,False,True,3158.0,True,False,False,True,[],False,False,1895000.0,€,,,,flat,"Mirasierra, Madrid",Dúplex en calle Costa Brava,Destacado,True,True,duplex,
107949517,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/0b/e1/1348486277.webp,AG-PEDTEZ175K,21,4,175000.0,penthouse,sale,35.0,True,1,1,calle de Pedro Tezano,Madrid,Madrid,Tetuán,es,Berruguete,40.4589794,-3.7073535,False,https://www.idealista.com/inmueble/107949517/,"GALOTA INVERSIONES E INMOBILIARIA VENDE HERMOSO PISO TIPO ÁTICO    Comunícate con nosotros escribiendo al WhatsApp 604_89_3314    Distribución:  - 1 Dormitorio amueblado - 1 Baño - Salón luminoso - Cocina / Comedor equipada con electrodomésticos, vitro, mini frigorífico, campana extractora, lavadora, microondas, armario empotrado con mucha profundidad y muebles de cocina superior e inferior.    IBI 180EUROS  COMUNIDAD 25EUROS UBICACIÓN IDEAL: El piso se encuentra a menos de 10 minutos a pie de las estaciones de metro Tetúan (línea 1) y de la estacion Francos Rodriguez (línea 7). Barrio ideal con lo que necesites a tu alcance. Se encuentra a solo 6 minutos andando del parque Barón, a 7 min de un Mercadona y a menos de 5 minutos de un Madriz Fitness Club. Además, la zona dispone de varios restaurantes y cafés.  AVISO: Las primeras 2 imágenes han sido generadas con fines exclusivamente ilustrativos. Su objetivo es ayudar a visualizar cómo podría lucir la vivienda una vez amueblada y decorada. Estas representaciones no reflejan el estado actual del inmueble ni constituyen una oferta contractual. Somos una inmobiliaria comprometida con los intereses de nuestros clientes, brindamos un servicio personalizado donde nos encargamos de todo el proceso para conseguir la máxima rentabilidad en la adquisición de cada propiedad. Tenemos por misión proporcionarles a nuestros clientes un asesoramiento integral y personalizado, cumpliendo con sus expectativa y necesidades al adquirir una propiedad.  Nuestra visión, está en convertirnos en la empresa de referencia del sector inmobiliario de Madrid, donde cada persona integrada en este mercado piense en nosotros como primera opción al momento de comprar, vender o alquilar una propiedad.  Nos regimos mediante los valores:  Transparencia- Profesionalidad - Ética - Honestidad -Responsabilidad    Valores que nos permite brindarle un asesoramiento idóneo a nuestros clientes, ahorrándoles tiempo y garantizándoles el mejor precio del mercado.  Galota inversiones e inmobiliaria te esperando.",True,good,False,False,5000.0,True,False,False,True,[],False,False,175000.0,€,,,,flat,"Berruguete, Madrid",Ático en calle de Pedro Tezano,Destacado,,,penthouse,
109149875,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/e4/b2/1365752410.webp,08866,21,bj,380000.0,flat,sale,75.0,True,3,3,Barrio Bellas Vistas,Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4536868,-3.7074005,False,https://www.idealista.com/inmueble/109149875/,"La Inmobiliaria Internacional CPM gestiona estos 2 amplios y luminosos pisos segregados, con un total de 75 m2, situado próximo al metro Estrecho, que consta de los siguientes elementos: Bajo A de 42 m2: Hall de entrada. Una amplia cocina, totalmente equipada, con todos los electrodomésticos incluidos. Un amplio salón comedor diáfano con un grandes ventanales, que lo convierten en muy luminoso. 2 dormitorios, en suite, con sus baños completos integrados. Bajo B de 33 m2: Hall de entrada. Una amplia cocina, totalmente equipada, con todos los electrodomésticos incluidos. Un amplio salón comedor diáfano con un grandes ventanales, que lo convierten en muy luminoso. Un dormitorio, en suite, con su baño completo integrado. Los pisos disponen de suelo de parquet de madera natural, puerta blindada, vídeo portero, ventanas climalit, agua caliente, aire acondicionado y calefacción individual por radiadores. El representativo edifico es de estilo clásico. Sobre la ubicación de los inmuebles, es inmejorable, ya que se encuentra cercano a la entrada del metro metro Estrecho. Paradas de taxis y diferentes líneas de autobús paran enfrente de la vivienda. El Acceso a la M-30 Y M-40 es muy rápido. Alrededor del piso se encuentran varios centros comerciales (Centro Comercial Moda Shopping, La Remonta Centro Comercial), colegios, (Salesianos Estrecho - Colegio San Juan Bautista, Colegio Público Doctor Federico Rubio), guarderías, museos, parques, farmacias, hospitales (Hospital Universitario Central de la Cruz Roja San José y Santa Adela) y variedad de restaurantes.",False,good,False,True,5067.0,True,False,False,False,[],False,False,380000.0,€,,,,flat,"Bellas Vistas, Madrid",Piso,Destacado,,,,
108104850,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/97/94/1333962542.webp,W-02ZYCZ,25,6,850000.0,penthouse,sale,86.0,True,3,1,Barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4415025,-3.7045449,False,https://www.idealista.com/inmueble/108104850/,"Encantador Ático en Chamberí Engel & Völkers presenta en exclusiva este encantador y práctico ático de 86 metros cuadrados construidos con una maravillosa terraza exterior y estupendas vistas, situado en el corazón de Chamberí.    Este inmueble cuenta con un luminoso salón que da paso a una vibrante terraza exterior de 18 metros cuadrados, ideal para disfrutar durante todo el año. Al entrar al inmueble nos recibe un cómodo vestíbulo, con luz natural y espacio de almacenaje. La cocina, totalmente equipada con todos los electrodomésticos, está en muy buen estado. La zona de descanso ofrece tres confortables dormitorios, garantizando tranquilidad y comodidad. Completa el conjunto un baño completo con luz y ventilación natural. Además, el apartamento dispone de calefacción individual y aire acondicionado Split en el salón. Suelos de madera, carpintería interior en blanco y cerramientos de calidad hacen de está vivienda un muy buen producto en una zona inmejorable  En definitiva, una vivienda de gran confort, y el privilegio de poder disfrutar del maravilloso skyline de Madrid desde su propia terraza. Esta finca tiene una localización insuperable, ubicado en una de las mejores y más atractivas zonas del barrio de Ríos Rosas en el distrito de Chamberí, muy cerca de los mejores colegios, universidades, clínicas hospitalarias, zonas de ocio, restauración, cultura y deportes de la ciudad, destacando especialmente su cercanía con el Parque de Santander con su estupenda pista para practicar el running así como sus amplias zonas de esparcimiento jardines para el disfrute de residentes y visitantes. Su localización inmejorable se complementa con la estupenda oferta de transporte público, con las líneas 1,2, 6 y 7 de metro a las estaciones de Cuatro Caminos, Ríos Rosas, Guzmán el Bueno, Canal e Islas Filipinas, así como diversas líneas de buses que comunican con el resto de la ciudad. Por esto y mucho mas este es sin duda un lugar ideal para vivir.",False,good,False,True,9884.0,False,False,False,False,[],False,False,850000.0,€,,,,flat,"Nuevos Ministerios-Ríos Rosas, Madrid",Ático,Destacado,,,penthouse,
109008964,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/b0/7b/1361569772.webp,,30,,469900.0,chalet,sale,254.0,,4,3,calle Lucio Muñoz,Madrid,Parla,Pintores-Ferial,es,,40.2420998,-3.7610416,False,https://www.idealista.com/inmueble/109008964/,"HOGARES INMOBILIARIA VENDE: ESPECTACULAR CHALET EN PARLA – ZONA SAN RAMÓN ¿Buscas una vivienda amplia, cómoda y lista para entrar a vivir? ¡Esta es tu oportunidad! Te presentamos este magnífico chalet en Parla, situado muy cerca del barrio de San Ramón, una zona tranquila y con todos los servicios a tu alcance. Distribuido en 4 plantas, esta propiedad te ofrece todo el espacio que necesitas para disfrutar en familia: - 4 amplios dormitorios con armarios empotrados - 2 baños completos (uno de ellos en suite en el dormitorio principal) - 1 aseo adicional para mayor comodidad - Garaje privado - Trastero y amplio sótano perfecto para el verano - Amplia buhardilla con múltiples posibilidades (zona de ocio, despacho, sala de juegos…) Además, la vivienda cuenta con: 2 patios privados, uno delantero y otro trasero más espacioso, ideal para reuniones familiares, barbacoas o simplemente relajarte al aire libre. ¡Financiamos hasta el 100% de tu hipoteca! No dejes pasar esta gran oportunidad. Contacta con nosotros y agenda tu visita sin compromiso. Hogares Inmobiliaria – Tu nuevo hogar te espera.",True,good,False,,1850.0,True,True,False,False,[],False,False,469900.0,€,,,,chalet,"Pintores-Ferial, Parla",Chalet adosado en calle Lucio Muñoz,Destacado,True,True,terracedHouse,
108227707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/bb/73/1337733241.webp,W-0305A0,16,4,2099000.0,flat,sale,162.0,True,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4267005,-3.6759488,False,https://www.idealista.com/inmueble/108227707/,"Preciosa vivienda reformada de tres dormitorios Engel &Völkers presenta esta vivienda de tres dormitorios y tres baños, exterior, ubicada en el barrio de Goya. Una excelente oportunidad para quienes buscan un espacio moderno y bien ubicado en Madrid. La propiedad, de 162 m2 catastrales, se distribuye en un amplio salón-comedor, tres habitaciones y tres baños, cocina integrada, y goza de todos los elementos necesarios para el confort: aire acondicionado, persianas eléctricas, etc, garantizando una distribución funcional y eficiente. El edificio cuenta con calefacción comunitaria y servicio de portería, asegurando confort y comodidad para sus residentes. Actualmente en proceso de reforma, esta propiedad se entregará con acabados de alta calidad y una cocina totalmente equipada para mayor practicidad. Situada en una de las zonas más demandadas del distrito de Salamanca, la vivienda está rodeada de servicios exclusivos, comercios de primer nivel y una amplia oferta gastronómica. Su excelente conexión con el transporte público y su cercanía a espacios verdes y culturales la convierten en una opción ideal tanto para inversores como para compradores que buscan un hogar en una ubicación privilegiada. El barrio de Goya es una zona residencial ubicada en el distrito de Salamanca, en Madrid. Es conocido por su ambiente tranquilo y agradable, lo que lo convierte en un lugar atractivo para vivir. Goya cuenta con una mezcla de arquitectura clásica y moderna, con edificios elegantes y bien conservados. Una de las características más destacadas del barrio es su oferta comercial. La calle Goya es una de las principales arterias comerciales, donde se pueden encontrar tiendas de moda, boutiques, restaurantes y cafeterías. Además, hay varios mercados y supermercados que facilitan la vida diaria de los vecinos. El barrio también ofrece espacios verdes, como el Parque de la Elipa y el Parque de la Estrella, donde los residentes pueden disfrutar de actividades al aire libre. En cuanto a la cultura, Goya está cerca de varios museos y centros culturales, lo que lo convierte en un lugar interesante para explorar. En resumen, Goya es un barrio que combina comodidad, comercio y un ambiente acogedor, ideal para quienes buscan un lugar agradable para vivir en Madrid.",False,good,False,True,12957.0,True,False,False,False,[],False,False,2099000.0,€,,,,flat,"Goya, Madrid",Piso,Destacado,,,,
105411380,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/fa/57/1251352559.webp,EG6114,11,,245000.0,flat,sale,63.0,True,2,1,Venecia - Nueva Alcalá,Madrid,Alcalá de Henares,Venecia - Nueva Alcalá,es,,40.4783189,-3.3618367,False,https://www.idealista.com/inmueble/105411380/,"  **¡Oportunidad Única! Acogedor Piso en Venta en Alcalá de Henares, Barrio Venecia** Presentamos una excelente oportunidad de adquisición en una de las zonas más emblemáticas y solicitadas de Alcalá de Henares. Este impecable piso, ubicado en el Barrio Venecia, ofrece no solo un espacio cómodo y bien distribuido, sino también la ventaja de estar situado en una localización privilegiada con excelentes conexiones de transporte. Este encantador piso en venta cuenta con una superficie útil de 52.81 metros cuadrados, distribuidos inteligentemente para aprovechar cada rincón del espacio disponible. A nivel constructivo, la propiedad tiene 63.41 metros cuadrados, lo que garantiza una estructura sólida y duradera. :La vivienda dispone de una acogedora habitación, diseñada para ofrecer el máximo confort y funcionalidad. Ideal para parejas o personas que busquen un espacio tranquilo y bien ubicado, este inmueble se convierte en una excelente opción tanto para vivir como para invertir. El Barrio Venecia es conocido por su ambiente tranquilo y acogedor. En sus alrededores, encontrarás una variedad de servicios que incluyen supermercados, tiendas locales, centros educativos y espacios de ocio. Esta comodidad asegura que no tengas que desplazarte lejos para cubrir tus necesidades diarias. El piso tiene una disposición que maximiza la entrada de luz natural, creando un ambiente cálido y acogedor durante todo el día. Los materiales y acabados son de alta calidad, reflejando un diseño moderno y funcional que seguramente impresionará a aquellos que valoren la estética y el confort. Este inmueble no solo es una excelente opción para quienes busquen un lugar donde vivir, sino también una inversión acertada. La demanda de viviendas en esta zona está en constante crecimiento, lo que asegura una posible apreciación del valor de la propiedad a lo largo del tiempo. No cobramos comisión al comprador. Nos encargamos de toda la gestión de la compra. Y además ponemos a tu disposición nuestro departamento de hipotecas totalmente gratuito para buscarte las mejores condiciones del mercado. ¿Quieres saber cuánto se te quedaría la letra al mes? ¿Quieres saber qué impuestos conlleva una compra-venta? Llámanos sin compromiso y programaremos una visita. Los metros de la vivienda están contrastados según catastro/registro. Los muebles que aparecen en la vivienda no son vinculantes y pueden No estar incluidos. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.  En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,True,3889.0,True,False,False,False,[],False,False,245000.0,€,,,,flat,"Venecia - Nueva Alcalá, Alcalá de Henares",Piso,Destacado,,,,
106912159,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/dc/15/1318992650.webp,W-02Y60W,19,1,1080000.0,flat,sale,96.0,True,3,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4258237,-3.7038388,False,https://www.idealista.com/inmueble/106912159/,"Piso reformado con 5 balcones Engel & Völkers pone a la venta una vivienda reformada con 5 balcones. La propiedad se ubica en una calle amplia y tranquila de la mejor zona del barrio. Situada en un emblemático y bonito edificio de la zona con ascensor. Totalmente reformada, se distribuye en tres dormitorios, salón, dos cuartos de baño con ducha y amplia cocina equipada. Armarios empotrados, suelo de tarima, aire acondicionado por conductos, calefacción con caldera de gas independiente... son algunas de las buenas cualidades de esta casa. Sus cinco balcones exteriores y distribuidos a lo largo de sus estancias dotan a esta vivienda de una extraordinaria luz natural a lo largo de todo el día. Sin duda, una excelente oportunidad de compra. Dispone de un trastero. Situada esta finca en el emblemático barrio de Malasaña-Universidad y en un histórico y emblemático edificio, la vivienda cuenta con todo el encanto y sabor del Madrid más castizo y con todos las comodidades y servicios de un barrio moderno, turístico y de moda. Total acceso sin necesidad de transporte público al foco cultural de la capital madrileña. Donde se fusionan las tendencias más vanguardistas. En definitiva una completa gama de comercios y exquisita gastronomía nacional e internacional. Acceso a pie a todas las zonas y calles del centro de Madrid. Oferta cercana de colegios y universidades. Todo tipo de transporte público a escasos metros.",False,good,False,True,11250.0,False,False,True,False,[],False,False,1080000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso,Destacado,,,,
