propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108655983,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/5c/19/1351260974.webp,481-C,82,1350000.0,chalet,sale,534.0,5,5,paseo del Perú,Madrid,Ciudalcampo,es,40.6266468,-3.6154848,False,https://www.idealista.com/inmueble/108655983/,"ABETO COCHES Y CASAS - Estupendo chalet con magnífica parcela completamente ajardinada y con piscina privada, junto a la piscina dispone de un gran cenador independiente, zona de barbacoa, horno de leña, barra bar, un bonito salón acristalado y baño completo. La vivienda cuenta en planta principal con hall, amplia cocina office totalmente reformada con isla central y salida directa al porche del jardín, comedor independiente, gran salón con chimenea, sala de estar y dormitorio de invitados con baño completo.  En planta superior dispone del dormitorio principal de gran tamaño con baño en suite y salida a la terraza, y otros dos dormitorios que comparten un baño completo.  En planta baja tenemos el dormitorio de servicio con baño, otro salón ideal como sala de juegos, lavandería, y bodega. Cuenta con zona de aparcamiento cubierto para dos coches. ABETO COCHES Y CASAS - VEN A VERNOS A NUESTRA OFICINA EN EL CENTRO COMERCIAL DE SANTO DOMINGO -  ref: 481-C.",True,good,False,2528.0,True,True,False,False,[],False,True,1350000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en paseo del Perú,Top+,,,,,,,,
106955866,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/e7/3f/1317496816.webp,W-02XBUP,40,1300000.0,flat,sale,170.0,3,2,calle de la Fuente del Berro,Madrid,Madrid,es,40.422547,-3.6693854,False,https://www.idealista.com/inmueble/106955866/,"Elegante vivienda reformada en Goya Engel & Völkers presenta esta elegante y cómoda vivienda de tres dormitorios y dos baños, el principal en suite y con vestidor, en uno de los barrios más céntricos y comerciales de la capital, a pocos metros del Corte Inglés de Goya y el parque del Retiro, muy bien comunicada por transporte público y accesos a la capital. La vivienda, ubicada en una primera planta exterior, cuenta con techos de 3m. de altura y se compone, además, de un amplio salón-comedor con cocina integrada equipada con los más modernos electrodomésticos, isla de trabajo de mármol con fuegos ocultos, y zona separada de lavandería.  Tiene una superficie aproximada de 170 metros cuadrados. Toda la vivienda se encuentra perfectamente aislada con ventanas de PVC con doble acristalamiento tipo climalit, suelo cerámico asimilando acabado de madera, porcelánicos en los baños, aire acondicionado por splits y calefacción y agua caliente individual mediante caldera de gas. La finca dispone de conserje de lunes a viernes, ascensor y le corresponde un pequeño trastero en planta sótano. En definitiva, una ocasión única para disponer de una vivienda exterior de tres dormitorios en el centro de Madrid, ideal para familias con niños o personas que busquen comodidad y elegancia en el barrio de Goya. El barrio de Salamanca es una de las zonas más relevantes de Madrid, tanto por la distribución regular de sus edificios y la arquitectura de los mismos, como por los vecinos que habitan en sus emblemáticas calles. En concreto, en el distrito Goya, encontramos edificios de altura media por lo que es una zona bastante poblada con viviendas de gran tamaño y señoriales. Esta zona posee una gran red de transporte público (metro, autobuses urbanos, paradas de taxi) y acceso muy cercano a la M30. En las distintas calles podemos encontrar una amplia gama de servicios: comercios, farmacias, colegios, escuelas infantiles, iglesias, buenos bares y restaurantes. Se encuentra muy cerca del WiZink Center, de la Real Casa de la Moneda, de la Plaza de Toros de las Ventas y del Parque del Retiro. Por otro lado, a pocos minutos andando encontramos la calle Goya en la que se ubican los mejores comercios de lujo. Hablamos de un barrio que ofrece absolutamente todo lo necesario para una máxima calidad de vida.",True,good,False,7647.0,True,True,False,False,[],False,True,1300000.0,€,,,flat,,"Goya, Madrid",Piso en calle de la Fuente del Berro,Top+,1,True,Barrio de Salamanca,Goya,True,,,
107762795,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/93/f9/1323059047.webp,W-02W2AE,48,2227000.0,penthouse,sale,493.0,4,3,calle de Celeste,Madrid,Madrid,es,40.4560307,-3.6568281,False,https://www.idealista.com/inmueble/107762795/,"Ático Dúplex de Lujo en Arturo Soria: Elegancia y Confort, Pura Exclusividad Engel&Völkers pone a su disposición sin honorarios al comprador este exclusivo ático dúplex en el corazón de Arturo Soria, una joya de cuatrocientos noventa y tres metros cuadrados distribuidos en dos plantas, que redefine el lujo urbano. Este elegante hogar, parcialmente rehabilitado en su planta principal, ofrece cuatro amplios dormitorios y tres baños, combinando a la perfección el confort y la sofisticación en cada rincón. Construido en 1981, este espacio ha sido cuidadosamente actualizado para satisfacer las exigencias del estilo de vida moderno. La planta ático, de doscientos metros aproximadamente, se encuentra totalmente diáfana perfecta para realizar cualquier tipo de reforma al gusto del comprador. Tiene dos puertas de acceso diferenciadas, la principal y la de servicio por la que se entra directamente a la cocina. Al cruzar el umbral de la entrada principal, se revela un ambiente de distinción y calidez. Desde el distribuidor, los suelos de madera parquet complementan la amplitud de sus doscientos noventa y tres metros cuadrados de superficie de la planta principal que se abren al gran salón comedor. Por él subimos, a través de unas escaleras plegables, al inmenso ático de la planta superior ligeramente abuhardillado y con varias ventanas velux que lo inunda de luz natural. La cocina, de amplísimas proporciones está equipada con electrodomésticos y cuenta con una zona exterior de lavandería y tendedero. El diseño interior se completa con armarios empotrados en pasillo y dormitorios, así como grandísimos ventanales que llenan de luz natural toda la vivienda. Entre las características destacadas se encuentra una impresionante piscina, perfecta para disfrutar de momentos de relajación y esparcimiento. Además, la vivienda dispone de dos plazas de garajes subterráneos y un trastero de gran capacidad incluidos en el precio. Tiene dos ascensores y una seguridad inigualable con puertas blindadas, conserjería privada (ocho horas de lunes a viernes) y portones electrónicos. La finca, que alberga sólo once viviendas, cuenta además con una amplia zona ajardinada, así como un amplio patio común donde disfrutar de los días de ocio jugando al pin pon o en la cancha de baloncesto. Este excepcional ático dúplex es más que un hogar; es un refugio de lujo en una de las zonas más exclusivas de Madrid, a tan sólo doscientos metros del metro Arturo Soria, del Centro Comercial Arturo Soria Plaza y de la Clínica Belén. Como en un chalet de las afueras pero con todas las ventajas de tener los servicios del centro a la puerta de casa. El Barrio de Arturo Soria es uno de los más prestigiosos y lujosos de Madrid con una estupenda localización próxima al centro urbano y con todos los servicios, por lo que es perfecto para disfrutar de la tranquilidad sin renunciar a la cercanía de una gran ciudad. Este entorno privilegiado es sede de múltiples embajadas y algunos de los mejores centros educativos nacionales e internacionales tanto privados como públicos con una amplia oferta (Colegio Arturo Soria, Liceo Francés [Lycee Francais], Centro Bilingüe Concertado Nuestra Señora del Buen Consejo, Colegio San José del Parque (Maristas), Colegio Ramón y Cajal, Colegio Nuestra Señora de Santa María, Colegio Parque Conde Orgaz, International School of Madrid, Escuela de negocios ESIC, Colegio Stella Maris, Colegio Mater Inmaculada, Colegio Brains, etc.). La cobertura hospitalaria es un factor añadido de la zona (Nuestra Señora de América, la Clínica Belén, Hospital Ramón y Cajal, Hospital de la Paz y la M.D Anderson). En sus inmediaciones encontramos el recinto Ferial IFEMA, el Centro Comercial Arturo Soria Plaza, Palacio de Hielo, Hipercor, Corte Inglés, y Centro Comercial Gran Vía de Hortaleza. Además disponemos de centros deportivos como Club de natación, Club de tenis Chamartín, Clubs de golf como el “Golf.",True,renew,False,4517.0,True,True,False,False,[],False,True,2227000.0,€,True,True,flat,penthouse,"Colina, Madrid",Ático en calle de Celeste,Top+,4,True,Ciudad Lineal,Colina,True,,,
98249348,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/7e/2f/1005503307.webp,Ds-P77280,53,2415000.0,flat,sale,227.0,3,4,Barrio Trafalgar,Madrid,Madrid,es,40.4276348,-3.7008604,False,https://www.idealista.com/inmueble/98249348/,"Piso en edificio rehabilitado de lujo DIZA Consultores les presenta formidable vivienda de obra nueva a estrenar, ubicada en la mejor zona de Chamberí, a dos minutos caminando de Alonso Martínez. En la tercera planta de un edificio representativo con techos muy altos, encontramos este luminoso piso de 227 metros cuadrados con cuatro balcones. Se trata de un edificio de reciente construcción a estrenar con unas calidades excepcionales. El salón-comedor es amplio y muy luminoso gracias a los tres balcones de suelo a techo. Toda la vivienda posee una luz envidiable debido a los amplios ventanales y altura. Los tres dormitorios son amplios con buenas dimensiones. El dormitorio principal tiene vestidor y baño en suite y otro es exterior también con baño en suite. La vivienda se encuentra en obras para mejorar la distribución. Tras esta el piso quedará con todos dormitorios en suite y con una distribución más cómoda. La cocina está completamente equipada con electrodomésticos de gama alta y está semi integrada al recibidor. La finca cuenta con portero físico y zonas comunes excepcionales, entre las que destaca su gimnasio y gastroteca. La propiedad incluye un trastero en el edificio. El barrio de Almagro perteneciente al distrito Chamberí, se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,False,10639.0,True,True,False,True,[],False,True,2415000.0,€,,,flat,,"Trafalgar, Madrid",Piso,Top+,3,True,Chamberí,Trafalgar,True,,,
108258347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/04/32/1338712585.webp,W-02ZTNG,57,2670000.0,chalet,sale,820.0,5,5,calle Playa de Comillas,Madrid,Boadilla del Monte,es,40.4529424,-3.8973899,False,https://www.idealista.com/inmueble/108258347/,"Extraordinaria villa independiente con piscina infinity en Bonanza Engel&Völkers presenta esta extraordinaria villa independiente de 900 m² situada en una parcela de más de 1.700 m².  Construcción conectada totalmente al paisaje, con un enfoque arquitectónico caracterizado por las formas cúbicas, líneas limpias y estética minimalista que destaca por su confortable distribución en una planta de más de 700 metros. La propiedad cuenta con 4 dormitorios en la planta principal, todos con salida directa al jardín, una piscina infinity y una segunda planta de 250 m² destinada al ocio, que incluye gimnasio, sala de family room o cine, además de espacios para el servicio. Vivienda sostenible con alta eficiencia energética gracias a paneles fotovoltaicos integrados en la cubierta, sistema de calefacción por aerotermia con suelo radiante. En la planta principal, nos recibe un magnífico Hall con puerta pivotante por el que accedemos a un salón comedor de tres ambientes con salida directa al exterior. Espaciosa cocina Gourmet con zona de office desde la que accedemos al porche con zona de barbacoa. Lavandería espaciosa. Aseo de cortesía. Las dependencias privadas, todas con salida directa al jardín y situadas en este mismo nivel, se distribuyen en dos dormitorios dobles con baño en suite y armarios empotrados, Suite principal con amplio vestidor y baño doble completo con bañera y ducha, Dormitorio/family room. La planta baja a la que podemos acceder desde el interior de la vivienda y que además cuenta con un acceso independiente, nos ofrece una sala multifuncional, y el dormitorio de invitados de gran tamaño con baño en suite, sala de cine insonorizada. Sala multiusos con luz natural, de más de 100 m², con patio inglés. Jardín de diseño cuidado, con zona de barbacoa al aire libre, porche techado en madera y vistas a una piscina de 17 metros con caída infinity y entorno natural. Garaje exterior techado con acceso directo a la vivienda, con capacidad para 3-4 vehículos. Zona de Almacenaje. El término municipal de Boadilla del Monte es un distrito integrante del Área Metropolitana de Madrid, situado al oeste de la capital, de la cual dista 15 km. Cuenta con una población de 18.450 habitantes, además de 47.2 Km², limitando con los municipios de Majadahonda, Pozuelo de Alarcón, Alcorcón, Villaviciosa de Odón y Villanueva de la Cañada. Pertenece en toda su extensión a la cuenca del río Guadarrama. Este municipio experimentó un fuerte incremento de la población a mediados de la década de los setenta con el establecimiento en urbanizaciones de un gran número de residencias unifamiliares. En los próximos años volverá a experimentar un nuevo gran incremento de la población como consecuencia de la liberación de grandes superficies de suelo que ya se están urbanizando a día de hoy. Los principales núcleos poblacionales de Boadilla, además del casco antiguo, son las urbanizaciones de lujo denominadas Montepríncipe, Olivar de Mirabal, Parque Boadilla, Bonanza y Las Lomas, conocidas como urbanizaciones históricas. Bonanza, urbanización en la que se encuentra ubicada la vivienda que les ofrecemos, presenta una inmejorable situación, con un buen acceso a la M-50 y al núcleo urbano de Boadilla. Anexas a estas se encuentran Valdecabañas, Monte de las Encinas, Pino Centinela y Valdepastores. Como urbanizaciones de reciente construcción cabe destacar el Residencial Siglo XXI y las zonas de Viñas Viejas.",True,good,False,3256.0,True,True,False,False,[],False,True,2670000.0,€,True,True,chalet,independantHouse,"Bonanza, Boadilla del Monte",Casa independiente en calle Playa de Comillas,Top+,,,Bonanza,,,,,
108752576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/f7/a4/1355494198.webp,W-02WG9K,34,850000.0,flat,sale,83.0,2,2,calle de Diego de León,Madrid,Madrid,es,40.4329225,-3.6747681,False,https://www.idealista.com/inmueble/108752576/,"Luminosa vivienda exterior con orientación sur, situada en la calle Diego de León Engel & Völkers presenta esta luminosa vivienda exterior con orientación sur, situada en la calle Diego de León, en pleno Barrio de Salamanca. Con 85 m² construidos, este piso ofrece una distribución cómoda y funcional, destacando su salón-comedor exterior, dos dormitorios y un diseño cuidado en cada detalle. El dormitorio principal cuenta con un amplio armario empotrado con altillo y baño en suite con bañera, aportando privacidad y confort. Además, la vivienda dispone de un aseo de cortesía que da servicio a la zona de día. La cocina, independiente y muy funcional, está completamente amueblada y equipada con electrodomésticos, e incluye espacio para una mesa de desayuno o comidas informales. En el área del comedor se ha incorporado un versátil mueble a medida en madera, que aporta calidez al espacio y una solución de almacenamiento práctica y decorativa. Entre sus calidades destacan los suelos de tarima de roble, puertas lacadas en blanco, ventanas de PVC con doble acristalamiento Climalit, calefacción individual de gas natural y aire acondicionado, lo que garantiza confort durante todo el año. Una excelente oportunidad para vivir o invertir en una de las zonas más demandadas de Madrid, con todos los servicios, comercios y transportes a un paso. Este piso está ubicado en el barrio de Lista que pertenece al distrito de Salamanca. Este es uno de los barrios madrileños de mayor demanda. Se trata de una zona residencial rodeada de palacetes, embajadas y los mejores restaurantes de Madrid. Se encuentra junto a la zona comercial por excelencia ""la Milla de Oro"" en la calle Ortega y Gasset a la que llegamos dando un paseo de tan solo unos minutos. Este barrio debe su nombre a D. José de Salamanca y Mayol, Marqués de Salamanca. Este distinguido arquitecto fue quien planificó los espacios concibiendo el barrio de Salamanca como un entramado de preciosas calles paralelas y perpendiculares donde se alojó la burguesía de la época. Actualmente, es una zona residencial con gran demanda entre las élites políticas, financieras y directivos de compañías nacionales e internacionales.",True,good,False,10241.0,True,True,False,False,[],False,True,850000.0,€,,,flat,,"Lista, Madrid",Piso en calle de Diego de León,Top+,3,True,Barrio de Salamanca,Lista,True,,,
107518814,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/c4/52/1317131978.webp,W-02Z23Y,45,975000.0,flat,sale,158.0,4,3,calle de Pedro Rico,Madrid,Madrid,es,40.4832664,-3.6939984,False,https://www.idealista.com/inmueble/107518814/,"Estupenda propiedad en calle Pedro Rico Engel & Völkers se complace en presentar este estupendo y luminoso piso de esquina totalmente exterior ubicado en un edificio diseñado y realizado por el Estudio de Arquitectura Lamela con una distribución ideal, ya que procura el máximo aprovechamiento del espacio construido disponible, al tiempo que obtiene estancias amplias y muy bien dimensionadas. Está distribuido en un amplio hall de entrada así como anchos pasillos que, en dos tramos separados, dan acceso a las distintas estancias de la casa. Consta de cuatro dormitorios todos ellos provistos de grandes armarios, tres baños completos, amplio salón, cocina y office. Cabe destacar que el dormitorio principal tiene baño y vestidor incorporados y que un segundo dormitorio tiene también el baño incorporado. La orientación es Sur y se encuentra en una zona tranquila y bien comunicada. La urbanización es cerrada y dispone de dos piscinas una de adultos y otra de niños, dos saunas, un gimnasio dotado de máquinas, espalderas y demás elementos, sala de reuniones y para celebrar cumpleaños, cuartos para albergar bicicletas así como un amplio y cómodo garaje y con acceso directo a la vivienda donde se encuentra la plaza correspondiente a la misma. Tiene vigilancia 24 horas. El edificio está dotado de cámaras de vigilancia tanto en los accesos a la finca como en el garaje siendo monitorizado 24 horas desde la consejería.  La calefacción por radiadores y el suministro de agua caliente es central, dispone también de aire acondicionado. La propiedad se encuentra ubicada en la zona residencial de La Paz - Parque Norte. Se caracteriza por ser una zona urbana y muy tranquila donde la mayoría de las urbanizaciones están cerradas y disponen de zonas comunes y equipamientos de todo tipo. Es además una ubicación ideal para familias con niños. La zona se caracteriza por estar rodeada de mucha vegetación ya que además de los jardines de las propias urbanizaciones dispone de un fantástico y cuidado parque denominado “Parque Norte” así como varios parques de distintos tamaños y zonas verdes que la rodean. Se encuentra a cinco minutos andando de: El Paseo de la Castellana, el centro empresarial y de negocios de ""Las Cuatro Torres"", los Hospitales La Paz y Ramón y Cajal. El Centro Comercial La Vaguada está también a pocos minutos andando. Por otro lado está muy bien comunicada, ya que cuenta con una amplia red de autobuses que enlazan con el resto de la ciudad y con conexión directa al intercambiador de Plaza Castilla y Moncloa, además de las líneas 9 y 10 de Metro a pocos minutos andando. Desde la zona se dispone de fácil y rápido acceso tanto a la M-30, la M-40, Carretera de Colmenar o la de Burgos, Nudo de Manoteras, Paseo de la Castellana y Plaza Castilla lo que hace de esta zona un lugar muy cómodo para vivir. Como resumen es importante mencionar que se encuentra cerca de los siguientes lugares de interés: Las Cuatro Torres y el Paseo de la Castellana, Parque Norte, Facultad Autónoma de Medicina, Hospitales La Paz y Ramón y Cajal, Centro comercial La Vaguada.",True,good,False,6171.0,True,True,False,False,[],False,True,975000.0,€,True,True,flat,,"La Paz, Madrid",Piso en calle de Pedro Rico,Top+,5,True,Fuencarral,La Paz,True,,,
108694200,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/23/6a/1352797450.webp,NM211268,35,555000.0,flat,sale,118.0,3,2,avenida Isabel de Farnesio,Madrid,Boadilla del Monte,es,40.4089845,-3.8857496,False,https://www.idealista.com/inmueble/108694200/,"Piso en Sector S2 En el exclusivo Sector S2 de Boadilla del Monte, presentamos este piso de 119 m que se posiciona como una excelente oportunidad para quienes buscan un inmueble con gran potencial de reforma y alta rentabilidad. La vivienda, ubicada en una urbanización cerrada con piscina, cuenta con 3 dormitorios 2 baños y es totalmente exterior, lo que garantiza una luminosidad excepcional. Además, incluye plaza de garaje y trastero, ambos ya contemplados en el precio, lo que añade un valor indiscutible a la propiedad. La urbanización está equipada con ascensor, portero conserje y zonas comunes bien cuidadas, pìscina y paddle, lo que asegura comodidad y seguridad para sus residentes. La calefacción es individual a gas natural, y el suelo de parquet aporta calidez y estilo a los espacios. Aunque el estado de conservación es bueno, este piso ofrece una oportunidad única para personalizarlo y adaptarlo a tus necesidades, incrementando su valor en el mercado. Entorno y conexiones Boadilla del Monte es una de las áreas más demandadas de la Comunidad de Madrid, destacada por su ambiente residencial, tranquilidad y excelente calidad de vida. Este barrio combina zonas verdes, servicios de primer nivel y una ubicación estratégica cerca de la capital.  En cuanto al transporte, las opciones son diversas y cómodas. Las líneas de autobús más cercanas incluyen la **571** y la **573**, que conectan con el centro de Madrid y otras zonas del noroeste. Si prefieres el metro ligero, la estación de **Boadilla Centro (ML3)** está a menos de 5 minutos en coche, facilitando el acceso rápido a la ciudad. Además, el área cuenta con buenas conexiones por carretera, incluyendo la **M-50** y la **A-6**, ideales para quienes necesitan desplazarse con frecuencia. Una inversión segura Este piso no solo destaca por su ubicación y características, sino también por su gran potencial de rentabilidad. Con una reforma orientada a resaltar sus puntos fuertes, podrás convertirlo en una propiedad de alto interés para compradores o arrendatarios en busca de calidad de vida y exclusividad.  Sobre GILMAR Desde **1983**, GILMAR ha liderado el sector inmobiliario con un compromiso firme: ayudar a sus clientes a encontrar la casa de sus sueños. Con oficinas en las principales localidades y un equipo experto, trabajamos para ofrecerte las mejores oportunidades y un servicio impecable en cada etapa de la compra o venta de tu vivienda. Si deseas más información sobre este inmueble, contacta con nuestro equipo en la oficina de **Boadilla**, ubicada en la **Glorieta Virgen María, 7**, o llámanos al ** **. También puedes escribirnos a ****. No olvides facilitarnos la referencia **211268** para ayudarte de manera más rápida y eficiente.",True,good,False,4703.0,True,True,False,True,[],False,True,555000.0,€,True,True,flat,,"Sector S, Boadilla del Monte",Piso en avenida Isabel de Farnesio,Top+,2,False,Sector S,,True,,,
106269713,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/a6/45/1277770602.webp,,57,9950000.0,chalet,sale,1325.0,6,10,Barrio Somosaguas,Madrid,Pozuelo de Alarcón,es,40.4194751,-3.7825199,False,https://www.idealista.com/inmueble/106269713/,"OBRA NUEVA: Chalet independiente, con todos los avances tecnológicos del mercado, para hacer una vivienda cómoda, fácil de usar y de vivir y con la eficiencia energética más alta (A+), sin perder la comodidad. A la construcción le quedan 3 meses para que esté terminada y todavía hay posibilidad de personalización. Las obras restantes son: • Los armarios • Cocinas y electrodomésticos. • Una escultura especial suspendida en la entrada de la famosa artista Cristina Almodóvar. La vivienda está distribuida de la siguiente manera: Planta 0: Gran puerta de entrada con amplia zona de recibo. Salón comedor con una protagonista chimenea y altura de techos de 4,80m. Sala de TV Despacho 2 dormitorios en suite con 2 baños completos Gran cocina con islas Aseo Garaje Casita de la piscina con suelo climatizado y una 2º cocina de exterior. Planta 1 (desde esta planta, también hay un cómodo acceso al jardín. El paisajísmo se ha adecuado para hacerlo todo bonito): Salón multiusos. 2 Dormitorios en suite con baños completos (ideal para hij@s) Master Suite, con 2 vestidores, gran baño con ducha doble gran zona de noche con chimenea de gas y cómodo acceso al jardín. Planta -1 (con luz natural gracias a los patios ingleses): Laundry con lavadoras convencionales + 1 tipo tintorería. Apartamento de servicio. Sala multiusos  Zona de Gym, Jacuzzi y Hamman. Todo el material interior es de primeras marcas GUNNI & TRENTINO. El paisajismo es de LOCUSLANDSCAPE. • Todas las ventanas son piezas grandes y de Panaromah -Suiza (La ventana del salón principal es motorizada y con perfilaría oculta, para que no tenga escalón cuando vas descalzo). • La casa está totalmente domotizada con: GIRA-Alemania. • La iluminación (exterior e interior) es de FLOS-Italia. • Electrodomésticos MIELE y el sistema de cocción es de BORA con el sistema de campana oculta. • Hay 3 sistemas de climatización: calefacción/refrigeración del suelo, sistema de aire acondicionado central (DAYKAN) y sistema de filtración de aire natural (DAYKAN), todos controlados por el sistema de automatización principal de la casa. • La piscina exterior (5mx20m) está equipada con 15m, sistema de chorro de agua de doble banco, sistema de filtración de sal y depósito de agua de 50.000 litros. El gimnasio interior incluye jacuzzi para 6 personas, sauna seca y baño turco. • Pozo de agua, ideal para regar el jardín (200 m de profundidad) e instalación de Paneles Solares (34 KW) y 2 Cargadores de Vehículos Eléctricos con todas las licencias y certificados de legalización. La certificación energética es A++y casi sin coste de facturación mensual de luz y agua. • El sistema de seguridad es mediante Inteligencia Artificial y Análisis de Video, sensores de movimiento exterior e interior conectados con la empresa central de seguridad. Las puertas exteriores y del dormitorio principal son antirrobo con sistema biométrico (huella dactilar). Además de la seguridad que tiene la urbanización con vigilancia y patrulla.  • Lavabo del aseo de cortesía de ANTONIO LUPI- Italia y los sanitarios son totalmente automatizados de Villeroy & Boch- Alemania. • Las puertas exteriores revestidas con madera importada de Japón. Todas las puertas interiores son personalizadas en tamaño triple (20 cm de espesor, enrasadas con las paredes) y las manijas son de diseño especial de OLIVARI-Italia. • La lavandería: 2 lavadoras, 2 secadoras, 2 sistemas de planchado y tintorería industrial (Lavadero seco). • Todos los pavimentos interiores son porcelánicos 150x150 cm Tuche de INALCO-España, los dormitorios son de tarima de madera natural y el pavimento exterior es de Piedra Sierra Elvira.",True,good,False,7509.0,True,True,False,True,[],False,True,9950000.0,€,True,True,chalet,independantHouse,"Somosaguas, Pozuelo de Alarcón",Casa independiente,Top+,,,Somosaguas,Somosaguas,,,,
107110000,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/a4/04/1303693884.webp,9101,31,1750000.0,flat,sale,402.0,4,3,camino de los Jardines,Madrid,La Moraleja,es,40.5055823,-3.6083224,False,https://www.idealista.com/inmueble/107110000/,"REA ofrece en EXCLUSIVA Fabuloso piso bajo con jardín, impecable, a estrenar de cuatro dormitorios. Junto al Golf de la Moraleja se halla este impecable piso todo nuevo de calidades excepcionales. 402 m², incluyendo 190 m² de vivienda y 212 m² de terrazas. Con acabados de alta calidad, planta baja con espléndida terraza y jardín con mucha luz, dentro de urbanización con excepcionales zonas comunes muy cerca de zona de colegios. Muy luminoso, orientación sur. La vivienda tiene la siguiente distribución: El acceso comienza en un amplio hall que conduce a una moderna cocina abierta al salón-comedor. La cocina, equipada con electrodomésticos de alta gama, incluye una práctica zona de lavadero y un dormitorio de servicio con baño. El salón, con grandes ventanales, conecta con una magnífica terraza y un jardín privado, creando un espacio único para disfrutar al aire libre. La zona de descanso cuenta con cuatro dormitorios y dos baños. El dormitorio principal, en suite, dispone de vestidor y acceso directo al jardín. Los otros dormitorios también disfrutan de acceso a la terraza/jardín, lo que aporta una sensación de amplitud y conexión con el exterior. Además, hay un aseo de cortesía. Climatización y extras: El sistema de climatización por suelo radiante-refrescante cuenta con la máxima calificación de eficiencia energética (A), garantizando así un ambiente cómodo en cualquier época del año. El piso también incluye 2 plazas de garaje y un trastero. Zonas comunes: La urbanización dispone de seguridad 24 horas y áreas comunes de primer nivel, que incluyen: Piscina y zona chill out, Spa climatizado con sauna, Sala de fitness, Kids club con zona exterior y área de juegos infantiles, Elegante lobby y jardines consolidados. Este piso combina lujo, diseño y una ubicación privilegiada, muy cerca de colegios y servicios, en el corazón de La Moraleja. Disponemos de otras muchas propiedades similares que no están publicadas en Idealista. Visite nuestra web reainmobiliaria.com La Moraleja es el área residencial de lujo por excelencia de Madrid. Se halla a tan solo 15 minutos del Aeropuerto y 10 minutos del centro de la Ciudad. Está comunicado por autobuses que recorren la zona hasta Plaza Castilla en Madrid, o Alcobendas y San Sebastián de los Reyes. Existen solamente dos tipos de viviendas, bien chalets pareados de lujo dentro de urbanizaciones con vigilancia y grandes zonas comunes que tienen aproximadamente 400 m2 a 600 m2 construidos, o bien casas individuales con parcelas de 10.000m2 a 1.000 m2 dependiendo del área donde se encuentren. La Moraleja está lindando por el sur con el Encinar de los Reyes y por el norte con El Soto de la Moraleja. Es un área que goza de gran seguridad gracias a la seguridad activa de la zona y privilegiada situación. Las parcelas cuentan con numerosas encinas centenarias y los jardines están muy consolidados gracias a que esta área se urbanizó en los años 60 y por tanto la zona goza en la actualidad de gran solera. Prácticamente no quedan parcelas libres para construir, o bien se compra una casa y se reforma o bien se tira la casa si es muy antigua y se construye con los nuevos estándares construcción. En los últimos 5 años se han procedido a reformar y construir muchas casas antiguas de los años 60 convertidas ahora en grandes casas que están ahora en la vanguardia de la construcción actual.  Las parcelas de la Moraleja solo permiten construir chalets unifamiliares, porque es un área totalmente residencial. Dentro de la Moraleja hay varios colegios internacionales y nacionales y su proximidad con el Soto y el Encinar no dista de más de 10 minutos desde cualquier punto. En esta zona existe un centro comercial con todo lo necesario para el día a día, esto es, farmacia, supermercado, peluquería, cafeterías, panadería y diversas tiendas además de un centro de salud.",True,good,False,4353.0,True,True,False,False,[],False,True,1750000.0,€,True,True,flat,,"La Moraleja urbanización, La Moraleja",Piso en camino de los Jardines,Top+,bj,True,La Moraleja urbanización,,True,,,
