propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
106792683,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/0a/2d/1294156968.webp,3º C,7,852000.0,flat,sale,97.0,2,2,"calle Hernández de Tejada, 10",Madrid,Madrid,es,40.447159,-3.6505592,True,https://www.idealista.com/obra-nueva/106792683/,"Bienvenidos a Hernández de Tejada 10, una exclusiva promoción residencial creada para quienes buscan algo más que una vivienda; un estilo de vida único. Situada en el corazón de Arturo Soria, al norte de Madrid, ofrece 12 viviendas únicas de 2 y 3 dormitorios que combinan diseño y funcionalidad. Cada espacio ha sido diseñado por y para las personas maximizando la comodidad y el bienestar. Cuenta con salones amplios conectados a cocinas de diseño, terrazas que abren el horizonte. de Arturo Soria, dormitorios impregnados de luz natural con dos baños – uno de ellos en suite – y, opciones de bajos con jardín privado o áticos con terraza. Todas las viviendas contaran además con plaza de garaje y trastero. Situado en el corazón de Arturo Soria, Hernández deTejada 10 ofrece una ubicación privilegiada que combina tranquilidad y accesibilidad en una de las zonas más codiciadas de Madrid. Un residencial que ofrece zonas comunes pensadas para el descanso y la privacidadad: una entrada que refleja la exclusividad del proyecto, áreas ajardinadas que invitan a desconectar del ritmo urbano y una terraza común con lámina de agua y solárium que genera una comunidad activa. Arturo Soria es sinónimo de calidad de vida; amplias zonas verdes, excelentes conesxiones de transporte y gran oferta de servicios y comodidades. Vivir aqui significa disfrutar de lo mejor de Madrid, en un entorno dinámico con tiendas y restaurantes de alto nivel, centros sanitarios de referencia y los mejores colegios públicos y privados que ofrecen una educación de calidad como el Liceo Francés, Montessori High Schollo, san José del Parque o el Colegio. Ramón y Cajal, garantizando una experiencia en todos los aspectos de la vida diaria.",False,,True,8784.0,True,False,False,False,[],False,False,852000.0,€,True,True,flat,,"San Pascual, Madrid","Piso en calle Hernández de Tejada, 10",3,True,Ciudad Lineal,San Pascual,True,False,,,,
108664429,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/2a/81/1351510153.webp,,16,195000.0,flat,sale,78.0,3,1,Centro,Madrid,Móstoles,es,40.3194594,-3.8753184,False,https://www.idealista.com/inmueble/108664429/,"Agencia inmobiliaria TECNOCASA de MOSTOLES - zona ALFONSO XII - HOSPITAL METRO en EXCLUSIVA vende piso TOTALMENTE EXTERIOR y para entrar a vivir. VIVIENDA ALQUILADA, QUE NO SE ENTREGARÍA HASTA MARZO 2026, INQUILINOS CON SEGURO DE PROTECCIÓN DE IMPAGOS. Entrada, cocina con acceso a la terraza, salón-comedor con terraza cerrada, 3 dormitorios y baño. Calefacción individual con caldera de gas natural, radiadores de aluminio cambiados, suelo de parquet en entrada, salón, suelo de gres en cocina,   pasillo, dormitorios y baño.   Cerca de todos los servicios como metro, hospital, colegios, comercios, etc.  .",False,good,False,2500.0,False,False,False,False,[],False,False,195000.0,€,,,flat,,"Centro, Móstoles",Piso,6,True,Centro,,True,,,,,
108884171,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/b0/27/1294156970.webp,2º A,7,1230000.0,flat,sale,152.0,3,2,"calle Hernández de Tejada, 10",Madrid,Madrid,es,40.447159,-3.6505592,True,https://www.idealista.com/obra-nueva/108884171/,"Bienvenidos a Hernández de Tejada 10, una exclusiva promoción residencial creada para quienes buscan algo más que una vivienda; un estilo de vida único. Situada en el corazón de Arturo Soria, al norte de Madrid, ofrece 12 viviendas únicas de 2 y 3 dormitorios que combinan diseño y funcionalidad. Cada espacio ha sido diseñado por y para las personas maximizando la comodidad y el bienestar. Cuenta con salones amplios conectados a cocinas de diseño, terrazas que abren el horizonte. de Arturo Soria, dormitorios impregnados de luz natural con dos baños – uno de ellos en suite – y, opciones de bajos con jardín privado o áticos con terraza. Todas las viviendas contaran además con plaza de garaje y trastero. Situado en el corazón de Arturo Soria, Hernández deTejada 10 ofrece una ubicación privilegiada que combina tranquilidad y accesibilidad en una de las zonas más codiciadas de Madrid. Un residencial que ofrece zonas comunes pensadas para el descanso y la privacidadad: una entrada que refleja la exclusividad del proyecto, áreas ajardinadas que invitan a desconectar del ritmo urbano y una terraza común con lámina de agua y solárium que genera una comunidad activa. Arturo Soria es sinónimo de calidad de vida; amplias zonas verdes, excelentes conesxiones de transporte y gran oferta de servicios y comodidades. Vivir aqui significa disfrutar de lo mejor de Madrid, en un entorno dinámico con tiendas y restaurantes de alto nivel, centros sanitarios de referencia y los mejores colegios públicos y privados que ofrecen una educación de calidad como el Liceo Francés, Montessori High Schollo, san José del Parque o el Colegio. Ramón y Cajal, garantizando una experiencia en todos los aspectos de la vida diaria.",False,,True,8092.0,True,False,False,False,[],False,False,1230000.0,€,True,True,flat,,"San Pascual, Madrid","Piso en calle Hernández de Tejada, 10",2,True,Ciudad Lineal,San Pascual,True,False,,,,
108598825,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/5c/f5/1349582568.webp,1,22,497900.0,chalet,sale,259.0,5,5,"calle Perez Galdos, 8",Madrid,Quijorna,es,40.4304343,-4.0548346,True,https://www.idealista.com/obra-nueva/108598825/,"Inmobiliaria Adaix vende en exclusiva, promoción de 12 chalets pareados en Quijorna, Madrid. Esta exclusiva promoción está ubicada en la Calle Pérez Galdós, nº 8, en una zona tranquila y bien comunicada, ideal para quienes buscan un entorno residencial de calidad. Los chalets son pareados de tres plantas, con una distribución que incluye una habitación en planta baja, ofreciendo máxima comodidad y accesibilidad. Cada unidad cuenta con una superficie construida desde 258 m² y se encuentran en parcelas de entre 410 m² y 455 m² (incluidas zonas comunes ), lo que brinda amplios espacios exteriores para disfrutar en familia. - la planta principal dispone de, amplio salón comedor, aseo, cocina y amplia habitación en suite, con baño completo. - La planta alta encontramos, habitación principal en suite, con amplio vestidor y baño completo, dos habitaciones con armarios empotrados y baño completo. - la planta sótano incluye, amplio garaje para dos coches, cuarto de lavado e instalaciones, sala multiusos y baño completo Dentro de la urbanización, podrá disfrutar de una piscina comunitaria, diseñada para su relajación y esparcimiento. Precios desde 495.000 € (más el impuesto vigente del 10% de IVA). Sistema de Aerotermia con suelo radiante, asegurando una climatización eficiente y sostenible. Carpintería interior en blanco, que aporta luminosidad y modernidad a los espacios. Suelos porcelánicos de primera calidad, ideales tanto por su estética como por su durabilidad. Carpintería exterior en PVC con acristalamiento doble y cámara aislante, garantizando un excelente aislamiento térmico y acústico. La obra se encuentra actualmente al 40% de avance, con las parcelas totalmente libres de cargas. Obras ya comenzadas.",False,newdevelopment,True,1922.0,True,False,False,False,[],False,False,497900.0,€,True,True,chalet,semidetachedHouse,Quijorna,"Chalet pareado en calle Perez Galdos, 8",,,,,,False,,,,
108598923,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/78/ae/1349582692.webp,2,22,497900.0,chalet,sale,259.0,5,5,"calle Perez Galdos, 8",Madrid,Quijorna,es,40.4304343,-4.0548346,True,https://www.idealista.com/obra-nueva/108598923/,"Inmobiliaria Adaix vende en exclusiva, promoción de 12 chalets pareados en Quijorna, Madrid. Esta exclusiva promoción está ubicada en la Calle Pérez Galdós, nº 8, en una zona tranquila y bien comunicada, ideal para quienes buscan un entorno residencial de calidad. Los chalets son pareados de tres plantas, con una distribución que incluye una habitación en planta baja, ofreciendo máxima comodidad y accesibilidad. Cada unidad cuenta con una superficie construida desde 258 m² y se encuentran en parcelas de entre 410 m² y 455 m² (incluidas zonas comunes ), lo que brinda amplios espacios exteriores para disfrutar en familia. - la planta principal dispone de, amplio salón comedor, aseo, cocina y amplia habitación en suite, con baño completo. - La planta alta encontramos, habitación principal en suite, con amplio vestidor y baño completo, dos habitaciones con armarios empotrados y baño completo. - la planta sótano incluye, amplio garaje para dos coches, cuarto de lavado e instalaciones, sala multiusos y baño completo Dentro de la urbanización, podrá disfrutar de una piscina comunitaria, diseñada para su relajación y esparcimiento. Precios desde 495.000 € (más el impuesto vigente del 10% de IVA). Sistema de Aerotermia con suelo radiante, asegurando una climatización eficiente y sostenible. Carpintería interior en blanco, que aporta luminosidad y modernidad a los espacios. Suelos porcelánicos de primera calidad, ideales tanto por su estética como por su durabilidad. Carpintería exterior en PVC con acristalamiento doble y cámara aislante, garantizando un excelente aislamiento térmico y acústico. La obra se encuentra actualmente al 40% de avance, con las parcelas totalmente libres de cargas. Obras ya comenzadas.",False,newdevelopment,True,1922.0,True,False,False,False,[],False,False,497900.0,€,True,True,chalet,semidetachedHouse,Quijorna,"Chalet pareado en calle Perez Galdos, 8",,,,,,False,,,,
107008793,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/f8/c2/1300258261.webp,Baja A  ,2,272992.0,flat,sale,70.0,2,2,"calle SANTA LUCIA, 6",Madrid,Leganés,es,40.3598379,-3.7801547,True,https://www.idealista.com/obra-nueva/107008793/,"Descubre Residencial Santa Lucía, un exclusivo desarrollo en la zona de La Fortuna, Leganés, que te ofrece la oportunidad de vivir en un entorno privilegiado.  Este proyecto consta de 8 viviendas de 1, 2 y 3 dormitorios, perfectas para adaptarse a diferentes necesidades familiares. Características principales: 6 viviendas con amplias terrazas panorámicas para disfrutar de vistas únicas y momentos al aire libre. Piscina comunitaria y zona de juegos para el disfrute de toda la familia. Plaza de garaje y trastero incluidos en todas las viviendas. Además, el proyecto se desarrolla bajo un régimen de cooperativa libre, brindándote una forma accesible y flexible de adquirir tu nuevo hogar. ¡No pierdas la oportunidad de formar parte de Residencial Santa Lucía!",True,newdevelopment,True,3900.0,True,False,False,False,[],False,False,272992.0,€,True,True,flat,,"La Fortuna, Leganés","Piso en calle Santa Lucia, 6",bj,True,La Fortuna,La Fortuna,True,False,,,,
108598964,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/03/72/1349582748.webp,10,22,494900.0,chalet,sale,259.0,5,5,"calle Perez Galdos, 8",Madrid,Quijorna,es,40.4304343,-4.0548346,True,https://www.idealista.com/obra-nueva/108598964/,"Inmobiliaria Adaix vende en exclusiva, promoción de 12 chalets pareados en Quijorna, Madrid. Esta exclusiva promoción está ubicada en la Calle Pérez Galdós, nº 8, en una zona tranquila y bien comunicada, ideal para quienes buscan un entorno residencial de calidad. Los chalets son pareados de tres plantas, con una distribución que incluye una habitación en planta baja, ofreciendo máxima comodidad y accesibilidad. Cada unidad cuenta con una superficie construida desde 258 m² y se encuentran en parcelas de entre 410 m² y 455 m² (incluidas zonas comunes ), lo que brinda amplios espacios exteriores para disfrutar en familia. - la planta principal dispone de, amplio salón comedor, aseo, cocina y amplia habitación en suite, con baño completo. - La planta alta encontramos, habitación principal en suite, con amplio vestidor y baño completo, dos habitaciones con armarios empotrados y baño completo. - la planta sótano incluye, amplio garaje para dos coches, cuarto de lavado e instalaciones, sala multiusos y baño completo Dentro de la urbanización, podrá disfrutar de una piscina comunitaria, diseñada para su relajación y esparcimiento. Precios desde 495.000 € (más el impuesto vigente del 10% de IVA). Sistema de Aerotermia con suelo radiante, asegurando una climatización eficiente y sostenible. Carpintería interior en blanco, que aporta luminosidad y modernidad a los espacios. Suelos porcelánicos de primera calidad, ideales tanto por su estética como por su durabilidad. Carpintería exterior en PVC con acristalamiento doble y cámara aislante, garantizando un excelente aislamiento térmico y acústico. La obra se encuentra actualmente al 40% de avance, con las parcelas totalmente libres de cargas. Obras ya comenzadas.",False,newdevelopment,True,1911.0,True,False,False,False,[],False,False,494900.0,€,True,True,chalet,semidetachedHouse,Quijorna,"Chalet pareado en calle Perez Galdos, 8",,,,,,False,,,,
106792584,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/3c/5f/1294156984.webp,Bajo A,7,995000.0,flat,sale,102.0,2,2,"calle Hernández de Tejada, 10",Madrid,Madrid,es,40.447159,-3.6505592,True,https://www.idealista.com/obra-nueva/106792584/,"Bienvenidos a Hernández de Tejada 10, una exclusiva promoción residencial creada para quienes buscan algo más que una vivienda; un estilo de vida único. Situada en el corazón de Arturo Soria, al norte de Madrid, ofrece 12 viviendas únicas de 2 y 3 dormitorios que combinan diseño y funcionalidad. Cada espacio ha sido diseñado por y para las personas maximizando la comodidad y el bienestar. Cuenta con salones amplios conectados a cocinas de diseño, terrazas que abren el horizonte. de Arturo Soria, dormitorios impregnados de luz natural con dos baños – uno de ellos en suite – y, opciones de bajos con jardín privado o áticos con terraza. Todas las viviendas contaran además con plaza de garaje y trastero. Situado en el corazón de Arturo Soria, Hernández deTejada 10 ofrece una ubicación privilegiada que combina tranquilidad y accesibilidad en una de las zonas más codiciadas de Madrid. Un residencial que ofrece zonas comunes pensadas para el descanso y la privacidadad: una entrada que refleja la exclusividad del proyecto, áreas ajardinadas que invitan a desconectar del ritmo urbano y una terraza común con lámina de agua y solárium que genera una comunidad activa. Arturo Soria es sinónimo de calidad de vida; amplias zonas verdes, excelentes conesxiones de transporte y gran oferta de servicios y comodidades. Vivir aqui significa disfrutar de lo mejor de Madrid, en un entorno dinámico con tiendas y restaurantes de alto nivel, centros sanitarios de referencia y los mejores colegios públicos y privados que ofrecen una educación de calidad como el Liceo Francés, Montessori High Schollo, san José del Parque o el Colegio. Ramón y Cajal, garantizando una experiencia en todos los aspectos de la vida diaria.",False,newdevelopment,True,9755.0,True,False,False,False,[],False,False,995000.0,€,True,True,flat,,"San Pascual, Madrid","Piso en calle Hernández de Tejada, 10",bj,True,Ciudad Lineal,San Pascual,True,False,,,,
108628452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/8d/d3/1350370951.webp,VT 3.4,7,224300.0,flat,sale,97.0,3,2,"avenida del Arroyo Juncal, 20",Madrid,Navalcarnero,es,40.2977776,-3.9780972,True,https://www.idealista.com/obra-nueva/108628452/,"Tu nuevo hogar de nuevo en Navalcarnero  ¡Ya está aquí la 4ª fase de uno de los proyectos residenciales más esperados de Navalcarnero! Tras el éxito de las fases anteriores, lanzamos Diverso Navalcarnero IV, un nuevo conjunto de viviendas en altura de 2 y 3 dormitorios, todas con terraza, plaza de garaje y trastero incluidos, en régimen de cooperativa VPPL.  Además, disfrutarás de zonas comunes ajardinadas, área infantil y distintas tipologías pensadas para adaptarse a tu estilo de vida: bajos con patios, áticos con terrazas y pisos en altura.  Tipologías destacadas   Bajos con grandes patios privados  Áticos con espectaculares terrazas  Viviendas en altura con terrazas adaptadas a ti   Zonas comunes que marcan la diferencia   Zonas ajardinadas para tu descanso  Espacios infantiles seguros  Espacios abiertos para relajarte.",False,newdevelopment,True,2312.0,True,False,False,False,[],False,False,224300.0,€,True,True,flat,,"La Dehesa - El Pinar, Navalcarnero","Piso en avenida del Arroyo Juncal, 20",,True,La Dehesa - El Pinar,,True,False,,,,
108598930,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/b1/2d/1349582755.webp,5,22,494900.0,chalet,sale,259.0,5,5,"calle Perez Galdos, 8",Madrid,Quijorna,es,40.4304343,-4.0548346,True,https://www.idealista.com/obra-nueva/108598930/,"Inmobiliaria Adaix vende en exclusiva, promoción de 12 chalets pareados en Quijorna, Madrid. Esta exclusiva promoción está ubicada en la Calle Pérez Galdós, nº 8, en una zona tranquila y bien comunicada, ideal para quienes buscan un entorno residencial de calidad. Los chalets son pareados de tres plantas, con una distribución que incluye una habitación en planta baja, ofreciendo máxima comodidad y accesibilidad. Cada unidad cuenta con una superficie construida desde 258 m² y se encuentran en parcelas de entre 410 m² y 455 m² (incluidas zonas comunes ), lo que brinda amplios espacios exteriores para disfrutar en familia. - la planta principal dispone de, amplio salón comedor, aseo, cocina y amplia habitación en suite, con baño completo. - La planta alta encontramos, habitación principal en suite, con amplio vestidor y baño completo, dos habitaciones con armarios empotrados y baño completo. - la planta sótano incluye, amplio garaje para dos coches, cuarto de lavado e instalaciones, sala multiusos y baño completo Dentro de la urbanización, podrá disfrutar de una piscina comunitaria, diseñada para su relajación y esparcimiento. Precios desde 495.000 € (más el impuesto vigente del 10% de IVA). Sistema de Aerotermia con suelo radiante, asegurando una climatización eficiente y sostenible. Carpintería interior en blanco, que aporta luminosidad y modernidad a los espacios. Suelos porcelánicos de primera calidad, ideales tanto por su estética como por su durabilidad. Carpintería exterior en PVC con acristalamiento doble y cámara aislante, garantizando un excelente aislamiento térmico y acústico. La obra se encuentra actualmente al 40% de avance, con las parcelas totalmente libres de cargas. Obras ya comenzadas.",False,newdevelopment,True,1911.0,True,False,False,False,[],False,False,494900.0,€,True,True,chalet,semidetachedHouse,Quijorna,"Chalet pareado en calle Perez Galdos, 8",,,,,,False,,,,
106792702,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/0a/2d/1294156968.webp,1º A,7,840000.0,flat,sale,100.0,2,2,"calle Hernández de Tejada, 10",Madrid,Madrid,es,40.447159,-3.6505592,True,https://www.idealista.com/obra-nueva/106792702/,"Bienvenidos a Hernández de Tejada 10, una exclusiva promoción residencial creada para quienes buscan algo más que una vivienda; un estilo de vida único. Situada en el corazón de Arturo Soria, al norte de Madrid, ofrece 12 viviendas únicas de 2 y 3 dormitorios que combinan diseño y funcionalidad. Cada espacio ha sido diseñado por y para las personas maximizando la comodidad y el bienestar. Cuenta con salones amplios conectados a cocinas de diseño, terrazas que abren el horizonte. de Arturo Soria, dormitorios impregnados de luz natural con dos baños – uno de ellos en suite – y, opciones de bajos con jardín privado o áticos con terraza. Todas las viviendas contaran además con plaza de garaje y trastero. Situado en el corazón de Arturo Soria, Hernández deTejada 10 ofrece una ubicación privilegiada que combina tranquilidad y accesibilidad en una de las zonas más codiciadas de Madrid. Un residencial que ofrece zonas comunes pensadas para el descanso y la privacidadad: una entrada que refleja la exclusividad del proyecto, áreas ajardinadas que invitan a desconectar del ritmo urbano y una terraza común con lámina de agua y solárium que genera una comunidad activa. Arturo Soria es sinónimo de calidad de vida; amplias zonas verdes, excelentes conesxiones de transporte y gran oferta de servicios y comodidades. Vivir aqui significa disfrutar de lo mejor de Madrid, en un entorno dinámico con tiendas y restaurantes de alto nivel, centros sanitarios de referencia y los mejores colegios públicos y privados que ofrecen una educación de calidad como el Liceo Francés, Montessori High Schollo, san José del Parque o el Colegio. Ramón y Cajal, garantizando una experiencia en todos los aspectos de la vida diaria.",False,,True,8400.0,True,False,False,False,[],False,False,840000.0,€,True,True,flat,,"San Pascual, Madrid","Piso en calle Hernández de Tejada, 10",1,True,Ciudad Lineal,San Pascual,True,False,,,,
108612970,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/af/e1/1341934178.webp,F-V01-P00-PT1-A,6,370000.0,flat,sale,151.0,3,2,"calle Gabriela Mistral, 21",Madrid,Valdemoro,es,40.2024149,-3.6899747,True,https://www.idealista.com/obra-nueva/108612970/,"Actualmente en construcción y entrega prevista de las viviendas para el primer trimestre de 2026.  Suite Valdemoro 2 es una promoción directa de 41 viviendas de obra nueva ubicada en una de las zonas con mayor proyección de Valdemoro, justo al lado del Hospital Universitario Infanta Elena. Un entorno tranquilo, bien comunicado y rodeado de todos los servicios que necesitas para vivir con comodidad. Es una oportunidad ideal para quienes buscan mudarse en un corto plazo o realizar una inversión segura.  Esta promoción ofrece viviendas de 3 y 4 dormitorios, con diseños amplios, funcionales y pensados para ofrecer el máximo confort. Todas las viviendas incluyen plaza de garaje y trastero, y contarán con completas zonas comunes.  Servicios cercanos:   Hospital Universitario Infanta Elena  Centros educativos y guarderías  Supermercados y zonas comerciales  Parques y zonas verdes  Transporte público y excelentes accesos a la A-4 y M-423   Suite Valdemoro 2 es mucho más que una vivienda: es calidad, diseño y comodidad en una zona en pleno desarrollo.  ¿Quieres saber más? Solicita información sin compromiso y sé de los primeros en conocer todos los detalles de esta exclusiva promoción.",False,newdevelopment,True,2450.0,True,False,False,False,[],False,False,370000.0,€,True,True,flat,,"Hospital, Valdemoro","Piso en calle Gabriela Mistral, 21",bj,True,Hospital,,True,False,,,,
108115905,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/4a/fa/1334315190.webp,DC Villas del Pardo,10,1380000.0,chalet,sale,316.0,4,5,"calle Sta. Ana, 9",Madrid,Las Rozas de Madrid,es,40.4950875,-3.8653513,True,https://www.idealista.com/obra-nueva/108115905/,"Dos exclusivas villas independientes con piscina privada en parcelas de 700 m2 y 281 m2 construidos. Viviendas en dos plantas, con amplio salón de 46 m2 útiles, cocina totalmente amueblada (con electrodomésticos), cuatro amplios dormitorios en suite con vestidor, uno de ellos en planta baja, terraza de 35 m2, garaje, amplios ventanales que aportan gran luminosidad, diseñadas con excelentes calidades, situadas en un enclave privilegiado. Información no contractual con respecto a las imágenes: La promotora se reserva la facultad de llevar a cabo ajustes que considere pertinentes, fundamentados en requerimientos de índole técnica, legal, comercial o de disponibilidad, sin que en ningún caso impliquen una disminución de las características originalmente previstas. El mobiliario de las infografías interiores y el equipamiento de las viviendas será el indicado en la memoria de calidades.",False,newdevelopment,True,4367.0,True,False,False,False,[],False,False,1380000.0,€,True,True,chalet,independantHouse,"Marazuela- El Torreón, Las Rozas de Madrid","Casa independiente en calle Sta. Ana, 9",,,Marazuela- El Torreón,Marazuela- El Torreón,,False,,,,
106792684,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/f4/33/1294156969.webp,4º B,9,1410000.0,penthouse,sale,149.0,3,2,"calle Hernández de Tejada, 10",Madrid,Madrid,es,40.447159,-3.6505592,True,https://www.idealista.com/obra-nueva/106792684/,"Bienvenidos a Hernández de Tejada 10, una exclusiva promoción residencial creada para quienes buscan algo más que una vivienda; un estilo de vida único. Situada en el corazón de Arturo Soria, al norte de Madrid, ofrece 12 viviendas únicas de 2 y 3 dormitorios que combinan diseño y funcionalidad. Cada espacio ha sido diseñado por y para las personas maximizando la comodidad y el bienestar. Cuenta con salones amplios conectados a cocinas de diseño, terrazas que abren el horizonte. de Arturo Soria, dormitorios impregnados de luz natural con dos baños – uno de ellos en suite – y, opciones de bajos con jardín privado o áticos con terraza. Todas las viviendas contaran además con plaza de garaje y trastero. Situado en el corazón de Arturo Soria, Hernández deTejada 10 ofrece una ubicación privilegiada que combina tranquilidad y accesibilidad en una de las zonas más codiciadas de Madrid. Un residencial que ofrece zonas comunes pensadas para el descanso y la privacidadad: una entrada que refleja la exclusividad del proyecto, áreas ajardinadas que invitan a desconectar del ritmo urbano y una terraza común con lámina de agua y solárium que genera una comunidad activa. Arturo Soria es sinónimo de calidad de vida; amplias zonas verdes, excelentes conesxiones de transporte y gran oferta de servicios y comodidades. Vivir aqui significa disfrutar de lo mejor de Madrid, en un entorno dinámico con tiendas y restaurantes de alto nivel, centros sanitarios de referencia y los mejores colegios públicos y privados que ofrecen una educación de calidad como el Liceo Francés, Montessori High Schollo, san José del Parque o el Colegio. Ramón y Cajal, garantizando una experiencia en todos los aspectos de la vida diaria.",False,newdevelopment,True,9463.0,True,False,False,False,[],False,False,1410000.0,€,True,True,flat,penthouse,"San Pascual, Madrid","Ático en calle Hernández de Tejada, 10",4,True,Ciudad Lineal,San Pascual,True,False,,,,
103710205,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/e8/a7/1197834681.webp,425871,30,1680000.0,flat,sale,194.0,3,3,calle Serrano,Madrid,Madrid,es,40.4335578,-3.6855629,False,https://www.idealista.com/inmueble/103710205/,"ÚNICA Inmobiliaria ofrece esta vivienda de diseño en la representativa calle Serrano.  Se trata de un piso interior a patio de manzana, donde la calidad de la reforma se suma a la importante localización. 194 m² distribuidos en hall de entrada, salón comedor, cocina independiente, tres dormitorios y tres baños, más un cuarto de lavado.  Se vende amueblada y todas las calidades y elementos de decoración son de alta gama. Gran oportunidad de inversión por la exclusiva ubicación del inmueble. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,8660.0,False,False,False,False,[],False,False,1680000.0,€,,,flat,,"Castellana, Madrid",Piso en calle Serrano,en,False,Barrio de Salamanca,Castellana,True,,,,,
108978084,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/a8/20/1360693183.webp,7aa1d74c-980f-476b-8767-714c338a6e88,40,780000.0,penthouse,sale,93.0,2,2,calle de Cartagena,Madrid,Madrid,es,40.4405146,-3.6742673,False,https://www.idealista.com/inmueble/108978084/,"¡Sin comisión al comprador! Descubre este encantador piso tipo ático en venta en el vibrante barrio de Prosperidad.  Con una superficie de 93 m², este inmueble en buen estado ofrece dos dormitorios y dos baños completos, ideal para familias o parejas que buscan espacio y confort. Disfruta de aire acondicionado para los días calurosos y una amplia terraza perfecta para tus momentos de relax al aire libre. Además, cuenta con un práctico trastero. El edificio dispone de ascensor, facilitando el acceso a todas las plantas.  Vivir en la calle Cartagena, en el barrio de Prosperidad (Madrid), es disfrutar de un entorno residencial tranquilo pero muy bien conectado. Con todos los servicios al alcance —comercios, colegios, restaurantes y transporte público—, ofrece una combinación perfecta entre comodidad urbana y vida de barrio. Ideal para quienes valoran la calidad de vida en el corazón de la ciudad. Con una vista exterior, este piso garantiza luminosidad y un ambiente acogedor. No pierdas la oportunidad de hacer de este piso tu nuevo hogar.",True,good,False,8387.0,False,False,False,False,[],False,False,780000.0,€,,,flat,penthouse,"Prosperidad, Madrid",Ático en calle de Cartagena,6,True,Chamartín,Prosperidad,True,,,,,
